DISTRICT,YEAR,DA0CA07R,DA0CA08R,DA0CC07R,DA0CC08R,DA0CS07R,DA0CS08R,DA0CT07R,DA0CT08R,DACRB07R,DACRB08R,DACRM07R,DACRM08R,DACRR07R,DACRR08R,DB0CA07R,DB0CA08R,DB0CC07R,DB0CC08R,DB0CS07R,DB0CS08R,DB0CT07R,DB0CT08R,DBCRB07R,DBCRB08R,DBCRM07R,DBCRM08R,DBCRR07R,DBCRR08R,DECRB07R,DECRB08R,DECRM07R,DECRM08R,DECRR07R,DECRR08R,DF0CA07R,DF0CA08R,DF0CC07R,DF0CC08R,DF0CS07R,DF0CS08R,DF0CT07R,DF0CT08R,DFCRB07R,DFCRB08R,DFCRM07R,DFCRM08R,DFCRR07R,DFCRR08R,DH0CA07R,DH0CA08R,DH0CC07R,DH0CC08R,DH0CS07R,DH0CS08R,DH0CT07R,DH0CT08R,DHCRB07R,DHCRB08R,DHCRM07R,DHCRM08R,DHCRR07R,DHCRR08R,DI0CA07R,DI0CA08R,DI0CC07R,DI0CC08R,DI0CS07R,DI0CS08R,DI0CT07R,DI0CT08R,DICRB07R,DICRB08R,DICRM07R,DICRM08R,DICRR07R,DICRR08R,DLCRB07R,DLCRB08R,DLCRM07R,DLCRM08R,DLCRR07R,DLCRR08R,DM0CA07R,DM0CA08R,DM0CC07R,DM0CC08R,DM0CS07R,DM0CS08R,DM0CT07R,DM0CT08R,DMCRB07R,DMCRB08R,DMCRM07R,DMCRM08R,DMCRR07R,DMCRR08R,DP0CA07R,DP0CA08R,DP0CC07R,DP0CC08R,DP0CS07R,DP0CS08R,DP0CT07R,DP0CT08R,DPCRB07R,DPCRB08R,DPCRM07R,DPCRM08R,DPCRR07R,DPCRR08R,DRCRB07R,DRCRB08R,DRCRM07R,DRCRM08R,DRCRR07R,DRCRR08R,DSCRB07R,DSCRB08R,DSCRM07R,DSCRM08R,DSCRR07R,DSCRR08R,DW0CA07R,DW0CA08R,DW0CC07R,DW0CC08R,DW0CS07R,DW0CS08R,DW0CT07R,DW0CT08R,DWCRB07R,DWCRB08R,DWCRM07R,DWCRM08R,DWCRR07R,DWCRR08R
'057808,2009,.,-1,9.1,0,882,-1,-2,-2,13,-3,13,-3,50,50,.,-1,0,-1,832,-1,-2,-2,14,-3,14,-3,57,40,-1,-1,-1,-1,-1,-1,.,-1,11.1,-1,876,-1,-2,-2,14,-3,14,-3,43,40,.,.,.,-1,.,-1,.,-2,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057809,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057810,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057811,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057813,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057814,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057815,2009,-1,-1,10,0,835,719,30.3,32.1,6,-3,17,21,9,20,-1,-1,0,0,-1,707,17.9,47.1,-3,-3,13,25,3,25,-3,-3,13,21,-3,20,-1,.,14.3,0,838,687,50,37.5,13,-3,20,7,20,21,-1,.,-1,-1,-1,-1,80,9.1,40,-3,40,14,40,13,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.8,25,-3,-3,15,40,-3,18,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,4,-3,15,16,7,15,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1
'057816,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057817,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057819,2009,-1,-1,-1,-1,.,.,-2,-2,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1
'057821,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057825,2009,-1,-1,23.7,0,972,-1,-2,4.5,10,13,31,29,23,37,.,-1,-1,-1,-1,.,13.3,7.7,-3,17,38,33,-3,50,15,-3,33,40,29,20,-1,-1,17.6,-1,948,.,57.6,3.4,11,11,19,26,29,42,.,-1,10,-1,987,.,62.5,4,-3,-3,33,22,11,20,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,26.6,-1,983,-1,-2,5.8,9,14,42,30,18,33,-1,.,20,.,-1,.,-2,.,-1,-1,-1,-1,-1,-1,15,10,29,27,32,29,-1,-1,-1,-1,-1,-1,.,-1,32.4,-1,1017,-1,90.7,4.2,15,15,29,30,33,41
'057827,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057828,2009,17.5,-1,0,8.3,-1,864,3,3.5,25,26,40,41,36,45,-1,.,-1,-1,-1,-1,12.1,8.3,40,-3,50,-3,42,20,10,18,25,43,26,29,17.4,-1,0,12.5,-1,925,4.5,3.8,22,27,31,39,36,50,-1,.,-1,-1,.,-1,1.6,1.3,19,16,28,39,35,32,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,40,-1,20,.,.,-1,-1,-1,-1,1.3,3,31,24,55,44,36,36,.,.,.,.,.,.,0,0,-1,-1,60,-1,-1,-1,20,22,32,35,34,47,-1,-1,-1,-1,-1,-1,-1,-1,0,12.5,-1,950,2.2,3.6,25,32,41,46,35,53
'057829,2009,-1,.,17.6,14.3,875,809,65.4,95.5,20,24,47,38,23,62,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,23,46,31,14,54,-1,.,25,11.1,938,749,92.3,100,38,33,54,44,43,78,-1,.,-1,0,-1,714,40,-2,18,18,45,27,18,55,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,0,16.7,784,853,38.5,92.3,6,17,41,33,6,50,.,.,.,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-3,14,11,14,10,57,-1,-1,-1,-1,-3,-1,-1,.,10,50,914,1023,76.9,75,19,43,44,57,18,86
'057830,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057831,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057832,2009,.,.,-1,.,-1,.,3.2,0,6,-3,6,-3,11,38,.,.,-1,.,-1,.,8.3,0,-3,-1,-3,-1,-3,40,-1,-1,-1,-3,-1,-1,.,.,.,.,.,.,0,0,-3,-3,-3,-3,13,25,.,.,.,.,.,.,0,0,-3,-1,-3,-3,17,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,6.3,0,10,-1,9,-3,9,60,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,36,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-1,-1,-3,-1,-1
'057833,2009,.,.,-1,-1,-1,-1,27.3,17.6,-1,40,-1,60,-1,58,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,20,25,-1,43,-1,57,-1,67,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,16.7,16.7,-1,43,-1,71,-1,67
'057834,2009,-1,.,0,0,736,736,9.2,4.6,5,25,30,40,23,39,.,.,0,0,640,700,17.2,8.5,-3,5,11,18,11,14,-3,17,14,35,14,38,-1,.,-1,-1,-1,-1,6.4,3.8,4,34,19,46,30,51,.,.,-1,-1,-1,-1,6.3,2.2,13,24,31,43,29,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,0,0,687,743,11.8,5.1,6,19,39,36,18,31,.,.,.,.,.,.,-1,0,-1,22,-1,36,-1,50,5,3,23,19,23,21,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,2.8,2.7,4,37,44,50,30,48
'057835,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057836,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057837,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057838,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057839,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057840,2009,.,.,.,51.7,.,1091,-1,69,-1,63,-1,82,-1,72,.,.,.,33.3,.,1009,.,52.9,-1,53,-1,71,-1,65,-1,58,-1,85,-1,75,.,.,.,40,.,1049,.,69.6,-1,63,-1,76,-1,75,.,.,.,20,.,950,.,53.6,-1,42,-1,74,-1,54,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,71.9,.,1164,-1,68.1,-1,62,-1,91,-1,68,.,.,.,47.6,.,1083,-1,75,-1,64,-1,86,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,67.5,.,1162,-1,78.4,-1,74,-1,86,-1,82
'057841,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057842,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057843,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057903,2009,21.2,21.4,34.7,33.3,1036,1030,68.9,65.4,42,51,60,62,53,69,16.6,17.6,9.1,9.6,897,916,77.1,69.9,17,30,34,42,38,58,24,38,46,53,37,58,20.9,21.5,31.9,32.3,1025,1012,68,69.2,40,49,55,56,57,74,19.1,19.8,27.3,17.1,975,938,35.7,38.6,24,38,48,53,36,58,-1,-1,28.6,-1,1025,-1,70,66.7,43,-1,86,80,57,-1,5,14,45,44,8,22,21.3,21.4,37.6,34.8,1049,1057,69.5,60.7,43,53,65,70,50,63,23.5,22.6,41.7,36.2,1053,1054,85.8,90.2,53,63,74,77,62,74,16,21,36,35,32,50,13,13,26,23,20,26,22.3,23.5,41.1,46.6,1079,1090,81.6,76.6,57,63,71,71,66,80
'057904,2009,18.3,18,10.7,13.5,889,913,78.1,77.8,19,33,34,42,40,51,17.7,17.1,5.9,3.9,846,849,81.8,80.5,11,22,24,30,36,43,9,24,23,34,34,41,19,17.8,13.2,10.5,892,896,84.5,77.8,26,28,38,36,51,52,18.3,18.8,14.8,14.8,941,946,54,54,21,33,43,46,41,49,-1,-1,-1,-1,.,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.4,18.2,7.7,17.1,888,933,70.6,77.8,11,38,29,51,29,50,-1,-1,50,38.5,1017,1002,80,100,60,75,70,75,60,75,3,12,11,17,29,33,22,9,27,18,30,8,20.5,21.4,22.8,38.1,989,1046,74,79.7,36,59,55,73,53,72
'057905,2009,17.1,17.2,11.5,10.4,871,856,66.6,62.2,24,29,48,45,33,45,16.1,15.8,5.1,4.1,821,801,77.4,77.3,18,21,37,35,30,41,20,25,46,43,29,40,17.3,17.2,9.9,9.5,863,849,69.9,64.7,24,28,46,42,36,47,16.6,17.3,9.4,8.1,877,849,50.2,49,21,28,50,47,29,43,18.8,18.3,27.8,8.3,936,848,75,85.7,53,36,58,50,60,57,1,5,30,25,3,8,16.5,17.1,14,11.6,887,865,61.7,59.1,23,30,50,50,29,42,18.1,20.6,32.1,28.3,1031,1002,80.3,71.4,61,58,81,77,69,64,5,10,22,24,16,28,6,7,13,18,10,12,22.8,23.3,46.8,46.5,1101,1089,78.9,82.9,58,66,73,77,65,77
'057906,2009,18.8,18.6,12.5,13.5,916,895,78.5,86.7,24,29,36,37,44,55,18.1,18.3,8.6,10.6,894,872,80.6,94,20,26,31,32,42,53,18,20,33,26,39,48,18.9,18.9,13,13.7,934,912,79.7,88,25,33,35,39,53,59,22,20.8,28.6,28.6,993,1011,50,35.9,26,29,52,42,41,49,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,18,12,13.3,890,874,74.1,84.9,22,24,36,33,31,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,19,11,32,35,6,7,6,7,6,16,23.2,21.7,40,39.1,1097,1046,71.4,71.9,50,57,67,77,64,77
'057907,2009,19.4,19.8,21.3,19.4,1001,946,74.5,65,31,38,46,48,47,60,17.7,18.3,13.3,6.7,929,854,85,74.9,22,29,32,38,40,57,22,30,40,40,33,52,19.6,19.8,18.1,17.9,969,948,79,66.6,33,37,43,46,55,62,18.9,19.8,15.3,15.6,975,951,49.3,38.8,27,32,47,45,42,50,.,-1,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,38,25,13,-3,19,19.8,26.3,21.6,1051,944,67.6,62.4,29,38,49,51,38,56,22.1,23.3,27.8,63.6,1075,1129,69.2,52.4,44,60,80,71,56,70,5,14,14,26,21,42,4,9,7,15,7,18,21.6,22.9,40.8,46.2,1112,1106,73.6,80.5,51,61,62,70,65,77
'057909,2009,20,20.3,27,28.6,994,998,60.3,55.6,34,44,54,57,44,60,17.1,17.6,10,10.8,867,881,73.1,70.9,17,27,32,38,32,47,20,30,40,47,32,44,20.2,20.4,26.6,27.1,991,987,63.4,56.9,36,43,51,53,48,63,18.5,19.1,15,17.6,966,954,34.9,31,21,30,42,46,32,46,-1,18,0,8.3,973,899,52.9,85.7,25,50,50,56,29,69,1,3,23,24,5,3,19.5,20.1,27.4,30.3,998,1010,56.6,54.1,33,44,57,61,41,56,21.3,21.9,32.6,38.9,1027,1047,77,76.3,46,60,69,72,53,70,14,13,34,26,28,35,4,5,14,13,11,14,21.6,21.9,37.5,38.4,1046,1051,64.6,61.4,47,56,66,69,55,71
'057910,2009,19.3,19.4,22.8,23.4,979,976,49.9,47.3,29,36,50,52,38,53,17.8,17,9.4,15.2,874,911,74.9,64.7,20,27,36,40,33,50,20,27,43,44,27,44,19.3,19.4,21,25.6,974,975,55,50,35,35,48,46,46,56,18.9,17.8,18.4,10.5,964,921,28.2,31.6,20,27,43,44,29,44,-1,-1,20,-1,954,-1,83.3,42.9,29,67,57,83,29,83,6,5,39,33,8,7,19.3,19.3,25.2,20.7,986,978,43.4,44.2,23,38,52,59,29,49,22,22.8,31.3,34.8,1012,1054,87.3,69.7,51,55,73,78,58,63,14,15,36,30,25,39,-3,6,14,19,4,5,21.1,21.8,33.3,38.8,1046,1046,60.2,61.3,44,54,64,68,51,68
'057911,2009,25.2,26.1,66.5,72.4,1174,1201,-2,-2,84,88,90,92,87,90,.,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.3,25.9,66.7,68.9,1168,1173,-2,-2,84,87,90,89,88,91,22.8,23.8,47.8,35.3,1137,1085,-2,-2,74,65,79,67,74,82,-1,-1,-1,-1,1076,-1,-2,-1,-1,80,-1,80,-1,80,-1,-1,-1,-1,-1,-1,25.1,26.4,66.4,75.7,1179,1226,-2,-2,83,88,89,95,86,89,-1,-1,100,80,1366,-1,100,100,-4,60,-4,-4,-4,60,39,54,55,61,49,57,42,45,50,67,54,44,25,26.1,66.9,73.4,1170,1206,-2,-2,84,89,90,93,87,90
'057912,2009,19.3,19.4,23.9,24.3,972,972,54.1,50.4,30,39,47,52,45,57,17,16.2,8.6,8.6,868,844,76.1,60,17,23,34,31,34,42,21,28,40,43,39,45,19.2,19.3,19.5,22.3,948,962,57.1,51.8,30,39,41,50,51,59,18.4,16.9,12.3,9.7,922,905,32.4,32.8,18,27,37,44,35,47,-1,.,14.3,-1,1046,-1,87.5,-1,38,-1,63,-1,50,-1,1,4,20,22,4,6,19.4,19.5,29.5,26.6,1005,983,50.2,48.7,30,39,54,55,39,55,23.1,23.3,44.2,41,1054,1033,83.7,83,56,59,71,74,67,70,13,18,30,29,32,42,3,14,13,27,11,25,21,21.7,34.7,37.9,1032,1047,66.8,69.3,46,61,62,69,60,77
'057913,2009,16.9,16.3,3.6,4.5,834,822,61.9,73.7,10,15,22,24,23,37,16.7,16.2,3.4,3.5,825,807,64.2,75.1,7,13,17,23,21,36,13,8,25,20,24,25,16.6,16.3,1.9,5.1,824,828,67.5,76.2,9,13,19,24,25,39,18,-1,0,0,951,-1,42.9,38.5,31,21,58,36,33,43,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.6,16.3,6.3,3.6,857,811,54.3,69.6,10,18,27,25,18,34,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,3,11,6,19,17,35,-3,-3,-3,7,-3,-3,-1,-1,16.7,28.6,-1,1017,46.2,100,20,44,40,40,18,56
