DISTRICT,YEAR,DA0GH02N,DA0GH02P,DA0GM02N,DA0GM02P,DA0GR02N,DA0GR02P,DA0LV02R,DAPID03N,DAPID03R,DAUND02C,DB0GR02N,DB0GR02P,DH0GR02N,DH0GR02P,DI0GR02N,DI0GR02P,DP0GR02N,DP0GR02P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR02N,DS0GR02P,DW0GR02N,DW0GR02P
'201910,2003,64,76.2,20,23.8,84,100,0.2,25,1.8,1,31,36.9,10,11.9,0,0,0,0,16,2.9,0,0,0,0,0,0,13.9,0,25,0,0,0,0,9.1,0,20,1186,87,7.3,264,22.3,18,1.6,639,53.9,86,7.3,75,6.3,80,6.7,83,7,77,6.5,103,8.7,89,7.5,102,8.6,94,7.9,104,8.8,89,7.5,82,6.9,1,0.1,76,6.4,89,7.5,32,2.7,256,21.6,2,0.2,97,8.2,0,0,124,10.5,170,14.3,664,56,2,2.4,43,51.2
'201913,2003,16,57.1,12,42.9,28,100,0,6,1,0,1,3.6,2,7.1,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,105,20.4,42,8.2,2,0.4,334,65,38,7.4,29,5.6,35,6.8,36,7,38,7.4,37,7.2,44,8.6,36,7,39,7.6,38,7.4,34,6.6,25,4.9,1,0.2,50,9.7,38,7.4,46,8.9,192,37.4,7,1.4,131,25.5,1,0.2,50,9.7,94,18.3,272,52.9,4,14.3,25,89.3
'201914,2003,18,31,40,69,58,100,0,0,0,0,15,25.9,6,10.3,0,0,0,0,13.6,0,0,4,0,3.6,1.9,0,2.5,0,14.3,20,0,0,0,0,0,0,782,26,3.3,154,19.7,13,1.6,446,57,54,6.9,46,5.9,53,6.8,53,6.8,65,8.3,75,9.6,63,8.1,54,6.9,74,9.5,58,7.4,52,6.6,48,6.1,3,0.4,37,4.7,44,5.6,40,5.1,62,7.9,0,0,27,3.5,1,0.1,102,13,192,24.6,565,72.3,7,12.1,37,63.8
'202903,2003,42,71.2,17,28.8,59,100,0.4,3,0.3,2,10,16.9,1,1.7,1,1.7,0,0,4.3,6.5,3.6,3.6,0,1.9,0,5,2,0,0,6.3,0,0,0,0,0,0,953,1,0.1,143,15,4,0.4,574,60.2,59,6.2,64,6.7,65,6.8,77,8.1,59,6.2,84,8.8,74,7.8,77,8.1,89,9.3,67,7,78,8.2,55,5.8,3,0.3,72,7.6,61,6.4,41,4.3,21,2.2,0,0,1,0.1,1,0.1,142,14.9,187,19.6,788,82.7,6,10.2,47,79.7
'202905,2003,14,43.8,18,56.3,32,100,0,1,0.1,0,2,6.3,0,0,0,0,0,0,8.7,8.3,0,0,0,0,3,0,2.5,0,0,0,0,0,0,10,0,11.1,634,1,0.2,75,11.8,11,1.8,355,56,51,8,51,8,39,6.2,41,6.5,45,7.1,43,6.8,47,7.4,42,6.6,50,7.9,40,6.3,59,9.3,37,5.8,0,0,34,5.4,54,8.5,35,5.5,3,0.5,1,0.2,1,0.2,1,0.2,114,18,155,24.4,554,87.4,6,18.8,30,93.8
'203901,2003,36,45,44,55,80,100,0,1,0.1,0,46,57.5,1,1.3,0,0,0,0,1.9,11.9,4.9,7.8,0,0,0,0,2,0,13.3,0,0,0,7.1,0,0,20,992,27,2.7,561,56.6,21,2.2,749,75.5,54,5.4,74,7.5,68,6.9,73,7.4,53,5.3,65,6.6,72,7.3,81,8.2,87,8.8,77,7.8,84,8.5,79,8,7,0.7,157,15.8,65,6.6,53,5.3,78,7.9,1,0.1,32,3.2,1,0.1,164,16.5,225,22.7,351,35.4,22,27.5,33,41.3
'203902,2003,11,55,9,45,20,100,0,2,0.4,0,3,15,0,0,0,0,0,0,0,2.6,0,0,0,0,4,6.7,6.5,0,0,0,0,0,0,12.5,14.3,0,457,2,0.4,34,7.4,10,2.3,358,78.3,32,7,25,5.5,47,10.3,39,8.5,41,9,40,8.8,29,6.3,34,7.4,37,8.1,26,5.7,27,5.9,26,5.7,0,0,56,12.3,34,7.4,20,4.4,6,1.3,2,0.4,2,0.4,2,0.4,74,16.2,150,32.8,413,90.4,5,25,17,85
'204901,2003,72,79.1,19,20.9,91,100,0.1,10,0.5,1,36,39.6,1,1.1,0,0,0,0,3.4,2.8,1.6,0.9,0,2.3,4.8,2.3,1,22.7,18.8,0,0,0,0,0,5,20,1774,5,0.3,473,26.7,178,9.7,988,55.7,125,7,147,8.3,127,7.2,133,7.5,117,6.6,143,8.1,159,9,145,8.2,211,11.9,97,5.5,99,5.6,111,6.3,4,0.2,99,5.6,131,7.4,25,1.4,70,3.9,12,0.7,7,0.4,5,0.3,190,10.7,322,18.2,1214,68.4,10,11,54,59.3
'204904,2003,52,55.3,42,44.7,94,100,0,0,0,0,12,12.8,6,6.4,0,0,1,1.1,5.6,1.8,5.4,0.9,0.9,3.4,6.4,2.7,1.6,0,10,4.5,0,0,3.4,8,3.6,6.3,1798,71,3.9,196,10.9,54,3,1010,56.2,146,8.1,145,8.1,133,7.4,131,7.3,131,7.3,137,7.6,144,8,142,7.9,197,11,141,7.8,101,5.6,73,4.1,2,0.1,120,6.7,135,7.5,40,2.2,205,11.4,6,0.3,76,4.2,14,0.8,266,14.8,607,33.8,1377,76.6,17,18.1,75,79.8
'205901,2003,65,49.6,66,50.4,131,100,0.1,3,0.1,1,3,2.3,55,42,1,0.8,1,0.8,11,16.3,9.1,0,0,4.5,1.4,2.4,2.4,18.2,12,3.4,0,0,0,0,0,27.8,2104,101,4.8,89,4.2,251,11.9,1333,63.4,173,8.2,153,7.3,142,6.7,158,7.5,175,8.3,178,8.5,174,8.3,177,8.4,179,8.5,139,6.6,130,6.2,84,4,6,0.3,222,10.6,134,6.4,102,4.8,957,45.5,6,0.3,133,6.3,13,0.6,334,15.9,411,19.5,1039,49.4,23,17.6,71,54.2
'205902,2003,260,94.9,14,5.1,274,100,0.5,12,0.2,11,7,2.6,86,31.4,2,0.7,6,2.2,8.7,3.5,1.2,1.2,2.7,0,1.4,3.6,3.2,8.8,2.9,0,10.6,2.4,2.1,0,2.2,27.6,4276,40,0.9,181,4.2,47,1.1,1387,32.4,327,7.6,313,7.3,306,7.2,330,7.7,315,7.4,318,7.4,349,8.2,358,8.4,421,9.8,316,7.4,273,6.4,286,6.7,12,0.3,407,9.5,291,6.8,61,1.4,1707,39.9,13,0.3,79,1.8,56,1.3,500,11.7,943,22.1,2319,54.2,22,8,173,63.1
'205903,2003,67,53.2,59,46.8,126,100,0.1,2,0.1,1,7,5.6,35,27.8,1,0.8,3,2.4,3,1.4,2.9,3.4,0.7,1.4,14.3,4.5,0,0,0,10.7,0,0,0,7.1,0,0,2261,63,2.8,87,3.8,38,1.8,895,39.6,163,7.2,172,7.6,176,7.8,176,7.8,176,7.8,187,8.3,196,8.7,147,6.5,172,7.6,150,6.6,136,6,126,5.6,4,0.2,135,6,181,8,99,4.4,770,34.1,19,0.8,69,3.1,53,2.3,252,11.1,583,25.8,1332,58.9,14,11.1,80,63.5
'205904,2003,73,58.4,52,41.6,125,100,0,1,0,0,2,1.6,100,80,0,0,0,0,2.3,3.1,1.5,3.9,6.2,0.9,0,1.3,0,5.6,0,0,0,0,0,0,5.9,0,1959,90,4.6,19,1,43,2.1,1544,78.8,134,6.8,149,7.6,145,7.4,148,7.6,173,8.8,157,8,143,7.3,163,8.3,203,10.4,132,6.7,117,6,115,5.9,1,0.1,153,7.8,147,7.5,32,1.6,1702,86.9,0,0,133,6.8,1,0.1,219,11.2,329,16.8,237,12.1,11,8.8,23,18.4
'205905,2003,36,52.9,32,47.1,68,100,0.2,0,0,1,0,0,48,70.6,0,0,0,0,12,1.4,2.9,0,2.5,0,0,0,1.1,0,25,0,0,0,10,0,7.7,40,1198,55,4.6,1,0.1,13,1.1,639,53.3,102,8.5,97,8.1,76,6.3,76,6.3,93,7.8,97,8.1,93,7.8,95,7.9,91,7.6,86,7.2,88,7.3,71,5.9,0,0,88,7.3,85,7.1,48,4,943,78.7,4,0.3,71,5.9,2,0.2,102,8.5,245,20.5,248,20.7,9,13.2,20,29.4
'205906,2003,65,58.6,46,41.4,111,100,0,5,0.2,0,4,3.6,84,75.7,0,0,0,0,6.3,3.9,2.4,6.8,1.9,0.8,4.3,2.1,3.6,15.8,7.1,0,3.6,0,3.7,0,0,16.7,2132,51,2.4,37,1.7,30,1.3,1410,66.1,163,7.6,156,7.3,157,7.4,159,7.5,140,6.6,179,8.4,145,6.8,152,7.1,199,9.3,164,7.7,150,7,115,5.4,7,0.3,180,8.4,160,7.5,86,4,1637,76.8,2,0.1,61,2.9,4,0.2,269,12.6,473,22.2,452,21.2,8,7.2,23,20.7
'205907,2003,53,63.1,31,36.9,84,100,0.4,12,0.6,4,3,3.6,75,89.3,0,0,0,0,1.3,1.1,0,0,0,0,0,1.4,1,0,0,0,0,0,0,0,0,42.9,1381,79,5.7,36,2.6,16,1,1078,78.1,105,7.6,88,6.4,113,8.2,100,7.2,108,7.8,100,7.2,87,6.3,106,7.7,112,8.1,96,7,94,6.8,90,6.5,0,0,109,7.9,101,7.3,81,5.9,1201,87,0,0,131,9.5,1,0.1,246,17.8,279,20.2,143,10.4,13,15.5,6,7.1
'206901,2003,35,59.3,24,40.7,59,100,0.3,0,0,1,0,0,19,32.2,0,0,0,0,6.9,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,15.4,798,69,8.6,5,0.6,8,1,476,59.6,68,8.5,62,7.8,53,6.6,57,7.1,63,7.9,70,8.8,62,7.8,57,7.1,69,8.6,65,8.1,46,5.8,41,5.1,2,0.3,64,8,58,7.3,25,3.1,296,37.1,0,0,70,8.8,1,0.1,117,14.7,145,18.2,496,62.2,12,20.3,40,67.8
'206902,2003,5,50,5,50,10,100,0,0,0,0,0,0,1,10,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,3,2.1,2,1.4,0,0,76,53.1,6,4.2,11,7.7,9,6.3,14,9.8,16,11.2,11,7.7,12,8.4,8,5.6,16,11.2,14,9.8,11,7.7,10,7,0,0,9,6.3,5,3.5,0,0,22,15.4,0,0,3,2.1,0,0,28,19.6,33,23.1,119,83.2,1,10,9,90
'206903,2003,0,0,13,100,13,100,0,0,0,0,0,0,2,15.4,1,7.7,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,146,10,6.8,9,6.2,0,0,90,61.6,4,2.7,9,6.2,9,6.2,7,4.8,7,4.8,7,4.8,11,7.5,13,8.9,23,15.8,16,11,14,9.6,12,8.2,0,0,5,3.4,14,9.6,0,0,20,13.7,1,0.7,10,6.8,0,0,30,20.5,28,19.2,116,79.5,3,23.1,10,76.9
'207901,2003,33,64.7,18,35.3,51,100,0,0,0,0,1,2,26,51,0,0,0,0,7.1,5.6,11.1,0,0,0,4.3,0,0,0,25,0,0,14.3,0,0,0,0,612,60,9.8,7,1.1,10,1.6,350,57.2,35,5.7,48,7.8,43,7,42,6.9,35,5.7,49,8,51,8.3,51,8.3,46,7.5,50,8.2,51,8.3,47,7.7,0,0,28,4.6,40,6.5,24,3.9,374,61.1,1,0.2,61,10,1,0.2,67,10.9,173,28.3,229,37.4,4,7.8,24,47.1
'208901,2003,1,14.3,6,85.7,7,100,0,1,0.8,0,0,0,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,.,0,0,0,115,0,0,0,0,0,0,51,44.3,9,7.8,9,7.8,5,4.3,7,6.1,15,13,9,7.8,4,3.5,8,7,10,8.7,7,6.1,9,7.8,8,7,0,0,10,8.7,15,13,0,0,45,39.1,0,0,0,0,0,0,27,23.5,28,24.3,70,60.9,2,28.6,6,85.7
'208902,2003,80,46.5,92,53.5,172,100,0,3,0.1,0,4,2.3,60,34.9,0,0,1,0.6,4.7,8.9,1.1,1.2,0,1.4,1.9,0,6.7,6.8,2.7,7.3,0,2.8,0,0,0,5.7,2657,93,3.5,126,4.7,121,4.6,1300,48.9,198,7.5,200,7.5,178,6.7,224,8.4,208,7.8,191,7.2,182,6.8,208,7.8,204,7.7,204,7.7,179,6.7,188,7.1,12,0.5,227,8.5,218,8.2,63,2.4,1177,44.3,12,0.5,107,4,8,0.3,468,17.6,718,27,1334,50.2,17,9.9,107,62.2
'208903,2003,7,63.6,4,36.4,11,100,0,0,0,0,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,198,6,3,0,0,1,0.6,61,30.8,20,10.1,11,5.6,13,6.6,24,12.1,16,8.1,16,8.1,12,6.1,11,5.6,15,7.6,12,6.1,16,8.1,18,9.1,0,0,36,18.2,14,7.1,0,0,53,26.8,0,0,10,5.1,0,0,11,5.6,84,42.4,145,73.2,0,0,10,90.9
'209901,2003,33,75,11,25,44,100,0,0,0,0,1,2.3,6,13.6,0,0,0,0,0,8.6,0,0,0,0,2.9,0,10.7,0,20,20,0,0,0,0,0,0,570,14,2.5,10,1.8,7,1.3,239,41.9,28,4.9,45,7.9,36,6.3,40,7,43,7.5,47,8.2,57,10,39,6.8,45,7.9,48,8.4,41,7.2,34,6,5,0.9,65,11.4,34,6,28,4.9,81,14.2,2,0.4,14,2.5,0,0,81,14.2,149,26.1,477,83.7,7,15.9,37,84.1
'209902,2003,0,0,10,100,10,100,0,0,0,0,0,0,0,0,1,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12.5,0,.,0,0,0,103,0,0,1,1,1,0.9,82,79.6,5,4.9,5,4.9,9,8.7,3,2.9,10,9.7,5,4.9,6,5.8,10,9.7,8,7.8,11,10.7,9,8.7,9,8.7,0,0,7,6.8,4,3.9,9,8.7,8,7.8,2,1.9,1,1,0,0,36,35,15,14.6,92,89.3,3,30,9,90
'210901,2003,46,35.7,83,64.3,129,100,0.7,7,0.3,7,49,38,12,9.3,0,0,0,0,6.7,2,5.1,3.4,0.7,2.1,2.5,1.9,5.8,3.4,0,7.1,5.6,0,4.8,0,2.9,10,2454,384,15.6,680,27.7,47,2.1,1432,58.4,142,5.8,202,8.2,175,7.1,172,7,171,7,175,7.1,175,7.1,176,7.2,220,9,158,6.4,133,5.4,131,5.3,4,0.2,98,4,187,7.6,233,9.5,560,22.8,4,0.2,401,16.3,8,0.3,286,11.7,532,21.7,1202,49,35,27.1,68,52.7
'210902,2003,7,25.9,20,74.1,27,100,0,0,0,0,2,7.4,0,0,0,0,0,0,11.4,0,4.8,0,2.3,0,8.3,2.6,5.9,0,0,0,0,0,0,0,0,0,661,25,3.8,39,5.9,4,0.6,330,49.9,49,7.4,41,6.2,52,7.9,52,7.9,47,7.1,40,6.1,68,10.3,55,8.3,52,7.9,45,6.8,45,6.8,32,4.8,1,0.2,59,8.9,47,7.1,35,5.3,33,5,1,0.2,25,3.8,0,0,95,14.4,259,39.2,588,89,5,18.5,25,92.6
'210903,2003,17,47.2,19,52.8,36,100,0.8,7,0.9,3,8,22.2,1,2.8,0,0,1,2.8,0,3,2.6,0,6,0,0,3.1,0,0,0,7.1,10,0,0,0,16.7,0,696,21,3,207,29.7,11,1.6,387,55.6,49,7,42,6,38,5.5,54,7.8,48,6.9,58,8.3,59,8.5,57,8.2,66,9.5,52,7.5,47,6.8,43,6.2,0,0,48,6.9,47,6.8,36,5.2,38,5.5,1,0.1,21,3,0,0,90,12.9,161,23.1,450,64.7,5,13.9,26,72.2
'210904,2003,6,33.3,12,66.7,18,100,0,1,0.2,0,4,22.2,3,16.7,0,0,0,0,10,13.6,12.9,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,401,42,10.5,160,39.9,4,1,308,76.8,26,6.5,23,5.7,29,7.2,35,8.7,37,9.2,31,7.7,33,8.2,27,6.7,36,9,23,5.7,35,8.7,22,5.5,0,0,25,6.2,24,6,20,5,71,17.7,1,0.2,42,10.5,0,0,64,16,123,30.7,169,42.1,0,0,11,61.1
'210905,2003,19,40.4,28,59.6,47,100,0.3,3,0.4,1,18,38.3,2,4.3,0,0,1,2.1,11.4,2.6,5.7,2.1,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,582,12,2.1,175,30.1,3,0.5,338,58.1,36,6.2,37,6.4,38,6.5,33,5.7,51,8.8,44,7.6,42,7.2,51,8.8,58,10,44,7.6,48,8.2,45,7.7,0,0,38,6.5,40,6.9,15,2.6,33,5.7,4,0.7,12,2.1,2,0.3,95,16.3,165,28.4,368,63.2,9,19.1,26,55.3
'210906,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,14.3,25,0,16.7,.,0,0,0,0,0,0,0,.,60,9,15,0,0,1,1.7,35,58.3,5,8.3,4,6.7,7,11.7,4,6.7,2,3.3,7,11.7,11,18.3,5,8.3,0,0,0,0,0,0,0,0,0,0,1,1.7,8,13.3,7,11.7,12,20,0,0,9,15,0,0,14,23.3,0,0,48,80,0,.,0,.
'211901,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,6.3,12.9,0,0,0,0,0,0,3.3,.,0,0,0,0,0,0,.,.,277,77,27.8,1,0.4,0,0,153,55.2,33,11.9,37,13.4,31,11.2,26,9.4,14,5.1,15,5.4,12,4.3,14,5.1,14,5.1,3,1.1,13,4.7,11,4,0,0,96,34.7,28,10.1,26,9.4,94,33.9,1,0.4,79,28.5,0,0,23,8.3,0,0,181,65.3,0,.,0,.
'211902,2003,14,36.8,24,63.2,38,100,0,0,0,0,0,0,9,23.7,0,0,0,0,2.3,0,0,0,2.3,2,0,0,2,0,0,0,0,0,0,0,0,.,622,94,15.1,2,0.3,0,0,368,59.2,49,7.9,50,8,36,5.8,45,7.2,39,6.3,48,7.7,57,9.2,47,7.6,59,9.5,43,6.9,41,6.6,28,4.5,0,0,44,7.1,46,7.4,34,5.5,291,46.8,0,0,95,15.3,0,0,57,9.2,170,27.3,329,52.9,2,5.3,29,76.3
'212801,2003,0,.,0,.,0,.,5.3,36,14,4,0,.,0,.,0,.,0,.,0,0,6.7,0,3.7,13,5.3,8.3,4.8,0,0,8.3,11.1,5.6,7.7,0,0,0,186,0,0,31,16.7,1,0.3,15,8.1,29,15.6,25,13.4,32,17.2,31,16.7,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23.1,0,0,22,11.8,3,1.6,0,0,2,1.1,37,19.9,0,0,128,68.8,0,.,0,.
'212802,2003,1,4.3,22,95.7,23,100,0,0,0,0,8,34.8,2,8.7,0,0,0,0,.,.,.,.,.,33.3,50,50,.,.,.,.,.,.,.,.,100,.,226,9,4,51,22.6,0,0,183,81,0,0,0,0,0,0,0,0,0,0,9,4,11,4.9,20,8.8,68,30.1,59,26.1,44,19.5,15,6.6,0,0,0,0,0,0,0,0,56,24.8,1,0.4,9,4,2,0.9,17,7.5,0,0,116,51.3,0,0,13,56.5
'212803,2003,0,0,1,100,1,100,0,1,0.6,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,16.7,0,.,.,.,0,0,0,0,0,0,.,81,0,0,26,32.1,0,0,81,100,0,0,1,1.2,1,1.2,6,7.4,6,7.4,8,9.9,9,11.1,10,12.3,25,30.9,12,14.8,3,3.7,0,0,0,0,0,0,0,0,0,0,5,6.2,0,0,0,0,0,0,43,53.1,0,0,50,61.7,0,0,1,100
'212901,2003,7,14.3,42,85.7,49,100,1.3,10,0.9,6,20,40.8,1,2,1,2,0,0,10.2,1.8,9.7,1.9,0,1.9,0,0,7.5,0,0,0,0,0,0,11.1,0,30,950,11,1.2,250,26.3,1,0.1,511,53.8,61,6.4,61,6.4,74,7.8,70,7.4,59,6.2,71,7.5,70,7.4,74,7.8,93,9.8,71,7.5,89,9.4,53,5.6,0,0,78,8.2,65,6.8,39,4.1,33,3.5,0,0,14,1.5,6,0.6,105,11.1,198,20.8,661,69.6,7,14.3,27,55.1
'212902,2003,44,54.3,37,45.7,81,100,0.1,0,0,1,6,7.4,6,7.4,0,0,0,0,8,12.1,1,0,1.2,6.4,0,2.2,11.5,0,0,0,0,0,0,5.3,0,20,1498,22,1.5,90,6,27,1.9,508,33.9,107,7.1,107,7.1,113,7.5,111,7.4,115,7.7,105,7,120,8,122,8.1,125,8.3,118,7.9,107,7.1,89,5.9,0,0,69,4.6,118,7.9,41,2.7,60,4,8,0.5,23,1.5,3,0.2,176,11.7,292,19.5,1337,89.3,11,13.6,69,85.2
'212903,2003,86,50,86,50,172,100,0,1,0,0,12,7,2,1.2,4,2.3,2,1.2,10.4,2.5,1.2,1,0,0.4,1.6,1,1.5,13.3,0,8.6,0,2.4,0,0,0,0,3041,73,2.4,243,8,49,1.7,935,30.7,240,7.9,214,7,243,8,202,6.6,232,7.6,245,8.1,279,9.2,217,7.1,265,8.7,242,8,201,6.6,188,6.2,7,0.2,145,4.8,178,5.9,88,2.9,196,6.4,24,0.8,82,2.7,34,1.1,355,11.7,680,22.4,2544,83.7,15,8.7,152,88.4
'212904,2003,23,42.6,31,57.4,54,100,0,4,0.4,0,12,22.2,0,0,0,0,0,0,3.2,2,13.6,3,0,0,2.9,0,5.7,0,10,16.7,14.3,0,0,0,0,0,981,14,1.4,169,17.2,24,2.5,503,51.3,62,6.3,74,7.5,65,6.6,60,6.1,79,8.1,72,7.3,79,8.1,79,8.1,83,8.5,77,7.8,63,6.4,66,6.7,0,0,59,6,65,6.6,57,5.8,70,7.1,4,0.4,14,1.4,4,0.4,80,8.2,157,16,734,74.8,12,22.2,42,77.8
'212905,2003,406,45.1,495,54.9,901,100,0.4,148,0.8,31,316,35.1,149,16.5,1,0.1,8,0.9,4.8,3.7,3.2,1,0.3,0.7,1.1,0.7,3.6,4.9,3.8,0.5,0.5,0,0.4,0.5,2.1,12.7,17031,2527,14.8,6039,35.5,357,2.2,9436,55.4,1375,8.1,1430,8.4,1351,7.9,1294,7.6,1293,7.6,1297,7.6,1183,6.9,1235,7.3,1571,9.2,1170,6.9,1008,5.9,930,5.5,72,0.4,1182,6.9,1345,7.9,477,2.8,5059,29.7,48,0.3,2762,16.2,171,1,2145,12.6,4420,26,5714,33.6,81,9,427,47.4
'212906,2003,171,64.8,93,35.2,264,100,0,2,0,0,25,9.5,11,4.2,1,0.4,5,1.9,1.3,0.4,0,1.7,1.5,1.8,1.6,2.1,3.2,6,0,8.7,21.1,0,0,3.6,15.4,8,4043,70,1.7,362,9,98,2.5,1031,25.5,309,7.6,303,7.5,290,7.2,287,7.1,335,8.3,291,7.2,349,8.6,350,8.7,343,8.5,295,7.3,261,6.5,239,5.9,10,0.2,192,4.7,261,6.5,120,3,186,4.6,8,0.2,70,1.7,63,1.6,333,8.2,777,19.2,3424,84.7,9,3.4,222,84.1
'212909,2003,121,59.9,81,40.1,202,100,0,0,0,0,43,21.3,27,13.4,0,0,1,0.5,5.9,2.8,1.1,4.6,0,2.8,0.6,0.5,1.7,0,7.1,4.3,0,7.1,0,0,0,7.7,3012,240,8,811,26.9,41,1.4,1591,52.8,233,7.7,217,7.2,213,7.1,221,7.3,213,7.1,232,7.7,243,8.1,206,6.8,248,8.2,232,7.7,218,7.2,179,5.9,11,0.4,217,7.2,202,6.7,144,4.8,647,21.5,5,0.2,258,8.6,11,0.4,262,8.7,788,26.2,1538,51.1,11,5.4,131,64.9
'212910,2003,24,40,36,60,60,100,0.5,5,0.4,3,12,20,4,6.7,1,1.7,0,0,14.1,5.2,1.6,1.7,8.1,0,0,0,1.5,22.2,0,14.3,0,0,0,0,0,20,1015,24,2.4,227,22.4,13,1.3,445,43.8,84,8.3,73,7.2,69,6.8,70,6.9,72,7.1,80,7.9,79,7.8,86,8.5,89,8.8,74,7.3,68,6.7,76,7.5,0,0,64,6.3,58,5.7,37,3.6,77,7.6,4,0.4,32,3.2,2,0.2,124,12.2,258,25.4,705,69.5,11,18.3,43,71.7
'213801,2003,0,0,32,100,32,100,0,0,0,0,1,3.1,2,6.3,1,3.1,0,0,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,0,.,114,0,0,0,0,0,0,60,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.5,27,23.7,30,26.3,34,29.8,19,16.7,0,0,0,0,0,0,0,0,14,12.3,0,0,0,0,0,0,26,22.8,107,93.9,100,87.7,0,0,28,87.5
'213901,2003,75,72.8,28,27.2,103,100,0,0,0,0,1,1,19,18.4,0,0,0,0,3.5,1,0,0,0,0.8,0,0,2.9,7.7,0,0,0,0,0,0,0,5.6,1674,145,8.7,4,0.2,3,0.2,669,40,121,7.2,132,7.9,127,7.6,132,7.9,108,6.5,122,7.3,133,7.9,119,7.1,145,8.7,117,7,108,6.5,121,7.2,8,0.5,122,7.3,116,6.9,65,3.9,354,21.1,20,1.2,151,9,7,0.4,207,12.4,258,15.4,1289,77,9,8.7,83,80.6
'214901,2003,301,71.7,119,28.3,420,100,0.4,69,0.7,15,2,0.5,416,99,0,0,0,0,2.7,4,0.8,0.3,0.5,0.4,1.2,1.5,1.7,4.2,2.4,0,1,0,0,0,0,5.8,9096,4186,46,2,0,211,2.5,7724,84.9,737,8.1,779,8.6,735,8.1,705,7.8,722,7.9,690,7.6,676,7.4,633,7,754,8.3,605,6.7,419,4.6,467,5.1,3,0,882,9.7,709,7.8,462,5.1,9062,99.6,0,0,4570,50.2,17,0.2,1214,13.3,2165,23.8,15,0.2,62,14.8,2,0.5
'214902,2003,10,52.6,9,47.4,19,100,1.5,0,0,2,0,0,19,100,0,0,0,0,0,0,0,0,0,8.3,5.9,0,6.3,0,0,0,0,0,0,20,0,0,264,50,18.9,0,0,4,1.5,207,78.4,18,6.8,21,8,21,8,20,7.6,16,6.1,24,9.1,19,7.2,19,7.2,18,6.8,22,8.3,19,7.2,23,8.7,0,0,40,15.2,16,6.1,8,3,250,94.7,0,0,52,19.7,0,0,40,15.2,53,20.1,14,5.3,4,21.1,0,0
'214903,2003,266,91.4,25,8.6,291,100,0,34,0.5,0,0,0,289,99.3,0,0,0,0,3.1,2.6,0.5,0,0.2,0.7,2.3,1.9,1.4,7.1,9.1,0,0,0,0,0,2.4,10.7,6167,3028,49.1,0,0,25,0.4,5535,89.8,474,7.7,454,7.4,482,7.8,480,7.8,447,7.2,505,8.2,463,7.5,430,7,508,8.2,426,6.9,304,4.9,349,5.7,179,2.9,459,7.4,456,7.4,210,3.4,6151,99.7,0,0,3076,49.9,0,0,518,8.4,1895,30.7,16,0.3,11,3.8,2,0.7
