DISTRICT,YEAR,DA0GH06N,DA0GH06P,DA0GM06N,DA0GM06P,DA0GR06N,DA0GR06P,DAPID07N,DAPID07R,DAUND06C,DAUND06R,DB0GR06N,DB0GR06P,DH0GR06N,DH0GR06P,DI0GR06N,DI0GR06P,DP0GR06N,DP0GR06P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR06N,DS0GR06P,DW0GR06N,DW0GR06P
'226903,2007,558,63.3,323,36.7,881,100,0,0,14,0.2,47,5.3,359,40.7,1,0.1,10,1.1,5.8,2.4,1.6,0.8,1,1.7,3.8,4.3,5.5,13,1.4,1.9,0.7,0.6,1.8,6.8,6.5,17.7,14333,746,5.2,819,5.7,257,1.6,7779,54.3,1201,8.4,1108,7.7,1114,7.8,1025,7.2,989,6.9,943,6.6,1038,7.2,1097,7.7,1219,8.5,1123,7.8,1032,7.2,969,6.8,91,0.6,634,4.4,1148,8,236,1.6,7205,50.3,34,0.2,767,5.4,173,1.2,6207,43.3,1817,12.7,3032,21.2,6102,42.6,86,9.8,464,52.7
'226905,2007,13,48.1,14,51.9,27,100,0,0,0,0,1,3.7,8,29.6,0,0,0,0,20,7.1,5.6,0,0,0,4.5,9.1,21.1,25,0,0,0,0,0,0,0,100,349,1,0.3,16,4.6,1,0.3,147,42.1,23,6.6,28,8,24,6.9,24,6.9,26,7.4,32,9.2,27,7.7,27,7.7,29,8.3,26,7.4,22,6.3,39,11.2,0,0,8,2.3,22,6.3,0,0,46,13.2,3,0.9,1,0.3,2,0.6,108,30.9,80,22.9,72,20.6,282,80.8,11,40.7,18,66.7
'226906,2007,60,84.5,11,15.5,71,100,0,0,0,0,0,0,11,15.5,0,0,0,0,1.6,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,11.1,954,23,2.4,3,0.3,4,0.4,193,20.2,57,6,71,7.4,65,6.8,70,7.3,79,8.3,59,6.2,81,8.5,86,9,76,8,84,8.8,80,8.4,85,8.9,5,0.5,102,10.7,56,5.9,0,0,158,16.6,1,0.1,23,2.4,4,0.4,298,31.2,98,10.3,347,36.4,788,82.6,3,4.2,60,84.5
'226907,2007,50,61.7,31,38.3,81,100,0,0,1,0.2,0,0,27,33.3,0,0,1,1.2,5.1,5.3,4.6,8.5,4.4,0,0,1.2,7.9,11.1,0,0,0,0,9.5,0,0,21.4,1147,41,3.6,14,1.2,27,1.9,679,59.2,85,7.4,82,7.1,86,7.5,72,6.3,84,7.3,89,7.8,75,6.5,94,8.2,96,8.4,85,7.4,99,8.6,89,7.8,16,1.4,78,6.8,78,6.8,17,1.5,358,31.2,3,0.3,44,3.8,1,0.1,544,47.4,193,16.8,202,17.6,771,67.2,13,16,53,65.4
'226908,2007,9,60,6,40,15,100,0,0,1,0.7,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,20,0,0,0,0,0,0,280,24,8.6,3,1.1,11,3.3,162,57.9,19,6.8,21,7.5,13,4.6,22,7.9,16,5.7,21,7.5,20,7.1,27,9.6,18,6.4,22,7.9,23,8.2,16,5.7,4,1.4,12,4.3,24,8.6,14,5,111,39.6,2,0.7,25,8.9,1,0.4,108,38.6,40,14.3,52,18.6,163,58.2,2,13.3,9,60
'227801,2007,18,19.8,73,80.2,91,100,11,0.9,23,2.3,12,13.2,42,46.2,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422,12,2.8,56,13.3,0,0,280,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,32.5,122,28.9,96,22.7,67,15.9,0,0,0,0,0,0,0,0,253,60,3,0.7,21,5,1,0.2,409,96.9,63,14.9,188,44.5,109,25.8,5,5.5,37,40.7
'227803,2007,0,.,0,.,0,.,1,0.6,1,2.7,0,.,0,.,0,.,0,.,5.9,0,0,7.1,11.1,0,0,0,0,.,0,0,0,0,0,0,0,.,156,1,0.6,9,5.8,0,0,59,37.8,22,14.1,18,11.5,20,12.8,21,13.5,13,8.3,11,7.1,14,9,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,27,17.3,0,0,61,39.1,3,1.9,1,0.6,4,2.6,76,48.7,19,12.2,0,0,79,50.6,0,.,0,.
'227804,2007,18,94.7,1,5.3,19,100,0,0,0,0,3,15.8,2,10.5,0,0,0,0,5.1,0,3.1,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,468,25,5.3,51,10.9,0,0,137,29.3,41,8.8,40,8.5,39,8.3,40,8.5,40,8.5,36,7.7,35,7.5,32,6.8,31,6.6,28,6,21,4.5,13,2.8,0,0,11,2.4,40,8.5,32,6.8,112,23.9,2,0.4,25,5.3,9,1.9,137,29.3,39,8.3,5,1.1,294,62.8,4,21.1,14,73.7
'227805,2007,0,.,0,.,0,.,0,0,3,3.1,0,.,0,.,0,.,0,.,.,.,.,.,15.4,0,0,5.6,.,.,.,.,.,0,0,0,0,.,122,0,0,112,91.8,0,0,85,69.7,0,0,0,0,0,0,0,0,24,19.7,31,25.4,26,21.3,27,22.1,14,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.7,0,0,0,0,0,0,49,40.2,17,13.9,0,0,3,2.5,0,.,0,.
'227806,2007,3,15.8,16,84.2,19,100,6,0.3,128,6.4,4,21.1,3,15.8,0,0,1,5.3,50,20,12.5,28.6,0,8.7,0,4.2,25,0,0,0,0,5.3,1.9,5.2,0.9,0,971,0,0,243,25,0,0,400,41.2,16,1.6,24,2.5,25,2.6,35,3.6,43,4.4,79,8.1,84,8.7,125,12.9,257,26.5,147,15.1,102,10.5,26,2.7,0,0,0,0,8,0.8,0,0,185,19.1,50,5.1,1,0.1,10,1,957,98.6,583,60,0,0,483,49.7,10,52.6,11,57.9
'227811,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,.,.,.,0,0,0,100,0,0,.,.,.,.,137,1,0.7,117,85.4,0,0,110,80.3,31,22.6,22,16.1,18,13.1,21,15.3,6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28.5,0,0,20,14.6,0,0,1,0.7,0,0,112,81.8,6,4.4,0,0,0,0,0,.,0,.
'227812,2007,5,83.3,1,16.7,6,100,2,2.4,7,11.1,6,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,0,20,.,51,0,0,37,72.5,0,0,41,80.4,3,5.9,0,0,2,3.9,3,5.9,1,2,4,7.8,4,7.8,7,13.7,7,13.7,7,13.7,7,13.7,3,5.9,0,0,0,0,1,2,2,3.9,5,9.8,0,0,0,0,0,0,17,33.3,23,45.1,23,45.1,9,17.6,1,16.7,0,0
'227814,2007,7,87.5,1,12.5,8,100,1,0.3,7,4.3,0,0,1,12.5,0,0,0,0,0,0,0,0,0,7.7,0,0,.,.,.,0,0,.,.,0,0,.,301,0,0,25,8.3,0,0,0,0,15,5,25,8.3,18,6,28,9.3,29,9.6,29,9.6,30,10,30,10,28,9.3,23,7.6,27,9,19,6.3,0,0,4,1.3,0,0,0,0,48,15.9,0,0,0,0,9,3,22,7.3,7,2.3,0,0,219,72.8,0,0,7,87.5
'227816,2007,0,.,0,.,0,.,0,0,1,0.5,0,.,0,.,0,.,0,.,.,.,.,.,.,2.9,10.3,4.9,.,.,.,.,.,.,0,0,0,.,264,20,7.6,27,10.2,0,0,132,50,0,0,0,0,0,0,0,0,0,0,73,27.7,71,26.9,55,20.8,29,11,14,5.3,10,3.8,12,4.5,0,0,92,34.8,0,0,0,0,162,61.4,0,0,20,7.6,17,6.4,30,11.4,11,4.2,43,16.3,58,22,0,.,0,.
'227817,2007,0,.,0,.,0,.,1,0.5,1,5,0,.,0,.,0,.,0,.,4.8,0,0,7.1,0,0,0,.,0,0,0,0,0,0,0,.,.,0,188,7,3.7,109,58,0,0,123,65.4,34,18.1,30,16,27,14.4,18,9.6,17,9,17,9,14,7.4,0,0,0,0,0,0,0,0,0,0,0,0,14,7.4,31,16.5,0,0,49,26.1,2,1.1,7,3.7,4,2.1,76,40.4,27,14.4,0,0,24,12.8,0,.,0,.
'227818,2007,10,30.3,23,69.7,33,100,0,0,1,0.1,11,33.3,19,57.6,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,271,77,28.4,89,32.8,0,0,231,85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,28.8,85,31.4,67,24.7,41,15.1,0,0,0,0,0,0,0,0,170,62.7,0,0,82,30.3,0,0,257,94.8,55,20.3,77,28.4,12,4.4,5,15.2,3,9.1
'227819,2007,0,.,0,.,0,.,2,0.9,0,.,0,.,0,.,0,.,0,.,2.7,0,2.9,.,.,.,.,.,0,0,0,0,.,.,.,.,.,0,216,20,9.3,33,15.3,0,0,143,66.2,40,18.5,40,18.5,37,17.1,40,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.6,39,18.1,20,9.3,170,78.7,0,0,20,9.3,2,0.9,86,39.8,17,7.9,0,0,11,5.1,0,.,0,.
'227820,2007,0,.,0,.,0,.,0,0,15,14.3,0,.,0,.,0,.,0,.,.,.,.,0,14.1,3,3.8,5,.,.,.,.,.,0,18.2,50,.,.,313,50,16,40,12.8,0,0,155,49.5,0,0,0,0,0,0,0,0,96,30.7,93,29.7,78,24.9,46,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,85.9,0,0,65,20.8,0,0,70,22.4,18,5.8,0,0,4,1.3,0,.,0,.
'227821,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,5.4,3.3,0,0,.,.,.,.,7.1,.,0,0,.,.,.,.,.,14.3,213,2,0.9,22,10.3,0,0,0,0,37,17.4,43,20.2,42,19.7,34,16,10,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,22.1,0,0,38,17.8,2,0.9,2,0.9,3,1.4,63,29.6,13,6.1,0,0,148,69.5,0,.,0,.
'227822,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,246,5,2,45,18.3,0,.,88,35.8,43,17.5,45,18.3,38,15.4,42,17.1,38,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,31.3,40,16.3,0,0,82,33.3,1,0.4,5,2,43,17.5,5,2,4,1.6,0,0,75,30.5,0,.,0,.
'227901,2007,3040,78.7,822,21.3,3862,100,69,0.1,100,0.3,471,12.2,1527,39.5,14,0.4,127,3.3,3.6,2.1,1.8,1,1.3,0.7,1.5,1.4,1.5,5.4,3,1.7,0.6,0.8,1.6,2,2,10.8,81917,19950,24.4,10421,12.7,1672,1.9,49980,61,7485,9.1,6882,8.4,6561,8,6120,7.5,5875,7.2,5512,6.7,5369,6.6,5437,6.6,6502,7.9,5162,6.3,4561,5.6,4166,5.1,354,0.4,5273,6.4,7312,8.9,4619,5.6,46740,57.1,191,0.2,20771,25.4,2575,3.1,43659,53.3,9042,11,14402,17.6,21990,26.8,396,10.3,1723,44.6
'227904,2007,755,78.3,209,21.7,964,100,75,0.3,78,0.9,195,20.2,243,25.2,4,0.4,95,9.9,4.6,2.7,1.3,1.2,1.6,1.1,0.9,0.7,3.1,5.3,3.7,2.9,1.2,2.2,1.8,0.6,1.3,14.4,19734,2590,13.1,4486,22.7,367,1.8,8199,41.5,1478,7.5,1551,7.9,1472,7.5,1486,7.5,1487,7.5,1511,7.7,1461,7.4,1500,7.6,1722,8.7,1491,7.6,1386,7,1086,5.5,83,0.4,1377,7,1580,8,440,2.2,6814,34.5,51,0.3,2692,13.6,1714,8.7,8858,44.9,1910,9.7,2932,14.9,6669,33.8,134,13.9,427,44.3
'227907,2007,108,76.1,34,23.9,142,100,32,0.6,101,5.3,33,23.2,56,39.4,0,0,3,2.1,8.4,5.3,3.7,2.5,5.6,1.3,3.6,5,2.9,10,8.6,5.4,1.8,4.5,0,2.2,1.5,6.3,5096,1139,22.4,1370,26.9,63,1.2,3543,69.5,484,9.5,394,7.7,410,8,395,7.8,387,7.6,354,6.9,313,6.1,348,6.8,406,8,281,5.5,216,4.2,174,3.4,3,0.1,92,1.8,427,8.4,504,9.9,2847,55.9,5,0.1,1244,24.4,81,1.6,2852,56,597,11.7,906,17.8,793,15.6,11,7.7,50,35.2
'227909,2007,443,79.8,112,20.2,555,100,9,0.1,16,0.4,2,0.4,31,5.6,4,0.7,37,6.7,0.7,0,0,0,0,0,0,0.2,1.5,0,1.7,0,1.1,0,0,0,1.6,4.2,7216,89,1.2,64,0.9,56,0.8,198,2.7,501,6.9,526,7.3,542,7.5,516,7.2,585,8.1,507,7,582,8.1,612,8.5,608,8.4,569,7.9,653,9,556,7.7,19,0.3,891,12.3,440,6.1,0,0,456,6.3,25,0.3,135,1.9,626,8.7,787,10.9,663,9.2,982,13.6,6045,83.8,38,6.8,481,86.7
'227910,2007,275,86.2,44,13.8,319,100,46,0.5,52,1.4,69,21.6,192,60.2,0,0,3,0.9,5.7,2.6,5.7,1.3,3.6,1,3.3,2.6,1.3,7.1,2.6,3.4,0,2.6,0,3.5,4.5,10.3,8484,2066,24.4,1177,13.9,447,4.7,6559,77.3,737,8.7,724,8.5,713,8.4,662,7.8,649,7.6,592,7,658,7.8,627,7.4,802,9.5,567,6.7,417,4.9,235,2.8,19,0.2,415,4.9,706,8.3,376,4.4,6335,74.7,22,0.3,2149,25.3,89,1,4929,58.1,1007,11.9,1568,18.5,861,10.1,26,8.2,55,17.2
'227912,2007,62,84.9,11,15.1,73,100,10,0.8,8,1.4,1,1.4,12,16.4,1,1.4,0,0,0,1.1,0,0,0,1.4,1.2,1.4,0,0,0,0,0,0,0,0,7.1,11.1,1214,65,5.4,11,0.9,18,1.4,245,20.2,77,6.3,86,7.1,107,8.8,92,7.6,89,7.3,104,8.6,83,6.8,96,7.9,92,7.6,103,8.5,94,7.7,79,6.5,17,1.4,73,6,75,6.2,20,1.6,194,16,17,1.4,68,5.6,20,1.6,258,21.3,123,10.1,196,16.1,972,80.1,4,5.5,59,80.8
'227913,2007,302,95,16,5,318,100,3,0,35,1.4,4,1.3,26,8.2,2,0.6,7,2.2,1.1,0.3,1.6,0.3,0.3,0.3,0.5,0.3,1.7,7.1,0,0,0,0,0,0,0,9.7,5563,181,3.3,81,1.5,117,2.1,657,11.8,429,7.7,438,7.9,417,7.5,453,8.1,436,7.8,427,7.7,450,8.1,436,7.8,472,8.5,441,7.9,406,7.3,351,6.3,9,0.2,608,10.9,398,7.2,0,0,802,14.4,25,0.4,259,4.7,160,2.9,1165,20.9,479,8.6,1022,18.4,4495,80.8,25,7.9,279,87.7
'228901,2007,27,69.2,12,30.8,39,100,0,0,0,0,6,15.4,2,5.1,0,0,0,0,9.6,4,2.4,2.4,4.7,0,3.2,2,3.1,16.7,0,10,0,0,0,0,0,0,694,9,1.3,93,13.4,12,1.5,367,52.9,46,6.6,58,8.4,62,8.9,54,7.8,52,7.5,46,6.6,63,9.1,73,10.5,57,8.2,49,7.1,39,5.6,40,5.8,0,0,26,3.7,55,7.9,0,0,41,5.9,3,0.4,9,1.3,0,0,177,25.5,78,11.2,199,28.7,557,80.3,9,23.1,31,79.5
'228903,2007,34,72.3,13,27.7,47,100,0,0,0,0,14,29.8,2,4.3,0,0,0,0,11.5,7.1,13.4,1.3,6.8,0,0,0,10.3,7.7,0,11.1,0,0,0,0,0,12.5,1174,88,7.5,245,20.9,35,2.5,907,77.3,105,8.9,88,7.5,97,8.3,90,7.7,92,7.8,87,7.4,79,6.7,70,6,89,7.6,86,7.3,59,5,59,5,0,0,74,6.3,111,9.5,62,5.3,164,14,1,0.1,91,7.8,3,0.3,631,53.7,145,12.4,216,18.4,761,64.8,3,6.4,31,66
'228904,2007,9,64.3,5,35.7,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,33.3,0,0,160,0,0,0,0,4,2.1,100,62.5,12,7.5,14,8.8,12,7.5,12,7.5,11,6.9,8,5,6,3.8,10,6.3,10,6.3,11,6.9,13,8.1,13,8.1,0,0,8,5,17,10.6,11,6.9,3,1.9,1,0.6,0,0,0,0,66,41.3,18,11.3,41,25.6,156,97.5,3,21.4,14,100
'228905,2007,10,83.3,2,16.7,12,100,0,0,0,0,1,8.3,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,50,0,0,0,0,0,0,0,.,183,0,0,31,16.9,0,0,104,56.8,9,4.9,12,6.6,9,4.9,14,7.7,16,8.7,13,7.1,13,7.1,18,9.8,18,9.8,17,9.3,21,11.5,7,3.8,0,0,25,13.7,8,4.4,8,4.4,7,3.8,0,0,0,0,0,0,66,36.1,37,20.2,59,32.2,145,79.2,2,16.7,11,91.7
'229901,2007,25,67.6,12,32.4,37,100,0,0,1,0.3,0,0,0,0,0,0,0,0,2.9,0,3.4,0,0,0,0,2.4,6.1,16.7,0,0,0,0,0,0,0,0,556,0,0,6,1.1,7,1.1,290,52.2,37,6.7,40,7.2,36,6.5,37,6.7,46,8.3,40,7.2,49,8.8,48,8.6,44,7.9,55,9.9,44,7.9,46,8.3,0,0,26,4.7,34,6.1,0,0,10,1.8,0,0,0,0,3,0.5,237,42.6,71,12.8,189,34,537,96.6,8,21.6,37,100
'229903,2007,56,65.1,30,34.9,86,100,1,0.1,7,1,32,37.2,2,2.3,3,3.5,0,0,1.3,1.3,0,1.3,1.1,2.4,1.3,0,0,9.1,0,0,0,0,0,0,0,0,1383,21,1.5,404,29.2,29,1.8,838,60.6,109,7.9,100,7.2,106,7.7,101,7.3,91,6.6,129,9.3,95,6.9,102,7.4,116,8.4,111,8,92,6.7,66,4.8,11,0.8,65,4.7,100,7.2,54,3.9,65,4.7,33,2.4,21,1.5,7,0.5,667,48.2,262,18.9,250,18.1,874,63.2,23,26.7,49,57
'229904,2007,40,67.8,19,32.2,59,100,1,0.1,2,0.4,1,1.7,0,0,0,0,0,0,10.2,12.5,4.8,0,1.4,1.4,0,1.3,6.5,16.7,16.7,0,0,0,0,0,0,31.3,1154,0,0,25,2.2,10,0.7,573,49.7,90,7.8,101,8.8,70,6.1,82,7.1,71,6.2,86,7.5,78,6.8,85,7.4,113,9.8,89,7.7,71,6.2,71,6.2,0,0,49,4.2,96,8.3,51,4.4,30,2.6,1,0.1,0,0,1,0.1,279,24.2,135,11.7,287,24.9,1097,95.1,8,13.6,58,98.3
'229905,2007,25,83.3,5,16.7,30,100,0,0,1,0.5,1,3.3,0,0,0,0,0,0,5.6,3.8,0,3.7,8.3,0,4.8,0,12.5,14.3,0,0,0,0,0,0,0,0,424,0,0,6,1.4,8,1.5,215,50.7,34,8,27,6.4,28,6.6,42,9.9,34,8,27,6.4,28,6.6,21,5,37,8.7,34,8,23,5.4,29,6.8,0,0,9,2.1,37,8.7,23,5.4,2,0.5,5,1.2,0,0,0,0,136,32.1,66,15.6,135,31.8,411,96.9,5,16.7,29,96.7
'229906,2007,17,100,0,0,17,100,0,0,0,0,1,5.9,2,11.8,0,0,0,0,7.7,8.3,0,0,0,0,0,0,0,50,.,50,0,0,0,0,0,0,193,0,0,22,11.4,3,1.5,92,47.7,25,13,13,6.7,12,6.2,6,3.1,16,8.3,20,10.4,9,4.7,11,5.7,19,9.8,15,7.8,18,9.3,15,7.8,0,0,2,1,14,7.3,0,0,8,4.1,0,0,0,0,0,0,72,37.3,37,19.2,72,37.3,163,84.5,4,23.5,14,82.4
'230901,2007,23,50,23,50,46,100,3,0.4,13,3.6,10,21.7,3,6.5,0,0,0,0,4.3,2.3,0,4.1,0,5.7,0,0,19.2,0,0,0,0,0,0,8.3,50,0,757,19,2.5,126,16.6,21,2.7,401,53,51,6.7,54,7.1,51,6.7,56,7.4,62,8.2,60,7.9,62,8.2,54,7.1,49,6.5,63,8.3,41,5.4,41,5.4,4,0.5,37,4.9,66,8.7,43,5.7,45,5.9,2,0.3,18,2.4,1,0.1,290,38.3,100,13.2,131,17.3,583,77,13,28.3,33,71.7
'230902,2007,89,73,33,27,122,100,3,0.1,6,0.5,14,11.5,5,4.1,0,0,0,0,2.5,0,3.8,0.8,0.7,2.9,4.5,0.6,2.6,4.2,6.7,0,0,0,4.5,0,0,6.3,2367,92,3.9,449,19,55,2.1,1314,55.5,171,7.2,188,7.9,182,7.7,153,6.5,159,6.7,165,7,159,6.7,181,7.6,210,8.9,184,7.8,183,7.7,133,5.6,1,0,102,4.3,173,7.3,125,5.3,185,7.8,21,0.9,103,4.4,20,0.8,1084,45.8,274,11.6,485,20.5,1692,71.5,26,21.3,103,84.4
'230903,2007,0,.,0,.,0,.,7,0.8,55,12.5,0,.,0,.,0,.,0,.,4.5,5.8,6.6,9.8,0,4.5,3.2,7.3,3.5,0,0,0,0,8.3,9.1,4.3,0,0,847,23,2.7,114,13.5,6,0.6,432,51,71,8.4,74,8.7,63,7.4,68,8,49,5.8,59,7,62,7.3,82,9.7,60,7.1,55,6.5,64,7.6,40,4.7,0,0,51,6,56,6.6,44,5.2,79,9.3,2,0.2,25,3,0,0,351,41.4,145,17.1,141,16.6,652,77,0,.,0,.
'230904,2007,21,91.3,2,8.7,23,100,0,0,1,0.6,5,21.7,0,0,0,0,0,0,0,0,5.3,0,0,0,6.3,6.9,0,0,0,0,0,0,0,0,0,0,301,0,0,59,19.6,1,0.3,177,58.8,22,7.3,19,6.3,20,6.6,18,6,17,5.6,20,6.6,24,8,17,5.6,36,12,20,6.6,24,8,30,10,0,0,9,3,21,7,13,4.3,8,2.7,1,0.3,0,0,2,0.7,135,44.9,35,11.6,108,35.9,231,76.7,2,8.7,18,78.3
'230905,2007,42,63.6,24,36.4,66,100,1,0.1,5,0.9,0,0,7,10.6,0,0,0,0,2,0,0,2.7,2.8,0,2.7,0,0,16.7,0,0,0,14.3,10,0,0,10,1008,38,3.8,4,0.4,9,0.8,439,43.6,64,6.3,61,6.1,70,6.9,84,8.3,85,8.4,82,8.1,65,6.4,89,8.8,82,8.1,70,6.9,85,8.4,83,8.2,0,0,59,5.9,71,7,17,1.7,115,11.4,10,1,38,3.8,5,0.5,371,36.8,113,11.2,389,38.6,874,86.7,9,13.6,59,89.4
'230906,2007,54,78.3,15,21.7,69,100,6,0.6,1,0.2,8,11.6,2,2.9,1,1.4,0,0,5.6,3.3,1.7,2,0,0,0,0,3.3,0,0,0,0,0,18.2,0,0,0,898,12,1.3,73,8.1,18,1.8,254,28.3,68,7.6,61,6.8,64,7.1,78,8.7,57,6.3,77,8.6,68,7.6,81,9,87,9.7,68,7.6,69,7.7,65,7.2,0,0,56,6.2,55,6.1,0,0,32,3.6,4,0.4,12,1.3,3,0.3,286,31.8,98,10.9,237,26.4,786,87.5,13,18.8,58,84.1
'230908,2007,35,76.1,11,23.9,46,100,0,0,0,0,0,0,1,2.2,0,0,0,0,7.3,2,2,1.8,0,7.3,1.8,0,10.6,0,0,0,0,0,0,0,0,0,775,1,0.1,11,1.4,6,0.7,254,32.8,51,6.6,46,5.9,53,6.8,58,7.5,61,7.9,57,7.4,54,7,64,8.3,68,8.8,68,8.8,57,7.4,59,7.6,0,0,55,7.1,60,7.7,19,2.5,18,2.3,7,0.9,1,0.1,5,0.6,334,43.1,61,7.9,248,32,734,94.7,5,10.9,45,97.8
'231901,2007,27,75,9,25,36,100,0,0,0,0,1,2.8,19,52.8,1,2.8,0,0,7.1,4.2,0,0,10.7,0,0,0,4.8,60,0,0,16.7,0,0,0,0,14.3,465,26,5.6,4,0.9,0,0,276,59.4,26,5.6,34,7.3,28,6,39,8.4,36,7.7,27,5.8,20,4.3,42,9,39,8.4,39,8.4,44,9.5,51,11,0,0,14,3,20,4.3,20,4.3,288,61.9,2,0.4,27,5.8,0,0,206,44.3,72,15.5,120,25.8,171,36.8,6,16.7,15,41.7
'231902,2007,12,70.6,5,29.4,17,100,0,0,2,1.8,0,0,4,23.5,0,0,0,0,8.3,0,15.4,0,7.7,10,0,0,0,0,0,0,0,0,0,0,0,0,213,10,4.7,3,1.4,1,0.4,124,58.2,18,8.5,12,5.6,14,6.6,16,7.5,11,5.2,15,7,11,5.2,18,8.5,10,4.7,17,8,21,9.9,17,8,0,0,13,6.1,15,7,18,8.5,80,37.6,1,0.5,11,5.2,1,0.5,86,40.4,26,12.2,75,35.2,128,60.1,2,11.8,13,76.5
'232801,2007,8,72.7,3,27.3,11,100,1,0.6,3,3.3,0,0,11,100,0,0,0,0,11.1,0,20,0,14.3,12.5,8.3,18.2,0,100,.,.,0,0,0,0,0,0,138,4,2.9,2,1.4,0,0,111,80.4,6,4.3,11,8,11,8,8,5.8,6,4.3,5,3.6,8,5.8,12,8.7,14,10.1,16,11.6,3,2.2,3,2.2,0,0,0,0,10,7.2,25,18.1,128,92.8,0,0,4,2.9,0,0,16,11.6,9,6.5,0,0,8,5.8,1,9.1,0,0
'232901,2007,11,73.3,4,26.7,15,100,0,0,0,0,0,0,8,53.3,0,0,0,0,0,0,0,0,0,0,8,6.3,6.7,0,.,0,0,100,20,0,0,0,273,9,3.3,2,0.7,3,1,128,46.9,17,6.2,30,11,19,7,25,9.2,20,7.3,23,8.4,25,9.2,26,9.5,18,6.6,22,8.1,8,2.9,9,3.3,0,0,29,10.6,17,6.2,14,5.1,123,45.1,4,1.5,11,4,4,1.5,64,23.4,18,6.6,70,25.6,140,51.3,1,6.7,7,46.7
'232902,2007,29,80.6,7,19.4,36,100,0,0,2,0.7,1,2.8,17,47.2,1,2.8,0,0,0,0,4.3,0,20.8,0,4.9,0,2.4,0,0,0,0,0,0,25,0,25,543,48,8.8,6,1.1,15,2.5,377,69.4,46,8.5,29,5.3,39,7.2,48,8.8,45,8.3,20,3.7,41,7.6,40,7.4,45,8.3,39,7.2,39,7.2,34,6.3,1,0.2,35,6.4,51,9.4,26,4.8,368,67.8,2,0.4,50,9.2,1,0.2,243,44.8,68,12.5,182,33.5,166,30.6,5,13.9,17,47.2
'232903,2007,208,74.8,70,25.2,278,100,5,0.1,17,0.7,4,1.4,213,76.6,0,0,2,0.7,2.3,4.1,1.7,0,2.9,0.4,0.9,0,0.3,9.1,3,0,2.4,0,3.2,3.6,2.1,0,5047,313,6.2,25,0.5,205,3.6,3989,79,409,8.1,441,8.7,358,7.1,346,6.9,328,6.5,329,6.5,336,6.7,383,7.6,459,9.1,363,7.2,309,6.1,322,6.4,6,0.1,221,4.4,360,7.1,298,5.9,4390,87,4,0.1,437,8.7,22,0.4,2609,51.7,523,10.4,1059,21,606,12,35,12.6,59,21.2
