DISTRICT,YEAR,DA0GH06N,DA0GH06P,DA0GM06N,DA0GM06P,DA0GR06N,DA0GR06P,DAPID07N,DAPID07R,DAUND06C,DAUND06R,DB0GR06N,DB0GR06P,DH0GR06N,DH0GR06P,DI0GR06N,DI0GR06P,DP0GR06N,DP0GR06P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR06N,DS0GR06P,DW0GR06N,DW0GR06P
'060902,2007,37,58.7,26,41.3,63,100,1,0.1,0,0,6,9.5,1,1.6,1,1.6,0,0,5.2,2.7,3.9,0,3.6,0,0,3.3,2.1,0,0,0,0,8.3,0,0,0,0,894,8,0.9,151,16.9,8,0.8,494,55.3,59,6.6,67,7.5,49,5.5,63,7,67,7.5,59,6.6,56,6.3,78,8.7,76,8.5,74,8.3,68,7.6,69,7.7,0,0,85,9.5,55,6.2,54,6,45,5,7,0.8,9,1,5,0.6,344,38.5,137,15.3,250,28,686,76.7,8,12.7,55,87.3
'060914,2007,4,50,4,50,8,100,0,0,2,2.4,5,62.5,0,0,0,0,0,0,20,0,0,10,0,0,0,0,33.3,0,0,0,0,0,0,0,0,33.3,177,2,1.1,61,34.5,3,1.3,130,73.4,9,5.1,11,6.2,12,6.8,13,7.3,10,5.6,12,6.8,14,7.9,12,6.8,15,8.5,7,4,13,7.3,11,6.2,0,0,2,1.1,17,9.6,21,11.9,13,7.3,0,0,2,1.1,0,0,92,52,42,23.7,35,19.8,103,58.2,4,50,3,37.5
'061802,2007,9,31,20,69,29,100,0,0,1,0.5,3,10.3,5,17.2,0,0,0,0,0,4.2,8.3,8.3,0,9.1,14.3,15.8,4.8,0,0,0,0,0,0,0,0,0,341,26,7.6,33,9.7,0,0,94,27.6,22,6.5,26,7.6,28,8.2,18,5.3,19,5.6,22,6.5,25,7.3,30,8.8,24,7,40,11.7,32,9.4,20,5.9,0,0,0,0,35,10.3,0,0,76,22.3,1,0.3,27,7.9,3,0.9,98,28.7,50,14.7,0,0,228,66.9,12,41.4,21,72.4
'061901,2007,603,78.5,165,21.5,768,100,10,0,23,0.3,104,13.5,140,18.2,2,0.3,21,2.7,2.1,0.5,2.2,0.6,2.2,0.1,1.3,0.4,2.9,5.5,1,2.6,1,5.3,0.6,1,8.2,11.3,19661,2958,15,2395,12.2,366,1.8,7475,38,1730,8.8,1628,8.3,1566,8,1606,8.2,1550,7.9,1436,7.3,1301,6.6,1409,7.2,1645,8.4,1279,6.5,1248,6.3,973,4.9,60,0.3,2042,10.4,1782,9.1,448,2.3,5808,29.5,139,0.7,3046,15.5,452,2.3,7692,39.1,2316,11.8,4328,22,10867,55.3,70,9.1,501,65.2
'061902,2007,2333,86.9,351,13.1,2684,100,34,0.1,33,0.2,228,8.5,316,11.8,11,0.4,199,7.4,1.9,1.2,1.1,0.5,0.9,1.2,2.3,1.6,2.3,3.1,3.1,1.2,0.8,1.7,1.7,2.9,4.8,8.1,48890,4815,9.8,4423,9,850,1.7,10439,21.4,3973,8.1,3925,8,3764,7.7,3759,7.7,3656,7.5,3866,7.9,3811,7.8,3739,7.6,4240,8.7,3658,7.5,2899,5.9,2992,6.1,158,0.3,4658,9.5,3744,7.7,706,1.4,9415,19.3,227,0.5,5429,11.1,4203,8.6,12983,26.6,5176,10.6,5822,11.9,30622,62.6,182,6.8,1930,71.9
'061903,2007,74,84.1,14,15.9,88,100,0,0,22,2.8,5,5.7,8,9.1,1,1.1,0,0,4.8,4.9,1.7,1.4,9,2.2,0,0.8,3.5,7.1,0,0,0,5.9,0,0,0,26.7,1500,217,14.5,46,3.1,16,1,584,38.9,99,6.6,121,8.1,94,6.3,112,7.5,103,6.9,108,7.2,107,7.1,119,7.9,141,9.4,112,7.5,103,6.9,110,7.3,4,0.3,81,5.4,112,7.5,55,3.7,396,26.4,9,0.6,227,15.1,4,0.3,642,42.8,171,11.4,299,19.9,1045,69.7,12,13.6,74,84.1
'061905,2007,61,71.8,24,28.2,85,100,9,0.6,0,0,2,2.4,9,10.6,0,0,0,0,2.4,0,0.9,1.2,3.4,9.1,4.3,4.3,9.1,7.7,0,7.7,0,13.3,23.1,0,11.1,20,1435,98,6.8,21,1.5,26,1.7,452,31.5,124,8.6,100,7,110,7.7,135,9.4,106,7.4,112,7.8,85,5.9,113,7.9,116,8.1,91,6.3,78,5.4,63,4.4,5,0.3,83,5.8,144,10,53,3.7,275,19.2,9,0.6,106,7.4,8,0.6,557,38.8,168,11.7,372,25.9,1122,78.2,15,17.6,74,87.1
'061906,2007,37,59.7,25,40.3,62,100,0,0,1,0.2,0,0,14,22.6,0,0,0,0,1.6,4.8,3,0,3.1,0,8.6,1.5,5.1,0,0,0,0,0,0,0,0,7.1,1073,28,2.6,16,1.5,11,1,339,31.6,84,7.8,80,7.5,80,7.5,87,8.1,78,7.3,91,8.5,84,7.8,79,7.4,91,8.5,83,7.7,66,6.2,49,4.6,5,0.5,74,6.9,79,7.4,37,3.4,115,10.7,4,0.4,28,2.6,1,0.1,361,33.6,133,12.4,246,22.9,937,87.3,5,8.1,48,77.4
'061907,2007,54,74,19,26,73,100,3,0.2,5,0.8,1,1.4,6,8.2,0,0,1,1.4,4.6,0,1.1,0,0,0,0,1,5.2,7.7,0,7.1,0,0,0,0,0,0,1500,60,4,35,2.3,23,1.5,365,24.3,130,8.7,105,7,123,8.2,111,7.4,116,7.7,126,8.4,106,7.1,124,8.3,144,9.6,99,6.6,77,5.1,77,5.1,0,0,90,6,110,7.3,52,3.5,210,14,12,0.8,58,3.9,7,0.5,402,26.8,159,10.6,405,27,1236,82.4,13,17.8,65,89
'061908,2007,116,71.2,47,28.8,163,100,2,0.1,10,0.8,0,0,16,9.8,2,1.2,0,0,0.8,0.7,0,0,0,0,0,0,3,4.3,3.7,4.2,0,0,0,0,0,4.8,2526,114,4.5,71,2.8,41,1.5,945,37.4,203,8,160,6.3,188,7.4,182,7.2,185,7.3,167,6.6,201,8,210,8.3,215,8.5,225,8.9,164,6.5,145,5.7,3,0.1,104,4.1,184,7.3,94,3.7,458,18.1,15,0.6,125,4.9,14,0.6,1020,40.4,333,13.2,684,27.1,1968,77.9,15,9.2,145,89
'061910,2007,99,84.6,18,15.4,117,100,6,0.3,13,1.5,0,0,6,5.1,0,0,2,1.7,2.1,0,0,0,0,0,0,0,4,0,4.3,0,0,0,0,0,0,7.1,1689,43,2.5,5,0.3,20,1.1,122,7.2,103,6.1,128,7.6,113,6.7,127,7.5,152,9,125,7.4,149,8.8,147,8.7,131,7.8,143,8.5,151,8.9,112,6.6,10,0.6,212,12.6,98,5.8,0,0,129,7.6,3,0.2,39,2.3,10,0.6,351,20.8,177,10.5,225,13.3,1542,91.3,13,11.1,109,93.2
'061911,2007,325,92.3,27,7.7,352,100,5,0,4,0.1,8,2.3,29,8.2,1,0.3,7,2,1.5,0.6,1,0.2,1.4,1.1,1,0.5,2.3,0,2.1,1,0,0.8,1.1,2.8,2.4,13,10334,482,4.7,535,5.2,175,1.8,2085,20.2,861,8.3,881,8.5,850,8.2,848,8.2,804,7.8,816,7.9,769,7.4,782,7.6,907,8.8,746,7.2,591,5.7,401,3.9,30,0.3,606,5.9,939,9.1,109,1.1,1696,16.4,96,0.9,492,4.8,256,2.5,3441,33.3,1095,10.6,2262,21.9,7751,75,29,8.2,307,87.2
'061912,2007,151,68,71,32,222,100,7,0.2,3,0.2,17,7.7,29,13.1,2,0.9,5,2.3,1.1,0.8,2,0,0.4,1.3,1.6,2.2,2.1,2.1,2,0,0,0,0,0,0,5.3,3937,234,5.9,282,7.2,88,2.1,834,21.2,325,8.3,349,8.9,314,8,319,8.1,299,7.6,300,7.6,288,7.3,296,7.5,383,9.7,254,6.5,247,6.3,203,5.2,17,0.4,235,6,293,7.4,50,1.3,639,16.2,31,0.8,237,6,111,2.8,1192,30.3,447,11.4,785,19.9,2874,73,23,10.4,169,76.1
'061914,2007,130,68.1,61,31.9,191,100,19,0.3,32,1.7,26,13.6,57,29.8,2,1,3,1.6,2.8,2.7,2.5,1.2,2.3,0,2,0.4,4.4,0,11.8,3.5,2.1,2.2,0,2.5,0,6.5,5147,764,14.8,677,13.2,161,3.1,2016,39.2,452,8.8,437,8.5,411,8,389,7.6,408,7.9,387,7.5,388,7.5,357,6.9,412,8,311,6,286,5.6,211,4.1,16,0.3,244,4.7,451,8.8,231,4.5,1845,35.8,36,0.7,799,15.5,110,2.1,2157,41.9,551,10.7,766,14.9,2479,48.2,27,14.1,103,53.9
'062901,2007,75,61,48,39,123,100,0,0,30,2.7,14,11.4,26,21.1,1,0.8,1,0.8,11.2,0,1,1.1,1.1,0,5.6,0,5.6,5.6,8.3,0,0,5.6,5.6,9.1,0,14.3,1945,21,1.1,276,14.2,97,4.5,1100,56.6,148,7.6,101,5.2,108,5.6,119,6.1,117,6,128,6.6,145,7.5,141,7.2,218,11.2,164,8.4,148,7.6,187,9.6,2,0.1,94,4.8,138,7.1,81,4.2,702,36.1,1,0.1,25,1.3,7,0.4,926,47.6,221,11.4,529,27.2,959,49.3,10,8.1,81,65.9
'062902,2007,4,40,6,60,10,100,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,25,0,0,.,0,0,0,0,.,0,.,81,0,0,0,0,2,2.1,36,44.4,4,4.9,6,7.4,4,4.9,8,9.9,6,7.4,3,3.7,7,8.6,4,4.9,5,6.2,10,12.3,6,7.4,3,3.7,0,0,7,8.6,3,3.7,12,14.8,36,44.4,0,0,0,0,0,0,34,42,14,17.3,28,34.6,45,55.6,3,30,4,40
'062903,2007,44,41.5,62,58.5,106,100,2,0.1,9,1.1,8,7.5,20,18.9,0,0,1,0.9,8.4,2,0,1.1,0,3.8,1.1,0,5.6,0,0,0,0,8,0,0,0,28.6,1540,125,8.1,197,12.8,10,0.6,954,61.9,114,7.4,96,6.2,111,7.2,117,7.6,117,7.6,109,7.1,94,6.1,112,7.3,134,8.7,118,7.7,106,6.9,113,7.3,4,0.3,87,5.6,122,7.9,73,4.7,656,42.6,0,0,127,8.2,13,0.8,762,49.5,231,15,389,25.3,674,43.8,9,8.5,77,72.6
'062904,2007,20,64.5,11,35.5,31,100,0,0,3,0.8,0,0,8,25.8,0,0,0,0,0,0,0,0,2.5,0,0,0,2.6,0,0,0,0,10,0,0,0,14.3,673,7,1,23,3.4,37,5,359,53.3,45,6.7,49,7.3,40,5.9,46,6.8,45,6.7,52,7.7,41,6.1,67,10,58,8.6,55,8.2,57,8.5,62,9.2,3,0.4,22,3.3,39,5.8,14,2.1,259,38.5,0,0,7,1,0,0,285,42.3,105,15.6,158,23.5,391,58.1,3,9.7,23,74.2
'062905,2007,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,20,0,0,0,20,0,0,0,0,0,.,.,0,.,0,.,.,.,49,2,4.1,4,8.2,0,0,32,65.3,4,8.2,5,10.2,6,12.2,6,12.2,7,14.3,6,12.2,5,10.2,5,10.2,0,0,0,0,0,0,0,0,0,0,12,24.5,2,4.1,3,6.1,11,22.4,0,0,2,4.1,0,0,5,10.2,6,12.2,0,0,34,69.4,0,.,0,.
'062906,2007,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,10,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,.,131,0,0,1,0.8,0,0,41,31.3,15,11.5,14,10.7,19,14.5,11,8.4,14,10.7,14,10.7,12,9.2,16,12.2,0,0,0,0,0,0,0,0,0,0,3,2.3,16,12.2,0,0,15,11.5,0,0,0,0,0,0,26,19.8,18,13.7,0,0,115,87.8,0,.,0,.
'063903,2007,7,77.8,2,22.2,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,17.4,0,.,0,0,0,0,0,0,25,284,0,0,5,1.8,10,3.2,156,54.9,22,7.7,18,6.3,20,7,23,8.1,20,7,15,5.3,16,5.6,26,9.2,19,6.7,17,6,18,6.3,24,8.5,0,0,17,6,24,8.5,22,7.7,122,43,3,1.1,0,0,0,0,39,13.7,26,9.2,103,36.3,154,54.2,1,11.1,9,100
'063906,2007,7,70,3,30,10,100,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,20,.,.,0,0,0,0,.,0,50,120,0,0,0,0,1,0.7,83,69.2,5,4.2,9,7.5,4,3.3,7,5.8,8,6.7,5,4.2,8,6.7,9,7.5,12,10,13,10.8,13,10.8,15,12.5,0,0,8,6.7,4,3.3,8,6.7,24,20,0,0,0,0,0,0,25,20.8,13,10.8,53,44.2,96,80,3,30,8,80
'064903,2007,79,64.2,44,35.8,123,100,0,0,2,0.2,0,0,109,88.6,0,0,0,0,3.4,0.6,1.3,0,5.1,0.7,1.9,1.2,3.3,20,0,0,0,0,0,0,0,15.4,2466,202,8.2,18,0.7,153,5.7,2047,83,172,7,148,6,174,7.1,176,7.1,160,6.5,154,6.2,167,6.8,172,7,246,10,166,6.7,169,6.9,132,5.4,0,0,170,6.9,185,7.5,245,9.9,2253,91.4,3,0.1,213,8.6,10,0.4,1199,48.6,226,9.2,527,21.4,182,7.4,17,13.8,14,11.4
'065901,2007,25,75.8,8,24.2,33,100,0,0,1,0.4,0,0,1,3,0,0,0,0,6.7,0,0,0,2.9,0,0,0,7.1,0,0,0,0,0,0,0,0,66.7,497,5,1,67,13.5,11,2,270,54.3,31,6.2,38,7.6,41,8.2,29,5.8,39,7.8,44,8.9,34,6.8,45,9.1,41,8.2,39,7.8,31,6.2,33,6.6,1,0.2,37,7.4,33,6.6,18,3.6,46,9.3,2,0.4,5,1,3,0.6,178,35.8,73,14.7,129,26,379,76.3,3,9.1,32,97
'065902,2007,13,81.3,3,18.8,16,100,0,0,0,0,0,0,2,12.5,0,0,0,0,0,0,0,0,0,0,0,9.1,0,.,.,.,.,0,0,0,0,0,178,6,3.4,1,0.6,0,0,115,64.6,9,5.1,12,6.7,8,4.5,10,5.6,14,7.9,19,10.7,13,7.3,20,11.2,15,8.4,13,7.3,13,7.3,18,10.1,0,0,3,1.7,11,6.2,3,1.7,23,12.9,3,1.7,6,3.4,0,0,44,24.7,21,11.8,56,31.5,151,84.8,3,18.8,14,87.5
'066005,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,0,.,.,0,.,0,.,.,.,0,.,.,0,45,16,35.6,0,0,1,1.5,44,97.8,8,17.8,4,8.9,7,15.6,4,8.9,6,13.3,4,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2,4,8.9,8,17.8,43,95.6,0,0,16,35.6,0,0,38,84.4,4,8.9,0,0,2,4.4,0,.,0,.
'066901,2007,26,89.7,3,10.3,29,100,7,1.3,0,0,0,0,29,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,467,38,8.1,0,0,67,13.7,386,82.7,34,7.3,39,8.4,30,6.4,22,4.7,34,7.3,31,6.6,37,7.9,40,8.6,44,9.4,34,7.3,25,5.4,34,7.3,0,0,44,9.4,28,6,35,7.5,452,96.8,0,0,45,9.6,0,0,224,48,47,10.1,109,23.3,15,3.2,3,10.3,0,0
'066902,2007,75,82.4,16,17.6,91,100,0,0,0,0,0,0,90,98.9,0,0,1,1.1,5.4,2.5,1.1,0,1,1.2,2,2.2,0,22.2,7.7,0,0,0,0,0,0,33.3,1394,103,7.4,1,0.1,58,3.7,1116,80.1,99,7.1,95,6.8,90,6.5,93,6.7,104,7.5,119,8.5,94,6.7,114,8.2,116,8.3,115,8.2,108,7.7,98,7,0,0,121,8.7,77,5.5,72,5.2,1386,99.4,0,0,116,8.3,0,0,803,57.6,140,10,326,23.4,7,0.5,19,20.9,0,0
'066903,2007,41,87.2,6,12.8,47,100,0,0,0,0,0,0,38,80.9,0,0,0,0,0,0,5.9,0,5.4,3.3,1.6,3.8,9.8,20,0,0,0,0,7.7,0,0,0,852,26,3.1,0,0,27,2.8,489,57.4,47,5.5,68,8,57,6.7,56,6.6,61,7.2,70,8.2,68,8,72,8.5,74,8.7,59,6.9,50,5.9,52,6.1,0,0,54,6.3,62,7.3,56,6.6,725,85.1,0,0,26,3.1,1,0.1,482,56.6,98,11.5,391,45.9,126,14.8,6,12.8,9,19.1
'067902,2007,36,50,36,50,72,100,0,0,2,0.4,5,6.9,7,9.7,1,1.4,0,0,1.8,0,7.7,2.1,4.5,0,0,0,11.8,0,0,0,0,0,0,0,0,0,883,14,1.6,43,4.9,6,0.6,496,56.2,50,5.7,70,7.9,59,6.7,49,5.5,65,7.4,51,5.8,59,6.7,62,7,99,11.2,77,8.7,86,9.7,72,8.2,7,0.8,88,10,55,6.2,22,2.5,125,14.2,6,0.7,19,2.2,3,0.3,290,32.8,160,18.1,292,33.1,706,80,9,12.5,59,81.9
'067903,2007,45,62.5,27,37.5,72,100,0,0,0,0,1,1.4,14,19.4,0,0,1,1.4,3.8,1.4,1.4,0,4,4.5,0,1.3,12.9,0,0,0,0,0,0,0,6.3,40,1153,65,5.6,13,1.1,13,1,554,48,101,8.8,84,7.3,82,7.1,85,7.4,79,6.9,92,8,81,7,81,7,101,8.8,80,6.9,83,7.2,76,6.6,3,0.3,50,4.3,87,7.5,38,3.3,259,22.5,6,0.5,66,5.7,7,0.6,330,28.6,144,12.5,448,38.9,868,75.3,15,20.8,56,77.8
'067904,2007,15,78.9,4,21.1,19,100,0,0,0,0,0,0,5,26.3,0,0,1,5.3,5.3,7.4,7.7,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,354,19,5.4,4,1.1,1,0.2,269,76,29,8.2,25,7.1,30,8.5,25,7.1,23,6.5,23,6.5,27,7.6,22,6.2,26,7.3,25,7.1,29,8.2,25,7.1,0,0,17,4.8,26,7.3,19,5.4,128,36.2,1,0.3,21,5.9,0,0,139,39.3,54,15.3,122,34.5,221,62.4,4,21.1,13,68.4
'067907,2007,12,57.1,9,42.9,21,100,0,0,0,0,0,0,6,28.6,0,0,0,0,0,3.4,3.6,0,4.8,0,3.6,0,0,0,0,0,0,0,0,0,14.3,16.7,477,13,2.7,9,1.9,8,1.6,316,66.2,26,5.5,37,7.8,31,6.5,36,7.5,41,8.6,27,5.7,42,8.8,38,8,38,8,34,7.1,31,6.5,31,6.5,0,0,46,9.6,41,8.6,24,5,89,18.7,4,0.8,20,4.2,2,0.4,165,34.6,85,17.8,128,26.8,373,78.2,5,23.8,15,71.4
'067908,2007,9,69.2,4,30.8,13,100,0,0,0,0,0,0,1,7.7,0,0,0,0,20,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,255,7,2.7,1,0.4,5,1.6,161,63.1,18,7.1,11,4.3,11,4.3,16,6.3,14,5.5,21,8.2,16,6.3,26,10.2,28,11,16,6.3,15,5.9,20,7.8,0,0,20,7.8,16,6.3,27,10.6,33,12.9,1,0.4,7,2.7,0,0,89,34.9,37,14.5,113,44.3,220,86.3,1,7.7,12,92.3
'068801,2007,2,3.4,56,96.6,58,100,0,0,1,0.3,4,6.9,24,41.4,0,0,1,1.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,157,0,0,7,4.5,0,0,109,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15.3,34,21.7,49,31.2,50,31.8,0,0,0,0,0,0,0,0,106,67.5,1,0.6,0,0,0,0,142,90.4,8,5.1,60,38.2,43,27.4,0,0,29,50
'068901,2007,1065,83.7,207,16.3,1272,100,5,0,28,0.2,58,4.6,653,51.3,9,0.7,19,1.5,4,2.9,3.6,2.4,4.6,0.9,6.4,6.9,3.4,12.5,6.6,4.3,4.3,1.9,2.3,12.9,10.7,9.6,26390,3011,11.4,1434,5.4,696,2.5,14479,54.9,2057,7.8,2155,8.2,2034,7.7,1936,7.3,1887,7.2,1860,7,1946,7.4,2169,8.2,2081,7.9,2009,7.6,1753,6.6,1403,5.3,114,0.4,1850,7,2203,8.3,783,3,16158,61.2,191,0.7,3475,13.2,210,0.8,14606,55.3,2840,10.8,5269,20,8397,31.8,110,8.6,533,41.9
'069901,2007,11,55,9,45,20,100,0,0,0,0,0,0,15,75,0,0,0,0,0,0,0,0,5,0,0,0,0,0,.,0,0,0,0,0,0,0,339,52,15.3,5,1.5,11,2.9,268,79.1,18,5.3,24,7.1,15,4.4,20,5.9,27,8,26,7.7,17,5,33,9.7,29,8.6,30,8.8,30,8.8,33,9.7,0,0,30,8.8,23,6.8,14,4.1,267,78.8,0,0,52,15.3,0,0,174,51.3,39,11.5,123,36.3,67,19.8,2,10,5,25
'069902,2007,14,77.8,4,22.2,18,100,0,0,0,0,1,5.6,3,16.7,0,0,0,0,0,0,0,0,8.3,0,10.5,4,0,0,0,0,0,0,0,0,0,0,312,0,0,3,1,9,2.5,224,71.8,16,5.1,28,9,13,4.2,25,8,20,6.4,29,9.3,31,9.9,23,7.4,32,10.3,27,8.7,22,7.1,27,8.7,0,0,15,4.8,19,6.1,0,0,111,35.6,4,1.3,5,1.6,0,0,101,32.4,53,17,127,40.7,194,62.2,3,16.7,14,77.8
'070801,2007,12,85.7,2,14.3,14,100,2,0.6,2,1.5,0,0,3,21.4,0,0,0,0,0,0,0,0,0,0,9.1,0,3.1,.,.,0,0,.,0,25,0,0,282,9,3.2,44,15.6,0,0,183,64.9,28,9.9,18,6.4,14,5,13,4.6,26,9.2,17,6,12,4.3,23,8.2,27,9.6,17,6,25,8.9,15,5.3,0,0,0,0,20,7.1,27,9.6,77,27.3,8,2.8,9,3.2,0,0,118,41.8,24,8.5,27,9.6,153,54.3,3,21.4,11,78.6
'070901,2007,8,57.1,6,42.9,14,100,0,0,5,4.2,1,7.1,2,14.3,0,0,0,0,7.1,8.3,9.1,0,5,0,0,0,13.3,0,0,0,0,0,0,0,0,.,243,15,6.2,5,2.1,6,2.3,165,67.9,13,5.3,16,6.6,14,5.8,14,5.8,13,5.3,21,8.6,16,6.6,23,9.5,17,7,21,8.6,16,6.6,17,7,0,0,18,7.4,20,8.2,22,9.1,100,41.2,0,0,16,6.6,2,0.8,96,39.5,27,11.1,93,38.3,136,56,5,35.7,11,78.6
'070903,2007,201,64.4,111,35.6,312,100,0,0,15,0.6,43,13.8,106,34,0,0,1,0.3,9.1,8.3,0.3,0.3,0.9,0.7,2.3,1.9,0,11.7,11.8,0,0,1.3,1,0,1.2,6.7,5625,738,13.1,815,14.5,276,4.5,3363,59.8,499,8.9,444,7.9,430,7.6,430,7.6,416,7.4,424,7.5,402,7.1,391,7,415,7.4,385,6.8,378,6.7,311,5.5,13,0.2,483,8.6,416,7.4,271,4.8,2489,44.2,9,0.2,749,13.3,23,0.4,3410,60.6,765,13.6,1468,26.1,2289,40.7,42,13.5,162,51.9
'070905,2007,82,86.3,13,13.7,95,100,0,0,8,0.8,11,11.6,42,44.2,0,0,1,1.1,3,12.5,5.1,2.5,3.8,0,1.6,3.2,5,14.3,0,2.8,0,0,0,0,5.1,0,2302,340,14.8,192,8.3,85,3.4,1538,66.8,186,8.1,154,6.7,150,6.5,181,7.9,156,6.8,158,6.9,176,7.6,161,7,199,8.6,173,7.5,132,5.7,108,4.7,10,0.4,116,5,161,7,197,8.6,1232,53.5,7,0.3,366,15.9,3,0.1,1038,45.1,335,14.6,572,24.8,868,37.7,17,17.9,41,43.2
'070907,2007,32,69.6,14,30.4,46,100,2,0.3,1,0.3,16,34.8,7,15.2,0,0,0,0,2.7,0,5.1,3.2,8.2,0,0,0,7.5,0,0,14.3,0,0,0,0,0,20,627,42,6.7,115,18.3,15,2,309,49.3,45,7.2,47,7.5,50,8,41,6.5,40,6.4,58,9.3,56,8.9,42,6.7,50,8,39,6.2,46,7.3,52,8.3,0,0,49,7.8,44,7,17,2.7,148,23.6,4,0.6,42,6.7,0,0,307,49,73,11.6,218,34.8,360,57.4,9,19.6,23,50
'070908,2007,270,79.9,68,20.1,338,100,0,0,7,0.2,10,3,35,10.4,2,0.6,8,2.4,7.5,3.1,0.8,0.8,0,0.7,0.5,0,5.6,0,1.2,0,4.7,2.4,0,0,0,27.3,6527,211,3.2,263,4,138,2.1,1068,16.4,469,7.2,470,7.2,474,7.3,499,7.6,513,7.9,484,7.4,534,8.2,517,7.9,611,9.4,520,8,468,7.2,445,6.8,17,0.3,524,8,438,6.7,68,1,946,14.5,40,0.6,214,3.3,67,1,1806,27.7,874,13.4,1047,16,5211,79.8,40,11.8,283,83.7
'070909,2007,8,61.5,5,38.5,13,100,6,2.5,0,0,4,30.8,4,30.8,0,0,0,0,0,28.6,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,211,10,4.7,57,27,12,4.8,160,75.8,13,6.2,19,9,13,6.2,19,9,14,6.6,17,8.1,14,6.6,21,10,16,7.6,10,4.7,16,7.6,9,4.3,0,0,7,3.3,20,9.5,10,4.7,44,20.9,0,0,11,5.2,0,0,95,45,28,13.3,32,15.2,110,52.1,5,38.5,5,38.5
'070910,2007,45,66.2,23,33.8,68,100,2,0.2,17,2.8,2,2.9,14,20.6,0,0,0,0,4.3,1.9,0,0,6.5,0,0,0,4.4,21.1,0,7.7,0,0,0,0,0,16.7,1104,52,4.7,19,1.7,33,2.7,441,39.9,83,7.5,84,7.6,62,5.6,83,7.5,86,7.8,90,8.2,77,7,91,8.2,105,9.5,71,6.4,84,7.6,85,7.7,0,0,75,6.8,61,5.5,42,3.8,319,28.9,13,1.2,73,6.6,6,0.5,521,47.2,199,18,304,27.5,747,67.7,8,11.8,52,76.5
'070911,2007,265,77.7,76,22.3,341,100,15,0.3,87,3.2,37,10.9,49,14.4,2,0.6,1,0.3,3.3,2.2,3.2,1.9,4.6,1.3,1.6,1.1,4.5,7.5,7.7,1.8,1.6,1.3,0,2.7,4.1,10,5112,229,4.5,558,10.9,204,3.7,1627,31.8,340,6.7,337,6.6,360,7,346,6.8,401,7.8,428,8.4,415,8.1,416,8.1,525,10.3,423,8.3,369,7.2,348,6.8,32,0.6,241,4.7,308,6,64,1.3,1242,24.3,38,0.7,255,5,29,0.6,1747,34.2,767,15,1121,21.9,3245,63.5,53,15.5,252,73.9
'070912,2007,259,63.8,147,36.2,406,100,4,0.1,59,1.8,48,11.8,88,21.7,1,0.2,1,0.2,12.4,2.1,4,4.9,0.9,1.7,4.9,2.4,4.4,13.8,11,7.1,2.8,4.8,1.3,1.6,0,19.1,6311,407,6.4,930,14.7,262,3.7,2850,45.2,514,8.1,482,7.6,445,7.1,485,7.7,446,7.1,402,6.4,465,7.4,470,7.4,514,8.1,504,8,491,7.8,427,6.8,21,0.3,499,7.9,478,7.6,167,2.6,1922,30.5,29,0.5,455,7.2,39,0.6,2797,44.3,787,12.5,1886,29.9,3391,53.7,64,15.8,268,66
