CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,REGION
'116901001,CADDO MILLS H S,N,HUNT,'116,CADDO MILLS ISD,'09 - 12,S,'10
'116901041,CADDO MILLS MIDDLE,N,HUNT,'116,CADDO MILLS ISD,'07 - 08,M,'10
'178903101,ANNAVILLE EL,N,NUECES,'178,CALALLEN ISD,'PK - 05,E,'02
'178903001,CALALLEN H S,N,NUECES,'178,CALALLEN ISD,'09 - 12,S,'02
'178903041,CALALLEN MIDDLE,N,NUECES,'178,CALALLEN ISD,'06 - 08,M,'02
'178903105,CALALLEN WOOD RIVER EL,N,NUECES,'178,CALALLEN ISD,'KG - 05,E,'02
'178903104,EAST EL,N,NUECES,'178,CALALLEN ISD,'KG - 05,E,'02
'178903103,MAGEE EL,N,NUECES,'178,CALALLEN ISD,'EE - 05,E,'02
'178903003,NUECES CO J J A E P,N,NUECES,'178,CALALLEN ISD,'09 - 10,S,'02
'026901101,CALDWELL EL,N,BURLESON,'026,CALDWELL ISD,'EE - 02,E,'06
'026901001,CALDWELL H S,N,BURLESON,'026,CALDWELL ISD,'09 - 12,S,'06
'026901042,CALDWELL INT,N,BURLESON,'026,CALDWELL ISD,'03 - 05,E,'06
'026901041,CALDWELL MIDDLE,N,BURLESON,'026,CALDWELL ISD,'06 - 08,M,'06
'029901001,CALHOUN H S,N,CALHOUN,'029,CALHOUN CO ISD,'09 - 12,S,'03
'029901101,HARRISON/JEFFERSON/MADISON COMPLE,N,CALHOUN,'029,CALHOUN CO ISD,'EE - 05,E,'03
'029901003,HOPE H S,N,CALHOUN,'029,CALHOUN CO ISD,'09 - 12,S,'03
'029901004,J J A E P,N,CALHOUN,'029,CALHOUN CO ISD,'07 - 11,S,'03
'029901102,JACKSON/ROOSEVELT COMPLEX,N,CALHOUN,'029,CALHOUN CO ISD,'PK - 05,E,'03
'029901104,POINT COMFORT EL,N,CALHOUN,'029,CALHOUN CO ISD,'KG - 05,E,'03
'029901105,PORT O CONNOR EL,N,CALHOUN,'029,CALHOUN CO ISD,'PK - 06,E,'03
'029901107,SEADRIFT SCHOOL,N,CALHOUN,'029,CALHOUN CO ISD,'PK - 08,E,'03
'029901043,TRAVIS MIDDLE,N,CALHOUN,'029,CALHOUN CO ISD,'06 - 08,M,'03
'049905001,CALLISBURG H S,N,COOKE,'049,CALLISBURG ISD,'09 - 12,S,'11
'049905041,CALLISBURG MIDDLE SCHOOL,N,COOKE,'049,CALLISBURG ISD,'07 - 08,M,'11
'049905101,RAD WARE ELEMENTARY,N,COOKE,'049,CALLISBURG ISD,'PK - 02,E,'11
'049905102,WOODBINE INTERMEDIATE,N,COOKE,'049,CALLISBURG ISD,'03 - 06,E,'11
'198902001,CALVERT H S,N,ROBERTSON,'198,CALVERT ISD,'07 - 12,S,'06
'198902101,W D SPIGNER EL,N,ROBERTSON,'198,CALVERT ISD,'PK - 06,E,'06
'101837001,CALVIN NELMS HIGH SCHOOL,Y,HARRIS,'101,CALVIN NELMS SCHOOLS,'09 - 12,S,'04
'101837041,CALVIN NELMS MIDDLE SCHOOL,Y,HARRIS,'101,CALVIN NELMS SCHOOLS,'07 - 08,M,'04
'166901104,BEN MILAM EL,N,MILAM,'166,CAMERON ISD,'PK - 02,E,'06
'166901101,CAMERON EL,N,MILAM,'166,CAMERON ISD,'03 - 05,E,'06
'166901041,CAMERON J H,N,MILAM,'166,CAMERON ISD,'06 - 08,M,'06
'166901002,YOE H S,N,MILAM,'166,CAMERON ISD,'09 - 12,S,'06
'116910101,CAMPBELL EL,N,HUNT,'116,CAMPBELL ISD,'PK - 06,E,'10
'116910001,CAMPBELL H S,N,HUNT,'116,CAMPBELL ISD,'07 - 12,S,'10
'106901101,BAKER EL,N,HEMPHILL,'106,CANADIAN ISD,'04 - 06,E,'16
'106901103,CANADIAN EL,N,HEMPHILL,'106,CANADIAN ISD,'EE - 03,E,'16
'106901001,CANADIAN H S,N,HEMPHILL,'106,CANADIAN ISD,'09 - 12,S,'16
'106901041,CANADIAN MIDDLE,N,HEMPHILL,'106,CANADIAN ISD,'07 - 08,M,'16
'106901003,CORRECTIONAL SERVICES CORP,N,HEMPHILL,'106,CANADIAN ISD,'06 - 11,B,'16
'234902101,CANTON EL,N,VAN ZANDT,'234,CANTON ISD,'EE - 02,E,'10
'234902001,CANTON H S,N,VAN ZANDT,'234,CANTON ISD,'09 - 12,S,'10
'234902102,CANTON INT,N,VAN ZANDT,'234,CANTON ISD,'03 - 05,E,'10
'234902041,CANTON J H,N,VAN ZANDT,'234,CANTON ISD,'06 - 08,M,'10
'071907104,BILL CHILDRESS EL,N,EL PASO,'071,CANUTILLO ISD,'KG - 06,E,'19
'071907001,CANUTILLO H S,N,EL PASO,'071,CANUTILLO ISD,'09 - 12,S,'19
'071907041,CANUTILLO MIDDLE,N,EL PASO,'071,CANUTILLO ISD,'07 - 08,M,'19
'071907101,CANUTILLO PRI,N,EL PASO,'071,CANUTILLO ISD,'PK - 06,E,'19
'071907102,DEANNA DAVENPORT EL,N,EL PASO,'071,CANUTILLO ISD,'KG - 06,E,'19
'071907103,JOSE H DAMIAN EL,N,EL PASO,'071,CANUTILLO ISD,'EE - 06,E,'19
'191901106,ARDEN ROAD EL,N,RANDALL,'191,CANYON ISD,'KG - 05,E,'16
'191901001,CANYON H S,N,RANDALL,'191,CANYON ISD,'09 - 12,S,'16
'191901041,CANYON J H,N,RANDALL,'191,CANYON ISD,'06 - 08,M,'16
'191901107,CRESTVIEW EL,N,RANDALL,'191,CANYON ISD,'KG - 05,E,'16
'191901101,GENE HOWE EL,N,RANDALL,'191,CANYON ISD,'KG - 05,E,'16
'191901105,LAKEVIEW EL,N,RANDALL,'191,CANYON ISD,'EE - 05,E,'16
'191901109,OSCAR HINGER EL,N,RANDALL,'191,CANYON ISD,'EE - 05,E,'16
'191901002,RANDALL H S,N,RANDALL,'191,CANYON ISD,'10 - 12,S,'16
'191901108,REX REEVES EL,N,RANDALL,'191,CANYON ISD,'KG - 05,E,'16
'191901104,SUNDOWN LANE EL,N,RANDALL,'191,CANYON ISD,'KG - 05,E,'16
'191901044,VALLEYVIEW J H,N,RANDALL,'191,CANYON ISD,'08 - 09,M,'16
'191901043,WESTOVER PARK INT,N,RANDALL,'191,CANYON ISD,'06 - 07,M,'16
'191901003,YOUTH CTR OF HIGH PLAINS,N,RANDALL,'191,CANYON ISD,'07 - 12,S,'16
'015810001,CAREER PLUS LEARNING ACADEMY,Y,BEXAR,'015,CAREER PLUS LEARNING ACADEMY,'06 - 10,B,'20
'201913001,CARLISLE SCHOOL,N,RUSK,'201,CARLISLE ISD,'EE - 12,B,'07
'064903104,ASHERTON ELEMENTARY,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'PK - 06,E,'20
'064903101,BIG WELLS EL,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'PK - 08,E,'20
'064903001,CARRIZO SPRINGS H S,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'09 - 12,S,'20
'064903041,CARRIZO SPRINGS J H,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'06 - 08,M,'20
'064903107,CENTRAL EL,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'02 - 03,E,'20
'064903103,MIDDLE EL,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'04 - 05,E,'20
'064903105,NORTH EL,N,DIMMIT,'064,CARRIZO SPRINGS CONS ISD,'PK - 01,E,'20
'220919102,CARROLL ELEMENTARY,N,TARRANT,'220,CARROLL ISD,'KG - 04,E,'11
'220919003,CARROLL HIGH SCHOOL,N,TARRANT,'220,CARROLL ISD,'09 - 10,S,'11
'220919105,CARROLL INT,N,TARRANT,'220,CARROLL ISD,'05 - 06,M,'11
'220919041,CARROLL MIDDLE,N,TARRANT,'220,CARROLL ISD,'07 - 08,M,'11
'220919001,CARROLL SENIOR HIGH SCHOOL,N,TARRANT,'220,CARROLL ISD,'11 - 12,S,'11
'220919103,DON T DURHAM ELEMENTARY,N,TARRANT,'220,CARROLL ISD,'KG - 04,E,'11
'220919106,DON T DURHAM INT,N,TARRANT,'220,CARROLL ISD,'05 - 06,M,'11
'220919108,EUBANKS INTERMEDIATE,N,TARRANT,'220,CARROLL ISD,'05 - 06,M,'11
'220919043,GEORGE DAWSON MIDDLE,N,TARRANT,'220,CARROLL ISD,'07 - 08,M,'11
'220919101,JACK D JOHNSON ELEMENTARY,N,TARRANT,'220,CARROLL ISD,'EE - 04,E,'11
'220919107,OLD UNION ELEMENTARY,N,TARRANT,'220,CARROLL ISD,'KG - 04,E,'11
'220919104,ROBERT H ROCKENBAUGH ELEMENTARY,N,TARRANT,'220,CARROLL ISD,'KG - 04,E,'11
'057903131,BLAIR INTERMEDIATE,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'03 - 05,E,'10
'057903045,BLALACK MIDDLE SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,'10
'057903110,BLANTON ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,'10
'057903047,BUSH MIDDLE SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'06 - 07,M,'10
'057903102,CARROLLTON ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,'10
'057903103,CENTRAL ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903112,COUNTRY PLACE EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903006,CREEKVIEW HIGH SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,'10
'057903009,DALLAS COUNTY JJAEP,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'08 - 12,S,'10
'057903113,DAVIS ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903109,FARMERS BRANCH EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903041,FIELD MIDDLE SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,'10
'057903116,FURNEAUX ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903105,GOOD EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903003,GRIMES EDUCATION CENTER,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,'10
'057903122,KENT ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903121,LANDRY ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903120,LAS COLINAS ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903044,LONG MIDDLE SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,'10
'057903114,MCCOY EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,'10
'057903124,MCKAMY EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903108,MCLAUGHLIN EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903129,MCWHORTER ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'PK - 05,E,'10
'057903107,MONTGOMERY PRIMARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 02,E,'10
'057903042,PERRY MIDDLE SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,'10
'057903046,POLK MIDDLE SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,'10
'057903130,PRE-KINDERGARTEN CENTER,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'EE - PK,E,'10
'057903126,RAINWATER ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903007,RANCHVIEW HIGH SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'08 - 09,M,'10
'057903123,RIVERCHASE ELE,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'PK - 05,E,'10
'057903118,ROSEMEADE ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903005,SALAZAR ALTERNATIVE EDUCATION PRO,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 12,B,'10
'057903125,SHEFFIELD INT,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'03 - 05,E,'10
'057903119,SHEFFIELD PRIMARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 02,E,'10
'057903002,SMITH HIGH SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,'10
'057903106,STARK EL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,'10
'057903111,THOMPSON ELEMENTARY,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,'10
'057903001,TURNER HIGH SCHOOL,N,DALLAS,'057,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,'10
'183902101,BAKER-KOONCE INT,N,PANOLA,'183,CARTHAGE ISD,'04 - 06,E,'07
'183902001,CARTHAGE H S,N,PANOLA,'183,CARTHAGE ISD,'09 - 12,S,'07
'183902042,CARTHAGE J H,N,PANOLA,'183,CARTHAGE ISD,'07 - 08,M,'07
'183902104,CARTHAGE PRI,N,PANOLA,'183,CARTHAGE ISD,'EE - 01,E,'07
'183902103,LIBBY EL,N,PANOLA,'183,CARTHAGE ISD,'02 - 03,E,'07
'220917101,A V CATO EL,N,TARRANT,'220,CASTLEBERRY ISD,'04 - 05,E,'11
'220917102,CASTLEBERRY EL,N,TARRANT,'220,CASTLEBERRY ISD,'EE - 03,E,'11
'220917001,CASTLEBERRY H S,N,TARRANT,'220,CASTLEBERRY ISD,'09 - 12,S,'11
'220917104,JOY JAMES EL,N,TARRANT,'220,CASTLEBERRY ISD,'PK - 05,E,'11
'220917041,MARSH MIDDLE,N,TARRANT,'220,CASTLEBERRY ISD,'06 - 08,M,'11
'220917003,REACH H S,N,TARRANT,'220,CASTLEBERRY ISD,'09 - 12,S,'11
'220917004,T R U C E LEARNING CTR,N,TARRANT,'220,CASTLEBERRY ISD,'06 - 10,B,'11
'220917005,TARRANT CO J J A E P,N,TARRANT,'220,CASTLEBERRY ISD,'07 - 10,S,'11
'001902103,CAYUGA EL,N,ANDERSON,'001,CAYUGA ISD,'EE - 05,E,'07
'001902001,CAYUGA H S,N,ANDERSON,'001,CAYUGA ISD,'09 - 12,S,'07
'001902041,CAYUGA MIDDLE,N,ANDERSON,'001,CAYUGA ISD,'06 - 08,M,'07
'014804001,CEDAR CREST CHARTER SCHOOL,Y,BELL,'014,CEDAR CREST CHARTER SCHOOL,'01 - 12,B,'12
'057904106,BELT LINE INT,N,DALLAS,'057,CEDAR HILL ISD,'05 - 06,M,'10
'057904101,BRAY EL,N,DALLAS,'057,CEDAR HILL ISD,'PK - 04,E,'10
'057904001,CEDAR HILL H S,N,DALLAS,'057,CEDAR HILL ISD,'09 - 12,S,'10
'057904104,HIGH POINTE EL,N,DALLAS,'057,CEDAR HILL ISD,'KG - 04,E,'10
'057904105,HIGHLANDS EL,N,DALLAS,'057,CEDAR HILL ISD,'KG - 04,E,'10
'057904007,JJAEP,N,DALLAS,'057,CEDAR HILL ISD,'09 - 09,S,'10
'057904109,JOE WILSON INTERMEDIATE,N,DALLAS,'057,CEDAR HILL ISD,'05 - 06,M,'10
'057904108,LAKERIDGE ELEMENTARY,N,DALLAS,'057,CEDAR HILL ISD,'PK - 04,E,'10
'057904102,PLUMMER EL,N,DALLAS,'057,CEDAR HILL ISD,'EE - 04,E,'10
'057904041,W S PERMENTER MIDDLE,N,DALLAS,'057,CEDAR HILL ISD,'07 - 08,M,'10
'057904107,WATERFORD OAKS EL,N,DALLAS,'057,CEDAR HILL ISD,'KG - 04,E,'10
'057904103,WEST INT,N,DALLAS,'057,CEDAR HILL ISD,'05 - 06,M,'10
'141801001,CEDAR RIDGE CHARTER SCHOOL,Y,LAMPASAS,'141,CEDAR RIDGE CHARTER SCHOOL,'PK - 12,B,'12
'227817101,CEDARS INTERNATIONAL ACADEMY,Y,TRAVIS,'227,CEDARS INTERNATIONAL ACADEMY,'KG - 06,E,'13
'116902101,CELESTE ELEMENTARY,N,HUNT,'116,CELESTE ISD,'EE - 05,E,'10
'116902001,CELESTE HIGH SCHOOL,N,HUNT,'116,CELESTE ISD,'09 - 12,S,'10
'116902041,CELESTE JUNIOR HIGH,N,HUNT,'116,CELESTE ISD,'06 - 08,M,'10
'043903101,CELINA EL,N,COLLIN,'043,CELINA ISD,'KG - 03,E,'10
'043903001,CELINA H S,N,COLLIN,'043,CELINA ISD,'09 - 12,S,'10
'043903042,CELINA INTERMEDIATE,N,COLLIN,'043,CELINA ISD,'04 - 05,E,'10
'043903041,CELINA JUNIOR HIGH,N,COLLIN,'043,CELINA ISD,'06 - 08,M,'10
'043903002,COLLIN CO J J A E P,N,COLLIN,'043,CELINA ISD,'11 - 11,S,'10
'210901101,CENTER EL,N,SHELBY,'210,CENTER ISD,'02 - 03,E,'07
'210901001,CENTER H S,N,SHELBY,'210,CENTER ISD,'09 - 12,S,'07
'210901102,CENTER INTERMEDIATE,N,SHELBY,'210,CENTER ISD,'04 - 05,E,'07
'210901041,CENTER MIDDLE SCHOOL,N,SHELBY,'210,CENTER ISD,'06 - 08,M,'07
'210901104,F L MOFFETT PRI,N,SHELBY,'210,CENTER ISD,'EE - 01,E,'07
'133901002,CENTER POINT AEP,N,KERR,'133,CENTER POINT ISD,'09 - 11,S,'20
'133901101,CENTER POINT EL,N,KERR,'133,CENTER POINT ISD,'PK - 05,E,'20
'133901001,CENTER POINT H S,N,KERR,'133,CENTER POINT ISD,'09 - 12,S,'20
'133901041,CENTER POINT MIDDLE,N,KERR,'133,CENTER POINT ISD,'06 - 08,M,'20
'145902101,CENTERVILLE EL,N,LEON,'145,CENTERVILLE ISD,'KG - 06,E,'06
'228904101,CENTERVILLE ELEMENTARY,N,TRINITY,'228,CENTERVILLE ISD,'PK - 06,E,'06
'228904001,CENTERVILLE H S,N,TRINITY,'228,CENTERVILLE ISD,'07 - 12,S,'06
'145902001,CENTERVILLE JR-SR H S,N,LEON,'145,CENTERVILLE ISD,'07 - 12,S,'06
'174908101,CENTRAL HEIGHTS EL,N,NACOGDOCHES,'174,CENTRAL HEIGHTS ISD,'EE - 06,E,'07
'174908001,CENTRAL HEIGHTS H S,N,NACOGDOCHES,'174,CENTRAL HEIGHTS ISD,'07 - 12,S,'07
'003907102,CENTRAL EL,N,ANGELINA,'003,CENTRAL ISD,'03 - 05,E,'07
'003907001,CENTRAL H S,N,ANGELINA,'003,CENTRAL ISD,'09 - 12,S,'07
'003907041,CENTRAL J H,N,ANGELINA,'003,CENTRAL ISD,'06 - 08,M,'07
'003907101,CENTRAL PRI,N,ANGELINA,'003,CENTRAL ISD,'EE - 02,E,'07
'003907004,STUBBLEFIELD LRN CTR,N,ANGELINA,'003,CENTRAL ISD,'09 - 12,S,'07
'101905041,ALICE JOHNSON J H,N,HARRIS,'101,CHANNELVIEW ISD,'07 - 08,M,'04
'101905006,APOLLO,N,HARRIS,'101,CHANNELVIEW ISD,'02 - 12,B,'04
'101905042,B H HAMBLEN MIDDLE,N,HARRIS,'101,CHANNELVIEW ISD,'05 - 06,M,'04
'101905001,CHANNELVIEW HIGH SCHOOL,N,HARRIS,'101,CHANNELVIEW ISD,'09 - 12,S,'04
'101905105,CRENSHAW PRIMARY,N,HARRIS,'101,CHANNELVIEW ISD,'KG - 02,E,'04
'101905102,DE ZAVALA EL,N,HARRIS,'101,CHANNELVIEW ISD,'03 - 04,E,'04
'101905005,ENDEAVOR SCHOOL,N,HARRIS,'101,CHANNELVIEW ISD,'EE - 12,B,'04
'101905007,JJAEP DISCIPLINARY SCHOOL,N,HARRIS,'101,CHANNELVIEW ISD,'09 - 09,S,'04
'101905104,MCMULLAN PRIMARY,N,HARRIS,'101,CHANNELVIEW ISD,'KG - 02,E,'04
'101905103,SCHOCHLER PRIMARY,N,HARRIS,'101,CHANNELVIEW ISD,'KG - 02,E,'04
'101905101,VIOLA COBB ELEMENTARY,N,HARRIS,'101,CHANNELVIEW ISD,'03 - 04,E,'04
'103901001,CHANNING SCHOOL,N,HARTLEY,'103,CHANNING ISD,'KG - 12,B,'16
'225906101,CHAPEL HILL EL,N,TITUS,'225,CHAPEL HILL ISD,'PK - 06,E,'08
'212909001,CHAPEL HILL H S,N,SMITH,'212,CHAPEL HILL ISD,'09 - 12,S,'07
'225906001,CHAPEL HILL H S,N,TITUS,'225,CHAPEL HILL ISD,'09 - 12,S,'08
'225906041,CHAPEL HILL J H,N,TITUS,'225,CHAPEL HILL ISD,'07 - 08,M,'08
'212909042,CHAPEL HILL MIDDLE,N,SMITH,'212,CHAPEL HILL ISD,'06 - 08,M,'07
'212909102,JACKSON EL,N,SMITH,'212,CHAPEL HILL ISD,'PK - 02,E,'07
'212909005,SMITH CO J J A E P,N,SMITH,'212,CHAPEL HILL ISD,'06 - 06,M,'07
'212909004,ST LOUIS UNIT,N,SMITH,'212,CHAPEL HILL ISD,'02 - 12,B,'07
'212909002,STEPS,N,SMITH,'212,CHAPEL HILL ISD,'11 - 12,S,'07
'212909103,W L KISSAM INT,N,SMITH,'212,CHAPEL HILL ISD,'03 - 05,E,'07
'212909101,WISE EL,N,SMITH,'212,CHAPEL HILL ISD,'EE - 02,E,'07
'007901101,CHARLOTTE EL,N,ATASCOSA,'007,CHARLOTTE ISD,'PK - 05,E,'20
'007901001,CHARLOTTE H S,N,ATASCOSA,'007,CHARLOTTE ISD,'09 - 12,S,'20
'007901041,CHARLOTTE J H,N,ATASCOSA,'007,CHARLOTTE ISD,'06 - 08,M,'20
'206903101,CHEROKEE ELEMENTARY,N,SAN SABA,'206,CHEROKEE ISD,'KG - 06,E,'15
'206903001,CHEROKEE H S,N,SAN SABA,'206,CHEROKEE ISD,'07 - 12,S,'15
'229906101,CHESTER EL,N,TYLER,'229,CHESTER ISD,'KG - 05,E,'05
'229906001,CHESTER H S,N,TYLER,'229,CHESTER ISD,'06 - 12,B,'05
'249904101,CHICO ELEM,N,WISE,'249,CHICO ISD,'PK - 05,E,'11
'249904001,CHICO HIGH SCHOOL,N,WISE,'249,CHICO ISD,'09 - 12,S,'11
'249904041,CHICO MIDDLE,N,WISE,'249,CHICO ISD,'06 - 08,M,'11
'057811101,CHILDREN FIRST OF DALLAS,Y,DALLAS,'057,CHILDREN FIRST ACADEMY OF DALLAS,'PK - 07,E,'10
'101823101,CHILDREN FIRST ACADEMY OF HOUSTON,Y,HARRIS,'101,CHILDREN FIRST ACADEMY OF HOUSTON,'PK - 07,E,'04
'245801001,CHILDREN OF THE SUN CHARTER SCHOO,Y,WILLACY,'245,CHILDREN OF THE SUN CHARTER SCHOOL,'09 - 12,S,'01
'245801002,CHILDREN OF THE SUN CHARTER SCHOO,Y,WILLACY,'245,CHILDREN OF THE SUN CHARTER SCHOOL,'09 - 12,S,'01
'038901102,CHILDRESS EL,N,CHILDRESS,'038,CHILDRESS ISD,'EE - 05,E,'16
'038901001,CHILDRESS H S,N,CHILDRESS,'038,CHILDRESS ISD,'09 - 12,S,'16
'038901041,CHILDRESS J H,N,CHILDRESS,'038,CHILDRESS ISD,'06 - 08,M,'16
'099902101,CHILLICOTHE EL,N,HARDEMAN,'099,CHILLICOTHE ISD,'KG - 06,E,'09
'099902001,CHILLICOTHE H S,N,HARDEMAN,'099,CHILLICOTHE ISD,'07 - 12,S,'09
'073901001,CHILTON SCHOOL,N,FALLS,'073,CHILTON ISD,'PK - 12,B,'12
'161920008,ADULT LEARNING CENTER,N,MCLENNAN,'161,CHINA SPRING ISD,'12 - 12,S,'12
'161920006,ALTER ED SCHOOL,N,MCLENNAN,'161,CHINA SPRING ISD,'09 - 12,S,'12
'161920004,CHALLENGE ACADEMY,N,MCLENNAN,'161,CHINA SPRING ISD,'08 - 08,M,'12
'161920102,CHINA SPRING EL,N,MCLENNAN,'161,CHINA SPRING ISD,'EE - 03,E,'12
'161920001,CHINA SPRING H S,N,MCLENNAN,'161,CHINA SPRING ISD,'09 - 12,S,'12
'161920104,CHINA SPRING INTERMEDIATE,N,MCLENNAN,'161,CHINA SPRING ISD,'04 - 06,E,'12
'161920041,CHINA SPRING MIDDLE,N,MCLENNAN,'161,CHINA SPRING ISD,'07 - 08,M,'12
'161920002,OPPORTUNITY LEARNING CTR,N,MCLENNAN,'161,CHINA SPRING ISD,'10 - 12,S,'12
'174901101,CHIRENO EL,N,NACOGDOCHES,'174,CHIRENO ISD,'EE - 08,E,'07
'174901001,CHIRENO H S,N,NACOGDOCHES,'174,CHIRENO ISD,'09 - 12,S,'07
'139905101,CHISUM ELEMENTARY SCHOOL,N,LAMAR,'139,CHISUM ISD,'EE - 05,E,'08
'139905001,CHISUM H S,N,LAMAR,'139,CHISUM ISD,'09 - 12,S,'08
'139905041,CHISUM MIDDLE SCHOOL,N,LAMAR,'139,CHISUM ISD,'06 - 08,M,'08
'226901195,C B P,N,TOM GREEN,'226,CHRISTOVAL ISD,'11 - 11,S,'15
'226901101,CHRISTOVAL EL,N,TOM GREEN,'226,CHRISTOVAL ISD,'KG - 05,E,'15
'226901001,CHRISTOVAL H S,N,TOM GREEN,'226,CHRISTOVAL ISD,'06 - 12,B,'15
'226901002,FAIRVIEW ACCELERATED,N,TOM GREEN,'226,CHRISTOVAL ISD,'10 - 10,S,'15
'226901199,SAN ANGELO SPECIAL PROGS,N,TOM GREEN,'226,CHRISTOVAL ISD,'05 - 05,E,'15
'226901180,WALL SP PROG (FLC BAC),N,TOM GREEN,'226,CHRISTOVAL ISD,'05 - 05,E,'15
'067902101,CISCO EL,N,EASTLAND,'067,CISCO ISD,'EE - 05,E,'14
'067902001,CISCO H S,N,EASTLAND,'067,CISCO ISD,'09 - 12,S,'14
'067902041,CISCO J H,N,EASTLAND,'067,CISCO ISD,'06 - 08,M,'14
'067902004,CISCO LEARNING CENTER,N,EASTLAND,'067,CISCO ISD,'09 - 12,S,'14
'243906101,CITY VIEW ELEMENTARY,N,WICHITA,'243,CITY VIEW ISD,'EE - 06,E,'09
'243906001,CITY VIEW JUNIOR/SENIOR HIGH,N,WICHITA,'243,CITY VIEW ISD,'07 - 12,S,'09
'065901101,CLARENDON EL,N,DONLEY,'065,CLARENDON ISD,'EE - 05,E,'16
'065901001,CLARENDON H S,N,DONLEY,'065,CLARENDON ISD,'09 - 12,S,'16
'065901041,CLARENDON J H,N,DONLEY,'065,CLARENDON ISD,'06 - 08,M,'16
'194904042,CHEATHAM MIDDLE,N,RED RIVER,'194,CLARKSVILLE ISD,'06 - 08,M,'08
'194904103,CLARKSVILLE EL,N,RED RIVER,'194,CLARKSVILLE ISD,'EE - 05,E,'08
'194904002,CLARKSVILLE H S,N,RED RIVER,'194,CLARKSVILLE ISD,'09 - 12,S,'08
'006902101,CLAUDE EL,N,ARMSTRONG,'006,CLAUDE ISD,'KG - 05,E,'16
