CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,REGION
'020908004,PACE,N,BRAZORIA,'020,PEARLAND ISD,'07 - 08,M,'04
'020908001,PEARLAND H S,N,BRAZORIA,'020,PEARLAND ISD,'09 - 12,S,'04
'020908041,PEARLAND JUNIOR HIGH EAST,N,BRAZORIA,'020,PEARLAND ISD,'07 - 08,M,'04
'020908043,PEARLAND JUNIOR HIGH SOUTH,N,BRAZORIA,'020,PEARLAND ISD,'07 - 08,M,'04
'020908042,PEARLAND JUNIOR HIGH WEST,N,BRAZORIA,'020,PEARLAND ISD,'07 - 08,M,'04
'020908107,RUSTIC OAK EL,N,BRAZORIA,'020,PEARLAND ISD,'EE - 04,E,'04
'020908105,SAM JAMISON MIDDLE,N,BRAZORIA,'020,PEARLAND ISD,'05 - 06,M,'04
'020908103,SHADYCREST EL,N,BRAZORIA,'020,PEARLAND ISD,'PK - 04,E,'04
'020908110,SILVERCREST EL,N,BRAZORIA,'020,PEARLAND ISD,'PK - 04,E,'04
'020908109,SILVERLAKE EL,N,BRAZORIA,'020,PEARLAND ISD,'PK - 04,E,'04
'082903002,PEARSALL ALTERNATIVE SCHOOL,N,FRIO,'082,PEARSALL ISD,'07 - 12,S,'20
'082903001,PEARSALL H S,N,FRIO,'082,PEARSALL ISD,'09 - 12,S,'20
'082903103,PEARSALL INT,N,FRIO,'082,PEARSALL ISD,'03 - 05,E,'20
'082903041,PEARSALL J H,N,FRIO,'082,PEARSALL ISD,'06 - 08,M,'20
'082903104,TED FLORES EL,N,FRIO,'082,PEARSALL ISD,'EE - 02,E,'20
'184908101,PEASTER EL,N,PARKER,'184,PEASTER ISD,'EE - 05,E,'11
'184908001,PEASTER H S,N,PARKER,'184,PEASTER ISD,'09 - 12,S,'11
'184908041,PEASTER MIDDLE,N,PARKER,'184,PEASTER ISD,'06 - 08,M,'11
'195901106,AUSTIN ELEMENTARY,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'01 - 03,E,'18
'195901042,CROCKETT MIDDLE SCHOOL,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'07 - 08,M,'18
'195901103,DE ZAVALA ELEMENTARY,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'06 - 06,M,'18
'195901109,HAYNES ELEMENTARY,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'04 - 05,E,'18
'195901200,LAMAR CENTER,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'06 - 12,B,'18
'195901001,PECOS H S,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'09 - 12,S,'18
'195901101,PECOS KIND,N,REEVES,'195,PECOS-BARSTOW-TOYAH ISD,'EE - KG,E,'18
'057802001,PEGASUS CHARTER SCHOOL,Y,DALLAS,'057,PEGASUS CHARTER SCHOOL,'07 - 12,S,'10
'109914001,PENELOPE SCHOOL,N,HILL,'109,PENELOPE ISD,'PK - 12,B,'12
'119903101,PERRIN EL,N,JACK,'119,PERRIN-WHITT CONS ISD,'KG - 06,E,'09
'119903001,PERRIN H S,N,JACK,'119,PERRIN-WHITT CONS ISD,'07 - 12,S,'09
'179901103,EDWIN F WILLIAMS INTERMEDIATE SCH,N,OCHILTREE,'179,PERRYTON ISD,'04 - 05,E,'16
'179901102,JAMES L WRIGHT EL,N,OCHILTREE,'179,PERRYTON ISD,'01 - 03,E,'16
'179901001,PERRYTON H S,N,OCHILTREE,'179,PERRYTON ISD,'09 - 12,S,'16
'179901041,PERRYTON J H,N,OCHILTREE,'179,PERRYTON ISD,'06 - 08,M,'16
'179901101,PERRYTON KINDER,N,OCHILTREE,'179,PERRYTON ISD,'EE - KG,E,'16
'179901002,TOP OF TEXAS ACCELERATED EDUCATIO,N,OCHILTREE,'179,PERRYTON ISD,'07 - 12,S,'16
'095904002,CAPROCK CO LRN CTR,N,HALE,'095,PETERSBURG ISD,'10 - 11,S,'17
'095904101,PETERSBURG EL,N,HALE,'095,PETERSBURG ISD,'EE - 06,E,'17
'095904001,PETERSBURG H S,N,HALE,'095,PETERSBURG ISD,'07 - 12,S,'17
'039903101,PETROLIA EL,N,CLAY,'039,PETROLIA ISD,'PK - 08,E,'09
'039903001,PETROLIA H S,N,CLAY,'039,PETROLIA ISD,'09 - 12,S,'09
'013903101,PETTUS EL,N,BEE,'013,PETTUS ISD,'KG - 06,E,'02
'013903001,PETTUS H S,N,BEE,'013,PETTUS ISD,'07 - 12,S,'02
'172905102,PEWITT EL,N,MORRIS,'172,PEWITT ISD,'EE - 05,E,'08
'172905002,PEWITT H S,N,MORRIS,'172,PEWITT ISD,'09 - 12,S,'08
'172905041,PEWITT J H,N,MORRIS,'172,PEWITT ISD,'06 - 08,M,'08
'227904002,ALTER LEARNING CTR,N,TRAVIS,'227,PFLUGERVILLE ISD,'09 - 12,S,'13
'227904044,ALTER LEARNING MIDDLE,N,TRAVIS,'227,PFLUGERVILLE ISD,'06 - 08,M,'13
'227904108,BROOKHOLLOW EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 05,E,'13
'227904114,CALDWELL ELEMENTARY,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 05,E,'13
'227904111,COPPERFIELD EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 05,E,'13
'227904113,DELCO PRIMARY SCHOOL,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 02,E,'13
'227904105,DESSAU EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'03 - 05,E,'13
'227904045,DESSAU MIDDLE SCHOOL,N,TRAVIS,'227,PFLUGERVILLE ISD,'06 - 08,M,'13
'227904003,JOHN B CONNALLY H S,N,TRAVIS,'227,PFLUGERVILLE ISD,'09 - 12,S,'13
'227904112,MURCHISON ELEMENTARY SCHOOL,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 05,E,'13
'227904104,NORTHWEST EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'PK - 05,E,'13
'227904043,PARK CREST MIDDLE,N,TRAVIS,'227,PFLUGERVILLE ISD,'06 - 08,M,'13
'227904102,PARMER LANE EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'PK - 05,E,'13
'227904101,PFLUGERVILLE EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'KG - 05,E,'13
'227904001,PFLUGERVILLE H S,N,TRAVIS,'227,PFLUGERVILLE ISD,'09 - 12,S,'13
'227904041,PFLUGERVILLE MIDDLE,N,TRAVIS,'227,PFLUGERVILLE ISD,'06 - 08,M,'13
'227904107,RIVER OAKS EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 05,E,'13
'227904109,SPRINGHILL EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'KG - 05,E,'13
'227904103,TIMMERMAN EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 05,E,'13
'227904042,WESTVIEW MIDDLE,N,TRAVIS,'227,PFLUGERVILLE ISD,'06 - 08,M,'13
'227904106,WINDERMERE EL,N,TRAVIS,'227,PFLUGERVILLE ISD,'03 - 05,E,'13
'227904110,WINDERMERE PRI,N,TRAVIS,'227,PFLUGERVILLE ISD,'EE - 02,E,'13
'108909042,ALAMO MIDDLE,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,'01
'108909041,AUSTIN J H,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,'01
'108909101,BOWIE EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909102,BUCKNER EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909006,BUELL CENTRAL H S,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'10 - 12,S,'01
'108909119,CARMAN EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909104,CARNAHAN EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909123,CESAR CHAVEZ,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909125,CLOVER ELEMENTARY,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909116,DANIEL RAMIREZ EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909106,DOEDYNS EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909124,DR WILLIAM LONG ELEMENTARY,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909108,FORD EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909109,FRANKLIN EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909118,GARZA-PENA EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909107,GERALDINE PALMER EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909127,GRACIELA GARCIA ELEMENTARY,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909126,GUS GUERRA ELEMENTARY,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909114,LEONEL TREVINO EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909044,LIBERTY MIDDLE SCHOOL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,'01
'108909043,LYNDON B JOHNSON J H,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,'01
'108909111,NAPPER EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909121,NORTH ALAMO EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909120,NORTH SAN JUAN EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909117,PHARR EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909001,PSJA H S,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,'01
'108909002,PSJA MEMORIAL H S,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,'01
'108909003,PSJA NORTH H S,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,'01
'108909115,RAUL LONGORIA EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909122,REED - MOCK ELEMENTARY,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909045,SAN JUAN MIDDLE SCHOOL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,'01
'108909112,SORENSEN EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,'01
'108909004,STUDENT ALTER PROG,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'08 - 10,S,'01
'108909005,TEENAGE PARENT PROG,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'08 - 12,S,'01
'108909113,WHITNEY EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'108909110,ZEFERINO FARIAS EL,N,HIDALGO,'108,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,'01
'116801001,THE PHOENIX CHARTER SCHOOL,Y,HUNT,'116,PHOENIX CHARTER SCHOOL THE,'PK - 08,E,'10
'061903101,PILOT POINT EL,N,DENTON,'061,PILOT POINT ISD,'EE - 02,E,'11
'061903102,PILOT POINT GEE INT,N,DENTON,'061,PILOT POINT ISD,'03 - 05,E,'11
'061903001,PILOT POINT H S,N,DENTON,'061,PILOT POINT ISD,'09 - 12,S,'11
'061903041,PILOT POINT SELZ MIDDLE,N,DENTON,'061,PILOT POINT ISD,'06 - 08,M,'11
'092904101,PINE TREE EL,N,GREGG,'092,PINE TREE ISD,'01 - 02,E,'07
'092904001,PINE TREE H S,N,GREGG,'092,PINE TREE ISD,'09 - 12,S,'07
'092904102,PINE TREE INT,N,GREGG,'092,PINE TREE ISD,'03 - 04,E,'07
'092904041,PINE TREE J H,N,GREGG,'092,PINE TREE ISD,'08 - 09,M,'07
'092904042,PINE TREE MIDDLE,N,GREGG,'092,PINE TREE ISD,'07 - 07,M,'07
'092904043,PINE TREE MIDDLE,N,GREGG,'092,PINE TREE ISD,'05 - 06,M,'07
'092904103,PINE TREE PRI,N,GREGG,'092,PINE TREE ISD,'EE - KG,E,'07
'003801001,PINEYWOODS COMMUNITY ACADEMY,Y,ANGELINA,'003,PINEYWOODS COMMUNITY ACADEMY,'KG - 08,E,'07
'032902105,NEW PITTSBURG INTERMEDIATE,N,CAMP,'032,PITTSBURG ISD,'05 - 06,M,'08
'032902103,PITTSBURG ELEMENTARY,N,CAMP,'032,PITTSBURG ISD,'03 - 04,E,'08
'032902002,PITTSBURG H S,N,CAMP,'032,PITTSBURG ISD,'09 - 12,S,'08
'032902041,PITTSBURG MIDDLE,N,CAMP,'032,PITTSBURG ISD,'07 - 08,M,'08
'032902104,PITTSBURG PRIMARY,N,CAMP,'032,PITTSBURG ISD,'EE - 02,E,'08
'251902101,PLAINS EL,N,YOAKUM,'251,PLAINS ISD,'PK - 04,E,'17
'251902001,PLAINS H S,N,YOAKUM,'251,PLAINS ISD,'09 - 12,S,'17
'251902041,PLAINS MIDDLE,N,YOAKUM,'251,PLAINS ISD,'05 - 08,M,'17
'095905101,ASH 6TH GRADE LEARNING CENTER,N,HALE,'095,PLAINVIEW ISD,'06 - 06,M,'17
'095905102,COLLEGE HILL ELEMENTARY SCHOOL,N,HALE,'095,PLAINVIEW ISD,'KG - 04,E,'17
'095905041,CORONADO JUNIOR HIGH SCHOOL,N,HALE,'095,PLAINVIEW ISD,'07 - 07,M,'17
'095905103,EDGEMERE ELEMENTARY SCHOOL,N,HALE,'095,PLAINVIEW ISD,'PK - 04,E,'17
'095905042,ESTACADO JUNIOR HIGH SCHOOL,N,HALE,'095,PLAINVIEW ISD,'08 - 08,M,'17
'095905004,HALE COUNTY JJAEP,N,HALE,'095,PLAINVIEW ISD,'07 - 12,S,'17
'095905105,HIGHLAND ELEMENTARY SCHOOL,N,HALE,'095,PLAINVIEW ISD,'KG - 04,E,'17
'095905106,HILLCREST ELEMENTARY SCHOOL,N,HALE,'095,PLAINVIEW ISD,'PK - 04,E,'17
'095905002,HOUSTON SCHOOL,N,HALE,'095,PLAINVIEW ISD,'06 - 12,B,'17
'095905108,LA MESA ELEMENTARY SCHOOL,N,HALE,'095,PLAINVIEW ISD,'EE - 04,E,'17
'095905107,LAKESIDE 5TH GRADE LEARNING CENTE,N,HALE,'095,PLAINVIEW ISD,'05 - 05,E,'17
'095905001,PLAINVIEW HIGH SCHOOL,N,HALE,'095,PLAINVIEW ISD,'09 - 12,S,'17
'095905109,THUNDERBIRD ELEMENTARY SCHOOL,N,HALE,'095,PLAINVIEW ISD,'PK - 04,E,'17
'043910106,ALDRIDGE EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910045,ARMSTRONG MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910132,BARKSDALE EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910162,BARRON EARLY CHILDHOOD SCHOOL,N,COLLIN,'043,PLANO ISD,'EE - PK,E,'10
'043910128,BETHANY EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910134,BETTYE HAUN EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910042,BOWMAN MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910123,BRINKER EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910053,C M RICE MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910121,CARLISLE EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910046,CARPENTER MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910141,CENTENNIAL ELEMENTARY,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910112,CHRISTIE EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910005,CLARK H S,N,COLLIN,'043,PLANO ISD,'09 - 10,S,'10
'043910124,DAFFRON EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910111,DAVIS EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910119,DOOLEY EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910212,EVEN START PROGRAM,N,COLLIN,'043,PLANO ISD,'EE - EE,E,'10
'043910109,FORMAN EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910052,FRANKFORD MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910129,GULLEDGE EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910130,HAGGAR EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910044,HAGGARD MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910118,HARRINGTON EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910125,HEDGCOXE EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910048,HENDRICK MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910160,HENRY BEATY EARLY CHILDHOOD SCHOO,N,COLLIN,'043,PLANO ISD,'EE - PK,E,'10
'043910142,HENRY BOGGESS ELEMENTARY SCHOOL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910120,HUFFMAN EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910114,HUGHSTON EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910101,JACKSON EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910009,JASPER H S,N,COLLIN,'043,PLANO ISD,'09 - 10,S,'10
'043910138,JOHN HIGHTOWER EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910161,LENA BISHOP PEARSON EARLY CHILDHO,N,COLLIN,'043,PLANO ISD,'EE - PK,E,'10
'043910143,LORETA HICKEY ELEMENTARY SCHOOL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910122,MATHEWS EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910102,MEADOWS EL,N,COLLIN,'043,PLANO ISD,'PK - 05,E,'10
'043910105,MEMORIAL EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910103,MENDENHALL EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910131,MILLER EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910126,MITCHELL EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910006,PLANO EAST SR H S,N,COLLIN,'043,PLANO ISD,'11 - 12,S,'10
'043910025,PLANO JJAEP,N,COLLIN,'043,PLANO ISD,'08 - 11,S,'10
'043910001,PLANO SR H S,N,COLLIN,'043,PLANO ISD,'11 - 12,S,'10
'043910010,PLANO WEST SENIOR H S,N,COLLIN,'043,PLANO ISD,'11 - 12,S,'10
'043910127,RASOR EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910049,RENNER MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910050,ROBINSON MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910115,SAIGLING EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910047,SCHIMELPFENIG MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910108,SHEPARD EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910007,SHEPTON H S,N,COLLIN,'043,PLANO ISD,'09 - 10,S,'10
'043910104,SIGLER EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910133,SKAGGS EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910139,STINSON ELEMENTARY,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910140,THOMAS ANDREWS ELEMENTARY SCHOOL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910117,THOMAS EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910004,VINES H S,N,COLLIN,'043,PLANO ISD,'09 - 10,S,'10
'043910113,WEATHERFORD EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910116,WELLS EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910136,WILLIAM BEVERLY EL,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'043910003,WILLIAMS H S,N,COLLIN,'043,PLANO ISD,'09 - 10,S,'10
'043910043,WILSON MIDDLE,N,COLLIN,'043,PLANO ISD,'06 - 08,M,'10
'043910144,WYATT ELEMENTARY,N,COLLIN,'043,PLANO ISD,'KG - 05,E,'10
'019912102,PLEASANT GROVE EL,N,BOWIE,'019,PLEASANT GROVE ISD,'EE - 04,E,'08
'019912001,PLEASANT GROVE H S,N,BOWIE,'019,PLEASANT GROVE ISD,'09 - 12,S,'08
'019912041,PLEASANT GROVE MIDDLE,N,BOWIE,'019,PLEASANT GROVE ISD,'05 - 08,M,'08
'007905004,ATASCOSA CO ALTER,N,ATASCOSA,'007,PLEASANTON ISD,'10 - 10,S,'20
'007905003,C A R E ACADEMY,N,ATASCOSA,'007,PLEASANTON ISD,'07 - 12,S,'20
'007905102,LEMING EL,N,ATASCOSA,'007,PLEASANTON ISD,'PK - 01,E,'20
'007905103,PLEASANTON EL,N,ATASCOSA,'007,PLEASANTON ISD,'EE - 05,E,'20
'007905001,PLEASANTON H S,N,ATASCOSA,'007,PLEASANTON ISD,'09 - 12,S,'20
'007905104,PLEASANTON INTERMEDIATE,N,ATASCOSA,'007,PLEASANTON ISD,'05 - 06,M,'20
'007905041,PLEASANTON J H,N,ATASCOSA,'007,PLEASANTON ISD,'07 - 08,M,'20
'007905105,PLEASANTON PRIMARY,N,ATASCOSA,'007,PLEASANTON ISD,'EE - 02,E,'20
'117904002,C H A M P S,N,HUTCHINSON,'117,PLEMONS-STINNETT-PHILLIPS CONS ISD,'09 - 12,S,'16
'117904101,WEST TEXAS EL,N,HUTCHINSON,'117,PLEMONS-STINNETT-PHILLIPS CONS ISD,'PK - 05,E,'16
'117904001,WEST TEXAS H S,N,HUTCHINSON,'117,PLEMONS-STINNETT-PHILLIPS CONS ISD,'09 - 12,S,'16
'117904041,WEST TEXAS MIDDLE,N,HUTCHINSON,'117,PLEMONS-STINNETT-PHILLIPS CONS ISD,'06 - 08,M,'16
'031909101,DERRY EL,N,CAMERON,'031,POINT ISABEL ISD,'03 - 05,E,'01
'031909102,GARRIGA EL,N,CAMERON,'031,POINT ISABEL ISD,'EE - 02,E,'01
'031909001,PORT ISABEL H S,N,CAMERON,'031,POINT ISABEL ISD,'09 - 12,S,'01
'031909041,PORT ISABEL J H,N,CAMERON,'031,POINT ISABEL ISD,'06 - 08,M,'01
'061906101,PONDER EL,N,DENTON,'061,PONDER ISD,'EE - 06,E,'11
'061906001,PONDER H S,N,DENTON,'061,PONDER ISD,'07 - 12,S,'11
'184901101,POOLVILLE EL,N,PARKER,'184,POOLVILLE ISD,'EE - 05,E,'11
'184901001,POOLVILLE H S,N,PARKER,'184,POOLVILLE ISD,'09 - 12,S,'11
'184901041,POOLVILLE JUNIOR HIGH,N,PARKER,'184,POOLVILLE ISD,'06 - 08,M,'11
'015801002,CORPUS CHRISTI ACADEMY,Y,BEXAR,'015,POR VIDA ACAD CHARTER H S,'09 - 12,S,'20
'015801001,POR VIDA ACADEMY CHARTER H S,Y,BEXAR,'015,POR VIDA ACAD CHARTER H S,'09 - 12,S,'20
'178908041,BRUNDRETT MIDDLE,N,NUECES,'178,PORT ARANSAS ISD,'06 - 08,M,'02
'178908101,OLSEN EL,N,NUECES,'178,PORT ARANSAS ISD,'EE - 05,E,'02
'178908001,PORT ARANSAS H S,N,NUECES,'178,PORT ARANSAS ISD,'09 - 12,S,'02
'123907044,AUSTIN MIDDLE SCHOOL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 08,E,'05
'123907102,DEQUEEN EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907041,EDISON MIDDLE,N,JEFFERSON,'123,PORT ARTHUR ISD,'06 - 08,M,'05
'123907104,FRANKLIN EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907103,HOUSTON EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907114,HUGHEN SCH,N,JEFFERSON,'123,PORT ARTHUR ISD,'EE - 12,B,'05
'123907007,JEFFERSON CO YOUTH ACAD,N,JEFFERSON,'123,PORT ARTHUR ISD,'07 - 10,S,'05
'123907105,LEE EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907009,MEMORIAL HIGH SCHOOL,N,JEFFERSON,'123,PORT ARTHUR ISD,'10 - 12,S,'05
'123907008,MEMORIAL 9TH GRADE CENTER,N,JEFFERSON,'123,PORT ARTHUR ISD,'09 - 09,S,'05
'123907108,TRAVIS EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907109,TYRRELL EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907110,WASHINGTON EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'PK - 05,E,'05
'123907111,WHEATLEY EL,N,JEFFERSON,'123,PORT ARTHUR ISD,'EE - PK,E,'05
'123907043,WILSON MIDDLE,N,JEFFERSON,'123,PORT ARTHUR ISD,'06 - 08,M,'05
'123908002,ALTER SCH,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'06 - 11,B,'05
'123908101,GROVES EL,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'04 - 05,E,'05
'123908041,GROVES MIDDLE,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'06 - 08,M,'05
'123908003,JEFFERSON CO J J A E P,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'09 - 09,S,'05
'123908102,PORT NECHES EL,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'04 - 05,E,'05
'123908042,PORT NECHES MIDDLE,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'06 - 08,M,'05
'123908001,PORT NECHES-GROVES H S,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'09 - 12,S,'05
'123908110,PRE SCHOOL CTR,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'EE - PK,E,'05
'123908103,RIDGEWOOD EL,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'KG - 03,E,'05
'123908104,TAFT EL,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'KG - 03,E,'05
'123908105,VAN BUREN EL,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'KG - 03,E,'05
'123908107,WOODCREST EL,N,JEFFERSON,'123,PORT NECHES-GROVES ISD,'KG - 03,E,'05
