CAMPUS,CAMPNAME,REGION,CFLCHART,C_RATING,CSUPRATE,CIADDACK,CFLYRE,COUNTY,CNTYNAME,PAIRCAMP,PAIRNAME,GRDSPAN,GRDTYPE,DISTNAME
'069901001,ROCKSPRINGS H S,'15,N,A,NQ,NQ,N,'069,EDWARDS,,,'09 - 12,S,ROCKSPRINGS ISD
'199901002,ALTER ED,'10,N,N,NR,,N,'199,ROCKWALL,,,'08 - 12,S,ROCKWALL ISD
'199901103,AMANDA ROCHELL EL,'10,N,R,NA,R,N,'199,ROCKWALL,,,'EE - 05,E,ROCKWALL ISD
'199901106,AMY PARKS-HEATH EL,'10,N,E,NA,NQ,N,'199,ROCKWALL,,,'EE - 05,E,ROCKWALL ISD
'199901105,CULLINS-LAKE POINTE EL,'10,N,E,NA,M,N,'199,ROCKWALL,,,'PK - 05,E,ROCKWALL ISD
'199901041,HERMAN E UTLEY MIDDLE,'10,N,R,NA,RM,N,'199,ROCKWALL,,,'06 - 08,M,ROCKWALL ISD
'199901102,HOWARD DOBBS EL,'10,N,E,NA,NQ,N,'199,ROCKWALL,,,'EE - 05,E,ROCKWALL ISD
'199901042,J W WILLIAMS MIDDLE,'10,N,E,NA,NQ,N,'199,ROCKWALL,,,'06 - 08,M,ROCKWALL ISD
'199901107,NEBBIE WILLIAMS EL,'10,N,E,NA,R,N,'199,ROCKWALL,,,'PK - 05,E,ROCKWALL ISD
'199901001,ROCKWALL H S,'10,N,R,NQ,NQ,N,'199,ROCKWALL,,,'09 - 12,S,ROCKWALL ISD
'199901101,VIRGINIA REINHARDT EL,'10,N,E,NA,M,N,'199,ROCKWALL,,,'PK - 05,E,ROCKWALL ISD
'014907102,ROGERS EL,'12,N,E,NA,NQ,N,'014,BELL,,,'PK - 05,E,ROGERS ISD
'014907001,ROGERS H S,'12,N,R,NQ,NQ,N,'014,BELL,,,'09 - 12,S,ROGERS ISD
'014907041,ROGERS MIDDLE,'12,N,R,NA,R,N,'014,BELL,,,'06 - 08,M,ROGERS ISD
'214903002,ACCELERATED LRN ACAD,'01,N,1,PE,,N,'214,STARR,,,'09 - 12,S,ROMA ISD
'214903105,BARRERA EL,'01,N,E,NA,NQ,N,'214,STARR,,ROMA INT.,'KG - 03,E,ROMA ISD
'214903003,INSTR & GUIDE CTR,'01,N,2,PE,,N,'214,STARR,,,'07 - 12,S,ROMA ISD
'214903102,LOS SAENZ EL,'01,N,N,NR,,N,'214,STARR,,,'EE - PK,E,ROMA ISD
'214903001,ROMA H S,'01,N,A,NQ,NQ,N,'214,STARR,,,'09 - 12,S,ROMA ISD
'214903104,ROMA INT,'01,N,A,NA,NQ,N,'214,STARR,,,'04 - 06,E,ROMA ISD
'214903041,ROMA MIDDLE,'01,N,A,NA,NQ,N,'214,STARR,,,'07 - 08,M,ROMA ISD
'214903103,SCOTT EL,'01,N,E,NA,NQ,N,'214,STARR,,ROMA INT.,'KG - 03,E,ROMA ISD
'214903106,VERA EL,'01,N,E,NA,NQ,N,'214,STARR,,ROMA INT.,'KG - 03,E,ROMA ISD
'214903101,YNES B ESCOBAR EL,'01,N,R,NA,NQ,N,'214,STARR,,,'PK - 05,E,ROMA ISD
'152908002,LUBBOCK CO YOUTH CTR,'17,N,N,NR,,N,'152,LUBBOCK,,,'09 - 09,S,ROOSEVELT ISD
'152908101,ROOSEVELT EL,'17,N,A,NA,NQ,N,'152,LUBBOCK,,,'EE - 05,E,ROOSEVELT ISD
'152908001,ROOSEVELT H S,'17,N,R,NQ,NQ,N,'152,LUBBOCK,,,'09 - 12,S,ROOSEVELT ISD
'152908041,ROOSEVELT J H,'17,N,A,NA,NQ,N,'152,LUBBOCK,,,'06 - 08,M,ROOSEVELT ISD
'110905002,CHOICE ALTER H S,'17,N,1,PE,,N,'110,HOCKLEY,,,'09 - 12,S,ROPES ISD
'110905001,ROPES SCHOOL,'17,N,A,NQ,NQ,N,'110,HOCKLEY,,,'PK - 12,B,ROPES ISD
'177901101,ROSCOE EL,'14,N,R,NA,NQ,N,'177,NOLAN,,,'EE - 06,E,ROSCOE ISD
'177901001,ROSCOE H S,'14,N,A,NQ,NQ,N,'177,NOLAN,,,'07 - 12,S,ROSCOE ISD
'073905003,ALTER ED,'12,N,N,NR,,N,'073,FALLS,,,'07 - 11,S,ROSEBUD-LOTT ISD
'073905102,LOTT EL,'12,N,R,NA,NQ,N,'073,FALLS,,,'EE - 06,E,ROSEBUD-LOTT ISD
'073905002,P E P,'12,N,N,NR,,N,'073,FALLS,,,'PK - PK,E,ROSEBUD-LOTT ISD
'073905101,ROSEBUD INT,'12,N,R,NA,NQ,N,'073,FALLS,,,'04 - 06,E,ROSEBUD-LOTT ISD
'073905103,ROSEBUD PRI,'12,N,R,NA,M,N,'073,FALLS,,ROSEBUD INT.,'KG - 03,E,ROSEBUD-LOTT ISD
'073905001,ROSEBUD-LOTT H S,'12,N,R,NQ,NQ,N,'073,FALLS,,,'09 - 12,S,ROSEBUD-LOTT ISD
'073905041,ROSEBUD-LOTT J H,'12,N,R,NA,NQ,N,'073,FALLS,,,'07 - 08,M,ROSEBUD-LOTT ISD
'076904002,HOBBS ALTER ED CO-OP,'14,N,1,PE,,N,'076,FISHER,,,'09 - 11,S,ROTAN ISD
'076904101,ROTAN EL,'14,N,E,NA,NQ,N,'076,FISHER,,,'EE - 04,E,ROTAN ISD
'076904001,ROTAN H S,'14,N,E,NQ,NQ,N,'076,FISHER,,,'09 - 12,S,ROTAN ISD
'076904041,ROTAN J H,'14,N,E,NA,RM,N,'076,FISHER,,,'05 - 08,M,ROTAN ISD
'246909109,ANDERSON MILL EL,'13,N,A,NA,R,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909118,BLUEBONNET EL,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'PK - 05,E,ROUND ROCK ISD
'246909114,BRUSHY CREEK EL,'13,N,R,NA,NQ,N,'246,WILLIAMSON,,,'KG - 05,E,ROUND ROCK ISD
'246909041,C D FULKES MIDDLE,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909044,CANYON VISTA MIDDLE,'13,N,E,NA,R,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909047,CEDAR VALLEY MIDDLE,'13,N,R,NA,NQ,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909043,CHISHOLM TRAIL MIDDLE,'13,N,A,NQ,NQ,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909101,CLAUDE BERKMAN EL,'13,N,A,NA,R,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909107,DEEP WOOD EL,'13,N,E,NA,R,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909045,DEERPARK MIDDLE,'13,N,E,NA,R,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909119,DOUBLE FILE TRAIL EL,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909006,ESPERANZA TREATMENT CTR,'13,N,N,NR,,N,'246,WILLIAMSON,,,'07 - 11,S,ROUND ROCK ISD
'246909123,FERN BLUFF EL,'13,N,E,NA,M,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909126,FOREST CREEK EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909108,FOREST NORTH EL,'13,N,R,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909121,GATTIS EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909128,GREAT OAKS EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909046,HOPEWELL MIDDLE,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909124,JOLLYVILLE EL,'13,N,R,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909116,LAUREL MOUNTAIN EL,'13,N,E,NA,R,N,'246,WILLIAMSON,,,'KG - 05,E,ROUND ROCK ISD
'246909120,LIVE OAK EL,'13,N,R,NA,R,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909004,MCNEIL H S,'13,N,R,NQ,NQ,N,'246,WILLIAMSON,,,'09 - 12,S,ROUND ROCK ISD
'246909042,NOEL GRISHAM MIDDLE,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'06 - 08,M,ROUND ROCK ISD
'246909110,NORTH OAKS EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909122,OLD TOWN EL,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909117,POND SPRINGS EL,'13,N,R,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909113,PURPLE SAGE EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909001,ROUND ROCK H S,'13,N,A,NQ,NQ,N,'246,WILLIAMSON,,,'09 - 12,S,ROUND ROCK ISD
'246909002,ROUND ROCK OPPORT CTR,'13,N,1,PE,,N,'246,WILLIAMSON,,,'06 - 12,B,ROUND ROCK ISD
'246909105,SPICEWOOD EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909111,VIC ROBERTSON EL,'13,N,A,NA,R,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909115,WELLS BRANCH EL,'13,N,A,NA,R,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'246909003,WESTWOOD H S,'13,N,E,AC,R,N,'246,WILLIAMSON,,,'09 - 12,S,ROUND ROCK ISD
'246909106,XENIA VOIGT EL,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'EE - 05,E,ROUND ROCK ISD
'075908001,CARMINE H S,'13,N,E,NQ,NQ,N,'075,FAYETTE,,,'07 - 12,S,ROUND TOP-CARMINE ISD
'075908101,ROUND TOP EL,'13,N,R,NA,NQ,N,'075,FAYETTE,,,'EE - 06,E,ROUND TOP-CARMINE ISD
'139908101,ROXTON EL,'08,N,L,NA,NE,N,'139,LAMAR,,,'EE - 05,E,ROXTON ISD
'139908001,ROXTON H S,'08,N,A,NQ,NQ,N,'139,LAMAR,,,'09 - 12,S,ROXTON ISD
'139908102,ROXTON J H,'08,N,A,NA,NQ,N,'139,LAMAR,,,'06 - 08,M,ROXTON ISD
'237905101,ROYAL ECH,'04,N,N,NR,,N,'237,WALLER,,,'EE - KG,E,ROYAL ISD
'237905002,ROYAL H S,'04,N,A,NQ,NQ,N,'237,WALLER,,,'09 - 12,S,ROYAL ISD
'237905102,ROYAL INT,'04,N,A,NA,NQ,N,'237,WALLER,,,'03 - 05,E,ROYAL ISD
'237905041,ROYAL MIDDLE,'04,N,A,NA,NQ,N,'237,WALLER,,,'06 - 08,M,ROYAL ISD
'237905103,ROYAL PRI,'04,N,A,NA,NQ,N,'237,WALLER,'237905102,ROYAL INT,'01 - 02,E,ROYAL ISD
'199902103,H H BROWNING PRI,'10,N,A,NA,M,N,'199,ROCKWALL,'199902102,ROYSE CITY EL,'EE - 02,E,ROYSE CITY ISD
'199902102,ROYSE CITY EL,'10,N,A,NA,M,N,'199,ROCKWALL,,,'PK - 05,E,ROYSE CITY ISD
'199902002,ROYSE CITY H S,'10,N,R,NQ,NQ,N,'199,ROCKWALL,,,'09 - 12,S,ROYSE CITY ISD
'199902041,ROYSE CITY MIDDLE,'10,N,R,NA,NQ,N,'199,ROCKWALL,,,'06 - 08,M,ROYSE CITY ISD
'104903001,RULE SCHOOL,'14,N,R,AC,R,N,'104,HASKELL,,,'EE - 12,B,RULE ISD
'128903101,RUNGE EL,'03,N,A,NA,NQ,N,'128,KARNES,,,'PK - 06,E,RUNGE ISD
'128903001,RUNGE H S,'03,N,A,NQ,NQ,N,'128,KARNES,,,'07 - 12,S,RUNGE ISD
'037907102,RUSK EL,'07,N,A,NA,NQ,N,'037,CHEROKEE,,,'03 - 05,E,RUSK ISD
'037907002,RUSK H S,'07,N,A,NQ,NQ,N,'037,CHEROKEE,,,'09 - 12,S,RUSK ISD
'037907041,RUSK J H,'07,N,A,NA,NQ,N,'037,CHEROKEE,,,'06 - 08,M,RUSK ISD
'037907103,RUSK PRI,'07,N,A,NA,NQ,N,'037,CHEROKEE,'037907102,RUSK EL,'EE - 02,E,RUSK ISD
'091914101,S AND S CONS EL,'10,N,E,NA,NQ,N,'091,GRAYSON,,,'EE - 04,E,S AND S CONS ISD
'091914001,S AND S CONS H S,'10,N,R,NQ,NQ,N,'091,GRAYSON,,,'09 - 12,S,S AND S CONS ISD
'091914041,S AND S CONS MIDDLE,'10,N,E,NA,RM,N,'091,GRAYSON,,,'05 - 08,M,S AND S CONS ISD
'232902101,SABINAL EL,'20,N,A,NA,NQ,N,'232,UVALDE,,,'EE - 06,E,SABINAL ISD
'232902001,SABINAL H S,'20,N,A,NQ,NQ,N,'232,UVALDE,,,'09 - 12,S,SABINAL ISD
'232902041,SABINAL J H,'20,N,A,NA,NQ,N,'232,UVALDE,,,'07 - 08,M,SABINAL ISD
'092906102,SABINE EL,'07,N,R,NA,NQ,N,'092,GREGG,,,'EE - 05,E,SABINE ISD
'092906002,SABINE H S,'07,N,R,NQ,NQ,N,'092,GREGG,,,'09 - 12,S,SABINE ISD
'092906041,SABINE MIDDLE,'07,N,R,NA,NQ,N,'092,GREGG,,,'06 - 08,M,SABINE ISD
'123913001,SABINE PASS SCHOOL,'05,N,R,NQ,NQ,N,'123,JEFFERSON,,,'EE - 12,B,SABINE PASS ISD
'169911101,SAINT JO EL,'09,N,E,NA,NQ,N,'169,MONTAGUE,,,'EE - 06,E,SAINT JO ISD
'169911001,SAINT JO H S,'09,N,E,NQ,NQ,N,'169,MONTAGUE,,,'07 - 12,S,SAINT JO ISD
'014908001,SALADO H S,'12,N,E,NQ,NQ,N,'014,BELL,,,'07 - 12,S,SALADO ISD
'014908101,THOMAS ARNOLD EL,'12,N,A,NA,NQ,N,'014,BELL,,,'PK - 06,E,SALADO ISD
'112909001,SALTILLO SCHOOL,'08,N,R,NQ,RM,N,'112,HOPKINS,,,'PK - 12,B,SALTILLO ISD
'074917001,RAYBURN H S,'10,N,R,NQ,R,N,'074,FANNIN,,,'07 - 12,S,SAM RAYBURN ISD
'074917101,SAM RAYBURN EL,'10,N,A,NA,NQ,N,'074,FANNIN,,,'EE - 06,E,SAM RAYBURN ISD
'044904001,SAMNORWOOD SCHOOL,'16,N,E,NQ,NQ,N,'044,COLLINGSWORTH,,,'KG - 12,B,SAMNORWOOD ISD
'226903101,ALTA LOMA EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'EE - 06,E,SAN ANGELO ISD
'226903102,AUSTIN EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'EE - 06,E,SAN ANGELO ISD
'226903103,BELAIRE EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903104,BLACKSHEAR EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'KG - 06,E,SAN ANGELO ISD
'226903122,BONHAM EL,'15,N,E,NA,NQ,N,'226,TOM GREEN,,,'KG - 06,E,SAN ANGELO ISD
'226903105,BOWIE EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'EE - 06,E,SAN ANGELO ISD
'226903106,BRADFORD EL,'15,N,R,NA,R,N,'226,TOM GREEN,,,'EE - 06,E,SAN ANGELO ISD
'226903195,C B P,'15,N,N,NR,,N,'226,TOM GREEN,,,'11 - 11,S,SAN ANGELO ISD
'226903038,CARVER ALTER LRN CTR,'15,N,1,PE,,N,'226,TOM GREEN,,,'05 - 12,B,SAN ANGELO ISD
'226903001,CENTRAL H S,'15,N,L,NE,NE,N,'226,TOM GREEN,,,'09 - 12,S,SAN ANGELO ISD
'226903108,CROCKETT EL,'15,N,E,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903109,DAY EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'PK - 05,E,SAN ANGELO ISD
'226903041,EDISON J H,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'07 - 09,M,SAN ANGELO ISD
'226903110,FANNIN EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903111,FT CONCHO EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903112,GLENMORE EL,'15,N,E,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903042,GLENN J H,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'07 - 09,M,SAN ANGELO ISD
'226903113,GOLIAD EL,'15,N,E,NA,M,N,'226,TOM GREEN,,,'PK - 05,E,SAN ANGELO ISD
'226903114,HOLIMAN EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'KG - 05,E,SAN ANGELO ISD
'226903002,LAKE VIEW H S,'15,N,A,NQ,NQ,N,'226,TOM GREEN,,,'09 - 12,S,SAN ANGELO ISD
'226903043,LEE J H,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'07 - 09,M,SAN ANGELO ISD
'226903044,LINCOLN J H,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'06 - 08,M,SAN ANGELO ISD
'226903115,MCGILL EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903040,PAYS ALTER SCH,'15,N,1,PE,,N,'226,TOM GREEN,,,'09 - 12,S,SAN ANGELO ISD
'226903116,REAGAN EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903117,RIO VISTA EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903118,SAM HOUSTON EL,'15,N,R,NA,NQ,N,'226,TOM GREEN,,,'EE - 04,E,SAN ANGELO ISD
'226903119,SAN JACINTO EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'226903120,SANTA RITA EL,'15,N,A,NA,NQ,N,'226,TOM GREEN,,,'EE - 06,E,SAN ANGELO ISD
'226903121,TRAVIS EL,'15,N,E,NA,M,N,'226,TOM GREEN,,,'PK - 06,E,SAN ANGELO ISD
'015907014,ADELANTE ACAD,'20,N,1,PE,,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907117,AGNES COTTON EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907010,ALAMO ACHIEVEMENT CTR,'20,N,N,NR,,N,'015,BEXAR,,,'06 - 12,B,SAN ANTONIO ISD
'015907101,ARNOLD EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907105,BASKIN EL,'20,N,E,NA,R,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907106,BEACON HILL EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907107,BONHAM EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907147,BOWDEN EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907191,BOYS TOWN,'20,N,N,NR,,N,'015,BEXAR,,,'05 - 10,B,SAN ANTONIO ISD
'015907001,BRACKENRIDGE H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907111,BREWER EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907112,BRISCOE EL,'20,N,E,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907002,BURBANK H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907114,CAMERON EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907115,CARVAJAL EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907103,CHARLES C BALL EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907129,CHARLES GRAEBNER EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907020,CHILDREN'S COMPREHENSIVE SERV,'20,N,N,NR,,N,'015,BEXAR,,,'06 - 11,B,SAN ANTONIO ISD
'015907201,CHILDREN'S SHELTER,'20,N,N,NR,,N,'015,BEXAR,,,'KG - 04,E,SAN ANTONIO ISD
'015907116,COLLINS GARDEN EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907041,CONNELL MIDDLE,'20,N,L,NA,NE,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907042,COOPER MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907104,DAVID BARKLEY EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907118,DAVID CROCKETT EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907113,DAVID G BURNET EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907043,DAVIS MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907121,DE ZAVALA EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907153,DORIE MILLER EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907119,DOUGLASS EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'03 - 05,E,SAN ANTONIO ISD
'015907003,EDISON H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907141,ELOISE JAPHET EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907123,FENWICK EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907125,FOSTER EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907004,FOX TECHNICAL H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907126,FRANKLIN EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907127,GATES EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907143,GEORGE E KELLY EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907180,GONZALES ACHIEVEMENT CTR,'20,N,N,NR,,N,'015,BEXAR,,,'02 - 05,E,SAN ANTONIO ISD
'015907017,GOOD SAM CTR,'20,N,N,NR,,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907047,HARRIS MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907179,HAWTHORNE EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907182,HEALY-MURPHY,'20,N,2,PE,,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907109,HENRY CARROLL EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907132,HERFF EL,'20,N,A,NA,NQ,N,'015,BEXAR,'015907119,DOUGLASS EL,'PK - 02,E,SAN ANTONIO ISD
'015907134,HIGHLAND HILLS EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907135,HIGHLAND PARK EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907005,HIGHLANDS H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907136,HILLCREST EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907137,HIRSCH EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907183,HOMEBOUND,'20,N,N,NR,,N,'015,BEXAR,,,'EE - 12,B,SAN ANTONIO ISD
'015907006,HOUSTON H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907139,HUPPERTZ EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907049,IRVING MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907110,J T BRACKENRIDGE EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907108,JAMES BOWIE EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907007,JEFFERSON H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907195,JUVENILE DETENT CTR,'20,N,N,NR,,N,'015,BEXAR,,,'05 - 12,B,SAN ANTONIO ISD
'015907146,LAMAR EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907008,LANIER H S,'20,N,A,NQ,NQ,N,'015,BEXAR,,,'09 - 12,S,SAN ANTONIO ISD
'015907050,LONGFELLOW MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907051,LOWELL MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907056,M L KING MIDDLE,'20,N,A,NA,NE,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907148,MADISON EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907052,MANN MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,SAN ANTONIO ISD
'015907149,MARGIL EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907150,MAVERICK EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907124,MURIEL FORBES EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,SAN ANTONIO ISD
'015907009,NAVARRO ACHIEVEMENT CTR,'20,N,N,NR,,N,'015,BEXAR,,,'06 - 12,B,SAN ANTONIO ISD
'015907155,NEAL EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
'015907156,NELSON EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,SAN ANTONIO ISD
