CAMPUS,CAMPNAME,REGION,CFLCHART,C_RATING,CSUPRATE,CIADDACK,CFLYRE,COUNTY,CNTYNAME,PAIRCAMP,PAIRNAME,GRDSPAN,GRDTYPE,DISTNAME
'085902041,POST MIDDLE,'17,N,R,NA,NQ,N,'085,GARZA,,,'06 - 08,M,POST ISD
'007906002,A C E S,'20,N,2,PE,,N,'007,ATASCOSA,,,'07 - 12,S,POTEET ISD
'007906003,ATASCOSA CO JUVENILE UNIT,'20,N,N,NR,,N,'007,ATASCOSA,,,'07 - 07,M,POTEET ISD
'007906101,POTEET EL,'20,N,A,NA,NQ,N,'007,ATASCOSA,,,'EE - 05,E,POTEET ISD
'007906001,POTEET H S,'20,N,A,NQ,NQ,N,'007,ATASCOSA,,,'09 - 12,S,POTEET ISD
'007906041,POTEET J H,'20,N,A,NA,NQ,N,'007,ATASCOSA,,,'06 - 08,M,POTEET ISD
'247904101,POTH EL,'20,N,R,NA,NQ,N,'247,WILSON,,,'KG - 05,E,POTH ISD
'247904001,POTH H S,'20,N,E,NQ,NQ,N,'247,WILSON,,,'09 - 12,S,POTH ISD
'247904041,POTH J H,'20,N,A,NA,NQ,N,'247,WILSON,,,'06 - 08,M,POTH ISD
'091913101,POTTSBORO EL,'10,N,A,NA,NQ,N,'091,GRAYSON,,,'EE - 04,E,POTTSBORO ISD
'091913001,POTTSBORO H S,'10,N,A,NQ,NQ,N,'091,GRAYSON,,,'09 - 12,S,POTTSBORO ISD
'091913041,POTTSBORO MIDDLE,'10,N,R,NA,R,N,'091,GRAYSON,,,'05 - 08,M,POTTSBORO ISD
'028906001,PRAIRIE LEA SCHOOL,'13,N,A,NQ,NQ,N,'028,CALDWELL,,,'EE - 12,B,PRAIRIE LEA ISD
'169909101,PRAIRIE VALLEY EL,'09,N,R,NA,M,N,'169,MONTAGUE,,,'KG - 06,E,PRAIRIE VALLEY ISD
'169909001,PRAIRIE VALLEY H S,'09,N,E,NQ,NQ,N,'169,MONTAGUE,,,'07 - 12,S,PRAIRIE VALLEY ISD
'139912101,BLOSSOM EL,'08,N,R,NA,NQ,N,'139,LAMAR,,,'KG - 08,E,PRAIRILAND ISD
'139912102,DEPORT EL,'08,N,A,NA,NQ,N,'139,LAMAR,,,'EE - 08,E,PRAIRILAND ISD
'139912001,PRAIRILAND H S,'08,N,R,NQ,NQ,N,'139,LAMAR,,,'09 - 12,S,PRAIRILAND ISD
'125905101,PREMONT CENTRAL EL,'02,N,L,NA,NE,N,'125,JIM WELLS,,,'PK - 04,E,PREMONT ISD
'125905001,PREMONT H S,'02,N,A,NQ,NQ,N,'125,JIM WELLS,,,'09 - 12,S,PREMONT ISD
'125905041,PREMONT J H,'02,N,A,NA,NQ,N,'125,JIM WELLS,,,'05 - 08,M,PREMONT ISD
'189902102,CANDELARIA EL,'18,N,A,NA,NQ,N,'189,PRESIDIO,,,'PK - 08,E,PRESIDIO ISD
'189902041,FRANCO MIDDLE,'18,N,A,NA,NQ,N,'189,PRESIDIO,,,'06 - 08,M,PRESIDIO ISD
'189902101,PRESIDIO EL,'18,N,A,NA,NQ,N,'189,PRESIDIO,,,'PK - 05,E,PRESIDIO ISD
'189902001,PRESIDIO H S,'18,N,A,NQ,NQ,N,'189,PRESIDIO,,,'09 - 12,S,PRESIDIO ISD
'167904001,PRIDDY SCHOOL,'12,N,R,NQ,NQ,N,'167,MILLS,,,'KG - 12,B,PRIDDY ISD
'043911041,CLARK MIDDLE,'10,N,A,NA,NQ,N,'043,COLLIN,,,'05 - 08,M,PRINCETON ISD
'043911101,PRINCETON EL,'10,N,R,NA,NQ,N,'043,COLLIN,,,'EE - 04,E,PRINCETON ISD
'043911001,PRINCETON H S,'10,N,A,NQ,NQ,N,'043,COLLIN,,,'09 - 12,S,PRINCETON ISD
'098903101,PRINGLE-MORSE EL-J H,'16,N,E,NA,NQ,N,'098,HANSFORD,,,'PK - 08,E,PRINGLE-MORSE CONS ISD
'108910002,MULTI ALTER,'01,N,1,PE,,N,'108,HIDALGO,,,'09 - 10,S,PROGRESO ISD
'108910101,PROGRESO EL,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'03 - 05,E,PROGRESO ISD
'108910001,PROGRESO H S,'01,N,A,NQ,NQ,N,'108,HIDALGO,,,'09 - 12,S,PROGRESO ISD
'108910102,PROGRESO PRI,'01,N,A,NA,NQ,N,'108,HIDALGO,'108910101,PROGRESO ELEM,'EE - 02,E,PROGRESO ISD
'108910041,THOMPSON MIDDLE,'01,N,A,NA,NQ,N,'108,HIDALGO,,,'06 - 08,M,PROGRESO ISD
'043912101,PROSPER EL,'10,N,R,NA,R,N,'043,COLLIN,,,'PK - 05,E,PROSPER ISD
'043912001,PROSPER H S,'10,N,R,NQ,NQ,N,'043,COLLIN,,,'09 - 12,S,PROSPER ISD
'043912041,PROSPER J H,'10,N,R,NA,RM,N,'043,COLLIN,,,'06 - 08,M,PROSPER ISD
'099903001,QUANAH H S,'09,N,R,NQ,R,N,'099,HARDEMAN,,,'09 - 12,S,QUANAH ISD
'099903102,REAGAN EL,'09,N,A,NA,R,N,'099,HARDEMAN,,,'EE - 06,E,QUANAH ISD
'099903041,TRAVIS MIDDLE,'09,N,E,NA,NQ,N,'099,HARDEMAN,,,'07 - 08,M,QUANAH ISD
'034907101,J K HILEMAN EL,'08,N,A,NA,NQ,N,'034,CASS,,,'EE - 04,E,QUEEN CITY ISD
'034907041,MORRIS UPCHURCH MIDDLE,'08,N,A,NA,NQ,N,'034,CASS,,,'05 - 08,M,QUEEN CITY ISD
'034907001,QUEEN CITY H S,'08,N,R,NQ,NQ,N,'034,CASS,,,'09 - 12,S,QUEEN CITY ISD
'116908101,A E BUTLER INT,'10,N,A,NA,NQ,N,'116,HUNT,,,'04 - 05,E,QUINLAN ISD
'116908041,C B THOMPSON MIDDLE,'10,N,A,NA,NQ,N,'116,HUNT,,,'06 - 08,M,QUINLAN ISD
'116908102,D C CANNON EL,'10,N,R,NA,NQ,N,'116,HUNT,,A.E. BUTLER INT.,'01 - 03,E,QUINLAN ISD
'116908001,FORD H S,'10,N,A,NQ,NQ,N,'116,HUNT,,,'09 - 12,S,QUINLAN ISD
'116908103,QUINLAN KIND,'10,N,N,NR,,N,'116,HUNT,,,'EE - KG,E,QUINLAN ISD
'250904101,QUITMAN EL,'07,N,A,NA,NQ,N,'250,WOOD,,,'PK - 06,E,QUITMAN ISD
'250904001,QUITMAN H S,'07,N,A,NQ,NQ,N,'250,WOOD,,,'09 - 12,S,QUITMAN ISD
'250904041,QUITMAN J H,'07,N,A,NA,NQ,N,'250,WOOD,,,'07 - 08,M,QUITMAN ISD
'250904102,SALESMANSHIP CLUB,'07,N,N,NR,,N,'250,WOOD,,,'06 - 12,B,QUITMAN ISD
'250904002,WOOD CO ALTER,'07,N,1,PE,,N,'250,WOOD,,,'07 - 12,S,QUITMAN ISD
'190903002,RAINS ALTER ED,'07,N,1,PE,,N,'190,RAINS,,,'09 - 12,S,RAINS ISD
'190903101,RAINS EL,'07,N,R,NA,R,N,'190,RAINS,,,'PK - 05,E,RAINS ISD
'190903001,RAINS H S,'07,N,R,NQ,NQ,N,'190,RAINS,,,'09 - 12,S,RAINS ISD
'190903041,RAINS J H,'07,N,E,NA,M,N,'190,RAINS,,,'06 - 08,M,RAINS ISD
'190903199,VAN ZANDT-RAINS CO-OP,'07,N,N,NR,,N,'190,RAINS,,,'12 - 12,S,RAINS ISD
'054903002,ALTER SCH,'17,N,1,PE,,N,'054,CROSBY,,,'09 - 12,S,RALLS ISD
'054903003,EAST PLAINS ED SSA,'17,N,N,NR,,N,'054,CROSBY,,,'EE - 11,B,RALLS ISD
'054903102,RALLS EL,'17,N,A,NA,NQ,N,'054,CROSBY,,,'PK - 05,E,RALLS ISD
'054903001,RALLS H S,'17,N,E,NQ,NQ,N,'054,CROSBY,,,'09 - 12,S,RALLS ISD
'054903041,RALLS MIDDLE,'17,N,A,NA,NQ,N,'054,CROSBY,,,'06 - 08,M,RALLS ISD
'066005101,RAMIREZ EL,'02,N,E,NA,NQ,N,'066,DUVAL,,,'PK - 04,E,RAMIREZ CSD
'015906101,RANDOLPH EL,'20,N,R,NA,R,N,'015,BEXAR,,,'EE - 05,E,RANDOLPH FIELD ISD
'015906001,RANDOLPH H S,'20,N,R,NQ,R,N,'015,BEXAR,,,'09 - 12,S,RANDOLPH FIELD ISD
'015906041,RANDOLPH MIDDLE,'20,N,E,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,RANDOLPH FIELD ISD
'067907101,RANGER EL,'14,N,E,NA,NQ,N,'067,EASTLAND,,,'EE - 06,E,RANGER ISD
'067907001,RANGER H S,'14,N,R,NQ,NQ,N,'067,EASTLAND,,,'07 - 12,S,RANGER ISD
'231902101,JAMES D GOSSETT EL,'18,N,A,NA,NQ,N,'231,UPTON,,,'PK - 06,E,RANKIN ISD
'231902001,RANKIN H S,'18,N,E,NQ,NQ,N,'231,UPTON,,,'07 - 12,S,RANKIN ISD
'101806041,SCHOOL FOR SUCCESS,'04,Y,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,RAUL YZAGUIRRE SCHOOL FOR SUCCESS
'245903041,MYRA GREEN J H,'01,N,A,NA,NQ,N,'245,WILLACY,,,'06 - 08,M,RAYMONDVILLE ISD
'245903102,PITTMAN PRI/INT,'01,N,A,NA,NQ,N,'245,WILLACY,,,'EE - 05,E,RAYMONDVILLE ISD
'245903001,RAYMONDVILLE H S,'01,N,A,NQ,NQ,N,'245,WILLACY,,,'09 - 12,S,RAYMONDVILLE ISD
'245903002,RAYMONDVILLE INSTRUCT CTR,'01,N,1,PE,,N,'245,WILLACY,,,'07 - 12,S,RAYMONDVILLE ISD
'245903105,SMITH EL,'01,N,A,NA,NQ,N,'245,WILLACY,,,'EE - 05,E,RAYMONDVILLE ISD
'192901101,REAGAN COUNTY EL,'18,N,A,NA,NQ,N,'192,REAGAN,,,'EE - 08,E,REAGAN COUNTY ISD
'192901001,REAGAN COUNTY H S,'18,N,R,NQ,NQ,N,'192,REAGAN,,,'09 - 12,S,REAGAN COUNTY ISD
'192901041,REAGAN COUNTY MIDDLE,'18,N,R,NA,NQ,N,'192,REAGAN,,,'06 - 08,M,REAGAN COUNTY ISD
'019911101,RED LICK EL,'08,N,R,NA,NQ,N,'019,BOWIE,,,'EE - 05,E,RED LICK ISD
'019911041,RED LICK MIDDLE,'08,N,E,NA,NQ,N,'019,BOWIE,,,'06 - 08,M,RED LICK ISD
'070911103,EASTRIDGE EL,'10,N,R,NA,NQ,N,'070,ELLIS,,,'KG - 05,E,RED OAK ISD
'070911101,RED OAK EL,'10,N,R,NA,NQ,N,'070,ELLIS,,,'EE - 05,E,RED OAK ISD
'070911001,RED OAK H S,'10,N,R,NQ,R,N,'070,ELLIS,,,'09 - 12,S,RED OAK ISD
'070911104,RED OAK INT,'10,N,E,NA,NQ,N,'070,ELLIS,,,'06 - 06,M,RED OAK ISD
'070911041,RED OAK J H,'10,N,A,NA,NQ,N,'070,ELLIS,,,'07 - 08,M,RED OAK ISD
'070911105,SHIELDS EL,'10,N,E,NA,NQ,N,'070,ELLIS,,,'KG - 05,E,RED OAK ISD
'070911102,WOODEN EL,'10,N,R,NA,NQ,N,'070,ELLIS,,,'KG - 05,E,RED OAK ISD
'019906101,REDWATER EL,'08,N,R,NA,NQ,N,'019,BOWIE,,,'EE - 04,E,REDWATER ISD
'019906001,REDWATER H S,'08,N,E,NQ,NQ,N,'019,BOWIE,,,'09 - 12,S,REDWATER ISD
'019906041,REDWATER J H,'08,N,R,NA,NQ,N,'019,BOWIE,,,'05 - 08,M,REDWATER ISD
'196903001,REFUGIO H S,'03,N,R,NQ,R,N,'196,REFUGIO,,,'09 - 12,S,REFUGIO ISD
'196903041,REFUGIO MIDDLE,'03,N,A,NA,NQ,N,'196,REFUGIO,,,'04 - 08,M,REFUGIO ISD
'196903103,STRICKLIN PRI,'03,N,R,NA,NQ,N,'196,REFUGIO,,REFUGIO MS.,'EE - 03,E,REFUGIO ISD
'057801001,RENAISSANCE CHARTER H S,'10,Y,A,NA,NQ,N,'057,DALLAS,,,'07 - 11,S,RENAISSANCE CHARTER SCHOOL
'137902101,RICARDO EL,'02,N,A,NA,NQ,N,'137,KLEBERG,,,'PK - 05,E,RICARDO ISD
'137902041,RICARDO MIDDLE,'02,N,A,NA,NQ,N,'137,KLEBERG,,,'06 - 08,M,RICARDO ISD
'045903041,EAGLE LAKE MIDDLE,'03,N,A,NA,NQ,N,'045,COLORADO,,,'04 - 08,M,RICE CONS ISD
'045903101,EAGLE LAKE PRI,'03,N,A,NA,NQ,N,'045,COLORADO,,EAGLE LAKE MIDDLE,'EE - 03,E,RICE CONS ISD
'045903103,GARWOOD EL,'03,N,R,NA,NQ,N,'045,COLORADO,,,'PK - 08,E,RICE CONS ISD
'045903001,RICE H S,'03,N,A,NQ,NQ,N,'045,COLORADO,,,'09 - 12,S,RICE CONS ISD
'045903102,SHERIDAN EL,'03,N,E,NA,NQ,N,'045,COLORADO,,,'KG - 08,E,RICE CONS ISD
'175911101,RICE EL,'12,N,R,NA,NQ,N,'175,NAVARRO,,,'EE - 10,B,RICE ISD
'093905101,RICHARDS EL,'06,N,R,NA,NQ,N,'093,GRIMES,,,'KG - 06,E,RICHARDS ISD
'093905001,RICHARDS H S,'06,N,A,NQ,NQ,N,'093,GRIMES,,,'07 - 12,S,RICHARDS ISD
'057916135,AIKIN EL,'10,N,A,NA,R,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916006,ALTER LEARNING CTR,'10,N,N,NR,,N,'057,DALLAS,,,'02 - 12,B,RICHARDSON ISD
'057916050,APOLLO J H,'10,N,R,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916101,ARAPAHO EL,'10,N,E,NA,M,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916005,BERKNER H S,'10,N,A,NQ,R,N,'057,DALLAS,,,'09 - 12,S,RICHARDSON ISD
'057916133,BIG SPRINGS EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916122,BOWIE EL,'10,N,E,NA,R,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916128,BRENTFIELD EL,'10,N,E,NA,R,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916102,CANYON CREEK EL,'10,N,E,NA,M,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916141,CLASSICAL MAGNET,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916127,DARTMOUTH EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916119,DOBIE PRI,'10,N,A,NA,NQ,N,'057,DALLAS,'057916137,RISD ACADEMY,'PK - 01,E,RICHARDSON ISD
'057916103,DOVER EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916047,FOREST MEADOW J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916120,FORESTRIDGE EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916104,GREENWOOD HILLS EL,'10,N,E,NA,R,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916105,HAMILTON PARK PACESETTER MAGNET,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916129,JESS HARBEN EL,'10,N,R,NA,M,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916107,LAKE HIGHLANDS EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916002,LAKE HIGHLANDS H S,'10,N,A,NQ,R,N,'057,DALLAS,,,'09 - 12,S,RICHARDSON ISD
'057916042,LAKE HIGHLANDS J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916049,LIBERTY J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916115,MARK TWAIN EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916142,"MATH, SCIENCE, TECH MAGNET",'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916134,MERRIMAN PARK EL,'10,N,A,NA,M,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916108,MOHAWK EL,'10,N,E,NA,M,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916132,MOSS HAVEN EL,'10,N,A,NA,RM,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916121,NORTHLAKE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916109,NORTHRICH EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916110,NORTHWOOD HILLS EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916106,O HENRY EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916008,P A S S LEARNING CTR,'10,N,N,NR,,N,'057,DALLAS,,,'08 - 08,M,RICHARDSON ISD
'057916051,PARKHILL J H,'10,N,E,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916004,PEARCE H S,'10,N,R,AC,NQ,N,'057,DALLAS,,,'09 - 12,S,RICHARDSON ISD
'057916123,PRAIRIE CREEK EL,'10,N,E,NA,R,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916125,PRESTONWOOD EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916003,RICHARDSON H S,'10,N,A,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,RICHARDSON ISD
'057916111,RICHARDSON HEIGHTS EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916043,RICHARDSON J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916045,RICHARDSON NORTH J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916112,RICHARDSON TERRACE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916044,RICHARDSON WEST J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916130,RICHLAND EL,'10,N,R,NA,M,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916137,RISD ACAD,'10,N,A,NA,NQ,N,'057,DALLAS,,,'02 - 06,E,RICHARDSON ISD
'057916126,SKYVIEW EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916118,SPRING CREEK EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916113,SPRING VALLEY EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916124,SPRINGRIDGE EL,'10,N,R,NA,RM,N,'057,DALLAS,,,'PK - 06,E,RICHARDSON ISD
'057916114,STULTS ROAD EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,RICHARDSON ISD
'057916116,WALLACE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916048,WESTWOOD J H,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 09,M,RICHARDSON ISD
'057916117,WHITE ROCK EL,'10,N,A,NA,RM,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'057916131,YALE EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,RICHARDSON ISD
'206902001,RICHLAND SPRINGS SCHOOL,'15,N,A,NQ,NQ,N,'206,SAN SABA,,,'KG - 12,B,RICHLAND SPRINGS ISD
'161912001,RIESEL SCHOOL,'12,N,R,NQ,NQ,N,'161,MCLENNAN,,,'EE - 12,B,RIESEL ISD
'214901002,COMMUNITY BASED ALTER,'01,N,1,PE,,N,'214,STARR,,,'07 - 12,S,RIO GRANDE CITY ISD
'214901102,GRULLA EL,'01,N,A,NA,NQ,N,'214,STARR,,,'PK - 05,E,RIO GRANDE CITY ISD
'214901041,GRULLA MIDDLE,'01,N,A,NA,NQ,N,'214,STARR,,,'06 - 12,B,RIO GRANDE CITY ISD
'214901200,IMMACULATE CONCEPTION SCH,'01,N,N,NR,,N,'214,STARR,,,'01 - 08,E,RIO GRANDE CITY ISD
'214901105,JOHN & OLIVE HINOJOSA EL,'01,N,R,NA,NQ,N,'214,STARR,,,'KG - 04,E,RIO GRANDE CITY ISD
'214901103,LA UNION EL,'01,N,A,NA,NQ,N,'214,STARR,,,'PK - 05,E,RIO GRANDE CITY ISD
'214901104,NORTH GRAMMAR EL,'01,N,A,NA,NQ,N,'214,STARR,,,'KG - 04,E,RIO GRANDE CITY ISD
'214901107,RINGGOLD EL,'01,N,R,NA,NQ,N,'214,STARR,,,'EE - 04,E,RIO GRANDE CITY ISD
'214901109,RINGGOLD FIFTH GR,'01,N,A,NA,NQ,N,'214,STARR,,,'05 - 05,E,RIO GRANDE CITY ISD
'214901042,RINGGOLD MIDDLE,'01,N,A,NA,NQ,N,'214,STARR,,,'06 - 08,M,RIO GRANDE CITY ISD
'214901001,RIO GRANDE CITY H S,'01,N,A,NQ,NQ,N,'214,STARR,,,'09 - 12,S,RIO GRANDE CITY ISD
'214901108,ROQUE GUERRA JR EL,'01,N,R,NA,NQ,N,'214,STARR,,,'KG - 04,E,RIO GRANDE CITY ISD
'214901043,THREE YEAR OLD MIGRANT,'01,N,N,NR,,N,'214,STARR,,,'EE - EE,E,RIO GRANDE CITY ISD
'031911102,RIO HONDO EL,'01,N,A,NA,NQ,N,'031,CAMERON,,RIO HONDO INT.,'EE - 03,E,RIO HONDO ISD
'031911001,RIO HONDO H S,'01,N,A,NQ,NQ,N,'031,CAMERON,,,'09 - 12,S,RIO HONDO ISD
'031911103,RIO HONDO INT,'01,N,A,NA,NQ,N,'031,CAMERON,,,'04 - 05,E,RIO HONDO ISD
'031911041,RIO HONDO J H,'01,N,A,NA,NQ,N,'031,CAMERON,,,'06 - 08,M,RIO HONDO ISD
'126907101,RIO VISTA EL,'11,N,A,NA,NQ,N,'126,JOHNSON,,,'EE - 04,E,RIO VISTA ISD
'126907001,RIO VISTA H S,'11,N,R,NQ,NQ,N,'126,JOHNSON,,,'09 - 12,S,RIO VISTA ISD
'126907041,RIO VISTA MIDDLE,'11,N,R,NA,NQ,N,'126,JOHNSON,,,'05 - 08,M,RIO VISTA ISD
'067908001,RISING STAR H S,'14,N,R,NQ,NQ,N,'067,EASTLAND,,,'07 - 12,S,RISING STAR ISD
'067908101,WARD EL,'14,N,R,NA,NQ,N,'067,EASTLAND,,,'EE - 06,E,RISING STAR ISD
'188902001,RIVER ROAD J H-H S,'16,N,A,NQ,NQ,N,'188,POTTER,,,'07 - 12,S,RIVER ROAD ISD
'188902101,ROLLING HILLS EL,'16,N,R,NA,NQ,N,'188,POTTER,,WILLOW VISTA EL,'EE - 03,E,RIVER ROAD ISD
'188902102,WILLOW VISTA EL,'16,N,R,NA,NQ,N,'188,POTTER,,,'04 - 06,E,RIVER ROAD ISD
'137903041,DE LA PAZ MIDDLE,'02,N,A,NA,M,N,'137,KLEBERG,,,'06 - 08,M,RIVIERA ISD
'137903001,KAUFER H S,'02,N,A,NQ,NQ,N,'137,KLEBERG,,,'09 - 12,S,RIVIERA ISD
'137903101,NANNY EL,'02,N,A,NA,NQ,N,'137,KLEBERG,,,'PK - 05,E,RIVIERA ISD
'041902195,C B P,'15,N,N,NR,,N,'041,COKE,,,'12 - 12,S,ROBERT LEE ISD
'041902002,FAIRVIEW ACCELERATED,'15,N,2,PE,,N,'041,COKE,,,'09 - 12,S,ROBERT LEE ISD
'041902150,MILES VOC TRAINING (MVT),'15,N,N,NR,,N,'041,COKE,,,'09 - 12,S,ROBERT LEE ISD
'041902101,ROBERT LEE EL,'15,N,E,NA,NQ,N,'041,COKE,,,'EE - 06,E,ROBERT LEE ISD
'041902001,ROBERT LEE H S,'15,N,E,NQ,NQ,N,'041,COKE,,,'07 - 12,S,ROBERT LEE ISD
'041902190,WALL SPECIAL PROG,'15,N,N,NR,,N,'041,COKE,,,'EE - EE,E,ROBERT LEE ISD
'161922102,ROBINSON EL,'12,N,R,NA,NQ,N,'161,MCLENNAN,,,'03 - 05,E,ROBINSON ISD
'161922001,ROBINSON H S,'12,N,R,NQ,NQ,N,'161,MCLENNAN,,,'09 - 12,S,ROBINSON ISD
'161922041,ROBINSON J H,'12,N,E,NA,NQ,N,'161,MCLENNAN,,,'07 - 08,M,ROBINSON ISD
'161922101,ROBINSON PRI,'12,N,R,NA,NQ,N,'161,MCLENNAN,'161922102,ROBINSON ELEMENTARY,'EE - 02,E,ROBINSON ISD
'161922103,ROSENTHAL EL,'12,N,E,NA,R,N,'161,MCLENNAN,,,'06 - 06,M,ROBINSON ISD
'178909003,ACADEMY FOR EXCELLENCE,'02,N,1,PE,,C,'178,NUECES,,,'03 - 11,B,ROBSTOWN ISD
'178909002,ALTER LRN CTR,'02,N,1,PE,,C,'178,NUECES,,,'08 - 12,S,ROBSTOWN ISD
'178909103,LOTSPEICH EL,'02,N,R,NA,NQ,C,'178,NUECES,,,'PK - 04,E,ROBSTOWN ISD
'178909104,MARTIN EL,'02,N,R,NA,NQ,C,'178,NUECES,,,'03 - 04,E,ROBSTOWN ISD
'178909001,ROBSTOWN H S,'02,N,A,NQ,NQ,N,'178,NUECES,,,'09 - 12,S,ROBSTOWN ISD
'178909105,SALAZAR EL,'02,N,R,NA,NQ,C,'178,NUECES,'178909104,MARTIN EL,'EE - 02,E,ROBSTOWN ISD
'178909101,SAN PEDRO EL,'02,N,A,NA,NQ,C,'178,NUECES,,,'PK - 04,E,ROBSTOWN ISD
'178909041,SEALE J H,'02,N,A,NA,NQ,C,'178,NUECES,,,'07 - 08,M,ROBSTOWN ISD
'178909042,SOLOMON P ORTIZ INT,'02,N,R,NA,NQ,C,'178,NUECES,,,'05 - 06,M,ROBSTOWN ISD
'076903101,ROBY EL,'14,N,E,NA,NQ,N,'076,FISHER,,,'EE - 08,E,ROBY CONS ISD
'076903001,ROBY H S,'14,N,A,AT,NQ,N,'076,FISHER,,,'09 - 12,S,ROBY CONS ISD
'160904001,ROCHELLE SCHOOL,'15,N,R,NQ,NQ,N,'160,MCCULLOCH,,,'KG - 12,B,ROCHELLE ISD
'104902001,ROCHESTER SCHOOL,'14,N,E,NQ,NQ,N,'104,HASKELL,,,'EE - 12,B,ROCHESTER ISD
'166904042,HASHEM JUVENILE JUSTICE CTR,'06,N,1,PE,,N,'166,MILAM,,,'05 - 11,B,ROCKDALE ISD
'166904101,ROCKDALE EL,'06,N,R,NA,M,N,'166,MILAM,,,'EE - 05,E,ROCKDALE ISD
'166904001,ROCKDALE H S,'06,N,E,NQ,R,N,'166,MILAM,,,'09 - 12,S,ROCKDALE ISD
'166904041,ROCKDALE J H,'06,N,A,NA,NQ,N,'166,MILAM,,,'06 - 08,M,ROCKDALE ISD
'069901101,ROCKSPRINGS EL,'15,N,A,NA,NQ,N,'069,EDWARDS,,,'EE - 08,E,ROCKSPRINGS ISD
