CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,REGION,PAIRCAMP,pairname
'158902102,WY,MARKHAM EL,N,MATAGORDA,'158,R,TIDEHAVEN ISD,'PK - 05,E,'03,,
'158902001,Z,TIDEHAVEN H S,N,MATAGORDA,'158,A,TIDEHAVEN ISD,'09 - 12,S,'03,,
'158902041,EWSX,TIDEHAVEN INT,N,MATAGORDA,'158,R,TIDEHAVEN ISD,'06 - 08,M,'03,,
'210905101,EM,TIMPSON EL,N,SHELBY,'210,R,TIMPSON ISD,'PK - 05,E,'07,,
'210905001,RVZ,TIMPSON H S,N,SHELBY,'210,A,TIMPSON ISD,'09 - 12,S,'07,,
'210905041,W,TIMPSON MIDDLE,N,SHELBY,'210,A,TIMPSON ISD,'06 - 08,M,'07,,
'091907101,ESX,TIOGA SCHOOL,N,GRAYSON,'091,A,TIOGA ISD,'EE - 08,E,'10,,
'111903101,EWMNX,TOLAR EL,N,HOOD,'111,R,TOLAR ISD,'EE - 05,E,'11,,
'111903001,AREWS,TOLAR H S,N,HOOD,'111,R,TOLAR ISD,'06 - 12,B,'11,,
'091918101,EWMNZ,TOM BEAN EL,N,GRAYSON,'091,R,TOM BEAN ISD,'KG - 05,E,'10,,
'091918001,VSX,TOM BEAN H S,N,GRAYSON,'091,R,TOM BEAN ISD,'09 - 12,S,'10,,
'091918041,EWS,TOM BEAN MIDDLE,N,GRAYSON,'091,R,TOM BEAN ISD,'06 - 08,M,'10,,
'101921106,ENZ,BECKENDORF INT,N,HARRIS,'101,R,TOMBALL ISD,'05 - 06,M,'04,,
'101921102,M,DECKER PRAIRIE EL,N,HARRIS,'101,R,TOMBALL ISD,'PK - 04,E,'04,,
'101921103,EM,LAKEWOOD EL,N,HARRIS,'101,E,TOMBALL ISD,'KG - 04,E,'04,,
'101921109,AEMZ,NORTHPOINTE INTERMEDIATE SCHOOL,N,HARRIS,'101,A,TOMBALL ISD,'05 - 06,M,'04,,
'101921110,X,ROSEHILL ELEMENTARY SCHOOL,N,HARRIS,'101,A,TOMBALL ISD,'EE - 04,E,'04,,
'101921108,,TOMBALL ELEMENTARY,N,HARRIS,'101,R,TOMBALL ISD,'EE - 04,E,'04,,
'101921001,S,TOMBALL H S,N,HARRIS,'101,A,TOMBALL ISD,'09 - 12,S,'04,,
'101921105,EMZ,TOMBALL INT,N,HARRIS,'101,A,TOMBALL ISD,'05 - 06,M,'04,,
'101921042,W,TOMBALL J H,N,HARRIS,'101,A,TOMBALL ISD,'07 - 08,M,'04,,
'101921003,,TOMBALL J J A E P CAMPUS,N,HARRIS,'101,X,TOMBALL ISD,'08 - 10,S,'04,,
'101921107,EMZ,WILLOW CREEK EL,N,HARRIS,'101,E,TOMBALL ISD,'EE - 04,E,'04,,
'101921043,W,WILLOW WOOD JUNIOR HIGH SCHOOL,N,HARRIS,'101,A,TOMBALL ISD,'07 - 08,M,'04,,
'071908101,E,TORNILLO ELEMENTARY,N,EL PASO,'071,E,TORNILLO ISD,'PK - 03,E,'19,,
'071908001,RX,TORNILLO H S,N,EL PASO,'071,A,TORNILLO ISD,'09 - 12,S,'19,,
'071908044,AY,TORNILLO INTERMEDIATE SCHOOL,N,EL PASO,'071,A,TORNILLO ISD,'04 - 06,E,'19,,
'071908041,AX,TORNILLO JH,N,EL PASO,'071,A,TORNILLO ISD,'07 - 08,M,'19,,
'014802001,,TRANSFORMATIVE CHARTER ACADEMY,Y,BELL,'014,1,TRANSFORMATIVE CHARTER ACADEMY,'09 - 12,S,'12,,
'220801001,DRES,TREETOPS SCHOOL INTERNATIONAL,Y,TARRANT,'220,A,TREETOPS SCHOOL INTERNATIONAL,'KG - 12,B,'11,,
'221905002,,CO-OP ALTER PROG,N,TAYLOR,'221,1,TRENT ISD,'10 - 10,S,'14,,
'221905001,AVEWSY,TRENT SCHOOL,N,TAYLOR,'221,R,TRENT ISD,'PK - 12,B,'14,,
'074912101,EMNY,TRENTON EL,N,FANNIN,'074,R,TRENTON ISD,'PK - 05,E,'10,,
'074912001,AUVEMSZ,TRENTON H S,N,FANNIN,'074,R,TRENTON ISD,'09 - 12,S,'10,,
'074912041,EWS,TRENTON MIDDLE SCHOOL,N,FANNIN,'074,A,TRENTON ISD,'06 - 08,M,'10,,
'107907001,W,TRINIDAD SCHOOL,N,HENDERSON,'107,A,TRINIDAD ISD,'PK - 12,B,'07,,
'057813101,A,TRINITY BASIN PREPARATORY,Y,DALLAS,'057,A,TRINITY BASIN PREPARATORY,'PK - 08,E,'10,,
'046802001,,TRINITY CHARTER SCHOOL,Y,COMAL,'046,1,TRINITY CHARTER SCHOOL,'05 - 11,B,'13,,
'046802002,,TRINITY CHARTER SCHOOL,Y,COMAL,'046,1,TRINITY CHARTER SCHOOL,'01 - 09,B,'13,,
'046802003,,TRINITY CHARTER SCHOOL,Y,COMAL,'046,1,TRINITY CHARTER SCHOOL,'02 - 11,B,'13,,
'046802004,,TRINITY CHARTER SCHOOL,Y,COMAL,'046,2,TRINITY CHARTER SCHOOL,'06 - 12,B,'13,,
'228903103,,LANSBERRY EL,N,TRINITY,'228,L,TRINITY ISD,'PK - 05,E,'06,,
'228903001,,TRINITY H S,N,TRINITY,'228,A,TRINITY ISD,'09 - 12,S,'06,,
'228903041,WSZ,TRINITY J H,N,TRINITY,'228,A,TRINITY ISD,'06 - 08,M,'06,,
'212904102,EWMN,TROUP EL,N,SMITH,'212,R,TROUP ISD,'PK - 05,E,'07,,
'212904002,DRVY,TROUP H S,N,SMITH,'212,R,TROUP ISD,'09 - 12,S,'07,,
'212904041,WS,TROUP MIDDLE,N,SMITH,'212,R,TROUP ISD,'06 - 08,M,'07,,
'014910103,,EDNA BIGHAM MAYS ELEMENTARY,N,BELL,'014,R,TROY ISD,'EE - 01,E,'12,'014910101,TROY ELEMENTARY
'014910101,WMN,TROY ELEMENTARY,N,BELL,'014,R,TROY ISD,'02 - 05,E,'12,,
'014910001,V,TROY HIGH SCHOOL,N,BELL,'014,A,TROY ISD,'09 - 12,S,'12,,
'014910042,,TROY J J A E P,N,BELL,'014,X,TROY ISD,'10 - 10,S,'12,,
'014910041,WS,TROY MIDDLE SCHOOL,N,BELL,'014,A,TROY ISD,'06 - 08,M,'12,,
'219903001,A,TULIA H S,N,SWISHER,'219,A,TULIA ISD,'09 - 12,S,'16,,
'219903101,,TULIA HIGHLAND EL,N,SWISHER,'219,R,TULIA ISD,'EE - 02,E,'16,'219903102,W V SWINBURN EL
'219903041,AW,TULIA J H,N,SWISHER,'219,A,TULIA ISD,'06 - 08,M,'16,,
'219903102,AEMX,W V SWINBURN EL,N,SWISHER,'219,R,TULIA ISD,'03 - 05,E,'16,,
'178912002,,TULOSO-MIDWAY ACADEMIC CAREER CEN,N,NUECES,'178,1,TULOSO-MIDWAY ISD,'09 - 12,S,'02,,
'178912001,SX,TULOSO-MIDWAY H S,N,NUECES,'178,A,TULOSO-MIDWAY ISD,'09 - 12,S,'02,,
'178912104,EM,TULOSO-MIDWAY INT,N,NUECES,'178,R,TULOSO-MIDWAY ISD,'03 - 05,E,'02,,
'178912041,W,TULOSO-MIDWAY MIDDLE,N,NUECES,'178,A,TULOSO-MIDWAY ISD,'06 - 08,M,'02,,
'178912101,,TULOSO-MIDWAY PRI,N,NUECES,'178,R,TULOSO-MIDWAY ISD,'EE - 02,E,'02,'178912104,TULOSO-MIDWAY INT
'096905001,RUVWZ,VALLEY SCHOOL,N,HALL,'096,A,TURKEY-QUITAQUE ISD,'PK - 12,B,'16,,
'101840102,,TWO DIMENSIONS AT CORSICANA,Y,HARRIS,'101,X,TWO DIMENSIONS PREPARATORY ACADEMY,'PK - 02,E,'04,,
'101840101,EZ,TWO DIMENSIONS PREPARATORY ACADEMY,Y,HARRIS,'101,A,TWO DIMENSIONS PREPARATORY ACADEMY,'PK - 05,E,'04,,
'101840103,E,TWO DIMENSIONS/VICKERY,Y,HARRIS,'101,E,TWO DIMENSIONS PREPARATORY ACADEMY,'PK - 03,E,'04,,
'212905007,,ALVIN V ANDERSON EDUCATIONAL COMP,N,SMITH,'212,1,TYLER ISD,'09 - 12,S,'07,,
'212905102,WMN,BELL EL,N,SMITH,'212,R,TYLER ISD,'KG - 05,E,'07,,
'212905103,,BIRDWELL EL,N,SMITH,'212,A,TYLER ISD,'EE - 05,E,'07,,
'212905104,WM,BONNER EL,N,SMITH,'212,A,TYLER ISD,'EE - 05,E,'07,,
'212905041,AY,BOULTER CREATIVE ARTS MAGNET SCHO,N,SMITH,'212,A,TYLER ISD,'06 - 08,M,'07,,
'212905110,AEWN,CALDWELL ELEMENTARY ARTS ACADEMY,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905106,WMNX,CLARKSTON EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905107,E,DIXIE EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905042,SX,DOGAN MIDDLE,N,SMITH,'212,A,TYLER ISD,'06 - 08,M,'07,,
'212905108,AWMZ,DOUGLAS EL,N,SMITH,'212,A,TYLER ISD,'PK - 05,E,'07,,
'212905111,WZ,GRIFFIN EL,N,SMITH,'212,A,TYLER ISD,'EE - 05,E,'07,,
'212905043,W,HOGG MIDDLE,N,SMITH,'212,A,TYLER ISD,'06 - 08,M,'07,,
'212905044,EWS,HUBBARD MIDDLE,N,SMITH,'212,A,TYLER ISD,'06 - 08,M,'07,,
'212905009,,JIM PLYLER INSTRUCTIONAL COMPLEX,N,SMITH,'212,X,TYLER ISD,'02 - 12,B,'07,,
'212905003,,JOHN TYLER H S,N,SMITH,'212,L,TYLER ISD,'09 - 12,S,'07,,
'212905112,MZ,JONES EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905045,AEW,MOORE MST MAGNET SCHOOL,N,SMITH,'212,R,TYLER ISD,'06 - 08,M,'07,,
'212905114,A,ORR EL,N,SMITH,'212,A,TYLER ISD,'PK - 05,E,'07,,
'212905109,EWMN,OWENS EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905115,,PEETE EL,N,SMITH,'212,A,TYLER ISD,'PK - 05,E,'07,,
'212905116,,RAMEY EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905117,WN,RICE EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905001,,ROBERT E LEE HIGH SCHOOL,N,SMITH,'212,A,TYLER ISD,'09 - 12,S,'07,,
'212905008,,SMITH CO J J A E P,N,SMITH,'212,X,TYLER ISD,'09 - 12,S,'07,,
'212905118,,ST LOUIS SP ED EL,N,SMITH,'212,X,TYLER ISD,'EE - 12,B,'07,,
'212905047,Y,STEWART MIDDLE SCHOOL,N,SMITH,'212,A,TYLER ISD,'06 - 08,M,'07,,
'212905101,W,T J AUSTIN EL,N,SMITH,'212,R,TYLER ISD,'EE - 05,E,'07,,
'212905119,W,WOODS EL,N,SMITH,'212,A,TYLER ISD,'PK - 05,E,'07,,
'230908101,EMY,UNION GROVE EL,N,UPSHUR,'230,R,UNION GROVE ISD,'PK - 06,E,'07,,
'230908001,ARVS,UNION GROVE H S,N,UPSHUR,'230,A,UNION GROVE ISD,'09 - 12,S,'07,,
'230908041,EWS,UNION GROVE J H,N,UPSHUR,'230,A,UNION GROVE ISD,'07 - 08,M,'07,,
'230904101,,SHARON A RICHARDSON EL,N,UPSHUR,'230,R,UNION HILL ISD,'PK - 05,E,'07,,
'230904001,VZ,UNION HILL H S,N,UPSHUR,'230,A,UNION HILL ISD,'06 - 12,B,'07,,
'240903053,AW,ANTONIO GONZALEZ MIDDLE SCHOOL,N,WEBB,'240,A,UNITED ISD,'06 - 08,M,'01,,
'240903131,EMN,BARBARA FASKEN ELEMENTARY,N,WEBB,'240,R,UNITED ISD,'EE - 05,E,'01,,
'240903128,A,BONNIE L GARCIA ELEMENTARY,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903120,M,CHARLES BORCHERS EL,N,WEBB,'240,R,UNITED ISD,'EE - 05,E,'01,,
'240903105,AEWM,CLARK EL,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903046,AEW,CLARK MIDDLE,N,WEBB,'240,A,UNITED ISD,'06 - 08,M,'01,,
'240903122,AM,COL SANTOS BENAVIDES EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903130,MN,DR MALAKOFF ELEMENTARY,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903112,AMNZ,FINLEY EL,N,WEBB,'240,R,UNITED ISD,'PK - 05,E,'01,,
'240903123,M,FRANKLIN D ROOSEVELT EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903045,AW,GEORGE WASHINGTON MIDDLE,N,WEBB,'240,A,UNITED ISD,'06 - 08,M,'01,,
'240903114,EWM,GUTIERREZ EL,N,WEBB,'240,R,UNITED ISD,'PK - 05,E,'01,,
'240903125,,HENRY CUELLAR ELEMENTARY,N,WEBB,'240,R,UNITED ISD,'PK - 05,E,'01,,
'240903003,ARV,JOHN B ALEXANDER H S,N,WEBB,'240,A,UNITED ISD,'09 - 12,S,'01,,
'240903127,W,JOHN W ARNDT ELEMENTARY,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903118,A,JUAREZ/LINCOLN EL,N,WEBB,'240,R,UNITED ISD,'PK - 05,E,'01,,
'240903124,Y,JUDITH ZAFFIRNI ELEMENTARY,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903126,MN,JULIA BIRD JONES MULLER ELEMENTAR,N,WEBB,'240,R,UNITED ISD,'EE - 05,E,'01,,
'240903006,,JUVENILLE JUSTICE ALTERNATIVE PRO,N,WEBB,'240,X,UNITED ISD,'07 - 12,S,'01,,
'240903117,AEWM,KAZEN EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903121,WM,KENNEDY ZAPATA EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903047,,LOS OBISPOS MIDDLE,N,WEBB,'240,A,UNITED ISD,'06 - 08,M,'01,,
'240903009,,LYNDON B JOHNSON,N,WEBB,'240,L,UNITED ISD,'09 - 12,S,'01,,
'240903116,AEWMN,MATIAS DE LLANO EL,N,WEBB,'240,R,UNITED ISD,'PK - 05,E,'01,,
'240903109,M,NEWMAN EL,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903103,EWM,NYE EL,N,WEBB,'240,R,UNITED ISD,'PK - 05,E,'01,,
'240903111,X,PEREZ EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903119,A,PRADA EL,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903129,A,RODOLFO C CENTENO ELEMENTARY,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903115,AM,RUIZ EL,N,WEBB,'240,A,UNITED ISD,'EE - 05,E,'01,,
'240903107,M,SALINAS EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903044,,SALVADOR GARCIA MIDDLE,N,WEBB,'240,L,UNITED ISD,'06 - 08,M,'01,,
'240903110,AEWMNX,TRAUTMANN EL,N,WEBB,'240,R,UNITED ISD,'EE - 05,E,'01,,
'240903048,AEWMZ,TRAUTMANN MIDDLE,N,WEBB,'240,R,UNITED ISD,'06 - 08,M,'01,,
'240903113,,UNITED D D HACHAR EL,N,WEBB,'240,A,UNITED ISD,'PK - 05,E,'01,,
'240903001,ARX,UNITED H S,N,WEBB,'240,A,UNITED ISD,'09 - 12,S,'01,,
'240903041,AEWS,UNITED MIDDLE,N,WEBB,'240,A,UNITED ISD,'06 - 08,M,'01,,
'240903002,PR,UNITED SOUTH H S,N,WEBB,'240,A,UNITED ISD,'09 - 12,S,'01,,
'240903043,AEWX,UNITED SOUTH MIDDLE,N,WEBB,'240,A,UNITED ISD,'06 - 08,M,'01,,
'240903004,,UNITED STEP ACADEMY,N,WEBB,'240,X,UNITED ISD,'06 - 12,B,'01,,
'057808101,,UNIVERSAL ACADEMY,Y,DALLAS,'057,A,UNIVERSAL ACADEMY,'PK - 12,B,'10,,
'057808102,AUVENS,UNIVERSAL ACADEMY - FLOWER MOUND,Y,DALLAS,'057,A,UNIVERSAL ACADEMY,'KG - 11,B,'10,,
'227806017,,ANNUNCIATION MATERNITY HOME,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'09 - 12,S,'13,,
'227806026,,BOYS AND GIRLS COUNTRY,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'06 - 12,B,'13,,
'227806021,,DEPELCHIN-ELKINS CAMPUS,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'01 - 11,B,'13,,
'227806029,,DEPELCHIN-RICHMOND,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'06 - 10,B,'13,,
'227806015,,GEORGE M KOMETZKY SCHOOL,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'KG - 07,E,'13,,
'227806030,,LAUREL RIDGE,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'KG - 12,B,'13,,
'227806007,,MERIDELL,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'KG - 12,B,'13,,
'227806025,,METHODIST CHILDREN'S HOME,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'07 - 12,S,'13,,
'227806010,,MIRACLE FARM,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'08 - 12,S,'13,,
'227806008,EWM,NATIONAL ELITE GYMNASTICS,Y,TRAVIS,'227,E,UNIVERSITY CHARTER SCHOOL,'02 - 08,E,'13,,
'227806009,,PATHFINDER CAMP,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'07 - 11,S,'13,,
'227806023,,PATHWAYS 3H CAMPUS,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'07 - 11,S,'13,,
'227806020,,PEGASUS CAMPUS,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'04 - 12,B,'13,,
'227806028,,SAN MARCOS TREATMENT CENTER,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'05 - 12,B,'13,,
'227806005,,SETTLEMENT HOME,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'03 - 11,B,'13,,
'227806022,,STAR RANCH CAMPUS,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'02 - 12,B,'13,,
'227806012,,T-CARE,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'08 - 11,S,'13,,
'227806027,,THE OAKS TREATMENT CENTER,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'02 - 12,B,'13,,
'227806024,,TNC CAMPUS (TEXAS NEUROREHABILITA,Y,TRAVIS,'227,1,UNIVERSITY CHARTER SCHOOL,'01 - 12,B,'13,,
'101807101,EMN,UNIV OF HOUSTON CHARTER SCH-TECH,Y,HARRIS,'101,R,UNIVERSITY OF HOUSTON CHARTER SCHO,'KG - 05,E,'04,,
'227819101,,UNIVERSITY OF TEXAS ELEMENTARY CH,Y,TRAVIS,'227,R,UNIVERSITY OF TEXAS ELEMENTARY CHA,'PK - 03,E,'13,,
'232904001,DCRVEWMSZ,UTOPIA SCHOOL,N,UVALDE,'232,R,UTOPIA ISD,'PK - 12,B,'20,,
'232903104,EWMX,ANTHON EL,N,UVALDE,'232,R,UVALDE CISD,'EE - 04,E,'20,,
'232903107,E,BATESVILLE EL,N,UVALDE,'232,A,UVALDE CISD,'PK - 04,E,'20,,
'232903045,,BATESVILLE MIDDLE,N,UVALDE,'232,L,UVALDE CISD,'05 - 08,M,'20,,
'232903101,EWMX,BENSON EL,N,UVALDE,'232,R,UVALDE CISD,'01 - 04,E,'20,,
'232903102,,DALTON EL,N,UVALDE,'232,X,UVALDE CISD,'EE - KG,E,'20,,
'232903002,,EXCEL ACADEMY,N,UVALDE,'232,1,UVALDE CISD,'09 - 12,S,'20,,
'232903109,EMY,FLORES EL,N,UVALDE,'232,A,UVALDE CISD,'05 - 06,M,'20,,
'232903103,M,ROBB EL,N,UVALDE,'232,R,UVALDE CISD,'01 - 04,E,'20,,
'232903001,,UVALDE H S,N,UVALDE,'232,A,UVALDE CISD,'09 - 12,S,'20,,
'232903044,,UVALDE J H,N,UVALDE,'232,L,UVALDE CISD,'07 - 08,M,'20,,
'122902001,ADRVEWN,VALENTINE SCHOOL,N,JEFF DAVIS,'122,A,VALENTINE ISD,'PK - 12,B,'18,,
'018904004,,MCLENNAN CO CHALLENGE ACADEMY,N,BOSQUE,'018,X,VALLEY MILLS ISD,'10 - 10,S,'12,,
'018904101,ENY,VALLEY MILLS EL,N,BOSQUE,'018,R,VALLEY MILLS ISD,'EE - 06,E,'12,,
'018904001,UVESY,VALLEY MILLS H S,N,BOSQUE,'018,R,VALLEY MILLS ISD,'09 - 12,S,'12,,
'018904041,EWS,VALLEY MILLS J H,N,BOSQUE,'018,R,VALLEY MILLS ISD,'07 - 08,M,'12,,
'049903101,AEWMX,VALLEY VIEW EL,N,COOKE,'049,E,VALLEY VIEW ISD,'EE - 04,E,'11,,
'108916102,AEWMN,VALLEY VIEW EL,N,HIDALGO,'108,E,VALLEY VIEW ISD,'EE - 05,E,'01,,
'049903001,AVSX,VALLEY VIEW HIGH SCHOOL,N,COOKE,'049,R,VALLEY VIEW ISD,'09 - 12,S,'11,,
'108916001,DRS,VALLEY VIEW HIGH SCHOOL,N,HIDALGO,'108,A,VALLEY VIEW ISD,'09 - 12,S,'01,,
'108916041,AEW,VALLEY VIEW J H,N,HIDALGO,'108,R,VALLEY VIEW ISD,'06 - 08,M,'01,,
'049903041,AEWS,VALLEY VIEW MIDDLE,N,COOKE,'049,A,VALLEY VIEW ISD,'05 - 08,M,'11,,
'108916103,AMN,VALLEY VIEW NORTH EL,N,HIDALGO,'108,R,VALLEY VIEW ISD,'KG - 05,E,'01,,
'108916104,AEMNY,WILBUR E LUCAS ELEMENTARY,N,HIDALGO,'108,E,VALLEY VIEW ISD,'PK - 05,E,'01,,
'091908101,EWMX,VAN ALSTYNE EL,N,GRAYSON,'091,R,VAN ALSTYNE ISD,'EE - 04,E,'10,,
'091908001,PUVEMSY,VAN ALSTYNE H S,N,GRAYSON,'091,R,VAN ALSTYNE ISD,'09 - 12,S,'10,,
'091908042,AEMNZ,VAN ALSTYNE INTERMEDIATE,N,GRAYSON,'091,R,VAN ALSTYNE ISD,'05 - 06,M,'10,,
'091908041,EWS,VAN ALSTYNE J H,N,GRAYSON,'091,R,VAN ALSTYNE ISD,'07 - 08,M,'10,,
'234906101,,RHODES EL,N,VAN ZANDT,'234,R,VAN ISD,'EE - 02,E,'07,'234906102,VAN INT
'234906001,,VAN H S,N,VAN ZANDT,'234,A,VAN ISD,'09 - 12,S,'07,,
'234906102,EMZ,VAN INT,N,VAN ZANDT,'234,R,VAN ISD,'03 - 05,E,'07,,
'234906041,EWSZ,VAN J H,N,VAN ZANDT,'234,R,VAN ISD,'06 - 08,M,'07,,
'158906103,MY,E RUDD INT,N,MATAGORDA,'158,R,VAN VLECK ISD,'04 - 05,E,'03,,
'158906003,,MATAGORDA CO ALTER,N,MATAGORDA,'158,X,VAN VLECK ISD,'06 - 09,M,'03,,
'158906041,EWS,O H HERMAN MIDDLE,N,MATAGORDA,'158,A,VAN VLECK ISD,'06 - 08,M,'03,,
'158906102,EM,VAN VLECK EL,N,MATAGORDA,'158,R,VAN VLECK ISD,'EE - 03,E,'03,,
'158906002,UVX,VAN VLECK H S,N,MATAGORDA,'158,A,VAN VLECK ISD,'09 - 12,S,'03,,
'108808101,AEMNY,VANGUARD ACADEMY,Y,HIDALGO,'108,R,VANGUARD ACADEMY,'PK - 06,E,'01,,
'101814103,Z,THE VARNETT SCHOOL - EAST,Y,HARRIS,'101,A,VARNETT CHARTER SCHOOL,'PK - 05,E,'04,,
'101814102,Z,THE VARNETT SCHOOL - NORTHEAST,Y,HARRIS,'101,A,VARNETT CHARTER SCHOOL,'PK - 05,E,'04,,
'101814101,EM,VARNETT CHARTER SCHOOL,Y,HARRIS,'101,R,VARNETT CHARTER SCHOOL,'PK - 05,E,'04,,
'180902101,EM,VEGA EL,N,OLDHAM,'180,R,VEGA ISD,'KG - 06,E,'16,,
'180902001,AVW,VEGA H S,N,OLDHAM,'180,R,VEGA ISD,'07 - 12,S,'16,,
'126908005,,JUVENILE JUSTICE ALTERNATIVE ED P,N,JOHNSON,'126,X,VENUS ISD,'09 - 09,S,'11,,
'126908004,,LEARNING CENTER,N,JOHNSON,'126,1,VENUS ISD,'08 - 12,S,'11,,
'126908101,Y,VENUS EL,N,JOHNSON,'126,A,VENUS ISD,'02 - 05,E,'11,,
'126908001,,VENUS H S,N,JOHNSON,'126,A,VENUS ISD,'09 - 12,S,'11,,
'126908041,,VENUS MIDDLE,N,JOHNSON,'126,A,VENUS ISD,'06 - 08,M,'11,,
'126908102,,VENUS PRIMARY,N,JOHNSON,'126,A,VENUS ISD,'EE - 01,E,'11,'126908101,VENUS EL
'226908002,,FAIRVIEW ACCELERATED,N,TOM GREEN,'226,1,VERIBEST ISD,'10 - 12,S,'15,,
'226908195,,FAIRVIEW SPECIAL PROGRAMS,N,TOM GREEN,'226,X,VERIBEST ISD,'07 - 07,M,'15,,
'226908101,AWMNS,VERIBEST EL,N,TOM GREEN,'226,R,VERIBEST ISD,'EE - 08,E,'15,,
'226908001,ARS,VERIBEST H S,N,TOM GREEN,'226,R,VERIBEST ISD,'09 - 12,S,'15,,
'226908180,,WALL SPECIAL PROGRAMS,N,TOM GREEN,'226,X,VERIBEST ISD,'01 - 04,E,'15,,
'244903101,E,CENTRAL EL,N,WILBARGER,'244,A,VERNON ISD,'02 - 03,E,'09,,
'244903002,,NORTH TEXAS STATE HOSPITAL - AFP,N,WILBARGER,'244,1,VERNON ISD,'07 - 12,S,'09,,
'244903104,Z,SHIVE EL,N,WILBARGER,'244,A,VERNON ISD,'04 - 05,E,'09,,
'244903105,,T G MCCORD EL,N,WILBARGER,'244,A,VERNON ISD,'PK - 01,E,'09,'244903101,CENTRAL EL
'244903001,Y,VERNON H S,N,WILBARGER,'244,A,VERNON ISD,'09 - 12,S,'09,,
'244903041,,VERNON MIDDLE SCHOOL,N,WILBARGER,'244,A,VERNON ISD,'06 - 08,M,'09,,
'235902101,EWMNZ,ALOE EL,N,VICTORIA,'235,R,VICTORIA ISD,'EE - 05,E,'03,,
'235902123,EWMNX,C O CHANDLER ELEMENTARY,N,VICTORIA,'235,R,VICTORIA ISD,'EE - 05,E,'03,,
'235902207,,COLETO CREEK SCHOOL,N,VICTORIA,'235,X,VICTORIA ISD,'01 - 08,E,'03,,
'235902041,WSX,CRAIN MIDDLE,N,VICTORIA,'235,R,VICTORIA ISD,'06 - 08,M,'03,,
'235902102,EM,DUDLEY ELEMENTARY MAGNET SCHOOL,N,VICTORIA,'235,R,VICTORIA ISD,'EE - 05,E,'03,,
'235902103,WZ,F W GROSS MONTESSORI MAG,N,VICTORIA,'235,A,VICTORIA ISD,'EE - 05,E,'03,,
'235902104,AEWMZ,GUADALUPE EL,N,VICTORIA,'235,R,VICTORIA ISD,'KG - 05,E,'03,,
'235902105,,HOPKINS MAGNET ACADEMY,N,VICTORIA,'235,A,VICTORIA ISD,'PK - 05,E,'03,,
'235902043,EWX,HOWELL MIDDLE,N,VICTORIA,'235,R,VICTORIA ISD,'06 - 08,M,'03,,
