CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,REGION,PAIRCAMP,pairname
'030906101,NX,EULA EL,N,CALLAHAN,'030,R,EULA ISD,'EE - 05,E,'14,,
'030906001,AESX,EULA H S,N,CALLAHAN,'030,R,EULA ISD,'09 - 12,S,'14,,
'030906041,AEWSX,EULA MIDDLE,N,CALLAHAN,'030,R,EULA ISD,'06 - 08,M,'14,,
'107905001,,EUSTACE H S,N,HENDERSON,'107,A,EUSTACE ISD,'09 - 12,S,'07,,
'107905103,AEM,EUSTACE INT,N,HENDERSON,'107,R,EUSTACE ISD,'03 - 05,E,'07,,
'107905102,EWS,EUSTACE MIDDLE,N,HENDERSON,'107,R,EUSTACE ISD,'06 - 08,M,'07,,
'107905101,,EUSTACE PRI,N,HENDERSON,'107,R,EUSTACE ISD,'EE - 02,E,'07,'107905103,EUSTACE INT
'121906101,,EVADALE ELEM/JR HIGH SCHOOL,N,JASPER,'121,X,EVADALE ISD,'EE - 08,E,'05,,
'121906001,,EVADALE H S,N,JASPER,'121,X,EVADALE ISD,'09 - 12,S,'05,,
'050901101,EN,EVANT EL,N,CORYELL,'050,R,EVANT ISD,'PK - 06,E,'12,,
'050901001,AWX,EVANT H S,N,CORYELL,'050,R,EVANT ISD,'07 - 12,S,'12,,
'220904101,X,BISHOP EL,N,TARRANT,'220,A,EVERMAN ISD,'EE - 04,E,'11,,
'220904105,Y,DAN POWELL INTERMEDIATE SCHOOL,N,TARRANT,'220,A,EVERMAN ISD,'05 - 06,M,'11,,
'220904102,AE,E RAY EL,N,TARRANT,'220,R,EVERMAN ISD,'PK - 04,E,'11,,
'220904001,,EVERMAN H S,N,TARRANT,'220,L,EVERMAN ISD,'09 - 12,S,'11,,
'220904041,,EVERMAN J H,N,TARRANT,'220,A,EVERMAN ISD,'07 - 08,M,'11,,
'220904104,MX,HOMMEL EL,N,TARRANT,'220,R,EVERMAN ISD,'PK - 04,E,'11,,
'220904103,X,SOUDER EL,N,TARRANT,'220,A,EVERMAN ISD,'PK - 04,E,'11,,
'057834001,,EVOLUTION ACADEMY CHARTER SCHOOL,Y,DALLAS,'057,1,EVOLUTION ACADEMY CHARTER SCHOOL,'09 - 12,S,'10,,
'210906101,EWSZ,EXCELSIOR EL,N,SHELBY,'210,A,EXCELSIOR ISD,'PK - 08,E,'07,,
'143906101,AEWMSY,EZZELL EL,N,LAVACA,'143,A,EZZELL ISD,'KG - 08,E,'03,,
'071903001,ARZ,FABENS H S,N,EL PASO,'071,A,FABENS ISD,'09 - 12,S,'19,,
'071903041,,FABENS MIDDLE SCHOOL,N,EL PASO,'071,L,FABENS ISD,'06 - 08,M,'19,,
'071903104,E,FABENS PRIMARY,N,EL PASO,'071,A,FABENS ISD,'EE - 03,E,'19,,
'071903103,AMY,ODONNELL ELEMENTARY,N,EL PASO,'071,A,FABENS ISD,'04 - 05,E,'19,,
'071903101,A,RISINGER PRIMARY,N,EL PASO,'071,R,FABENS ISD,'PK - 03,E,'19,,
'081902101,X,FAIRFIELD EL,N,FREESTONE,'081,A,FAIRFIELD ISD,'EE - 04,E,'12,,
'081902002,RUEY,FAIRFIELD H S,N,FREESTONE,'081,A,FAIRFIELD ISD,'09 - 12,S,'12,,
'081902041,W,FAIRFIELD J H,N,FREESTONE,'081,A,FAIRFIELD ISD,'05 - 08,M,'12,,
'057815001,,FAITH FAMILY ACADEMY OF OAK CLIFF,Y,DALLAS,'057,1,FAITH FAMILY ACADEMY OF OAK CLIFF,'PK - 12,B,'10,,
'128904101,AEWMNZ,FALLS CITY EL,N,KARNES,'128,E,FALLS CITY ISD,'KG - 06,E,'03,,
'128904001,ADRVEWMS,FALLS CITY H S,N,KARNES,'128,R,FALLS CITY ISD,'07 - 12,S,'03,,
'060914102,ENY,FANNINDEL EL,N,DELTA,'060,R,FANNINDEL ISD,'EE - 06,E,'08,,
'060914001,RX,FANNINDEL H S,N,DELTA,'060,A,FANNINDEL ISD,'07 - 12,S,'08,,
'043904002,,COLLIN CO J J A E P,N,COLLIN,'043,X,FARMERSVILLE ISD,'09 - 09,S,'10,,
'043904001,RV,FARMERSVILLE H S,N,COLLIN,'043,A,FARMERSVILLE ISD,'09 - 12,S,'10,,
'043904102,M,FARMERSVILLE INTERMEDIATE SCHOOL,N,COLLIN,'043,R,FARMERSVILLE ISD,'04 - 05,E,'10,,
'043904041,EWX,FARMERSVILLE JUNIOR HIGH SCHOOL,N,COLLIN,'043,R,FARMERSVILLE ISD,'06 - 08,M,'10,,
'043904101,EM,TATUM EL,N,COLLIN,'043,E,FARMERSVILLE ISD,'EE - 03,E,'10,,
'185902101,WM,FARWELL EL,N,PARMER,'185,R,FARWELL ISD,'PK - 05,E,'16,,
'185902001,AX,FARWELL H S,N,PARMER,'185,R,FARWELL ISD,'09 - 12,S,'16,,
'185902041,AEWS,FARWELL J H,N,PARMER,'185,R,FARWELL ISD,'06 - 08,M,'16,,
'075906101,AEWMNX,FAYETTEVILLE EL,N,FAYETTE,'075,E,FAYETTEVILLE ISD,'KG - 05,E,'13,,
'075906001,ARVEWMNS,FAYETTEVILLE H S,N,FAYETTE,'075,E,FAYETTEVILLE ISD,'06 - 12,B,'13,,
'070905002,RZ,FERRIS H S,N,ELLIS,'070,A,FERRIS ISD,'09 - 12,S,'10,,
'070905104,M,FERRIS INTERMEDIATE,N,ELLIS,'070,A,FERRIS ISD,'04 - 06,E,'10,,
'070905041,W,FERRIS J H,N,ELLIS,'070,A,FERRIS ISD,'07 - 08,M,'10,,
'070905103,,HAZEL INGRAM ELEMENTARY,N,ELLIS,'070,R,FERRIS ISD,'EE - 01,E,'10,'070905105,LUCY MAE MCDONALD ELEMENTARY
'070905105,EM,LUCY MAE MCDONALD ELEMENTARY,N,ELLIS,'070,R,FERRIS ISD,'02 - 03,E,'10,,
'075901102,WM,FLATONIA EL,N,FAYETTE,'075,A,FLATONIA ISD,'PK - 06,E,'13,,
'075901001,VWN,FLATONIA SECONDARY,N,FAYETTE,'075,A,FLATONIA ISD,'07 - 12,S,'13,,
'246902101,MY,FLORENCE EL,N,WILLIAMSON,'246,A,FLORENCE ISD,'EE - 05,E,'13,,
'246902001,AVSX,FLORENCE H S,N,WILLIAMSON,'246,R,FLORENCE ISD,'09 - 12,S,'13,,
'246902002,,FLORENCE J J A E P,N,WILLIAMSON,'246,X,FLORENCE ISD,'10 - 10,S,'13,,
'246902041,AEWS,FLORENCE MIDDLE,N,WILLIAMSON,'246,R,FLORENCE ISD,'06 - 08,M,'13,,
'247901101,,EARLY CHILDHOOD CTR,N,WILSON,'247,X,FLORESVILLE ISD,'PK - KG,E,'20,,
'247901002,,FLORESVILLE ALTER CTR,N,WILSON,'247,X,FLORESVILLE ISD,'05 - 12,B,'20,,
'247901004,,FLORESVILLE CHOICE PROGRAM,N,WILSON,'247,X,FLORESVILLE ISD,'EE - 12,B,'20,,
'247901102,M,FLORESVILLE EL,N,WILSON,'247,R,FLORESVILLE ISD,'03 - 05,E,'20,,
'247901001,,FLORESVILLE H S,N,WILSON,'247,A,FLORESVILLE ISD,'09 - 12,S,'20,,
'247901041,EWS,FLORESVILLE MIDDLE,N,WILSON,'247,R,FLORESVILLE ISD,'06 - 08,M,'20,,
'247901103,,FLORESVILLE PRI,N,WILSON,'247,R,FLORESVILLE ISD,'01 - 02,E,'20,'247901102,FLORESVILLE EL
'247901003,,WILSON CO J J A E P,N,WILSON,'247,X,FLORESVILLE ISD,'07 - 11,S,'20,,
'178914106,,EARLY CHILDHOOD CENTER,N,NUECES,'178,X,FLOUR BLUFF ISD,'EE - KG,E,'02,,
'178914101,EMX,FLOUR BLUFF ELEMENTARY,N,NUECES,'178,R,FLOUR BLUFF ISD,'02 - 05,E,'02,,
'178914001,SX,FLOUR BLUFF H S,N,NUECES,'178,A,FLOUR BLUFF ISD,'09 - 12,S,'02,,
'178914105,EM,FLOUR BLUFF INTERMEDIATE,N,NUECES,'178,A,FLOUR BLUFF ISD,'05 - 07,M,'02,,
'178914041,W,FLOUR BLUFF J H,N,NUECES,'178,R,FLOUR BLUFF ISD,'06 - 08,M,'02,,
'178914103,,FLOUR BLUFF PRIMARY,N,NUECES,'178,R,FLOUR BLUFF ISD,'01 - 02,E,'02,'178914101,FLOUR BLUFF ELEMENTARY
'178914004,,NUECES CO J J A E P,N,NUECES,'178,X,FLOUR BLUFF ISD,'08 - 11,S,'02,,
'077901101,,A B DUNCAN ELEMENTARY,N,FLOYD,'077,A,FLOYDADA ISD,'EE - 02,E,'17,'077901102,R C ANDREWS ELEMENTARY
'077901004,,CAPROCK COUNTIES LEARNING COOP DAE,N,FLOYD,'077,X,FLOYDADA ISD,'07 - 12,S,'17,,
'077901001,X,FLOYDADA H S,N,FLOYD,'077,A,FLOYDADA ISD,'09 - 12,S,'17,,
'077901041,AX,FLOYDADA J H,N,FLOYD,'077,A,FLOYDADA ISD,'06 - 08,M,'17,,
'077901003,,P A C,N,FLOYD,'077,X,FLOYDADA ISD,'05 - 11,B,'17,,
'077901102,Y,R C ANDREWS ELEMENTARY,N,FLOYD,'077,A,FLOYDADA ISD,'03 - 06,E,'17,,
'057817101,,FOCUS LEARNING ACADEMY,Y,DALLAS,'057,L,FOCUS LEARNING ACADEMY,'KG - 08,E,'10,,
'148902001,AUEWS,FOLLETT SCHOOL,N,LIPSCOMB,'148,R,FOLLETT ISD,'KG - 12,B,'16,,
'169910001,VEWS,FORESTBURG SCHOOL,N,MONTAGUE,'169,R,FORESTBURG ISD,'PK - 12,B,'09,,
'129902105,E,BLACKBURN ELEMENTARY SCHOOL,N,KAUFMAN,'129,R,FORNEY ISD,'EE - 06,E,'10,,
'129902106,EWMNZ,CROSBY ELEMENTARY,N,KAUFMAN,'129,E,FORNEY ISD,'PK - 06,E,'10,,
'129902001,RVX,FORNEY H S,N,KAUFMAN,'129,A,FORNEY ISD,'09 - 12,S,'10,,
'129902041,,FORNEY MIDDLE,N,KAUFMAN,'129,A,FORNEY ISD,'07 - 08,M,'10,,
'129902104,EWMNX,HENDERSON ELEMENTARY,N,KAUFMAN,'129,E,FORNEY ISD,'KG - 06,E,'10,,
'129902101,EWMNY,JOHNSON ELEMENTARY,N,KAUFMAN,'129,R,FORNEY ISD,'EE - 06,E,'10,,
'129902102,ENY,KATHRYN WOLFE CRISWELL ELEMENTARY,N,KAUFMAN,'129,R,FORNEY ISD,'KG - 06,E,'10,,
'129902103,EWMNY,L E CLAYBON ELEMENTARY,N,KAUFMAN,'129,R,FORNEY ISD,'PK - 06,E,'10,,
'114904101,EWMN,ELBOW EL,N,HOWARD,'114,R,FORSAN ISD,'PK - 05,E,'18,,
'114904001,RUVEWY,FORSAN H S,N,HOWARD,'114,A,FORSAN ISD,'06 - 12,B,'18,,
'079907133,X,ARIZONA FLEMING EL,N,FORT BEND,'079,A,FORT BEND ISD,'EE - 04,E,'04,,
'079907126,EWMN,AUSTIN PARKWAY EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907141,,BARBARA JORDAN ELEMENTARY,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907127,AMN,BARRINGTON PLACE EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907108,Z,BLUE RIDGE EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907136,AEWMN,BRAZOS BEND EL,N,FORT BEND,'079,E,FORT BEND ISD,'KG - 05,E,'04,,
'079907113,,BRIARGATE EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907134,,BURTON EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907046,Y,CHRISTA MCAULIFFE MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'06 - 08,M,'04,,
'079907004,APCRUVEMS,CLEMENTS H S,N,FORT BEND,'079,R,FORT BEND ISD,'09 - 12,S,'04,,
'079907117,AEWMN,COLONY BEND EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907128,AEWMNX,COLONY MEADOWS EL,N,FORT BEND,'079,E,FORT BEND ISD,'PK - 05,E,'04,,
'079907135,AEWMN,COMMONWEALTH EL,N,FORT BEND,'079,E,FORT BEND ISD,'EE - 05,E,'04,,
'079907112,,DULLES EL,N,FORT BEND,'079,A,FORT BEND ISD,'KG - 05,E,'04,,
'079907001,SY,DULLES H S,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'079907041,EW,DULLES MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'06 - 08,M,'04,,
'079907101,Y,E A JONES EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907131,,EDGAR GLOVER JR EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907045,AEWS,FIRST COLONY MIDDLE,N,FORT BEND,'079,R,FORT BEND ISD,'06 - 08,M,'04,,
'079907010,,FORT BEND CO ALTER,N,FORT BEND,'079,X,FORT BEND ISD,'07 - 12,S,'04,,
'079907051,AEWMSZ,FORT SETTLEMENT MIDDLE SCHOOL,N,FORT BEND,'079,E,FORT BEND ISD,'06 - 08,M,'04,,
'079907011,ADRZ,GEORGE BUSH HIGH SCHOOL,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'079907123,EWMNX,HIGHLANDS EL,N,FORT BEND,'079,E,FORT BEND ISD,'EE - 05,E,'04,,
'079907008,ARY,HIGHTOWER H S,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'079907047,AEW,HODGES BEND MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'05 - 08,M,'04,,
'079907122,,HUNTERS GLEN EL,N,FORT BEND,'079,A,FORT BEND ISD,'EE - 05,E,'04,,
'079907005,DVS,KEMPNER H S,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'079907048,W,LAKE OLYMPIA MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'06 - 08,M,'04,,
'079907102,AEWMN,LAKEVIEW EL,N,FORT BEND,'079,R,FORT BEND ISD,'KG - 05,E,'04,,
'079907115,,LANTERN LANE EL,N,FORT BEND,'079,A,FORT BEND ISD,'EE - 05,E,'04,,
'079907006,ARS,LAWRENCE E ELKINS H S,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'079907132,AEWMN,LEXINGTON CREEK EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907139,AM,LULA BELLE GOODMAN ELEMENTARY,N,FORT BEND,'079,R,FORT BEND ISD,'PK - 05,E,'04,,
'079907049,EWSZ,MACARIO GARCIA MIDDLE,N,FORT BEND,'079,R,FORT BEND ISD,'06 - 08,M,'04,,
'079907110,EWMN,MEADOWS EL,N,FORT BEND,'079,E,FORT BEND ISD,'KG - 05,E,'04,,
'079907118,,MISSION BEND EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907124,EWMN,MISSION GLEN EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907129,AMN,MISSION WEST EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907042,,MISSOURI CITY MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'06 - 08,M,'04,,
'079907138,AEWMNZ,OYSTER CREEK ELEMENTARY,N,FORT BEND,'079,R,FORT BEND ISD,'KG - 05,E,'04,,
'079907121,AEM,PALMER EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907125,AMN,PECAN GROVE EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907111,,QUAIL VALLEY EL,N,FORT BEND,'079,A,FORT BEND ISD,'EE - 05,E,'04,,
'079907044,W,QUAIL VALLEY MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'06 - 08,M,'04,,
'079907116,AM,RIDGEGATE EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907109,,RIDGEMONT EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907140,EWMN,RITA DRABEK ELEMENTARY,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907050,AEWMS,SARTARTIA MIDDLE SCHOOL,N,FORT BEND,'079,R,FORT BEND ISD,'06 - 08,M,'04,,
'079907142,EWMNY,SCANLAN OAKS ELEMENTARY,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 06,E,'04,,
'079907120,EWMNX,SETTLERS WAY EL,N,FORT BEND,'079,E,FORT BEND ISD,'EE - 05,E,'04,,
'079907137,EWMN,SIENNA CROSSING EL,N,FORT BEND,'079,E,FORT BEND ISD,'KG - 06,E,'04,,
'079907007,AUVSY,STEPHEN F AUSTIN H S,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'079907043,EWY,SUGAR LAND MIDDLE,N,FORT BEND,'079,A,FORT BEND ISD,'06 - 08,M,'04,,
'079907119,EWMN,SUGAR MILL EL,N,FORT BEND,'079,R,FORT BEND ISD,'EE - 05,E,'04,,
'079907012,,THURGOOD MARSHALL HIGH SCHOOL,N,FORT BEND,'079,L,FORT BEND ISD,'09 - 12,S,'04,,
'079907114,EM,TOWNEWEST EL,N,FORT BEND,'079,A,FORT BEND ISD,'PK - 05,E,'04,,
'079907130,AEWMN,WALKER STATION EL,N,FORT BEND,'079,E,FORT BEND ISD,'KG - 05,E,'04,,
'079907002,R,WILLOWRIDGE H S,N,FORT BEND,'079,A,FORT BEND ISD,'09 - 12,S,'04,,
'242906001,WX,FORT ELLIOTT SCHOOL,N,WHEELER,'242,A,FORT ELLIOTT CISD,'PK - 12,B,'16,,
'186902102,EM,ALAMO ELEMENTARY,N,PECOS,'186,R,FORT STOCKTON ISD,'EE - 03,E,'18,,
'186902104,E,APACHE ELEMENTARY,N,PECOS,'186,R,FORT STOCKTON ISD,'KG - 03,E,'18,,
'186902105,,BUTZ EDUCATION CENTER,N,PECOS,'186,1,FORT STOCKTON ISD,'09 - 12,S,'18,,
'186902001,,FORT STOCKTON HIGH SCHOOL,N,PECOS,'186,L,FORT STOCKTON ISD,'09 - 12,S,'18,,
'186902041,X,FORT STOCKTON MIDDLE SCHOOL,N,PECOS,'186,A,FORT STOCKTON ISD,'06 - 08,M,'18,,
'186902101,,INTERMEDIATE SCHOOL,N,PECOS,'186,A,FORT STOCKTON ISD,'04 - 05,E,'18,,
'220809001,DPCRUVEWSY,FORT WORTH ACADEMY OF FINE ARTS,Y,TARRANT,'220,R,FORT WORTH ACADEMY OF FINE ARTS,'03 - 12,B,'11,,
'220804001,,FORT WORTH CAN ACADEMY,Y,TARRANT,'220,2,FORT WORTH CAN ACADEMY,'09 - 12,S,'11,,
'220804002,,RIVER OAKS,Y,TARRANT,'220,1,FORT WORTH CAN ACADEMY,'09 - 12,S,'11,,
'220905153,,A M PATE EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905101,AEWMN,ALICE CARLSON APPLIED LRN CTR,N,TARRANT,'220,R,FORT WORTH ISD,'KG - 05,E,'11,,
'220905220,AMN,ALICE D CONTRERAS,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905055,EW,APPLIED LEARNING ACAD,N,TARRANT,'220,R,FORT WORTH ISD,'06 - 08,M,'11,,
'220905002,,ARLINGTON HEIGHTS H S,N,TARRANT,'220,A,FORT WORTH ISD,'09 - 12,S,'11,,
'220905251,,ASSESSMENT CTR,N,TARRANT,'220,X,FORT WORTH ISD,'KG - 05,E,'11,,
'220905188,,ATWOOD MCDONALD EL,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 05,E,'11,,
'220905103,EWMN,BENBROOK EL,N,TARRANT,'220,R,FORT WORTH ISD,'KG - 05,E,'11,,
'220905206,,BILL J ELLIOTT EL,N,TARRANT,'220,R,FORT WORTH ISD,'EE - 05,E,'11,,
'220905225,,BONNIE BRAE,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905104,,BOULEVARD HEIGHTS,N,TARRANT,'220,X,FORT WORTH ISD,'01 - 12,B,'11,,
'220905212,,BRIDGE ASSOC,N,TARRANT,'220,X,FORT WORTH ISD,'08 - 11,S,'11,,
'220905163,MN,BRUCE SHULKEY EL,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905107,EWMNX,BURTON HILL EL,N,TARRANT,'220,R,FORT WORTH ISD,'EE - 05,E,'11,,
'220905110,EMN,CARROLL PEAK EL,N,TARRANT,'220,R,FORT WORTH ISD,'EE - 05,E,'11,,
'220905111,X,CARTER PARK EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905001,X,CARTER-RIVERSIDE H S,N,TARRANT,'220,A,FORT WORTH ISD,'09 - 12,S,'11,,
'220905223,,CESAR CHAVEZ ELEMENTARY,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 02,E,'11,'220905146,MOORE M H EL
'220905148,AEWMNX,CHARLES NASH EL,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905210,,CHILDREN'S MEDICAL CTR,N,TARRANT,'220,X,FORT WORTH ISD,'PK - 12,B,'11,,
'220905236,,CHOICES,N,TARRANT,'220,X,FORT WORTH ISD,'06 - 08,M,'11,,
'220905127,X,CHRISTENE C MOSS ELEMENTARY,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905222,,CLIFFORD DAVIS ELEMENTARY,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905117,Z,COMO EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905063,WN,COMO MONTESSORI,N,TARRANT,'220,A,FORT WORTH ISD,'KG - 08,E,'11,,
'220905017,,CTR FOR NEW LIVES,N,TARRANT,'220,1,FORT WORTH ISD,'06 - 12,B,'11,,
'220905119,MN,DAGGETT EL,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905042,,DAGGETT MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
'220905194,EWMNS,DAGGETT MONTESSORI,N,TARRANT,'220,R,FORT WORTH ISD,'KG - 08,E,'11,,
'220905186,AE,DAVID K SELLARS EL,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 05,E,'11,,
'220905121,M,DE ZAVALA EL,N,TARRANT,'220,R,FORT WORTH ISD,'EE - 05,E,'11,,
'220905024,,DETENT CTR,N,TARRANT,'220,X,FORT WORTH ISD,'04 - 11,B,'11,,
'220905122,AM,DIAMOND HILL EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905004,R,DIAMOND HILL-JARVIS H S,N,TARRANT,'220,A,FORT WORTH ISD,'09 - 12,S,'11,,
'220905227,N,DOLORES HUERTA ELEMENTARY,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905046,EY,DUNBAR 6TH GR SCH,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 06,M,'11,,
'220905005,X,DUNBAR H S,N,TARRANT,'220,A,FORT WORTH ISD,'09 - 12,S,'11,,
'220905059,,DUNBAR MIDDLE,N,TARRANT,'220,L,FORT WORTH ISD,'06 - 08,M,'11,,
'220905126,M,EAST HANDLEY EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905125,X,EASTERN HILLS EL,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 05,E,'11,,
'220905006,,EASTERN HILLS H S,N,TARRANT,'220,A,FORT WORTH ISD,'09 - 12,S,'11,,
'220905209,A,EDWARD BRISCOE EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905044,EWZ,ELDER MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
'220905045,Y,FOREST OAK MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
'220905115,AMX,GEORGE CLARKE EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905132,EMX,GLEN PARK EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905064,EY,GLENCREST 6TH GRADE SCH,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 06,M,'11,,
'220905134,,GREENBRIAR EL,N,TARRANT,'220,R,FORT WORTH ISD,'EE - 05,E,'11,,
'220905047,,HANDLEY MIDDLE,N,TARRANT,'220,L,FORT WORTH ISD,'06 - 08,M,'11,,
'220905130,,HARLEAN BEAL EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905138,AEMNX,HELBING EL,N,TARRANT,'220,E,FORT WORTH ISD,'PK - 05,E,'11,,
'220905041,,HORIZON ALTERNATIVE MIDDLE,N,TARRANT,'220,X,FORT WORTH ISD,'06 - 08,M,'11,,
'220905137,A,HUBBARD EL,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 05,E,'11,,
'220905217,MX,I M TERRELL EL,N,TARRANT,'220,E,FORT WORTH ISD,'PK - 05,E,'11,,
'220905252,,INSIGHTS LEARNING CENTER,N,TARRANT,'220,X,FORT WORTH ISD,'03 - 05,E,'11,,
'220905062,,INT'L NEWCOMER ACAD,N,TARRANT,'220,1,FORT WORTH ISD,'06 - 09,M,'11,,
'220905187,EWM,J T STEVENS EL,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 05,E,'11,,
'220905048,,JAMES MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
'220905026,,JO KELLY SP ED,N,TARRANT,'220,X,FORT WORTH ISD,'EE - 12,B,'11,,
'220905040,,JUVENILE JUSTICE ALTERNATIVE ED P,N,TARRANT,'220,X,FORT WORTH ISD,'05 - 12,B,'11,,
'220905139,MNX,KIRKPATRICK EL,N,TARRANT,'220,R,FORT WORTH ISD,'EE - 05,E,'11,,
'220905049,Y,KIRKPATRICK MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
'220905235,,LENA POPE HOME ALTER,N,TARRANT,'220,X,FORT WORTH ISD,'09 - 12,S,'11,,
'220905068,EY,LEONARD 6TH GRADE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 06,M,'11,,
'220905061,W,LEONARD MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
'220905116,EMNZ,LILY B CLAYTON EL,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905219,,LOWERY ROAD,N,TARRANT,'220,A,FORT WORTH ISD,'EE - 05,E,'11,,
'220905157,,LUELLA MERRETT EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905154,EMNX,M L PHILLIPS EL,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905114,M,MANUEL JARA EL,N,TARRANT,'220,A,FORT WORTH ISD,'01 - 05,E,'11,,
'220905124,,MAUDE I LOGAN EL,N,TARRANT,'220,A,FORT WORTH ISD,'PK - 05,E,'11,,
'220905160,M,MAUDRIE WALTON EL,N,TARRANT,'220,R,FORT WORTH ISD,'PK - 05,E,'11,,
'220905069,EMY,MCLEAN 6TH GRADE,N,TARRANT,'220,R,FORT WORTH ISD,'06 - 06,M,'11,,
'220905050,S,MCLEAN MIDDLE,N,TARRANT,'220,A,FORT WORTH ISD,'06 - 08,M,'11,,
