CAMPUS,YEAR,CPCTENGA,CPCTFLAA,CPCTG01A,CPCTG02A,CPCTG03A,CPCTG04A,CPCTG05A,CPCTG06A,CPCTGKGA,CPCTGMEA,CPCTMATA,CPCTSCIA,CPCTSOCA,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSETOFC,CPSETOFP,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST20FC,CPST20FP,CPST20SA,CPSTASFC,CPSTASFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTOPFC,CPSTOPFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA
'108909124,2013,.,.,18,24.7,19.8,23.7,19.2,.,20,.,.,.,.,63.914,95.516,66.914,15.7807,23.583,0.01,51.134,76.417,2,2.989,70268,0,0,.,13,28.26,44312,20.0005,43.478,46263,5.0001,10.869,50531,8.0008,17.393,61399,0,0,11.9989,26.084,0,0,0,0,10.8696,41.001,89.13,0,0,44.001,95.651,0,0,18.5212,5,10.87,0,0,0,0,32.003,69.569,2,4.348,9.3261,46.001,68.747,48808,0,0,0,0,2,4.349,3.1323,4.681,44750
'108909125,2013,.,.,19,19,20.5,18,23.4,.,22,.,.,.,.,50.148,96.165,52.148,9,17.259,0,43.148,82.741,2,3.835,84862,1,2.703,41620,8.9994,24.323,44103,14.9999,40.541,46486,7.9998,21.621,51028,4.0004,10.812,61517,0,0,17.3594,46.918,0,0,0,0,10.4324,32,86.488,5.4127,14.6291,35.999,97.297,0,0,15.7029,4.999,13.512,0,0,0,0,12.044,32.552,2.1833,5.901,8.973,37,70.951,48382,0,0,0,0,1,2.703,4.1483,7.955,56187
'108909126,2013,.,.,20,19.7,20,20.5,26.7,.,18,.,.,.,.,55.601,98.233,56.601,12,21.201,0,44.601,78.799,2,3.533,76170,0.978,2.594,41629,3.7375,9.91,47493,16.0001,42.424,46276,11.9997,31.817,50496,4.9992,13.255,60208,0,0,17.5985,46.662,0,0,0,0,11.1414,33.978,90.091,0,0,37.715,100,0,0,16.9694,3.737,9.909,0,0,0,0,18.116,48.035,2,5.303,10.618,37.715,66.633,49466,0,0,0,0,0,0,4.8863,8.633,48836
'108909127,2013,.,.,21,18.4,21.6,22.5,21.4,.,20.3,.,.,.,.,58.408,93.589,62.409,13.0201,20.863,0,49.389,79.137,2.5,4.006,72188,1,2.366,15895,14.0008,33.145,44092,18.0001,42.613,46680,4.0007,9.471,53603,5.2393,12.403,70245,0,0,2.1872,5.178,0,0,0,0,9.7088,37,87.592,0,0,39.24,92.896,0,0,18.3236,5.241,12.408,0,0,0,0,38.053,90.087,2,4.735,8.5454,42.241,67.683,48672,0,0,0,0,3.001,7.104,4.6483,7.448,53944
'108909128,2013,.,.,.,.,.,.,.,.,21.8,.,.,.,.,56.003,98.246,57.003,9.861,17.299,0,47.142,82.701,2,3.509,70051,2.994,7.322,41618,18.9995,46.461,45393,13.8997,33.99,46252,3.9995,9.78,50443,1.0002,2.446,55770,0,0,33.8459,82.766,0,0,0,0,6.3179,33.893,82.883,0,0,40.893,100,0,0,17.1666,7,17.117,0,0,0,0,5.047,12.343,2,4.891,5.269,40.893,71.739,46156,0,0,0,0,0,0,4.2483,7.453,48709
'108909129,2013,.,.,23,21.9,22.1,19.5,18.6,.,20.2,.,.,.,.,54.123,98.186,55.123,12,21.769,0,43.123,78.231,2,3.628,71683,0,0,.,13.9981,36.841,46454,13.9991,36.843,46750,6.9995,18.421,49573,2.9997,7.895,60229,1,2.632,4.6105,12.134,0,0,0,0,8.6842,31.996,84.208,0,0,36.996,97.368,0,0,17.528,6,15.792,0,0,0,0,31.386,82.602,2,5.264,7.4474,37.996,68.93,48225,0,0,0,0,0,0,3.1269,5.673,50448
'108909130,2013,.,.,25,25.5,20.3,25.3,22.7,.,18.7,.,.,.,.,52.044,98.115,53.044,11,20.737,0,42.044,79.263,2,3.77,85663,0.974,2.712,41614,6.0001,16.715,44003,17.0025,47.366,46693,7,19.501,49724,4.9196,13.705,60857,0,0,8.9737,24.999,0,0,0,0,10.4843,29.894,83.279,0,0,34.896,97.214,0,0,18.6094,6.002,16.721,0,0,0,0,24.922,69.429,2,5.572,9.2775,35.896,67.672,48638,0,0,0,0,1,2.786,4.1483,7.82,51363
'108909131,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,24.893,100,24.893,2,8.035,0,22.893,91.965,2,8.035,92351,1,4.878,33608,12.9998,63.415,42945,3,14.634,46001,2.9999,14.634,53805,0.5,2.439,55070,0,0,20.4997,100,0,0,0,0,6.3415,19.5,95.122,0,0,20.5,100,0,0,33.3663,1,4.878,0,0,0,0,0,0,0,0,5.3171,20.5,82.353,44822,0,0,0,0,0,0,0.3928,1.578,52593
'108909134,2013,.,.,23,18,23,20,24.7,.,17,.,.,.,.,48.143,97.965,49.143,10,20.349,0,39.143,79.651,1,2.035,78106,0,0,.,8.9985,27.009,43820,12.998,39.014,46377,5.3205,15.97,50776,5.9991,18.007,59819,0,0,16.9965,51.016,0,0,0,0,10.7941,27.318,81.996,0,0,33.316,100,0,0,16.7787,5.998,18.004,0,0,0,0,14.32,42.981,1.9999,6.003,9.9118,33.316,67.794,48809,0,0,0,0,0,0,4.8269,9.822,54766
'108910001,2013,20.1,12.5,.,.,.,.,.,.,.,.,19.7,17.5,18.7,59.859,92.413,64.773,13.5328,20.893,0,51.24,79.107,2,3.088,65687,1.968,4.56,53743,22.6793,52.549,42549,6.5721,15.228,47020,7.8667,18.227,48583,4.0726,9.436,46174,0.8694,2.014,0.1936,0.449,0,0,0,0,8.2168,15.514,35.946,0,0,39.375,91.233,0,0,12.373,27.645,64.054,0,0,0,0,35.618,82.529,2.7054,6.269,5.5029,43.159,66.631,45182,0,0,4.6414,10.7543,2.914,6.752,6.0813,9.389,50311
'108910003,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,0.126,100,0.126,0,0,0,0.126,100,0,0,.,0,0,.,0,0,.,0.126,100,50672,0,0,.,0,0,.,0,0,0,0,0,0,0,0,10,0,0,0,0,0.126,100,0,0,-2,0.126,100,0,0,0,0,0.126,100,0,0,10,-2,100,50672,0,0,0,0,0,0,0,0,.
'108910004,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'108910041,2013,12.2,24,.,.,.,.,.,.,.,.,12.6,12.7,12.2,36.187,100,36.187,7.4672,20.635,0,28.719,79.365,0,0,.,6.894,25.801,34498,6.6301,24.814,43959,8.2206,30.767,41651,0.1333,0.499,45776,4.8414,18.119,51985,0.1304,0.488,0,0,0,0,0,0,8.167,11.779,44.085,0,0,25.589,95.769,1.0002,3.743,11.3027,14.94,55.915,0,0,0,0,25.469,95.322,1.25,4.678,5.2956,26.719,73.838,42271,0,0,0,0,0,0,2,5.527,41611
'108910102,2013,.,.,18.4,18,20.6,21.2,.,.,14.7,.,.,.,.,41.849,95.439,43.849,13.5354,30.868,0,30.314,69.132,3,6.842,66728,2.8,10.253,35568,14.0009,51.26,42522,5.5114,20.178,45383,3.0006,10.986,45981,2.0004,7.324,52304,0,0,1.7323,6.342,0,0,0,0,6.1951,26.314,96.339,0,0,26.314,96.339,0,0,16.7681,1,3.661,0,0,0,0,24.581,89.997,1,3.661,5.8012,27.314,62.29,43483,1,3.6612,0,0,0,0,0,0,.
'108910103,2013,.,.,.,.,.,.,20.4,18.6,.,.,.,.,.,29.524,90.776,32.525,9.385,28.855,0,23.14,71.145,2,6.149,62159,3.072,17.923,39742,7.5783,44.215,42592,2.4894,14.524,45776,2,11.669,54830,1.9999,11.668,58541,0,0,0.7744,4.518,0,0,0,0,6.8086,12.177,71.046,0,0,14.139,82.495,0,0,18.9037,4.963,28.954,0,0,0,0,15.167,88.49,1.1984,6.992,6.1225,17.14,52.697,45833,0,0,0,0,3,17.505,4,12.298,48733
'108910104,2013,.,.,18.4,16.3,18,13.5,.,.,18.7,.,.,.,.,45.914,97.868,46.914,11.0636,23.583,0,35.85,76.417,1,2.132,69175,1.845,5.98,39008,14.0025,45.389,43537,11.0019,35.662,50130,4.0009,12.969,47558,0,0,.,0,0,0.6668,2.161,0,0,0,0,6.1923,21.849,70.823,0,0,30.85,100,0,0,15.948,9.001,29.177,0,0,0,0,28.184,91.356,2,6.483,5.7384,30.85,65.759,46139,0,0,0,0,0,0,4,8.526,56260
'108911001,2013,21.7,24.4,.,.,.,.,.,.,.,.,22,24.2,24.4,156.205,72.869,214.364,16,7.464,0,198.364,92.536,6,2.799,68707,3,1.74,43996,37.0023,21.467,45032,33.7649,19.589,47299,53.419,30.992,52242,45.1782,26.211,62179,0,0,5.5211,3.203,0,0,0,0,14.3829,96.671,56.085,0,0,121.205,70.319,0,0,18.4783,75.693,43.915,10.2086,5.9227,0,0,115.427,66.967,15.2149,8.827,8.4171,172.364,80.407,52187,1.0002,0.5803,25.9925,15.08,50.159,29.101,20,9.33,58994
'108911004,2013,1.7,.,.,.,.,.,.,.,.,.,1.5,2,2,7.586,85.97,8.824,3,33.997,0,5.824,66.003,1,11.332,71653,0,0,.,0.8242,17.085,44271,0,0,.,1,20.729,48861,3,62.186,62241,1,20.729,0,0,0,0,0,0,19,1.824,37.814,0,0,2.586,53.609,0,0,4.3531,3,62.186,0,0,0,0,4.824,100,0,0,7.8333,4.824,54.67,56397,0,0,0,0,1.238,25.662,0,0,.
'108911006,2013,.,.,.,.,.,.,.,.,.,.,6,6,6,1.084,100,1.084,0,0,0,1.084,100,0,0,.,0,0,.,0,0,.,0.0843,7.775,47166,1,92.225,54801,0,0,.,0,0,0,0,0,0,0,0,13.5,0,0,0,0,1.084,100,0,0,10.1448,1.084,100,0,0,0,0,1.084,100,0,0,6.5,1.084,100,54207,0,0,0,0,0,0,0,0,.
'108911041,2013,23.4,19.1,.,.,.,.,.,.,.,.,23.1,22.7,24.2,46.708,67.621,69.074,9.3607,13.552,0,59.714,86.448,4,5.791,79069,1.978,4.018,43002,16.3533,33.213,45164,16.1983,32.898,46312,10.7403,21.813,50724,3.9672,8.057,59745,0.9998,2.031,0.336,0.682,0,0,0,0,9.7817,33.539,68.117,0,0,30.498,61.941,0,0,15.2933,15.698,31.883,0,0,0,0,47.489,96.449,1.1247,2.284,5.7986,49.237,71.282,47843,0,0,0.2877,0.5843,17.74,36.029,6.4762,9.376,58028
'108911042,2013,24.2,24.1,.,.,.,.,.,.,.,.,22.9,26.5,25.2,50.1,77.276,64.832,6,9.255,0,58.832,90.745,2.6262,4.051,74691,0,0,.,13,25.961,44861,18.0991,36.144,46214,14.976,29.907,53145,4,7.988,57543,1.0002,1.997,1.001,1.999,0,0,0,0,10.3889,37.799,75.484,0,0,36.342,72.576,0,0,17.0544,12.276,24.516,0,0,0,0,44.506,88.878,4.5685,9.123,6.037,50.075,77.238,48841,0,0,0,0,12.733,25.427,6.131,9.457,59066
'108911101,2013,.,.,20.4,19.8,20.2,21.3,23.6,25.3,21,.,23,.,.,43.09,78.536,54.867,7,12.758,0,47.867,87.242,2,3.645,64862,0,0,.,11.8568,29.013,44236,13.2326,32.38,46027,6.6338,16.233,50903,9.1438,22.375,61423,0,0,14.3747,35.174,1,2.447,0,0,12.6975,38.175,93.413,5.35,13.0912,31.09,76.077,0,0,18.9395,2.692,6.587,0,0,0,0,19.142,46.84,2.0001,4.894,7.2967,40.867,74.484,49743,0,0,0,0,8.777,21.476,5,9.113,51811
'108911102,2013,.,.,20.5,21,24,26.9,26.6,28.3,22.5,.,9,.,.,38.171,77.39,49.324,7.5818,15.372,0,41.742,84.628,2.5,5.069,72215,0.319,0.956,42988,4.4182,13.237,44233,14.3523,43,45861,8.136,24.376,50835,6.1517,18.431,60647,0,0,17.0214,50.997,0,0,0,0,12.4564,31.226,93.554,6.3783,19.1096,27.225,81.568,0,0,20.403,2.151,6.446,0,0,0,0,8.56,25.645,1.4181,4.249,7.6023,33.377,67.67,49556,0,0,0,0,6.152,18.432,5.8643,11.889,52338
'108911103,2013,.,.,22,17,20.3,17.8,21,21.9,21,.,7,.,.,43.722,78.102,55.98,9.8503,17.596,0,46.13,82.404,2,3.573,76429,1.553,4.072,42995,8.0008,20.983,44572,14.3168,37.548,46201,9.6348,25.268,51368,4.6246,12.129,59594,0,0,12.5876,33.012,0,0,0,0,10.9367,35.253,92.454,4.7185,12.3748,27.871,73.096,0,0,18.2797,2.877,7.546,0,0,0,0,18.699,49.04,2.125,5.573,8.4655,38.13,68.113,48659,0,0,0,0,10.258,26.904,6,10.718,55528
'108911104,2013,.,.,18,19.2,19.4,19.6,18.1,21.3,20.9,.,19,.,.,44.727,85.205,52.493,8,15.24,0,44.493,84.76,2.5,4.763,70871,0,0,.,13.0004,35.143,44900,12.2268,33.052,46198,9.4842,25.638,51160,2.2816,6.168,58339,1,2.703,16.6002,44.874,0,0,0,0,9.85,30.51,82.474,6.8167,18.427,29.227,79.006,0,0,18.2737,6.483,17.526,0,0,0,0,11.576,31.292,2.0001,5.407,7.1,36.993,70.472,47763,1,2.7032,0,0,5.766,15.588,5,9.525,54836
'108911105,2013,.,.,17,18.5,16.5,19,22.4,18.7,16.9,.,11,.,.,44.066,88.811,49.618,6.738,13.58,0,42.879,86.42,2,4.031,67866,0.856,2.526,45797,11.1952,33.044,44819,8.9365,26.377,46458,8.1994,24.202,49839,4.6926,13.851,61009,0,0,12.2668,36.207,0,0,0,0,11.5617,30.404,89.741,5.3323,15.739,29.328,86.565,0,0,16.4406,3.476,10.259,0,0,0,0,16.28,48.054,0,0,5.7031,33.88,68.281,48734,0,0,0,0,4.552,13.435,7,14.108,47143
'108911106,2013,.,.,.,1,1,1,.,.,.,.,.,.,.,1,49.998,2,0,0,0,2,100,0,0,.,0,0,.,0,0,.,1,49.998,45096,1.0001,50.002,51801,0,0,.,0,0,0,0,0,0,0,0,11.5,1,50.002,0,0,1,49.998,0,0,1.4999,1,49.998,0,0,0,0,0.983,49.123,1.0176,50.877,9,2,100,48449,0,0,0,0,1,50.002,0,0,.
'108911107,2013,.,.,21.5,19,21,17.3,20.7,21.9,15,.,25,.,.,40.574,82.731,49.043,7,14.273,0,42.043,85.727,2.5,5.098,71818,0,0,.,1.9997,5.874,44423,15.2566,44.816,46050,11.7864,34.622,50849,5.0003,14.688,60231,0,0,18.1221,53.233,0,0,0,0,13.4865,26.257,77.129,5.7249,16.8167,26.574,78.06,0,0,17.6248,7.786,22.871,0,0,0,0,8.162,23.975,2.0341,5.975,7.027,34.043,69.415,49699,0,0,0,0,7.469,21.94,5.5,11.215,52605
'108911108,2013,.,.,16.9,22,16.8,19,20.5,24.6,17.1,.,.,.,.,48.929,90.173,54.261,6,11.058,0,48.261,88.942,2,3.686,72374,1,2.514,43000,9.3063,23.396,44296,13.0001,32.682,46277,10.1649,25.554,49802,6.3062,15.854,59637,0.9998,2.513,13.2553,33.323,0,0,0,0,11.1163,34.824,87.546,6.1541,15.4712,34.929,87.81,0,0,18.4526,4.954,12.454,0,0,0,0,19.368,48.691,1,2.514,5.9535,39.778,73.308,48750,0,0,0,0,3.849,9.677,6.4833,11.948,54591
'108911109,2013,20,.,20.9,18.7,22,19.3,23.4,24.5,19,.,.,.,.,34.556,71.996,47.996,7,14.584,0,40.996,85.416,2.5,5.209,68154,1,2.941,43000,8.0003,23.533,44560,12.5535,36.926,46057,10.0017,29.42,51403,2.441,7.18,64441,0,0,15.6586,46.06,0,0,0,0,11.8108,29.321,86.248,6.3977,18.8188,24.556,72.23,0,0,19.3844,4.675,13.752,0,0,0,0,9.9,29.12,2.0405,6.002,6.5676,33.996,70.831,48508,0,0,0,0,9.441,27.77,4.5,9.376,55630
'108912001,2013,15.5,21.2,.,.,.,.,.,.,.,.,21.3,23.3,22.5,169.84,84.339,201.379,8.0668,4.006,0,193.313,95.994,10.8333,5.38,73334,21.89,13.609,41082,36.7735,22.861,43452,24.9585,15.516,47952,33.2655,20.68,52257,43.9669,27.333,62742,7.5094,4.668,3.1627,1.966,0,0,12.786,7.949,13.2417,67.511,41.97,13.9573,8.677,124.933,77.668,0,0,15.3617,93.344,58.03,0,0,0,0,80.557,50.081,27.8408,17.308,9.4804,160.855,79.877,50921,2.0005,1.2437,22.5511,14.0195,26.412,16.42,21.6244,10.738,57436
'108912004,2013,17.9,22.5,.,.,.,.,.,.,.,.,22.4,20.7,22.5,193.756,95.481,202.926,11.2835,5.56,0,191.643,94.44,11.6428,5.737,74366,10.163,6.548,42162,58.0521,37.399,43597,37.601,24.224,47290,28.5999,18.425,52568,20.8062,13.404,63707,3.4998,2.255,0.8359,0.539,0,0,19.9953,12.882,10.155,70.625,45.499,14.0714,9.0653,143.695,92.574,0,0,13.9606,84.597,54.501,1.0001,0.6443,0,0,79.589,51.274,17.54,11.3,7.4104,155.222,76.492,48746,0,0,22.1908,14.2961,8.028,5.172,24.7774,12.21,55671
'108912005,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,18.999,95.001,19.999,1,5,0,18.999,95,2,10.001,75698,1,6.67,41700,6.0003,40.006,40400,4.9978,33.322,46861,1.0001,6.668,53031,2,13.335,65499,0,0,0.1428,0.952,0,0,0.4998,3.332,8.4667,4.998,33.32,0,0,13.999,93.335,0,0,3.7337,10.001,66.68,0,0,0,0,11.305,75.372,3.0513,20.344,5,14.999,74.998,46829,0,0,0,0,1,6.665,2,10.001,57493
'108912006,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'108912007,2013,18.6,21.6,.,.,.,.,.,.,.,.,21.8,24.8,21.5,196.196,93.653,209.492,14.1738,6.766,0,195.318,93.234,10.2738,4.904,73843,9.963,6.36,35900,44.9258,28.679,44470,46.4714,29.665,47506,35.2373,22.494,50544,20.0554,12.802,62571,4.8667,3.107,1.5388,0.982,0,0,8.6181,5.501,10.5386,72.939,46.561,0.3324,0.2122,142.174,90.757,0,0,14.2353,83.714,53.439,1,0.6384,0,0,100.753,64.316,24.4068,15.58,8.1177,156.653,74.777,48509,1,0.6384,20.0038,12.7695,8.612,5.498,28.3915,13.553,58347
'108912008,2013,13.6,19.2,.,.,.,.,.,.,.,.,14.6,16.3,15.3,24.95,96.148,25.95,1,3.854,0,24.95,96.146,2,7.707,79248,0,0,.,6.6425,32.644,43176,5.8331,28.666,46581,4.8845,24.004,50945,2.9883,14.686,64596,0.9999,4.914,0,0,0,0,0,0,10.0476,7.809,38.378,0.131,0.6438,18.349,90.173,0,0,14.2517,12.539,61.622,0,0,0,0,17.686,86.918,0,0,7,20.348,78.415,49163,0,0,2.531,12.4383,1,4.913,2.6012,10.024,58300
'108912010,2013,17.7,17.7,.,.,.,.,.,.,.,.,17.8,18,18,10.694,100,10.694,0.7647,7.151,0,9.929,92.849,1,9.351,91189,1,12.941,41700,1.7276,22.353,42449,2.0004,25.882,47969,3.0006,38.824,51975,0,0,.,0,0,0,0,0,0,0,0,8.6,4.001,51.765,0,0,7.729,100,0,0,13.7149,3.728,48.235,0,0,0,0,6.729,87.057,0,0,8.6,7.729,72.276,47479,0,0,1.0003,12.9425,0,0,1.2,11.222,63484
'108912041,2013,16.4,26,.,.,.,.,.,20.8,.,.,20.9,22.9,22.9,76.789,95.049,80.789,7,8.665,0,73.789,91.335,4,4.951,65037,2.92,5.11,41702,21.9773,38.465,43944,13.6518,23.894,47467,8.5867,15.029,50686,10.0001,17.502,63293,0,0,2.0851,3.649,0,0,4.7273,8.274,9.7186,38.501,67.385,3.8219,6.6892,53.136,92.999,0,0,12.304,18.635,32.615,1,1.7502,0,0,39.674,69.437,4.0402,7.071,7.9001,57.136,70.723,49071,0,0,1.7878,3.129,4,7.001,12.6529,15.662,56214
'108912042,2013,15.1,15.3,.,.,.,.,.,20,.,.,23.2,23.3,24.3,78.643,95.277,82.542,5.7861,7.01,0,76.756,92.99,4,4.846,67991,3.995,6.292,43411,27.7953,43.783,43729,12.8288,20.208,48182,10.0369,15.81,51396,8.829,13.907,65925,0.037,0.058,1.0345,1.63,0,0,7.6725,12.086,9.7477,45.819,72.173,11.6109,18.2893,61.448,96.791,0,0,13.7198,17.666,27.827,1,1.5752,0,0,35.1,55.289,6.0666,9.556,7.3891,63.485,76.912,48908,0,0,1.0001,1.5753,2,3.151,9.2712,11.232,55273
'108912043,2013,17.8,26.5,.,.,.,.,.,24.3,.,.,25.3,26.1,25.6,62.366,91.352,68.27,5.9037,8.648,0,62.366,91.352,5,7.324,65332,2.755,5.569,34031,19.06,38.531,43865,15.9914,32.328,47614,5.8931,11.913,53402,5.7675,11.659,65374,1.9954,4.034,1.0669,2.157,0.893,1.805,7.6633,15.492,9.3417,27.648,55.891,6.3094,12.7548,42.812,86.546,0,0,12.8571,21.819,44.109,1,2.0216,0,0,30.592,61.844,1.8349,3.709,7.5769,49.467,72.458,48173,0,0,1,2.0216,3.767,7.615,7.8995,11.571,53528
'108912044,2013,18.2,15.3,.,.,.,.,.,22.3,.,.,21.6,21.8,22,68.432,94.52,72.4,6.9144,9.55,0,65.485,90.45,4,5.525,70905,0,0,.,10.5941,19.908,43478,15.6494,29.408,46938,16.3133,30.656,53409,10.6575,20.028,64401,1,1.879,1.7875,3.359,0,0,9.5713,17.986,13.5759,33.115,62.229,8.9828,16.8804,50.247,94.423,0,0,12.3275,20.1,37.771,1.0001,1.8794,0,0,27.334,51.365,2.5391,4.771,11.7358,53.214,73.501,51730,0,0,1.9998,3.758,1.968,3.698,8.2709,11.424,55919
'108912045,2013,17,16.3,.,.,.,.,.,23,.,.,22.4,23,23.8,79.72,93.991,84.816,6,7.074,0,78.816,92.926,4,4.716,64998,3.159,5.002,42339,17.9129,28.36,43872,13.0006,20.583,47572,17.2186,27.261,50682,11.8714,18.795,61055,2,3.166,1.3804,2.185,1,1.583,5.9154,9.365,11.4499,40.315,63.828,10.0982,15.9876,55.434,87.764,0,0,13.8689,22.847,36.172,1,1.5832,0,0,41.141,65.134,2.5976,4.113,8.72,63.163,74.47,49643,0,0,1.0304,1.6313,4.729,7.486,11.6536,13.74,53944
'108912046,2013,15.3,17.4,.,.,.,.,.,21.1,.,.,16.4,23.5,23.6,78.256,95.41,82.021,7.1541,8.722,0,74.867,91.278,3,3.658,70473,6.339,10.111,42167,11.1928,17.853,43344,18.8667,30.094,47949,14.9776,23.89,51622,11.317,18.051,64480,4.0004,6.381,0.735,1.172,0,0,6.2008,9.891,11.6739,42.873,68.385,11.8076,18.834,57.693,92.024,0,0,13.5422,19.82,31.615,1,1.5951,0,0,38.142,60.84,3.1792,5.071,9.0007,62.693,76.436,50404,1.0002,1.5954,1.6281,2.5969,0,0,9.1736,11.184,55832
'108912048,2013,14.2,13.5,.,.,.,.,.,26.3,.,.,19.5,20.3,20.3,72.253,97.307,74.253,5.8663,7.9,0,68.387,92.1,3.5,4.714,65882,4,7.08,41700,20.9886,37.148,43392,11.7428,20.784,48028,13.6345,24.132,50851,6.1342,10.857,65237,1.9998,3.539,1.0416,1.844,0,0,3.5402,6.266,9.7377,37.493,66.359,9.4112,16.6569,52.501,92.921,0,0,12.6902,19.007,33.641,0.8824,1.5618,0,0,36.939,65.379,3.6857,6.523,8.2787,56.5,76.091,48407,0,0,0.9998,1.7696,2,3.539,8.3867,11.295,55749
'108912049,2013,17.6,22.8,.,.,.,.,.,22.5,.,.,23.8,25,25.1,78.289,96.804,80.874,5.8342,7.214,0,75.04,92.786,4,4.946,64196,3.824,6.092,41697,22.8307,36.366,43282,13.5166,21.53,47653,12.5782,20.035,51355,10.03,15.976,62822,0,0,1.4168,2.257,0,0,5.9938,9.547,9.8462,36.324,57.859,4.8366,7.7041,60.195,95.883,0,0,15.18,26.456,42.141,1.2,1.9114,0,0,46.222,73.626,2.1103,3.361,8.6488,62.78,77.627,48866,0,0,1.0002,1.5932,2.585,4.117,8.2597,10.213,54907
'108912102,2013,.,.,21.4,21.2,17.8,21.7,22.7,.,.,6,.,.,.,63.208,94.048,67.208,11.6256,17.298,0,55.583,82.702,2,2.976,67721,3.925,8.178,41891,10.1051,21.054,43653,11.9327,24.862,46925,12.887,26.85,52351,9.1455,19.055,63828,0.5926,1.235,19.0079,39.604,0,0,0,0,12.426,40.396,84.167,1.0003,2.0842,45.403,94.598,0,0,16.4807,7.599,15.833,0,0,0,0,24.47,50.983,3.5175,7.329,9.4205,47.995,71.413,50502,1,2.0835,0,0,1,2.084,5.5872,8.313,59945
'108912104,2013,.,.,13.8,20.9,13.4,17.7,17.3,.,17,.,.,.,.,52.603,94.596,55.608,9.3155,16.752,0,46.293,83.248,2,3.597,67689,2.722,6.869,41702,3.8984,9.839,43913,19.0015,47.955,47671,9,22.714,50611,5.0016,12.623,61500,0,0,19.9944,50.461,0,0,0.9999,2.524,11.2188,32.814,82.815,1,2.5238,37.714,95.182,0,0,15.3697,6.809,17.185,0,0,0,0,15.441,38.97,2.1878,5.521,10.0201,39.623,71.254,49304,0,0,0,0,1.909,4.818,4.6696,8.397,55572
'108912105,2013,.,.,12.9,17.4,14.4,15.5,8.5,.,16.7,.,.,.,.,44.779,95.725,46.779,7,14.964,0,39.779,85.036,2,4.275,72202,3.786,11.476,41899,13.0591,39.585,43888,10.0008,30.314,49153,3.1436,9.529,52129,3.0008,9.096,62610,0,0,21.3943,64.85,0,0,2.179,6.605,7.733,23.144,70.155,0.7145,2.1658,31.99,96.969,0,0,15.0044,9.846,29.845,0,0,0,0,6.5,19.704,2.2021,6.675,5.9507,32.99,70.524,47744,0,0,0,0,1,3.031,4.7887,10.237,53267
'108912106,2013,.,.,16.9,15.2,19.5,17.9,22.5,.,17,.,.,.,.,52.43,100,52.43,9,17.166,0,43.43,82.834,2,3.815,63221,0,0,.,12.0281,32.347,44053,15,40.34,46945,3.1481,8.466,53027,7.0081,18.847,64792,0.1481,0.398,15.3828,41.369,0,0,2,5.379,11.25,35.008,94.146,1,2.6893,37.036,99.602,0,0,16.6468,2.177,5.854,0,0,0,0,16.559,44.531,2.243,6.032,9.3,37.184,70.921,49888,0,0,0,0,0,0,4.246,8.098,53874
'108912107,2013,.,.,14.4,18.9,11.9,13.5,22.2,.,21.1,11.3,.,.,.,50.682,100,50.682,9,17.758,0,41.682,82.242,2,3.946,73581,0.632,1.774,15607,9.9036,27.787,43309,13.9996,39.28,47394,4.1045,11.516,49420,7.0009,19.643,65038,0,0,16.4413,46.131,0,0,2.7821,7.806,10.8067,31.904,89.515,0.5671,1.5912,35.641,100,0,0,14.8145,3.737,10.485,1,2.8058,0,0,12.746,35.764,2.1039,5.903,9.3216,35.641,70.322,49394,0,0,0,0,0,0,4.0413,7.974,59321
