CAMPUS,YEAR,CPCTENGA,CPCTFLAA,CPCTG01A,CPCTG02A,CPCTG03A,CPCTG04A,CPCTG05A,CPCTG06A,CPCTGKGA,CPCTGMEA,CPCTMATA,CPCTSCIA,CPCTSOCA,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSETOFC,CPSETOFP,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST20FC,CPST20FP,CPST20SA,CPSTASFC,CPSTASFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTOPFC,CPSTOPFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA
'220919102,2013,.,.,20.5,18.7,18,19.5,.,.,19.2,.,.,.,.,1.979,3.208,61.682,13.4812,21.856,0,48.201,78.144,2,3.242,72976,2,4.977,45955,8.4375,20.996,47169,9,22.396,48552,12.7495,31.726,52172,7.9996,19.906,60651,1,2.488,0.5462,1.359,0,0,5,12.442,12.6213,40.187,100,0.8,1.9907,0,0,0,0,13.1636,0,0,0,0,0,0,30.205,75.162,3.6352,9.046,7.6683,40.187,65.151,51690,0,0,0,0,39.187,97.512,6.0141,9.75,56140
'220919103,2013,.,.,21.2,19.1,21.1,22.7,.,.,19.6,-2,.,.,.,2.2,3.717,59.192,9.6791,16.352,0,49.513,83.648,2.25,3.801,80021,0,0,.,6.547,15.387,46872,7.8448,18.437,48539,21.4907,50.509,51203,6.6657,15.666,58929,0,0,0,0,1,2.35,0,0,14.4539,41.549,97.65,1,2.3503,1,2.35,0,0,14.1017,1,2.35,0,0,0,0,35.391,83.178,6.1573,14.471,7.8815,42.548,71.882,51256,0,0,0,0,40.548,95.299,4.7144,7.965,60834
'220919104,2013,.,.,20.4,18.4,20.4,17.6,.,.,21,-2,.,.,.,4.112,6.945,59.212,11.8395,19.995,0,47.373,80.005,2,3.378,68190,0,0,.,9.5298,23.482,47496,11,27.104,48540,11.9998,29.568,50940,8.0546,19.847,58416,0,0,0,0,1,2.464,4.0761,10.044,12.8092,40.584,100,1,2.464,0,0,0,0,13.626,0,0,0,0,0,0,32.53,80.153,2.9786,7.339,5.8014,40.584,68.54,50964,0,0,0,0,39.584,97.536,4.7884,8.087,58889
'220919106,2013,.,.,.,.,.,.,25.9,26,.,.,.,.,.,3.179,6.121,51.927,6.1871,11.915,0,45.74,88.085,2,3.852,72859,1,2.481,45955,4.3805,10.869,47012,10.0624,24.968,48422,15.5933,38.692,51379,9.2649,22.989,57406,1,2.481,0,0,0,0,0,0,13.8446,35.288,87.561,2.1981,5.4542,1,2.481,0,0,15.1857,5.013,12.439,0,0,0,0,30.312,75.214,7.7908,19.331,8.3766,40.301,77.611,51417,0,0,0,0,38.301,95.037,3.4391,6.623,54832
'220919107,2013,.,.,27.7,19.8,26,26.3,38,.,18.5,-2,.,.,.,1.489,3.108,47.913,7.3473,15.335,0,40.566,84.665,2.25,4.696,65397,0,0,.,3.5456,10.786,46819,7.7457,23.564,48859,17.5802,53.481,51186,4.0001,12.169,59863,0,0,1.3168,4.006,0,0,0,0,13.6872,32.326,98.341,1,3.0421,1,3.042,0,0,12.6553,0.546,1.659,0,0,0,0,27,82.139,3.5545,10.813,8.5045,32.872,68.607,51223,0,0,0,0,31.872,96.958,5.4443,11.363,57206
'220919108,2013,.,.,.,.,.,.,23.5,25.4,.,24.2,.,.,.,5.737,10.95,52.394,7.3529,14.034,0,45.041,85.966,2.25,4.294,76427,0,0,.,3.3073,8.731,47503,10.4313,27.539,48932,16.5664,43.736,50625,7.5734,19.994,58905,1.9996,5.279,0.381,1.006,0,0,0,0,14.318,36.608,96.646,0,0,2.78,7.34,0,0,16.0514,1.27,3.354,0,0,0,0,31.979,84.426,5.5182,14.568,9.3816,37.878,72.295,51542,0,0,0,0,33.098,87.381,4.9127,9.376,60282
'220920001,2013,19.9,22.5,.,.,.,.,.,.,.,.,22.2,24,20.4,16.1,12.437,129.45,9.6,7.416,0,119.851,92.584,8.7738,6.778,69126,3,3.025,44818,28.1049,28.34,44449,21.3992,21.578,44595,31.675,31.94,50919,14.9928,15.118,56988,0,0,0,0,3.999,4.033,0,0,11.6109,52.819,53.26,0,0,6.357,6.41,0.9999,1.008,17.0109,46.353,46.74,10.0018,10.0853,0,0,71.113,71.707,8.6551,8.727,6.9602,99.172,76.61,48454,1,1.0084,9.4022,9.4807,86.815,87.54,11.9049,9.196,53247
'220920003,2013,.,.,.,.,.,.,.,.,.,.,.,.,1,2,16.264,12.297,0,0,0,12.297,100,2,16.264,75092,0,0,.,1,9.711,43550,1,9.711,44650,5.0001,48.558,48603,3.297,32.019,59033,0,0,0,0,0,0,5.276,51.238,18.0028,7.298,70.869,0,0,1,9.711,0,0,3.2048,3,29.131,0,0,0,0,3.379,32.81,1,9.711,12.2858,10.297,83.736,51068,0,0,0.6426,6.2406,9.297,90.289,0,0,.
'220920004,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220920041,2013,24.5,23.9,.,.,.,.,.,.,.,.,24,24.2,24.7,5,7.087,70.552,8.282,11.739,0,62.27,88.261,3.1595,4.478,72048,8.113,14.624,43168,27.8864,50.269,44013,7.0002,12.619,45652,9.2884,16.743,49240,3.1871,5.745,56973,0,0,0.1501,0.271,1,1.803,0,0,7.4143,40.694,73.355,0,0,3,5.408,0,0,16.6742,14.781,26.645,3.3482,6.0355,0,0,44.701,80.579,4.6161,8.321,5.2121,55.475,78.629,45716,0,0,2.6592,4.7935,51.475,92.789,3.6359,5.153,48124
'220920101,2013,.,.,22.7,20.2,22.6,22.8,.,.,15,13,.,.,.,9.65,20.706,46.605,10.7158,22.993,0,35.889,77.007,2,4.291,61610,2,6.501,43975,10.2675,33.371,43486,8.0003,26.002,44663,7,22.751,48014,3.5001,11.376,55021,1,3.25,8.7383,28.401,0,0,5.1858,16.855,9.4688,30.768,100,0.5,1.6251,5.529,17.969,1,3.25,15.7956,0,0,0,0,0,0,12.591,40.922,3.7529,12.197,7.9375,30.768,66.018,46166,0,0,0,0,23.239,75.531,3.1214,6.698,52070
'220920102,2013,.,.,23.9,23.4,21.1,22.6,.,.,24.3,36,.,.,.,12.332,18.352,67.197,14.4337,21.48,0,52.763,78.52,3,4.465,64275,2,4.308,53000,12.126,26.118,43442,12.9995,27.999,44673,10.803,23.268,48316,8.4998,18.307,55668,0,0,10.6523,22.944,1,2.154,1.5244,3.283,10.9841,45.428,97.846,0.5,1.0769,7.275,15.668,0,0,18.2432,1,2.154,0,0,0,0,32.359,69.696,1.3931,3.001,8.6944,46.428,69.093,47570,0,0,0,0,38.154,82.178,3.3345,4.962,54377
'220920103,2013,.,.,23,23,19.2,23.6,.,.,21.8,29,.,.,.,7.844,16.187,48.46,10.9358,22.567,0,37.524,77.433,2,4.127,60600,2,6.056,43550,11.1795,33.853,43337,5.9993,18.167,44350,5.8446,17.698,50003,8.0005,24.226,56075,0,0,5.8252,17.639,0,0,1.5862,4.803,11.4157,33.024,100,0.6886,2.0852,4.844,14.669,0,0,16.5335,0,0,0,0,0,0,22.561,68.316,2.3634,7.157,7.5115,33.024,68.147,47800,2.9996,9.0831,0,0,25.18,76.248,2.5,5.159,48234
'220920104,2013,.,.,23.8,23.9,22,22.4,.,.,20.9,44,.,.,.,5.757,9.055,63.579,13,20.447,0,50.579,79.553,2.1786,3.427,63359,2,4.521,43050,12.9681,29.317,43616,9.8216,22.203,44666,10,22.607,48045,9.4448,21.352,54886,1,2.261,1,2.261,0,0,1,2.261,11.5186,44.235,100,0.8214,1.8569,2,4.521,0,0,18.2211,0,0,0,0,0,0,35.969,81.314,5.4443,12.308,9.5617,44.234,69.574,47231,0,0,0,0,41.235,93.218,4.1658,6.552,50758
'220920105,2013,.,.,.,.,.,.,23.4,26.4,.,48,.,.,.,4.9,6.732,72.792,15.9992,21.979,0,56.792,78.021,3.5,4.808,60720,2,3.946,43050,17.1682,33.867,43643,10.1153,19.954,44612,12.9644,25.575,47834,8.4444,16.658,56720,0,0,0.7388,1.457,0,0,0,0,11.1273,45.753,90.256,0.7282,1.4365,3,5.918,0,0,16.5705,4.939,9.744,0,0,0,0,42.48,83.799,6.7459,13.308,7.6,50.692,69.64,47063,0,0,0,0,47.692,94.082,2.6,3.572,61012
'220920106,2013,21.8,.,22.5,21.5,22,20.7,20.8,25.9,22,-2,.,.,.,2,6.166,32.436,5,15.415,0,27.436,84.585,2,6.166,69070,0,0,.,5.0001,23.988,43430,4.9997,23.986,44410,7.6712,36.803,47204,3.1731,15.223,55521,0,0,0,0,0,0,0,0,12.9749,20.625,98.947,0.2718,1.304,0,0,0,0,16.3116,0.22,1.053,0,0,0,0,19.517,93.632,1.0556,5.064,8.4755,20.844,64.263,46895,0,0,0,0,20.844,100,4.5915,14.156,54027
'221801005,2013,.,.,23,23,21,21.7,11,17,18,.,.,.,.,2,14.285,14.001,1,7.143,0,13.001,92.857,1,7.143,50000,0,0,.,3.0001,25,34397,4.0004,33.335,35800,2.0001,16.667,41525,3,24.999,36333,0,0,0,0,1,8.333,0,0,13.1667,10,83.333,0,0,0,0,0,0,14.166,2,16.667,0,0,0,0,11.001,91.667,1,8.333,2.9167,12.001,85.715,36537,0,0,0,0,11.001,91.667,0,0,.
'221801006,2013,.,.,18,17.5,21,30,28,22,17.9,.,.,.,.,11,45.833,24,6,25,0,18,75,1,4.167,50000,3,17.647,38167,12,70.588,38693,1.0001,5.883,42000,0,0,.,1,5.882,44880,2,11.765,0,0,5,29.412,0,0,4.0588,17,100,0,0,0,0,0,0,13.4705,0,0,0,0,0,0,15,88.235,2,11.765,1.5882,17,70.833,39158,0,0,0,0,10,58.824,0,0,.
'221801011,2013,.,.,18,15.5,.,.,.,.,17.5,.,.,.,.,1,4.762,21,3,14.286,0,18,85.714,1,4.762,62220,2,11.765,33825,5,29.412,36600,2,11.765,35000,6,35.294,37912,2,11.765,41098,0,0,0,0,0,0,0,0,9.8824,16,94.118,0,0,0,0,0,0,13.5294,1,5.882,0,0,0,0,16,94.118,1,5.882,2.4118,17,80.952,37078,0,0,0,0,17,100,0,0,.
'221801014,2013,.,.,22,23.7,14.8,18.5,13,.,19,.,.,.,.,3,16.901,17.751,1,5.634,0,16.751,94.366,1,5.634,51000,3,19.049,38167,9.5003,60.317,38799,2.25,14.285,45162,1,6.349,42000,0,0,.,1,6.349,0,0,1,6.35,0,0,3.5758,13.75,87.301,0,0,0,0,0,0,15.9994,2,12.699,0,0,0,0,15.001,95.238,0.75,4.762,1.3636,15.751,88.733,39791,1.0001,6.3496,0,0,12.75,80.952,0,0,.
'221801020,2013,.,.,17.7,20,19.3,18.3,19,.,18,.,.,.,.,7,27.999,25,2,8,0,23,92,1,4,52000,0,0,.,12.9996,59.09,38639,4.0002,18.183,39832,3.9999,18.182,41007,1,4.546,44000,0,0,0,0,1,4.546,0,0,6.9545,18,81.817,0,0,5,22.726,0,0,14.5002,4,18.183,0,0,0,0,20,90.909,2,9.091,2.7273,22,88,39530,0,0,0,0,16,72.729,0,0,.
'221801022,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,3,0,0,0,3,100,2,66.667,63150,0,0,.,0,0,.,0,0,.,0,0,.,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,.,-2,0,.,0,0,0,0,0,0,1,33.333,35000
'221801023,2013,.,.,23,22,20,26,20.1,.,22,.,.,.,.,2,9.396,21.286,4,18.792,0,17.286,81.208,0.5,2.349,65834,1,5.957,38500,9.5354,56.807,37946,2.2501,13.405,44050,4.0001,23.831,42302,0,0,.,0,0,0,0,0,0,0,0,5.9444,14.786,88.084,0,0,2,11.916,0,0,17.2171,2,11.916,0,0,0,0,15.036,89.574,1.75,10.426,2.4444,16.786,78.859,39836,0,0,0,0,14.786,88.084,0,0,.
'221801025,2013,13.5,.,18,17,20,18,12,15.8,20,.,13.5,13.5,13.5,6,46.154,13,0,0,0,13,100,1,7.693,53000,2,16.667,35250,5.9997,50,35448,2.9999,25,38007,0.9999,8.333,40000,0,0,.,1,8.334,0,0,2,16.666,0,0,4.6667,10,83.334,0,0,3,25.001,0,0,12.0838,2,16.666,0,0,0,0,11,91.666,1,8.334,1.9167,12,92.307,36434,0,0,0,0,6,50,0,0,.
'221801026,2013,20,21,19,20.1,16.8,18.5,22,17.5,15,.,20,20,20,2,8.696,23,0,0,0,23,100,2,8.696,44380,2,9.524,38250,15,71.429,38269,2,9.524,40900,1,4.762,46000,1,4.762,40000,1,4.762,0,0,1,4.762,0,0,4.4286,14,66.667,0,0,0,0,0,0,13.0476,7,33.333,0,0,0,0,20,95.238,1,4.762,1.3333,21,91.304,38969,0,0,0,0,19,90.476,0,0,.
'221801027,2013,22.3,15.3,.,.,.,.,.,.,.,.,23,22.3,20.3,3.508,25.971,13.509,0,0,0,13.509,100,1,7.403,58000,0,0,.,4.0004,34.759,39750,1,8.689,42000,4.5083,39.173,51899,2.0001,17.379,49734,1.0002,8.691,0,0,0.508,4.414,0,0,11.6524,6.509,56.552,0,0,2,17.38,0,0,22.4176,5,43.448,0,0,0,0,11.509,100,0,0,1.5214,11.509,85.195,46440,0,0,0,0,8,69.516,1,7.403,50000
'221801033,2013,13,.,16.4,18.5,13.9,21,12,15,14,.,12.5,12.5,13,3,15.79,19,3,15.79,0,16,84.21,1,5.263,52000,2,13.332,26500,8.0002,53.335,34272,3.9999,26.666,36612,0,0,.,0.9999,6.666,40000,0,0,0,0,2,13.334,0,0,5.7333,14,93.334,0,0,0,0,0,0,14.0002,1,6.666,0,0,0,0,15,100,0,0,1.4,15,78.947,34242,0,0,0,0,13,86.666,0,0,.
'221801034,2013,22.3,7,.,.,.,.,.,24.3,.,.,22.3,22.3,22.5,1,6.667,15,2,13.333,0,13,86.667,1,6.667,55000,1,8.334,19500,4.9998,41.665,35127,3,25,40667,2.0001,16.667,44115,1.0001,8.334,43000,1,8.333,0,0,0,0,0,0,7.9167,10,83.333,0,0,0,0,0,0,17.1665,2,16.667,0,0,0,0,10,83.333,2,16.667,1.5833,12,80,37364,0,0,0,0,11,91.667,0,0,.
'221801039,2013,19,.,19.5,19.9,17,22.5,28,27,19,.,19,19,19,13,57.777,22.5,2,8.889,0,20.5,91.111,2,8.889,48223,1,5.405,38000,11.0001,59.459,38091,2,10.811,41250,4,21.621,42000,0.5002,2.704,43987,0,0,0,0,11,59.458,0,0,6.4324,14,75.675,0,0,0,0,0,0,15.5133,4.5,24.325,0,0,0,0,17.5,94.595,1,5.405,0.7568,18.5,82.222,39432,2.0001,10.8112,0,0,5.5,29.73,0,0,.
'221801040,2013,.,.,9,.,.,.,.,.,12,.,.,.,.,6,35.294,17,4,23.529,0,13,76.471,0,0,.,0,0,.,7,63.636,32480,3,27.273,42167,0,0,.,1,9.091,41000,0,0,0,0,0,0,0,0,4.7273,10,90.909,0,0,4,36.364,0,0,4.3636,1,9.091,0,0,0,0,3,27.273,8,72.727,1.2727,11,64.706,35897,0,0,0,0,7,63.636,2,11.765,37500
'221801041,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,10,2,20,0,8,80,1,10,48000,4,57.143,38500,2,28.571,39250,1,14.286,40000,0,0,.,0,0,.,0,0,0,0,0,0,0,0,1.2857,2,28.571,0,0,0,0,0,0,16,5,71.429,0,0,0,0,6,85.714,1,14.286,0.2857,7,70,38929,0,0,0,0,7,100,0,0,.
'221801043,2013,19.3,15.2,20,19.3,20,21,21.7,24,18,.,12.5,19.2,17.4,1,2.89,34.6,3,8.67,0,31.6,91.33,1,2.89,48000,7,23.649,37428,15.9995,54.052,38750,4.6003,15.541,41196,2.0002,6.757,40000,0,0,.,0,0,0,0,0,0,0,0,3.3446,22.6,76.35,0,0,1,3.379,0,0,15.608,7,23.65,0,0,0,0,28,94.595,1.6,5.405,0.9797,29.6,85.549,38902,1.9998,6.756,0,0,26.6,89.865,1,2.89,70000
'221801044,2013,.,.,11,14,15,17,.,.,15.5,.,.,.,.,10,100,10,1,10,0,9,90,1,10,53000,6,75,37083,1,12.5,37000,1,12.5,39500,0,0,.,0,0,.,0,0,0,0,0,0,0,0,1,7,87.5,0,0,8,100,0,0,14.25,1,12.5,0,0,0,0,8,100,0,0,0,8,80,37375,0,0,0,0,0,0,0,0,.
'221801045,2013,.,.,15,21,19,10,15,11,14,.,.,.,.,0,0,14,0,0,0,14,100,1,7.143,58170,2,15.385,34250,4.9999,38.462,33620,1,7.692,38000,2,15.385,36000,2.9998,23.076,31689,0,0,0,0,0,0,0,0,11,12,92.308,0,0,0,0,0,0,10.231,1,7.692,0,0,0,0,12,92.308,1,7.692,1.0769,13,92.857,33974,0,0,0,0,13,100,0,0,.
'221801046,2013,.,.,19.5,16,15.6,14,.,.,17.5,.,.,.,.,4,22.223,18,4,22.223,0,14,77.777,1,5.556,52000,3,23.077,36000,3,23.077,38167,2,15.385,39250,2.9998,23.076,39000,2,15.385,31000,0,0,0,0,1,7.692,0,0,9.6923,12,92.307,0,0,0,0,0,0,15.0003,1,7.693,0,0,0,0,12,92.308,1,7.692,0,13,72.222,36923,0,0,0,0,12,92.308,0,0,.
'221801047,2013,.,.,15.5,20,20,19,.,.,14,.,.,.,.,1,11.111,9,0,0,0,9,100,1,11.111,55000,3,37.5,35000,3,37.5,37667,1,12.5,37000,0,0,.,1,12.5,42000,0,0,0,0,0,0,0,0,6.25,8,100,0,0,1,12.5,0,0,14.75,0,0,0,0,0,0,7,87.5,1,12.5,0,8,88.889,37125,0,0,0,0,7,87.5,0,0,.
'221801048,2013,.,.,12.5,17.8,15,17,.,.,18.5,.,.,.,.,4,33.335,12,1,8.333,0,11,91.667,1,8.333,57500,3,30,38167,2.9999,29.999,39833,3,30,38000,1,10,42000,0,0,.,0,0,1,10,1,10,0,0,4.4,10,100,0,0,2,20.002,0,0,14.4001,0,0,0,0,0,0,9,90,0,0,0,10,83.333,39000,1,10.0001,0,0,6,59.998,0,0,.
'221801049,2013,.,.,17.5,17,20,18,.,.,14.7,.,.,.,.,0,0,12.964,0,0,0,12.964,100,1.5,11.57,53278,2,17.445,38000,8.4643,73.832,39477,0,0,.,1,8.723,42840,0,0,.,0,0,0,0,0,0,0,0,3.0833,9.464,82.555,0,0,0,0,0,0,12.7353,2,17.445,0,0,0,0,10.464,91.277,1,8.723,0.5833,11.464,88.43,39513,0,0,0,0,11.464,100,0,0,.
'221801050,2013,14.8,.,19.5,19.5,19,18.5,20,18,20,.,13.7,13.7,13.7,3,13.637,22,2,9.091,0,20,90.909,1,4.545,60000,4,21.054,33625,9,47.368,38889,4,21.052,37500,2,10.526,35750,0,0,.,2.0001,10.527,0,0,0,0,0,0,4.2632,18,94.736,0,0,1,5.263,0,0,14.2629,1,5.264,0,0,0,0,17,89.474,2,10.526,0.6842,19,86.364,37158,1,5.2631,0,0,15,78.947,0,0,.
'221801051,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,2,28.571,7,0,0,0,7,100,1,14.286,65000,0,0,.,3,60,36000,2,40,35000,0,0,.,0,0,.,0,0,0,0,2,40,0,0,4.2,2,40,0,0,0,0,0,0,36.4,3,60,0,0,0,0,5,100,0,0,0,5,71.429,35600,0,0,0,0,3,60,1,14.286,35000
'221801052,2013,.,.,13.5,14,21,14,19,.,17,.,.,.,.,0,0,11.9,0,0,0,11.9,100,1,8.403,53500,0,0,.,6.9003,69.698,38071,2,20.201,37750,1,10.101,35000,0,0,.,0,0,0,0,0,0,0,0,4.2323,9.5,95.96,0,0,0,0,0,0,14.343,0.4,4.04,0,0,0,0,9.5,95.96,0.4,4.04,1.0606,9.9,83.194,37696,0,0,0,0,9.9,100,1,8.403,31200
'221801053,2013,17.6,.,.,.,.,.,.,22.5,.,.,17.6,17.6,17.6,2,22.223,9,0,0,0,9,100,1,11.112,48000,0,0,.,4.9997,62.5,39600,0.9999,12.5,39500,1.9999,25,44750,0,0,.,0,0,0,0,1,12.502,0,0,5.75,5.999,74.997,0,0,1,12.5,0,0,16.501,2,25.003,0,0,0,0,7,87.499,1,12.501,0.625,8,88.888,40875,0,0,0,0,6,74.998,0,0,.
'221801054,2013,.,.,20,16,24,22,.,.,18.5,.,.,.,.,11,91.667,12,0,0,0,12,100,1,8.333,52530,0,0,.,4.9999,45.454,38352,3,27.273,36000,2,18.182,40635,1,9.091,40800,0,0,0,0,7,63.638,0,0,9.0909,10,90.909,0,0,3,27.271,0,0,13.6365,1,9.091,0,0,0,0,10,90.909,1,9.091,1.3636,11,91.667,38348,0,0,0,0,1,9.091,0,0,.
'221901001,2013,13.9,20.6,.,.,.,.,.,.,.,.,20.4,19.3,24.9,21.072,11.429,184.369,17.8243,9.668,0,166.545,90.332,6,3.254,75762,4.119,2.953,38458,30.8157,22.088,38862,25.5516,18.315,41224,44.7063,32.044,47636,34.3211,24.6,56552,0,0,1,0.717,0.447,0.321,4.5682,3.274,13.9489,80.649,57.807,0,0,14.646,10.498,1,0.717,13.1958,58.865,42.193,19.1992,13.7615,0,0,84.452,60.533,13.1282,9.41,9.9404,139.514,75.671,46446,0.9995,0.7164,17.166,12.3041,122.421,87.748,21.0312,11.407,51957
'221901002,2013,12.4,21.5,.,.,.,.,.,.,.,.,18.3,19.8,23.3,29.917,16.587,180.367,24.8675,13.787,0,155.5,86.213,6.619,3.67,76700,6.463,4.974,40163,44.4806,34.233,38572,17.7365,13.65,43289,30.8582,23.749,48509,30.3956,23.393,55100,0,0,0.5205,0.401,2.553,1.965,6.6045,5.083,12.4126,71.125,54.739,0,0,12.227,9.41,0.9999,0.77,13.9225,58.809,45.261,18.3903,14.1536,0,0,76.53,58.899,12.3051,9.47,9.9017,129.934,72.039,45521,2.9999,2.3088,15.5832,11.9932,111.154,85.546,18.9466,10.504,48414
'221901003,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,6.49,23.617,27.48,3.9788,14.479,0,23.501,85.521,2,7.278,66311,0,0,.,2.0001,10.526,38000,2.0002,10.527,39925,9,47.367,48299,6.0004,31.58,59519,0,0,0,0,1,5.263,1.8878,9.935,19.5789,12,63.155,0,0,2,10.528,0,0,10.2628,7.001,36.845,0,0,0,0,13.833,72.8,0.6386,3.361,13.9474,19.001,69.145,49877,1.9994,10.5228,2.6418,13.9037,14.001,73.686,2.5,9.098,45006
'221901006,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,4.979,29.772,16.724,4.9735,29.739,0,11.75,70.261,0.75,4.485,68963,0,0,.,1.0003,9.093,37500,1,9.091,42000,1,9.091,46000,8.0001,72.726,52268,0,0,0,0,1,9.093,0.1818,1.653,21.1818,5.001,45.458,0,0,0,0,0,0,0.4545,6,54.542,0,0,0,0,9.097,82.694,1.7219,15.653,16,11,65.777,49422,0,0,0,0,10,90.907,0,0,.
'221901007,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'221901008,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,1.996,41.123,4.853,0.9947,20.499,0,3.858,79.501,0.25,5.152,82890,0,0,.,0,0,.,0,0,.,2.6078,72.282,44375,1,27.718,50500,0,0,0,0,1.001,27.74,0.3095,8.579,16.25,2.607,72.26,0,0,0,0,0,0,5.5435,1.001,27.74,0,0,0,0,3.033,84.076,0.2172,6.02,12.5,3.608,74.349,46072,0,0,0.0478,1.3249,2.607,72.26,0,0,.
'221901010,2013,16.5,18.8,.,.,.,.,.,.,.,.,15.9,16.9,17.3,6.5,27.313,23.796,0,0,0,23.796,100,1,4.202,76702,6.365,31.358,37702,5.0001,24.636,37900,1.0001,4.928,40800,3.9322,19.374,46504,3.9991,19.704,51673,0.9998,4.926,0,0,0,0,0.4809,2.369,8.2491,9.364,46.138,0,0,3,14.78,0,0,15.1754,10.932,53.862,10.8553,53.4849,0,0,4.289,21.132,0,0,7.4144,20.296,85.292,42362,0,0,4.6709,23.0139,16.297,80.294,2.5,10.506,53313
'221901044,2013,17.9,21.3,.,.,.,.,.,22,.,.,17.7,22.6,25.4,10.979,13.338,82.313,10.9417,13.293,0,71.371,86.707,3,3.645,60391,4.001,6.35,38703,10.9997,17.46,38196,10.0006,15.874,40231,12.9991,20.634,47837,25,39.683,54901,0,0,0,0,2,3.174,5.4626,8.671,16.1111,41,65.08,0,0,4,6.35,0,0,14.5715,22,34.92,0,0,0,0,50.171,79.637,4.3663,6.931,12.873,63,76.537,47169,1,1.5873,2.9999,4.7618,56,88.889,5.371,6.525,52253
'221901045,2013,18.8,20.8,.,.,.,.,.,23.9,.,.,19.6,19.6,22.9,5,7.265,68.822,5.9682,8.672,0,62.854,91.328,3,4.359,67307,1,1.861,39906,14.1531,26.331,38190,12.564,23.375,41116,11.9294,22.194,48361,14.1038,26.239,55413,0,0,0,0,1,1.861,3.2122,5.976,13.364,35.083,65.27,0,0,4,7.441,0,0,15.944,18.668,34.73,0,0,0,0,45.679,84.984,2.2001,4.093,10.2406,53.751,78.101,45682,0,0,2.659,4.9469,48.751,90.698,6.1034,8.868,49956
'221901047,2013,12,15.9,.,.,.,.,.,18.1,.,.,17.2,16.9,18.9,5.122,6.964,73.55,6.829,9.285,0,66.721,90.715,3,4.079,63406,3,5.201,38636,10.3071,17.869,38298,7.373,12.782,43585,17.0002,29.473,46654,20.0005,34.674,54994,0,0,0.7509,1.302,0,0,3.4062,5.905,15.25,41.128,71.302,0,0,3.127,5.421,0,0,13.1759,16.553,28.698,0,0,0,0,48.691,84.414,1.8329,3.178,11.6667,57.681,78.424,47244,1.9995,3.4665,3,5.201,52.554,91.112,6.04,8.212,57222
'221901048,2013,20.2,24.1,.,.,.,.,.,22.4,.,.,22.6,24.7,24.6,11.99,15.105,79.377,9.8186,12.37,0,69.559,87.63,3,3.779,65298,2,3.306,38703,9.1492,15.121,38314,8.155,13.478,41103,11.999,19.831,47035,29.2019,48.264,56018,1.0001,1.653,0.9996,1.652,2,3.306,3.2406,5.356,17.7619,44.148,72.966,0,0,4,6.611,0,0,16.4614,16.357,27.034,0,0,0,0,49.687,82.12,3.5784,5.914,13.4603,60.505,76.225,48977,0,0,2.9997,4.9578,53.505,88.43,6.0535,7.626,54748
