DISTRICT,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,YEAR
'084804,16.038,51.887,16.0377,16.038,0,2011
'084901,4.988,32.692,23.7574,21.225,17.338,2011
'084902,5.971,30.429,22.1311,19.667,21.802,2011
'084903,6.086,24.35,0,42.601,26.963,2011
'084904,4.53,31.495,21.6991,20.684,21.592,2011
'084906,6.21,31.393,19.353,24.752,18.292,2011
'084908,7.552,28.64,17.3899,18.727,27.692,2011
'084909,5.538,37.931,20.8442,20.517,15.17,2011
'084910,5.102,28.547,21.8953,27.567,16.888,2011
'084911,0.687,18.003,21.8039,36.427,23.079,2011
'085902,5.35,28.891,8.5599,34.585,22.614,2011
'085903,5.264,47.365,5.2633,26.316,15.791,2011
'086024,0,0,55.5531,0,44.447,2011
'086901,3.271,20.963,14.8085,34.027,26.93,2011
'086902,7.889,7.886,17.7476,39.741,26.736,2011
'087901,0,13.043,34.784,39.13,13.043,2011
'088902,4.901,15.175,20.1139,34.858,24.952,2011
'089901,1.44,30.181,20.5336,28.193,19.653,2011
'089903,6.05,27.158,17.4382,28.466,20.887,2011
'089905,20.881,55.391,0,6.582,17.147,2011
'090902,0,37.896,13.9685,25.394,22.742,2011
'090903,11.291,34.557,13.5002,22.357,18.295,2011
'090904,13.708,31.132,11.2524,24.835,19.072,2011
'090905,0,73.417,0,26.583,0,2011
'091901,5.765,10.556,13.5712,30.159,39.948,2011
'091902,2.084,25.005,23.3661,26.844,22.702,2011
'091903,4.611,20.753,20.9045,28.097,25.634,2011
'091905,3.881,11.876,26.1569,34,24.085,2011
'091906,10.647,22.9,20.2798,27.794,18.379,2011
'091907,21.429,28.571,21.429,14.285,14.286,2011
'091908,5.14,17.547,15.3532,40.575,21.384,2011
'091909,7.501,24.168,20.002,22.809,25.52,2011
'091910,10.755,22.259,6.3601,26.341,34.285,2011
'091913,2.098,11.539,23.5268,39.862,22.974,2011
'091914,1.634,23.222,19.3713,27.416,28.357,2011
'091917,1.135,22.965,20.426,35.048,20.426,2011
'091918,2.787,22.302,16.7262,30.306,27.878,2011
'092801,8.836,20.49,26.5027,17.669,26.503,2011
'092901,3.775,20.76,18.5576,29.856,27.052,2011
'092902,9.298,24.795,12.7412,27.684,25.482,2011
'092903,5.893,26.497,17.757,23.976,25.876,2011
'092904,3.218,28.331,13.575,28.352,26.525,2011
'092906,1.835,23.852,11.0095,33.028,30.275,2011
'092907,3.524,20.677,11.8103,44.304,19.685,2011
'092908,2.899,9.967,28.5068,33.603,25.023,2011
'093901,8.91,35.028,16.0397,25.765,14.258,2011
'093903,2.379,33.306,4.7572,29.821,29.737,2011
'093904,6.113,40.175,11.3537,18.777,23.581,2011
'093905,16.667,27.776,16.6669,16.667,22.222,2011
'094901,5.975,29.266,20.9244,22.498,21.337,2011
'094902,3.018,29.741,25.5401,31.611,10.09,2011
'094903,5.151,20.137,14.5835,40.378,19.75,2011
'094904,1.983,22.781,15.8672,33.487,25.881,2011
'095901,5.571,11.143,18.1059,41.503,23.676,2011
'095902,0,31.478,18.1433,31.486,18.893,2011
'095903,5.427,32.562,17.1857,25.327,19.499,2011
'095904,11.049,36.391,8.086,20.216,24.259,2011
'095905,3.456,25.332,18.1802,31.988,21.044,2011
'096904,5.835,27.229,11.67,27.229,28.037,2011
'096905,0.414,0,16.4444,49.332,33.81,2011
'097902,1.294,10.548,22.4142,43.374,22.37,2011
'097903,14.519,15.978,15.9783,40.388,13.137,2011
'098901,6.58,21.257,15.8183,42.174,14.17,2011
'098903,0,0,29.6283,29.63,40.742,2011
'098904,2.446,14.676,22.0147,31.624,29.239,2011
'099902,5.217,15.654,20.8689,45.098,13.162,2011
'099903,3.239,12.543,25.085,23.296,35.837,2011
'100903,4.7,23.731,15.8453,29.406,26.319,2011
'100904,3.633,24.533,16.0398,31.768,24.025,2011
'100905,1.287,21.243,19.9563,32.08,25.433,2011
'100907,2.999,31.637,21.6045,25.413,18.346,2011
'100908,19.214,20.38,17.6661,19.872,22.867,2011
'101801,9.524,38.096,9.5237,23.809,19.047,2011
'101802,11.618,43.569,28.5482,9.294,6.971,2011
'101803,21.423,43.446,9.8169,17.193,8.121,2011
'101804,0,66.29,19.6499,14.06,0,2011
'101805,6.597,40.718,36.2467,16.438,0,2011
'101806,42.584,28.183,16.4993,9.904,2.829,2011
'101807,0,47.745,15.5202,21.222,15.512,2011
'101809,6.342,39.013,23.1525,29.335,2.158,2011
'101810,24.998,18.75,31.2526,15.625,9.375,2011
'101811,1.613,29.033,29.0305,22.581,17.743,2011
'101812,30.158,58.242,4.6401,2.32,4.64,2011
'101813,22.447,54.08,16.1491,5.188,2.136,2011
'101814,3.659,23.171,20.7317,37.805,14.634,2011
'101815,50.027,19.989,29.984,0,0,2011
'101819,31.595,40.211,24.1659,0,4.028,2011
'101820,.,.,.,.,.,2011
'101821,10.521,63.124,5.2593,21.095,0,2011
'101822,85.916,14.084,0,0,0,2011
'101823,23.81,66.667,9.5235,0,0,2011
'101828,30.281,39.437,22.2071,6.056,2.019,2011
'101829,0,87.5,12.5002,0,0,2011
'101833,16.838,39.339,16.8978,21.293,5.633,2011
'101837,20.439,20.459,31.3534,22.637,5.111,2011
'101838,66.773,15.412,13.0991,3.174,1.541,2011
'101840,34.783,43.478,8.6957,13.043,0,2011
'101842,0,7.021,63.0473,16.044,13.888,2011
'101845,26.91,54.298,13.6527,3.033,2.107,2011
'101846,29.605,66.594,3.2432,0.558,0,2011
'101847,6.459,51.673,35.4081,0,6.46,2011
'101848,21.161,24.259,24.257,21.226,9.097,2011
'101849,100,0,0,0,0,2011
'101850,100,0,0,0,0,2011
'101851,0,61.539,23.077,15.384,0,2011
'101852,34.526,36.358,27.3694,0,1.746,2011
'101853,24.637,66.667,7.2461,1.449,0,2011
'101854,15.666,31.333,29.4929,15.675,7.833,2011
'101855,7.57,49.228,31.0287,6.021,6.152,2011
'101856,0,60,33.3329,6.667,0,2011
'101858,33.09,59.134,4.9605,2.266,0.55,2011
'101859,20.593,64.182,9.3605,5.349,0.516,2011
'101860,32.638,48.179,10.8787,6.217,2.088,2011
'101861,40,42.859,17.1413,0,0,2011
'101862,24.288,64.917,8.0965,2.699,0,2011
'101863,63.67,19.295,0,17.034,0,2011
'101902,6.118,41.066,18.4991,19.156,15.16,2011
'101903,6.613,36.378,24.2901,21.206,11.513,2011
'101905,5.557,34.881,23.1104,22.04,14.412,2011
'101906,4.744,32.707,21.1444,25.341,16.063,2011
'101907,3.656,36.493,22.1819,24.156,13.513,2011
'101908,5.909,24.464,17.407,27.479,24.74,2011
'101909,26.087,28.329,8.4732,14.744,22.367,2011
'101910,4.872,36.646,25.0497,20.843,12.589,2011
'101911,4.39,35.158,19.5833,22.995,17.874,2011
'101912,6.207,29.658,21.2827,22.532,20.321,2011
'101913,7.343,33.952,22.4924,24.451,11.762,2011
'101914,4.03,30.422,21.8566,27.882,15.809,2011
'101915,3.78,27.513,22.1672,25.016,21.524,2011
'101916,4.138,28.993,23.3461,23.513,20.01,2011
'101917,8.943,39.613,20.3249,17.835,13.285,2011
'101919,8.309,43.637,23.0044,15.904,9.146,2011
'101920,4.046,27.275,22.414,26.383,19.882,2011
'101921,3.349,25.837,23.0032,29.001,18.81,2011
'101924,7.72,49.232,20.3107,14.24,8.497,2011
'101925,7.615,34.351,16.9323,25.196,15.906,2011
'102901,15.919,32.848,16.4232,12.757,22.053,2011
'102902,13.617,28.525,15.0688,21.352,21.436,2011
'102903,6.622,30.465,14.5691,29.141,19.204,2011
'102904,8.756,27.928,16.0018,25.273,22.042,2011
'102905,3.242,21.07,22.6921,27.062,25.933,2011
'102906,4.565,28.529,14.183,28.53,24.193,2011
'103901,6.047,42.335,18.1421,20.733,12.743,2011
'103902,14.634,24.391,14.6324,34.146,12.196,2011
'104901,3.176,12.702,27.3419,31.754,25.026,2011
'104903,14.602,5.528,11.0538,8.012,60.804,2011
'104907,0,56.25,31.2508,6.25,6.25,2011
'105801,16.364,37.935,21.6772,10.238,13.787,2011
'105802,33.334,66.666,0,0,0,2011
'105902,3.296,34.891,14.7458,22.757,24.31,2011
'105904,5.959,25.126,21.5618,30.236,17.118,2011
'105905,2.004,15.619,19.37,32.142,30.865,2011
'105906,7.165,40.554,20.8804,20.781,10.619,2011
'106901,2.443,12.213,21.9853,36.642,26.717,2011
'107901,8.926,33.3,13.1767,24.231,20.367,2011
'107902,6.689,24.277,17.4534,25.704,25.876,2011
'107904,6.577,28.499,15.346,35.329,14.249,2011
'107905,4.637,25.045,16.6973,33.391,20.229,2011
'107906,2.783,18.088,20.8326,35.568,22.727,2011
'107907,16.669,38.889,16.6662,22.22,5.555,2011
'107908,0,57.518,16.9921,0,25.49,2011
'107910,7.259,19.36,12.8876,29.037,31.457,2011
'108801,18.949,45.258,23.1607,10.53,2.103,2011
'108802,27.389,52.215,15.8313,4.565,0,2011
'108804,91.826,6.192,0,0,1.983,2011
'108807,26.102,50.131,13.1943,7.006,3.566,2011
'108808,13.235,38.236,23.5294,25,0,2011
'108902,8.772,39.842,22.8452,15.055,13.485,2011
'108903,14.987,36.365,15.6753,17.504,15.47,2011
'108904,3.28,27.91,21.8614,27.905,19.043,2011
'108905,3.558,32.848,26.0391,20.928,16.626,2011
'108906,3.726,20.763,23.719,26.614,25.178,2011
'108907,6.975,35.38,21.0922,21.464,15.09,2011
'108908,2.912,32.269,20.0092,23.122,21.688,2011
'108909,3.991,36,23.951,19.615,16.443,2011
'108910,15.226,43.709,18.3822,12.474,10.209,2011
'108911,1.722,32.26,25.9822,25.529,14.507,2011
'108912,6.728,33.67,27.5959,17.368,14.638,2011
'108913,1.864,20.485,24.0823,30.531,23.038,2011
'108914,8.293,36.225,18.114,27.169,10.198,2011
'108915,11.432,28.943,22.427,17.598,19.599,2011
'108916,1.474,46.659,27.9882,16.428,7.451,2011
'109901,0,16.346,16.3467,30.795,36.512,2011
'109902,0,30.659,21.8988,24.871,22.572,2011
'109903,2.303,34.792,4.3494,30.176,28.379,2011
'109904,12.523,39.735,14.9586,18.173,14.61,2011
'109905,4.993,27.455,17.4721,26.017,24.063,2011
'109907,3.58,32.223,15.6894,27.922,20.586,2011
'109908,0,33.544,50.3187,0,16.137,2011
'109910,6.066,48.532,27.2012,6.068,12.133,2011
'109911,4.277,24.808,24.8073,21.253,24.855,2011
'109912,7.841,34.659,20.9093,26.136,10.455,2011
'109913,2.963,35.554,12.488,34.18,14.815,2011
'109914,9.109,34.194,20.272,18.214,18.212,2011
'110901,0,14.334,28.663,28.339,28.664,2011
'110902,3.165,24.469,22.368,22.368,27.63,2011
'110905,8.122,29.778,2.7073,37.734,21.659,2011
'110906,6.138,9.206,18.4074,42.583,23.666,2011
'110907,4.121,16.773,21.348,28.788,28.97,2011
'110908,0,26.506,21.2037,27.643,24.648,2011
'111901,3.937,26.966,19.6709,30.352,19.074,2011
'111902,4.763,14.286,9.5247,42.853,28.573,2011
'111903,5.52,20.238,11.0376,41.128,22.077,2011
'112901,4.778,20.781,21.5213,28.551,24.369,2011
'112905,0,17.948,17.9475,48.719,15.385,2011
'112906,5.405,13.514,29.7287,35.136,16.217,2011
'112907,8.333,37.499,8.333,20.834,25.001,2011
'112908,2.575,33.331,25.7563,30.303,8.035,2011
'112909,3.731,29.85,11.1966,26.122,29.1,2011
'112910,9.328,27.985,13.9921,18.378,30.317,2011
'113901,9.084,31.379,19.7093,18.044,21.784,2011
'113902,10.382,18.682,11.7788,21.794,37.364,2011
'113903,0,11.34,4.5352,57.441,26.684,2011
'113905,20.453,25.001,15.9079,27.274,11.364,2011
'113906,7.336,22.006,17.1162,31.789,21.753,2011
'114901,10.617,34.286,14.4873,23.511,17.099,2011
'114902,1.548,26.31,18.5727,32.666,20.904,2011
'114904,0,17.417,21.2871,38.072,23.224,2011
'115901,15.599,37.883,15.5995,19.981,10.938,2011
'115902,38.818,32.349,12.9385,6.471,9.423,2011
'115903,5.887,7.239,21.7201,36.201,28.953,2011
'116801,9.532,59.626,20.5626,6.168,4.112,2011
'116901,2.758,27.579,21.1445,20.685,27.834,2011
'116902,0,21.892,19.4617,36.488,22.159,2011
'116903,8.519,26.121,24.1022,21.609,19.649,2011
'116905,6.813,28.948,21.7802,21.505,20.953,2011
'116906,8.17,20.434,22.838,28.493,20.066,2011
'116908,6.558,33.702,14.4441,25.672,19.623,2011
'116909,13.208,32.073,15.0932,22.642,16.983,2011
'116910,11.034,31.228,19.3084,19.311,19.118,2011
'116915,10.118,26.748,20.7551,27.849,14.53,2011
'116916,18.17,22.207,16.151,25.305,18.168,2011
'117901,5.764,21.074,24.2402,27.117,21.805,2011
'117903,8.262,24.255,17.7834,27.611,22.089,2011
'117904,0,25.593,15.6407,21.87,36.896,2011
'117907,17.873,23.464,11.732,35.2,11.732,2011
'118902,3.125,25.001,18.7518,24.999,28.123,2011
'119901,0,21.084,16.869,37.951,24.096,2011
'119902,3.169,15.847,17.9597,40.723,22.301,2011
'119903,3.351,22.38,19.5831,40.024,14.662,2011
'120901,1.796,26.042,11.6739,31.636,28.853,2011
'120902,7.274,23.706,14.5506,26.673,27.796,2011
'120905,3.383,18.206,20.4821,28.343,29.585,2011
'121902,21.883,19.147,13.6755,28.884,16.41,2011
'121903,4.124,20.62,19.7951,30.473,24.988,2011
'121904,8.043,28.741,13.6242,23.214,26.377,2011
'121905,3.833,18.197,17.2494,39.378,21.342,2011
'121906,2.631,26.315,13.158,31.579,26.316,2011
'122901,2.467,14.801,19.7364,37.798,25.196,2011
'122902,0,25.002,8.3319,25.002,41.665,2011
'123803,37.229,45.834,13.5426,3.394,0,2011
'123805,14.285,61.905,9.5236,9.525,4.762,2011
'123807,75.426,18.879,5.6949,0,0,2011
'123905,1.51,18.415,17.1597,33.723,29.192,2011
'123907,10.742,30.368,13.6096,25.697,19.583,2011
'123908,2.298,16.804,19.7067,32.662,28.53,2011
'123910,4.041,24.921,20.294,26.635,24.11,2011
'123913,16.904,24.557,26.9655,28.065,3.508,2011
'123914,7.483,17.596,21.2615,23.625,30.035,2011
'124901,2.47,16.048,24.6917,32.098,24.692,2011
'125901,5.828,30.147,16.1025,29.136,18.786,2011
'125902,9.854,13.362,13.7949,36.949,26.039,2011
'125903,3.317,16.132,17.7455,35.382,27.424,2011
'125905,23.301,29.126,21.3599,15.534,10.679,2011
'125906,0,26.667,20,53.333,0,2011
'126901,9.578,29.115,26.7395,20.595,13.973,2011
'126902,10.684,28.667,22.6664,24.342,13.641,2011
'126903,4.954,31.98,17.9342,25.916,19.217,2011
'126904,8.376,16.51,25.4818,28.408,21.224,2011
'126905,4.032,23.505,21.8667,33.371,17.225,2011
'126906,9.094,36.157,19.0651,17.127,18.556,2011
'126907,5.713,17.142,21.429,32.859,22.857,2011
'126908,10.5,35.635,18.0698,24.172,11.624,2011
'126911,2.18,27.85,15.6921,36.842,17.436,2011
'127901,5.663,26.895,15.8759,33.973,17.593,2011
'127903,13.954,13.953,9.3013,39.534,23.257,2011
'127904,4.509,22.544,24.0481,27.858,21.04,2011
'127905,12.21,30.524,0,14.852,42.414,2011
'127906,3.437,10.311,20.8862,43.025,22.34,2011
'128901,1.296,23.326,14.2537,39.742,21.383,2011
'128902,1.559,17.82,11.5932,35.902,33.126,2011
'128903,19.484,25.98,25.3074,6.496,22.733,2011
'128904,3.821,15.28,11.4599,15.811,53.628,2011
'129901,7.45,37.546,23.8102,16.865,14.329,2011
'129902,3.443,35.976,25.3135,23.223,12.044,2011
'129903,3.573,26.67,16.8008,31.054,21.903,2011
'129904,10.072,21.931,20.2451,24.362,23.39,2011
'129905,4.454,32.137,19.4629,24.449,19.497,2011
'129906,2.764,36.92,20.3825,24.905,15.028,2011
'129910,10.007,26.681,20.1299,33.07,10.112,2011
'130801,39.393,45.457,0,15.15,0,2011
'130901,4.763,46.432,24.9943,17.76,6.051,2011
'130902,2.859,23.093,20.0095,35.116,18.923,2011
'131001,0,0,23.913,50.725,25.362,2011
'132902,4.878,34.147,19.5119,23.17,18.293,2011
'133901,8.964,24.648,17.9265,28.909,19.553,2011
'133902,0,17.759,28.9699,30.867,22.404,2011
'133903,2.638,21.226,17.5581,30.668,27.91,2011
'133904,4.871,15.831,14.6563,35.139,29.503,2011
