DISTRICT,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,YEAR
'185901,13.544,18.737000000000002,13.5444,29.346999999999998,24.8278,2007
'185902,10.457,14.638,14.6391,47.718999999999994,12.5473,2007
'185903,2.7689999999999997,22.154,16.6164,32.611999999999995,25.8483,2007
'185904,10.977,29.772,22.2886,22.938000000000002,14.024000000000001,2007
'186901,16.578,11.052999999999999,16.578,35.786,20.0048,2007
'186902,8.589,20.243,15.952,26.381,28.8346,2007
'186903,7.7429999999999986,21.293000000000006,13.5499,25.302,32.1122,2007
'187901,5.345,10.687999999999999,21.3781,32.069,30.52,2007
'187903,8.142000000000001,7.4620000000000015,12.2124,27.642,44.5418,2007
'187904,15.26,19.809,22.0105,28.613000000000003,14.3072,2007
'187906,11.835999999999999,17.749000000000006,23.666999999999998,17.753,28.9948,2007
'187907,10.719000000000001,20.032,19.6755,31.221,18.3526,2007
'187910,12.4,20.479,15.9189,26.331999999999997,24.87,2007
'188801,0.0,11.767999999999999,0.0,52.94,35.292,2007
'188901,5.751,27.038,18.6602,27.516,21.0337,2007
'188902,7.367000000000001,33.678000000000004,20.5691,23.154,15.2319,2007
'188903,4.9510000000000005,39.88,25.9737,18.378,10.8178,2007
'188904,1.99,21.538,23.5732,32.902,19.9966,2007
'189901,10.149,25.471999999999998,30.8,17.022000000000002,16.5572,2007
'189902,8.548,37.887,15.7868,22.221999999999998,15.5563,2007
'190903,0.0,0.0,0.0,0.0,0.0,2007
'191901,5.084,28.358,18.8999,27.538,20.1197,2007
'192901,6.944,26.389,9.7225,25.000999999999998,31.9433,2007
'193801,38.147,23.701,30.5197,7.6320000000000014,0.0,2007
'193902,6.9670000000000005,17.415,24.3799,17.416,33.8229,2007
'194902,2.7880000000000003,19.516,11.1513,37.769,28.7753,2007
'194903,5.063,15.189,21.941999999999997,27.669,30.1369,2007
'194904,8.218,29.654,6.9237,19.452,35.7522,2007
'194905,63.056999999999995,9.172,9.4281,16.051,2.2929,2007
'195901,7.591,16.715,14.6198,24.45300000000001,36.6209,2007
'195902,23.468000000000004,27.124000000000002,10.8501,16.858,21.7002,2007
'196901,0.0,40.336999999999996,0.0,27.61,32.0528,2007
'196902,0.0,15.001,13.126,33.436,38.4374,2007
'196903,0.0,22.735,16.3233,24.509,36.4323,2007
'197902,9.995,18.972,9.4854,41.504,20.0437,2007
'198901,2.412,12.064,21.7147,31.365,32.4436,2007
'198902,15.427999999999999,20.566999999999997,20.5673,5.143,38.2944,2007
'198903,16.612000000000002,13.933,9.5818,26.795,33.0778,2007
'198905,14.568,37.298,8.3241,17.689,22.1211,2007
'198906,12.265999999999998,50.13399999999999,9.3992,18.801,9.3992,2007
'199901,5.346,32.551,24.1058,22.691,15.306,2007
'199902,1.004,40.586,20.6959,24.316999999999997,13.3962,2007
'200901,3.52,16.426,12.5904,34.903,32.5609,2007
'200902,9.988,14.982999999999999,23.8979,36.148,14.9828,2007
'200904,3.571,14.286,19.6447,35.714,26.7839,2007
'200906,11.852,22.581,13.1137,39.34,13.1137,2007
'201902,6.473,21.211,17.4631,29.851,25.0015,2007
'201903,0.0,44.051,18.7751,14.08,23.094,2007
'201904,11.863,31.636999999999997,11.8642,25.708000000000002,18.9274,2007
'201907,0.0,23.489,31.3345,21.884,23.2932,2007
'201908,16.425,35.756,12.4436,16.709,18.6671,2007
'201910,3.532,16.302,26.0838,25.993000000000002,28.0894,2007
'201913,16.0,16.0,14.0,24.0,30.0,2007
'201914,6.971,18.124000000000002,20.5971,27.884,26.4241,2007
'202903,7.642,13.799000000000001,7.642,46.717,24.2008,2007
'202905,1.9469999999999998,19.471,23.3668,29.206999999999997,26.0081,2007
'203901,6.775,18.532,10.4232,33.582,30.6871,2007
'203902,5.371,29.54,11.3813,26.853,26.8547,2007
'204901,17.497,31.926,13.4806,18.421,18.6751,2007
'204904,8.715,30.427,17.3122,24.691,18.8546,2007
'205901,12.865,18.065,22.4249,22.989,23.6565,2007
'205902,4.996,26.897,22.67,20.364,25.0731,2007
'205903,8.056000000000001,25.85,25.1886,23.199,17.7065,2007
'205904,13.182,28.834,14.0151,23.706,20.2626,2007
'205905,6.212999999999999,19.093,15.0078,30.863000000000003,28.8234,2007
'205906,5.151,24.046999999999997,13.0408,29.18,28.5815,2007
'205907,3.542,40.711,11.1567,20.009,24.5806,2007
'206901,4.296,24.34,17.0698,24.666,29.6281,2007
'206902,4.1339999999999995,21.086,33.8252,24.159000000000002,16.7954,2007
'206903,10.431,0.0,12.6805,32.512,44.3761,2007
'207901,1.819,14.552999999999999,20.0105,29.124000000000002,34.4933,2007
'208901,6.06,24.241,18.1814,42.426,9.091000000000001,2007
'208902,2.503,16.523,17.6874,29.169,34.1183,2007
'208903,0.0,34.785,53.6212,5.7970000000000015,5.7971,2007
'209901,4.128,22.704,21.1345,31.408,20.6256,2007
'209902,46.666000000000004,19.999000000000002,20.0007,6.6670000000000025,6.6679999999999975,2007
'210901,10.937999999999999,22.017,15.2016,24.107,27.7365,2007
'210902,0.0,20.203,13.4689,37.596,28.7319,2007
'210903,5.372000000000001,16.117,16.1153,38.523,23.8735,2007
'210904,14.597999999999999,20.438,17.5187,29.197,18.2484,2007
'210905,21.739,21.739,19.5644,21.739,15.2183,2007
'210906,12.139000000000001,0.0,24.278000000000002,48.556000000000004,15.0269,2007
'211901,28.572,35.715,14.2845,21.429000000000002,0.0,2007
'211902,1.75,12.253,10.7027,40.512,34.7813,2007
'212801,10.71,59.022,12.1071,12.107000000000001,6.0536,2007
'212803,0.645,54.195,0.0,27.094,18.0664,2007
'212901,8.476,21.796,22.4298,29.424,17.8748,2007
'212902,1.8730000000000002,19.845,19.8467,30.651999999999997,27.783,2007
'212903,3.665,20.59,21.7686,30.627,23.3498,2007
'212904,3.889,29.815,21.2218,33.532,11.542,2007
'212905,8.103,28.785999999999998,19.3606,23.94,19.8101,2007
'212906,6.184,18.184,21.6719,29.281,24.6792,2007
'212909,10.689,26.813000000000002,16.0004,23.585,22.9126,2007
'212910,6.8370000000000015,24.612,20.5094,27.509,20.5325,2007
'213801,0.0,29.316999999999997,23.0137,33.428000000000004,14.2417,2007
'213901,1.381,12.433,21.4122,32.101,32.6724,2007
'214901,15.306,37.13,14.3448,15.599,17.6201,2007
'214902,0.0,16.666,12.5002,20.834,49.9998,2007
'214903,4.8610000000000015,43.416000000000004,17.4314,19.739,14.5528,2007
'215901,3.12,19.348,12.0682,37.181,28.2829,2007
'216901,3.6430000000000002,21.861,25.5031,30.774,18.2184,2007
'217901,3.8480000000000003,19.238,15.3911,26.935,34.5887,2007
'218901,13.078,16.348,12.7022,25.305,32.5666,2007
'219901,0.0,26.51,26.5079,29.656,17.3269,2007
'219903,12.152999999999999,12.154000000000002,13.2576,32.04,30.3957,2007
'219905,0.0,40.832,15.5567,20.278,23.3333,2007
'220801,16.987000000000002,33.972,22.6488,20.73,5.6626,2007
'220802,5.5360000000000005,44.278,22.1378,24.359,3.6896,2007
'220804,43.89,36.473,5.6103,11.220999999999998,2.8053,2007
'220806,0.0,55.558,11.1105,11.11,22.221,2007
'220808,79.968,20.032,0.0,0.0,0.0,2007
'220809,8.071,45.617,25.9791,16.869,3.4644,2007
'220810,56.842,12.802,27.5687,2.787,0.0,2007
'220811,17.392,21.739,8.6949,26.087,26.0874,2007
'220812,0.0,93.333,6.6673,0.0,0.0,2007
'220813,64.734,28.899,6.3673,0.0,0.0,2007
'220901,5.742999999999999,27.62,24.3934,22.066,20.1775,2007
'220902,10.433,26.09,17.657,24.849,20.9711,2007
'220904,13.282,35.23900000000001,20.1655,16.617,14.6966,2007
'220905,9.078,31.566,21.6298,19.000999999999998,18.7253,2007
'220906,5.566,22.891,26.1146,25.483,19.945,2007
'220907,6.0760000000000005,33.431,26.7905,22.178,11.524000000000001,2007
'220908,5.184,30.20300000000001,29.1351,23.109,12.369000000000002,2007
'220910,7.765,41.052,23.1801,18.727,9.2764,2007
'220912,8.775,31.456999999999997,22.1929,25.019000000000002,12.5563,2007
'220914,4.404,33.946999999999996,18.5444,31.075,12.0292,2007
'220915,4.098,26.129,19.8994,27.394000000000002,22.4798,2007
'220916,4.871,26.445,23.2155,24.072,21.3958,2007
'220917,21.180999999999997,43.508,14.0597,13.417,7.8335,2007
'220918,8.019,26.342,24.5726,25.50800000000001,15.5582,2007
'220919,3.656,27.798000000000002,26.2566,22.628,19.6625,2007
'220920,10.21,35.494,17.3156,21.265,15.7157,2007
'221801,6.087999999999999,33.409,25.8752,20.928,13.6986,2007
'221901,2.685,16.409000000000002,14.0573,34.656,32.1923,2007
'221904,5.142,17.143,17.9991,25.714000000000002,34.0016,2007
'221905,11.215,34.31,20.8266,16.824,16.8238,2007
'221911,1.206,6.03,24.1169,34.339,34.308,2007
'221912,6.877999999999999,17.141,20.4119,38.001,17.5682,2007
'222901,13.634,21.984,20.4188,13.884,30.0787,2007
'223901,5.9220000000000015,23.029,16.4498,27.635,26.9637,2007
'223902,0.0,41.159,12.3477,39.44,7.0537,2007
'223904,4.7139999999999995,4.7139999999999995,32.9985,13.630999999999998,43.9427,2007
'224901,9.305,23.261999999999997,11.7954,22.09800000000001,33.5394,2007
'224902,13.081,19.622,13.0798,19.62,34.5973,2007
'225902,7.6770000000000005,31.045,16.5123,24.503,20.2626,2007
'225905,0.0,46.155,23.0786,23.075,7.6916,2007
'225906,4.9239999999999995,34.156,22.2627,28.022,10.6344,2007
'225907,8.572000000000001,28.570999999999998,22.8572,22.858,17.1423,2007
'226901,9.131,15.217,36.5212,16.304000000000002,22.8273,2007
'226903,5.045,24.956,22.0205,26.785,21.1934,2007
'226905,5.8820000000000014,11.765,11.7642,47.058,23.5305,2007
'226906,1.032,8.533999999999999,24.77,41.848,23.8161,2007
'226907,11.841,27.24,15.2542,29.42,16.2454,2007
'226908,10.569,28.51,23.849,23.079,13.9932,2007
'227801,13.788,33.18,22.9264,25.589000000000002,4.5163,2007
'227803,25.234,18.692,37.3839,9.344,9.346,2007
'227804,27.659000000000002,35.555,18.1716,15.956,2.6592,2007
'227805,24.45300000000001,33.626,29.6938,12.227,0.0,2007
'227806,7.706,47.096000000000004,23.8446,12.793,8.5612,2007
'227811,37.77,10.372,20.7432,20.743000000000002,10.3716,2007
'227812,0.0,70.001,29.9993,0.0,0.0,2007
'227814,5.0310000000000015,45.27,19.518,25.151,5.0299,2007
'227816,30.858,64.734,0.0,4.408,0.0,2007
'227817,17.838,82.162,0.0,0.0,0.0,2007
'227818,49.99800000000001,27.781999999999996,5.5543,16.666,0.0,2007
'227819,41.841,17.434,29.8466,1.953,8.9261,2007
'227820,11.809000000000001,65.89,12.4343,9.867,0.0,2007
'227821,42.034,40.158,13.9767,3.83,0.0,2007
'227822,72.907,27.093000000000004,0.0,0.0,0.0,2007
'227901,8.084,30.439,19.4529,21.335,20.6895,2007
'227904,6.651,29.998,19.9864,24.823,18.541,2007
'227907,24.336,34.414,15.3688,15.835999999999999,10.045,2007
'227909,4.178,21.037,17.7436,28.521,28.5197,2007
'227910,12.366,33.775999999999996,21.3312,17.078,15.4493,2007
'227912,6.64,23.831,22.1291,28.105999999999998,19.2941,2007
'227913,30.67,8.191,19.3073,23.191,18.6412,2007
'228901,10.0,20.0,20.0002,23.333000000000002,26.6666,2007
'228903,10.948,24.755,19.1573,24.82800000000001,20.3127,2007
'228904,2.702,16.217,16.2161,54.056000000000004,10.8093,2007
'228905,9.666,29.003,19.3341,19.909000000000002,22.0885,2007
'229901,11.448,13.739,27.476999999999997,35.287,12.0488,2007
'229903,8.592,15.807,24.1953,30.149,21.2556,2007
'229904,10.822000000000001,24.894000000000002,21.761,19.377,23.1462,2007
'229905,9.809,19.426,8.325,48.56399999999999,13.875,2007
'229906,14.220999999999998,21.445,21.4459,21.445,21.4432,2007
'230901,21.24,21.447,12.6859,25.51,19.1163,2007
'230902,3.3510000000000004,22.08,18.4326,29.604,26.5319,2007
'230903,5.931,19.93,23.724,25.206999999999997,25.2081,2007
'230904,0.0,24.779,24.778000000000002,42.478,7.9648,2007
'230905,1.05,9.097999999999999,24.6951,28.765,36.3928,2007
'230906,3.477,17.52,24.1628,27.324,27.5164,2007
'230908,5.43,18.099,12.6697,25.791999999999998,38.0089,2007
'231901,9.326,23.313000000000002,18.6525,22.480999999999998,26.2271,2007
'231902,8.451,25.355,12.6766,34.711999999999996,18.8053,2007
'232801,67.388,16.848,8.4208,0.0,7.3426,2007
'232901,5.063,16.456,25.3161,20.252,32.9126,2007
'232902,11.097999999999999,14.559000000000001,14.5588,36.905,22.879,2007
'232903,9.103,26.594,18.095,28.113000000000003,18.0952,2007
'232904,5.041,10.083,31.4477,31.248,22.1808,2007
'233901,3.6439999999999997,26.096,15.4845,24.517,30.2587,2007
'233903,0.0,33.566,28.4161,32.147,5.8706,2007
'234801,0.0,38.887,22.224,38.889,0.0,2007
'234902,4.192,13.918,20.3121,31.868000000000002,29.71,2007
'234903,8.411,9.927,28.3636,29.684,23.6152,2007
'234904,6.8729999999999976,26.511,20.7481,31.471,14.3971,2007
'234905,9.861,23.57800000000001,27.1178,27.118000000000002,12.3259,2007
'234906,1.89,24.57,19.5293,33.972,20.0386,2007
'234907,5.563,23.096999999999998,20.028,25.590999999999998,25.7203,2007
'234909,5.279,36.848,29.0274,18.289,10.5564,2007
'235801,24.022,50.651,0.0,12.664000000000001,12.6637,2007
'235901,8.726,21.711,23.2658,18.904,27.3939,2007
'235902,5.682,25.601999999999997,18.6449,25.36,24.7106,2007
'235904,11.7,0.0,11.6988,41.504,35.0975,2007
'236801,0.0,7.146,35.7139,28.57,28.57,2007
'236901,2.826,19.784000000000002,14.1315,36.743,26.5156,2007
'236902,7.919,24.358,19.2221,25.4,23.1007,2007
'237902,19.19,31.651,13.784,20.48,14.8945,2007
'237904,12.559000000000001,34.92,21.7343,15.777999999999999,15.0084,2007
'237905,11.263,37.31,15.4181,16.576,19.4328,2007
'238902,7.727,17.86,16.9867,29.69400000000001,27.7322,2007
'238904,15.027000000000001,20.035,20.0358,15.027000000000001,29.8761,2007
'239901,5.7920000000000025,23.851999999999997,17.9346,24.886999999999997,27.5343,2007
'239903,8.197000000000001,20.086,5.9763,32.869,32.871,2007
'240801,12.120999999999999,18.182000000000002,42.4242,12.120999999999999,15.1521,2007
'240901,4.127,32.275,15.9269,21.975,25.6949,2007
'240903,5.537999999999999,38.031,22.5408,21.66,12.2313,2007
'240904,2.021,8.086,18.1206,30.326999999999998,41.4448,2007
'241901,4.198,26.587,18.8411,29.384,20.9896,2007
'241902,4.312,13.118,21.675,27.093000000000004,33.8018,2007
'241903,3.997,17.863,15.8982,34.708,27.534000000000002,2007
'241904,5.6720000000000015,20.708000000000002,18.6847,21.82800000000001,33.1072,2007
'241906,6.721,15.681,20.1608,41.756,15.6806,2007
'242902,5.642,14.107999999999999,16.9299,30.164,33.1555,2007
'242903,12.075,12.077,9.0588,22.826999999999998,43.9615,2007
'242905,0.0,29.784000000000002,19.8552,49.652,0.7089,2007
'242906,4.606,18.425,13.8162,34.037,29.1159,2007
'243801,14.982000000000001,14.981,14.8209,8.935,46.2813,2007
'243901,5.4479999999999995,17.31,19.5618,31.296,26.3836,2007
'243902,0.0,24.706,22.6455,34.991,17.6578,2007
'243903,1.653,19.462,23.354,27.246,28.285,2007
'243905,4.444,25.305,19.6721,29.026,21.5542,2007
'243906,12.232000000000001,28.261999999999997,15.4165,26.471999999999998,17.6183,2007
'244901,7.848,31.401999999999997,17.5722,23.551,19.6265,2007
'244903,1.429,15.107000000000001,18.3067,28.1,37.0575,2007
'244905,16.934,16.935,16.9365,16.937,32.2573,2007
'245901,0.0,11.11,29.6291,29.629,29.6316,2007
'245902,9.988999999999999,29.969,12.7143,27.245,20.0827,2007
'245903,10.539000000000001,26.357,10.6463,28.6,23.8576,2007
'245904,26.921999999999997,49.998999999999995,3.8462,11.54,7.6925,2007
'246902,2.48,27.281,11.8539,33.48,24.9049,2007
'246904,5.933,25.608,19.8304,26.154,22.4751,2007
'246905,22.651,23.145,23.1453,25.458000000000002,5.6012,2007
'246906,13.338,37.016999999999996,19.2168,21.778000000000002,8.6503,2007
'246907,8.152999999999999,22.54,21.2016,24.461,23.6448,2007
'246908,3.053,32.348,23.7201,23.811,17.0681,2007
'246909,6.066,30.956,21.9452,24.006999999999998,17.0258,2007
'246911,15.585999999999999,35.009,17.5119,14.739,17.1547,2007
'246912,0.0,14.389000000000001,19.1875,40.599000000000004,25.8245,2007
'246913,9.061,31.517,22.5674,22.765,14.0897,2007
'246914,7.5470000000000015,22.638,22.6417,32.077,15.095999999999998,2007
'247901,8.34,32.275,16.9028,25.114,17.3684,2007
'247903,6.202999999999999,21.429000000000002,22.0836,29.325,20.9586,2007
'247904,14.784,8.315,8.3156,40.652,27.9334,2007
'247906,8.304,24.913,12.4567,30.448,23.8781,2007
'248901,16.659000000000002,26.061999999999998,17.6039,18.467,21.2084,2007
'248902,0.0,22.781999999999996,9.1123,31.796999999999997,36.3087,2007
'249901,3.388,18.632,20.3263,28.858,28.7963,2007
'249902,12.815999999999999,26.6,13.9807,24.468000000000004,22.136,2007
'249903,8.323,27.076,15.7207,27.03,21.8508,2007
'249904,11.919,20.775,6.8115,34.259,26.2356,2007
'249905,6.218999999999999,26.587,15.6305,27.794,23.7694,2007
'249906,2.406,15.392000000000001,25.8417,41.497,14.8638,2007
'249908,7.546,18.87,28.3011,22.642,22.6412,2007
'250902,5.8389999999999995,20.439,18.9783,37.226,17.5182,2007
'250903,5.284,17.47,11.985,30.534000000000002,34.7271,2007
'250904,12.75,17.896,10.3821,27.16800000000001,31.8034,2007
'250905,7.162000000000001,42.047,11.6098,23.22,15.9619,2007
'250906,15.819,18.695999999999998,24.4479,25.109,15.9278,2007
'250907,6.017,20.680999999999997,21.0611,26.826,25.4152,2007
'251901,7.737,18.985,22.9815,28.979,21.3173,2007
'251902,2.083,27.081999999999997,22.9169,31.250999999999998,16.6669,2007
'252901,7.025,16.977999999999998,20.4065,32.786,22.8045,2007
'252902,5.381,14.376,30.4936,33.605,16.1438,2007
'252903,6.75,13.36,22.9991,27.813000000000002,29.0783,2007
'253901,3.267,23.644000000000002,31.9471,27.901,13.2412,2007
'254901,9.922,30.51,16.7083,17.434,25.4257,2007
'254902,7.92,18.48,13.2,28.718000000000004,31.6819,2007
'1,8.07567,29.0905,19.559,23.5815,19.6933,2007
'001902,1.886,26.406999999999996,16.9751,34.402,20.33,2008
'001903,1.9240000000000002,21.169,17.3195,36.643,22.94400000000001,2008
'001904,4.104,16.415,21.8716,28.726,28.884,2008
'001906,0.0,32.083,19.4036,38.811,9.703,2008
'001907,11.895,26.88,14.8113,22.914,23.5,2008
'001908,7.235,23.398000000000003,13.7157,29.835,25.816999999999997,2008
'001909,2.7030000000000003,18.919,18.9184,37.838,21.622,2008
'002901,2.705,16.230999999999998,18.9354,33.049,29.08,2008
'003801,19.046,35.485,26.6121,13.307,5.551,2008
'003902,7.029,26.426,15.2917,27.823,23.43,2008
'003903,4.185,26.814,16.5203,25.063000000000002,27.41800000000001,2008
'003904,9.674,25.663,16.8118,26.896,20.955,2008
'003905,6.846,23.274,22.5896,29.671999999999997,17.618,2008
'003906,2.87,30.191999999999997,17.6134,39.26,10.065,2008
'003907,1.695,22.033,22.0339,32.205,22.033,2008
'004901,5.776,23.623,16.5777,29.604,24.42,2008
'005901,6.11,18.332,30.5309,22.622,22.405,2008
'005902,0.0,19.188,27.628,29.165,24.019000000000002,2008
'005904,0.0,10.774000000000001,23.3251,47.06100000000001,18.84,2008
'006902,0.0,26.769000000000002,18.7364,32.792,21.70300000000001,2008
'007901,2.425,20.442999999999998,23.0346,27.429000000000002,26.669,2008
'007902,9.277999999999999,28.866999999999997,18.5569,22.68,20.618000000000002,2008
'007904,10.284,32.26,18.3533,23.94,15.162,2008
'007905,9.048,27.246,23.8692,22.705,17.132,2008
'007906,9.966000000000001,32.946999999999996,16.1962,17.266,23.625,2008
'008901,13.107999999999999,15.341,17.2562,35.992,18.303,2008
'008902,5.019,22.587,17.436,28.608,26.35,2008
'008903,2.886,20.201,17.3149,29.561,30.037,2008
'009901,2.62,28.25800000000001,17.0486,33.849000000000004,18.224,2008
'010901,2.525,20.528000000000002,15.3981,35.885999999999996,25.663,2008
'010902,5.727,18.85,22.1349,30.89,22.399,2008
'011901,7.02,22.56,22.7797,28.738000000000003,18.903,2008
'011902,10.886,31.273000000000003,14.7809,22.02,21.041,2008
'011904,10.144,21.239,18.8392,30.215,19.563,2008
'011905,7.142,21.429000000000002,21.4288,50.0,0.0,2008
'012901,0.0,17.647000000000006,16.8071,35.29400000000001,30.252,2008
'013801,5.545,39.429,17.8273,7.153,30.046,2008
'013901,7.761,12.328,17.6111,36.544000000000004,25.756999999999998,2008
'013902,8.423,16.847,6.2973,42.12,26.311999999999998,2008
'013903,5.1979999999999995,23.39,20.7911,32.427,18.192999999999998,2008
'013905,17.835,18.046,19.6867,31.385,13.047,2008
'014801,24.999000000000002,12.503,25.005,24.989,12.505,2008
'014802,11.110999999999999,66.666,0.0,22.22300000000001,0.0,2008
'014803,28.572,71.428,0.0,0.0,0.0,2008
'014804,36.348,27.309,18.1641,18.179000000000002,0.0,2008
'014901,1.219,13.415,17.0744,32.927,35.36400000000001,2008
'014902,8.151,36.899,8.5155,29.404,17.03,2008
'014903,8.097999999999999,29.238000000000003,17.9923,24.175,20.497,2008
'014905,4.046,16.185,10.1146,45.38,24.275,2008
'014906,9.681000000000001,37.241,19.3607,19.546,14.172,2008
'014907,5.9510000000000005,28.267,12.6448,29.331999999999997,23.805,2008
'014908,8.88,30.208000000000002,17.2618,28.136,15.515,2008
'014909,8.583,34.029,18.1114,19.267,20.009,2008
'014910,10.530999999999999,23.166999999999998,13.6894,29.358,23.255,2008
'015801,59.986000000000004,31.070999999999998,4.4111,4.532,0.0,2008
'015802,22.156999999999996,64.071,6.4333,7.338999999999999,0.0,2008
'015803,0.0,85.0,5.0003,5.0,5.0,2008
'015805,10.667,50.935,27.732,6.399,4.2669999999999995,2008
'015806,75.453,23.555,0.4173,0.575,0.0,2008
'015807,14.597000000000001,65.387,2.8551,9.806000000000001,7.355,2008
'015808,52.372,21.82,21.8174,3.991,0.0,2008
'015809,58.355,22.36,10.8753,5.6160000000000005,2.793,2008
'015811,88.964,11.036,0.0,0.0,0.0,2008
'015812,8.226,80.415,8.2274,3.1319999999999997,0.0,2008
'015813,0.0,0.0,0.0,76.66,23.34,2008
'015814,25.01,24.989,0.0,0.0,50.00100000000001,2008
'015815,21.454,30.861,23.5998,9.985,14.1,2008
'015816,0.0,100.0,0.0,0.0,0.0,2008
'015817,35.893,33.611999999999995,8.4295,18.078,3.987,2008
'015819,17.822,38.742,22.7127,9.562999999999999,11.161,2008
'015820,46.547,50.544,0.0,0.0,2.909,2008
'015822,19.354,46.083,25.3472,4.6080000000000005,4.6080000000000005,2008
'015823,11.109000000000002,33.336,0.0,22.22300000000001,33.332,2008
'015824,0.0,100.0,0.0,0.0,0.0,2008
'015825,81.817,9.091000000000001,0.0,0.0,9.091000000000001,2008
'015826,0.0,41.765,21.9598,30.785,5.49,2008
'015827,37.993,62.007,0.0,0.0,0.0,2008
'015828,15.850999999999999,67.365,8.8591,7.925,0.0,2008
'015830,15.999,72.001,8.0,0.0,4.0,2008
'015901,0.0,22.079,22.8638,27.29,27.768,2008
'015904,8.329,29.55,18.4822,22.905,20.735,2008
'015905,8.481,32.59,19.9809,19.792,19.156,2008
'015906,1.929,15.494000000000002,11.7524,33.199,37.626,2008
'015907,4.399,25.511999999999997,18.9155,22.174,29.0,2008
'015908,7.4579999999999975,32.213,18.482,19.822,22.025,2008
'015909,16.807000000000002,41.29600000000001,16.4385,12.273,13.185,2008
'015910,4.975,27.94,22.19,27.406,17.49,2008
'015911,8.454,27.99,16.2117,27.537,19.807000000000002,2008
'015912,8.99,31.708000000000002,18.9276,25.76,14.615,2008
'015913,1.29,19.355,19.3559,36.774,23.224,2008
'015914,1.371,18.820999999999998,15.2355,38.582,25.991,2008
'015915,4.627,31.037,22.2429,23.221,18.872,2008
'015916,8.261000000000001,33.836999999999996,22.5642,20.746,14.592,2008
'015917,13.897,43.833,16.4442,16.878,8.948,2008
'016901,3.333,16.667,19.9997,28.335,31.665,2008
'016902,3.36,16.804000000000002,17.1081,45.925,16.803,2008
'017901,0.0,10.459000000000001,13.7182,52.292,23.53,2008
'018901,3.5789999999999997,19.589000000000002,17.4115,40.925,18.495,2008
'018902,9.411,14.118,18.8242,30.588,27.059,2008
'018903,5.845,35.073,11.6902,17.535999999999998,29.855999999999998,2008
'018904,7.81,37.199,10.3326,22.732,21.926,2008
'018905,100.0,0.0,0.0,0.0,0.0,2008
'018906,21.453000000000007,12.084000000000001,42.2949,12.084000000000001,12.084000000000001,2008
'018907,3.617,25.323,10.8534,45.736000000000004,14.47,2008
'018908,6.1670000000000025,12.335,50.6599,12.335,18.503,2008
'019901,7.246,15.94,14.4912,33.177,29.146,2008
'019902,8.686,24.561999999999998,9.6419,26.269000000000002,30.840999999999998,2008
'019903,2.439,48.778999999999996,9.7569,21.951999999999998,17.073,2008
'019905,5.4270000000000005,17.255,14.8135,37.338,25.166999999999998,2008
'019906,7.829,25.908,15.9423,27.189,23.131999999999998,2008
'019907,5.5310000000000015,30.454,18.6847,25.523000000000003,19.805999999999997,2008
'019908,5.556,23.296999999999997,19.7628,24.721,26.664,2008
'019909,4.0,25.999000000000002,22.0028,23.999000000000002,23.999000000000002,2008
'019910,19.999000000000002,30.0,10.0001,30.0,10.0,2008
'019911,0.0,12.923,13.8461,38.769,34.461,2008
'019912,4.688,20.09,15.4024,33.274,26.545,2008
'019913,0.0,17.403,21.6855,34.806,26.105,2008
'019914,13.659,21.586,35.9756,14.39,14.39,2008
'020901,12.794,36.53,21.6318,17.524,11.520999999999999,2008
'020902,4.227,24.614,19.2654,26.114,25.78,2008
'020904,5.129,23.934,17.0949,34.455999999999996,19.386,2008
'020905,9.192,26.311999999999998,15.5255,24.736,24.234,2008
'020906,2.292,18.78,13.687999999999999,32.868,32.373000000000005,2008
'020907,2.519,23.666999999999998,23.6804,22.925,27.208000000000002,2008
'020908,10.332,37.921,20.7686,18.614,12.364,2008
'020910,20.546,38.578,7.7158,2.296,30.863000000000003,2008
'021803,23.741999999999997,22.738000000000003,17.8738,23.726999999999997,11.919,2008
'021804,84.57,15.43,0.0,0.0,0.0,2008
'021901,4.651,23.526999999999997,22.8223,28.768,20.232,2008
'021902,9.456,34.51,18.5948,21.61,15.829,2008
'022004,0.0,26.892,25.5434,39.497,8.067,2008
'022901,7.162999999999999,14.922,27.8977,34.37,15.647,2008
'022902,9.093,18.182000000000002,27.2731,36.361,9.091000000000001,2008
'022903,39.999,19.998,0.0,20.002,20.0,2008
'023902,0.8170000000000001,13.099,17.467,40.233000000000004,28.384,2008
'024801,74.999,0.0,25.0013,0.0,0.0,2008
'024901,7.13,20.775,12.8953,22.584,36.616,2008
'025901,1.085,25.974,15.1956,30.39,27.355,2008
'025902,3.1889999999999996,15.947000000000001,20.332,34.285,26.247,2008
'025904,8.696,21.739,30.4366,21.738000000000003,17.391,2008
'025905,10.895,30.129,7.532999999999999,40.145,11.299000000000001,2008
'025906,0.0,19.788,14.8412,34.63,30.74,2008
'025908,0.0,23.462,20.2472,24.159000000000002,32.132,2008
'025909,2.721,16.974,22.6833,30.831999999999997,26.79,2008
'026901,5.575,20.905,18.8148,25.785,28.92,2008
'026902,4.352,21.75800000000001,32.6379,13.056,28.197,2008
'026903,11.429,28.305,8.0887,20.535,31.642,2008
'027903,3.688,18.439,21.204,31.435,25.234,2008
'027904,5.699,23.803,22.4614,29.77,18.267,2008
'028902,9.798,29.02,19.5672,20.974,20.641,2008
