DISTRICT,YEAR,D40912DR*R,DE0912DR*R,DR0912DR*R,DM0912DR*R,DF0912DR*R,D20912DR*R,DB0912DR*R,DS0912DR*R,DA0912DR*R,DI0912DR*R,DW0912DR*R,DH0912DR*R,DL0912DR*R,D30912DR*R
'061802,2013,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1
'061804,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901,2013,-1,1,1.2,0.8,0.5,0.8,0.9,1.2,0.7,1.5,0.4,0.9,1.1,0
'061902,2013,0,1.7,2.2,1.1,0.8,0.5,1,1,0.9,3.8,0.5,2.3,6.6,0.4
'061903,2013,.,1.1,2,0.8,0.4,-1,0,0,0.6,-1,0.3,1.4,6.1,-1
'061905,2013,-1,0.7,0.7,0.4,0.4,-1,-1,0,0.4,-1,0.3,0.9,0,0
'061906,2013,.,3.2,3.9,1.9,1.1,0,0,5.4,1.5,-1,1.3,3.2,-1,-1
'061907,2013,.,0,0,0,0,0,0,0,0,0,0,0,0,-1
'061908,2013,-1,0.4,0,0,0.3,0,0,0,0.1,0,0.2,0,0,-1
'061910,2013,.,0,0,0.3,0,-1,-1,0,0.1,-1,0.2,0,-1,-1
'061911,2013,0,2.7,2.6,1.4,0.6,1.3,2.6,2.2,1,0,0.7,1.5,3.4,0
'061912,2013,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
'061914,2013,-1,1.4,1.8,1,1,0,2,1.2,1,0,0.9,0.8,4.2,0
'062901,2013,.,0,0,0,0,0,0,0,0,.,0,0,0,-1
'062902,2013,.,0,-1,0,0,.,-1,0,0,.,0,0,.,.
'062903,2013,.,0.4,0.6,0,0.4,0,2.4,1.9,0.2,.,0,0,0,-1
'062904,2013,.,2.6,2,1,1.2,.,0,0,1.1,-1,0,2.8,.,.
'062905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'062906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'063903,2013,.,0,0,0,0,.,.,0,0,.,0,0,.,.
'063906,2013,.,0,0,0,0,.,.,0,0,.,0,0,-1,-1
'064903,2013,.,3.2,3.3,4,1.5,-1,-1,4.8,2.8,-1,2.4,2.8,16.7,-1
'065901,2013,.,0,0,0,0,0,0,0,0,-1,0,0,.,-1
'065902,2013,.,0,0,0,0,-1,.,0,0,.,0,0,-1,.
'066005,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066901,2013,.,2.4,1.8,1.7,1.7,.,.,0,1.7,.,-1,1.7,-1,.
'066902,2013,.,1.4,1.8,0.5,1.5,.,.,2.9,1,.,0,1,11.1,.
'066903,2013,.,5,5.8,4.7,2.1,.,-1,7.9,3.3,-1,2.5,3.5,22.2,-1
'067902,2013,.,0,0,0,0,0,0,0,0,.,0,0,.,-1
'067903,2013,.,4.6,0.7,2.9,3.1,-1,-1,6.4,3,-1,2.9,3.8,0,-1
'067904,2013,-1,0,0,0,0,-1,.,0,0,-1,0,0,-1,.
'067907,2013,.,2,1.6,3.1,0,-1,-1,3.7,1.5,.,1.8,0,.,-1
'067908,2013,.,0,0,0,0,-1,.,0,0,-1,0,0,-1,.
'068801,2013,.,14.8,16,17,12.6,20,17.3,10.6,14.7,0,13.3,15.3,.,-1
'068802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901,2013,14.3,3.5,3.6,3.2,2.1,3.5,3.2,4.4,2.6,0,1.8,3,3.7,0
'069901,2013,.,0,0,0,0,.,.,0,0,.,0,0,-1,.
'069902,2013,.,1.1,0,1.9,0,.,.,0,0.9,.,0,1.9,-1,.
'070801,2013,-1,3.3,2.4,2.4,0,.,-1,0,1.2,-1,1.9,0,-1,-1
'070901,2013,.,1.8,0,2.4,0,.,-1,0,1.2,.,0,2.6,-1,-1
'070903,2013,-1,1,1.2,0.9,0.5,0,0.5,0.5,0.7,-1,0.2,1.2,5.7,-1
'070905,2013,.,0,0.3,0.6,0.3,0,0,0,0.4,0,1,0.2,0,-1
'070907,2013,.,0,0,0,0,-1,0,0,0,-1,0,0,0,.
'070908,2013,.,1.3,1,0.5,0.2,2.1,0,0.9,0.4,0,0.2,1.1,7.1,0
'070909,2013,.,0,0,0,0,-1,0,0,0,-1,0,0,-1,.
'070910,2013,.,0,0,0,0,.,-1,0,0,.,0,0,-1,-1
'070911,2013,-1,0.4,0.7,0.4,0.4,3.7,0.3,0.5,0.4,0,0.4,0.4,0,0
'070912,2013,-1,2.4,3.1,2.1,1.5,4.1,1.4,1.3,1.8,5.6,1,3,11.5,0
'070915,2013,.,0,1.5,0.6,1.2,-1,0,0,0.9,.,1.2,0,-1,-1
'071801,2013,-1,0,0,0,0,-1,0,0,0,.,0,0,0,-1
'071803,2013,.,4.5,6,4.3,5.2,.,-1,7.4,4.8,-1,6.9,4.7,2.9,.
'071804,2013,.,10.4,11.4,12.6,9.3,-1,-1,21.1,11,-1,16,10.8,16.1,-1
'071806,2013,.,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1
'071807,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'071809,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'071901,2013,-1,1.4,1.8,1.7,1.2,0,0,2.5,1.4,-1,0,1.5,2.3,-1
'071902,2013,0,3.9,3.9,3.3,2.9,0.6,3.2,5.1,3.1,0,2.3,3.3,5.9,0.9
'071903,2013,.,1.3,1.7,1.5,1,.,.,1.9,1.3,.,0,1.3,4.2,.
'071904,2013,.,1.1,1.6,1.7,0.4,-1,-1,3.8,1,-1,0,1,1.4,.
'071905,2013,-1,1.3,3.1,2.6,2,4.5,0,3,2.3,10,5.1,2.3,4.9,9.1
'071906,2013,.,2,1.1,1.4,2.9,.,-1,4.8,2,.,14.3,1.7,4.5,-1
'071907,2013,-1,1.9,2.4,2,1.5,-1,5,1.2,1.7,-1,2.2,1.7,1.1,-1
'071908,2013,-1,1.6,2.5,3.5,1,.,.,8.3,2.3,.,-1,2.3,3.6,.
'071909,2013,0,0.9,1.2,1.2,0.5,0,0.7,1.8,0.8,2.4,0.7,0.9,1.8,0
'072801,2013,-1,11,10.5,10.9,11.4,8.8,14.9,11.3,11.2,10.5,9.7,11.4,10.4,6.9
'072802,2013,.,7.3,8.5,14.3,9.1,-1,-1,14.3,11.9,-1,12.2,13.5,-1,.
'072901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'072902,2013,.,0,0.6,0.7,0.5,-1,-1,0,0.6,.,0.7,0,0,.
'072903,2013,.,0.2,0,0.2,0.4,3.1,0,0,0.3,0,0.1,0.4,0,0
'072904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'072908,2013,.,0,0,0,0,-1,.,-1,0,-1,0,0,.,.
'072909,2013,.,2.6,0,0,2.6,-1,.,-1,1.4,.,0,3.1,-1,.
'072910,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073901,2013,.,0.8,0.8,1.1,0,0,0,0,0.6,.,2.4,0,-1,.
'073903,2013,.,5.5,3.5,7.5,5.8,9.1,6.8,5.8,6.6,.,16,3.4,0,-1
'073904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'073905,2013,.,0.8,0,0,0.8,-1,0,0,0.4,-1,0.8,0,-1,.
'074903,2013,.,0,0,0,0,0,0,0,0,0,0,0,0,0
'074904,2013,.,0,0,0,0,-1,-1,0,0,-1,0,-1,.,.
'074905,2013,.,0,0,0,0,-1,-1,0,0,.,0,0,-1,-1
'074907,2013,.,1.9,1.6,1.1,1.2,0,0,0,1.1,0,1.6,0,-1,.
'074909,2013,.,0,0,0,0,-1,0,0,0,-1,0,0,-1,.
'074911,2013,-1,0,5.4,3.3,0,.,.,0,2,-1,2.1,-1,.,.
'074912,2013,.,4.3,5.7,3.1,2.1,-1,11.1,3.4,2.6,-1,2,4.2,.,-1
'074917,2013,.,0,0,1.3,0,.,-1,4.3,0.6,-1,0,7.7,-1,.
'075901,2013,.,0,0,0,0,.,0,0,0,.,0,0,0,-1
'075902,2013,.,2.1,3.2,2.1,0.7,0,1.6,5.4,1.4,-1,0.8,2.8,6.3,-1
'075903,2013,.,1.4,0,0.9,0,-1,0,0,0.5,-1,0,1.8,-1,.
'075906,2013,.,0,0,0,0,-1,-1,-1,0,.,0,0,.,.
'075908,2013,.,0,0,0,0,.,-1,0,0,.,0,0,-1,.
'076903,2013,.,0,0,0,0,.,-1,0,0,.,0,0,.,.
'076904,2013,.,1.8,0,1.7,0,-1,0,0,0.9,.,0,2.6,-1,-1
'077901,2013,.,1.7,2.8,2,0,-1,0,0,1.1,.,0,1.5,11.8,.
'077902,2013,.,0,0,1.2,0,.,-1,5,0.6,.,0,0.9,-1,.
'078901,2013,.,0,0,0,0,.,-1,0,0,.,0,0,.,-1
'079901,2013,-1,1,1.9,1.2,0.8,0,0.9,1.6,1,0,0.5,1.6,2.6,0.3
'079906,2013,.,0.3,0.4,0,0.2,0,0,0,0.1,-1,0,0.3,0,-1
'079907,2013,0,2.2,2.2,1.6,0.9,1.2,1.6,2.9,1.3,1.7,0.8,2,3.9,0.4
'079910,2013,-1,3.4,4.5,3.2,3,4.2,3.2,2.1,3.1,0,6.1,2.5,12.5,2.7
'080901,2013,.,0,0,0,0,0,0,0,0,-1,0,0,0,-1
'081902,2013,-1,0.4,0,0,0.4,0,0,0,0.2,-1,0.3,0,0,0
'081904,2013,-1,5.5,5.2,2.8,2.4,16.7,6.7,4.7,2.6,.,0.9,2.9,-1,-1
'081905,2013,.,0,0,0,0,-1,0,0,0,.,0,0,-1,.
'081906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'082902,2013,.,2.9,2.8,2.8,1.7,-1,.,2.3,2.3,-1,0,2.6,0,.
'082903,2013,.,3.4,3.8,3,2.5,-1,-1,3.9,2.8,-1,1.7,2.9,14.3,-1
'083901,2013,.,0,0,0,1.5,-1,0,3.7,0.7,-1,0,0.9,0,.
'083902,2013,.,0,0,0,0,-1,.,0,0,.,0,0,.,.
'083903,2013,-1,1.1,1.2,1.6,0,0,0,2.2,0.9,-1,1.1,0.7,0,-1
'084801,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084804,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084805,2013,.,0,0,0,0,.,0,0,0,.,0,0,.,.
'084901,2013,-1,3,4.9,2.6,2.8,5.8,1.9,2.8,2.7,0,2.2,3.5,8.2,0
'084902,2013,0,1.1,1.8,1.5,1.8,0,0.2,1.3,1.6,1.8,2.2,2.1,3.7,0
'084903,2013,.,0,0,0,0,.,.,0,0,.,0,0,-1,.
'084904,2013,.,2.7,5.3,7.6,3.1,0,4.1,4.6,5.4,-1,15.3,6.5,14.3,-1
'084906,2013,-1,2,2.3,1.9,1.2,8.3,2.8,3.1,1.6,0,1,1.3,0,0
'084908,2013,.,6.8,8.2,8,3.2,-1,5.4,2.6,5.8,.,4.7,8.1,12.5,-1
'084909,2013,-1,3.5,5.8,2.8,2.8,0,0,6.3,2.8,0,2.7,4,0,0
'084910,2013,0,0.8,0.6,0.4,0.3,0.3,0.8,0.9,0.4,3.1,0.2,0.6,0.9,0.2
'084911,2013,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
'085902,2013,.,0.9,1.2,0,0.9,-1,0,0,0.4,-1,1.1,0,0,.
'085903,2013,.,0,0,0,0,-1,.,0,0,.,0,0,.,.
'086024,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'086901,2013,-1,0.2,0.3,0,0.2,0,-1,0.9,0.1,0,0,0.3,0,0
'086902,2013,.,0,0,1,0,.,-1,3.6,0.5,.,0,3.1,-1,.
'087901,2013,.,0,0,0,0,.,.,0,0,.,0,0,-1,.
'088902,2013,-1,1.2,0,0.4,0.5,0,0,1.7,0.5,-1,0,1,0,-1
'089901,2013,.,1.8,2,1.6,1.3,-1,3.9,1.3,1.5,-1,1.1,1.3,0,-1
'089903,2013,.,0,0,0,0,0,-1,0,0,.,0,0,0,.
'089905,2013,.,0,0,0,0,.,0,0,0,.,-1,0,-1,.
'090902,2013,.,0,0,0,0,-1,.,0,0,.,0,0,.,.
'090903,2013,.,0,15.4,3.3,3.3,.,.,-1,3.3,.,2,10,.,.
'090904,2013,.,0.2,0.2,0.4,0.2,0,0,0,0.3,0,0.2,0.5,0,.
'090905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'091901,2013,-1,1.5,0,0,0.8,-1,-1,0,0.4,-1,0.5,0,.,.
'091902,2013,.,3.8,1.6,1,2.6,-1,-1,0,1.7,0,1.9,0,-1,.
'091903,2013,-1,0.8,0.5,0.7,0.4,4.2,0,1.3,0.6,0,0.7,0,0,0
'091905,2013,-1,0,0,0,0,0,0,0,0,0,0,0,-1,.
'091906,2013,0,0.5,0.4,0.4,0.6,0,0,0,0.5,2.8,0.4,0.8,0,0
'091907,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'091908,2013,.,0,0,0,0,0,0,0,0,-1,0,0,0,0
'091909,2013,.,1.7,1.8,0.8,0.5,0,-1,0,0.7,0,0.8,0,-1,-1
'091910,2013,.,3.1,3.4,2.7,1.5,-1,0,2.3,2,-1,1.5,9.5,.,-1
'091913,2013,-1,0,0,0.5,0,0,-1,0,0.3,0,0.3,0,-1,-1
'091914,2013,.,2.3,1.3,1.9,0,7.7,-1,5.6,1.1,0,0.8,0,0,.
'091917,2013,.,0.9,0,0.6,0,-1,-1,0,0.3,-1,0.4,0,0,-1
'091918,2013,.,0,0,0,0,0,-1,0,0,0,0,0,.,-1
'092801,2013,.,2.8,0.8,1.1,1.7,0,0,0,1.4,-1,1.3,3.4,.,-1
'092901,2013,.,0.8,1.4,1.3,0.7,0,1.3,0,1,-1,0.8,1.7,-1,0
'092902,2013,-1,1.7,2,1.5,0.9,3.2,1.1,1.9,1.2,0,1.4,0.4,2.4,7.7
'092903,2013,.,1.4,1.9,1,1.9,0,2,1.8,1.5,0,1.5,0.8,1.6,0
'092904,2013,-1,0.6,0.5,0.6,0.7,0,0.7,1.3,0.6,0,0.7,0.6,0,0
'092906,2013,.,0,2.6,1,0.6,0,3.4,0,0.8,-1,0.4,1.5,20,-1
'092907,2013,.,1.5,1.5,0.7,0.4,0,2,2.9,0.6,-1,0.5,0,0,0
'092908,2013,.,1.5,0.9,0.4,0.5,0,0,0,0.5,-1,0,6.5,-1,-1
'093901,2013,.,0,0,1,0,0,0,0,0.5,-1,0,3.4,-1,-1
'093903,2013,.,1.2,0,0,1.1,.,0,0,0.6,.,0.7,0,.,.
'093904,2013,.,1.8,2.3,2.6,0.7,16.7,2,0,1.7,-1,0.8,1.9,3.8,-1
'093905,2013,.,5.3,11.1,3.8,0,.,-1,0,2.2,.,2.7,0,.,.
'094901,2013,.,0.1,0,0.1,0,0,0,0,0,0,0,0.1,1.1,0
'094902,2013,0,1.4,1.3,0.7,0.5,0,0.2,1.5,0.6,0,0.8,0.7,2.1,0
'094903,2013,.,1,0.6,0.7,0,0,10,0,0.4,.,0,0.5,-1,0
'094904,2013,.,0,0,0,0,0,0,0,0,-1,0,0,-1,-1
'095901,2013,.,0,1.5,0.8,0,-1,0,0,0.5,.,0.9,0,.,.
'095902,2013,.,0,0,0,0,.,.,0,0,.,0,0,-1,.
'095903,2013,.,0.8,1.1,0.9,0,-1,0,2.8,0.5,.,0,0.7,0,.
'095904,2013,.,0,0,0,0,.,-1,0,0,.,0,0,0,.
'095905,2013,.,1.2,1.9,1.1,1.3,0,3.2,5.1,1.2,0,0,1.4,0,0
'096904,2013,.,0,0,0,0,-1,0,0,0,.,0,0,-1,-1
'096905,2013,.,0,0,0,0,-1,-1,0,0,.,0,0,-1,.
'097902,2013,.,2.4,3.4,2.3,0.8,0,-1,2.6,1.6,-1,2,0,0,-1
'097903,2013,.,0.9,2.1,0,1.1,.,.,0,0.5,-1,0,2.3,-1,.
'098901,2013,.,0,0,0,0,-1,.,0,0,.,0,0,0,.
'098903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'098904,2013,.,0,0,0,0,0,-1,0,0,-1,0,0,0,-1
'099902,2013,.,0,0,0,0,-1,-1,0,0,-1,0,0,-1,.
'099903,2013,.,0,0,0,0,0,0,0,0,.,0,0,.,.
'100903,2013,.,0.5,0,0.4,0,-1,0,1.9,0.2,-1,0.3,0,.,.
'100904,2013,.,0,0,0,0,0,0,0,0,-1,0,0,-1,0
'100905,2013,.,2.9,6.4,2.2,1.8,-1,0,4,2,-1,2.2,3.6,-1,-1
'100907,2013,-1,1.3,0.2,0.9,0.3,0,-1,0.9,0.6,-1,0.7,0,0,0
'100908,2013,.,1.4,1.9,1.1,1.1,-1,.,3.1,1.1,-1,1.1,0,-1,.
'101801,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101803,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101804,2013,.,3.1,2.8,4.5,1.8,.,0,0,3.3,-1,-1,3.4,2.5,.
'101805,2013,.,0,1.8,0,1.2,-1,0.8,0,0.6,.,-1,0,0,.
'101806,2013,.,1.5,1.4,1.9,1.1,-1,0,2.4,1.5,-1,-1,1.2,8.7,.
'101807,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101809,2013,-1,5.6,3.3,6,5.8,-1,0,5.9,5.9,-1,7.7,4.2,.,-1
'101810,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101811,2013,.,0,-1,-1,-1,-1,-1,.,0,.,-1,.,.,.
'101812,2013,.,11.1,9.5,10.7,14,0,14.9,12.2,12.2,-1,27.8,9.5,8,.
'101813,2013,.,0.2,0.7,0,0.3,0,0,0,0.2,0,16.7,0,0,0
'101814,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101815,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101819,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101821,2013,.,2.2,1.3,0,5.5,-1,0,2.3,2.9,.,6.7,3.3,.,-1
'101822,2013,.,4.5,7.2,4.2,5.1,-1,5.7,6.3,4.6,-1,2.4,2.1,.,-1
'101828,2013,.,0,0,0,0,.,-1,0,0,.,-1,0,0,.
'101829,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101833,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101837,2013,.,9.1,4.5,5.1,6.9,-1,13.6,17.4,6.2,-1,4.6,6.8,-1,-1
'101838,2013,.,1.3,0,0.7,1,0,5.7,0,0.8,0,0,0.8,0,-1
'101840,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101842,2013,.,0,0,0,0,-1,0,-1,0,-1,0,0,-1,.
'101845,2013,.,0.2,0.7,0.2,0.2,0,0,0,0.2,-1,0,0.3,2.1,0
'101846,2013,.,0,0,0,0,-1,0,0,0,0,0,0,0,0
'101847,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101848,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101849,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101850,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101852,2013,.,5.7,12.5,4,6.1,.,-1,-1,5.2,.,.,5.3,-1,.
'101853,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101854,2013,.,17.8,17.9,20.8,13.5,-1,21.9,26.7,17.3,-1,6.3,16.4,.,-1
'101855,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101856,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101858,2013,.,0,0,0,0.8,0,0,0,0.4,-1,2,0,0,0
'101859,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101860,2013,.,0,0,0,0,-1,0,0,0,-1,-1,0,0,.
'101861,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101862,2013,.,0,0,0,0,-1,0,-1,0,.,0,0,-1,0
'101863,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101864,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101865,2013,-1,12.3,18.4,11.2,17,-1,14.7,6.9,14,-1,0,13.3,.,-1
'101867,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101902,2013,0,1.5,4.8,4.8,4,2.2,5.2,5.8,4.4,13,6.2,4,7.5,3.1
'101903,2013,0,0.8,0.8,1,0.6,0,1.1,1.3,0.8,0,0,0.8,1.2,0.3
'101905,2013,-1,1.4,1.4,1.8,1.5,0,1.9,1.8,1.7,0,0.6,1.9,2,0
'101906,2013,-1,1.7,2.2,1.1,1.4,2.2,1.1,1.4,1.2,0,1,1.7,0,0
'101907,2013,0,2.1,2.3,1.5,1.4,1.2,2.3,2.6,1.5,4.8,0.8,1.8,3.6,0.5
'101908,2013,0,0.5,0.7,0.3,0.5,0,0,0.7,0.4,0,0.5,0.3,0.7,0
'101909,2013,.,8.9,12.3,9.8,8.3,-1,8.6,5.6,9,-1,0,10,14.7,.
'101910,2013,-1,2.1,3.1,2.3,2,0,2.2,2.4,2.2,0,2.9,2.2,3.6,1.8
'101911,2013,0,1.4,1.9,1.5,1.2,0,1.4,2.5,1.3,0,1.4,1.4,1.1,0
'101912,2013,1,3.8,4.2,4.4,3.5,1.4,4.8,6,3.9,7.9,1.6,4,7.6,1.7
'101913,2013,0,1.3,1.2,0.8,0.5,0,1,0.9,0.7,1.7,0.4,1.1,4.1,0
'101914,2013,0,2.4,2,1.2,1,0.8,2.1,2.9,1.1,0,0.6,1.9,3.1,0.1
'101915,2013,4.3,1.6,1.9,1.7,0.9,0.5,2.1,2,1.3,3.4,0.9,1.6,2.4,1
'101916,2013,0,1.1,1.5,1.3,0.6,0,1.1,0.4,0.9,0,1.2,0.7,0,0
'101917,2013,0,1.9,2.9,2.2,1.8,0,2.2,3.4,2,3.6,2.2,2,3.7,0.2
'101919,2013,0,3.1,3.9,3.5,2.8,2.5,3.6,3.9,3.1,0,2.2,3.2,4.9,1
'101920,2013,0,2.8,3,2.2,1.8,3.6,2.8,4.7,2,0.9,0.8,2.9,4,0.7
'101921,2013,0,1.7,1.4,0.8,0.4,1.3,0.5,0.5,0.6,0,0.5,0.5,0,0.9
'101924,2013,.,1.5,1.3,2,1.2,0,1.8,1.3,1.6,0,0,1.8,2.2,0
'101925,2013,.,0.7,1.2,0.6,0.4,0,5.6,0,0.5,0,0.5,0,0,0
'102901,2013,.,2.1,3.7,0,3.8,-1,3.2,0,2.1,.,0,0,0,.
'102902,2013,.,1.7,2.1,2.9,0.7,3.6,2.3,5,1.8,-1,1.3,1.6,7.7,0
'102903,2013,.,0.8,2.7,1.6,0,-1,0,0,0.8,.,1.3,0,0,.
'102904,2013,-1,1.6,1,0.3,0.8,4.5,1.9,0.6,0.5,0,0.4,0,0,0
'102905,2013,.,1.7,1.7,0.9,0,.,20,0,0.5,-1,0,0,.,.
'102906,2013,.,3.1,2.4,1.3,3.3,-1,0,0,2.3,-1,2,15.4,-1,.
'103901,2013,.,0,0,0,0,.,.,-1,0,-1,0,0,.,.
'103902,2013,.,0,0,0,0,.,.,-1,0,.,0,0,-1,.
'104901,2013,.,0,0,0,0,0,0,0,0,-1,0,0,-1,.
'104903,2013,.,0,0,0,0,-1,.,-1,0,.,0,0,-1,.
'104907,2013,.,3,5.9,0,3.8,-1,.,0,1.7,-1,0,7.1,-1,.
'105801,2013,.,3.6,3.4,2.6,3.1,0,-1,20,2.9,.,3.6,0,.,-1
'105802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'105902,2013,-1,2.4,2.4,2.5,1.6,0,2.6,3.3,2.1,0,1,2.4,6.8,0
'105904,2013,-1,0.6,0.4,0,0.2,0,0,0.8,0.1,-1,0.1,0,0,0
'105905,2013,-1,1,0.6,0.3,0.3,0,-1,0,0.3,0,0.2,0.9,0,0
'105906,2013,0,1.8,2.2,1,1.7,0,1.5,1.7,1.3,0,0.7,1.7,5,3
'106901,2013,.,1.6,1.5,0.8,2.1,-1,-1,0,1.4,.,1.6,1.2,0,.
'107901,2013,.,0.9,0.7,1.2,0.8,5.3,0.7,0.9,1,-1,0.5,1.6,3.8,-1
'107902,2013,.,0.4,0.3,0.2,0.5,0,1.3,0,0.3,0,0.3,0,0,0
'107904,2013,.,0,0,0,0,-1,-1,0,0,-1,0,0,.,.
'107905,2013,.,0,0,0,0,0,0,0,0,0,0,0,-1,.
'107906,2013,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1
'107907,2013,.,0,0,0,0,-1,0,0,0,.,0,0,.,.
'107908,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'107910,2013,.,0,0,0,0,-1,0,0,0,-1,0,-1,-1,-1
'108801,2013,.,16.4,18.6,20.3,18.7,.,-1,11.8,19.5,.,11.1,19.6,18.8,-1
'108802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'108804,2013,.,1.9,1.2,2.9,1.2,.,-1,2.2,1.9,-1,-1,1.9,2.1,-1
'108807,2013,-1,0,0,0,0,-1,0,0,0,.,0,0,0,0
'108808,2013,.,0,0,0,0,.,.,0,0,.,0,0,-1,.
'108809,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'108902,2013,-1,3.2,3.3,3.2,3.1,.,.,5.3,3.2,-1,0,3.2,6.3,.
'108903,2013,.,2.6,2.9,2.3,2.8,.,-1,2.3,2.5,.,0,2.5,4.9,.
'108904,2013,-1,2,2.6,1.9,1.7,0,0,2.9,1.8,0,3.1,1.8,3.3,0
'108905,2013,.,1.1,1.5,0.7,1.2,.,-1,1.5,1,.,-1,1,0.7,.
'108906,2013,-1,3,3.6,3,2.7,0,12.5,3.3,2.9,0,2.5,2.9,6.5,0
'108907,2013,.,1.8,1.3,2,2,.,.,0.9,2,-1,0,2,3.6,-1
'108908,2013,.,2.2,2.9,2.3,2.3,-1,0,2.6,2.3,-1,0,2.3,4.5,-1
'108909,2013,.,1.5,1.3,1.7,1.1,.,0,2.2,1.4,-1,0,1.4,1.7,0
'108910,2013,.,2.2,3.2,1.9,3.3,.,.,2.9,2.5,-1,-1,2.5,3.2,.
'108911,2013,.,1.1,1.6,1.5,0.6,-1,5,0.5,1.1,-1,0,1.2,2.3,0
'108912,2013,.,3.7,4.5,4,3.4,-1,-1,5.6,3.7,-1,6.3,3.7,7.7,.
'108913,2013,-1,3.4,3.8,4.4,3.5,12.5,-1,2.9,3.9,0,0,4,5.8,8.3
'108914,2013,.,0,0,0,3.2,.,.,0,1.5,.,-1,1.5,0,.
'108915,2013,.,0,0,0,0,.,-1,0,0,.,-1,0,0,.
'108916,2013,.,0.5,1,0.4,0.5,.,-1,0,0.4,.,0,0.4,0.8,-1
'109901,2013,.,0,0,0,0,-1,-1,0,0,.,0,0,.,.
'109902,2013,.,0,0,0,0,-1,-1,0,0,.,0,0,-1,.
'109903,2013,.,0,0,0,0,-1,-1,0,0,.,0,0,.,.
'109904,2013,.,0,0,0,0,-1,0,0,0,-1,0,0,0,-1
'109905,2013,-1,0,0,0,0,-1,0,0,0,.,0,0,.,-1
'109907,2013,.,0.8,3.1,1.9,0,-1,3.6,6.1,0.9,.,0.8,0,-1,-1
'109908,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'109910,2013,.,3.3,0,3.3,0,.,.,0,2.1,.,2.4,0,.,.
'109911,2013,.,2,1.8,2,0.9,0,0,3,1.5,16.7,1.3,1.5,-1,-1
'109912,2013,.,0,2.8,0,2.1,.,-1,0,1.1,-1,1.2,0,.,.
'109913,2013,.,0,0,0,0,.,.,0,0,-1,0,0,-1,.
'109914,2013,.,0,0,0,0,-1,-1,0,0,0,0,0,-1,.
