DISTRICT,DPETALLC,DPETBLAP,DPETECOP,DPETHISP,DPETLEPP,DPETWHIP,YEAR
'178802,109,0.9,0.0,11.0,0.0,85.3,1998
'178901,379,0.3,50.9,65.7,9.2,33.2,1998
'178902,1341,1.6,51.6,67.7,7.5,30.6,1998
'178903,4714,2.0,24.9,33.7,1.0,63.6,1998
'178904,40975,5.9,55.3,68.4,6.3,24.4,1998
'178905,280,0.0,71.8,85.4,0.0,14.6,1998
'178906,164,0.0,22.6,32.9,0.0,66.5,1998
'178908,526,0.2,38.4,8.0,0.6,90.3,1998
'178909,4307,0.9,86.7,97.5,9.6,1.5,1998
'178912,3056,1.6,43.8,51.6,3.5,46.4,1998
'178913,888,0.1,73.6,75.9,4.3,24.0,1998
'178914,5243,6.4,41.0,21.6,1.7,67.3,1998
'178915,1962,14.5,82.3,82.4,8.1,3.1,1998
'179901,2088,0.1,40.9,36.9,14.2,62.3,1998
'180901,333,8.7,73.0,11.1,0.0,78.7,1998
'180902,326,0.0,40.8,18.1,8.9,80.4,1998
'180903,76,0.0,56.6,30.3,0.0,69.7,1998
'180904,70,1.4,35.7,12.9,5.7,84.3,1998
'181901,2879,0.5,25.0,3.6,2.3,92.6,1998
'181905,1570,0.1,25.4,2.7,1.4,94.9,1998
'181906,3639,50.0,61.5,3.1,0.5,46.2,1998
'181907,5651,0.3,43.1,2.4,0.2,97.1,1998
'181908,3708,5.0,21.3,3.0,0.1,90.9,1998
'182901,222,0.0,28.8,4.1,0.5,95.0,1998
'182902,383,0.3,46.0,8.4,1.8,89.3,1998
'182903,3632,4.6,50.4,19.1,5.1,74.9,1998
'182904,405,0.0,36.0,6.7,2.2,93.1,1998
'182905,207,0.0,55.1,16.9,1.9,82.1,1998
'182906,63,1.6,44.4,11.1,4.8,87.3,1998
'183901,472,16.5,37.7,3.2,0.4,78.6,1998
'183902,3325,26.8,37.5,4.1,1.1,68.6,1998
'183904,262,0.0,38.9,3.4,0.0,96.2,1998
'184901,345,0.9,47.0,3.8,3.2,95.4,1998
'184902,3207,0.3,35.5,4.8,0.8,94.2,1998
'184903,6372,1.8,27.8,11.2,3.9,86.2,1998
'184904,682,0.6,32.1,8.2,0.9,91.1,1998
'184907,2582,0.6,7.6,3.5,1.0,94.6,1998
'184908,786,0.5,22.1,2.3,0.5,97.1,1998
'184909,563,0.2,13.7,2.7,0.0,96.8,1998
'184911,196,0.0,28.1,2.0,0.0,98.0,1998
'185901,593,1.0,76.1,83.5,28.3,15.5,1998
'185902,574,0.3,53.0,38.7,9.1,60.8,1998
'185903,1263,1.9,65.2,66.7,16.9,31.0,1998
'185904,228,0.0,56.1,26.8,8.8,73.2,1998
'186901,125,0.0,64.0,39.2,2.4,60.8,1998
'186902,2855,0.9,58.6,75.1,14.7,23.5,1998
'186903,577,3.3,45.8,41.2,7.5,55.5,1998
'187901,367,0.0,44.7,1.6,0.0,80.1,1998
'187903,338,34.3,66.0,16.0,3.8,47.3,1998
'187904,1170,26.5,62.2,27.4,12.8,45.8,1998
'187906,244,26.6,59.4,12.3,2.0,61.1,1998
'187907,3951,12.2,47.4,8.9,4.1,77.8,1998
'187910,483,3.5,48.4,2.7,0.0,92.3,1998
'188901,29286,10.0,46.9,29.7,8.0,57.2,1998
'188902,1494,0.8,21.0,7.6,0.0,91.0,1998
'188903,783,4.6,40.1,20.9,1.5,71.9,1998
'188904,445,0.0,18.9,5.6,0.0,93.7,1998
'189901,503,0.2,70.0,82.1,7.0,17.7,1998
'189902,1297,0.0,93.8,98.2,63.6,1.7,1998
'190903,1373,3.6,38.9,5.0,1.9,90.7,1998
'191901,7209,1.4,21.2,10.0,0.4,87.6,1998
'192901,1068,3.4,39.0,55.8,7.8,40.5,1998
'193902,275,1.8,56.4,23.3,1.5,74.5,1998
'194902,382,6.0,59.9,7.1,2.4,85.6,1998
'194903,752,5.9,42.2,5.9,1.9,87.2,1998
'194904,1330,48.9,60.9,6.3,2.3,43.8,1998
'194905,485,13.8,56.3,2.3,0.0,82.3,1998
'195901,3071,1.9,63.5,86.0,14.2,11.8,1998
'195902,245,0.4,79.2,82.4,38.0,17.1,1998
'196901,195,1.5,47.2,67.7,4.1,29.7,1998
'196902,649,3.5,50.5,49.8,2.2,46.5,1998
'196903,858,15.2,48.4,47.9,2.1,36.1,1998
'197902,194,0.5,23.7,6.7,0.0,91.8,1998
'198901,458,19.7,41.9,2.4,0.0,77.9,1998
'198902,346,82.9,94.2,9.5,2.3,7.5,1998
'198903,931,9.3,35.4,7.9,0.0,82.7,1998
'198905,1387,52.3,70.9,24.8,5.3,22.8,1998
'198906,192,15.1,86.5,54.7,26.0,30.2,1998
'199901,6892,3.7,13.4,9.1,3.0,85.9,1998
'199902,1678,5.1,33.2,20.3,8.5,74.0,1998
'200901,1261,2.9,49.3,35.1,2.4,61.9,1998
'200902,456,0.2,50.0,36.2,9.9,63.6,1998
'200904,840,1.8,61.8,45.2,6.0,52.7,1998
'200906,84,4.8,84.5,28.6,2.4,66.7,1998
'201902,3789,25.2,45.9,9.7,3.5,64.6,1998
'201903,254,68.5,82.7,12.2,4.7,19.3,1998
'201904,271,15.9,62.7,4.8,2.6,79.3,1998
'201907,385,29.9,44.2,0.3,0.0,69.9,1998
'201908,505,13.1,44.0,2.6,0.0,83.8,1998
'201910,1199,22.9,44.0,16.5,4.3,60.6,1998
'201913,467,10.9,43.5,19.3,14.6,68.7,1998
'201914,1014,22.5,55.0,7.5,3.4,69.8,1998
'202903,977,19.7,55.4,2.3,0.5,78.0,1998
'202905,664,12.5,55.3,0.9,0.0,86.3,1998
'203901,1074,57.2,64.2,4.4,1.9,38.4,1998
'203902,441,6.8,73.2,2.5,0.0,90.2,1998
'204901,1824,30.2,53.1,4.4,0.9,65.0,1998
'204904,1683,10.7,46.4,7.4,2.9,81.4,1998
'205901,2229,4.5,61.6,43.9,4.5,50.8,1998
'205902,4341,2.9,31.5,37.2,2.6,58.6,1998
'205903,2034,4.8,41.9,29.9,2.0,63.0,1998
'205904,2200,0.8,76.3,85.4,10.0,13.6,1998
'205905,1232,0.2,58.4,74.0,4.0,25.5,1998
'205906,2242,2.0,66.1,76.7,3.2,20.8,1998
'205907,1504,3.1,72.7,85.1,12.2,11.7,1998
'206901,830,1.0,55.9,32.8,6.7,66.1,1998
'206902,173,0.0,46.2,18.5,1.2,81.5,1998
'206903,176,5.1,63.1,18.8,5.1,75.0,1998
'207901,755,0.8,51.0,58.7,11.9,40.3,1998
'208901,165,0.0,50.9,37.6,0.0,62.4,1998
'208902,3226,4.0,44.6,39.9,3.3,55.7,1998
'208903,162,0.0,11.7,13.0,0.0,87.0,1998
'209901,580,0.7,37.2,11.2,3.4,87.9,1998
'209902,92,0.0,70.7,6.5,0.0,93.5,1998
'210901,2390,29.5,52.9,13.8,10.0,56.3,1998
'210902,644,9.8,47.0,2.2,1.7,87.7,1998
'210903,750,28.8,50.1,4.1,2.1,67.1,1998
'210904,429,33.8,67.8,12.6,6.3,53.1,1998
'210905,656,33.7,58.2,4.4,2.9,61.0,1998
'210906,67,0.0,68.7,9.0,10.4,91.0,1998
'211901,341,0.0,52.5,22.6,6.7,76.5,1998
'211902,606,0.2,53.5,40.3,7.9,59.1,1998
'212901,839,28.1,45.8,1.9,1.0,68.4,1998
'212902,1282,6.0,31.2,2.5,0.4,90.4,1998
'212903,2517,8.8,25.5,4.4,1.7,85.3,1998
'212904,917,19.4,50.6,5.2,1.2,75.1,1998
'212905,16619,36.5,48.0,21.7,10.6,40.8,1998
'212906,3867,8.5,21.5,3.0,1.1,87.3,1998
'212909,3135,27.0,44.5,12.4,5.7,59.9,1998
'212910,988,18.7,36.2,4.4,0.2,76.4,1998
'213901,1507,0.2,36.6,17.3,5.8,81.8,1998
'214901,8159,0.0,90.3,99.5,55.6,0.3,1998
'214902,293,0.0,80.9,96.9,17.7,3.1,1998
'214903,6066,0.0,87.9,99.7,61.2,0.2,1998
'215901,1937,2.3,42.5,21.2,5.4,75.2,1998
'216901,362,0.0,37.0,37.0,4.4,63.0,1998
'217901,367,6.5,46.6,18.3,1.9,74.1,1998
'218901,1024,0.3,33.0,57.4,16.0,42.1,1998
'219901,244,0.0,40.6,12.3,1.6,87.3,1998
'219903,1416,6.3,61.4,49.6,6.9,43.9,1998
'219905,345,4.6,62.6,49.6,9.0,45.8,1998
'220901,54591,18.2,32.0,18.2,9.8,56.4,1998
'220902,20743,3.2,26.2,11.9,3.7,79.6,1998
'220904,3436,56.7,64.6,17.0,7.2,25.1,1998
'220905,76901,32.9,57.6,39.5,23.3,25.1,1998
'220906,12867,2.3,6.4,5.7,0.8,88.9,1998
'220907,13691,3.5,10.7,6.4,2.2,85.7,1998
'220908,11601,8.8,18.0,10.1,4.2,77.6,1998
'220909,73,0.0,0.0,16.4,0.0,78.1,1998
'220910,1789,5.3,67.7,33.7,9.4,60.1,1998
'220912,7889,15.0,16.2,10.2,1.2,70.9,1998
'220914,2468,7.8,18.2,9.1,1.5,81.2,1998
'220915,5866,0.6,27.0,4.6,0.8,94.1,1998
'220916,19425,6.9,24.1,10.8,4.8,74.4,1998
'220917,3212,1.3,47.5,29.3,7.7,68.0,1998
'220918,5605,2.1,20.9,14.5,2.8,77.8,1998
'220919,5280,1.2,1.3,2.0,0.2,95.3,1998
'220920,4427,7.3,32.8,11.6,1.4,77.8,1998
'221901,19507,11.3,51.3,27.2,2.4,59.8,1998
'221904,1408,1.8,46.1,14.9,3.0,83.0,1998
'221905,173,5.8,47.4,15.6,4.0,78.6,1998
'221911,950,0.5,27.1,6.4,0.8,92.9,1998
'221912,2613,1.6,9.1,3.8,0.0,93.2,1998
'222901,212,0.5,59.0,62.7,9.9,35.4,1998
'223901,2523,6.4,58.3,58.7,2.8,34.5,1998
'223902,308,0.0,61.7,58.4,10.4,40.9,1998
'223904,238,0.8,37.0,33.2,4.6,65.1,1998
'224901,257,0.0,53.3,8.6,0.0,91.1,1998
'224902,129,0.0,54.3,12.4,6.2,86.0,1998
'225902,4444,18.0,56.0,37.8,24.5,43.5,1998
'225905,142,1.4,57.7,31.0,21.8,67.6,1998
'225906,723,2.5,27.8,11.6,6.6,85.1,1998
'225907,437,0.7,39.1,15.8,10.5,82.8,1998
'226901,376,0.3,28.5,16.8,0.8,82.7,1998
'226903,17240,5.9,43.1,43.1,1.7,49.8,1998
'226905,400,0.8,43.8,13.5,0.0,84.5,1998
'226906,940,0.2,31.1,23.2,2.7,76.6,1998
'226907,929,0.9,49.8,19.8,2.5,78.5,1998
'226908,203,0.5,41.4,24.1,8.9,73.9,1998
'227801,155,16.1,71.0,56.1,3.2,26.5,1998
'227802,77,92.2,57.1,3.9,0.0,3.9,1998
'227901,76606,17.8,50.2,42.9,12.6,36.7,1998
'227904,11566,14.4,21.7,20.6,4.9,57.9,1998
'227907,2248,20.1,56.5,41.6,10.1,37.9,1998
'227909,7184,0.5,2.4,4.1,0.8,90.3,1998
'227910,5230,13.5,66.4,56.9,15.5,27.8,1998
'227912,788,1.1,14.3,7.4,1.5,89.6,1998
'227913,3197,0.4,11.5,9.8,4.0,88.7,1998
'228901,688,13.1,43.9,5.4,1.9,81.4,1998
'228903,1281,24.0,55.7,7.2,2.1,67.8,1998
'228904,171,2.9,47.4,3.5,0.0,93.6,1998
'228905,250,23.2,58.8,2.0,0.0,73.2,1998
'229901,569,5.3,40.8,1.9,0.0,92.8,1998
'229903,1602,32.3,58.4,1.5,0.0,62.3,1998
'229904,1102,3.6,32.2,1.4,0.0,94.9,1998
'229905,466,3.0,46.8,0.6,0.0,96.1,1998
'229906,230,25.2,37.8,3.5,0.0,71.3,1998
'230901,753,15.4,47.8,3.9,2.0,80.6,1998
'230902,2451,18.4,44.4,3.8,1.2,77.3,1998
'230903,869,11.6,43.2,7.4,2.1,80.9,1998
'230904,288,23.3,40.3,4.2,3.1,72.6,1998
'230905,864,0.0,37.4,7.1,4.3,92.5,1998
'230906,866,11.0,26.6,1.3,0.0,87.4,1998
'230908,732,0.4,34.6,1.6,0.0,97.7,1998
'231901,651,1.4,54.7,55.3,15.7,42.7,1998
'231902,351,2.6,44.2,40.2,6.8,56.7,1998
'232901,251,4.4,50.2,52.2,8.8,43.4,1998
'232902,519,0.0,70.7,60.9,5.8,38.5,1998
'232903,5307,0.3,71.1,80.5,13.5,18.7,1998
'232904,199,0.0,50.8,10.1,2.5,89.4,1998
'233901,10028,1.2,71.9,85.4,21.1,13.0,1998
'233903,124,0.0,54.0,46.0,8.1,50.8,1998
'234902,1737,3.7,31.5,4.5,0.8,91.1,1998
'234903,868,5.9,33.1,4.7,0.0,88.8,1998
'234904,1161,0.5,39.7,11.6,4.4,87.6,1998
'234905,399,2.5,44.4,11.5,5.8,85.2,1998
'234906,2061,3.1,35.7,7.1,3.8,89.2,1998
'234907,2483,7.7,44.3,9.2,3.3,82.8,1998
'234909,363,0.3,64.7,5.5,2.8,93.9,1998
'235901,1024,3.8,67.0,69.7,19.2,26.5,1998
'235902,14809,8.1,49.1,49.1,3.5,41.9,1998
'235904,106,0.9,18.9,19.8,0.0,79.2,1998
'236901,947,31.7,56.5,11.5,1.6,56.4,1998
'236902,6724,29.0,49.6,15.8,5.5,54.3,1998
'237902,1358,42.8,55.7,28.6,8.7,28.4,1998
'237904,3690,18.9,37.8,19.8,8.9,60.0,1998
'237905,1431,37.2,63.5,36.8,14.7,25.2,1998
'238902,2522,4.8,44.1,46.9,3.3,47.7,1998
'238904,188,0.5,69.7,61.7,3.7,37.8,1998
'239901,4954,29.5,39.2,10.4,3.5,58.0,1998
'239903,422,25.1,40.0,5.0,0.5,69.7,1998
'240901,22651,0.1,89.2,98.2,53.0,1.6,1998
'240902,58,0.0,89.7,93.1,0.0,6.9,1998
'240903,22800,0.1,72.0,95.3,46.9,4.0,1998
'240904,396,0.0,66.2,90.4,6.3,9.3,1998
'241901,981,20.7,43.9,32.9,2.3,46.4,1998
'241902,843,12.3,30.7,21.2,1.1,66.2,1998
'241903,3669,14.4,47.8,43.3,5.9,41.8,1998
'241904,2757,31.4,54.2,36.3,3.0,31.8,1998
'241906,510,3.7,46.3,38.0,9.2,58.0,1998
'242902,449,10.0,47.9,14.7,2.0,73.1,1998
'242903,377,0.3,46.7,24.4,13.0,75.3,1998
'242904,64,0.0,23.4,0.0,0.0,100.0,1998
'242905,44,0.0,88.6,50.0,0.0,50.0,1998
'242906,98,0.0,23.5,0.0,0.0,100.0,1998
'243901,3786,8.7,30.7,5.4,0.8,82.8,1998
'243902,759,7.0,53.4,10.0,0.0,82.7,1998
'243903,2120,0.2,4.6,3.5,0.0,95.0,1998
'243905,15537,16.1,45.8,17.5,4.0,63.4,1998
'243906,731,12.3,52.5,11.8,2.1,71.5,1998
'244901,129,1.6,65.1,7.8,0.0,89.1,1998
'244903,2542,11.0,50.3,30.3,3.5,57.8,1998
'244905,149,3.4,53.7,25.5,0.0,69.8,1998
'245901,270,0.0,92.2,96.7,33.7,3.0,1998
'245902,1615,0.1,80.5,95.2,20.1,4.5,1998
'245903,2828,0.6,80.3,94.1,17.4,5.1,1998
'245904,279,0.0,76.0,77.8,14.3,21.5,1998
'246902,943,0.4,24.9,10.9,0.6,87.3,1998
'246904,6945,3.2,25.6,20.4,4.1,75.5,1998
'246905,409,8.3,45.0,28.1,2.7,63.3,1998
'246906,888,4.5,19.1,16.3,1.6,78.3,1998
'246907,580,1.6,45.7,31.9,10.7,66.4,1998
'246908,1279,2.3,33.2,15.6,4.5,81.4,1998
'246909,27171,6.8,11.8,15.2,3.1,72.3,1998
'246911,2785,18.6,1.0,41.2,6.2,39.6,1998
'246912,496,5.4,31.3,23.8,4.2,70.2,1998
'246913,10669,2.8,18.8,12.1,2.0,83.0,1998
'246914,120,0.0,15.0,10.0,0.0,88.3,1998
'247901,3123,1.5,51.7,55.0,3.0,43.2,1998
'247903,1934,2.0,23.0,14.6,2.2,83.0,1998
'247904,719,0.3,38.2,42.0,1.8,57.6,1998
'247906,748,1.1,42.0,40.2,1.5,58.7,1998
'248901,1569,1.8,56.4,60.0,13.0,38.0,1998
'248902,383,1.0,25.3,22.5,2.1,76.2,1998
'249901,504,0.8,27.2,8.7,2.0,89.3,1998
'249902,1063,0.6,29.5,7.8,2.6,90.4,1998
'249903,1958,0.1,33.5,21.2,8.6,77.7,1998
'249904,637,0.2,32.7,6.6,2.4,92.9,1998
'249905,2291,2.2,30.8,21.8,9.2,75.2,1998
'249906,830,0.0,22.0,6.3,2.4,93.0,1998
'249908,309,0.0,30.4,4.2,1.6,95.5,1998
'250902,795,15.7,39.2,1.4,0.4,82.8,1998
'250903,1550,11.4,43.8,12.6,8.1,75.1,1998
'250904,1247,6.3,25.5,7.4,2.7,85.7,1998
'250905,340,0.0,37.9,11.8,9.4,87.6,1998
'250906,731,0.0,36.0,6.2,3.0,93.2,1998
'250907,1497,4.3,35.1,6.5,1.4,88.5,1998
'251901,1626,2.2,52.6,56.4,12.2,41.2,1998
'251902,594,0.0,60.6,57.7,22.2,41.8,1998
'252901,2589,1.5,35.7,13.7,3.4,83.7,1998
'252902,197,0.5,42.1,6.6,3.6,91.9,1998
'252903,873,2.5,41.4,17.8,2.7,78.9,1998
'253901,2979,0.1,77.0,94.6,42.4,5.3,1998
'254901,2056,0.4,88.4,98.3,41.5,1.2,1998
'254902,423,0.0,79.7,89.6,24.1,10.2,1998
'1,3891877,14.4,48.5,37.9,13.4,45.0,1998
'001902,624,12.2,24.7,2.2,0.8,84.6,1999
'001903,1126,7.1,40.3,2.7,0.1,90.0,1999
'001904,807,13.0,44.9,3.2,1.4,83.0,1999
'001906,339,13.3,36.6,1.8,0.0,84.7,1999
'001907,3719,32.9,50.8,20.3,6.8,46.1,1999
'001908,1840,15.9,37.3,8.1,0.0,75.3,1999
'001909,364,2.2,48.1,4.9,0.8,92.6,1999
'002901,3468,1.8,41.8,49.2,11.5,48.1,1999
'003902,2235,2.7,46.7,16.7,5.6,80.2,1999
'003903,8098,31.6,52.5,20.7,10.9,46.4,1999
'003904,1622,5.1,43.8,1.6,0.2,93.3,1999
'003905,1942,18.2,60.4,36.9,11.3,44.9,1999
'003906,443,0.0,51.0,1.1,0.0,98.9,1999
'003907,1637,2.8,45.9,7.3,3.9,89.8,1999
'004901,3468,2.2,51.7,28.6,4.2,63.4,1999
'005901,610,0.2,24.6,2.5,0.5,97.4,1999
'005902,985,0.1,17.8,3.1,0.9,96.8,1999
'005903,76,1.3,51.3,13.2,0.0,85.5,1999
'005904,372,0.3,31.5,12.4,12.6,86.3,1999
'006902,387,0.0,24.5,5.4,0.5,94.3,1999
'007901,499,0.0,75.8,83.4,8.6,16.6,1999
'007902,1303,0.4,58.6,54.6,4.5,44.6,1999
'007904,1344,0.1,63.3,67.1,8.3,32.4,1999
'007905,3414,0.7,60.1,60.1,2.4,38.8,1999
'007906,1645,0.2,74.6,81.9,6.9,17.7,1999
'008901,2116,15.4,24.1,12.0,3.9,72.4,1999
'008902,2238,15.5,41.3,27.5,5.0,56.4,1999
'008903,874,15.2,43.2,27.6,3.3,57.0,1999
'009901,1383,2.0,65.1,60.6,10.8,37.1,1999
'009903,109,0.0,62.4,56.9,7.3,43.1,1999
'010901,316,0.0,41.1,13.0,1.6,87.0,1999
'010902,2479,0.5,41.1,17.5,2.5,81.6,1999
'011901,5844,10.3,42.0,26.3,3.6,62.0,1999
'011902,2638,14.0,50.6,38.7,13.5,46.5,1999
'011904,1794,11.7,46.3,18.4,3.7,69.5,1999
'011905,177,2.3,54.2,31.1,20.3,65.5,1999
'012901,751,7.1,50.1,13.4,2.5,79.0,1999
'013901,4157,3.7,61.8,70.5,1.8,25.2,1999
'013902,120,1.7,55.0,58.3,7.5,36.7,1999
'013903,455,0.4,60.9,44.2,0.4,55.4,1999
'013905,718,0.7,60.3,59.2,6.7,40.1,1999
'014802,109,45.9,0.0,12.8,0.0,38.5,1999
'014901,926,0.5,25.4,10.7,0.2,88.6,1999
'014902,573,20.1,55.0,34.4,7.0,45.0,1999
'014903,6605,5.3,38.7,21.4,5.1,72.0,1999
'014905,484,4.3,47.1,14.9,0.2,79.8,1999
'014906,28533,38.5,51.0,16.6,4.5,40.0,1999
'014907,858,2.6,41.3,16.1,2.3,81.1,1999
'014908,964,0.5,20.2,12.0,2.4,86.3,1999
'014909,8595,27.3,51.4,21.9,4.7,49.1,1999
'014910,1231,1.2,33.2,18.2,0.3,79.8,1999
'015801,146,4.1,80.8,90.4,0.0,5.5,1999
'015802,251,32.7,30.3,53.8,0.0,12.7,1999
'015803,302,19.2,66.2,65.2,3.6,14.2,1999
'015804,92,85.9,98.9,13.0,14.1,1.1,1999
'015805,500,2.6,74.8,85.6,19.4,11.6,1999
'015806,389,13.9,48.1,71.5,0.3,14.1,1999
'015807,57,14.0,89.5,57.9,0.0,28.1,1999
'015808,49,10.2,100.0,57.1,0.0,30.6,1999
'015811,45,0.0,100.0,100.0,42.2,0.0,1999
'015814,25,0.0,76.0,92.0,0.0,8.0,1999
'015901,4397,1.9,14.4,25.7,2.4,71.6,1999
'015904,14905,0.5,91.3,93.2,15.9,6.0,1999
'015905,13323,1.9,95.7,96.2,21.7,1.7,1999
'015906,1165,21.5,26.6,11.7,0.2,63.0,1999
'015907,59080,10.2,87.2,84.7,16.6,4.8,1999
'015908,10211,2.0,89.7,93.6,19.1,4.2,1999
'015909,2496,0.4,77.5,78.0,9.4,21.2,1999
'015910,47732,9.5,36.6,36.3,3.2,51.7,1999
'015911,7327,11.8,50.3,42.5,3.2,45.1,1999
'015912,9479,4.2,73.5,81.8,11.9,13.5,1999
'015913,890,20.7,43.8,17.8,0.6,57.9,1999
'015914,1285,33.4,37.7,17.8,1.6,45.3,1999
'015915,61308,6.7,44.5,52.0,5.1,39.0,1999
'015916,15848,23.8,37.7,33.2,2.7,39.9,1999
'015917,4028,0.8,77.1,81.1,7.9,17.5,1999
'016901,654,0.2,33.3,21.3,4.1,78.1,1999
'016902,892,1.8,38.7,25.1,4.1,72.5,1999
'017901,207,0.5,33.3,25.6,9.2,71.5,1999
'018901,1171,3.7,40.8,19.7,7.9,76.4,1999
'018902,549,5.8,50.5,22.8,4.6,70.7,1999
'018903,159,1.9,76.7,32.1,5.7,66.0,1999
'018904,504,5.2,33.9,10.1,2.6,84.3,1999
'018905,202,3.0,53.0,28.2,3.0,68.8,1999
'018906,129,0.0,49.6,9.3,5.4,90.7,1999
'018907,309,0.3,44.0,5.5,2.9,94.2,1999
'018908,136,0.7,61.8,18.4,0.0,80.9,1999
'019901,1029,30.6,58.9,3.2,2.4,66.0,1999
'019902,1188,20.9,50.8,2.9,0.8,75.6,1999
'019903,465,10.3,40.4,3.7,0.9,85.8,1999
'019905,1475,24.1,35.6,1.2,0.0,73.8,1999
'019906,1216,4.6,18.0,1.4,0.0,93.3,1999
'019907,5323,51.8,60.3,2.9,1.1,44.4,1999
'019908,2723,43.9,57.3,3.0,0.9,52.8,1999
'019909,527,0.2,51.0,0.6,0.2,97.7,1999
'019910,120,1.7,55.8,0.0,0.0,97.5,1999
'019911,341,1.8,25.5,1.2,0.0,95.3,1999
'019912,1895,5.9,11.5,2.1,0.6,90.7,1999
'019913,85,0.0,37.6,10.6,7.1,85.9,1999
'019914,130,1.5,46.9,0.0,0.0,98.5,1999
'020901,11335,2.8,44.0,32.1,7.5,63.1,1999
'020902,6566,14.8,34.7,27.4,4.8,56.8,1999
'020904,721,0.6,15.7,14.0,3.9,85.0,1999
'020905,13247,8.9,38.9,33.4,7.3,56.3,1999
'020906,2230,17.8,33.6,13.3,2.2,68.5,1999
'020907,3389,16.8,33.3,15.6,2.8,67.1,1999
'020908,9757,7.4,15.9,20.4,3.7,67.7,1999
'020910,154,0.0,47.4,35.7,3.2,64.3,1999
'021901,7194,12.8,25.7,9.7,4.2,70.3,1999
'021902,13664,24.4,56.2,31.9,9.4,43.1,1999
'022004,182,1.6,83.5,75.8,45.6,22.0,1999
'022901,1257,0.9,46.8,55.4,5.4,43.1,1999
'022902,110,0.0,76.4,70.9,10.0,29.1,1999
'022903,23,8.7,0.0,56.5,17.4,34.8,1999
'023902,274,2.9,56.2,34.3,12.0,62.8,1999
'024801,61,0.0,86.9,91.8,14.8,6.6,1999
'024901,1908,0.4,71.2,94.0,1.2,5.3,1999
'025901,1089,6.8,49.2,12.7,0.5,80.0,1999
'025902,3941,7.5,51.6,27.9,5.3,63.8,1999
'025904,255,0.8,62.0,22.4,7.8,76.9,1999
'025905,278,0.0,48.6,5.0,0.0,92.8,1999
'025906,160,0.0,48.8,11.3,1.9,88.1,1999
'025908,209,0.0,57.9,5.3,0.0,93.8,1999
'025909,1280,0.5,31.2,9.4,1.6,89.3,1999
'026901,1902,13.9,43.3,18.5,4.2,67.3,1999
'026902,817,29.1,57.4,14.7,1.2,56.2,1999
'026903,519,39.5,58.0,17.5,0.4,42.6,1999
'027903,2710,2.1,42.5,18.2,3.8,79.1,1999
'027904,3529,2.1,41.7,22.3,6.6,74.8,1999
'028902,4275,8.7,53.9,46.5,3.6,44.0,1999
'028903,1579,9.6,58.3,49.1,8.2,41.0,1999
'028906,205,8.8,82.0,44.9,4.4,46.3,1999
'029901,4324,2.7,44.3,49.6,7.5,43.1,1999
'030901,430,0.0,41.9,5.1,1.2,94.9,1999
'030902,1551,0.9,39.4,5.7,0.3,93.0,1999
'030903,440,0.5,43.6,14.5,1.4,84.1,1999
'030906,573,0.2,42.4,10.5,1.7,88.8,1999
'031901,40262,0.1,89.0,97.1,48.7,2.5,1999
'031903,16009,0.7,64.8,85.3,14.7,13.4,1999
'031905,2664,0.2,80.3,89.6,15.2,10.2,1999
'031906,6276,0.4,76.7,90.7,33.4,8.6,1999
'031909,2353,0.7,64.3,80.5,22.9,18.5,1999
'031911,2002,0.0,83.1,94.1,15.9,5.5,1999
'031912,8679,0.1,86.7,96.8,22.8,3.0,1999
'031913,504,0.0,98.6,100.0,42.7,0.0,1999
'031914,1204,0.2,94.7,97.3,32.6,2.2,1999
'031916,2186,0.5,57.5,75.3,6.5,19.7,1999
'032902,2083,24.5,54.9,17.2,8.8,58.1,1999
'033901,181,0.6,44.8,6.1,2.2,92.3,1999
'033902,733,0.1,19.9,12.1,3.1,87.3,1999
'033904,500,0.2,27.6,6.2,0.0,93.0,1999
'034901,1939,37.3,50.6,0.9,0.2,61.5,1999
'034902,167,23.4,52.1,2.4,0.0,73.1,1999
'034903,995,17.0,51.4,3.7,1.3,78.9,1999
'034905,1072,28.8,46.8,0.9,0.1,70.1,1999
'034906,474,3.4,31.4,1.7,0.0,94.3,1999
'034907,1253,21.7,45.4,0.5,0.0,77.1,1999
'034908,55,50.9,80.0,0.0,0.0,49.1,1999
'034909,239,4.6,26.8,1.7,0.0,93.7,1999
'035901,1449,3.6,71.3,72.0,11.6,24.4,1999
'035902,422,3.3,78.7,77.7,17.3,19.0,1999
'035903,239,0.0,18.0,5.4,0.0,94.6,1999
'036901,1457,20.7,47.5,15.4,6.9,60.3,1999
'036902,2521,3.2,19.2,10.2,1.9,86.3,1999
'036903,1087,14.7,37.4,12.0,5.0,72.6,1999
'037901,658,43.0,69.8,9.0,6.8,47.7,1999
'037904,4595,23.4,55.3,21.5,11.9,54.6,1999
'037907,1958,16.6,47.9,7.3,4.3,75.0,1999
'037908,368,10.1,84.8,62.0,43.5,28.0,1999
'037909,323,11.5,55.7,4.3,4.0,84.2,1999
'038901,1232,8.9,41.4,27.1,3.1,62.7,1999
'039901,111,0.0,53.2,2.7,0.0,97.3,1999
'039902,1046,0.5,27.4,3.1,0.4,94.8,1999
'039903,507,0.0,23.9,7.1,0.8,92.9,1999
'039904,181,0.0,29.3,0.6,0.0,97.8,1999
'039905,187,0.5,25.1,5.9,0.5,93.6,1999
'040901,637,7.4,73.2,66.9,9.7,25.7,1999
