DISTRICT,DPETALLC,DPETBLAP,DPETECOP,DPETHISP,DPETLEPP,DPETWHIP,YEAR
'152805,668,16.0,73.8,57.5,1.9,24.4,2011
'152901,28680,13.3,63.1,53.9,3.1,29.1,2011
'152902,732,1.8,57.5,50.1,1.4,46.4,2011
'152903,1282,5.8,74.7,67.2,4.4,25.5,2011
'152906,4033,1.2,40.6,33.4,3.3,60.6,2011
'152907,7492,4.0,37.4,36.3,2.9,54.5,2011
'152908,1088,3.8,72.9,50.6,3.8,43.6,2011
'152909,1504,0.7,36.6,31.6,2.2,65.8,2011
'152910,957,0.5,40.3,42.0,2.4,57.3,2011
'153903,313,0.6,75.1,72.2,4.8,26.8,2011
'153904,604,4.3,63.9,56.6,4.5,37.3,2011
'153905,194,1.0,49.5,39.2,4.1,57.2,2011
'153907,133,0.8,80.5,68.4,14.3,29.3,2011
'154901,2259,21.9,70.9,29.4,11.4,46.7,2011
'154903,344,0.3,61.3,7.8,2.0,89.0,2011
'155901,1225,40.4,73.7,4.4,1.6,53.5,2011
'156902,773,0.5,63.0,62.2,4.4,35.4,2011
'156905,226,0.0,38.1,39.8,9.3,59.3,2011
'157901,676,0.0,59.6,35.1,5.5,63.6,2011
'158901,3775,15.6,66.5,55.9,7.8,26.0,2011
'158902,803,4.2,63.4,50.2,7.3,43.6,2011
'158904,105,0.0,100.0,39.0,4.8,60.0,2011
'158905,1522,2.6,67.1,65.0,14.6,21.0,2011
'158906,951,14.1,57.3,26.2,0.7,55.4,2011
'159901,14731,0.1,86.0,97.1,34.9,1.2,2011
'160901,1260,2.4,67.1,46.2,3.2,50.6,2011
'160904,209,1.0,65.6,17.7,0.5,77.5,2011
'160905,103,1.0,68.0,42.7,0.0,53.4,2011
'161801,258,19.0,99.6,76.0,32.2,3.1,2011
'161802,387,56.1,69.3,13.7,0.3,28.4,2011
'161807,2517,16.7,66.2,51.5,10.3,18.7,2011
'161901,591,0.2,20.3,7.4,0.8,89.8,2011
'161903,7183,11.0,29.7,19.5,3.0,62.5,2011
'161906,2855,25.5,80.5,49.2,19.4,23.3,2011
'161907,1616,1.2,25.4,12.7,1.5,84.8,2011
'161908,585,25.6,71.8,11.1,1.5,59.5,2011
'161909,1321,7.2,72.6,47.2,15.2,43.2,2011
'161910,684,4.4,61.8,24.9,3.9,67.4,2011
'161912,588,2.0,43.0,15.0,1.9,81.0,2011
'161914,15240,31.4,86.7,55.3,16.9,11.2,2011
'161916,1506,3.0,44.6,14.0,3.7,81.5,2011
'161918,797,3.0,56.7,17.4,0.4,76.7,2011
'161919,841,3.3,56.7,27.1,2.7,67.1,2011
'161920,2336,3.6,29.4,13.7,1.2,79.6,2011
'161921,2465,26.3,76.6,29.0,6.5,40.6,2011
'161922,2135,2.9,29.7,20.8,1.0,72.4,2011
'161923,578,5.9,42.6,20.9,4.2,71.3,2011
'161924,94,3.2,39.4,14.9,4.3,80.9,2011
'161925,144,6.9,81.3,23.6,2.8,66.7,2011
'162904,178,0.0,41.0,46.1,0.6,49.4,2011
'163901,1962,0.6,59.4,61.2,3.5,36.6,2011
'163902,328,0.3,48.5,49.7,1.8,48.8,2011
'163903,1073,0.7,84.1,79.8,4.0,17.8,2011
'163904,2237,0.7,61.6,68.1,2.1,29.9,2011
'163908,3475,2.0,51.9,54.7,5.0,41.2,2011
'164901,325,0.9,74.5,56.3,3.4,42.5,2011
'165802,514,8.9,68.9,45.7,10.7,42.6,2011
'165901,21614,8.7,52.2,56.8,8.2,32.2,2011
'165902,1701,0.5,36.6,36.7,4.4,61.0,2011
'166901,1577,18.7,73.5,41.9,7.9,37.2,2011
'166902,181,9.9,55.8,18.2,1.7,65.7,2011
'166903,404,5.2,57.2,19.3,6.2,72.5,2011
'166904,1696,11.2,65.4,39.0,5.3,47.5,2011
'166905,538,3.2,47.0,23.0,4.8,70.3,2011
'166907,178,0.0,73.6,60.7,2.8,38.8,2011
'167901,599,0.5,50.4,25.7,4.2,72.3,2011
'167902,103,3.9,81.6,24.3,4.9,66.0,2011
'167903,57,0.0,87.7,42.1,14.0,57.9,2011
'167904,120,0.0,78.3,25.8,2.5,72.5,2011
'168901,1085,6.3,58.2,50.4,2.4,41.2,2011
'168902,160,8.8,76.3,51.3,1.3,40.0,2011
'168903,211,0.9,53.6,32.7,0.5,64.0,2011
'169901,1667,0.4,52.0,14.0,5.4,81.8,2011
'169902,814,0.2,57.0,24.9,9.3,68.4,2011
'169906,106,0.0,66.0,13.2,0.0,84.9,2011
'169908,102,0.0,49.0,12.7,0.0,87.3,2011
'169909,138,0.0,55.1,13.8,1.4,84.1,2011
'169910,222,0.0,41.4,12.6,0.0,83.3,2011
'169911,293,0.0,43.0,10.2,0.0,85.0,2011
'170801,408,60.5,93.4,36.8,17.6,1.0,2011
'170902,50849,5.9,36.8,32.0,12.2,55.6,2011
'170903,6892,4.0,26.0,11.4,2.3,81.7,2011
'170904,6421,8.3,60.1,30.8,14.8,57.3,2011
'170906,11855,2.2,41.2,26.4,11.0,68.6,2011
'170907,3486,0.9,64.7,25.7,8.1,72.7,2011
'170908,10089,3.3,61.8,42.5,18.4,50.8,2011
'171901,4528,0.9,69.5,68.0,30.1,20.3,2011
'171902,534,0.0,43.8,52.8,13.3,44.9,2011
'172902,1227,42.5,77.8,13.7,6.2,39.4,2011
'172905,1031,15.1,59.9,7.8,1.8,72.6,2011
'173901,183,0.0,78.1,26.2,1.1,72.7,2011
'174801,261,11.5,14.9,8.0,0.0,72.0,2011
'174901,349,5.7,74.8,13.2,4.3,78.2,2011
'174902,483,2.3,64.0,12.0,4.3,78.5,2011
'174903,724,18.0,47.2,10.6,3.3,68.1,2011
'174904,6464,29.9,75.9,43.0,21.7,25.3,2011
'174906,828,3.1,53.6,17.1,5.4,77.9,2011
'174908,917,4.5,38.2,13.0,3.5,79.4,2011
'174909,344,6.4,46.5,11.6,2.0,78.5,2011
'174910,165,0.0,66.7,2.4,0.0,95.2,2011
'174911,372,3.0,29.8,9.4,1.6,84.7,2011
'175902,834,3.5,53.2,21.2,6.1,70.7,2011
'175903,5715,19.4,73.3,45.4,17.1,31.0,2011
'175904,445,7.2,60.7,13.3,3.1,78.0,2011
'175905,350,2.6,65.4,30.3,12.0,61.7,2011
'175907,636,34.3,73.7,17.0,2.4,46.9,2011
'175910,740,2.6,37.4,10.0,1.1,82.0,2011
'175911,808,2.5,71.2,50.4,20.7,46.0,2011
'176901,299,24.4,71.2,2.0,0.0,72.9,2011
'176902,1125,41.1,74.6,3.7,0.3,52.6,2011
'176903,692,0.3,55.5,2.6,0.0,95.7,2011
'177901,345,0.9,69.6,63.2,12.2,33.9,2011
'177902,2280,6.5,66.5,47.5,2.1,44.0,2011
'177903,164,0.0,48.2,14.6,3.0,82.9,2011
'177905,222,0.5,33.3,15.3,2.3,78.4,2011
'178801,260,2.7,94.6,86.5,51.5,10.0,2011
'178802,226,1.3,0.0,17.7,0.9,74.3,2011
'178804,238,3.4,60.5,73.5,0.0,21.4,2011
'178807,181,0.6,7.7,54.7,0.0,42.0,2011
'178808,145,0.7,4.1,16.6,0.7,77.2,2011
'178809,362,4.7,57.7,66.9,5.0,23.2,2011
'178901,342,0.0,0.0,74.6,1.8,25.1,2011
'178902,1234,1.6,61.4,77.1,4.0,18.7,2011
'178903,3836,1.5,45.0,54.0,2.2,42.2,2011
'178904,38242,4.2,69.0,79.0,4.6,13.9,2011
'178905,294,0.0,80.3,88.8,11.9,10.5,2011
'178906,394,2.5,13.7,37.1,1.8,53.3,2011
'178908,568,0.7,31.7,10.9,0.7,81.5,2011
'178909,3301,0.7,91.0,97.4,4.1,1.6,2011
'178912,3550,1.1,55.1,72.9,4.5,24.1,2011
'178913,795,0.3,72.6,78.7,4.3,20.0,2011
'178914,5526,4.4,45.1,38.7,2.3,51.0,2011
'178915,2038,11.7,88.6,86.5,5.0,1.4,2011
'179901,2287,0.3,62.7,63.8,26.1,33.3,2011
'180901,347,10.7,80.4,17.3,0.6,68.3,2011
'180902,325,0.6,35.4,11.7,0.0,85.2,2011
'180903,136,0.0,59.6,37.5,1.5,59.6,2011
'180904,101,2.0,45.5,10.9,1.0,84.2,2011
'181901,2588,0.5,38.4,13.8,4.7,81.1,2011
'181905,1707,0.8,36.0,7.6,2.2,88.1,2011
'181906,2529,62.3,84.9,8.9,2.8,25.3,2011
'181907,4956,0.2,54.8,6.2,0.4,90.9,2011
'181908,3565,6.4,40.2,7.7,1.8,81.9,2011
'182901,222,0.0,45.9,14.4,0.5,79.7,2011
'182902,298,0.0,65.4,11.4,2.3,86.9,2011
'182903,3560,3.3,61.8,33.4,8.8,60.2,2011
'182904,523,0.4,41.7,15.1,3.3,82.2,2011
'182905,177,1.1,56.5,26.0,10.2,65.0,2011
'182906,110,0.9,60.0,10.0,1.8,87.3,2011
'183801,157,6.4,32.5,10.8,0.0,82.8,2011
'183901,681,8.2,35.8,9.8,2.9,78.6,2011
'183902,2856,24.1,48.6,15.5,7.4,57.8,2011
'183904,417,0.0,42.7,5.8,1.0,94.0,2011
'184801,140,4.3,49.3,12.1,0.0,80.7,2011
'184901,500,0.0,52.8,14.4,7.0,83.8,2011
'184902,3447,0.9,53.5,14.0,3.6,82.4,2011
'184903,7639,2.3,43.1,21.3,7.3,73.3,2011
'184904,787,0.8,44.0,13.7,3.4,85.0,2011
'184907,4624,1.2,11.9,10.0,2.3,85.2,2011
'184908,1074,1.0,32.2,12.3,2.3,83.1,2011
'184909,894,0.7,17.1,6.8,2.2,89.1,2011
'184911,204,0.0,58.3,14.2,3.4,80.4,2011
'185901,503,0.4,86.5,91.7,26.8,7.8,2011
'185902,578,0.7,60.2,52.9,15.6,46.2,2011
'185903,1202,0.3,66.4,79.7,19.9,19.3,2011
'185904,142,0.0,82.4,42.3,21.8,55.6,2011
'186901,105,0.0,66.7,69.5,12.4,30.5,2011
'186902,2364,0.3,68.7,87.0,13.5,11.9,2011
'186903,481,4.8,40.7,52.6,6.7,38.9,2011
'187901,483,0.0,47.8,5.8,0.0,68.5,2011
'187903,246,21.1,84.6,41.9,13.8,35.4,2011
'187904,1008,26.4,76.4,34.0,10.3,37.6,2011
'187906,194,28.4,83.0,20.6,5.2,48.5,2011
'187907,4043,11.3,62.0,19.3,5.8,65.8,2011
'187910,957,0.7,70.8,6.8,0.4,87.9,2011
'188801,238,4.2,67.6,31.1,0.0,60.5,2011
'188901,32445,10.0,65.6,44.4,13.2,38.0,2011
'188902,1492,0.9,57.4,16.5,0.7,78.7,2011
'188903,983,3.7,67.7,30.5,5.6,58.7,2011
'188904,1306,0.8,22.1,10.9,0.3,84.2,2011
'189901,377,0.8,63.4,85.7,15.9,12.2,2011
'189902,1456,0.0,90.3,96.6,47.0,1.9,2011
'190903,1622,2.3,55.1,13.0,4.4,79.7,2011
'191901,8783,2.2,29.7,19.2,0.9,75.8,2011
'192901,790,0.1,55.4,77.1,9.7,20.9,2011
'193801,144,9.7,95.1,43.1,1.4,45.1,2011
'193902,252,0.8,54.0,32.9,7.1,65.9,2011
'194902,400,2.8,56.8,8.5,0.3,83.0,2011
'194903,736,2.9,56.1,10.5,2.2,81.5,2011
'194904,711,56.5,85.1,19.8,9.0,20.5,2011
'194905,485,9.9,62.1,3.1,0.2,83.1,2011
'195901,2164,1.3,71.3,90.4,7.5,7.4,2011
'195902,159,0.0,89.9,95.6,3.8,4.4,2011
'196901,150,0.7,53.3,68.0,1.3,31.3,2011
'196902,503,2.2,51.7,54.5,0.2,41.0,2011
'196903,727,9.2,63.1,64.1,3.9,24.8,2011
'197902,190,1.1,24.7,8.4,0.0,89.5,2011
'198901,460,17.2,47.6,6.7,1.7,70.7,2011
'198902,169,79.9,87.0,6.5,0.6,11.2,2011
'198903,1072,7.2,39.5,13.0,1.6,77.2,2011
'198905,1053,49.1,92.7,38.9,8.8,10.1,2011
'198906,549,10.9,76.7,53.9,12.6,34.1,2011
'199901,13965,6.4,25.6,20.4,6.8,66.5,2011
'199902,4542,6.3,40.5,27.8,7.3,62.5,2011
'200901,982,1.2,55.9,44.7,0.9,52.1,2011
'200902,404,0.5,36.6,38.1,8.4,60.9,2011
'200904,612,1.5,69.0,55.4,3.6,40.7,2011
'200906,70,0.0,77.1,48.6,4.3,51.4,2011
'201902,3327,20.8,58.8,24.6,10.1,51.0,2011
'201903,174,62.6,94.3,21.8,11.5,14.9,2011
'201904,259,8.1,66.4,17.8,10.4,68.7,2011
'201907,396,14.4,44.9,8.6,3.3,74.2,2011
'201908,546,12.8,61.5,5.5,0.0,78.2,2011
'201910,1537,23.9,57.0,22.9,8.5,51.3,2011
'201913,677,3.2,73.3,48.6,22.5,45.9,2011
'201914,959,15.4,70.9,19.8,9.7,60.7,2011
'202903,935,9.5,62.9,6.2,1.8,76.6,2011
'202905,664,7.2,78.0,2.9,1.4,88.1,2011
'203901,849,54.4,91.9,15.8,6.5,24.7,2011
'203902,458,2.2,81.2,5.2,2.4,90.2,2011
'204901,1651,23.7,65.5,6.1,0.7,68.0,2011
'204904,1921,6.1,71.6,22.9,7.7,68.5,2011
'205901,1784,3.6,73.8,56.0,8.2,37.1,2011
'205902,4291,1.6,43.7,53.2,2.2,41.5,2011
'205903,2152,1.8,52.6,53.2,4.3,41.4,2011
'205904,1799,1.2,83.1,91.7,2.7,7.0,2011
'205905,1085,0.1,63.0,82.5,2.6,16.3,2011
'205906,2150,1.8,74.1,82.0,1.4,15.0,2011
'205907,1136,1.3,85.3,92.2,1.7,5.5,2011
'206901,716,0.0,65.8,50.1,12.7,49.4,2011
'206902,127,2.4,73.2,16.5,0.0,78.7,2011
'206903,117,3.4,67.5,21.4,4.3,71.8,2011
'207901,592,0.2,50.7,66.2,7.4,32.6,2011
'208901,230,0.9,63.9,41.3,3.9,53.9,2011
'208902,2783,2.7,54.0,55.3,7.1,39.8,2011
'208903,256,0.4,35.9,26.6,3.1,72.3,2011
'209901,504,2.2,38.1,17.7,3.0,77.2,2011
'209902,161,0.6,84.5,2.5,0.0,96.9,2011
'210901,2653,23.3,76.3,36.8,23.8,39.3,2011
'210902,749,4.9,56.2,13.0,7.3,80.8,2011
'210903,755,22.8,57.2,11.0,5.4,64.1,2011
'210904,534,29.6,83.5,32.2,17.2,35.2,2011
'210905,651,24.9,67.6,11.4,4.1,62.7,2011
'210906,115,0.9,58.3,11.3,7.8,85.2,2011
'211901,368,0.3,24.7,43.5,15.2,55.4,2011
'211902,589,0.5,63.7,61.3,16.1,36.3,2011
'212801,387,18.9,37.0,7.8,0.0,67.7,2011
'212803,130,25.4,100.0,19.2,0.0,50.8,2011
'212901,896,15.1,54.9,9.3,1.6,72.2,2011
'212902,2115,4.8,36.5,6.9,2.0,86.1,2011
'212903,3732,7.1,41.2,9.8,3.4,78.3,2011
'212904,1073,12.0,51.4,9.4,3.1,74.7,2011
'212905,18480,30.1,67.2,41.0,22.2,25.8,2011
'212906,4593,11.3,37.2,10.3,3.4,72.5,2011
'212909,3337,20.4,70.5,34.5,15.7,41.1,2011
'212910,1039,18.8,65.1,19.5,4.6,59.2,2011
'213801,130,3.1,66.2,6.9,0.0,89.2,2011
'213901,1640,0.8,45.5,28.5,10.1,66.5,2011
'214901,10755,0.0,96.0,99.6,58.3,0.2,2011
'214902,272,0.4,78.7,98.2,19.5,1.5,2011
'214903,6625,0.0,92.4,99.8,65.5,0.2,2011
'215901,1559,1.5,64.1,33.6,8.5,61.2,2011
'216901,215,0.9,51.2,48.8,7.0,47.4,2011
'217901,240,2.9,50.4,28.3,2.5,67.9,2011
'218901,915,0.0,52.6,70.6,10.3,27.7,2011
'219901,251,0.8,44.2,19.9,4.4,77.3,2011
'219903,1059,8.3,77.6,56.6,4.2,33.5,2011
'219905,231,2.6,71.9,66.2,2.6,29.9,2011
'220801,326,16.3,12.0,11.3,0.0,59.8,2011
'220802,495,19.2,5.3,16.8,1.8,51.7,2011
'220804,560,35.9,83.0,52.7,9.6,9.6,2011
'220808,376,77.9,73.4,8.8,0.3,12.0,2011
'220809,482,14.1,12.0,12.7,0.6,69.1,2011
'220810,520,4.2,0.0,9.4,0.4,70.0,2011
'220811,355,49.6,89.9,43.4,24.2,5.1,2011
'220812,167,40.1,80.8,32.3,0.0,25.1,2011
'220813,2182,19.0,43.8,34.3,5.9,28.8,2011
'220814,152,10.5,2.0,17.8,2.0,65.1,2011
'220815,344,56.7,61.9,16.0,3.2,22.1,2011
'220816,645,19.4,70.2,63.6,27.1,7.8,2011
'220901,64380,23.2,63.1,41.8,23.3,26.2,2011
'220902,23441,6.7,54.8,36.9,16.1,48.3,2011
'220904,5056,44.1,85.5,47.0,23.5,6.3,2011
'220905,81511,23.4,75.6,59.2,28.3,14.3,2011
'220906,13614,4.2,20.0,19.8,8.3,64.2,2011
'220907,32613,7.7,20.1,18.2,5.5,63.3,2011
'220908,32208,25.6,37.1,23.7,10.5,40.2,2011
'220910,3170,11.7,75.0,53.7,17.5,31.0,2011
'220912,15141,40.2,53.4,21.6,10.3,26.2,2011
'220914,3167,17.0,38.6,19.7,5.0,56.1,2011
'220915,5754,0.9,47.2,16.9,3.8,78.6,2011
'220916,21000,15.6,50.5,26.9,11.8,45.6,2011
'220917,3604,1.2,84.5,73.8,29.7,23.4,2011
'220918,16664,9.5,40.1,35.0,7.2,48.0,2011
'220919,7642,1.9,1.9,6.4,0.6,81.0,2011
'220920,6271,6.4,53.6,32.9,8.1,54.8,2011
'221801,7096,12.9,59.5,43.8,20.1,38.8,2011
'221901,16987,12.1,63.2,40.2,3.4,42.0,2011
'221904,1149,1.7,57.5,20.4,1.1,75.7,2011
'221905,196,1.5,43.9,14.3,1.5,84.2,2011
'221911,1028,0.5,29.7,9.5,0.3,88.4,2011
'221912,3331,2.9,15.6,13.6,0.5,77.6,2011
'222901,138,0.0,51.4,55.8,0.7,42.8,2011
'223901,1803,4.1,76.7,73.8,6.4,20.4,2011
'223902,287,0.0,73.5,70.4,5.6,28.2,2011
'223904,229,0.0,53.3,32.3,7.0,66.8,2011
'224901,211,0.9,57.3,17.1,0.0,82.0,2011
'224902,103,0.0,61.2,24.3,1.0,75.7,2011
'225902,5290,12.7,82.5,63.9,35.7,21.6,2011
'225905,155,1.3,97.4,87.1,49.0,11.6,2011
'225906,939,1.7,44.5,29.0,12.1,65.7,2011
'225907,452,0.0,62.4,42.7,19.5,54.6,2011
'226801,745,3.2,44.8,42.7,1.3,48.3,2011
'226901,450,0.2,25.1,21.8,0.9,73.3,2011
'226903,14043,4.3,61.8,57.1,4.7,36.0,2011
'226905,319,2.5,43.3,11.9,0.3,81.5,2011
'226906,1047,0.2,17.5,18.0,1.7,80.1,2011
'226907,1070,1.0,61.3,39.2,4.7,58.0,2011
'226908,274,0.4,49.3,33.6,4.0,63.9,2011
'227801,257,15.2,58.4,68.5,12.1,15.6,2011
'227803,232,3.4,34.9,45.7,0.0,44.4,2011
'227804,728,17.6,40.9,29.9,13.9,47.8,2011
'227805,251,85.3,68.1,10.8,0.0,0.4,2011
'227806,752,19.0,68.6,24.1,3.6,50.7,2011
'227814,346,6.1,1.2,19.7,0.0,67.1,2011
'227816,1930,10.8,51.7,54.4,13.0,19.0,2011
'227817,221,47.1,87.3,43.0,18.1,6.8,2011
'227818,363,27.3,90.4,68.6,25.9,2.8,2011
'227819,259,15.1,68.0,64.5,14.7,18.9,2011
'227820,992,4.2,92.0,93.5,31.9,1.5,2011
'227821,375,7.2,18.1,21.1,4.0,64.0,2011
'227824,179,13.4,89.4,82.7,34.6,3.9,2011
'227901,85273,9.5,64.0,60.3,28.7,24.3,2011
'227904,22657,19.4,51.4,43.1,17.9,25.5,2011
'227907,7173,24.2,79.4,60.2,31.6,11.3,2011
'227909,7691,0.8,2.7,11.2,2.4,73.4,2011
'227910,10673,10.5,86.9,82.0,32.0,5.8,2011
'227912,1276,1.5,33.9,20.1,4.4,75.0,2011
'227913,6940,1.0,14.6,19.5,5.6,71.4,2011
'228901,729,7.8,59.0,10.6,1.9,74.8,2011
'228903,1201,18.2,81.7,20.1,9.2,59.0,2011
'228904,161,0.0,60.2,8.7,0.0,88.2,2011
'228905,194,6.2,52.1,4.1,0.0,88.1,2011
'229901,468,3.0,56.2,2.8,0.4,91.9,2011
'229903,1276,25.6,62.8,6.3,2.6,62.4,2011
'229904,1239,1.8,50.7,4.3,0.4,90.2,2011
'229905,380,0.3,58.4,3.7,0.0,93.4,2011
'229906,183,9.8,47.0,3.3,0.5,86.3,2011
'230901,708,13.3,69.9,7.8,2.8,74.7,2011
'230902,2422,15.5,55.0,10.6,5.1,69.9,2011
'230903,843,11.2,63.8,12.2,4.5,75.6,2011
'230904,309,11.7,64.1,14.9,7.4,68.3,2011
'230905,1079,0.3,51.2,15.3,4.7,82.3,2011
'230906,986,8.4,38.9,8.9,2.6,77.5,2011
'230908,750,0.9,39.3,11.3,0.7,83.6,2011
'231901,483,2.1,51.6,67.7,3.1,29.0,2011
'231902,228,1.3,47.8,41.2,5.3,55.7,2011
'232801,76,0.0,86.8,92.1,0.0,6.6,2011
'232901,255,0.0,53.7,59.2,2.7,38.8,2011
'232902,525,1.0,72.8,71.6,4.8,25.7,2011
'232903,4888,0.3,78.9,88.1,5.7,10.3,2011
'232904,209,1.4,44.0,13.9,5.3,84.2,2011
'233901,10346,0.9,71.4,92.2,16.6,6.2,2011
'233903,210,0.5,27.1,49.0,0.0,44.3,2011
'234801,96,13.5,52.1,14.6,0.0,67.7,2011
'234902,2019,2.5,42.4,8.8,2.7,84.0,2011
'234903,901,6.1,49.7,7.1,1.1,84.1,2011
'234904,1102,1.0,60.0,20.4,7.7,75.5,2011
'234905,489,2.2,50.3,15.3,5.9,80.0,2011
'234906,2308,3.1,50.6,16.5,4.8,77.9,2011
'234907,2620,5.0,61.1,16.3,4.3,73.7,2011
'234909,430,1.2,67.9,13.0,2.6,81.6,2011
'235801,307,12.1,92.2,56.4,0.0,29.6,2011
'235901,844,4.1,80.6,85.0,12.0,9.8,2011
'235902,13769,8.2,65.3,60.8,3.4,28.8,2011
'235904,111,0.9,46.8,36.9,4.5,55.0,2011
'236801,110,40.0,100.0,42.7,1.8,15.5,2011
'236901,884,23.4,52.4,12.4,3.2,60.0,2011
'236902,6243,24.9,62.1,28.9,11.2,42.9,2011
'237902,1513,27.7,75.2,49.4,22.0,20.8,2011
'237904,5428,11.9,63.2,44.4,22.2,40.1,2011
'237905,2034,21.9,81.2,64.8,25.9,11.6,2011
'238902,1968,5.5,54.0,57.4,5.2,35.8,2011
'238904,113,0.0,62.8,69.9,0.0,30.1,2011
'239901,4872,22.8,55.2,27.0,9.9,47.4,2011
'239903,371,19.7,53.4,13.2,3.5,65.0,2011
'240801,475,0.0,96.0,99.2,1.7,0.4,2011
'240804,632,0.3,62.2,90.3,6.8,4.3,2011
'240901,24680,0.1,97.1,99.5,61.8,0.3,2011
'240903,41708,0.1,75.9,98.2,42.4,1.2,2011
'240904,350,0.0,63.4,95.7,8.3,4.3,2011
'241901,1014,10.7,53.1,48.3,6.1,39.3,2011
'241902,948,7.5,36.0,30.0,6.6,61.9,2011
'241903,3477,13.2,67.9,58.1,9.6,27.6,2011
'241904,2167,27.5,62.9,53.3,8.8,17.8,2011
'241906,497,5.4,55.5,47.5,12.5,45.9,2011
'242902,347,9.5,58.8,23.9,3.7,57.3,2011
'242903,423,0.0,50.1,59.3,26.0,38.3,2011
'242905,152,0.0,64.5,24.3,5.3,74.3,2011
'242906,144,0.0,26.4,4.2,0.0,89.6,2011
'243801,187,4.8,29.4,16.0,0.0,70.1,2011
'243901,3373,6.7,50.9,13.1,0.9,73.1,2011
'243902,465,6.7,59.6,16.8,0.6,68.6,2011
'243903,1791,0.4,44.1,6.4,0.2,89.7,2011
'243905,14569,15.2,58.8,32.5,6.0,45.6,2011
'243906,918,9.6,63.0,23.5,1.5,59.4,2011
'244901,109,0.0,63.3,33.9,0.0,61.5,2011
'244903,2232,9.2,67.0,40.2,6.0,46.1,2011
'244905,193,3.1,45.6,26.9,0.5,68.4,2011
'245901,464,0.0,86.4,96.8,11.9,1.7,2011
'245902,1533,0.1,82.9,97.3,11.9,2.2,2011
'245903,2265,0.4,93.9,98.3,9.1,1.0,2011
'245904,287,0.0,71.1,84.3,10.5,15.3,2011
'246902,984,1.1,54.3,35.3,13.6,58.8,2011
'246904,10411,3.6,45.9,38.1,11.7,55.2,2011
'246905,409,3.7,58.4,34.7,6.4,59.2,2011
'246906,5394,13.1,45.7,37.8,8.3,44.4,2011
'246907,975,3.1,63.3,43.3,12.3,50.6,2011
'246908,2705,1.0,27.7,17.2,3.0,79.0,2011
'246909,44590,9.0,29.9,30.1,8.1,45.1,2011
'246911,3074,9.8,65.1,61.7,13.6,26.0,2011
'246912,660,3.5,32.9,24.7,3.6,68.6,2011
'246913,32034,4.1,22.5,23.7,4.9,64.0,2011
'246914,124,0.0,30.6,20.2,3.2,78.2,2011
'247901,3762,1.1,56.4,64.8,3.4,32.1,2011
'247903,3021,1.1,28.2,24.3,2.9,71.7,2011
'247904,805,0.7,41.1,47.3,3.0,50.9,2011
'247906,782,0.8,59.1,45.1,1.9,52.7,2011
'248901,1212,2.8,63.2,69.9,14.9,25.4,2011
'248902,356,0.6,34.3,36.2,2.2,59.0,2011
'249901,741,0.9,31.3,8.8,2.4,87.0,2011
'249902,1114,0.8,50.2,14.1,4.8,81.7,2011
'249903,2287,0.5,52.5,41.4,18.8,55.2,2011
'249904,579,0.3,61.1,25.2,12.3,73.1,2011
'249905,3007,1.1,42.9,32.2,12.1,63.9,2011
'249906,1064,0.6,32.6,11.1,2.9,85.9,2011
'249908,264,1.1,51.5,17.8,3.0,78.8,2011
'250902,741,10.3,57.9,5.0,1.1,81.0,2011
'250903,1601,7.8,61.6,26.2,8.1,61.8,2011
'250904,1135,3.7,49.4,17.9,4.8,74.9,2011
'250905,357,0.3,60.8,25.5,12.9,72.0,2011
'250906,858,0.3,53.6,8.6,1.7,89.6,2011
'250907,1444,1.9,52.0,14.3,6.4,80.8,2011
'251901,1531,0.3,55.4,73.7,16.4,24.7,2011
'251902,501,0.0,65.5,60.7,17.4,37.9,2011
'252901,2531,1.1,53.7,24.4,9.2,71.6,2011
'252902,179,0.0,56.4,7.8,0.0,90.5,2011
'252903,737,1.2,62.7,32.6,6.6,63.1,2011
'253901,3724,0.0,78.2,99.1,29.5,0.7,2011
'254901,1997,0.6,85.8,98.3,7.0,0.9,2011
'254902,505,0.2,80.6,94.1,11.7,5.5,2011
'1,4912385,12.9,59.2,50.3,16.9,31.2,2011
'001902,590,5.9,37.3,5.1,0.3,84.7,2012
'001903,1271,4.9,55.5,7.9,0.8,83.5,2012
'001904,733,11.2,58.0,10.4,2.0,73.9,2012
'001906,403,7.2,40.4,9.9,1.0,80.4,2012
'001907,3220,28.0,76.7,39.0,11.8,29.7,2012
'001908,1717,17.8,60.9,19.0,4.2,57.8,2012
'001909,431,1.4,49.0,4.6,0.7,89.3,2012
'002901,3408,1.6,45.7,64.8,10.5,31.5,2012
'003801,554,17.7,63.2,14.3,0.0,64.3,2012
'003902,2714,5.5,58.6,22.9,6.7,68.4,2012
'003903,8506,27.7,73.8,39.2,16.2,29.5,2012
'003904,1751,2.5,51.2,5.5,1.1,89.5,2012
'003905,1965,11.7,75.1,54.0,16.5,32.3,2012
'003906,445,0.2,60.7,3.6,0.0,93.0,2012
'003907,1529,4.4,55.1,16.2,3.5,77.4,2012
'004901,3129,1.2,65.3,40.5,3.5,53.3,2012
'005901,499,0.8,35.7,6.0,0.4,86.8,2012
'005902,862,0.6,26.0,6.6,0.2,91.3,2012
'005904,471,0.0,45.9,25.9,11.5,71.8,2012
'006902,364,1.9,42.9,10.4,1.4,86.0,2012
'007901,522,0.6,73.9,87.2,8.2,11.9,2012
