DISTRICT,DPSTEXPA,DPSTKIDR,DPSTTENA,DPSTTOSA,YEAR
'193801,5.32,7.6829,1.96,41050.76,2012
'193902,18.1566,9.9683,7.2316,47091.96,2012
'194902,15.7471,12.7229,9.954,40977.5,2012
'194903,14.5923,11.9127,9.2974,42371.06,2012
'194904,11.3288,11.2267,6.6575,41551.77,2012
'194905,12.7476,11.494000000000002,7.7961,40035.75,2012
'195901,13.7845,12.4753,10.1696,46211.01,2012
'195902,7.4595,7.8563,6.8919,39495.43,2012
'196901,13.4786,7.6378,8.1709,44783.91,2012
'196902,18.234,11.6364,14.234,42874.64,2012
'196903,14.0939,10.4558,7.9048,45215.87,2012
'197902,10.007,10.4214,5.7431,43273.7,2012
'198901,10.5455,10.1762,5.5594,44607.87,2012
'198902,16.0588,9.1902,5.3529,42037.12,2012
'198903,13.3246,9.9851,7.3646,41991.49,2012
'198905,7.804,12.3265,4.3767,38306.99,2012
'198906,9.3881,15.32,4.8713,43275.11,2012
'199901,12.176,16.2433,6.8452,50589.41,2012
'199902,11.335,14.2059,7.0031,46160.24,2012
'200901,16.3462,11.4741,9.5769,41792.72,2012
'200902,13.381,10.7507,7.9762,39670.44,2012
'200904,15.4143,11.3572,10.0571,41115.93,2012
'200906,7.1973,7.1976,7.0688,33703.44,2012
'201902,12.4753,13.7911,8.9822,43841.09,2012
'201903,11.25,7.8655,8.8,38285.3,2012
'201904,10.2941,11.7493,6.3676,39944.7,2012
'201907,16.3915,11.4124,10.4623,41438.08,2012
'201908,7.8372,12.9282,5.0698,39878.11,2012
'201910,10.9596,16.6318,5.9697,44556.3,2012
'201913,14.1132,12.7404,6.717,40668.75,2012
'201914,11.8788,12.968,5.8687,43244.99,2012
'202903,13.1932,11.3821,7.125,42467.45,2012
'202905,13.375,12.1153,7.3571,41302.7,2012
'203901,14.2354,12.3606,8.6898,43966.24,2012
'203902,13.4054,12.8509,6.027,40854.56,2012
'204901,10.7057,15.6095,6.3831,41620.76,2012
'204904,11.3735,13.8672,6.953,45229.12,2012
'205901,12.6806,15.1626,8.6756,45646.62,2012
'205902,13.8961,16.901,8.8244,47093.9,2012
'205903,13.6463,17.3021,9.7007,47754.37,2012
'205904,9.9745,15.9116,6.6906,44596.91,2012
'205905,12.7532,13.7866,8.8274,46462.14,2012
'205906,12.2982,14.2354,8.5241,45164.96,2012
'205907,11.4045,12.5522,7.7303,43894.91,2012
'206901,13.1503,10.9969,8.3839,38483.64,2012
'206902,12.5492,8.8083,5.6632,40022.74,2012
'206903,7.4571,7.3142,3.7429,33938.6,2012
'207901,15.9677,9.3797,10.6,41765.56,2012
'208901,15.293,11.219000000000001,7.0779,45183.25,2012
'208902,15.4785,14.0614,9.933,48217.83,2012
'208903,13.1136,12.054,7.0227,43680.52,2012
'209901,17.7227,11.2415,11.5008,45436.5,2012
'209902,13.5556,8.0047,6,43394.83,2012
'210901,13.0185,14.0367,9.0811,42172.97,2012
'210902,13.8171,12.395999999999999,7.5732,43427.16,2012
'210903,13.6387,13.384,9.0243,45984.38,2012
'210904,14.2373,14.055,7.8507,52537.02,2012
'210905,11.0781,11.8514,6.875,43087.84,2012
'210906,13.7273,11.182,10.4545,40320.53,2012
'211901,7.8571,26.7147,6,38054.3,2012
'211902,17.8322,10.1946,9.9161,46872.07,2012
'212801,3.9974,14.7668,1.7422,32302.59,2012
'212803,6.6563,5.1543,2.5625,41636.7,2012
'212901,12.3633,12.1604,8.1371,41166.68,2012
'212902,13.4233,13.2276,7.3035,41415.63,2012
'212903,13.6005,15.1396,8.452,43220.32,2012
'212904,11.6235,14.1721,6.4941,39387.71,2012
'212905,11.8011,14.2685,7.9439,45581.13,2012
'212906,13.57,15.8985,8.6718,45476.26,2012
'212909,12.6626,15.1997,8.09,43992.83,2012
'212910,14.3502,13.3722,9.1517,43381.09,2012
'213801,11.7102,11.5381,4.6358,40133.51,2012
'213901,16.5163,11.9703,9.6471,55316.7,2012
'214901,11.5538,14.0528,9.7605,46455.54,2012
'214902,20.4667,12.1234,16.8667,50632.21,2012
'214903,10.5379,14.975,9.7037,47471.27,2012
'215901,12.2467,11.4176,7.7324,41330.34,2012
'216901,12.7647,9.497,8.2941,44328.3,2012
'217901,14.7288,10.4439,10.6949,40600.06,2012
'218901,13.3268,10.2612,7.1239,43891.86,2012
'219901,15.6491,9.3506,8.807,40968.94,2012
'219903,13.6793,11.7043,9.4207,45535.67,2012
'219905,8.8968,8.8846,6.288,36648.05,2012
'220801,6.0077,11.6241,3.5411,42709.81,2012
'220802,5.4977,15.3583,0.7385,47757.08,2012
'220804,3.6579,17.4061,2.1579,44755.23,2012
'220809,5.1857,12.0397,3.4707,40798.12,2012
'220810,8.5108,14.3408,1.3378,51227.66,2012
'220811,5.04,14.2802,1.16,39659.17,2012
'220812,2.3842,20.6786,0,40118.29,2012
'220813,2.2931,14.0779,1.0805,38947.51,2012
'220814,4.541,10.4256,2.6393,35764.9,2012
'220815,1.7459,15.7898,0,45495.81,2012
'220816,4.3619,15.6379,1.4792,48365.41,2012
'220817,7.8362,14.0583,0,32239.35,2012
'220901,12.0761,16.4297,9.3321,51345.92,2012
'220902,12.2146,15.8462,8.5918,54966.62,2012
'220904,9.4608,15.6716,5.9903,50024.31,2012
'220905,10.0877,16.1624,7.985,52587.81,2012
'220906,13.4554,14.8543,9.3233,51969.82,2012
'220907,10.9264,17.6496,6.4379,50894.59,2012
'220908,11.2916,16.7055,6.7181,52770.34,2012
'220910,10.0679,15.9883,5.4752,47908.65,2012
'220912,10.6089,16.6769,6.4093,52131.08,2012
'220914,11.6945,16.5484,8.2025,53958.74,2012
'220915,13.4633,16.9404,9.6395,48489.06,2012
'220916,13.1979,16.6132,9.1815,55120.26,2012
'220917,7.5311,17.1099,5.2383,48613.61,2012
'220918,11.6018,16.61,6.5006,52717.98,2012
'220919,13.3817,14.9735,7.628,51373.11,2012
'220920,10.8375,16.9105,7.57,47242.87,2012
'221801,5.6293,27.9039,1.27,38647.67,2012
'221901,14.6944,15.2125,11.7156,45268.07,2012
'221904,13.8689,11.4248,9.3042,40311.32,2012
'221905,11.8571,8.9434,6.1429,38682.37,2012
'221911,17.0423,11.9,9.3937,45006.13,2012
'221912,13.1928,16.2751,9.7675,42190.69,2012
'222901,14.7391,6.5029,9.3043,47275.55,2012
'223901,12.8055,12.482000000000001,7.7133,44103.16,2012
'223902,10.123,12.4742,6.322,39241.57,2012
'223904,15.381,10.9331,5.1905,41710.94,2012
'224901,14.597,9.3224,7.9501,42737.43,2012
'224902,9.8335,7.2345,7.7465,39118.74,2012
'225902,12.242,13.3233,9.4449,42643.42,2012
'225905,7.3636,13.9216,3.6364,35773.38,2012
'225906,9.7763,12.0794,5.8157,39237.56,2012
'225907,13.2286,12.5143,9.5143,43306.22,2012
'226801,5.7606,13.9719,1.1048,34502.74,2012
'226901,12.6829,11.6231,8.2439,40408.25,2012
'226903,12.8287,14.9825,10.1296,43523.64,2012
'226905,12.9333,10.7515,7.2333,42990.29,2012
'226906,16.0698,10.2002,10.8777,42080.78,2012
'226907,11.1589,12.2042,7.0187,39482.1,2012
'226908,6.7826,12.8997,5.1304,34757.34,2012
'227801,4.3923,7.813,4.3923,27036.85,2012
'227803,6.7273,11.6236,2.4091,43991.03,2012
'227804,6.3814,12.455,3.5032,45108.94,2012
'227805,1.8533,13.4569,1.2973,42113.72,2012
'227806,9.3738,7.391,1.3178,47241.48,2012
'227814,9.0069,16.1147,4.0714,46159.96,2012
'227816,1.3723,14.3158,0.8883,37019.4,2012
'227817,7.0091,14.3306,2.7286,40718.22,2012
'227818,1.1667,16.498,0.6667,37419.59,2012
'227819,12.0038,14.1724,2.573,51660.23,2012
'227820,5.3582,18.8114,1.6041,62286.43,2012
'227821,6.3771,11.6274,3.2626,40823.26,2012
'227824,1.6667,14.6649,0.1429,45984.66,2012
'227901,11.6275,14.9584,9.0577,46435.34,2012
'227904,11.2646,15.3213,6.3371,46545.1,2012
'227907,7.6771,16.499000000000002,4.293,45597.98,2012
'227909,14.4116,14.2914,9.4138,50321.85,2012
'227910,8.503,15.3933,5.5665,46676.79,2012
'227912,13.1047,14.4172,7.0438,48801.86,2012
'227913,13.6976,15.5077,6.0588,48466.58,2012
'228901,14.1606,10.4704,8.678,41773.67,2012
'228903,10.1624,13.0595,5.819,40678.93,2012
'228904,13.1714,8.3218,6.6286,40819.73,2012
'228905,15.6209,10.847999999999999,7.7206,41957.66,2012
'229901,14.3317,11.5444,8.6383,41672.99,2012
'229903,12.8451,11.9978,7.8642,44882.17,2012
'229904,12.4717,14.1543,7.7869,43196.24,2012
'229905,11.7897,11.4323,9.0072,39615.47,2012
'229906,13.1948,9.6984,6.4935,37875.6,2012
'230901,14.4828,10.5957,8,40875.72,2012
'230902,12.3511,13.5468,7.6955,43456.16,2012
'230903,12.3012,13.6814,7.1687,41893.92,2012
'230904,11.7579,11.1764,6.2466,40340.86,2012
'230905,15.0556,12.882,10.4667,42435.52,2012
'230906,13.8915,14.7512,6.4143,42518.72,2012
'230908,17.865,12.7819,10.3067,43851.26,2012
'231901,11.5965,11.15,5.5439,48732.66,2012
'231902,13.9172,10.8948,6.657,47764.32,2012
'232801,0.6206,12.9288,0.4137,31377.16,2012
'232901,15.85,15.2461,7.5,41881.01,2012
'232902,10.339,13.3275,6.322,41498.4,2012
'232903,10.7823,14.3712,7.7679,41869.7,2012
'232904,12.7688,9.5797,7.3304,41205.93,2012
'233901,13.715,15.9202,11.6286,46138.37,2012
'233903,13.9,10.7502,7.1,45136.27,2012
'234801,15.02,6.029,4.9509,39259.88,2012
'234902,14.3389,14.2953,8.794,43952.48,2012
'234903,17.0761,12.3152,14.9022,46925.17,2012
'234904,12.3632,12.9347,7.0717,44687.54,2012
'234905,15.0638,11.2111,9,43910,2012
'234906,12.662,15.8022,7.2303,44236.54,2012
'234907,13.3075,13.7345,8.3026,44325.69,2012
'234909,10.4305,12.460999999999999,5.5007,42735.98,2012
'235901,12.4547,16.0816,5.7402,43367.53,2012
'235902,12.6533,14.5411,9.4922,44432.01,2012
'235904,13.8253,10.8437,8.1775,41429.14,2012
'236801,11.3333,8.9009,7.0833,46690.69,2012
'236901,13.2005,13.1714,8.2702,43424.25,2012
'236902,10.7605,14.755,7.526,42233.31,2012
'237902,8.5858,13.2637,6.0006,45757.37,2012
'237904,9.4962,16.4742,6.7286,47138.87,2012
'237905,8.8325,13.8533,5.1812,44591.94,2012
'238902,12.3236,15.1092,8.7001,44654.49,2012
'238904,12.9091,10.4549,1.8182,43195.74,2012
'239901,13.8002,13.4357,10.111,43886.41,2012
'239903,13.8605,9.7298,10.5116,43397.86,2012
'240801,9.1324,15.5531,3.0952,35834.95,2012
'240804,1.3191,15.1601,1.1277,34689.41,2012
'240901,12.8303,16.5703,11.482,49910.89,2012
'240903,11.1516,16.8114,9.2893,48816.56,2012
'240904,17.3002,8.874,12.8739,54408.24,2012
'241901,14.0603,15.0127,9.8638,43726.53,2012
'241902,16.8608,12.0662,10.1912,45523.23,2012
'241903,14.8863,15.1528,11.251,48019.3,2012
'241904,14.0595,13.5543,10.8076,45843.52,2012
'241906,11.8846,11.6716,7.2692,41885.18,2012
'242902,16.9815,11.0758,9.8704,43792.18,2012
'242903,11.55,11.4516,7.1625,42352.29,2012
'242905,9.2083,6.2213,3.875,37016.23,2012
'242906,16.89,6.0411,11.6463,44875.33,2012
'243801,13.7539,10.7596,3.8012,29005.25,2012
'243901,13.8651,13.8945,10.1653,43458.21,2012
'243902,12.3494,10.3076,8.9549,41494.41,2012
'243903,15.1194,13.7395,11.0075,44080.68,2012
'243905,12.9657,14.1924,11.2165,45233.67,2012
'243906,10.7925,12.0247,7.717,40634.46,2012
'244901,13.9105,7.7731,8.3243,40090.29,2012
'244903,14.237,13.7686,9.8382,45073.22,2012
'244905,10.7895,9.8309,5,38284.31,2012
'245901,16.0297,13.7406,10.3024,47070.64,2012
'245902,10.8245,15.2129,7.6284,46003.36,2012
'245903,12.5433,13.495,8.0999,45225.41,2012
'245904,11.6361,12.5829,3.7999,44668.9,2012
'246801,5.5856,17.7052,0,43757.03,2012
'246902,13.5636,13.7588,6.5758,41031.69,2012
'246904,13.5542,13.1763,7.695,48495.89,2012
'246905,10.1081,11.241,5.4865,38509.28,2012
'246906,9.2176,16.9905,4.671,44502.71,2012
'246907,11.1771,12.8665,5.2327,45360.06,2012
'246908,12.2154,14.7514,6.6491,44646.39,2012
'246909,10.7617,14.9482,6.3927,48514.26,2012
'246911,9.4794,14.6378,6.5564,43747.13,2012
'246912,14.1774,14.3861,7.4516,42254.1,2012
'246913,11.5948,15.3668,6.6052,48314.05,2012
'246914,12.5862,7.3098,7.8276,42933.69,2012
'247901,9.4762,13.9902,6.4741,45591.84,2012
'247903,13.2689,17.7882,8.6576,49542.7,2012
'247904,14.1355,12.7209,9.4258,45072.68,2012
'247906,13.7949,11.4352,7.2821,43771.34,2012
'248901,10.7288,12.8365,6.2119,47409.72,2012
'248902,18.4583,8.3503,10.25,54325,2012
'249901,14.1428,13.2742,7.4322,45725.37,2012
'249902,13.3263,13.4547,7.9895,43969.68,2012
'249903,12.0644,13.9627,6.8946,48429.89,2012
'249904,15.0333,11.2193,8.8167,47888.14,2012
'249905,12.7943,15.1033,7.8398,48483.22,2012
'249906,15.9112,12.4607,7.5575,47228.45,2012
'249908,15.1714,9.6753,7.0011,47721.54,2012
'250902,15.9036,11.7275,8.3735,45718.89,2012
'250903,14.7571,12.8164,8.5777,45754.97,2012
'250904,14.8023,13.5506,9.2261,44436.77,2012
'250905,11.4274,10.41,5.9354,42459.11,2012
'250906,11.7286,12.2575,8.0143,40300.08,2012
'250907,13.8426,14.8184,9.8241,41653.41,2012
'251901,12.6574,13.436,8.7542,48527.8,2012
'251902,14.294,9.0407,6.6628,50677.17,2012
'252901,12.3581,13.6305,8.3915,43702.28,2012
'252902,14.4128,9.9506,8.7876,44486.56,2012
'252903,15.9769,10.031,9.7423,43624.2,2012
'253901,12.6785,14.9511,11.3425,47922.24,2012
'254901,12.5251,16.7459,11.1758,44306.81,2012
'254902,12.1835,11.1597,5.6483,48998.26,2012
'1,11.6418,15.3577,8.11324,48375.06,2012
'001902,14.9592,10.9737,7.2721,45082.05,2013
'001903,12.6783,12.7975,9.3944,40535.99,2013
'001904,14.2222,13.4407,8.25,42427.15,2013
'001906,12,11.9411,4.75,41691.38,2013
'001907,11.1146,13.0096,6.2031,42454.85,2013
'001908,11.2229,13.1402,6.4452,40147.66,2013
'001909,12.9067,11.781,9.2124,43178.88,2013
'002901,13.1944,15.0653,8.6767,55612.52,2013
'003801,9.0212,14.3702,2.6061,43203.84,2013
'003902,13.4876,14.9345,8.5025,43907.35,2013
'003903,13.9239,14.0947,10.6934,43596.09,2013
'003904,12.6232,14.8504,9.1087,42861.08,2013
'003905,10.948,13.7701,7.4344,44298.51,2013
'003906,13.7566,12.2234,8.9011,44634.25,2013
'003907,13.309,13.6492,9.3384,44276.42,2013
'004901,12.8858,13.3227,7.815,43814.99,2013
'005901,12.2784,10.1119,8.5784,42899.98,2013
'005902,15.1034,13.1964,9.046,42501.91,2013
'005904,14.0357,12.9534,8.5179,42777.65,2013
'006902,12,9.8435,7.2326,41453.72,2013
'007901,10.5333,11.9528,5.4889,44299.83,2013
'007902,15.4649,14.9829,8.8684,50139.41,2013
'007904,10.1774,14.8121,5.8145,45154.82,2013
'007905,9.7916,14.8207,7.09,47094.1,2013
'007906,11.5744,14.6588,7.9915,42332.36,2013
'008901,16.0031,13.4489,10.6348,43196.45,2013
'008902,14.0247,14.4796,8.631,48136.19,2013
'008903,14.0193,13.2531,9.2522,48037.35,2013
'009901,12.5887,12.9337,8.7854,41596.08,2013
'010901,13.4403,7.743,5.4758,40095.44,2013
'010902,14.0511,14.143,8.9406,50131.12,2013
'011901,12.3683,15.4047,7.5641,47107.03,2013
'011902,10.8719,17.0017,6.8043,47744.06,2013
'011904,13.3135,14.1424,8.3827,44283.59,2013
'011905,10.9,13.8106,8.5464,41779.65,2013
'012901,14.5321,11.1816,10.2189,43069.5,2013
'013801,12.4844,15.2852,3.9934,36899.96,2013
'013901,10.852,14.7126,8.6614,42091.04,2013
'013902,12.7867,13.04,4.1766,44740.87,2013
'013903,13.2895,11.9953,5.8947,44508.8,2013
'013905,13.0725,13.7514,5.9565,45682.53,2013
'014801,6.4231,10.3699,0.1962,31818.3,2013
'014802,12.3333,21.989,2.3333,37796.87,2013
'014803,3.749,17.1431,1.7595,35943.05,2013
'014804,6.7378,15.9045,1.1461,45192.95,2013
'014901,17.1739,13.716,11.087,47996.74,2013
'014902,9.6818,13.8085,3.9974,37789.88,2013
'014903,11.6232,15.2737,6.9549,46441.14,2013
'014905,14.7158,11.7739,8.7614,44359.04,2013
'014906,10.2233,15.2508,8.0373,48292.06,2013
'014907,12.8191,13.3677,7.3618,42100.83,2013
'014908,14.3991,14.2552,5.9866,44897.88,2013
'014909,10.9712,14.562,7.2165,45493.18,2013
'014910,13.2769,14.6967,9.0128,42943.36,2013
'015801,2.7955,10.4785,1.6698,38999.54,2013
'015802,2.1024,23.1671,1.8257,34767.04,2013
'015803,4.0179,20.6923,2.2089,46045.9,2013
'015805,4.3108,14.363,2.6,44552.88,2013
'015806,5.6609,15.9942,3.8732,36577.3,2013
'015807,5.6266,11.7668,4.1774,42343.71,2013
'015808,5.9389,9.3318,1.3043,45227.61,2013
'015809,5.63,17.3226,2.4745,30950.02,2013
'015814,11.0909,15.1785,2.6364,33270.7,2013
'015815,7.0725,15.051,1.5652,39431.11,2013
'015816,3.3846,14.7696,2.8462,33830.82,2013
'015817,2.7826,18.9126,1.8696,42430.34,2013
'015819,4.309,15.016,1.7873,43499.77,2013
'015820,2.47,11.9542,1.9086,33518.54,2013
'015822,1.0306,13.1741,0.6543,35134.67,2013
'015823,10.0591,12.937,0.168,33856.84,2013
'015825,5.7222,12.9419,2.3889,37833.52,2013
'015826,2.4461,14.2115,0.5693,46459.79,2013
'015827,1.7494,14.4966,1.5513,41397.65,2013
'015828,2.0904,16.2892,1.5454,41038.76,2013
'015830,4.5154,19.1623,1.0518,45729.91,2013
'015831,1.9572,15.9041,1.3836,41162.85,2013
'015832,0.2517,10.4015,0.2517,43321.1,2013
'015833,3.1594,15.6943,1.1304,44451.36,2013
'015901,14.4543,14.5269,7.6806,55888.02,2013
'015904,11.26,15.5264,9.517,49689.34,2013
'015905,10.944,16.8503,8.4345,49996.45,2013
'015906,16.3313,14.9813,8.6845,52629.13,2013
'015907,11.1213,16.1061,8.9499,49357.58,2013
'015908,11.0461,15.6844,9.511,49855.99,2013
'015909,7.9078,16.5704,5.334,47410.78,2013
'015910,11.979,15.7944,7.7973,52932.21,2013
'015911,10.7072,17.2533,7.2858,52665.76,2013
'015912,10.5824,16.9842,7.3659,53210.58,2013
'015913,13.427,13.3026,8.2839,55387.41,2013
'015914,13.8677,13.3185,7.214,54571.37,2013
'015915,11.914,16.7044,8.4683,52743.4,2013
'015916,9.7669,17.3412,6.4794,48239.82,2013
'015917,8.8015,15.1962,6.2327,46620.68,2013
'016901,14.9,12.3834,6.9429,47966.29,2013
'016902,14.8332,11.0126,10.1492,49031.42,2013
'017901,14.5854,12.5273,7.8537,52836.95,2013
'018901,12.8364,11.4672,6.486,41861.42,2013
'018902,14.5675,10.2375,8.3451,46357.47,2013
'018903,15.6364,9.3638,8,41143.31,2013
'018904,14.3406,12.8087,6.1905,42303.09,2013
'018905,13.5789,10.4735,6.1579,42587.72,2013
'018906,16.3333,8.7331,13,44266.1,2013
'018907,14.5311,12.0763,9.0406,43156.04,2013
'018908,13.6897,8.6897,8.931,39159.61,2013
'019901,12.7671,11.5166,7.274,42310.52,2013
'019902,12.4118,11.2541,8.2471,42449.24,2013
'019903,11.8049,11.6826,8.9512,43174.73,2013
'019905,14.3486,11.3674,8.3391,44997.07,2013
'019906,12.8558,12.0453,7.4584,44219.95,2013
'019907,11.2277,14.8216,7.1022,44354.76,2013
'019908,13.8257,12.5482,8.9406,44806.88,2013
'019909,13.1875,10.6165,6.7969,41355.38,2013
'019910,10.8,9.8004,7.7333,39145.12,2013
'019911,15.7059,15.8017,8.4412,43998.65,2013
'019912,16.1833,13.813,9.5483,44538.8,2013
'019913,11.3636,9.0006,6.0909,37326.46,2013
'019914,11.0833,9.0834,6.8333,38229.31,2013
'020901,9.6412,16.3708,6.5662,51501.82,2013
'020902,12.5104,16.9438,9.9162,51208.35,2013
'020904,12.6923,14.5794,6.1538,49601.07,2013
'020905,10.7415,16.6585,8.6139,49226.66,2013
'020906,14.7279,16.564,10.7126,51566.22,2013
'020907,11.9545,16.2804,8.13,46032.5,2013
'020908,10.0008,17.4779,6.3872,49510.47,2013
'020910,12.6364,11.6724,4.6667,44344.64,2013
'021803,4.9958,12.8795,2.0878,35429.45,2013
'021805,0.3714,15.0634,0.3714,33666.89,2013
'021901,12.2598,14.361,6.9437,47299.8,2013
'021902,10.759,15.1337,7.6104,45526.34,2013
'022004,12.619,7.221,10.4762,44922.33,2013
'022901,11.4867,11.6261,8.1613,43407.12,2013
'022902,16.3333,16.6667,15.6667,42303.33,2013
'022903,14,5.75,6.5,45060.21,2013
'023902,14.7805,9.5119,11.4146,40233.57,2013
'024901,14.9167,13.1538,9.7398,45674.49,2013
'025901,14.4597,12.3109,7.7644,41318.53,2013
'025902,12.6355,14.2149,7.6472,43095.98,2013
'025904,13.4286,11.4273,5.1429,40502.22,2013
'025905,12.5625,11.0571,9.1563,40733.95,2013
'025906,11.7143,10.8066,7.5714,38639.46,2013
'025908,11.172,11.1435,6.7384,36713.25,2013
'025909,13.7154,11.351,8.5138,41826.66,2013
'026901,13.25,13.2611,8.6071,44379.94,2013
'026902,10.1266,11.4346,7.2873,38668.73,2013
'026903,12.1311,11.3608,8.8689,40776.18,2013
'027903,14.0066,15.9936,7.9471,44754.19,2013
'027904,13.9431,14.0884,8.1956,48291.68,2013
'028902,10.4928,15.1155,7.678,46302.48,2013
'028903,12.9842,14.1025,6.9308,43718.21,2013
'028906,13.4413,13.2314,10.6821,45068.01,2013
'029901,13.677,15.8986,9.082,45141.51,2013
'030901,14,9.2002,10.2025,39974.02,2013
'030902,13.4922,12.7991,9.0234,43490.11,2013
'030903,14.65,9.3217,8,40946.67,2013
'030906,13.1633,10.871,9.435,40196.58,2013
'031803,1.6786,13.6501,1.4955,39249.55,2013
'031901,12.8786,15.3502,11.9045,48858.45,2013
'031903,13.0076,15.2985,9.8987,49245.76,2013
'031905,12.1614,15.4148,8.252,46351.31,2013
'031906,12.1808,16.3642,8.7949,45539.64,2013
'031909,12.9326,16.1794,9.7847,46112.01,2013
'031911,12.5821,14.5736,9.3423,48634.3,2013
'031912,13.0333,15.7181,9.856,45847.07,2013
'031913,9.383,15.5503,3.4124,42587.13,2013
'031914,11.3463,13.4764,7.6715,45146.7,2013
'031916,16.1028,14.5019,8.4474,54271.98,2013
'032902,13.986,12.7767,8.8747,41159.28,2013
'033901,16.1912,9.2649,12.8839,45002.98,2013
'033902,17.0909,10.6393,9.6573,45160.72,2013
'033904,10.1905,11.7869,4.7381,42510.67,2013
'034901,12.8869,14.6644,8.7351,39566.01,2013
'034902,18.7765,6.9377,11.3799,41634.28,2013
'034903,12.2435,12.9412,8.4348,42662.04,2013
'034905,15.1451,10.8394,8.6306,41793.57,2013
'034906,13.8992,11.8978,7.7065,39330.9,2013
'034907,14.1139,13.3857,9.557,42159.33,2013
'034909,10.6415,10.327,6.3396,38752.84,2013
'035901,12.681,12.8497,8.2815,40122.88,2013
'035902,5.9697,9.3176,2.8485,34963.92,2013
'035903,14.2806,10.8231,9.2764,41995.46,2013
'036901,13.2385,13.527,9.633,48378.39,2013
'036902,13.8218,14.7906,6.9943,62152.5,2013
'036903,14.9537,16.009,10.1327,49312.3,2013
'037901,13.9269,11.4589,6.913,42373.01,2013
'037904,11.5075,14.3,7.5623,42003.42,2013
'037907,12.0523,15.0511,7.8327,39675.37,2013
'037908,12.6034,11.0451,6.5939,40831.16,2013
'037909,8.2174,10.2225,5.3478,37921.38,2013
'038901,15.1184,12.8023,10.0831,43524.72,2013
'039902,17.3486,11.6164,12.6857,45037.48,2013
'039903,12.2676,11.8636,7.5617,39184.06,2013
'039904,16.3514,8.7263,8.973,39633.15,2013
'039905,16.536,5.7998,9.9683,42735.56,2013
'040901,15.0013,8.4108,9.7174,42608.17,2013
'040902,18.2857,8.8994,10.8571,45816.87,2013
'041901,18.2824,9.3927,10.4833,44133.93,2013
'041902,16.4397,10.0906,8.7134,44720.56,2013
'042901,14.0379,11.0866,8.3697,39707.28,2013
'042903,12.6213,11.4019,5.2369,39402.27,2013
'042905,18.6316,8.6053,8.9474,45772.94,2013
'043801,.,.,.,.,2013
'043901,11.7158,15.8682,6.8955,50830.65,2013
'043902,9.9168,15.5445,5.1248,43932.66,2013
'043903,11.7647,13.8649,7.1209,45027.75,2013
'043904,10.5601,13.7383,6.027,42345.1,2013
'043905,9.2919,15.0373,4.7248,50777.7,2013
'043907,11.4371,14.9095,6.299,50259.19,2013
'043908,9.1217,15.611,3.513,47577.23,2013
'043910,11.2721,14.4045,8.2649,52455.02,2013
'043911,10.5804,15.0781,6.3882,45563.12,2013
'043912,9.417,14.8021,3.1375,52129.23,2013
'043914,10.2665,16.0083,5.7088,49346.66,2013
'043917,8.3509,14,5.2807,41419.05,2013
'043918,10.0133,15.6366,4.9777,44014.49,2013
'043919,9.9751,13.2187,3.6454,50685.55,2013
'044902,15.3906,12.4279,10.5938,45372.27,2013
'045902,11,12.8355,7.0743,42427.72,2013
'045903,15.2088,12.9693,8.1958,45556.63,2013
'045905,12.5791,10.6358,8.3855,43030.74,2013
'046802,5.4829,7.2231,2.3197,44591.55,2013
'046901,12.5905,17.4072,7.9148,48639.19,2013
'046902,12.3523,16.675,6.9683,48803.29,2013
'047901,14.2354,11.2387,8.7807,41744.8,2013
'047902,12.6,11.3712,10.4714,42711.25,2013
'047903,12.2,12.3247,4.55,36500.53,2013
'047905,13.0741,9.704,10.1111,34968.17,2013
'048901,15.4074,10.9614,8.4815,45870.39,2013
'048903,13.3,12.7583,4.4,38729.14,2013
'049901,11.4417,14.2258,7.1997,43817.26,2013
'049902,14.8889,10.7952,9.1778,45506.34,2013
'049903,14.3016,12.4784,8.7778,43327.56,2013
'049905,14.971,14.0838,6.6618,46095.4,2013
'049906,17.35,12.0995,8.85,46970.45,2013
'049907,16.75,12.953,7.5682,44391.05,2013
'049908,12.4286,14.5384,2.8571,43035.92,2013
'049909,12.875,7.9949,4.625,41606.53,2013
'050901,12.2041,10.4812,6.5102,37621.52,2013
'050902,14.2384,14.4137,9.6878,41322.87,2013
'050904,12.6111,9.3337,6.4444,39507.02,2013
'050909,13.7143,12.0735,6.5,41738,2013
'050910,10.0536,15.0286,7.4419,47847.89,2013
'051901,14.3333,9.39,9.5833,42657.58,2013
'052901,14.2215,11.4604,6.8413,51499.69,2013
'053001,10.6036,11.4,5.6798,45436.19,2013
'054901,13.7348,9.8732,6.6216,43665.91,2013
'054902,13.4254,7.4921,8.1856,40589.6,2013
'054903,9.8084,11.0008,5.2249,38836.79,2013
'055901,13.3,10.7076,7.94,46537.45,2013
'056901,10.6146,12.3192,7.2826,41315.64,2013
'056902,8.0556,8.4795,4.6111,43649.43,2013
'057802,3.4396,14.9199,1.3973,42326.64,2013
'057803,4.7754,15.1273,2.4444,47897.13,2013
'057804,4.0248,18.03,2.5611,43795.08,2013
'057805,11.2574,19.5768,5.9389,40375.55,2013
'057806,0.0588,16.387,0,39198.96,2013
'057807,5.7631,17.9884,2.8291,44388.64,2013
'057808,4.3286,15.0343,2.9509,39969.04,2013
'057809,4.8,20.6967,1,40500.4,2013
'057810,9.4242,18.6971,1.697,31817.05,2013
