DISTRICT,DPSTEXPA,DPSTKIDR,DPSTTENA,DPSTTOSA,YEAR
'143904,10.3,10.5,6.0,29239,1997
'143905,14.3,13.9,5.8,30250,1997
'143906,15.7,14.3,8.1,32416,1997
'144901,11.4,13.0,6.7,29872,1997
'144902,11.9,12.7,6.1,31004,1997
'144903,15.5,11.9,10.6,32048,1997
'145901,11.3,12.4,5.6,29176,1997
'145902,13.6,13.1,7.9,29544,1997
'145906,9.2,12.9,4.9,28477,1997
'145907,12.4,10.7,5.8,30900,1997
'145911,13.2,12.3,8.8,31080,1997
'146901,11.6,15.4,6.8,29659,1997
'146902,10.4,18.2,5.8,30764,1997
'146903,6.7,11.7,3.3,31070,1997
'146904,11.3,12.9,7.6,33061,1997
'146905,12.6,12.2,7.6,32125,1997
'146906,13.8,14.5,9.8,32022,1997
'146907,11.1,14.9,5.7,29326,1997
'147901,10.9,10.0,3.9,31351,1997
'147902,12.4,13.8,7.1,31274,1997
'147903,11.4,14.2,6.8,31347,1997
'148901,15.0,10.5,9.5,33372,1997
'148902,18.2,9.2,12.5,33028,1997
'148903,15.3,6.4,11.3,31927,1997
'148905,14.5,5.4,7.1,33730,1997
'149901,12.6,14.6,8.4,34883,1997
'149902,13.7,11.0,8.9,34012,1997
'150901,14.7,13.0,8.4,31230,1997
'152901,12.2,14.6,9.2,31545,1997
'152902,10.4,13.4,5.8,27791,1997
'152903,11.0,13.0,7.0,31456,1997
'152906,10.1,15.3,6.2,29632,1997
'152907,11.4,16.0,7.0,29465,1997
'152908,9.9,12.9,5.9,29035,1997
'152909,10.3,14.6,7.3,28522,1997
'152910,13.9,13.4,7.9,32027,1997
'153903,13.5,11.7,7.8,33216,1997
'153904,9.1,12.3,6.2,29151,1997
'153905,12.4,10.5,7.5,31065,1997
'153907,5.3,11.8,2.3,25924,1997
'154901,14.1,14.9,8.9,30606,1997
'154903,12.8,12.1,6.2,31797,1997
'155901,15.1,12.4,9.9,32235,1997
'156902,10.7,12.2,5.8,31858,1997
'156905,14.9,9.2,9.1,36473,1997
'157901,17.8,10.3,10.2,32789,1997
'158901,12.0,16.5,9.2,31082,1997
'158902,12.8,13.7,9.1,31560,1997
'158904,10.6,10.8,5.7,31280,1997
'158905,15.0,13.8,10.3,36164,1997
'158906,14.5,14.2,9.7,32393,1997
'159901,11.3,16.8,9.6,33296,1997
'160901,12.5,13.5,6.8,30659,1997
'160904,16.2,10.6,8.6,31162,1997
'160905,15.9,7.7,6.7,31465,1997
'161801,9.2,12.4,1.0,24762,1997
'161901,13.5,14.0,7.7,32289,1997
'161903,14.8,16.9,8.3,33745,1997
'161906,11.5,14.3,5.4,30099,1997
'161907,11.9,17.0,7.8,30835,1997
'161908,10.9,13.4,5.6,29630,1997
'161909,12.3,13.5,7.3,31495,1997
'161910,12.1,14.8,6.4,30110,1997
'161912,14.5,14.6,8.0,30899,1997
'161914,12.4,15.2,8.6,29802,1997
'161916,11.9,16.4,7.3,30026,1997
'161918,10.4,18.4,5.8,29966,1997
'161919,11.0,14.5,3.3,29103,1997
'161920,11.8,16.0,6.2,30515,1997
'161921,12.1,14.3,7.9,29453,1997
'161922,12.7,13.3,7.6,30327,1997
'161923,6.4,11.2,3.0,25127,1997
'161924,13.6,11.3,10.2,31858,1997
'161925,6.8,12.5,3.1,27145,1997
'162904,13.5,10.0,8.2,35464,1997
'163901,13.9,15.2,8.8,32053,1997
'163902,13.7,12.2,9.5,32185,1997
'163903,10.1,14.5,4.8,29848,1997
'163904,12.2,14.3,7.8,31376,1997
'163908,10.7,17.3,6.7,30939,1997
'164901,12.8,11.7,7.9,31365,1997
'165901,11.3,16.9,7.3,31862,1997
'165902,10.3,16.5,5.6,30446,1997
'166901,13.4,14.4,8.4,31734,1997
'166902,11.0,14.5,3.6,30187,1997
'166903,9.5,11.3,5.5,29444,1997
'166904,12.2,16.3,6.9,31136,1997
'166905,11.5,12.5,5.6,29973,1997
'166907,10.3,12.3,7.6,28702,1997
'167901,12.8,11.0,6.6,32477,1997
'167902,4.5,8.3,1.2,23548,1997
'167903,9.0,6.3,5.2,27595,1997
'167904,6.7,7.7,5.3,25266,1997
'168901,12.4,10.8,7.6,31889,1997
'168902,10.0,8.5,4.6,29598,1997
'168903,12.2,9.7,9.6,29848,1997
'169901,12.9,14.9,8.2,31531,1997
'169902,10.3,12.3,5.3,28521,1997
'169906,9.1,9.9,6.7,28496,1997
'169908,12.0,13.4,7.6,31355,1997
'169909,9.6,9.2,6.6,29248,1997
'169910,8.2,10.3,5.5,27300,1997
'169911,9.0,9.8,3.1,27672,1997
'170902,11.8,14.8,7.3,33200,1997
'170903,10.9,14.7,4.8,31256,1997
'170904,10.7,15.2,6.1,31089,1997
'170906,8.4,15.1,4.6,30619,1997
'170907,9.9,15.5,5.6,29085,1997
'170908,12.0,15.0,7.4,29439,1997
'171901,11.0,14.9,7.1,29661,1997
'171902,9.6,11.3,4.9,29764,1997
'172902,13.9,12.6,9.2,33795,1997
'172905,13.9,13.0,8.1,31647,1997
'173901,10.7,10.0,5.6,29799,1997
'174901,10.9,11.3,6.7,28501,1997
'174902,11.5,12.9,7.9,31285,1997
'174903,11.9,13.1,7.2,29115,1997
'174904,12.5,15.2,8.8,31039,1997
'174906,10.1,12.6,6.7,30299,1997
'174908,9.1,12.7,5.5,27875,1997
'174909,8.8,9.9,5.2,27242,1997
'174910,3.7,15.8,3.1,24368,1997
'174911,8.6,12.1,5.2,27427,1997
'175902,10.8,13.5,5.8,30219,1997
'175903,13.8,14.4,9.8,31524,1997
'175904,11.4,11.7,6.0,30311,1997
'175905,10.4,10.4,5.7,27459,1997
'175907,11.7,12.0,5.7,29328,1997
'175910,12.2,13.1,7.2,31028,1997
'175911,11.4,15.8,6.6,28726,1997
'176901,13.6,10.7,7.3,31198,1997
'176902,13.2,12.5,8.7,29327,1997
'176903,12.2,13.6,9.2,30653,1997
'177901,15.4,11.4,10.9,31949,1997
'177902,12.4,12.9,8.3,30139,1997
'177903,8.4,10.3,5.0,26710,1997
'177905,12.4,9.4,8.4,29411,1997
'178801,0.0,148.0,0.0,26000,1997
'178802,1.0,15.0,0.0,20000,1997
'178901,16.6,11.1,10.0,32674,1997
'178902,13.9,13.3,9.8,32179,1997
'178903,11.5,15.4,6.5,31657,1997
'178904,13.5,16.9,10.5,34442,1997
'178905,11.3,15.1,7.8,30295,1997
'178906,13.0,11.8,7.5,35153,1997
'178908,13.5,12.4,8.9,33405,1997
'178909,10.4,14.4,7.6,30296,1997
'178912,12.7,14.4,6.9,30946,1997
'178913,12.6,12.2,7.8,32587,1997
'178914,13.0,15.3,8.1,32915,1997
'178915,10.3,13.9,7.9,29193,1997
'179901,12.4,14.2,7.8,32053,1997
'180901,13.4,6.8,6.5,32474,1997
'180902,14.4,10.2,10.8,32799,1997
'180903,17.2,6.7,10.3,31162,1997
'180904,5.9,7.6,3.6,24917,1997
'181901,14.8,14.4,11.1,31907,1997
'181905,12.9,15.5,8.2,31235,1997
'181906,15.7,13.8,12.3,34797,1997
'181907,12.6,14.8,9.6,31505,1997
'181908,10.9,16.2,7.7,30767,1997
'182901,12.3,11.4,9.9,30168,1997
'182902,13.4,10.9,7.6,32344,1997
'182903,11.8,14.5,7.7,30079,1997
'182904,11.9,11.6,6.1,29722,1997
'182905,11.7,9.8,6.4,28523,1997
'182906,6.5,6.4,4.6,27299,1997
'183901,11.8,12.6,6.9,30567,1997
'183902,14.2,13.9,10.2,33605,1997
'183904,8.2,11.2,5.7,27565,1997
'184901,6.9,11.0,4.2,28016,1997
'184902,10.8,15.1,6.3,29406,1997
'184903,12.1,16.2,7.5,32156,1997
'184904,12.0,12.9,6.0,31477,1997
'184907,10.9,16.5,5.0,31358,1997
'184908,9.2,13.9,5.6,29569,1997
'184909,10.4,13.7,6.7,30117,1997
'184911,9.9,15.1,5.6,29437,1997
'185901,11.5,11.9,7.5,29808,1997
'185902,9.7,11.4,7.7,27979,1997
'185903,13.0,13.0,9.3,31987,1997
'185904,9.9,8.7,7.5,29793,1997
'186901,10.3,7.1,5.2,29900,1997
'186902,10.9,12.9,7.9,30634,1997
'186903,14.3,11.3,7.0,37227,1997
'187901,12.4,11.7,7.1,30782,1997
'187903,9.5,12.2,3.1,26146,1997
'187904,9.9,12.6,6.7,29034,1997
'187906,13.7,10.7,7.5,31345,1997
'187907,12.3,17.0,7.8,29990,1997
'187910,8.0,15.5,3.5,26911,1997
'188901,11.1,15.9,8.5,31528,1997
'188902,10.4,14.8,6.2,29558,1997
'188903,13.5,13.5,7.5,33244,1997
'188904,9.6,12.7,5.5,30551,1997
'189901,13.7,10.7,10.4,30904,1997
'189902,9.9,14.4,5.9,29080,1997
'190903,12.6,14.9,6.6,32275,1997
'191901,12.2,16.5,7.4,30074,1997
'192901,13.4,13.5,8.3,34784,1997
'193902,13.7,10.9,7.2,29030,1997
'194902,14.4,11.8,9.9,30236,1997
'194903,15.2,13.0,10.3,31901,1997
'194904,14.2,12.7,10.5,31543,1997
'194905,10.6,11.0,5.8,30300,1997
'195901,11.1,13.8,8.5,29795,1997
'195902,12.3,9.5,7.7,28925,1997
'196901,16.8,10.7,11.4,36899,1997
'196902,12.0,12.2,8.4,32711,1997
'196903,17.3,13.4,11.8,33505,1997
'197902,13.9,9.4,10.9,32753,1997
'198901,12.5,12.6,5.1,30718,1997
'198902,12.5,11.1,8.2,29394,1997
'198903,15.1,13.8,9.5,32075,1997
'198905,10.7,11.3,6.8,29378,1997
'198906,4.3,17.3,2.0,24248,1997
'199901,11.6,16.9,4.3,31683,1997
'199902,10.9,14.2,5.5,29831,1997
'200901,12.9,13.2,9.5,30320,1997
'200902,9.4,10.9,4.0,27393,1997
'200904,12.7,12.4,7.6,30102,1997
'200906,5.7,11.9,4.0,25068,1997
'201902,14.1,14.2,10.4,31003,1997
'201903,11.1,8.8,7.4,30868,1997
'201904,9.2,12.4,5.3,27266,1997
'201907,12.9,11.6,8.7,31973,1997
'201908,13.5,12.6,7.9,31531,1997
'201910,13.7,12.8,9.0,32485,1997
'201913,13.4,11.9,5.3,31789,1997
'201914,11.9,11.8,7.0,30084,1997
'202903,12.1,12.8,7.5,32395,1997
'202905,11.3,13.5,5.5,32383,1997
'203901,11.8,11.7,8.0,30171,1997
'203902,11.5,12.3,6.1,28865,1997
'204901,8.4,15.3,5.3,27666,1997
'204904,10.1,14.8,6.6,30486,1997
'205901,12.5,15.2,7.1,31055,1997
'205902,12.4,15.8,7.9,31110,1997
'205903,14.9,16.1,9.4,35755,1997
'205904,11.2,17.0,8.2,30371,1997
'205905,13.3,14.9,9.4,31164,1997
'205906,11.9,14.7,8.9,29826,1997
'205907,10.4,12.8,7.3,29678,1997
'206901,15.2,12.2,9.5,31117,1997
'206902,10.9,10.9,5.3,28475,1997
'206903,14.8,9.0,10.3,30285,1997
'207901,14.8,12.6,9.4,34262,1997
'208901,7.5,9.1,5.6,28066,1997
'208902,15.0,14.6,10.2,33126,1997
'208903,13.8,9.8,9.6,32620,1997
'209901,13.6,13.2,10.1,32489,1997
'209902,7.8,7.1,3.5,27631,1997
'210901,11.7,13.6,8.1,28861,1997
'210902,11.8,11.6,8.5,29590,1997
'210903,12.2,12.1,9.6,28739,1997
'210904,10.6,10.2,7.4,28347,1997
'210905,12.5,11.6,8.9,31823,1997
'210906,11.2,8.1,10.0,28497,1997
'211901,8.4,27.7,5.3,26910,1997
'211902,12.4,11.7,7.0,31540,1997
'212901,9.7,13.3,6.0,30496,1997
'212902,10.9,14.4,6.1,30453,1997
'212903,11.6,16.1,6.6,29435,1997
'212904,11.6,13.9,6.5,29898,1997
'212905,13.1,15.3,9.1,31922,1997
'212906,11.9,16.1,7.6,29991,1997
'212909,12.4,15.8,8.3,30014,1997
'212910,12.4,14.8,8.4,31108,1997
'213901,14.7,10.7,8.3,37068,1997
'214901,10.1,15.7,7.8,32303,1997
'214902,14.5,11.6,10.8,32480,1997
'214903,9.2,14.0,6.9,30944,1997
'215901,13.0,16.2,7.7,31982,1997
'216901,14.1,10.6,8.5,32942,1997
'217901,11.8,9.8,6.2,31241,1997
'218901,12.9,12.3,8.3,33780,1997
'219901,8.8,9.8,4.1,27476,1997
'219903,11.1,12.4,8.0,30642,1997
'219905,12.1,10.4,7.8,29051,1997
'220901,10.9,16.5,7.8,33431,1997
'220902,11.5,16.4,8.9,34052,1997
'220904,9.3,16.1,8.4,30352,1997
'220905,11.6,17.7,9.1,34706,1997
'220906,10.2,15.0,5.4,32340,1997
'220907,9.6,18.6,5.2,31154,1997
'220908,10.0,16.5,5.6,32286,1997
'220909,16.4,6.6,12.2,32208,1997
'220910,8.4,12.8,4.6,29585,1997
'220912,10.0,14.7,5.1,31837,1997
'220914,7.9,14.1,4.8,30311,1997
'220915,11.8,16.8,8.0,31163,1997
'220916,12.5,16.1,9.0,34966,1997
'220917,8.4,15.0,5.4,29520,1997
'220918,11.4,17.2,7.8,33004,1997
'220919,10.5,14.9,4.5,31630,1997
'220920,8.9,15.3,5.8,29340,1997
'221901,12.3,13.4,8.9,32039,1997
'221904,12.0,12.9,7.9,30410,1997
'221905,14.1,9.0,6.8,29703,1997
'221911,12.5,13.8,8.3,33671,1997
'221912,9.5,15.8,5.7,28955,1997
'222901,14.4,8.9,7.8,34750,1997
'223901,12.4,14.5,8.8,33401,1997
'223902,7.6,10.5,3.2,26731,1997
'223903,7.9,10.1,4.2,26675,1997
'223904,14.5,11.2,7.9,34660,1997
'224901,12.6,10.1,6.0,32534,1997
'224902,11.5,7.6,7.5,30886,1997
'225902,11.5,13.3,7.1,29152,1997
'225905,8.9,13.1,6.8,28399,1997
'225906,6.9,15.9,3.5,29206,1997
'225907,10.5,15.9,7.8,29353,1997
'226901,11.3,10.9,4.9,29452,1997
'226903,12.8,15.8,9.5,32630,1997
'226905,10.0,10.6,4.0,29261,1997
'226906,10.2,9.8,5.6,28826,1997
'226907,7.4,13.8,3.8,26626,1997
'226908,12.4,11.3,5.9,31036,1997
'227801,4.8,19.9,0.0,26156,1997
'227802,0.0,14.0,0.0,22000,1997
'227901,11.9,16.4,8.9,32308,1997
'227904,10.7,16.1,5.4,30046,1997
'227907,8.0,12.7,3.6,27753,1997
'227909,13.8,14.6,7.0,34226,1997
'227910,9.4,13.0,5.3,30704,1997
'227912,11.2,13.3,4.7,31708,1997
'227913,11.0,13.7,4.3,32626,1997
'228901,11.3,11.6,6.7,30412,1997
'228903,11.7,14.9,6.4,29555,1997
'228904,9.0,9.3,6.0,27547,1997
'228905,9.0,10.0,5.5,24302,1997
'229901,6.6,12.9,3.0,26307,1997
'229903,11.0,14.3,6.6,30224,1997
'229904,14.6,12.6,5.9,31388,1997
'229905,7.5,11.6,2.9,27511,1997
'229906,10.6,10.7,7.2,29085,1997
'230901,11.4,12.4,6.6,29098,1997
'230902,14.7,14.5,8.6,31082,1997
'230903,9.5,12.6,6.2,29275,1997
'230904,12.3,12.9,3.8,30658,1997
'230905,11.7,13.0,8.3,30422,1997
'230906,11.9,15.0,6.3,31702,1997
'230908,11.6,12.4,6.9,30399,1997
'231901,11.6,11.1,6.8,32884,1997
'231902,11.6,10.3,8.3,33900,1997
'232901,15.5,12.7,11.9,31128,1997
'232902,13.8,11.5,7.9,30376,1997
'232903,11.1,14.5,7.5,30992,1997
'232904,10.4,10.7,5.2,28576,1997
'233901,13.6,16.4,10.7,33218,1997
'233903,13.7,7.7,7.4,31658,1997
'234902,15.0,16.2,8.5,32054,1997
'234903,10.8,13.9,6.5,26819,1997
'234904,12.2,15.9,8.0,30077,1997
'234905,10.9,12.7,4.8,29899,1997
'234906,13.6,16.2,8.8,30894,1997
'234907,11.7,15.8,8.0,30729,1997
'234909,8.1,12.2,4.8,25888,1997
'235901,11.6,13.2,7.5,30711,1997
'235902,13.5,15.8,10.1,31910,1997
'235904,10.8,13.6,7.3,28948,1997
'236901,11.6,12.0,8.3,31124,1997
'236902,11.2,15.2,7.3,29892,1997
'237902,10.0,13.8,5.7,31321,1997
'237904,10.0,15.3,6.5,29737,1997
'237905,11.0,15.4,6.3,28446,1997
'238902,14.1,14.8,9.4,33205,1997
'238904,7.6,9.7,4.3,28277,1997
'239901,12.6,15.4,8.3,31191,1997
'239903,12.3,11.8,8.5,31099,1997
'240901,13.1,16.4,13.1,33391,1997
'240902,5.6,9.1,4.4,28995,1997
'240903,8.3,16.6,5.6,29670,1997
'240904,9.9,9.0,4.4,34420,1997
'241901,10.6,14.5,6.3,30218,1997
'241902,15.5,13.4,10.5,35647,1997
'241903,13.7,15.7,10.2,30974,1997
'241904,14.4,14.5,9.9,31707,1997
'241906,8.1,12.8,4.9,29995,1997
'242902,13.6,10.5,9.6,30259,1997
'242903,16.8,10.7,9.5,32558,1997
'242904,7.4,4.8,4.8,27576,1997
'242905,11.0,9.1,8.3,30195,1997
'242906,11.8,7.6,7.4,30609,1997
'243901,13.2,14.6,10.2,30433,1997
'243902,11.0,13.0,8.2,29966,1997
'243903,13.1,17.0,8.6,31994,1997
'243905,11.8,13.9,9.1,31610,1997
'243906,11.6,15.0,8.3,29094,1997
'244901,13.5,10.3,7.0,29336,1997
'244903,15.0,14.4,11.5,32138,1997
'244905,15.1,11.3,7.2,30007,1997
'245901,14.5,11.7,9.0,32551,1997
'245902,10.7,13.7,7.5,32436,1997
'245903,11.9,14.2,8.2,33326,1997
'245904,9.0,10.8,4.7,29402,1997
'246902,13.4,14.3,5.3,29926,1997
'246904,12.3,13.1,7.3,31949,1997
'246905,8.9,12.0,5.0,27840,1997
'246906,9.8,13.2,5.0,29751,1997
'246907,9.5,12.3,4.7,30895,1997
'246908,10.7,11.7,4.8,30710,1997
'246909,11.7,15.0,6.5,32100,1997
'246911,10.8,14.3,4.9,29512,1997
'246912,14.2,13.1,9.7,34096,1997
'246913,10.0,15.4,4.7,29879,1997
'246914,5.1,12.5,2.2,26223,1997
'247901,10.7,14.8,6.0,31221,1997
'247903,10.7,15.2,5.7,31335,1997
'247904,10.7,14.7,6.2,31323,1997
'247906,11.5,13.0,6.7,30328,1997
'248901,12.0,13.4,8.4,31590,1997
'248902,15.1,9.2,7.6,36388,1997
'249901,12.7,14.2,7.7,32228,1997
'249902,11.7,13.1,7.3,30975,1997
'249903,12.2,15.1,6.9,31473,1997
'249904,12.4,12.4,7.2,32205,1997
'249905,12.2,13.6,7.6,31226,1997
'249906,8.6,13.4,3.0,28305,1997
'249908,8.2,12.8,4.5,27606,1997
'250902,12.8,13.7,6.3,31331,1997
'250903,14.5,14.3,7.9,32146,1997
'250904,15.2,13.0,8.8,33180,1997
'250905,10.8,11.4,7.3,27781,1997
'250906,12.8,12.7,6.4,30754,1997
'250907,12.5,16.3,8.3,31064,1997
'251901,15.0,13.6,11.9,36708,1997
'251902,15.2,11.1,10.3,38044,1997
'252901,13.6,15.1,9.7,33877,1997
'252902,9.1,10.3,3.6,29226,1997
'252903,11.5,12.8,7.3,30022,1997
'253901,10.9,15.0,8.8,33548,1997
'254901,13.1,15.0,11.6,30085,1997
'254902,8.1,10.2,3.6,27836,1997
'1,11.7,15.5,8.0,32426,1997
'001902,10.8,10.7,5.5,30601,1998
'001903,11.8,13.9,6.7,31127,1998
'001904,14.6,13.0,7.4,33064,1998
'001906,10.4,11.2,5.9,29839,1998
'001907,15.3,14.2,9.2,32341,1998
'001908,12.5,14.6,7.9,30605,1998
'001909,11.1,12.5,4.2,31395,1998
'002901,14.2,14.1,9.8,38626,1998
'003902,11.8,15.8,7.2,31215,1998
'003903,13.6,15.0,10.0,32002,1998
'003904,11.3,13.7,7.3,31049,1998
'003905,11.7,13.7,7.7,31603,1998
'003906,8.5,13.9,6.3,29364,1998
'003907,10.9,14.9,6.6,32386,1998
'004901,12.8,13.6,6.1,33486,1998
'005901,14.8,11.7,7.7,32779,1998
'005902,12.8,14.5,7.3,33304,1998
'005903,8.2,9.9,2.8,29127,1998
'005904,11.9,11.5,7.6,30940,1998
'006902,12.0,10.1,6.4,32013,1998
'007901,14.2,12.7,9.1,35054,1998
'007902,14.2,14.2,8.3,34407,1998
'007904,11.5,13.9,6.3,32827,1998
'007905,12.2,13.2,7.6,32542,1998
'007906,12.0,14.0,7.0,32597,1998
'008901,13.2,15.1,9.3,32234,1998
'008902,13.6,15.3,8.6,36065,1998
'008903,12.2,13.0,8.9,33434,1998
'009901,10.6,12.3,7.5,30013,1998
'009903,9.0,6.9,4.2,29793,1998
'010901,15.4,11.1,9.2,32892,1998
'010902,11.1,14.0,5.2,30765,1998
'011901,9.0,13.1,5.2,30773,1998
'011902,11.5,13.6,6.5,32020,1998
'011904,9.9,12.7,6.1,31166,1998
'011905,5.2,14.3,2.9,26362,1998
'012901,15.6,11.8,11.4,33725,1998
'013901,11.1,15.7,8.1,32837,1998
'013902,13.7,12.4,8.0,32595,1998
'013903,12.9,12.3,7.4,33610,1998
'013905,9.6,13.1,5.0,31461,1998
'014901,12.1,13.7,7.2,31791,1998
'014902,13.6,12.4,10.0,31294,1998
'014903,12.9,15.3,7.8,32228,1998
'014905,11.5,13.3,6.9,32154,1998
'014906,9.4,15.6,6.6,31214,1998
'014907,10.5,13.3,7.8,30073,1998
'014908,11.7,15.0,5.5,34703,1998
'014909,10.2,13.9,7.1,31275,1998
'014910,10.7,13.8,6.9,31118,1998
'015801,6.3,13.9,0.6,27905,1998
'015802,1.4,18.3,1.2,25679,1998
'015901,15.3,14.5,8.6,40346,1998
'015904,11.8,15.8,9.1,34208,1998
'015905,11.0,14.8,8.4,32753,1998
'015906,14.4,12.8,7.9,38936,1998
'015907,14.5,16.1,10.5,38034,1998
'015908,12.5,14.5,9.5,36322,1998
'015909,9.4,16.2,4.8,33634,1998
'015910,12.4,15.3,8.3,37298,1998
'015911,10.8,15.8,6.8,33882,1998
'015912,8.2,14.3,5.1,33379,1998
'015913,13.3,13.2,8.2,37749,1998
'015914,12.2,11.3,6.6,37029,1998
'015915,12.2,15.5,8.0,34946,1998
'015916,12.1,15.1,7.4,35427,1998
'015917,11.3,15.5,6.3,34141,1998
'016901,13.4,12.0,5.4,34270,1998
'016902,11.3,11.4,5.6,31949,1998
'017901,12.8,9.8,7.2,38940,1998
'018901,11.9,13.2,6.2,31459,1998
'018902,13.8,13.3,6.4,31796,1998
'018903,12.8,10.2,4.5,32490,1998
'018904,12.8,13.3,6.4,34629,1998
'018905,17.3,12.0,10.4,34039,1998
'018906,10.2,9.4,7.5,28963,1998
'018907,8.1,12.2,3.6,28185,1998
'018908,7.7,8.4,5.3,28589,1998
'019901,13.3,11.6,8.7,31335,1998
'019902,14.6,14.3,10.2,32089,1998
'019903,13.4,13.7,11.3,32005,1998
'019905,13.1,13.3,9.0,32191,1998
'019906,12.2,13.6,7.2,31504,1998
'019907,13.5,14.8,9.8,31671,1998
'019908,14.5,13.6,9.9,32692,1998
'019909,11.9,10.7,7.7,30982,1998
'019910,5.8,10.6,4.1,25316,1998
'019911,13.5,16.1,7.3,32693,1998
'019912,12.1,15.1,7.8,32355,1998
'019913,10.4,9.4,8.9,30645,1998
'019914,12.9,12.3,10.6,30575,1998
'020901,10.5,16.3,7.5,32520,1998
'020902,12.1,17.1,8.4,34809,1998
'020904,9.8,13.0,5.4,31876,1998
'020905,12.7,17.1,10.1,36173,1998
'020906,13.6,14.7,8.3,35324,1998
'020907,13.7,15.7,9.2,33110,1998
'020908,10.8,16.4,7.0,32803,1998
'020910,6.2,12.2,4.5,27745,1998
'021901,12.0,15.9,7.1,33077,1998
'021902,10.3,14.5,6.9,31159,1998
'022004,5.3,11.2,2.2,26496,1998
'022901,11.9,12.0,8.1,31687,1998
'022902,8.6,6.8,4.1,28629,1998
'022903,18.4,3.4,6.4,37453,1998
'023902,12.3,11.1,7.6,31999,1998
'024901,15.1,14.6,11.8,32628,1998
'025901,11.2,13.8,6.2,31167,1998
'025902,12.7,13.3,8.1,30837,1998
'025904,7.9,11.8,4.7,27863,1998
'025905,12.0,11.3,6.8,30860,1998
'025906,14.3,11.5,9.9,33913,1998
'025908,11.9,10.4,5.5,30792,1998
'025909,13.9,13.8,8.0,32288,1998
'026901,13.0,13.8,8.4,32550,1998
'026902,9.1,11.8,5.3,31233,1998
'026903,10.6,11.9,8.2,29496,1998
'027903,12.9,14.5,6.2,32025,1998
'027904,11.7,14.0,5.7,31835,1998
'028902,10.5,16.4,7.9,31936,1998
'028903,12.2,16.1,9.1,32058,1998
'028906,7.9,10.9,7.5,28311,1998
'029901,13.1,16.8,9.6,31392,1998
'030901,14.8,12.0,9.9,33091,1998
'030902,11.4,12.5,6.9,31326,1998
'030903,12.2,11.6,7.6,31538,1998
'030906,9.4,11.4,5.7,30760,1998
'031901,11.2,14.9,9.7,32693,1998
'031903,12.4,16.0,8.9,34952,1998
'031905,11.0,14.5,6.6,35431,1998
'031906,10.0,15.6,5.4,32879,1998
'031909,9.9,16.8,6.2,34613,1998
'031911,11.1,14.8,7.3,33820,1998
'031912,11.4,15.8,8.0,32964,1998
'031913,10.7,11.1,4.6,32533,1998
'031914,7.7,15.2,5.3,31604,1998
'031916,12.8,12.3,4.5,36363,1998
'032902,12.0,13.7,7.9,32425,1998
'033901,14.9,8.5,7.9,34411,1998
'033902,15.6,12.1,9.0,34124,1998
'033904,13.3,10.4,6.9,32627,1998
'034901,13.0,12.9,9.6,31771,1998
'034902,17.4,12.1,9.9,34413,1998
'034903,11.2,11.6,7.5,31262,1998
'034905,12.7,11.6,8.3,31917,1998
'034906,10.9,16.0,5.3,28372,1998
'034907,12.0,12.0,7.2,30929,1998
'034908,13.5,18.3,12.0,31293,1998
'034909,15.5,11.0,8.8,33471,1998
'035901,13.1,12.2,8.8,31760,1998
'035902,13.4,9.8,8.5,31408,1998
'035903,12.0,9.8,7.0,32103,1998
'036901,11.4,15.3,7.1,31479,1998
'036902,14.9,14.6,8.3,37838,1998
'036903,11.5,12.9,8.4,31719,1998
'037901,12.2,11.1,8.0,30679,1998
'037904,10.6,14.8,7.1,30157,1998
'037907,12.1,14.5,7.3,30899,1998
'037908,9.2,10.4,4.9,28679,1998
'037909,9.7,11.5,6.2,31077,1998
'038901,14.4,13.6,9.7,33344,1998
'039901,13.1,8.2,11.1,31413,1998
'039902,12.4,13.5,7.4,32790,1998
'039903,7.6,13.1,4.0,28475,1998
'039904,13.0,10.4,8.9,32980,1998
'039905,13.7,8.7,8.2,32277,1998
'040901,12.1,9.0,6.5,31672,1998
'040902,13.6,11.3,8.8,34174,1998
'041901,9.8,11.0,6.0,29548,1998
'041902,15.4,11.6,8.3,36423,1998
'042901,11.6,12.0,7.0,30556,1998
'042903,15.5,10.7,9.4,32166,1998
'042905,13.8,10.0,8.6,32558,1998
'042906,6.3,6.4,2.5,29284,1998
'043901,10.1,15.5,4.6,31651,1998
'043902,8.8,12.2,5.1,30688,1998
'043903,9.8,12.2,6.6,31508,1998
'043904,14.1,14.9,9.0,33009,1998
'043905,8.8,14.9,3.5,30375,1998
'043907,10.5,17.2,5.5,31515,1998
'043908,7.3,11.6,2.8,28913,1998
'043910,11.2,15.4,7.2,36540,1998
'043911,11.5,14.9,5.8,30839,1998
'043912,11.3,13.5,5.2,32544,1998
'043914,9.4,15.0,5.2,30800,1998
'043917,9.0,10.5,4.8,29504,1998
'043918,8.5,13.0,5.1,28978,1998
'043919,15.5,14.9,7.9,35825,1998
'044902,11.9,11.2,8.3,31094,1998
'044904,9.9,8.2,4.4,27769,1998
'045902,13.4,14.5,8.9,32272,1998
'045903,10.4,12.0,5.9,29043,1998
'045905,16.1,12.7,9.3,34843,1998
'046901,12.2,15.4,8.0,33083,1998
'046902,11.5,14.5,6.1,31786,1998
'047901,12.5,15.1,8.4,31975,1998
'047902,14.6,12.7,10.1,32187,1998
'047903,10.0,9.9,4.2,29114,1998
'047905,17.4,9.9,12.8,35546,1998
