DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,YEAR
'001902,2.9,0,0,2.4,3.6,0,0,0,3.3,2002
'001903,9.7,0,0,0,0,0,0,0,6.3,2002
'001904,5.5,2.1,0,0,0,0,0,0,5,2002
'001906,0,0,0,8.3,0,0,7.1,0,0,2002
'001907,3.4,2.2,3.7,2.5,0,1,4.5,0.5,3,2002
'001908,4.3,3.5,1.9,1.6,0,0,1.9,2.7,6.1,2002
'001909,4.8,0,0,0,0,0,0,0,0,2002
'002901,4.2,3.7,2.6,0.6,0,0.5,0,0,7,2002
'003801,4.8,0,0,0,0,0,20,0,3.6,2002
'003902,7,3,0.7,2.2,0,0.7,1.4,0,3.6,2002
'003903,9.5,2.2,1.4,1.3,0.2,0.7,0,0.9,3.7,2002
'003904,5.8,2.3,2.1,2.2,0,0,0,0,1.4,2002
'003905,5.6,1.6,0.9,1.6,0.9,2.5,0,1,2.4,2002
'003906,11.6,0,0,0,0,10.7,9.7,10,0,2002
'003907,0.9,0,2.1,0,0.9,0,0,1.1,1,2002
'004901,9,2.4,1,0.5,2.9,0.6,0,0.4,1.6,2002
'005901,3.4,2.9,0,0,0,0,0,0,27.8,2002
'005902,0,0,1.6,0,0,0,0,2.1,8.8,2002
'005903,0,0,0,0,0,0,0,0,0,2002
'005904,0,0,0,0,0,0,0,0,0,2002
'006902,0,0,0,0,0,6.3,4.3,6.3,10,2002
'007901,7.1,5.4,0,0,0,0,0,0,0,2002
'007902,2.4,1.2,4.4,1.2,1.1,8.4,4.8,2.7,0,2002
'007904,3.1,3.2,2.7,0,0,2.3,0,1,2,2002
'007905,1.3,0,0.5,0,0,0,1.9,0.5,1.4,2002
'007906,9.9,8.7,3.7,3.6,1,6.2,4.8,2,3,2002
'008901,5.3,0,0,0.8,0,3.6,2.7,0.7,6.1,2002
'008902,3.6,0.6,0,1.4,2.3,0.6,0,4.4,3.5,2002
'008903,5.7,0,1.8,1.9,1.9,6,2.2,0,0,2002
'009901,11.1,1.2,0,0,2.5,4.9,3.5,0,4.5,2002
'009903,0,0,0,0,0,0,0,0,0,2002
'010901,0,0,0,0,0,0,3.4,0,0,2002
'010902,0,1.4,0,0.7,0.6,2.1,1.6,0.6,6.7,2002
'011901,3.8,2,0.2,0.2,0.5,0,2.6,1.8,2.6,2002
'011902,1.8,0,0,1.8,0.6,0.6,0,2.3,1.6,2002
'011904,2.9,3.4,0,1.7,2.1,0,0.8,1.9,7.3,2002
'011905,0,0,0,0,0,0,0,0,0,2002
'012901,0,0,2,2.3,0,0,0,0,8.1,2002
'013801,.,.,.,.,.,.,.,.,.,2002
'013901,10.1,11.1,3.3,1.2,0.9,0.4,8.1,3.6,0.5,2002
'013902,0,0,0,0,0,0,0,0,0,2002
'013903,5.9,0,0,5,0,0,3,0,0,2002
'013905,2.4,2.9,6.3,0,0,0,0,0,2.8,2002
'014801,.,.,.,.,.,.,.,.,.,2002
'014802,.,.,.,.,.,.,.,.,.,2002
'014803,0,0,0,0,16.7,0,0,33.3,16.7,2002
'014901,4.5,3.8,0,0,0,5,2.8,1.5,2.2,2002
'014902,0,0,3.8,2.5,0,0,0,2.8,3.1,2002
'014903,4,1.5,1.3,0,0.5,0.7,0.5,1.4,3.5,2002
'014905,0,0,0,0,0,0,5.6,0,3.7,2002
'014906,5.4,3.3,2.3,2.3,0.7,4,4.7,3.9,2.1,2002
'014907,4.8,0,2.7,0,0,5.7,2,0,11.4,2002
'014908,3.9,4.2,0,1.5,0,0,1.5,0,0,2002
'014909,2.6,1.4,1.2,0.2,0.2,1.2,1.1,1.2,5.1,2002
'014910,22.2,1.6,1.2,0,0,1.3,1.4,2.3,3.4,2002
'015801,.,.,.,.,.,.,.,.,.,2002
'015802,.,.,.,.,.,.,.,.,.,2002
'015803,0,6.3,0,0,0,0,7.7,0,3.7,2002
'015805,0,1.2,1.8,1.4,1.5,8.6,13.8,.,2.4,2002
'015806,6.3,3.2,0,0,0,0,1.5,0,0,2002
'015807,.,.,.,.,.,.,.,.,.,2002
'015808,.,.,.,.,.,.,0,0,.,2002
'015809,0,0,0,0,0,4,10,.,5.3,2002
'015810,.,.,.,.,.,50,22.2,.,.,2002
'015811,0,.,.,.,.,.,.,.,0,2002
'015812,.,.,.,.,.,.,0,100,.,2002
'015813,.,.,.,.,.,0,31.3,25,.,2002
'015814,.,.,.,.,.,.,.,.,.,2002
'015815,12.5,0,0,0,0,6.7,0,0,6.7,2002
'015816,.,.,.,.,.,.,.,.,.,2002
'015817,.,.,.,.,.,.,.,.,.,2002
'015818,.,.,.,.,0,0,50,75,.,2002
'015819,7.7,0,0,0,0,0,16.7,0,3.6,2002
'015820,0,0,0,.,0,0,.,0,0,2002
'015822,.,.,.,.,.,.,.,.,.,2002
'015823,.,.,.,.,.,.,.,.,.,2002
'015901,2.1,2.9,0.7,0.3,0,0.7,1,1.8,2.6,2002
'015904,7.8,3,3.3,1,0.1,0.7,1,1.2,5.7,2002
'015905,11.7,6.6,6,1.5,1,0.6,2.6,2.6,3,2002
'015906,5.6,0,1.8,1.4,0,0,0,0,1.6,2002
'015907,5.8,3.5,2.4,1,0.4,2.2,3.9,2.3,1.9,2002
'015908,12.7,8.7,4.6,1.9,1,1.2,1,0.5,2.3,2002
'015909,12.1,11.8,3.6,2.3,2.2,2.5,3.9,8.6,0.5,2002
'015910,6.5,2.8,1.6,1.1,0.7,2.8,2.7,2.1,3.8,2002
'015911,10.7,4.4,2.7,2.1,0,1.5,2.3,3.3,0.8,2002
'015912,5.6,2.4,4,1,1.2,1.7,2.3,2.3,2.6,2002
'015913,2.5,1.5,1.4,0,0,3.3,1.9,0,1.6,2002
'015914,0,2.6,1.4,0,1.3,1.5,1.5,1.8,1.5,2002
'015915,6.1,3.9,2.5,1.2,0.5,2,1.7,1.1,2.6,2002
'015916,4,3.4,2.9,2.2,0.7,1.5,2.3,1.1,1.3,2002
'015917,6.5,4.8,6.1,2.8,1,12.2,10.3,15.6,3,2002
'016901,0,0,0,0,0,0,0,0,0,2002
'016902,4,0,0,0,0,0,0,2.3,1.9,2002
'017901,0,0,0,0,0,0,0,0,0,2002
'018901,3,4,1.3,0,0,5.3,2.8,0,1.4,2002
'018902,0,12.1,5.6,2.6,0,0,0,0,0,2002
'018903,0,0,0,0,0,0,0,11.1,0,2002
'018904,6.9,3.6,0,0,0,0,0,2.7,3.1,2002
'018905,6.7,0,0,0,0,0,14.3,15.8,12.5,2002
'018906,0,0,0,0,0,0,0,0,16.7,2002
'018907,6.3,6.7,0,4.8,3.6,3.8,5,0,0,2002
'018908,25,33.3,0,0,0,20,9.1,0,20,2002
'019802,.,.,.,.,.,16.7,62.5,0,.,2002
'019901,2,5.9,3.5,0,0,0,0,0,0,2002
'019902,4.3,0,1.7,1.6,0,1.4,2.1,3.4,2.2,2002
'019903,8,5.3,3.8,0,8.7,3.2,0,3,6.7,2002
'019905,7.9,8,1.3,0,0,0,0,0,11.1,2002
'019906,1.3,1.6,0,0,0,1.4,1.2,1.5,5.6,2002
'019907,7.5,2.5,3.7,1.3,0.7,3.2,3.1,1.8,2.1,2002
'019908,3.4,2,5.2,0,0,8.1,5.5,3.6,0,2002
'019909,0,0,0,2.6,0,3.8,7.7,4.8,10.8,2002
'019910,0,8.3,0,0,0,0,0,0,5.9,2002
'019911,3.8,0,0,0,0,0,0,0,0,2002
'019912,2.6,3.5,0,0.8,0.7,0.8,0.7,0,6.4,2002
'019913,0,0,0,0,0,0,0,0,0,2002
'019914,16.7,0,7.7,0,0,11.1,0,0,0,2002
'020901,3.4,2,1.1,0.6,0.3,0.1,1.3,0.4,3,2002
'020902,11.7,5.7,2.9,0.7,1.8,0.5,0.9,0.9,6.6,2002
'020904,0,0,0,0,0,0,2,1.7,4.3,2002
'020905,5.2,1.8,0.4,0.4,0.3,0.5,1.4,0.4,2,2002
'020906,6.8,6.8,4.6,5.1,2.2,0.8,0.7,0.8,3.6,2002
'020907,6.7,3.8,1,0.5,0.5,1.4,2.3,0.5,5.6,2002
'020908,3.7,2.2,1.7,0.6,0.4,0.3,0.1,0.1,0.3,2002
'020910,0,0,0,0,0,0,0,0,0,2002
'021802,.,.,.,.,.,0,16.7,13.3,.,2002
'021803,0,0,0,0,33.3,11.1,0,0,50,2002
'021901,3.7,3.2,1,0.5,0.4,0,0.2,0.8,4.8,2002
'021902,13.1,2.8,2.5,1.5,0.1,1.9,3.9,1.6,6,2002
'022004,27.3,15.4,33.3,15.4,11.1,0,0,0,22.2,2002
'022901,8.3,5.7,5.6,4.6,2.2,0,2.4,0,1.6,2002
'022902,0,0,0,0,0,0,0,0,0,2002
'022903,.,0,.,0,.,0,0,0,0,2002
'023902,22.2,0,0,0,0,0,0,0,6.7,2002
'024801,28.6,33.3,0,0,0,0,0,0,0,2002
'024901,1.9,0,0.8,0,0,1,0,1,0,2002
'025901,4.8,3,2.9,0,0,3.9,4.1,4.2,4.8,2002
'025902,2,0.9,2.7,1.3,0,0.4,0.4,0,2.8,2002
'025904,0,0,0,0,0,0,0,0,5.6,2002
'025905,11.8,0,0,0,0,0,0,0,0,2002
'025906,0,14.3,0,0,0,0,0,0,33.3,2002
'025908,0,0,0,0,0,0,0,0,0,2002
'025909,2.7,0,1.3,0,0,0,0,2.3,4.8,2002
'026901,6.1,8.5,0.8,3.8,3.6,0,1.5,2.6,7,2002
'026902,15,5.8,2.3,0,0,4.1,0,0,4.3,2002
'026903,0,8.6,0,0,0,2.8,5.4,7.5,3.4,2002
'027903,2.3,2,0,1.2,0.6,0,0,1.1,4.8,2002
'027904,8.8,5.7,2.5,0.9,1.7,1.4,0.9,0.5,3.1,2002
'028902,1.8,3.5,1.6,0,0,0,0.4,1,2.4,2002
'028903,1.1,0,2.5,0,0,0,0,0,1.1,2002
'028906,0,0,0,0,0,0,0,0,0,2002
'029901,6.9,1.3,2.4,1.8,0,0.8,0.4,0,4.9,2002
'030901,4.5,0,0,0,0,0,0,0,0,2002
'030902,4.3,0,0,0,0,0.9,0,0,3.2,2002
'030903,9.5,0,0,4.8,0,0,4.8,0,5.9,2002
'030906,14.3,6.9,8,2.9,2.9,0,3,0,8.3,2002
'031801,0,.,.,.,.,.,11.1,10,0,2002
'031802,.,.,.,.,.,25,50,37.5,.,2002
'031901,6,4.1,2.4,1.2,0.6,4.8,5,2.9,0.6,2002
'031903,7.3,5.8,2.8,1.1,0.7,0.7,0.5,0.8,0.8,2002
'031905,6.7,13.5,9.1,1,0,1.8,0.6,0,0,2002
'031906,8.7,5.2,4.9,1,0,0.5,0,0,2.3,2002
'031909,5.4,2.1,3.2,1.9,0.7,1.4,0.7,1.5,6.2,2002
'031911,3.8,4.1,3.2,1.8,1.5,2.6,3.5,2,5.7,2002
'031912,3.9,2,1.1,1.3,0.2,1.1,2.7,2.4,0.5,2002
'031913,8.6,6.7,11.1,0,0,0,6.8,4.9,0,2002
'031914,3.8,3.4,0,0,0,7.1,2.7,1.4,0,2002
'031916,.,.,.,.,.,.,6.5,2.1,.,2002
'032902,3.7,3.8,0,0.7,0,0,0,0.8,0,2002
'033901,0,0,0,0,0,0,0,0,0,2002
'033902,0,0,0,0,0,0,0,0,5.1,2002
'033904,0,0,0,0,0,0,0,0,0,2002
'034901,2.6,0,0,0,0,0,0,0,0,2002
'034902,0,0,0,0,7.7,0,0,8.3,0,2002
'034903,1.9,0,1.7,3.1,3.2,4.9,1.4,0,3.7,2002
'034905,0,0,0,0,0,1.9,0,0,0,2002
'034906,4.5,3.3,0,2.7,0,0,0,0,0,2002
'034907,5.3,0,0,0,0,1.6,0,0,3.2,2002
'034908,.,0,0,0,0,0,.,.,0,2002
'034909,0,0,0,0,0,0,0,0,0,2002
'035901,3.3,1.1,0,0,0,3.2,0,1.1,1.5,2002
'035902,0,5.3,0,0,0,0,0,0,5,2002
'035903,0,0,0,0,0,0,0,0,0,2002
'036901,15.8,4.3,8.8,3.1,3.5,4.6,3,1.2,2.4,2002
'036902,13.8,2.8,2.5,0.7,1.6,1.2,6.8,5.6,9.8,2002
'036903,1.1,0,1.3,3.4,3.7,0,1.4,0,0,2002
'037901,0,2.9,2.7,0,16.1,7.1,0,6.5,5.1,2002
'037904,7.5,4.8,1.9,0.4,0.8,0.7,2.3,2.1,2.6,2002
'037907,4.3,0.8,3.8,0,0,0.8,0.8,1.7,0,2002
'037908,7.7,12.5,5.3,2.9,0,0,0,0,0,2002
'037909,0,8.3,8.3,0,0,0,0,0,4.5,2002
'038901,4.4,0,0,2.7,0,0,0,0,4.5,2002
'039901,0,0,0,0,0,0,0,0,0,2002
'039902,0,0,0,0,1.8,3.9,1.5,0,1.5,2002
'039903,0,2.9,0,0,0,0,0,0,3.8,2002
'039904,0,0,0,0,0,0,0,0,0,2002
'039905,0,12.5,22.2,0,0,0,0,0,0,2002
'040901,10.3,3.2,2.6,0,0,6.5,0,2.6,3.4,2002
'040902,7.7,4.5,0,0,0,0,6.3,0,0,2002
'041901,4.3,5.6,5,4.8,0,0,0,0,5.6,2002
'041902,0,0,0,5.6,0,0,0,0,0,2002
'042901,3.6,0,5.1,1.7,0,1.4,1.2,0,2.1,2002
'042903,0,0,20,0,0,11.1,26.7,7.7,7.1,2002
'042905,7.7,0,0,0,0,0,0,0,0,2002
'042906,0,0,0,0,0,0,0,0,0,2002
'043901,2.3,0.3,0.6,0.3,0,0.1,0.1,0.4,2.8,2002
'043902,0,3.6,0,2.1,0,0,0,2.1,16.4,2002
'043903,0,0,0,1.3,1.6,0,1.3,1.4,7.1,2002
'043904,7.7,3.2,2.3,9.3,0,0,0,0,5.6,2002
'043905,1.5,0.9,0.5,0.8,0.4,1.2,0.2,0.2,2.6,2002
'043907,2.3,0.7,0.7,0.9,0.8,0.3,0.8,0.6,2.7,2002
'043908,12.9,0,0,0,0,2.3,0,0,3,2002
'043910,1.2,0.6,0.3,0.3,0.1,0.4,0.7,0.4,1.2,2002
'043911,2.3,2.5,0,1.4,0.7,0.6,0.7,0.6,2.4,2002
'043912,7.5,3.4,1.7,1.5,0,1.6,0,0,1.7,2002
'043914,2.7,1,1.3,0.3,0.7,0.3,1.3,0.7,1,2002
'043917,0,0,0,0,0,0,0,2.3,0,2002
'043918,18.2,2.5,2.4,5.8,2.2,1.1,2.3,1.4,1.1,2002
'043919,1.4,0,1.5,0,0,0,.,.,5.8,2002
'044902,2.8,2.9,0,0,0,0,0,0,11.8,2002
'044904,16.7,0,0,0,0,0,0,0,0,2002
'045902,5.4,0,1.1,0,1,0,0,1,1.1,2002
'045903,7.9,5.9,5.6,3.6,1.4,1.3,2.4,4,4.5,2002
'045905,11.1,0,17.1,0,6.5,4.2,0,0,2.8,2002
'046801,.,.,.,.,.,.,33.3,16.7,.,2002
'046901,13.3,4.2,3.7,0.9,1.7,2.4,2.2,4,1.9,2002
'046902,6.1,3.3,2.3,1.4,0.5,0.4,4.7,2.7,18.1,2002
'047901,3.5,2.2,0,1.2,0,0,1.1,0,10.2,2002
'047902,4.3,0,0,0,0,2,0,0,0,2002
'047903,0,0,0,0,0,0,5,0,0,2002
'047905,14.3,0,0,0,0,0,0,0,0,2002
'048901,0,0,0,0,0,0,8.3,0,0,2002
'048903,0,0,0,0,0,0,8.3,0,0,2002
'049901,0,1.6,0.5,1.9,0.6,1.7,2.3,5.3,0,2002
'049902,2.7,0,0,0,0,0,0,0,9.1,2002
'049903,3.1,0,0,0,2.3,0,10.9,3.6,0,2002
'049905,5.6,1.6,1.6,0,2.9,0,1.5,1,1.8,2002
'049906,9.5,0,0,0,0,0,3.3,0,4.5,2002
'049907,0,0,0,0,0,0,0,0,0,2002
'049908,0,0,20,0,0,0,0,0,.,2002
'049909,0,0,0,0,0,0,0,0,0,2002
'050901,0,7.1,12.5,4.5,12.5,0,0,0,8.3,2002
'050902,2.3,0,0,0,0,0,0,0.6,2.8,2002
'050904,0,0,11.1,0,0,0,9.1,10,0,2002
'050909,0,0,0,0,0,6.3,0,0,0,2002
'050910,4.6,1.5,1.3,0,0.9,1.2,1.8,2.4,1.2,2002
'051901,6.7,0,4.8,0,0,0,0,0,8.7,2002
'052901,8.2,4.4,0,3.7,0,0,0,1.8,4.3,2002
'053001,6.7,2,0,0,0,0,0,0,2,2002
'054901,6.7,3.6,7.7,0,0,0,0,0,3.3,2002
'054902,7.1,0,4,0,3.3,0,4.5,0,4.2,2002
'054903,9.5,0,0,4.3,0,2.7,0,2.4,2.6,2002
'055901,15.1,0,7.1,5,0,2.3,0,0,0,2002
'056901,6.4,6,2.6,0,0,2.3,2.2,0,0,2002
'056902,0,0,7.1,0,0,0,0,0,0,2002
'057802,.,.,.,.,.,.,17.9,15.2,.,2002
'057803,2.1,4.3,4.4,2,0,0,0,1.4,.,2002
'057804,.,.,.,.,.,.,.,.,.,2002
'057805,0,.,.,.,.,.,.,.,0,2002
'057806,20,0,0,0,0,10,0,0,0,2002
'057807,1.2,0,1.4,0,1.8,1.5,4.5,2.5,4.8,2002
'057808,2.6,3.7,15.3,11.4,0,2.6,2.4,0,3.8,2002
'057809,4.5,0,0,7.7,0,0,.,.,0,2002
'057810,65.1,54.2,44,57.7,61.5,40,61.1,.,57.9,2002
'057811,0,3.7,0,0,0,0,0,.,0,2002
'057813,1,1.6,1.6,1.8,0,0,.,.,1.4,2002
'057814,.,.,.,.,33.3,16.7,38.6,50.8,.,2002
'057815,2.2,2.8,8,0,0,10.3,8.2,12.2,0,2002
'057816,2.5,0,0,0,.,.,.,.,0,2002
'057817,0,0,0,0,0,0,.,.,0,2002
'057818,.,.,.,0,0,0,5.9,0,.,2002
'057819,33.3,0,.,0,0,.,0,0,0,2002
'057820,0,0,0,0,1.4,0,0,4.3,3.3,2002
'057821,9.1,0,50,18.2,.,.,.,.,0,2002
'057823,.,.,.,.,.,100,0,54.5,.,2002
'057825,66.7,33.3,0,0,0,21.1,41.9,36.2,0,2002
'057827,11.1,0,6.3,0,.,.,.,.,0,2002
'057828,.,.,.,.,.,.,.,.,.,2002
'057829,0,0,0,0,0,0,.,.,0,2002
'057830,0,0,12.5,50,0,0,.,.,0,2002
'057831,.,.,.,.,.,.,.,.,.,2002
'057832,12.5,20,16.7,.,0,25,0,20,0,2002
'057833,.,.,.,.,.,.,.,.,.,2002
'057903,2,1.5,2,0.5,0.2,0.5,0.9,1,1.3,2002
'057904,4.1,3.4,0.5,1.8,0.2,0,3.7,1.3,2.1,2002
'057905,7.2,4.7,3.6,2.4,1.4,1.5,4.8,4.7,1.6,2002
'057906,2.7,1.7,1.3,0.9,4.8,1.5,3.1,1.9,2.4,2002
'057907,3.6,1.4,2,0.6,0.6,0.6,4.2,1.8,2.6,2002
'057909,5.6,3.5,2,1.3,0.7,0.6,1.6,0.7,2.9,2002
'057910,6,3.5,4,1.6,1.5,3.9,4.4,4.5,3.4,2002
'057911,2.8,0.3,0,0,0.3,0,0,0,1.1,2002
'057912,6,3,2.1,1.2,0.3,2.5,3.5,1.6,1,2002
'057913,2.1,2.3,0.8,0.7,0,0,1,2,1.7,2002
'057914,3.5,1.3,0.9,0.9,0.4,0.1,1.7,1.4,1.1,2002
'057916,2.7,2.5,1.4,1,0.7,0.5,4.4,2.4,2.1,2002
'057919,0,0,0,0,0,0,0,0,3.6,2002
'057920,5.4,5,2.1,1.4,1.9,1,2.9,1.1,1.2,2002
'057922,5.5,0.5,0.2,0.1,0.1,0.4,0.2,0.5,3.1,2002
'058902,16.7,0,0,0,0,20,11.1,0,0,2002
'058905,0,0,0,0,0,0,7.7,0,0,2002
'058906,8.2,5.2,7.6,2.8,1.4,1.9,0.7,0,3.4,2002
'058909,15.4,28.6,0,0,0,0,7.7,0,20,2002
'059901,3.3,2.3,0.4,0.4,0,0.4,0.4,0.8,3.2,2002
'059902,0,0,0,0,0,0,.,.,0,2002
'060902,1.9,3.3,0,1.6,5.1,1.8,1.9,0,10.3,2002
'060914,0,0,0,7.7,0,0,0,0,0,2002
'061802,.,.,.,.,.,.,.,.,.,2002
'061901,3.2,1.8,1.6,0.5,0.6,1.7,1.6,0.3,2.6,2002
'061902,8.5,2.1,1.5,0.5,0.5,1.7,2.6,2.6,1.2,2002
'061903,0,3.3,0.9,0,0,1,2.3,2.1,1.3,2002
'061905,1.4,0,1.5,1.4,0,0,0,0,0,2002
'061906,2.3,4.7,0,0,0,0,4,0,0,2002
'061907,0,2.2,0,0,0,0,0,0,0,2002
'061908,1.6,1.6,0,0.8,0.8,0,2.2,0,1.9,2002
'061910,0,1.3,0,0,0,0,0,0,6,2002
'061911,2.4,1.2,1.5,0.6,0.7,0.3,1.9,1.1,2.3,2002
'061912,2.8,0.5,0.5,0,0,0,1.4,0,0,2002
'061914,3.4,0,0,0,0,0,0,0,0.6,2002
'062901,4.1,1,8.7,3.9,0.8,0,0.7,0,4.7,2002
'062902,0,0,0,0,0,11.1,0,16.7,0,2002
'062903,10.3,2.1,0,0,0,0,0,0,1.1,2002
'062904,6.9,0,0,0,0,0,2.1,0,5.4,2002
'062905,0,0,0,0,0,0,0,0,16.7,2002
'062906,0,0,0,7.1,0,0,0,0,0,2002
'063903,9.1,0,11.8,0,0,0,0,8.3,0,2002
'063906,0,0,0,0,0,0,0,0,0,2002
'064903,5,0.6,0,0.7,0.5,4.6,8.4,1.3,8.8,2002
'065901,6.9,0,6.5,0,7.7,0,0,0,6.5,2002
'065902,18.2,0,0,9.1,0,0,0,0,0,2002
'066005,0,0,0,0,0,.,.,.,0,2002
'066901,12.1,5.9,0,0,0,0,0,0,0,2002
'066902,14.7,1,0,0,0,2.8,4.1,2,1.1,2002
'066903,5.5,3.1,1.6,3.1,3.3,1.5,0,0,1.6,2002
'067902,0,0,0,0,0,2.1,0,0,5,2002
'067903,2.9,0,1.6,1.5,0,4.9,1.2,0,2.5,2002
'067904,0,4.2,8.7,0,0,0,0,0,0,2002
'067907,0,0,0,0,0,6.5,4,7.7,5,2002
'067908,9.1,0,0,0,12.5,0,0,0,0,2002
'068901,3.4,1.8,1.1,1.2,1.1,0.3,4.2,3,0.9,2002
'069901,5.9,0,0,0,4.2,0,0,0,0,2002
'069902,0,0,0,5.9,0,0,12,3.4,10,2002
'070801,0,6.7,6.7,7.7,0,10,0,0,9.1,2002
'070901,0,0,0,0,0,0,0,0,6.7,2002
'070903,8.6,8,2.3,1.6,1.9,1.8,6,3.7,5,2002
'070905,0,2.6,1.5,3.2,2.4,0,1.6,5.3,3.1,2002
'070907,5.9,6.3,0,3.7,0,0,0,0,4.5,2002
'070908,5.3,1.6,0.7,0,0.7,0.3,0.3,0,8.2,2002
'070909,0,0,0,0,0,0,0,0,16.7,2002
'070910,0,0,0,3.4,1.8,1.4,0,1.8,3.6,2002
'070911,1.8,0.7,0.7,3,1.4,0,1.4,2.8,1.4,2002
'070912,8,7.7,2.8,4,1.6,0.3,0.3,0.3,3.8,2002
'070915,1.8,2.4,0,0,0,2.1,2.1,0,0,2002
'071801,4.3,6.7,6.3,0,.,.,.,.,0,2002
'071803,.,.,.,.,.,.,.,.,.,2002
'071804,.,.,.,.,.,.,.,.,.,2002
'071805,0,0,0,0,0,0,.,.,13.8,2002
'071901,5.4,1.5,2.5,1.1,1.2,0.6,0.6,0.4,0.4,2002
'071902,4.9,2.6,2.5,1.3,0.5,1.4,2.1,1.5,0.8,2002
'071903,2.4,1.9,4.2,5.6,1,0.5,2.9,0,0.5,2002
'071904,7.3,3.1,0.9,1.5,0.5,1.8,1.3,0.4,0,2002
'071905,2.1,2,1.7,1,0.7,0.2,0.8,0.4,0.3,2002
'071906,0,0,0,0,0,0,0,0,0,2002
'071907,3,1.7,1.8,1.2,2.2,0.3,1.1,0.4,2.6,2002
'071908,7.8,3.8,2.4,5,0,0,2.6,1.5,3.4,2002
'071909,4.2,3.9,1.9,1.2,0.6,1.1,1.3,1.2,0.2,2002
'072801,.,.,.,.,.,.,.,0,.,2002
'072901,0,0,0,0,0,0,.,.,0,2002
'072902,19,14.1,3.5,2.4,1,4.8,0,1.1,4.4,2002
'072903,2.1,0.9,0.6,1.9,0.4,3.3,2.9,1.2,6.1,2002
'072904,0,0,0,0,0,0,0,0,14.3,2002
'072908,6.7,7.1,0,0,0,0,0,0,7.7,2002
'072909,9.1,0,7.1,6.3,0,0,0,0,7.7,2002
'072910,0,0,0,0,0,0,0,0,0,2002
'073901,36.8,10.5,4,0,5.3,0,0,0,0,2002
'073903,12.2,5.6,21.4,7.3,2.4,0,0.9,1,5,2002
'073904,0,0,0,0,0,0,0,0,0,2002
'073905,7.8,3.7,1.8,0,1.9,0,3.2,4.4,4.1,2002
'074903,0,0,3.3,1.6,0.8,0,0,0.8,0,2002
'074904,0,0,0,0,0,0,0,0,0,2002
'074905,0,0,0,0,0,0,0,0,0,2002
'074907,2.3,4.5,3.3,3.6,0,0,0,0,2.9,2002
'074909,0,1.7,0,2,1.9,1.4,3.4,6.8,5.9,2002
'074911,0,0,0,0,3.2,0,4.2,4.3,0,2002
'074912,0,0,0,0,0,0,0,3.8,6.1,2002
'074917,4.2,0,0,0,0,0,0,0,0,2002
'075901,15.2,8.7,0,0,0,0,5,0,2.6,2002
'075902,2.9,0,0,0,0.9,0,1.6,0.7,1.9,2002
'075903,13,2.8,0,0,0,0,0,0,5.9,2002
'075906,7.7,0,0,0,0,0,0,5.3,0,2002
'075908,0,0,0,0,0,0,0,0,0,2002
'076903,0,0,0,0,0,0,0,0,7.7,2002
'076904,8.7,4.5,0,0,0,0,3.1,0,12.5,2002
'077901,14.3,4.6,0,0,0,1.3,4.6,4.4,4.7,2002
'077902,7.5,6.5,0,0,2.1,3.8,2.4,0,2.8,2002
'078901,3.7,0,4.2,5.9,0,12.5,4.8,0,0,2002
'079901,8.1,5.6,2.9,1.1,0.9,0.4,1.3,2.1,3.7,2002
'079906,8.7,0,2.2,0.7,1.8,4.9,6.4,4.9,9.7,2002
'079907,5.7,2.7,1.6,0.7,0.4,2.4,2.1,1.8,0.8,2002
'079908,0,0,0,0,16.7,0,.,.,0,2002
'079910,2.1,4.5,1.1,1.5,0.5,0,1.7,2.1,2.2,2002
'080901,9,1,0,1,6.4,0,5.3,3.8,7.5,2002
'081902,10,1.9,3.9,0,2.5,1.9,6.7,6.3,5.3,2002
'081904,4.3,6,0,0,0,0,2.4,1.4,9.1,2002
'081905,3.3,0,0,0,0,9.1,0,0,0,2002
'081906,6.7,0,0,0,0,0,.,.,0,2002
'082902,8.2,5.6,9.8,0,0,3.6,13,1.8,0,2002
'082903,10,4.5,0.6,0,0.7,0.7,0.8,0,5.3,2002
'083901,3.3,0,0,0,0,0,0,0,7.1,2002
'083902,0,0,0,0,0,0,0,0,12.5,2002
'083903,6.9,4.8,0,0,0,0,0,0,12,2002
'084801,2.9,0,0,0,5,0,0,0,0,2002
'084802,.,.,.,.,.,0,3,5.3,.,2002
'084901,6.2,5.5,3.2,2.9,1.4,0.8,4.4,2,7.3,2002
'084902,9,6,5.6,2.5,1.5,4.3,2.1,2.8,3.5,2002
'084903,0,0,0,0,0,0,0,0,0,2002
'084904,8.7,5.4,3.6,3,0.8,1.1,5,0.9,0,2002
'084906,8.4,7,2.6,0.5,7.9,4,4.8,1.9,3.3,2002
'084908,10.9,5.3,7,8.3,4.6,0,0,0,3.2,2002
'084909,3.4,2.5,1.7,0.7,1.2,0,1.8,2,1.7,2002
'084910,1.6,1.6,0.8,0.6,0.1,1,2,1.3,1.3,2002
'084911,2.8,0.3,0,0,0,0.3,0.3,0,0.8,2002
'085902,1.7,1.6,1.4,0,0,0,2,0,0,2002
'085903,0,0,0,0,0,0,0,0,0,2002
'086024,0,0,0,0,0,0,0,0,0,2002
'086901,0.8,0,0,0,0.7,0,0,0,2.4,2002
