DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,YEAR
'178904,,,,,,,6.6,,,1997
'178905,,,,,,,7.7,,,1997
'178906,,,,,,,0,,,1997
'178908,,,,,,,2.7,,,1997
'178909,,,,,,,8.3,,,1997
'178912,,,,,,,4.5,,,1997
'178913,,,,,,,1.5,,,1997
'178914,,,,,,,1.6,,,1997
'178915,,,,,,,3.8,,,1997
'179901,,,,,,,0,,,1997
'180901,,,,,,,0,,,1997
'180902,,,,,,,3.7,,,1997
'180903,,,,,,,0,,,1997
'180904,,,,,,,.,,,1997
'181901,,,,,,,1.6,,,1997
'181905,,,,,,,1,,,1997
'181906,,,,,,,1.1,,,1997
'181907,,,,,,,2.4,,,1997
'181908,,,,,,,0.4,,,1997
'182901,,,,,,,0,,,1997
'182902,,,,,,,0,,,1997
'182903,,,,,,,5.9,,,1997
'182904,,,,,,,0,,,1997
'182905,,,,,,,0,,,1997
'182906,,,,,,,.,,,1997
'183901,,,,,,,3.6,,,1997
'183902,,,,,,,2.1,,,1997
'183904,,,,,,,0,,,1997
'184901,,,,,,,0,,,1997
'184902,,,,,,,3.5,,,1997
'184903,,,,,,,1.3,,,1997
'184904,,,,,,,0,,,1997
'184907,,,,,,,1.9,,,1997
'184908,,,,,,,0,,,1997
'184909,,,,,,,0,,,1997
'184911,,,,,,,0,,,1997
'185901,,,,,,,0,,,1997
'185902,,,,,,,0,,,1997
'185903,,,,,,,3.4,,,1997
'185904,,,,,,,0,,,1997
'186901,,,,,,,0,,,1997
'186902,,,,,,,4.3,,,1997
'186903,,,,,,,2.8,,,1997
'187901,,,,,,,0,,,1997
'187903,,,,,,,0,,,1997
'187904,,,,,,,1.6,,,1997
'187906,,,,,,,7.7,,,1997
'187907,,,,,,,12.4,,,1997
'187910,,,,,,,6.3,,,1997
'188901,,,,,,,3.8,,,1997
'188902,,,,,,,0,,,1997
'188903,,,,,,,8.5,,,1997
'188904,,,,,,,2.4,,,1997
'189901,,,,,,,0,,,1997
'189902,,,,,,,0,,,1997
'190903,,,,,,,1,,,1997
'191901,,,,,,,1.1,,,1997
'192901,,,,,,,0,,,1997
'193902,,,,,,,13.3,,,1997
'194902,,,,,,,0,,,1997
'194903,,,,,,,0,,,1997
'194904,,,,,,,3.2,,,1997
'194905,,,,,,,0,,,1997
'195901,,,,,,,0.4,,,1997
'195902,,,,,,,0,,,1997
'196901,,,,,,,0,,,1997
'196902,,,,,,,2.2,,,1997
'196903,,,,,,,1.8,,,1997
'197902,,,,,,,13.3,,,1997
'198901,,,,,,,4.8,,,1997
'198902,,,,,,,0,,,1997
'198903,,,,,,,3.1,,,1997
'198905,,,,,,,5,,,1997
'198906,,,,,,,0,,,1997
'199901,,,,,,,1.4,,,1997
'199902,,,,,,,1,,,1997
'200901,,,,,,,1,,,1997
'200902,,,,,,,0,,,1997
'200904,,,,,,,0,,,1997
'200906,,,,,,,0,,,1997
'201902,,,,,,,1.1,,,1997
'201903,,,,,,,18.2,,,1997
'201904,,,,,,,0,,,1997
'201907,,,,,,,0,,,1997
'201908,,,,,,,0,,,1997
'201910,,,,,,,1.9,,,1997
'201913,,,,,,,2.6,,,1997
'201914,,,,,,,0,,,1997
'202903,,,,,,,1.5,,,1997
'202905,,,,,,,4,,,1997
'203901,,,,,,,1.4,,,1997
'203902,,,,,,,0,,,1997
'204901,,,,,,,2.5,,,1997
'204904,,,,,,,4.6,,,1997
'205901,,,,,,,2,,,1997
'205902,,,,,,,6.5,,,1997
'205903,,,,,,,0,,,1997
'205904,,,,,,,8.4,,,1997
'205905,,,,,,,0,,,1997
'205906,,,,,,,2.3,,,1997
'205907,,,,,,,10.1,,,1997
'206901,,,,,,,1.7,,,1997
'206902,,,,,,,5.3,,,1997
'206903,,,,,,,0,,,1997
'207901,,,,,,,1.9,,,1997
'208901,,,,,,,0,,,1997
'208902,,,,,,,1.7,,,1997
'208903,,,,,,,0,,,1997
'209901,,,,,,,2.1,,,1997
'209902,,,,,,,0,,,1997
'210901,,,,,,,4.5,,,1997
'210902,,,,,,,0,,,1997
'210903,,,,,,,2.4,,,1997
'210904,,,,,,,0,,,1997
'210905,,,,,,,0,,,1997
'210906,,,,,,,0,,,1997
'211901,,,,,,,0,,,1997
'211902,,,,,,,3.1,,,1997
'212901,,,,,,,1.9,,,1997
'212902,,,,,,,3.8,,,1997
'212903,,,,,,,3.1,,,1997
'212904,,,,,,,0,,,1997
'212905,,,,,,,1.1,,,1997
'212906,,,,,,,4.3,,,1997
'212909,,,,,,,0.9,,,1997
'212910,,,,,,,1.4,,,1997
'213901,,,,,,,1.1,,,1997
'214901,,,,,,,1.5,,,1997
'214902,,,,,,,0,,,1997
'214903,,,,,,,2.4,,,1997
'215901,,,,,,,1.6,,,1997
'216901,,,,,,,11.8,,,1997
'217901,,,,,,,0,,,1997
'218901,,,,,,,2.6,,,1997
'219901,,,,,,,0,,,1997
'219903,,,,,,,1,,,1997
'219905,,,,,,,4,,,1997
'220901,,,,,,,5.9,,,1997
'220902,,,,,,,1.6,,,1997
'220904,,,,,,,0.9,,,1997
'220905,,,,,,,3.2,,,1997
'220906,,,,,,,0.5,,,1997
'220907,,,,,,,1.3,,,1997
'220908,,,,,,,2.9,,,1997
'220909,,,,,,,0,,,1997
'220910,,,,,,,0,,,1997
'220912,,,,,,,1.4,,,1997
'220914,,,,,,,0,,,1997
'220915,,,,,,,3.6,,,1997
'220916,,,,,,,2.1,,,1997
'220917,,,,,,,4.5,,,1997
'220918,,,,,,,3.2,,,1997
'220919,,,,,,,0.9,,,1997
'220920,,,,,,,4.2,,,1997
'221901,,,,,,,5.5,,,1997
'221904,,,,,,,3.6,,,1997
'221905,,,,,,,5.6,,,1997
'221911,,,,,,,3.6,,,1997
'221912,,,,,,,0.5,,,1997
'222901,,,,,,,7.1,,,1997
'223901,,,,,,,0,,,1997
'223902,,,,,,,0,,,1997
'223903,,,,,,,0,,,1997
'223904,,,,,,,0,,,1997
'224901,,,,,,,7.7,,,1997
'224902,,,,,,,0,,,1997
'225902,,,,,,,0.8,,,1997
'225905,,,,,,,0,,,1997
'225906,,,,,,,2.4,,,1997
'225907,,,,,,,0,,,1997
'226901,,,,,,,3.6,,,1997
'226903,,,,,,,4.8,,,1997
'226905,,,,,,,0,,,1997
'226906,,,,,,,0,,,1997
'226907,,,,,,,0,,,1997
'226908,,,,,,,0,,,1997
'227801,,,,,,,.,,,1997
'227802,,,,,,,.,,,1997
'227901,,,,,,,3.1,,,1997
'227904,,,,,,,1,,,1997
'227907,,,,,,,0,,,1997
'227909,,,,,,,0,,,1997
'227910,,,,,,,2.8,,,1997
'227912,,,,,,,0,,,1997
'227913,,,,,,,1,,,1997
'228901,,,,,,,6.5,,,1997
'228903,,,,,,,1.1,,,1997
'228904,,,,,,,0,,,1997
'228905,,,,,,,0,,,1997
'229901,,,,,,,0,,,1997
'229903,,,,,,,0,,,1997
'229904,,,,,,,1.5,,,1997
'229905,,,,,,,0,,,1997
'229906,,,,,,,0,,,1997
'230901,,,,,,,0,,,1997
'230902,,,,,,,1.9,,,1997
'230903,,,,,,,1.6,,,1997
'230904,,,,,,,8.3,,,1997
'230905,,,,,,,3.4,,,1997
'230906,,,,,,,2,,,1997
'230908,,,,,,,6.5,,,1997
'231901,,,,,,,0,,,1997
'231902,,,,,,,0,,,1997
'232901,,,,,,,0,,,1997
'232902,,,,,,,8.3,,,1997
'232903,,,,,,,2.6,,,1997
'232904,,,,,,,0,,,1997
'233901,,,,,,,0,,,1997
'233903,,,,,,,14.3,,,1997
'234902,,,,,,,5.8,,,1997
'234903,,,,,,,0,,,1997
'234904,,,,,,,0,,,1997
'234905,,,,,,,3.3,,,1997
'234906,,,,,,,0,,,1997
'234907,,,,,,,1.2,,,1997
'234909,,,,,,,0,,,1997
'235901,,,,,,,0,,,1997
'235902,,,,,,,0.5,,,1997
'235904,,,,,,,.,,,1997
'236901,,,,,,,4.3,,,1997
'236902,,,,,,,2.7,,,1997
'237902,,,,,,,0,,,1997
'237904,,,,,,,6.8,,,1997
'237905,,,,,,,8.8,,,1997
'238902,,,,,,,1.1,,,1997
'238904,,,,,,,0,,,1997
'239901,,,,,,,4.6,,,1997
'239903,,,,,,,3.8,,,1997
'240901,,,,,,,1.8,,,1997
'240902,,,,,,,0,,,1997
'240903,,,,,,,1.8,,,1997
'240904,,,,,,,0,,,1997
'241901,,,,,,,0,,,1997
'241902,,,,,,,0,,,1997
'241903,,,,,,,1.5,,,1997
'241904,,,,,,,0,,,1997
'241906,,,,,,,2.3,,,1997
'242902,,,,,,,3.6,,,1997
'242903,,,,,,,0,,,1997
'242904,,,,,,,0,,,1997
'242905,,,,,,,.,,,1997
'242906,,,,,,,0,,,1997
'243901,,,,,,,0.4,,,1997
'243902,,,,,,,2.3,,,1997
'243903,,,,,,,0,,,1997
'243905,,,,,,,2.3,,,1997
'243906,,,,,,,6.6,,,1997
'244901,,,,,,,16.7,,,1997
'244903,,,,,,,8.2,,,1997
'244905,,,,,,,0,,,1997
'245901,,,,,,,9.5,,,1997
'245902,,,,,,,1.8,,,1997
'245903,,,,,,,5.9,,,1997
'245904,,,,,,,21.4,,,1997
'246902,,,,,,,1.9,,,1997
'246904,,,,,,,1.6,,,1997
'246905,,,,,,,0,,,1997
'246906,,,,,,,3.8,,,1997
'246907,,,,,,,0,,,1997
'246908,,,,,,,3.4,,,1997
'246909,,,,,,,0.5,,,1997
'246911,,,,,,,4.2,,,1997
'246912,,,,,,,3.3,,,1997
'246913,,,,,,,1.5,,,1997
'246914,,,,,,,0,,,1997
'247901,,,,,,,0.9,,,1997
'247903,,,,,,,1.8,,,1997
'247904,,,,,,,1.6,,,1997
'247906,,,,,,,0,,,1997
'248901,,,,,,,0.9,,,1997
'248902,,,,,,,3.4,,,1997
'249901,,,,,,,3.7,,,1997
'249902,,,,,,,7.2,,,1997
'249903,,,,,,,0,,,1997
'249904,,,,,,,0,,,1997
'249905,,,,,,,4.3,,,1997
'249906,,,,,,,0,,,1997
'249908,,,,,,,0,,,1997
'250902,,,,,,,4.5,,,1997
'250903,,,,,,,4.6,,,1997
'250904,,,,,,,1.2,,,1997
'250905,,,,,,,0,,,1997
'250906,,,,,,,5.1,,,1997
'250907,,,,,,,6.6,,,1997
'251901,,,,,,,6.3,,,1997
'251902,,,,,,,0,,,1997
'252901,,,,,,,3.8,,,1997
'252902,,,,,,,10,,,1997
'252903,,,,,,,0,,,1997
'253901,,,,,,,1.5,,,1997
'254901,,,,,,,2.4,,,1997
'254902,,,,,,,0,,,1997
'1,5.4,2.3,1.4,1.0,0.6,1.7,2.9,1.9,1.3,1997
'001902,,,,,,,,0,,1998
'001903,,,,,,,,1.4,,1998
'001904,,,,,,,,0,,1998
'001906,,,,,,,,5.9,,1998
'001907,,,,,,,,1.6,,1998
'001908,,,,,,,,1.7,,1998
'001909,,,,,,,,0,,1998
'002901,,,,,,,,0.4,,1998
'003902,,,,,,,,0.8,,1998
'003903,,,,,,,,3.1,,1998
'003904,,,,,,,,1.1,,1998
'003905,,,,,,,,1,,1998
'003906,,,,,,,,4,,1998
'003907,,,,,,,,2.1,,1998
'004901,,,,,,,,1.5,,1998
'005901,,,,,,,,0,,1998
'005902,,,,,,,,0,,1998
'005903,,,,,,,,0,,1998
'005904,,,,,,,,0,,1998
'006902,,,,,,,,0,,1998
'007901,,,,,,,,0,,1998
'007902,,,,,,,,1.4,,1998
'007904,,,,,,,,1.3,,1998
'007905,,,,,,,,0.5,,1998
'007906,,,,,,,,0,,1998
'008901,,,,,,,,0,,1998
'008902,,,,,,,,0,,1998
'008903,,,,,,,,0,,1998
'009901,,,,,,,,0,,1998
'009903,,,,,,,,0,,1998
'010901,,,,,,,,0,,1998
'010902,,,,,,,,1.6,,1998
'011901,,,,,,,,3,,1998
'011902,,,,,,,,0,,1998
'011904,,,,,,,,3,,1998
'011905,,,,,,,,0,,1998
'012901,,,,,,,,0,,1998
'013901,,,,,,,,3.1,,1998
'013902,,,,,,,,0,,1998
'013903,,,,,,,,5.7,,1998
'013905,,,,,,,,0,,1998
'014901,,,,,,,,3.2,,1998
'014902,,,,,,,,0,,1998
'014903,,,,,,,,1.2,,1998
'014905,,,,,,,,0,,1998
'014906,,,,,,,,2,,1998
'014907,,,,,,,,0,,1998
'014908,,,,,,,,0,,1998
'014909,,,,,,,,1.5,,1998
'014910,,,,,,,,0,,1998
'015801,,,,,,,,0,,1998
'015802,,,,,,,,0,,1998
'015901,,,,,,,,0.7,,1998
'015904,,,,,,,,1.9,,1998
'015905,,,,,,,,3.3,,1998
'015906,,,,,,,,0,,1998
'015907,,,,,,,,2.3,,1998
'015908,,,,,,,,3.3,,1998
'015909,,,,,,,,17.1,,1998
'015910,,,,,,,,2.9,,1998
'015911,,,,,,,,2.1,,1998
'015912,,,,,,,,2.4,,1998
'015913,,,,,,,,8.8,,1998
'015914,,,,,,,,0,,1998
'015915,,,,,,,,2.2,,1998
'015916,,,,,,,,2,,1998
'015917,,,,,,,,1.4,,1998
'016901,,,,,,,,0,,1998
'016902,,,,,,,,1.7,,1998
'017901,,,,,,,,0,,1998
'018901,,,,,,,,0,,1998
'018902,,,,,,,,0,,1998
'018903,,,,,,,,0,,1998
'018904,,,,,,,,0,,1998
'018905,,,,,,,,0,,1998
'018906,,,,,,,,0,,1998
'018907,,,,,,,,0,,1998
'018908,,,,,,,,0,,1998
'019901,,,,,,,,0,,1998
'019902,,,,,,,,2.9,,1998
'019903,,,,,,,,0,,1998
'019905,,,,,,,,0,,1998
'019906,,,,,,,,1.5,,1998
'019907,,,,,,,,1.7,,1998
'019908,,,,,,,,3.9,,1998
'019909,,,,,,,,0,,1998
'019910,,,,,,,,0,,1998
'019911,,,,,,,,0,,1998
'019912,,,,,,,,0,,1998
'019913,,,,,,,,0,,1998
'019914,,,,,,,,0,,1998
'020901,,,,,,,,0.4,,1998
'020902,,,,,,,,1.1,,1998
'020904,,,,,,,,2,,1998
'020905,,,,,,,,0.5,,1998
'020906,,,,,,,,0,,1998
'020907,,,,,,,,1.2,,1998
'020908,,,,,,,,1,,1998
'020910,,,,,,,,0,,1998
'021901,,,,,,,,0,,1998
'021902,,,,,,,,2,,1998
'022004,,,,,,,,0,,1998
'022901,,,,,,,,2.5,,1998
'022902,,,,,,,,0,,1998
'022903,,,,,,,,0,,1998
'023902,,,,,,,,0,,1998
'024901,,,,,,,,1.3,,1998
'025901,,,,,,,,2.1,,1998
'025902,,,,,,,,1.1,,1998
'025904,,,,,,,,0,,1998
'025905,,,,,,,,0,,1998
'025906,,,,,,,,0,,1998
'025908,,,,,,,,0,,1998
'025909,,,,,,,,1.4,,1998
'026901,,,,,,,,0.8,,1998
'026902,,,,,,,,0,,1998
'026903,,,,,,,,2.6,,1998
'027903,,,,,,,,0,,1998
'027904,,,,,,,,0,,1998
'028902,,,,,,,,0,,1998
'028903,,,,,,,,1,,1998
'028906,,,,,,,,0,,1998
'029901,,,,,,,,3.1,,1998
'030901,,,,,,,,0,,1998
'030902,,,,,,,,1,,1998
'030903,,,,,,,,3.2,,1998
'030906,,,,,,,,0,,1998
'031901,,,,,,,,5.3,,1998
'031903,,,,,,,,0.6,,1998
'031905,,,,,,,,1.1,,1998
'031906,,,,,,,,0.8,,1998
'031909,,,,,,,,0.7,,1998
'031911,,,,,,,,1.4,,1998
'031912,,,,,,,,1.6,,1998
'031913,,,,,,,,0,,1998
'031914,,,,,,,,0,,1998
'031916,,,,,,,,2.8,,1998
'032902,,,,,,,,0,,1998
'033901,,,,,,,,0,,1998
'033902,,,,,,,,0,,1998
'033904,,,,,,,,0,,1998
'034901,,,,,,,,0.8,,1998
'034902,,,,,,,,0,,1998
'034903,,,,,,,,0,,1998
'034905,,,,,,,,1.2,,1998
'034906,,,,,,,,3.7,,1998
'034907,,,,,,,,0,,1998
'034908,,,,,,,,0,,1998
'034909,,,,,,,,11.1,,1998
'035901,,,,,,,,0,,1998
'035902,,,,,,,,0,,1998
'035903,,,,,,,,0,,1998
'036901,,,,,,,,0,,1998
'036902,,,,,,,,1.3,,1998
'036903,,,,,,,,2.9,,1998
'037901,,,,,,,,0,,1998
'037904,,,,,,,,0.3,,1998
'037907,,,,,,,,0,,1998
'037908,,,,,,,,5.6,,1998
'037909,,,,,,,,0,,1998
'038901,,,,,,,,3.8,,1998
'039901,,,,,,,,0,,1998
'039902,,,,,,,,2.9,,1998
'039903,,,,,,,,4,,1998
'039904,,,,,,,,0,,1998
'039905,,,,,,,,0,,1998
'040901,,,,,,,,3.1,,1998
'040902,,,,,,,,0,,1998
'041901,,,,,,,,11.1,,1998
'041902,,,,,,,,0,,1998
'042901,,,,,,,,1.4,,1998
'042903,,,,,,,,0,,1998
'042905,,,,,,,,0,,1998
'042906,,,,,,,,0,,1998
'043901,,,,,,,,0.7,,1998
'043902,,,,,,,,0,,1998
'043903,,,,,,,,0,,1998
'043904,,,,,,,,0,,1998
'043905,,,,,,,,0,,1998
'043907,,,,,,,,0.2,,1998
'043908,,,,,,,,3.4,,1998
'043910,,,,,,,,0.5,,1998
'043911,,,,,,,,0,,1998
'043912,,,,,,,,1.8,,1998
'043914,,,,,,,,0,,1998
'043917,,,,,,,,3.8,,1998
'043918,,,,,,,,5,,1998
'043919,,,,,,,,0,,1998
'044902,,,,,,,,0,,1998
'044904,,,,,,,,0,,1998
'045902,,,,,,,,1,,1998
'045903,,,,,,,,1.2,,1998
'045905,,,,,,,,0,,1998
'046901,,,,,,,,0.3,,1998
'046902,,,,,,,,2.3,,1998
'047901,,,,,,,,1.1,,1998
'047902,,,,,,,,4.8,,1998
'047903,,,,,,,,0,,1998
'047905,,,,,,,,0,,1998
'048901,,,,,,,,0,,1998
'048903,,,,,,,,0,,1998
'049901,,,,,,,,1.8,,1998
'049902,,,,,,,,0,,1998
'049903,,,,,,,,5,,1998
'049905,,,,,,,,0,,1998
'049906,,,,,,,,3.3,,1998
'049907,,,,,,,,0,,1998
'049908,,,,,,,,0,,1998
'049909,,,,,,,,0,,1998
'050901,,,,,,,,0,,1998
'050902,,,,,,,,0.6,,1998
'050904,,,,,,,,13.3,,1998
'050909,,,,,,,,0,,1998
'050910,,,,,,,,2.9,,1998
'051901,,,,,,,,0,,1998
'052901,,,,,,,,0,,1998
'053001,,,,,,,,0,,1998
'054901,,,,,,,,0,,1998
'054902,,,,,,,,0,,1998
'054903,,,,,,,,0,,1998
'055901,,,,,,,,1.8,,1998
'056901,,,,,,,,1.1,,1998
'056902,,,,,,,,0,,1998
'057801,,,,,,,,0,,1998
'057802,,,,,,,,.,,1998
'057803,,,,,,,,.,,1998
'057804,,,,,,,,0,,1998
'057903,,,,,,,,0.3,,1998
'057904,,,,,,,,2.8,,1998
'057905,,,,,,,,3,,1998
'057906,,,,,,,,1.8,,1998
'057907,,,,,,,,2.5,,1998
'057909,,,,,,,,0.6,,1998
'057910,,,,,,,,2.7,,1998
'057911,,,,,,,,0,,1998
'057912,,,,,,,,2.3,,1998
'057913,,,,,,,,2.4,,1998
'057914,,,,,,,,0.7,,1998
'057916,,,,,,,,3.4,,1998
'057919,,,,,,,,0,,1998
'057920,,,,,,,,1.9,,1998
'057922,,,,,,,,1,,1998
'058902,,,,,,,,0,,1998
'058905,,,,,,,,0,,1998
'058906,,,,,,,,0,,1998
'058909,,,,,,,,0,,1998
'059901,,,,,,,,0,,1998
'059902,,,,,,,,0,,1998
'060902,,,,,,,,0,,1998
'060914,,,,,,,,0,,1998
'061901,,,,,,,,2.5,,1998
'061902,,,,,,,,1.1,,1998
'061903,,,,,,,,0,,1998
'061905,,,,,,,,0,,1998
'061906,,,,,,,,0,,1998
'061907,,,,,,,,0,,1998
'061908,,,,,,,,0.8,,1998
'061910,,,,,,,,0,,1998
'061911,,,,,,,,1.7,,1998
'061912,,,,,,,,0,,1998
'061914,,,,,,,,0,,1998
'062901,,,,,,,,2.9,,1998
'062902,,,,,,,,0,,1998
'062903,,,,,,,,2.8,,1998
'062904,,,,,,,,0,,1998
'062905,,,,,,,,0,,1998
'062906,,,,,,,,0,,1998
'063903,,,,,,,,0,,1998
'063906,,,,,,,,16.7,,1998
'064901,,,,,,,,0,,1998
'064903,,,,,,,,0.7,,1998
'065901,,,,,,,,0,,1998
'065902,,,,,,,,0,,1998
'066005,,,,,,,,0,,1998
'066901,,,,,,,,0,,1998
'066902,,,,,,,,0,,1998
'066903,,,,,,,,0,,1998
'067902,,,,,,,,3.2,,1998
'067903,,,,,,,,0,,1998
'067904,,,,,,,,2.8,,1998
'067907,,,,,,,,0,,1998
'067908,,,,,,,,0,,1998
'068901,,,,,,,,4.1,,1998
'069901,,,,,,,,0,,1998
'069902,,,,,,,,0,,1998
'070901,,,,,,,,0,,1998
'070903,,,,,,,,1.1,,1998
'070905,,,,,,,,3.6,,1998
'070907,,,,,,,,0,,1998
'070908,,,,,,,,0,,1998
'070909,,,,,,,,0,,1998
'070910,,,,,,,,0,,1998
'070911,,,,,,,,2.9,,1998
'070912,,,,,,,,0.9,,1998
'070915,,,,,,,,0,,1998
'071901,,,,,,,,0.5,,1998
'071902,,,,,,,,1.5,,1998
'071903,,,,,,,,1.2,,1998
'071904,,,,,,,,0,,1998
'071905,,,,,,,,0.9,,1998
'071906,,,,,,,,4.8,,1998
'071907,,,,,,,,1.1,,1998
'071908,,,,,,,,0,,1998
'071909,,,,,,,,1.5,,1998
'072901,,,,,,,,0,,1998
'072902,,,,,,,,3,,1998
'072903,,,,,,,,2.3,,1998
'072904,,,,,,,,0,,1998
'072908,,,,,,,,11.8,,1998
'072909,,,,,,,,0,,1998
'072910,,,,,,,,0,,1998
'073901,,,,,,,,0,,1998
'073903,,,,,,,,0,,1998
'073904,,,,,,,,0,,1998
'073905,,,,,,,,2.7,,1998
'074903,,,,,,,,0,,1998
'074904,,,,,,,,0,,1998
'074905,,,,,,,,0,,1998
'074907,,,,,,,,1.8,,1998
'074909,,,,,,,,0,,1998
'074911,,,,,,,,0,,1998
'074912,,,,,,,,0,,1998
'074917,,,,,,,,0,,1998
'075901,,,,,,,,2.5,,1998
'075902,,,,,,,,0.7,,1998
'075903,,,,,,,,0,,1998
'075906,,,,,,,,0,,1998
'075908,,,,,,,,0,,1998
'076903,,,,,,,,0,,1998
'076904,,,,,,,,0,,1998
'077901,,,,,,,,1.5,,1998
'077902,,,,,,,,0,,1998
'078901,,,,,,,,0,,1998
'079901,,,,,,,,2.1,,1998
'079906,,,,,,,,0,,1998
'079907,,,,,,,,1.2,,1998
'079908,,,,,,,,0,,1998
'079910,,,,,,,,1.7,,1998
'080901,,,,,,,,0,,1998
'081902,,,,,,,,5,,1998
'081904,,,,,,,,1.2,,1998
'081905,,,,,,,,0,,1998
'081906,,,,,,,,0,,1998
'082902,,,,,,,,0,,1998
'082903,,,,,,,,0.7,,1998
'083901,,,,,,,,0,,1998
'083902,,,,,,,,0,,1998
'083903,,,,,,,,0,,1998
'084901,,,,,,,,2.3,,1998
'084902,,,,,,,,1.8,,1998
'084903,,,,,,,,0,,1998
'084904,,,,,,,,0.6,,1998
'084906,,,,,,,,2.9,,1998
'084908,,,,,,,,0,,1998
'084909,,,,,,,,2.5,,1998
'084910,,,,,,,,0.8,,1998
'084911,,,,,,,,0.3,,1998
'085902,,,,,,,,0,,1998
'085903,,,,,,,,0,,1998
'086024,,,,,,,,0,,1998
'086901,,,,,,,,0.5,,1998
'086902,,,,,,,,0,,1998
'087901,,,,,,,,6.5,,1998
'088902,,,,,,,,0,,1998
'089901,,,,,,,,2.2,,1998
'089903,,,,,,,,10.3,,1998
'089905,,,,,,,,0,,1998
'090902,,,,,,,,0,,1998
'090903,,,,,,,,0,,1998
'090904,,,,,,,,0.4,,1998
'090905,,,,,,,,0,,1998
'091901,,,,,,,,0,,1998
'091902,,,,,,,,0,,1998
'091903,,,,,,,,0,,1998
'091905,,,,,,,,0,,1998
'091906,,,,,,,,0.6,,1998
'091907,,,,,,,,0,,1998
'091908,,,,,,,,0,,1998
'091909,,,,,,,,0,,1998
'091910,,,,,,,,0,,1998
'091913,,,,,,,,2.5,,1998
'091914,,,,,,,,0,,1998
'091917,,,,,,,,0,,1998
'091918,,,,,,,,1.8,,1998
'092901,,,,,,,,0.6,,1998
'092902,,,,,,,,0.8,,1998
'092903,,,,,,,,0.4,,1998
'092904,,,,,,,,1.1,,1998
'092906,,,,,,,,0,,1998
'092907,,,,,,,,0.9,,1998
'092908,,,,,,,,0,,1998
'093901,,,,,,,,3.1,,1998
'093903,,,,,,,,8.6,,1998
'093904,,,,,,,,1.4,,1998
'093905,,,,,,,,5,,1998
'094901,,,,,,,,1.4,,1998
'094902,,,,,,,,1.1,,1998
'094903,,,,,,,,0,,1998
'094904,,,,,,,,0,,1998
'095901,,,,,,,,2.1,,1998
'095902,,,,,,,,0,,1998
'095903,,,,,,,,0,,1998
'095904,,,,,,,,0,,1998
'095905,,,,,,,,1.6,,1998
'096904,,,,,,,,0,,1998
'096905,,,,,,,,0,,1998
'096908,,,,,,,,0,,1998
'097902,,,,,,,,0,,1998
'097903,,,,,,,,0,,1998
'098901,,,,,,,,0,,1998
'098903,,,,,,,,0,,1998
'098904,,,,,,,,0,,1998
'099902,,,,,,,,0,,1998
'099903,,,,,,,,0,,1998
'100903,,,,,,,,0.9,,1998
'100904,,,,,,,,3.3,,1998
'100905,,,,,,,,2.7,,1998
'100907,,,,,,,,1.4,,1998
'100908,,,,,,,,7.1,,1998
'101801,,,,,,,,0,,1998
'101802,,,,,,,,0,,1998
'101803,,,,,,,,0,,1998
'101804,,,,,,,,0,,1998
'101805,,,,,,,,2.8,,1998
'101806,,,,,,,,0,,1998
'101807,,,,,,,,0,,1998
'101902,,,,,,,,1.5,,1998
'101903,,,,,,,,0.8,,1998
'101905,,,,,,,,1.2,,1998
'101906,,,,,,,,3,,1998
'101907,,,,,,,,0.6,,1998
'101908,,,,,,,,0.2,,1998
'101909,,,,,,,,1.6,,1998
'101910,,,,,,,,1.5,,1998
'101911,,,,,,,,0.8,,1998
'101912,,,,,,,,2.8,,1998
'101913,,,,,,,,0.9,,1998
'101914,,,,,,,,1.3,,1998
'101915,,,,,,,,1.9,,1998
'101916,,,,,,,,1.4,,1998
'101917,,,,,,,,4.2,,1998
'101919,,,,,,,,0.7,,1998
'101920,,,,,,,,1.9,,1998
'101921,,,,,,,,0.7,,1998
'101924,,,,,,,,1.2,,1998
'101925,,,,,,,,6.6,,1998
'102901,,,,,,,,6.3,,1998
'102902,,,,,,,,0.7,,1998
'102903,,,,,,,,0,,1998
'102904,,,,,,,,0.4,,1998
'102905,,,,,,,,0,,1998
'102906,,,,,,,,0,,1998
'103901,,,,,,,,0,,1998
'103902,,,,,,,,0,,1998
'104901,,,,,,,,0,,1998
'104902,,,,,,,,0,,1998
'104903,,,,,,,,0,,1998
'104907,,,,,,,,0,,1998
'105902,,,,,,,,0.3,,1998
'105904,,,,,,,,0,,1998
'105905,,,,,,,,0,,1998
'105906,,,,,,,,0.5,,1998
'106901,,,,,,,,6.8,,1998
'107901,,,,,,,,1.7,,1998
'107902,,,,,,,,0,,1998
'107904,,,,,,,,2,,1998
'107905,,,,,,,,3.9,,1998
'107906,,,,,,,,2.9,,1998
'107907,,,,,,,,0,,1998
'107908,,,,,,,,0,,1998
'107910,,,,,,,,0,,1998
'108801,,,,,,,,0,,1998
'108902,,,,,,,,4.1,,1998
'108903,,,,,,,,0,,1998
'108904,,,,,,,,0.3,,1998
'108905,,,,,,,,3.8,,1998
'108906,,,,,,,,2.5,,1998
'108907,,,,,,,,1.2,,1998
'108908,,,,,,,,0.4,,1998
'108909,,,,,,,,2.7,,1998
'108910,,,,,,,,4.1,,1998
