CAMPUS,YEAR,CPEMALLC,CPEMALLP
'220910005,1997,36,81.8
'220910041,1997,70,23.2
'220910101,1997,184,28
'220910102,1997,62,21.3
'220912001,1997,285,14
'220912041,1997,77,11.8
'220912042,1997,63,9.7
'220912101,1997,57,10.3
'220912102,1997,137,20.8
'220912103,1997,62,13.2
'220912104,1997,103,12.5
'220912105,1997,140,19.4
'220912106,1997,127,21
'220912107,1997,.,.
'220914001,1997,122,19.3
'220914041,1997,73,18.1
'220914101,1997,117,14.3
'220914102,1997,75,15.8
'220914103,1997,.,.
'220915001,1997,330,20.3
'220915041,1997,211,20.2
'220915102,1997,155,29.6
'220915103,1997,111,20.5
'220915104,1997,106,20
'220915105,1997,119,23
'220915106,1997,81,17.1
'220915107,1997,101,17.6
'220916001,1997,375,18.7
'220916002,1997,383,19
'220916005,1997,362,79
'220916041,1997,252,24.1
'220916042,1997,242,25
'220916043,1997,218,20.5
'220916044,1997,116,12.3
'220916045,1997,114,11.8
'220916102,1997,192,29.1
'220916103,1997,124,22.1
'220916105,1997,149,25.6
'220916106,1997,185,29.4
'220916107,1997,95,20.2
'220916108,1997,163,26.8
'220916110,1997,143,26.3
'220916111,1997,158,28.6
'220916112,1997,190,30.5
'220916113,1997,101,21
'220916114,1997,126,20.8
'220916115,1997,150,23.1
'220916116,1997,109,19
'220916117,1997,84,17.5
'220916118,1997,107,20.2
'220916119,1997,75,11.1
'220916120,1997,2,9.5
'220916121,1997,37,5.7
'220916122,1997,89,11.8
'220916303,1997,69,95.8
'220917001,1997,256,28.3
'220917003,1997,98,86.7
'220917004,1997,.,.
'220917041,1997,198,22.4
'220917101,1997,89,19.6
'220917102,1997,168,24.9
'220917104,1997,93,27.4
'220918001,1997,304,19
'220918002,1997,87,92.6
'220918003,1997,.,.
'220918041,1997,149,15.5
'220918101,1997,106,20.5
'220918102,1997,61,11.9
'220918103,1997,79,17.1
'220918104,1997,121,15
'220918105,1997,116,19.4
'220919001,1997,121,10
'220919041,1997,60,8.2
'220919101,1997,61,13.6
'220919102,1997,99,17.2
'220919103,1997,50,11.7
'220919105,1997,83,11.2
'220919106,1997,.,.
'220920001,1997,323,25.8
'220920002,1997,64,90.1
'220920041,1997,218,19.2
'220920101,1997,128,32.2
'220920102,1997,118,25.8
'220920103,1997,188,35.7
'220920104,1997,101,15.3
'221901001,1997,511,19.8
'221901002,1997,487,20
'221901003,1997,317,76.2
'221901004,1997,20,100
'221901006,1997,.,.
'221901041,1997,223,21.7
'221901042,1997,169,23
'221901043,1997,129,13.7
'221901044,1997,113,15.6
'221901045,1997,183,20.4
'221901046,1997,35,27.8
'221901047,1997,200,25.7
'221901101,1997,98,22.1
'221901102,1997,60,13.9
'221901103,1997,101,19.8
'221901104,1997,127,21.9
'221901106,1997,128,32.7
'221901107,1997,105,26.8
'221901108,1997,128,23.3
'221901110,1997,105,28.3
'221901112,1997,83,19.8
'221901113,1997,64,16.3
'221901114,1997,106,27.9
'221901116,1997,98,23
'221901117,1997,.,.
'221901118,1997,85,22.8
'221901120,1997,161,27.2
'221901121,1997,111,19.4
'221901122,1997,37,100
'221901123,1997,131,33.8
'221901124,1997,50,73.5
'221901125,1997,.,.
'221901126,1997,22,73.3
'221901127,1997,28,84.8
'221901128,1997,2,28.6
'221901129,1997,26,70.3
'221901139,1997,17,85
'221901141,1997,27,96.4
'221901150,1997,75,15.3
'221901151,1997,90,18.3
'221901152,1997,112,26.9
'221901153,1997,179,28.6
'221904001,1997,54,12
'221904041,1997,87,23.8
'221904102,1997,99,22.5
'221904103,1997,43,23.6
'221904104,1997,.,.
'221905001,1997,40,23
'221905002,1997,2,50
'221911001,1997,33,11.7
'221911002,1997,4,36.4
'221911101,1997,46,11.9
'221911102,1997,41,16.9
'221912001,1997,91,12.4
'221912041,1997,45,9.9
'221912101,1997,34,15.8
'221912102,1997,26,11.4
'221912103,1997,48,11.7
'221912104,1997,45,10
'222901001,1997,14,15.1
'222901041,1997,10,15.9
'222901101,1997,6,7.3
'223901001,1997,181,24.4
'223901002,1997,158,92.9
'223901041,1997,112,17.4
'223901101,1997,39,17.8
'223901102,1997,82,19.5
'223901104,1997,77,18.1
'223902001,1997,76,24.5
'223903001,1997,36,23.7
'223904001,1997,24,13.4
'224901001,1997,12,16.2
'224901101,1997,23,14.4
'224902001,1997,21,14.7
'225902001,1997,205,15.3
'225902002,1997,48,90.6
'225902041,1997,181,18.4
'225902101,1997,114,16.5
'225902102,1997,80,20
'225902103,1997,67,17.7
'225902104,1997,74,19.1
'225902105,1997,.,.
'225905101,1997,28,19.4
'225906001,1997,13,16.3
'225906041,1997,.,.
'225906101,1997,74,18.4
'225907101,1997,64,15.3
'226901001,1997,22,12.6
'226901101,1997,31,16.2
'226901150,1997,.,.
'226901180,1997,.,.
'226901181,1997,.,.
'226901195,1997,.,.
'226901199,1997,.,.
'226903001,1997,537,20.1
'226903002,1997,274,20.6
'226903038,1997,185,88.9
'226903040,1997,207,90
'226903041,1997,229,20.8
'226903042,1997,192,14.7
'226903043,1997,309,23.9
'226903044,1997,245,25.7
'226903101,1997,117,27.5
'226903102,1997,185,29.6
'226903103,1997,155,30.3
'226903104,1997,103,41.4
'226903105,1997,92,17.2
'226903106,1997,128,29.1
'226903108,1997,99,21.5
'226903109,1997,142,39.1
'226903110,1997,100,23.4
'226903111,1997,89,28.6
'226903112,1997,156,25.9
'226903113,1997,130,28
'226903114,1997,73,27.4
'226903115,1997,121,23.9
'226903116,1997,179,29.7
'226903117,1997,81,27
'226903118,1997,42,37.8
'226903119,1997,195,31.4
'226903120,1997,86,19.2
'226903121,1997,103,18.5
'226903122,1997,120,18.1
'226905001,1997,47,20.3
'226905002,1997,12,70.6
'226905101,1997,47,26
'226905180,1997,.,.
'226906001,1997,36,13.7
'226906002,1997,26,78.8
'226906041,1997,18,8.1
'226906101,1997,41,12
'226906150,1997,2,66.7
'226906180,1997,.,.
'226906181,1997,1,50
'226906200,1997,.,.
'226907001,1997,.,.
'226907002,1997,8,100
'226907041,1997,66,21
'226907101,1997,118,26.6
'226907195,1997,.,.
'226907200,1997,.,.
'226907201,1997,.,.
'226907202,1997,.,.
'226908001,1997,.,.
'226908101,1997,34,20.6
'226908190,1997,.,.
'226908200,1997,.,.
'227801001,1997,.,.
'227802101,1997,.,.
'227901002,1997,578,22.4
'227901003,1997,614,30.4
'227901004,1997,609,35
'227901005,1997,411,24.4
'227901006,1997,716,41.2
'227901007,1997,575,30.5
'227901008,1997,589,26.4
'227901009,1997,358,20.1
'227901010,1997,315,21.1
'227901013,1997,503,18.2
'227901033,1997,73,97.3
'227901034,1997,167,83.1
'227901035,1997,67,94.4
'227901037,1997,79,91.9
'227901043,1997,336,30
'227901044,1997,171,16.5
'227901045,1997,234,20.1
'227901046,1997,345,27.6
'227901047,1997,189,17.6
'227901048,1997,312,25.8
'227901049,1997,292,21.7
'227901051,1997,141,23
'227901052,1997,215,16.2
'227901053,1997,293,34.1
'227901054,1997,293,22.1
'227901055,1997,371,32.8
'227901057,1997,203,14.8
'227901058,1997,374,27.3
'227901059,1997,201,11.7
'227901101,1997,120,27.4
'227901102,1997,240,35.9
'227901103,1997,38,11.3
'227901104,1997,74,22.6
'227901105,1997,146,29.4
'227901106,1997,162,29.3
'227901107,1997,99,18.3
'227901108,1997,69,20.6
'227901109,1997,140,30.2
'227901110,1997,33,10.2
'227901111,1997,168,31.5
'227901112,1997,65,9.2
'227901113,1997,124,19.9
'227901114,1997,96,23.8
'227901115,1997,8,61.5
'227901116,1997,96,19.5
'227901117,1997,29,7.3
'227901118,1997,225,33.6
'227901119,1997,23,4.4
'227901120,1997,90,19.5
'227901121,1997,73,17.8
'227901122,1997,111,26.4
'227901123,1997,118,28.6
'227901124,1997,77,18.5
'227901125,1997,73,23
'227901126,1997,74,21.9
'227901127,1997,95,21.3
'227901128,1997,33,12.1
'227901129,1997,129,28
'227901130,1997,106,19.3
'227901132,1997,43,15.4
'227901133,1997,89,35.3
'227901136,1997,109,27.7
'227901138,1997,81,13.8
'227901139,1997,82,33.1
'227901140,1997,145,22.1
'227901141,1997,223,31.6
'227901142,1997,127,29.7
'227901143,1997,74,8.4
'227901144,1997,134,25.7
'227901145,1997,93,25.1
'227901146,1997,89,18.8
'227901147,1997,71,9.2
'227901148,1997,103,14
'227901149,1997,217,31.4
'227901150,1997,110,29.1
'227901151,1997,121,24.7
'227901152,1997,281,35.2
'227901154,1997,80,14.7
'227901155,1997,74,10.5
'227901156,1997,142,20.8
'227901157,1997,162,30.9
'227901158,1997,129,23.3
'227901159,1997,154,25.5
'227901160,1997,297,37
'227901161,1997,227,28
'227901162,1997,188,26
'227901166,1997,150,17.4
'227901168,1997,181,28.9
'227901170,1997,107,13.4
'227901171,1997,115,22
'227901172,1997,131,15.5
'227901175,1997,261,29.4
'227901176,1997,181,27.3
'227901178,1997,186,42.2
'227901179,1997,113,17.2
'227901180,1997,76,8.2
'227901250,1997,158,98.8
'227901251,1997,10,9.8
'227901253,1997,237,97.5
'227901258,1997,6,66.7
'227904001,1997,482,18.8
'227904002,1997,130,90.3
'227904003,1997,.,.
'227904041,1997,157,20.2
'227904042,1997,220,18.8
'227904043,1997,101,13.3
'227904044,1997,63,98.4
'227904101,1997,68,14.2
'227904102,1997,90,20.1
'227904103,1997,85,15.1
'227904104,1997,144,26.6
'227904105,1997,85,15.9
'227904106,1997,152,23
'227904107,1997,78,13
'227904108,1997,58,10.5
'227904109,1997,.,.
'227907001,1997,114,20.2
'227907002,1997,28,77.8
'227907041,1997,89,25.9
'227907101,1997,124,23.8
'227907102,1997,138,28.5
'227907103,1997,.,.
'227909001,1997,179,8.7
'227909041,1997,83,8.8
'227909042,1997,59,7.1
'227909101,1997,35,6.3
'227909102,1997,58,11.8
'227909103,1997,25,4.2
'227909104,1997,31,6.4
'227909105,1997,56,8.2
'227910001,1997,365,29.1
'227910002,1997,132,87.4
'227910041,1997,220,24.5
'227910101,1997,129,27.7
'227910106,1997,147,25.3
'227910107,1997,157,27.5
'227910108,1997,181,29.6
'227910109,1997,136,27.5
'227912001,1997,79,22.1
'227912041,1997,.,.
'227912101,1997,64,21.8
'227913001,1997,136,17.6
'227913041,1997,88,11.6
'227913101,1997,88,13.2
'227913102,1997,43,8.7
'228901001,1997,77,19.8
'228901102,1997,62,18.1
'228901199,1997,40,69
'228903001,1997,111,29.1
'228903002,1997,16,94.1
'228903041,1997,80,21.6
'228903103,1997,130,21.7
'228904001,1997,28,30.1
'228904041,1997,31,91.2
'228904101,1997,12,17.9
'228905001,1997,10,11.9
'228905041,1997,33,89.2
'228905101,1997,9,10.1
'229901001,1997,35,22.4
'229901041,1997,39,21.3
'229901101,1997,52,30.2
'229903001,1997,113,21.4
'229903041,1997,79,17.9
'229903102,1997,55,20.6
'229903103,1997,85,18.6
'229904001,1997,97,24.6
'229904041,1997,33,16.3
'229904101,1997,30,20.5
'229904103,1997,75,19.3
'229905001,1997,31,20.9
'229905101,1997,29,18
'229906001,1997,16,12.4
'229906101,1997,13,10.7
'230901001,1997,49,22.3
'230901041,1997,27,18.9
'230901101,1997,54,14.9
'230902002,1997,130,16.8
'230902041,1997,91,14.2
'230902102,1997,86,23.1
'230902103,1997,94,15.1
'230903001,1997,62,23
'230903041,1997,55,22.9
'230903102,1997,71,21.6
'230904001,1997,43,27.9
'230904101,1997,20,16.4
'230905001,1997,34,12.4
'230905041,1997,47,15.7
'230905101,1997,49,16.5
'230906001,1997,38,14.8
'230906041,1997,30,13.6
'230906101,1997,47,12.7
'230908001,1997,63,16.2
'230908101,1997,46,14.4
'231901001,1997,28,13.1
'231901041,1997,26,10.4
'231901102,1997,25,11.7
'231902001,1997,17,8.6
'231902101,1997,18,9.7
'232901001,1997,23,10
'232901111,1997,.,.
'232902001,1997,18,11.8
'232902041,1997,7,7.8
'232902101,1997,37,15.5
'232903001,1997,289,18.7
'232903002,1997,158,83.2
'232903044,1997,113,13.9
'232903045,1997,128,100
'232903101,1997,87,23
'232903102,1997,.,.
'232903103,1997,131,21.3
'232903104,1997,143,22.1
'232903107,1997,133,52.8
'232903109,1997,105,13.2
'232904001,1997,26,12.7
'233901001,1997,496,21.8
'233901002,1997,140,15.1
'233901041,1997,132,15.8
'233901042,1997,108,13.2
'233901101,1997,.,.
'233901102,1997,146,19.1
'233901103,1997,117,23.5
'233901104,1997,83,10.3
'233901105,1997,138,20.5
'233901106,1997,129,22.6
'233901107,1997,.,.
'233901108,1997,.,.
'233901110,1997,94,13
'233901111,1997,154,23.7
'233901112,1997,127,23.9
'233903001,1997,17,12.7
'234902001,1997,97,18.2
'234902041,1997,61,13
'234902101,1997,42,16
'234902102,1997,74,17.9
'234902199,1997,4,66.7
'234903001,1997,30,11
'234903041,1997,38,17
'234903101,1997,55,17.1
'234904001,1997,53,17
'234904041,1997,41,15.4
'234904101,1997,85,16.9
'234904102,1997,.,.
'234905001,1997,21,13
'234905002,1997,.,.
'234905101,1997,36,19.1
'234906001,1997,131,19.4
'234906041,1997,99,19.8
'234906101,1997,63,19.4
'234906102,1997,97,17.8
'234907002,1997,194,26.6
'234907041,1997,117,16.6
'234907101,1997,112,17.7
'234907102,1997,82,20.3
'234909001,1997,35,20.6
'234909101,1997,36,22.6
'235901001,1997,59,12.6
'235901101,1997,33,15.6
'235901103,1997,18,8.6
'235902001,1997,387,20.7
'235902002,1997,452,18.8
'235902006,1997,188,65.7
'235902041,1997,267,20.3
'235902042,1997,214,17
'235902043,1997,174,13.7
'235902101,1997,112,22.4
'235902102,1997,100,15.2
'235902103,1997,45,32.4
'235902105,1997,103,21.5
'235902106,1997,122,22.1
'235902108,1997,128,22.3
'235902110,1997,153,29.1
'235902111,1997,162,30
'235902112,1997,85,18.6
'235902113,1997,90,18.8
'235902114,1997,62,14.3
'235902115,1997,40,25.6
'235902117,1997,30,15.2
'235902118,1997,85,14.1
'235902120,1997,52,100
'235902121,1997,33,86.8
'235904101,1997,26,23.9
'236901002,1997,41,19.1
'236901003,1997,461,99.4
'236901042,1997,25,14
'236901102,1997,53,17.6
'236902002,1997,244,13.4
'236902004,1997,200,82
'236902041,1997,138,12
'236902042,1997,159,14
'236902101,1997,36,6.7
'236902102,1997,76,16.3
'236902103,1997,49,15.1
'236902104,1997,68,14.2
'236902105,1997,.,.
'236902106,1997,101,20.2
'236902107,1997,26,57.8
'237902001,1997,58,15
'237902041,1997,26,11.4
'237902101,1997,60,12.2
'237902102,1997,27,13
'237904002,1997,165,16
'237904041,1997,102,16.8
'237904101,1997,114,24
'237904102,1997,120,17.3
'237904103,1997,88,16.6
'237905002,1997,73,20.3
'237905041,1997,81,20.9
'237905101,1997,.,.
'237905102,1997,58,16.5
'237905103,1997,54,20.8
'238902001,1997,145,18.5
'238902041,1997,67,14.1
'238902104,1997,64,16.3
'238902105,1997,13,25.5
'238902107,1997,46,10.6
'238902108,1997,41,11
'238902109,1997,.,.
'238904001,1997,11,15.7
'238904041,1997,2,4.3
'238904101,1997,6,10.2
'239901001,1997,167,11.4
'239901002,1997,114,91.2
'239901041,1997,132,10.8
'239901101,1997,75,9.8
'239901102,1997,52,15.2
'239901103,1997,77,10
'239901104,1997,1,16.7
'239903001,1997,22,11.6
'239903101,1997,28,11.7
'240901001,1997,535,20.9
'240901002,1997,504,18.9
'240901003,1997,433,24
'240901007,1997,.,.
'240901041,1997,266,15.3
'240901042,1997,204,14.4
'240901043,1997,215,15.2
'240901044,1997,100,14.1
'240901101,1997,91,25.7
'240901102,1997,95,18.2
'240901104,1997,91,19.7
'240901105,1997,126,14.6
'240901106,1997,48,21.1
'240901107,1997,87,20.2
'240901108,1997,77,16.1
'240901109,1997,109,26.4
'240901110,1997,115,15.4
'240901111,1997,109,15
'240901112,1997,110,15.2
'240901113,1997,91,25.2
'240901114,1997,73,26.1
'240901115,1997,61,24
'240901116,1997,110,16
'240901119,1997,68,20.9
'240901120,1997,104,21.7
'240901121,1997,80,20.2
'240901122,1997,73,18.3
'240901123,1997,122,26.1
'240901124,1997,90,15.6
'240902101,1997,8,15.4
'240903001,1997,333,18.5
'240903002,1997,452,23.1
'240903003,1997,265,16.8
'240903004,1997,107,97.3
'240903006,1997,.,.
'240903041,1997,116,14.9
'240903043,1997,260,18.6
'240903044,1997,158,20.8
'240903045,1997,158,20.1
'240903046,1997,87,10.8
'240903047,1997,.,.
'240903048,1997,.,.
'240903049,1997,61,100
'240903050,1997,80,100
'240903103,1997,80,13.7
'240903105,1997,76,13.8
'240903107,1997,109,15.4
'240903109,1997,59,9.9
'240903110,1997,84,14.9
'240903111,1997,133,17
'240903112,1997,72,14
'240903113,1997,78,18.7
'240903114,1997,65,9.1
'240903115,1997,75,15.3
'240903116,1997,52,8.9
'240903117,1997,106,19.3
'240903118,1997,79,18.9
'240903119,1997,109,18.3
'240903121,1997,106,19
'240903122,1997,124,22.7
'240903123,1997,.,.
'240904001,1997,37,22.3
'240904041,1997,29,23.2
'240904102,1997,14,11.4
'241901001,1997,50,15.4
'241901041,1997,37,13.8
'241901101,1997,56,14.9
'241902001,1997,28,10.1
'241902041,1997,19,6.8
'241902101,1997,9,3.6
'241903001,1997,141,12.2
'241903041,1997,112,11.9
'241903102,1997,46,8.6
'241903103,1997,52,8.8
'241903107,1997,37,13
'241904001,1997,175,20.5
'241904041,1997,64,12.5
'241904102,1997,104,16.7
'241904103,1997,78,11
'241904104,1997,.,.
'241906001,1997,50,16.5
'241906101,1997,36,16.5
'242902001,1997,89,19.2
'242903001,1997,41,11.6
'242904001,1997,2,3
'242905001,1997,7,30.4
'242906001,1997,31,26.1
'243901001,1997,208,17.9
'243901002,1997,.,.
'243901041,1997,154,15.3
'243901101,1997,102,19.7
'243901103,1997,102,18.5
'243901104,1997,88,16.1
'243902001,1997,35,18.2
'243902041,1997,50,18.9
'243902101,1997,53,21.3
'243903001,1997,96,14.2
'243903041,1997,73,12.5
'243903101,1997,76,14.5
'243903103,1997,48,14.1
'243905001,1997,222,23.1
'243905002,1997,312,16.4
'243905004,1997,400,25.2
'243905006,1997,391,78.7
'243905007,1997,55,65.5
'243905041,1997,103,14.4
'243905045,1997,175,26.5
'243905047,1997,87,13.9
'243905048,1997,161,24
'243905101,1997,194,30.6
'243905102,1997,128,33.1
'243905103,1997,99,26.2
'243905105,1997,143,31.2
'243905107,1997,136,23.3
'243905108,1997,48,14.5
'243905109,1997,96,19
'243905110,1997,136,38.4
'243905111,1997,75,14.6
'243905112,1997,156,24.5
'243905114,1997,130,37.5
'243905115,1997,192,81
'243905116,1997,125,32.7
'243905117,1997,76,29.9
'243905118,1997,99,13.5
'243905119,1997,69,24
'243905120,1997,64,23.5
'243905121,1997,60,11.9
'243905123,1997,112,25.3
'243905125,1997,90,16.4
'243905126,1997,.,.
'243906101,1997,182,23
'244901001,1997,35,25.2
'244903001,1997,134,18.2
'244903002,1997,232,99.6
'244903041,1997,95,13.1
'244903101,1997,61,13.3
'244903104,1997,66,13.1
'244903105,1997,40,18.4
'244905001,1997,9,7.1
'245901101,1997,49,19.5
'245902001,1997,112,18.2
'245902041,1997,67,14.9
'245902104,1997,.,.
'245902105,1997,63,15.9
'245902106,1997,59,20.7
'245903001,1997,188,21.3
'245903002,1997,.,.
'245903041,1997,141,18.7
'245903102,1997,137,19.2
'245903105,1997,124,22.5
'245904002,1997,.,.
'245904041,1997,.,.
'245904101,1997,.,.
'246902001,1997,36,14.3
'246902041,1997,39,17.4
'246902101,1997,74,21.2
'246904001,1997,278,14.7
'246904002,1997,89,74.2
'246904003,1997,47,100
'246904040,1997,.,.
'246904041,1997,143,13
'246904101,1997,73,14.5
'246904102,1997,89,16.8
'246904103,1997,82,16.1
'246904104,1997,.,.
'246904105,1997,.,.
'246904106,1997,.,.
'246904197,1997,.,.
'246904198,1997,21,87.5
'246904199,1997,132,100
'246905001,1997,64,15.6
'246906001,1997,72,16.9
'246906101,1997,33,9.8
'246907001,1997,46,18.3
'246907041,1997,.,.
'246907101,1997,34,12.5
'246908001,1997,61,16.8
'246908002,1997,129,97
'246908003,1997,37,78.7
'246908041,1997,55,14.9
'246908101,1997,55,15.8
'246909001,1997,660,20.8
'246909002,1997,489,92.4
'246909003,1997,274,13.1
'246909004,1997,347,17.5
'246909006,1997,1,50
'246909041,1997,251,20.6
'246909042,1997,117,16.9
'246909043,1997,215,16.9
'246909044,1997,132,11.7
'246909045,1997,196,15.4
'246909046,1997,.,.
'246909047,1997,157,15.4
'246909101,1997,145,34.7
'246909105,1997,90,15.7
'246909106,1997,137,20.5
'246909107,1997,45,10.3
'246909108,1997,84,20
'246909109,1997,111,20.3
'246909110,1997,35,8
'246909111,1997,94,21.1
'246909113,1997,90,16.5
'246909114,1997,136,17.3
'246909115,1997,114,23.5
'246909116,1997,94,14.4
'246909117,1997,87,12.6
'246909118,1997,105,19.1
'246909119,1997,145,20
'246909120,1997,90,20.5
'246909121,1997,104,14.3
'246909122,1997,108,15
'246909123,1997,64,14.1
'246909124,1997,101,18.8
'246909126,1997,.,.
'246911001,1997,103,13
'246911041,1997,88,12.5
'246911101,1997,39,17.6
'246911102,1997,144,14.6
'246912001,1997,31,12.3
'246912101,1997,34,14.8
'246913001,1997,409,16.8
'246913041,1997,190,12.7
'246913042,1997,.,.
'246913101,1997,172,19.2
'246913102,1997,77,10.6
'246913103,1997,129,15.4
'246913104,1997,115,13.6
'246913105,1997,156,18.1
'246913106,1997,.,.
'246913107,1997,.,.
'246914101,1997,25,26.6
'247901001,1997,142,15.6
'247901002,1997,.,.
'247901041,1997,144,13.1
'247901102,1997,112,15.7
'247901103,1997,44,18.3
'247903001,1997,60,10.9
'247903002,1997,.,.
'247903041,1997,38,8.7
'247903101,1997,68,9.3
'247904001,1997,33,13.5
'247904002,1997,7,87.5
'247904041,1997,30,13.3
'247904101,1997,35,11.8
'247906001,1997,23,10
'247906041,1997,23,12.2
'247906101,1997,41,13.3
'248901001,1997,87,17.3
'248901041,1997,55,13
'248901102,1997,37,16.8
'248901104,1997,54,14.3
'248902001,1997,26,12.9
'248902101,1997,30,16.7
'249901001,1997,24,14.6
'249901041,1997,26,21.7
'249901101,1997,29,16
'249902001,1997,61,17.5
'249902041,1997,30,15
'249902101,1997,48,19.7
'249902110,1997,59,18.8
'249903001,1997,104,17.1
'249903041,1997,68,13.2
'249903101,1997,88,19.8
'249903102,1997,43,13.1
'249904001,1997,29,16.3
'249904041,1997,26,18.1
'249904101,1997,72,23.2
'249905001,1997,96,16.9
'249905041,1997,45,12.6
'249905101,1997,104,14.7
'249905102,1997,52,13.9
'249906001,1997,50,21.9
'249906002,1997,19,67.9
'249906041,1997,28,15.2
'249906101,1997,26,8.7
'249908001,1997,40,15.2
'250902001,1997,59,19.7
'250902002,1997,24,96
'250902041,1997,53,22.7
'250902101,1997,87,23.6
'250903001,1997,98,20.5
'250903041,1997,65,15.5
'250903101,1997,51,18.8
'250903102,1997,80,19.3
'250904001,1997,42,11.6
'250904002,1997,15,78.9
'250904041,1997,24,12.1
'250904101,1997,73,15.1
'250904102,1997,131,96.3
'250905001,1997,95,24.2
'250906001,1997,81,23.1
'250906002,1997,7,87.5
'250906101,1997,51,16.1
'250907001,1997,79,19.1
'250907041,1997,101,19.2
'250907103,1997,94,18.8
'251901001,1997,75,13.9
'251901002,1997,.,.
'251901041,1997,35,10.9
'251901101,1997,72,16.2
'251901102,1997,59,12.7
'251902001,1997,23,14.2
'251902041,1997,43,19.3
'251902101,1997,50,27.2
'252901001,1997,120,15.1
'252901002,1997,35,72.9
'252901041,1997,92,14.3
'252901101,1997,54,12.2
'252901104,1997,30,13.9
'252901105,1997,54,12.2
'252902001,1997,12,10.9
'252902101,1997,27,28.7
'252903001,1997,46,18.6
'252903041,1997,30,12.8
'252903101,1997,61,16.1
'253901001,1997,120,15
'253901041,1997,63,12.9
'253901101,1997,18,14.8
'253901102,1997,58,9.2
'253901103,1997,46,10.2
'253901104,1997,30,13.5
'254901001,1997,176,33
'254901002,1997,101,93.5
'254901042,1997,128,25.6
'254901101,1997,129,22.1
'254901104,1997,75,21.4
'254902001,1997,34,21
'254902041,1997,17,14.3
'254902101,1997,35,19.3
'001902001,1998,28,12.3
'001902041,1998,28,17.2
'001902103,1998,46,18.5
'001903001,1998,52,15.3
'001903041,1998,43,16.2
'001903101,1998,87,19.1
'001904001,1998,49,20.1
'001904041,1998,31,14.7
'001904102,1998,71,22.7
'001906002,1998,31,19.6
'001906102,1998,28,16.9
'001907001,1998,214,19.5
'001907002,1998,114,95.8
'001907041,1998,122,18
'001907042,1998,40,12.7
'001907101,1998,52,18.2
'001907104,1998,15,16.7
'001907107,1998,99,41.6
'001907110,1998,174,17.8
'001908002,1998,190,32.6
'001908041,1998,78,22.8
'001908101,1998,139,21.3
'001908102,1998,79,22.4
'001909001,1998,45,22
'001909101,1998,46,26.3
'002901001,1998,146,13.9
'002901002,1998,.,.
'002901041,1998,111,11.4
'002901101,1998,42,14.6
'002901102,1998,28,13.9
'002901103,1998,47,17.9
'002901104,1998,56,19.5
'002901105,1998,75,16.1
'003902001,1998,106,16.7
'003902004,1998,40,93
'003902041,1998,90,16.6
'003902102,1998,157,17.5
'003903002,1998,421,23.1
'003903004,1998,192,98
'003903041,1998,110,16.1
'003903042,1998,92,14.3
'003903043,1998,144,18.6
'003903103,1998,104,26.6
'003903104,1998,71,23.5
'003903105,1998,3,16.7
'003903106,1998,116,31.9
'003903107,1998,105,23.6
'003903109,1998,160,20
'003903110,1998,88,19.1
'003903112,1998,84,18.7
'003903114,1998,.,.
'003903115,1998,88,23.1
'003903116,1998,121,17.9
'003903117,1998,2,25
'003903201,1998,151,100
'003904001,1998,82,17.3
'003904005,1998,161,84.7
'003904041,1998,83,19.5
'003904101,1998,84,20.3
'003904102,1998,51,18.9
'003905001,1998,102,17.2
'003905004,1998,33,89.2
'003905041,1998,71,15.7
'003905101,1998,114,17.7
'003905102,1998,27,16.3
'003906001,1998,49,20.2
'003906101,1998,47,26
'003907001,1998,84,18.9
'003907004,1998,31,91.2
'003907041,1998,60,14.3
'003907101,1998,57,19.7
'003907102,1998,63,16.2
'004901001,1998,258,23.4
'004901041,1998,108,17.6
'004901042,1998,82,13.2
'004901101,1998,100,22.9
'004901102,1998,68,24.4
'004901103,1998,115,25.1
'005901001,1998,60,16.3
'005901101,1998,31,13.7
'005902001,1998,39,12.7
'005902041,1998,24,8.5
'005902101,1998,56,14.1
'005903001,1998,26,39.4
'005903101,1998,16,39
'005904001,1998,4,2.3
'005904101,1998,15,8
'006902001,1998,27,10.7
'006902101,1998,18,11.5
'007901001,1998,14,8.7
'007901002,1998,2,100
'007901041,1998,15,11.7
'007901101,1998,22,10.9
'007902001,1998,64,17.4
'007902002,1998,25,100
'007902004,1998,1,100
'007902041,1998,67,21.6
'007902101,1998,102,18.3
'007904001,1998,85,21.4
'007904002,1998,7,100
'007904041,1998,80,18.7
'007904101,1998,85,20.5
'007905001,1998,225,19.6
'007905003,1998,28,96.6
'007905004,1998,6,100
'007905041,1998,138,15.6
'007905042,1998,26,100
'007905101,1998,.,.
'007905102,1998,33,27.7
'007905103,1998,111,13.3
'007905104,1998,74,17.4
'007905105,1998,.,.
'007906001,1998,91,18.2
'007906002,1998,72,85.7
'007906003,1998,13,100
'007906041,1998,70,17.4
'007906101,1998,108,15.3
'008901001,1998,63,9.8
'008901041,1998,53,9.2
'008901101,1998,43,10.9
'008901102,1998,35,12.8
'008901105,1998,12,7.5
'008902001,1998,102,14.4
'008902041,1998,43,12.2
'008902102,1998,84,15.3
'008902103,1998,63,11.5
'008903001,1998,47,15.1
'008903041,1998,37,15.5
'008903101,1998,38,22.6
'008903102,1998,28,15.6
'009901001,1998,74,16.6
'009901041,1998,96,22.5
'009901101,1998,75,19
'009901103,1998,71,26.4
