CAMPUS,YEAR,CPEMALLC,CPEMALLP
'034901042,1997,62,12.3
'034901106,1997,61,12.6
'034901107,1997,61,18.5
'034902001,1997,20,21.1
'034902101,1997,28,27.7
'034903001,1997,52,16.1
'034903041,1997,30,12.3
'034903101,1997,61,14
'034905002,1997,59,14.9
'034905041,1997,40,12.2
'034905102,1997,84,19.1
'034906001,1997,21,17.2
'034906041,1997,14,15.6
'034906101,1997,11,9.1
'034907001,1997,64,14.4
'034907041,1997,88,18.7
'034907101,1997,72,17.3
'034908102,1997,14,35.9
'034909001,1997,32,20.3
'034909101,1997,23,22.8
'035901001,1997,73,15.2
'035901002,1997,.,.
'035901041,1997,111,16.9
'035901102,1997,67,17.6
'035902001,1997,30,12.1
'035902101,1997,42,18.7
'035903001,1997,11,4.4
'036901001,1997,80,18
'036901002,1997,.,.
'036901003,1997,.,.
'036901041,1997,46,12.2
'036901101,1997,76,12.7
'036902001,1997,119,16.6
'036902002,1997,24,96
'036902003,1997,8,100
'036902041,1997,89,15.6
'036902101,1997,78,14.3
'036902301,1997,55,16
'036903001,1997,46,13.9
'036903002,1997,4,80
'036903003,1997,5,71.4
'036903041,1997,31,11.5
'036903101,1997,60,14.9
'037901001,1997,55,15.3
'037901002,1997,23,92
'037901101,1997,53,15.4
'037904002,1997,204,16.2
'037904004,1997,.,.
'037904042,1997,141,12.9
'037904102,1997,127,19.2
'037904103,1997,109,15
'037904104,1997,.,.
'037904105,1997,139,21.1
'037907002,1997,101,17.7
'037907041,1997,83,17.2
'037907102,1997,56,12.8
'037907103,1997,52,16.1
'037908001,1997,69,22.1
'037909001,1997,20,21.3
'037909101,1997,61,27.1
'038901001,1997,57,13.5
'038901041,1997,67,19.2
'038901102,1997,101,18.7
'039901001,1997,38,23.8
'039902001,1997,48,13.8
'039902041,1997,43,15
'039902101,1997,68,16.2
'039903001,1997,80,16.5
'039903101,1997,.,.
'039904001,1997,40,21.5
'039905001,1997,33,17.2
'040901001,1997,28,14.1
'040901041,1997,31,17.1
'040901102,1997,46,16.7
'040902001,1997,35,16.2
'040902002,1997,184,76
'040902101,1997,25,12.8
'040902102,1997,.,.
'041901001,1997,23,13.7
'041901002,1997,169,85.8
'041901003,1997,10,76.9
'041901101,1997,35,23.3
'041901150,1997,3,75
'041901201,1997,.,.
'041902001,1997,77,19.8
'041902150,1997,1,50
'041902190,1997,.,.
'041902195,1997,1,50
'041902210,1997,.,.
'042901001,1997,46,13.5
'042901002,1997,35,56.5
'042901041,1997,46,15.9
'042901102,1997,108,20.5
'042903001,1997,30,19.1
'042903002,1997,9,50
'042903041,1997,.,.
'042903101,1997,17,11.1
'042903160,1997,1,25
'042903161,1997,1,100
'042903170,1997,1,50
'042905001,1997,19,13.9
'042905002,1997,6,75
'042905101,1997,20,19
'042905160,1997,.,.
'042906001,1997,13,12.7
'043901001,1997,249,15.6
'043901042,1997,118,12.7
'043901043,1997,116,10.8
'043901101,1997,82,13.5
'043901102,1997,83,14.5
'043901104,1997,62,9.4
'043901105,1997,63,9.6
'043901106,1997,95,13.1
'043901107,1997,161,24.1
'043902001,1997,71,25.9
'043902041,1997,45,20.2
'043902101,1997,81,21
'043903001,1997,53,18.8
'043903041,1997,40,13.1
'043903101,1997,54,19
'043904001,1997,56,16.8
'043904041,1997,52,19.6
'043904101,1997,88,18.1
'043905001,1997,152,23.5
'043905041,1997,117,18.7
'043905101,1997,43,21.3
'043905102,1997,114,15.4
'043905103,1997,83,20.1
'043907002,1997,363,20.7
'043907003,1997,160,77.3
'043907041,1997,159,18.3
'043907043,1997,170,20.1
'043907102,1997,114,28.4
'043907104,1997,83,20.9
'043907105,1997,98,26.2
'043907107,1997,126,24.1
'043907108,1997,129,20.3
'043907109,1997,123,17.9
'043907110,1997,21,8.9
'043907111,1997,58,14.5
'043908101,1997,14,18.9
'043908102,1997,49,20.1
'043910001,1997,350,11.8
'043910003,1997,251,19.5
'043910004,1997,198,13
'043910005,1997,193,13.7
'043910006,1997,325,16.2
'043910007,1997,250,13
'043910009,1997,.,.
'043910042,1997,233,20.5
'043910043,1997,149,13.1
'043910044,1997,100,10.3
'043910045,1997,141,16.4
'043910046,1997,151,12.8
'043910047,1997,70,7.8
'043910048,1997,135,11.9
'043910049,1997,189,12.5
'043910050,1997,127,12
'043910101,1997,67,12.9
'043910102,1997,82,18.4
'043910103,1997,158,20.2
'043910104,1997,102,23.5
'043910105,1997,89,17.2
'043910106,1997,48,11.6
'043910108,1997,52,9.7
'043910109,1997,125,23.8
'043910110,1997,110,19.2
'043910111,1997,68,14.2
'043910112,1997,117,13.5
'043910113,1997,63,13.4
'043910114,1997,40,7.1
'043910115,1997,44,8.2
'043910116,1997,57,10.8
'043910117,1997,144,15.9
'043910118,1997,69,13.6
'043910119,1997,48,11
'043910120,1997,85,14.6
'043910121,1997,64,9.3
'043910122,1997,105,14.1
'043910123,1997,160,20.1
'043910124,1997,104,16
'043910125,1997,59,8.8
'043910126,1997,62,11.2
'043910127,1997,98,18.5
'043910128,1997,65,11
'043910129,1997,88,16.5
'043910130,1997,79,13.9
'043910131,1997,73,24.4
'043910132,1997,.,.
'043910133,1997,.,.
'043910200,1997,470,99.6
'043911001,1997,120,20.8
'043911041,1997,51,15.6
'043911101,1997,129,18.1
'043912001,1997,34,17.3
'043912041,1997,33,16.4
'043912101,1997,79,21.4
'043914001,1997,265,26.7
'043914041,1997,165,18.5
'043914042,1997,.,.
'043914101,1997,69,16
'043914102,1997,97,14.9
'043914103,1997,81,14.3
'043917001,1997,26,21
'043917041,1997,21,18.3
'043917101,1997,61,25.7
'043918001,1997,67,22.1
'043918041,1997,51,15.7
'043918101,1997,65,19.9
'043919101,1997,37,7.3
'044902001,1997,39,17.2
'044902041,1997,26,14.9
'044902101,1997,59,19.4
'044904001,1997,11,9.5
'045902001,1997,57,10.8
'045902041,1997,27,9
'045902101,1997,78,10.1
'045903001,1997,37,8.3
'045903041,1997,35,8.8
'045903101,1997,14,6.9
'045903102,1997,24,15.1
'045903103,1997,24,16
'045905002,1997,24,9.6
'045905041,1997,16,13.4
'045905102,1997,27,13.1
'046901001,1997,366,19.4
'046901041,1997,149,15.9
'046901042,1997,51,10.2
'046901102,1997,66,16.4
'046901103,1997,88,16.7
'046901104,1997,86,13.3
'046901105,1997,.,.
'046901106,1997,67,22.9
'046901107,1997,118,21.7
'046902001,1997,193,17.4
'046902002,1997,317,21.3
'046902041,1997,149,17.2
'046902042,1997,132,15.7
'046902043,1997,44,78.6
'046902101,1997,51,9.1
'046902102,1997,95,15.8
'046902103,1997,49,19.4
'046902104,1997,123,16.1
'046902105,1997,147,18
'046902106,1997,57,11.7
'046902107,1997,125,14.4
'046902108,1997,.,.
'046902109,1997,.,.
'046902110,1997,.,.
'046902201,1997,197,96.6
'047901001,1997,58,14.9
'047901041,1997,46,14.6
'047901101,1997,61,23.6
'047901102,1997,44,13.1
'047902001,1997,25,13.6
'047902041,1997,20,10.1
'047902101,1997,69,18.8
'047903001,1997,41,19.2
'047905001,1997,26,15
'048901001,1997,33,15.6
'048901003,1997,3,100
'048901101,1997,37,19.7
'048901150,1997,.,.
'048901181,1997,.,.
'048901190,1997,.,.
'048901195,1997,.,.
'048901199,1997,.,.
'048901200,1997,.,.
'048903001,1997,31,16.8
'048903195,1997,.,.
'049901001,1997,214,26.1
'049901002,1997,49,98
'049901041,1997,159,21.9
'049901101,1997,70,23.3
'049901102,1997,87,31
'049901103,1997,37,14.2
'049901104,1997,24,10.4
'049901105,1997,61,24.9
'049901106,1997,.,.
'049902001,1997,24,10.3
'049902101,1997,12,7.7
'049903001,1997,82,13.6
'049903101,1997,.,.
'049905001,1997,59,19.1
'049905101,1997,52,19.5
'049905102,1997,77,17.7
'049906001,1997,57,13.4
'049907001,1997,5,3.2
'049907101,1997,5,1.5
'049908101,1997,20,38.5
'049909101,1997,18,24.7
'050901001,1997,34,20
'050901101,1997,28,18.9
'050902001,1997,121,16.5
'050902041,1997,91,14.3
'050902101,1997,115,17.4
'050902102,1997,88,20
'050902103,1997,.,.
'050904001,1997,24,16.2
'050909001,1997,40,17.2
'050910001,1997,537,23.4
'050910005,1997,189,100
'050910041,1997,288,22.5
'050910042,1997,.,.
'050910101,1997,95,31.8
'050910102,1997,146,34.4
'050910103,1997,150,40.1
'050910104,1997,187,25
'050910105,1997,120,28.8
'050910106,1997,113,21.6
'050910107,1997,175,25.5
'050910108,1997,145,31.4
'050910109,1997,160,34.2
'051901001,1997,24,17.1
'051901102,1997,41,14.9
'052901001,1997,44,12.1
'052901041,1997,24,7.5
'052901101,1997,49,11.4
'053001001,1997,35,11.9
'053001041,1997,35,13.4
'053001101,1997,35,14.5
'053001102,1997,27,16.7
'054901001,1997,23,12.9
'054901041,1997,27,16.8
'054901101,1997,36,16.7
'054901200,1997,1,20
'054901300,1997,16,80
'054902001,1997,67,29.3
'054902102,1997,52,23.5
'054903001,1997,43,21
'054903002,1997,12,66.7
'054903003,1997,.,.
'054903041,1997,45,21.5
'054903102,1997,76,23.3
'055901001,1997,60,29.1
'055901002,1997,17,37
'055901041,1997,26,17.6
'055901102,1997,51,12.9
'056901001,1997,100,19.4
'056901002,1997,.,.
'056901042,1997,70,18.4
'056901104,1997,103,24.9
'056901105,1997,58,22.8
'056902001,1997,56,28.7
'057801001,1997,.,.
'057804001,1997,.,.
'057903001,1997,575,23
'057903002,1997,434,14.9
'057903003,1997,495,82.1
'057903004,1997,.,.
'057903005,1997,.,.
'057903041,1997,189,18.9
'057903042,1997,165,20
'057903044,1997,143,16
'057903045,1997,99,11.8
'057903047,1997,.,.
'057903101,1997,98,21.2
'057903102,1997,148,19.5
'057903103,1997,82,24.5
'057903105,1997,107,18.2
'057903106,1997,116,24.2
'057903107,1997,104,17.9
'057903108,1997,86,15.3
'057903109,1997,121,20.7
'057903110,1997,88,18.9
'057903111,1997,76,15.6
'057903112,1997,70,15.5
'057903113,1997,155,27.3
'057903114,1997,30,7.4
'057903116,1997,59,10.2
'057903117,1997,14,70
'057903118,1997,47,10.5
'057903119,1997,147,31
'057903120,1997,355,39.7
'057903121,1997,.,.
'057903122,1997,79,10.9
'057903124,1997,85,16.3
'057903125,1997,122,26.9
'057903126,1997,33,7.6
'057904001,1997,331,19.5
'057904041,1997,166,15.3
'057904101,1997,39,14.2
'057904102,1997,65,17
'057904103,1997,70,13.9
'057904104,1997,94,19.5
'057904105,1997,64,17.2
'057904106,1997,60,12
'057904107,1997,71,16.4
'057905001,1997,693,30.3
'057905002,1997,519,29.8
'057905003,1997,381,33.2
'057905006,1997,660,39.2
'057905007,1997,525,32.8
'057905008,1997,724,34.2
'057905009,1997,344,23
'057905011,1997,.,.
'057905012,1997,242,25.7
'057905013,1997,329,28.6
'057905014,1997,596,37.2
'057905015,1997,363,32
'057905016,1997,564,35.3
'057905017,1997,599,31.2
'057905018,1997,791,29.4
'057905019,1997,110,49.1
'057905020,1997,236,81.7
'057905021,1997,424,24.4
'057905022,1997,510,28.1
'057905023,1997,515,24.5
'057905024,1997,599,33.1
'057905025,1997,772,19.4
'057905026,1997,4,2.3
'057905027,1997,258,73.7
'057905029,1997,.,.
'057905030,1997,.,.
'057905032,1997,275,34.9
'057905033,1997,18,2.7
'057905034,1997,31,4.6
'057905036,1997,10,1.6
'057905037,1997,5,3.3
'057905038,1997,11,2.9
'057905039,1997,2,1.3
'057905042,1997,113,11.9
'057905043,1997,349,28.6
'057905044,1997,425,28.6
'057905045,1997,301,28
'057905046,1997,330,29.7
'057905047,1997,298,29.4
'057905048,1997,297,29
'057905049,1997,463,19.5
'057905050,1997,188,24.7
'057905051,1997,269,23.7
'057905052,1997,432,35.4
'057905053,1997,349,24.8
'057905054,1997,229,23.8
'057905055,1997,288,31.8
'057905058,1997,235,24.9
'057905059,1997,275,22
'057905060,1997,286,32
'057905063,1997,269,31.9
'057905064,1997,564,72.6
'057905065,1997,347,27.3
'057905069,1997,208,25.6
'057905071,1997,17,11.1
'057905072,1997,288,29.9
'057905073,1997,20,5.4
'057905074,1997,256,26
'057905078,1997,.,.
'057905081,1997,.,.
'057905090,1997,65,44.2
'057905091,1997,.,.
'057905095,1997,1644,100
'057905097,1997,.,.
'057905101,1997,265,27
'057905103,1997,92,23.3
'057905104,1997,262,28.7
'057905105,1997,140,26.2
'057905106,1997,58,29.6
'057905108,1997,338,45.4
'057905109,1997,164,24.3
'057905110,1997,235,29.8
'057905111,1997,136,23.9
'057905112,1997,423,39.6
'057905113,1997,101,35.2
'057905114,1997,183,26.2
'057905115,1997,222,28.9
'057905116,1997,464,31.7
'057905117,1997,164,28.6
'057905118,1997,226,32.4
'057905119,1997,132,21.6
'057905120,1997,121,27.1
'057905121,1997,204,27.8
'057905122,1997,54,20.6
'057905124,1997,162,39.1
'057905125,1997,177,24.9
'057905126,1997,138,22.4
'057905127,1997,172,57.9
'057905128,1997,142,34.1
'057905129,1997,418,43.1
'057905130,1997,191,17.5
'057905131,1997,323,35.4
'057905132,1997,116,31.2
'057905133,1997,276,29.8
'057905134,1997,33,6.5
'057905135,1997,54,15.1
'057905136,1997,196,24
'057905137,1997,147,21.8
'057905139,1997,181,35.6
'057905140,1997,90,26.4
'057905142,1997,156,26.1
'057905143,1997,253,36.3
'057905144,1997,168,37.5
'057905145,1997,372,31.7
'057905146,1997,73,24.8
'057905147,1997,295,36
'057905148,1997,140,37.3
'057905149,1997,171,20.3
'057905150,1997,99,35.1
'057905151,1997,36,31.6
'057905152,1997,319,30.8
'057905153,1997,179,27.8
'057905156,1997,132,23.9
'057905157,1997,181,26.2
'057905158,1997,241,21.5
'057905159,1997,407,37.8
'057905160,1997,171,25.1
'057905161,1997,235,29
'057905162,1997,60,11.8
'057905163,1997,172,29.2
'057905164,1997,199,20.6
'057905166,1997,141,19.6
'057905167,1997,184,26
'057905168,1997,164,22.2
'057905169,1997,218,27.8
'057905170,1997,226,34.2
'057905171,1997,151,19.8
'057905173,1997,131,16
'057905174,1997,165,29.2
'057905175,1997,147,25.8
'057905177,1997,355,34.5
'057905178,1997,185,33.9
'057905180,1997,158,24
'057905181,1997,569,41.8
'057905182,1997,271,30
'057905183,1997,92,18.3
'057905184,1997,95,24.3
'057905185,1997,102,22.7
'057905186,1997,192,31.3
'057905187,1997,205,38
'057905188,1997,218,20.9
'057905189,1997,74,24
'057905190,1997,165,24.2
'057905191,1997,107,25.6
'057905192,1997,183,23.2
'057905193,1997,255,30.8
'057905194,1997,113,22.1
'057905195,1997,276,35.1
'057905196,1997,74,30.5
'057905197,1997,248,29.3
'057905198,1997,261,29.8
'057905199,1997,196,26.5
'057905200,1997,213,29.8
'057905201,1997,182,22.3
'057905202,1997,176,30.3
'057905203,1997,222,33.7
'057905204,1997,268,28.2
'057905205,1997,113,26.7
'057905206,1997,174,28.5
'057905207,1997,238,38.4
'057905208,1997,200,31.2
'057905209,1997,227,30.5
'057905210,1997,191,22.5
'057905211,1997,283,31.9
'057905212,1997,23,4.9
'057905213,1997,127,23
'057905214,1997,250,26.6
'057905215,1997,90,11.7
'057905216,1997,427,29.1
'057905217,1997,180,28.3
'057905218,1997,335,35.1
'057905219,1997,73,10.3
'057905220,1997,188,26.1
'057905221,1997,56,41.2
'057905222,1997,194,27
'057905224,1997,51,12.9
'057905225,1997,391,35.3
'057905226,1997,122,21.3
'057905227,1997,53,35.1
'057905228,1997,84,22.8
'057905229,1997,209,24.3
'057905230,1997,108,23.1
'057905232,1997,317,37.1
'057905233,1997,176,27.8
'057905235,1997,213,33.3
'057905236,1997,272,37.9
'057905237,1997,290,29.5
'057905242,1997,96,27
'057905246,1997,125,27.4
'057905248,1997,83,47.2
'057905249,1997,151,28.5
'057905250,1997,153,43.1
'057905251,1997,86,13.3
'057905255,1997,76,27.3
'057905256,1997,61,28
'057905258,1997,.,.
'057905260,1997,56,19
'057905262,1997,92,21
'057905263,1997,171,32.6
'057905264,1997,249,37.5
'057905265,1997,112,14.1
'057905266,1997,103,25
'057905267,1997,130,30.4
'057905268,1997,.,.
'057905269,1997,.,.
'057905271,1997,.,.
'057905272,1997,.,.
'057905273,1997,.,.
'057905274,1997,.,.
'057905276,1997,.,.
'057905277,1997,.,.
'057906001,1997,375,17.1
'057906041,1997,146,20
'057906042,1997,91,17.2
'057906102,1997,102,25
'057906103,1997,96,21.8
'057906104,1997,110,15.3
'057906105,1997,78,18.3
'057906106,1997,69,15.7
'057906107,1997,76,17.8
'057906108,1997,129,25.6
'057907001,1997,436,17.4
'057907003,1997,209,21.3
'057907004,1997,121,77.6
'057907007,1997,.,.
'057907041,1997,204,19.7
'057907042,1997,179,18.2
'057907101,1997,125,28.9
'057907102,1997,106,18.7
'057907103,1997,125,23.8
'057907104,1997,101,22.4
'057907105,1997,53,15.1
'057907106,1997,68,19.6
'057907107,1997,102,21.1
'057907108,1997,123,16.5
'057907109,1997,124,18.7
'057907110,1997,126,20.2
'057909002,1997,458,18.3
'057909003,1997,559,22
'057909004,1997,575,25.9
'057909005,1997,537,22
'057909006,1997,155,78.3
'057909008,1997,462,18.7
'057909009,1997,.,.
'057909041,1997,49,5.2
'057909042,1997,171,17.5
'057909043,1997,337,30.6
'057909044,1997,28,13.6
'057909045,1997,178,22.2
'057909046,1997,188,18.4
'057909047,1997,199,24.8
'057909048,1997,192,23.6
'057909049,1997,149,14.3
'057909050,1997,158,13.7
'057909051,1997,248,20.3
'057909052,1997,190,16.7
'057909053,1997,508,100
'057909101,1997,55,22.4
'057909102,1997,95,30.8
'057909103,1997,106,31.9
'057909105,1997,56,25.8
'057909107,1997,72,12.7
'057909108,1997,53,15.3
'057909109,1997,53,21.5
'057909110,1997,143,27.9
'057909111,1997,25,5.1
'057909112,1997,153,25.8
'057909113,1997,117,22.3
'057909115,1997,43,20.9
'057909116,1997,207,36.1
'057909117,1997,84,26.3
'057909119,1997,76,21.3
'057909120,1997,69,23.5
'057909121,1997,156,26.1
'057909122,1997,31,8.6
'057909123,1997,116,20.4
'057909124,1997,96,16.4
'057909125,1997,30,8.1
'057909126,1997,94,26.9
'057909127,1997,90,26
'057909128,1997,137,19.4
'057909129,1997,195,37.1
'057909132,1997,87,12.7
'057909133,1997,128,20.9
'057909134,1997,84,14.2
'057909135,1997,29,74.4
'057909136,1997,158,21.9
'057909137,1997,97,13.9
'057909138,1997,148,21.4
'057909139,1997,127,19.2
'057909140,1997,224,24
'057909141,1997,90,12.4
'057909142,1997,113,15.9
'057909143,1997,140,20
'057909144,1997,115,17.5
'057909145,1997,136,17
'057909146,1997,155,20.8
'057909147,1997,103,15.7
'057909148,1997,.,.
'057910002,1997,676,27.6
'057910003,1997,493,18.3
'057910004,1997,794,100
'057910008,1997,.,.
'057910041,1997,236,28.4
'057910043,1997,141,23.8
'057910044,1997,197,26.4
'057910045,1997,202,19.3
'057910046,1997,325,91.5
'057910047,1997,95,11.9
'057910048,1997,208,21.9
'057910101,1997,122,30.5
'057910102,1997,199,35
'057910103,1997,166,30.2
'057910104,1997,71,25.4
'057910105,1997,80,26.5
'057910106,1997,63,13.2
'057910107,1997,208,37.9
'057910108,1997,81,31
'057910109,1997,126,21.5
'057910110,1997,76,23.5
'057910111,1997,136,18.7
'057910113,1997,129,23.5
'057910116,1997,167,22.7
'057910118,1997,165,27.8
'057910119,1997,78,13.2
'057910120,1997,89,19.8
'057910121,1997,88,14.5
'057911001,1997,87,6.1
'057911041,1997,49,5.8
'057911101,1997,25,6.9
'057911102,1997,55,10.7
'057911103,1997,8,1.8
'057911104,1997,24,4.4
'057911105,1997,40,4.5
'057912002,1997,670,27.4
'057912003,1997,547,23.7
'057912004,1997,501,22
'057912005,1997,257,84
'057912009,1997,.,.
'057912041,1997,323,25.4
'057912042,1997,308,25.6
'057912043,1997,253,22.9
'057912044,1997,179,16.7
'057912045,1997,318,28.8
'057912046,1997,268,27.7
'057912101,1997,231,28.7
'057912102,1997,178,21.9
'057912103,1997,186,27.2
'057912104,1997,24,72.7
'057912105,1997,264,26.9
'057912106,1997,221,29
'057912107,1997,224,30.5
'057912108,1997,180,26.9
'057912109,1997,255,28.3
'057912111,1997,192,27.3
'057912112,1997,203,27.3
'057912113,1997,172,22.8
'057912114,1997,254,28.9
'057912116,1997,244,26.9
'057912118,1997,101,13.3
'057912119,1997,190,28.7
'057912120,1997,106,14.1
'057912121,1997,231,26.1
'057912122,1997,.,.
'057912197,1997,2,18.2
'057912199,1997,30,85.7
'057912698,1997,.,.
'057913001,1997,303,25
'057913041,1997,189,23.3
'057913101,1997,71,25.5
'057913102,1997,41,20.8
'057913103,1997,73,22
'057913105,1997,86,15
'057913106,1997,99,24.8
'057913107,1997,112,25.9
'057914001,1997,689,23.6
'057914002,1997,492,20.3
'057914003,1997,340,22.8
'057914004,1997,253,14.6
'057914041,1997,203,16.7
'057914042,1997,130,18.3
'057914043,1997,162,24.6
'057914044,1997,214,20.2
'057914045,1997,335,29.2
'057914046,1997,102,12.1
'057914101,1997,107,13.8
'057914102,1997,112,19.9
'057914103,1997,107,20.4
'057914104,1997,212,28.3
'057914105,1997,184,22.1
'057914106,1997,164,24.6
'057914107,1997,70,20.9
