DISTRICT,YEAR,DA0GH05N,DA0GH05P,DA0GM05N,DA0GM05P,DA0GR05N,DA0GR05P,DA0LV05R,DAPID06N,DAPID06R,DAUND05C,DB0GR05N,DB0GR05P,DH0GR05N,DH0GR05P,DI0GR05N,DI0GR05P,DP0GR05N,DP0GR05P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR05N,DS0GR05P,DW0GR05N,DW0GR05P
'117903,2006,39,58.2,28,41.8,67,100,0,0,0,0,0,0,4,6,0,0,0,0,4.8,0,0,0,4.4,6.7,2,3.4,2.4,8.3,0,0,0,0,0,0,0,0,863,0,0,13,1.5,16,1.8,306,35.5,52,6,75,8.7,67,7.8,54,6.3,58,6.7,59,6.8,60,7,68,7.9,84,9.7,62,7.2,68,7.9,68,7.9,5,0.6,38,4.4,58,6.7,25,2.9,46,5.3,12,1.4,0,0,2,0.2,364,42.2,137,15.9,143,16.6,790,91.5,13,19.4,63,94
'117904,2006,38,82.6,8,17.4,46,100,0,0,0,0,0,0,10,21.7,0,0,0,0,16,2.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,627,2,0.3,4,0.6,1,0.1,360,57.4,37,5.9,32,5.1,46,7.3,34,5.4,36,5.7,44,7,35,5.6,42,6.7,56,8.9,56,8.9,57,9.1,51,8.1,0,0,26,4.1,39,6.2,62,9.9,70,11.2,27,4.3,3,0.5,0,0,165,26.3,108,17.2,36,5.7,526,83.9,5,10.9,36,78.3
'117907,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,.,.,.,99,0,0,1,1,0,0,57,57.6,19,19.2,18,18.2,17,17.2,16,16.2,10,10.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.1,15,15.2,0,0,26,26.3,1,1,6,6.1,0,0,45,45.5,13,13.1,0,0,71,71.7,0,.,0,.
'118902,2006,22,78.6,6,21.4,28,100,0,0,0,0,2,7.1,8,28.6,0,0,0,0,7.1,0,0,0,0,0,3.8,0,0,100,50,0,0,0,0,0,0,0,355,6,1.7,17,4.8,6,1.5,152,42.8,20,5.6,15,4.2,26,7.3,24,6.8,27,7.6,29,8.2,34,9.6,32,9,44,12.4,30,8.5,24,6.8,28,7.9,1,0.3,25,7,21,5.9,0,0,95,26.8,0,0,6,1.7,0,0,130,36.6,39,11,180,50.7,243,68.5,4,14.3,18,64.3
'119901,2006,15,88.2,2,11.8,17,100,0,0,0,0,0,0,2,11.8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,286,0,0,3,1,0,0,158,55.2,25,8.7,30,10.5,14,4.9,23,8,17,5.9,13,4.5,18,6.3,21,7.3,18,6.3,26,9.1,20,7,22,7.7,0,0,26,9.1,19,6.6,20,7,24,8.4,1,0.3,0,0,1,0.3,88,30.8,41,14.3,85,29.7,257,89.9,1,5.9,15,88.2
'119902,2006,46,75.4,15,24.6,61,100,0,1,0.1,0,1,1.6,3,4.9,0,0,0,0,10,3.8,3.9,10.4,4.6,0,1.4,1.7,8.5,18.2,20,0,0,0,0,0,0,23.5,970,56,5.8,16,1.6,50,4.5,447,46.1,88,9.1,68,7,67,6.9,62,6.4,54,5.6,72,7.4,74,7.6,82,8.5,74,7.6,70,7.2,69,7.1,67,6.9,3,0.3,85,8.8,85,8.8,35,3.6,150,15.5,1,0.1,56,5.8,7,0.7,341,35.2,129,13.3,248,25.6,796,82.1,15,24.6,57,93.4
'119903,2006,18,78.3,5,21.7,23,100,0,1,0.2,0,0,0,2,8.7,0,0,0,0,13,0,4.3,0,9.5,0,0,0,0,100,0,0,0,0,0,0,0,16.7,405,6,1.5,1,0.2,4,0.9,172,42.5,31,7.7,23,5.7,25,6.2,25,6.2,42,10.4,27,6.7,36,8.9,31,7.7,38,9.4,32,7.9,28,6.9,25,6.2,0,0,36,8.9,26,6.4,16,4,39,9.6,1,0.2,6,1.5,0,0,157,38.8,35,8.6,89,22,364,89.9,5,21.7,21,91.3
'120901,2006,75,68.8,34,31.2,109,100,0,0,0,0,10,9.2,34,31.2,0,0,0,0,0,0,0,0,0,0.9,1,0,1.2,7.1,5.9,0,0,0,0,0,0,0,1464,110,7.5,229,15.6,38,2.3,783,53.5,112,7.7,111,7.6,104,7.1,125,8.5,102,7,90,6.1,129,8.8,115,7.9,119,8.1,110,7.5,97,6.6,81,5.5,8,0.5,110,7.5,117,8,44,3,522,35.7,2,0.1,116,7.9,2,0.1,593,40.5,188,12.8,405,27.7,709,48.4,7,6.4,65,59.6
'120902,2006,36,83.7,7,16.3,43,100,0,0,0,0,1,2.3,11,25.6,0,0,0,0,7.3,0,2.9,0,0,0,1.8,0,2.9,0,0,0,0,0,0,0,0,16.7,655,41,6.3,21,3.2,15,2.2,320,48.9,48,7.3,50,7.6,49,7.5,50,7.6,45,6.9,40,6.1,43,6.6,55,8.4,52,7.9,47,7.2,53,8.1,52,7.9,0,0,38,5.8,43,6.6,28,4.3,284,43.4,0,0,42,6.4,2,0.3,237,36.2,64,9.8,186,28.4,348,53.1,3,7,31,72.1
'120905,2006,58,87.9,8,12.1,66,100,0,0,0,0,0,0,12,18.2,0,0,0,0,0,4,0,0,0,2.8,4.1,1.3,3,0,0,16.7,0,0,0,0,0,0,983,29,3,17,1.7,13,1.3,294,29.9,77,7.8,66,6.7,71,7.2,56,5.7,69,7,75,7.6,92,9.4,79,8,85,8.6,76,7.7,83,8.4,70,7.1,2,0.2,77,7.8,66,6.7,16,1.6,200,20.3,0,0,29,3,1,0.1,349,35.5,98,10,296,30.1,765,77.8,3,4.5,54,81.8
'121902,2006,5,71.4,2,28.6,7,100,0,2,0.6,0,1,14.3,0,0,0,0,0,0,15.8,4.5,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,20,0,100,298,0,0,25,8.4,2,0.6,199,66.8,18,6,27,9.1,22,7.4,13,4.4,20,6.7,28,9.4,32,10.7,21,7,21,7,21,7,19,6.4,14,4.7,0,0,2,0.7,26,8.7,16,5.4,11,3.7,0,0,0,0,1,0.3,40,13.4,69,23.2,25,8.4,261,87.6,1,14.3,6,85.7
'121903,2006,76,77.6,22,22.4,98,100,0.3,1,0.1,2,3,3.1,3,3.1,0,0,0,0,3.3,2,2.3,0,2,7.4,4.1,3.5,6.6,13.6,0,0,0,0,0,0,0,18.2,1459,2,0.1,58,4,10,0.6,960,65.8,110,7.5,103,7.1,125,8.6,102,7,127,8.7,125,8.6,111,7.6,97,6.6,106,7.3,106,7.3,101,6.9,100,6.9,0,0,57,3.9,108,7.4,38,2.6,26,1.8,18,1.2,2,0.1,5,0.3,514,35.2,186,12.7,226,15.5,1352,92.7,15,15.3,92,93.9
'121904,2006,104,57.5,77,42.5,181,100,0,3,0.1,0,72,39.8,13,7.2,2,1.1,3,1.7,5,1.6,3.5,2.9,4.6,1.5,6.2,2.1,2.3,6.1,0,2.5,0,3.7,3.6,5.7,0,0,2882,107,3.7,1200,41.6,217,6.4,1915,66.4,231,8,210,7.3,201,7,227,7.9,194,6.7,184,6.4,222,7.7,222,7.7,220,7.6,220,7.6,207,7.2,169,5.9,2,0.1,158,5.5,215,7.5,158,5.5,240,8.3,5,0.2,127,4.4,19,0.7,1301,45.1,365,12.7,695,24.1,1418,49.2,27,14.9,91,50.3
'121905,2006,46,51.1,44,48.9,90,100,0,4,0.2,0,21,23.3,1,1.1,0,0,0,0,7.7,7.4,1.1,3.9,7.5,0,1.9,0,4,20,0,0,0,0,0,0,0,0,1525,24,1.6,239,15.7,24,1.4,837,54.9,113,7.4,102,6.7,111,7.3,115,7.5,122,8,119,7.8,127,8.3,110,7.2,139,9.1,99,6.5,106,7,111,7.3,5,0.3,60,3.9,98,6.4,48,3.1,51,3.3,4,0.3,26,1.7,4,0.3,674,44.2,191,12.5,434,28.5,1227,80.5,22,24.4,68,75.6
'121906,2006,19,73.1,7,26.9,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,2.9,0,0,0,0,0,0,0,20,0,0,0,453,0,0,1,0.2,0,0,167,36.9,37,8.2,24,5.3,31,6.8,37,8.2,31,6.8,38,8.4,29,6.4,42,9.3,39,8.6,28,6.2,28,6.2,31,6.8,1,0.2,23,5.1,30,6.6,27,6,6,1.3,0,0,0,0,0,0,185,40.8,59,13,120,26.5,446,98.5,2,7.7,26,100
'122901,2006,29,67.4,14,32.6,43,100,0,0,0,0,2,4.7,13,30.2,0,0,2,4.7,0,6.7,0,5.9,0,0,0,0,12.5,0,0,33.3,0,0,0,0,0,33.3,349,19,5.4,7,2,0,0,92,26.4,17,4.9,21,6,18,5.2,17,4.9,18,5.2,20,5.7,24,6.9,26,7.4,45,12.9,45,12.9,45,12.9,40,11.5,1,0.3,15,4.3,12,3.4,0,0,99,28.4,1,0.3,21,6,3,0.9,185,53,120,34.4,105,30.1,239,68.5,9,20.9,26,60.5
'122902,2006,3,100,0,0,3,100,0,0,0,0,0,0,2,66.7,0,0,0,0,0,0,.,0,0,0,0,0,0,.,.,.,.,0,.,.,0,.,41,3,7.3,0,0,0,0,29,70.7,4,9.8,2,4.9,5,12.2,1,2.4,2,4.9,4,9.8,2,4.9,1,2.4,6,14.6,1,2.4,4,9.8,4,9.8,0,0,5,12.2,3,7.3,2,4.9,27,65.9,0,0,3,7.3,0,0,20,48.8,3,7.3,0,0,14,34.1,0,0,1,33.3
'123801,2006,0,.,0,.,.,.,0,1,0.2,0,0,.,0,.,0,.,0,.,4.5,8.3,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,356,10,2.8,334,93.8,0,0,352,98.9,26,7.3,16,4.5,13,3.7,14,3.9,11,3.1,13,3.7,23,6.5,9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,39,11,192,53.9,13,3.7,0,0,10,2.8,5,1.4,188,52.8,22,6.2,0,0,4,1.1,0,.,0,.
'123802,2006,4,8.3,44,91.7,48,100,0,0,0,0,41,85.4,0,0,0,0,1,2.1,.,.,.,.,.,100,17.6,30,.,.,.,.,.,.,.,.,0,.,172,3,1.7,139,80.8,0,0,105,61,0,0,0,0,0,0,0,0,0,0,6,3.5,11,6.4,23,13.4,58,33.7,29,16.9,26,15.1,19,11,0,0,0,0,0,0,0,0,9,5.2,0,0,3,1.7,3,1.7,156,90.7,22,12.8,29,16.9,21,12.2,12,25,6,12.5
'123803,2006,26,100,0,0,26,100,0,4,1,0,24,92.3,0,0,0,0,0,0,7.1,3.6,0,0,5,0,0,0,4.2,0,.,0,0,0,16.7,0,0,.,343,0,0,329,95.9,0,0,207,60.3,48,14,30,8.7,21,6.1,28,8.2,31,9,29,8.5,19,5.5,19,5.5,0,0,0,0,0,0,0,0,0,0,0,0,41,12,77,22.4,8,2.3,1,0.3,0,0,1,0.3,175,51,17,5,0,0,4,1.2,8,30.8,2,7.7
'123804,2006,11,28.2,28,71.8,39,100,3.2,0,0,10,37,94.9,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,231,0,0,214,92.6,0,0,149,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,21.2,78,33.8,68,29.4,36,15.6,0,0,0,0,0,0,0,0,4,1.7,0,0,0,0,3,1.3,181,78.4,24,10.4,0,0,10,4.3,5,12.8,2,5.1
'123805,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,5.3,0,0,33.3,15.4,0,7.7,0,19,0,0,.,0,0,0,0,12.5,100,227,0,0,170,74.9,0,0,190,83.7,22,9.7,19,8.4,10,4.4,18,7.9,17,7.5,27,11.9,25,11,34,15,0,0,0,0,0,0,0,0,0,0,0,0,26,11.5,29,12.8,11,4.8,0,0,0,0,0,0,50,22,23,10.1,0,0,46,20.3,0,.,0,.
'123905,2006,247,73.1,91,26.9,338,100,0.1,9,0.2,3,9,2.7,12,3.6,0,0,15,4.4,2.8,0.6,0.3,0.3,1,0.6,1.2,0,2.1,6.5,4.3,1.7,0,5,0,0,1.2,1.8,4901,114,2.3,223,4.6,137,2.5,1433,29.2,396,8.1,351,7.2,362,7.4,358,7.3,356,7.3,362,7.4,376,7.7,387,7.9,455,9.3,365,7.4,359,7.3,288,5.9,31,0.6,413,8.4,368,7.5,87,1.8,391,8,7,0.1,120,2.4,220,4.5,1824,37.2,683,13.9,1236,25.2,4060,82.8,40,11.8,302,89.3
'123907,2006,450,83.5,89,16.5,539,100,0.1,39,0.4,4,314,58.3,134,24.9,0,0,54,10,4.5,4.1,3.3,3.4,2.2,0.3,1.3,0.8,3.7,3,7.4,1.4,1,1.1,0,0,0,14,9211,639,6.9,4959,53.8,310,2.9,7831,85,698,7.6,671,7.3,684,7.4,673,7.3,694,7.5,662,7.2,710,7.7,673,7.3,670,7.3,716,7.8,588,6.4,470,5.1,18,0.2,216,2.3,720,7.8,564,6.1,3083,33.5,11,0.1,1162,12.6,663,7.2,4956,53.8,871,9.5,1895,20.6,495,5.4,49,9.1,37,6.9
'123908,2006,234,68.6,107,31.4,341,100,0.2,6,0.1,6,0,0,39,11.4,3,0.9,8,2.3,5.9,1.6,0,0.3,1.4,0.9,0.9,0.3,3.6,11.4,4.8,3.6,0,5.6,0,2.2,4.5,8.1,4640,80,1.7,114,2.5,51,1,1356,29.2,352,7.6,313,6.7,296,6.4,347,7.5,338,7.3,338,7.3,373,8,383,8.3,428,9.2,338,7.3,347,7.5,365,7.9,15,0.3,187,4,335,7.2,72,1.6,408,8.8,40,0.9,86,1.9,182,3.9,1822,39.3,522,11.3,1174,25.3,3896,84,40,11.7,291,85.3
'123910,2006,805,75.2,265,24.8,1070,100,0,32,0.1,1,657,61.4,79,7.4,2,0.2,26,2.4,2.9,2.3,1.8,0.7,3.1,3.1,2.3,0.9,2.9,7.9,4.7,2.8,3,5,2,1.9,1.7,8,19534,1088,5.6,12595,64.5,768,3.5,12543,64.2,1352,6.9,1384,7.1,1415,7.2,1389,7.1,1510,7.7,1514,7.8,1471,7.5,1404,7.2,1795,9.2,1427,7.3,1191,6.1,1142,5.8,71,0.4,1991,10.2,1398,7.2,1071,5.5,2496,12.8,35,0.2,1143,5.9,588,3,9070,46.4,2031,10.4,3800,19.5,3820,19.6,143,13.4,306,28.6
'123913,2006,12,57.1,9,42.9,21,100,0,2,0.7,0,1,4.8,2,9.5,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,2,0.8,34,13.7,15,5.6,168,67.7,14,5.6,9,3.6,11,4.4,18,7.3,17,6.9,19,7.7,17,6.9,27,10.9,27,10.9,20,8.1,25,10.1,25,10.1,1,0.4,14,5.6,9,3.6,9,3.6,29,11.7,1,0.4,2,0.8,4,1.6,42,16.9,22,8.9,42,16.9,180,72.6,6,28.6,18,85.7
'123914,2006,94,80.3,23,19.7,117,100,0.1,0,0,1,2,1.7,6,5.1,0,0,1,0.9,4,0,2.8,1,2.7,0.8,2.9,0.8,0,0,0,0,0,4.3,0,0,0,3.1,1792,39,2.2,93,5.2,34,1.8,491,27.4,120,6.7,115,6.4,126,7,127,7.1,127,7.1,131,7.3,146,8.1,148,8.3,159,8.9,150,8.4,143,8,142,7.9,6,0.3,112,6.3,120,6.7,32,1.8,169,9.4,4,0.2,45,2.5,15,0.8,650,36.3,240,13.4,504,28.1,1511,84.3,10,8.5,108,92.3
'124901,2006,63,87.5,9,12.5,72,100,0,0,0,0,0,0,68,94.4,1,1.4,0,0,16.3,5.7,3.3,0,4.8,0,1.5,1.5,2.7,16.7,0,0,0,0,0,0,0,14.3,1124,217,19.3,2,0.2,66,5.5,847,75.4,96,8.5,87,7.7,78,6.9,68,6,74,6.6,71,6.3,89,7.9,75,6.7,84,7.5,75,6.7,82,7.3,88,7.8,0,0,96,8.5,71,6.3,86,7.7,1079,96,6,0.5,217,19.3,0,0,773,68.8,143,12.7,309,27.5,37,3.3,7,9.7,3,4.2
'125901,2006,206,84.8,37,15.2,243,100,0,0,0,0,1,0.4,210,86.4,0,0,1,0.4,3.9,3.2,4.1,0.9,15.5,0,2.9,1.4,0,20.5,12.2,3.8,4.1,14.7,6.5,0,17.1,0,5621,260,4.6,25,0.4,110,1.8,3840,68.3,473,8.4,434,7.7,442,7.9,385,6.8,455,8.1,338,6,381,6.8,446,7.9,503,8.9,380,6.8,392,7,304,5.4,14,0.2,459,8.2,405,7.2,269,4.8,5098,90.7,6,0.1,286,5.1,27,0.5,2818,50.1,605,10.8,1270,22.6,465,8.3,32,13.2,31,12.8
'125902,2006,38,74.5,13,25.5,51,100,0.9,2,0.3,3,0,0,49,96.1,0,0,0,0,0,0,6.3,0,13.8,4.5,0,0,7.3,.,0,16.7,0,0,0,0,0,100,604,59,9.8,1,0.2,0,0,416,68.9,42,7,36,6,38,6.3,45,7.5,43,7.1,34,5.6,50,8.3,47,7.8,56,9.3,55,9.1,44,7.3,35,5.8,0,0,58,9.6,50,8.3,29,4.8,557,92.2,1,0.2,62,10.3,0,0,267,44.2,65,10.8,134,22.2,45,7.5,4,7.8,2,3.9
'125903,2006,74,75.5,24,24.5,98,100,0,3,0.2,0,0,0,59,60.2,0,0,0,0,7.2,1.9,3.1,0.8,1,0,0,0,0.9,0,0,0,0,0,0,0,5.6,14.3,1652,44,2.7,4,0.2,38,2.1,984,59.6,122,7.4,129,7.8,122,7.4,116,7,139,8.4,117,7.1,133,8.1,117,7.1,146,8.8,124,7.5,101,6.1,92,5.6,0,0,170,10.3,132,8,62,3.8,917,55.5,2,0.1,46,2.8,4,0.2,653,39.5,190,11.5,399,24.2,725,43.9,16,16.3,39,39.8
'125905,2006,49,80.3,12,19.7,61,100,0,0,0,0,0,0,55,90.2,0,0,0,0,6,7.7,9.8,0,2.1,0,1.7,0,10.5,42.9,16.7,0,0,6.7,0,7.1,0,.,810,100,12.3,3,0.4,31,3.1,600,74.1,45,5.6,57,7,44,5.4,48,5.9,61,7.5,62,7.7,72,8.9,63,7.8,91,11.2,65,8,71,8.8,68,8.4,0,0,72,8.9,49,6,14,1.7,736,90.9,0,0,105,13,2,0.2,427,52.7,134,16.5,206,25.4,69,8.5,5,8.2,6,9.8
'125906,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,.,.,0,0,0,0,0,.,.,.,.,0,75,6,8,0,0,0,0,43,57.3,13,17.3,15,20,13,17.3,10,13.3,10,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22.7,11,14.7,3,4,63,84,0,0,6,8,1,1.3,18,24,7,9.3,0,0,11,14.7,0,.,0,.
'126901,2006,129,67.9,61,32.1,190,100,0,10,0.2,0,10,5.3,25,13.2,0,0,1,0.5,6.1,4.4,2.4,1,5.1,0.9,3,1.9,1.9,16.1,12.5,3.2,0,5.7,9.1,0,0,12,3368,208,6.2,144,4.3,83,2.2,1787,53.1,244,7.2,253,7.5,268,8,232,6.9,248,7.4,208,6.2,274,8.1,253,7.5,281,8.3,284,8.4,245,7.3,199,5.9,6,0.2,163,4.8,261,7.7,112,3.3,734,21.8,10,0.3,225,6.7,9,0.3,1400,41.6,375,11.1,539,16,2471,73.4,28,14.7,154,81.1
'126902,2006,326,69.5,143,30.5,469,100,0.5,76,0.8,18,4,0.9,42,9,1,0.2,1,0.2,0.8,1.8,0.6,0.6,1.8,2.2,1.6,1.4,2.2,3.5,3.8,2.9,1.7,1.2,0,4.7,8.3,11.7,7977,107,1.3,180,2.3,188,2.3,2000,25.1,634,7.9,636,8,618,7.7,610,7.6,593,7.4,597,7.5,620,7.8,636,8,695,8.7,606,7.6,562,7,455,5.7,29,0.4,421,5.3,579,7.3,107,1.3,791,9.9,43,0.5,108,1.4,60,0.8,2223,27.9,750,9.4,2073,26,6903,86.5,23,4.9,421,89.8
'126903,2006,190,57.1,143,42.9,333,100,1.2,35,0.5,35,14,4.2,69,20.7,0,0,0,0,2.8,2.2,1.7,2.3,8.4,0.3,0.5,0.5,0.4,4.4,2.9,0,2.4,1.5,2.6,0,1.5,1.7,6524,924,14.2,359,5.5,185,2.6,3242,49.7,556,8.5,549,8.4,529,8.1,534,8.2,510,7.8,457,7,471,7.2,451,6.9,568,8.7,424,6.5,342,5.2,315,4.8,22,0.3,776,11.9,543,8.3,253,3.9,2091,32.1,31,0.5,933,14.3,65,1,3091,47.4,821,12.6,1167,17.9,3978,61,37,11.1,250,75.1
'126904,2006,62,80.5,15,19.5,77,100,0.2,3,0.2,1,0,0,6,7.8,0,0,0,0,3,5.6,1.5,2.6,0,4.4,5.8,2.5,7,5.3,9.1,0,0,7.7,0,0,0,7.7,1091,33,3,44,4,16,1.3,407,37.3,77,7.1,84,7.7,72,6.6,79,7.2,95,8.7,81,7.4,83,7.6,95,8.7,96,8.8,75,6.9,86,7.9,72,6.6,0,0,51,4.7,69,6.3,27,2.5,154,14.1,4,0.4,33,3,2,0.2,309,28.3,163,14.9,217,19.9,887,81.3,9,11.7,71,92.2
'126905,2006,149,54.6,124,45.4,273,100,0.4,5,0.1,9,3,1.1,27,9.9,0,0,2,0.7,7.9,4,2.3,2.7,1.8,0.4,2.4,1.1,6.4,11.4,9.7,2.8,4.4,2,2,13.6,1.8,28.6,4512,186,4.1,80,1.8,110,2.2,1832,40.6,346,7.7,310,6.9,337,7.5,354,7.8,308,6.8,340,7.5,357,7.9,351,7.8,383,8.5,347,7.7,306,6.8,298,6.6,12,0.3,226,5,334,7.4,129,2.9,669,14.8,13,0.3,197,4.4,20,0.4,1786,39.6,502,11.1,758,16.8,3730,82.7,34,12.5,241,88.3
'126906,2006,20,50,20,50,40,100,0.3,5,0.5,1,7,17.5,17,42.5,0,0,3,7.5,5.9,4.2,2.7,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,7.7,836,165,19.7,82,9.8,13,1.4,576,68.9,62,7.4,68,8.1,57,6.8,55,6.6,68,8.1,60,7.2,71,8.5,66,7.9,79,9.4,54,6.5,49,5.9,42,5,1,0.1,54,6.5,59,7.1,45,5.4,328,39.2,3,0.4,169,20.2,110,13.2,378,45.2,148,17.7,156,18.7,313,37.4,5,12.5,13,32.5
'126907,2006,47,58,34,42,81,100,0,2,0.2,0,0,0,7,8.6,0,0,0,0,3.8,0,0,0,2.4,5.6,0,0,8.6,33.3,0,0,0,0,0,0,0,13.3,892,8,0.9,3,0.3,12,1.2,320,35.9,71,8,59,6.6,74,8.3,59,6.6,75,8.4,54,6.1,68,7.6,61,6.8,86,9.6,72,8.1,61,6.8,63,7.1,6,0.7,127,14.2,59,6.6,24,2.7,57,6.4,0,0,9,1,0,0,289,32.4,145,16.3,194,21.7,832,93.3,14,17.3,74,91.4
'126908,2006,56,58.3,40,41.7,96,100,0.1,9,0.4,1,4,4.2,29,30.2,1,1,3,3.1,9.1,3.8,1.1,5.4,6.5,0,2.5,1,8.2,4.8,0,0,3.4,0,0,4,0,21.7,1703,194,11.4,47,2.8,53,2.6,1143,67.1,121,7.1,123,7.2,125,7.3,117,6.9,126,7.4,109,6.4,132,7.8,144,8.5,145,8.5,130,7.6,120,7,116,6.8,7,0.4,109,6.4,132,7.8,56,3.3,640,37.6,8,0.5,207,12.2,44,2.6,842,49.4,292,17.1,400,23.5,964,56.6,16,16.7,59,61.5
'126911,2006,80,97.6,2,2.4,82,100,0.1,1,0.1,1,2,2.4,5,6.1,1,1.2,0,0,1.6,0,0,0,1.2,0,2.4,1.3,15.2,8.7,0,0,0,0,0,0,0,11.1,1389,66,4.8,15,1.1,30,1.9,634,45.6,91,6.6,88,6.3,108,7.8,100,7.2,111,8,114,8.2,124,8.9,105,7.6,122,8.8,98,7.1,94,6.8,68,4.9,14,1,86,6.2,111,8,41,3,190,13.7,7,0.5,67,4.8,2,0.1,616,44.3,265,19.1,343,24.7,1175,84.6,17,20.7,74,90.2
'127901,2006,33,49.3,34,50.7,67,100,0,0,0,0,2,3,22,32.8,0,0,1,1.5,6.1,2.4,3.9,0,0,0,0,0,7.7,0,0,11.1,0,0,5.9,0,22.2,0,726,54,7.4,21,2.9,10,1.2,424,58.4,52,7.2,53,7.3,56,7.7,54,7.4,50,6.9,47,6.5,58,8,58,8,50,6.9,55,7.6,59,8.1,39,5.4,3,0.4,52,7.2,56,7.7,36,5,299,41.2,0,0,54,7.4,0,0,224,30.9,136,18.7,196,27,406,55.9,16,23.9,42,62.7
'127903,2006,19,67.9,9,32.1,28,100,0,0,0,0,4,14.3,8,28.6,0,0,0,0,0,0,3.3,0,0,0,0,0,2.8,14.3,0,0,0,0,0,0,0,0,495,18,3.6,26,5.3,11,2,323,65.3,48,9.7,36,7.3,31,6.3,34,6.9,23,4.6,33,6.7,45,9.1,35,7.1,30,6.1,38,7.7,36,7.3,30,6.1,3,0.6,36,7.3,29,5.9,44,8.9,193,39,0,0,19,3.8,2,0.4,169,34.1,93,18.8,120,24.2,274,55.4,7,25,16,57.1
'127904,2006,35,74.5,12,25.5,47,100,0,0,0,0,0,0,2,4.3,0,0,1,2.1,13.6,0,2.4,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.1,738,5,0.7,4,0.5,6,0.7,348,47.2,55,7.5,46,6.2,50,6.8,46,6.2,53,7.2,58,7.9,50,6.8,64,8.7,72,9.8,64,8.7,63,8.5,38,5.1,1,0.1,28,3.8,48,6.5,30,4.1,46,6.2,2,0.3,5,0.7,5,0.7,304,41.2,124,16.8,331,44.9,681,92.3,10,21.3,44,93.6
'127905,2006,6,54.5,5,45.5,11,100,0,0,0,0,0,0,1,9.1,0,0,0,0,20,0,0,0,12.5,0,0,0,0,100,0,0,.,0,0,0,0,.,120,0,0,2,1.7,2,1.2,92,76.7,9,7.5,8,6.7,6,5,8,6.7,3,2.5,11,9.2,12,10,11,9.2,7,5.8,5,4.2,12,10,9,7.5,0,0,10,8.3,9,7.5,10,8.3,6,5,1,0.8,0,0,0,0,36,30,24,20,33,27.5,111,92.5,3,27.3,10,90.9
'127906,2006,31,62,19,38,50,100,0,0,0,0,8,16,13,26,0,0,2,4,10.8,0,3,0,8.3,0,0,0,11.4,0,0,0,0,0,0,0,0,50,669,22,3.3,68,10.2,25,3.2,452,67.6,36,5.4,46,6.9,45,6.7,43,6.4,63,9.4,43,6.4,45,6.7,54,8.1,61,9.1,37,5.5,51,7.6,49,7.3,5,0.7,47,7,50,7.5,41,6.1,280,41.9,2,0.3,22,3.3,2,0.3,289,43.2,94,14.1,181,27.1,317,47.4,11,22,27,54
