DISTRICT,CNTYNAME,COUNTY,DFLALTED,DFLCHART,DISTNAME,D_RATING,REGION,SECS
'233901,VAL VERDE,'233,N,N,SAN FELIPE-DEL RIO CISD,M,'15,L
'233903,VAL VERDE,'233,N,N,COMSTOCK ISD,M,'15,
'234801,VAN ZANDT,'234,Y,Y,RANCH ACADEMY,X,'07,
'234902,VAN ZANDT,'234,N,N,CANTON ISD,M,'10,D
'234903,VAN ZANDT,'234,N,N,EDGEWOOD ISD,M,'07,D
'234904,VAN ZANDT,'234,N,N,GRAND SALINE ISD,M,'07,
'234905,VAN ZANDT,'234,N,N,MARTINS MILL ISD,M,'07,
'234906,VAN ZANDT,'234,N,N,VAN ISD,M,'07,
'234907,VAN ZANDT,'234,N,N,WILLS POINT ISD,M,'10,
'234909,VAN ZANDT,'234,N,N,FRUITVALE ISD,M,'07,
'235901,VICTORIA,'235,N,N,BLOOMINGTON ISD,I,'03,B
'235902,VICTORIA,'235,N,N,VICTORIA ISD,I,'03,L
'235904,VICTORIA,'235,N,N,NURSERY ISD,M,'03,
'236801,WALKER,'236,Y,Y,RAVEN SCHOOL,X,'06,
'236901,WALKER,'236,N,N,NEW WAVERLY ISD,M,'06,D
'236902,WALKER,'236,N,N,HUNTSVILLE ISD,M,'06,B
'237902,WALLER,'237,N,N,HEMPSTEAD ISD,M,'04,D
'237904,WALLER,'237,N,N,WALLER ISD,M,'04,
'237905,WALLER,'237,N,N,ROYAL ISD,M,'04,B
'238902,WARD,'238,N,N,MONAHANS-WICKETT-PYOTE ISD,M,'18,D
'238904,WARD,'238,N,N,GRANDFALLS-ROYALTY ISD,M,'18,
'239901,WASHINGTON,'239,N,N,BRENHAM ISD,M,'06,B
'239903,WASHINGTON,'239,N,N,BURTON ISD,M,'06,D
'240801,WEBB,'240,Y,Y,GATEWAY ACADEMY CHARTER DISTRICT,A,'01,B
'240901,WEBB,'240,N,N,LAREDO ISD,M,'01,L
'240903,WEBB,'240,N,N,UNITED ISD,M,'01,L
'240904,WEBB,'240,N,N,WEBB CISD,M,'01,
'241901,WHARTON,'241,N,N,BOLING ISD,M,'03,
'241902,WHARTON,'241,N,N,EAST BERNARD ISD,M,'03,
'241903,WHARTON,'241,N,N,EL CAMPO ISD,M,'03,
'241904,WHARTON,'241,N,N,WHARTON ISD,M,'03,
'241906,WHARTON,'241,N,N,LOUISE ISD,M,'03,D
'242902,WHEELER,'242,N,N,SHAMROCK ISD,M,'16,
'242903,WHEELER,'242,N,N,WHEELER ISD,M,'16,
'242905,WHEELER,'242,N,N,KELTON ISD,M,'16,
'242906,WHEELER,'242,N,N,FORT ELLIOTT CISD,M,'16,D
'243801,WICHITA,'243,N,Y,BRIGHT IDEAS CHARTER,M,'09,
'243901,WICHITA,'243,N,N,BURKBURNETT ISD,M,'09,D
'243902,WICHITA,'243,N,N,ELECTRA ISD,I,'09,
'243903,WICHITA,'243,N,N,IOWA PARK CISD,M,'09,
'243905,WICHITA,'243,N,N,WICHITA FALLS ISD,M,'09,
'243906,WICHITA,'243,N,N,CITY VIEW ISD,M,'09,
'244901,WILBARGER,'244,N,N,HARROLD ISD,M,'09,
'244903,WILBARGER,'244,N,N,VERNON ISD,M,'09,
'244905,WILBARGER,'244,N,N,NORTHSIDE ISD,M,'09,
'245901,WILLACY,'245,N,N,LASARA ISD,M,'01,
'245902,WILLACY,'245,N,N,LYFORD CISD,M,'01,
'245903,WILLACY,'245,N,N,RAYMONDVILLE ISD,M,'01,
'245904,WILLACY,'245,N,N,SAN PERLITA ISD,M,'01,D
'246801,WILLIAMSON,'246,N,Y,MERIDIAN WORLD SCHOOL LLC,M,'13,
'246902,WILLIAMSON,'246,N,N,FLORENCE ISD,M,'13,
'246904,WILLIAMSON,'246,N,N,GEORGETOWN ISD,M,'13,
'246905,WILLIAMSON,'246,N,N,GRANGER ISD,M,'13,
'246906,WILLIAMSON,'246,N,N,HUTTO ISD,M,'13,
'246907,WILLIAMSON,'246,N,N,JARRELL ISD,M,'13,
'246908,WILLIAMSON,'246,N,N,LIBERTY HILL ISD,M,'13,
'246909,WILLIAMSON,'246,N,N,ROUND ROCK ISD,M,'13,
'246911,WILLIAMSON,'246,N,N,TAYLOR ISD,M,'13,
'246912,WILLIAMSON,'246,N,N,THRALL ISD,M,'13,D
'246913,WILLIAMSON,'246,N,N,LEANDER ISD,M,'13,
'246914,WILLIAMSON,'246,N,N,COUPLAND ISD,M,'13,
'247901,WILSON,'247,N,N,FLORESVILLE ISD,M,'20,
'247903,WILSON,'247,N,N,LA VERNIA ISD,M,'20,B
'247904,WILSON,'247,N,N,POTH ISD,M,'20,D
'247906,WILSON,'247,N,N,STOCKDALE ISD,M,'20,D
'248901,WINKLER,'248,N,N,KERMIT ISD,M,'18,
'248902,WINKLER,'248,N,N,WINK-LOVING ISD,M,'18,
'249901,WISE,'249,N,N,ALVORD ISD,M,'11,
'249902,WISE,'249,N,N,BOYD ISD,M,'11,D
'249903,WISE,'249,N,N,BRIDGEPORT ISD,M,'11,
'249904,WISE,'249,N,N,CHICO ISD,M,'11,
'249905,WISE,'249,N,N,DECATUR ISD,M,'11,D
'249906,WISE,'249,N,N,PARADISE ISD,M,'11,
'249908,WISE,'249,N,N,SLIDELL ISD,M,'11,
'250902,WOOD,'250,N,N,HAWKINS ISD,M,'07,B
'250903,WOOD,'250,N,N,MINEOLA ISD,M,'07,D
'250904,WOOD,'250,N,N,QUITMAN ISD,M,'07,
'250905,WOOD,'250,N,N,YANTIS ISD,M,'07,
'250906,WOOD,'250,N,N,ALBA-GOLDEN ISD,M,'07,B
'250907,WOOD,'250,N,N,WINNSBORO ISD,M,'07,D
'251901,YOAKUM,'251,N,N,DENVER CITY ISD,M,'17,D
'251902,YOAKUM,'251,N,N,PLAINS ISD,M,'17,D
'252901,YOUNG,'252,N,N,GRAHAM ISD,M,'09,D
'252902,YOUNG,'252,N,N,NEWCASTLE ISD,M,'09,
'252903,YOUNG,'252,N,N,OLNEY ISD,M,'09,
'253901,ZAPATA,'253,N,N,ZAPATA COUNTY ISD,M,'01,B
'254901,ZAVALA,'254,N,N,CRYSTAL CITY ISD,I,'20,H
'254902,ZAVALA,'254,N,N,LA PRYOR ISD,M,'20,L
