DISTRICT,YEAR,DA0GH11N,DA0GH11P,DA0GM11N,DA0GM11P,DA0GR11N,DA0GR11P,DAPID12N,DAPID12R,DAUND11C,DAUND11R,DB0GR11N,DB0GR11P,DH0GR11N,DH0GR11P,DI0GR11N,DI0GR11P,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR11N,DS0GR11P,DW0GR11N,DW0GR11P,D20GR11N,D20GR11P,D30GR11N,D30GR11P,D40GR11N,D40GR11P
'220910,2012,122,90.4,13,9.6,135,100,9,0.3,1,0.1,20,14.8,60,44.4,0,0,609,20.8,3.3,1.3,3.5,2.4,1.5,0,1.8,1.2,1.1,10,0,2.7,3.3,0,0,0,0,16,3142,33,1.1,512,16.3,368,11.7,84,2.3,2431,77.4,308,9.8,248,7.9,276,8.8,267,8.5,228,7.3,221,7,211,6.7,208,6.6,213,6.8,205,6.5,145,4.6,159,5.1,15,0.5,159,5.1,287,9.1,151,4.8,1717,54.6,17,0.5,532,16.9,711,22.6,5,0.2,1752,55.8,303,9.6,50,1.6,692,22,952,30.3,11,8.1,49,36.3,4,3,1,0.7,1,0.7
'220912,2012,656,72.5,249,27.5,905,100,7,0,22,0.3,339,37.5,219,24.2,13,1.4,2609,17.4,4.4,3.1,1.5,0.2,2,0.7,0.5,0.9,2.5,10.2,4.6,1.9,0,1.7,0,3.4,3.7,18.4,15012,649,4.3,1587,10.6,6076,40.5,423,2.5,8144,54.2,1106,7.4,1115,7.4,1145,7.6,1112,7.4,1220,8.1,1176,7.8,1176,7.8,1126,7.5,1259,8.4,1085,7.2,1031,6.9,841,5.6,32,0.2,945,6.3,1074,7.2,514,3.4,3430,22.8,897,6,1661,11.1,6868,45.8,16,0.1,6965,46.4,1290,8.6,235,1.6,4351,29,3709,24.7,72,8,289,31.9,4,0.4,41,4.5,0,0
'220914,2012,175,84.1,33,15.9,208,100,15,0.4,11,0.7,38,18.3,26,12.5,1,0.5,425,13.5,1.9,1.7,1.5,0,1.4,1.4,0.5,0,1.6,0,12,0,0,0,4.8,0,3.8,8.3,3090,123,4,158,5.1,525,17,43,1.2,1247,40.4,194,6.3,233,7.5,211,6.8,228,7.4,228,7.4,248,8,238,7.7,244,7.9,279,9,245,7.9,232,7.5,211,6.8,5,0.2,266,8.6,234,7.6,60,1.9,657,21.3,29,0.9,155,5,1843,59.6,6,0.2,843,27.3,289,9.4,78,2.5,620,20.1,1672,54.1,15,7.2,135,64.9,3,1.4,5,2.4,0,0
'220915,2012,277,81,65,19,342,100,16,0.2,4,0.1,1,0.3,60,17.5,4,1.2,1100,18.6,3.8,1.3,1.2,0.6,2,0,0,1,9.1,13.3,4.3,3.9,0,0,0,0,10.7,23.3,5926,36,0.6,215,3.6,57,1,142,2.2,2897,48.9,434,7.3,455,7.7,427,7.2,486,8.2,424,7.2,461,7.8,442,7.5,468,7.9,514,8.7,484,8.2,432,7.3,322,5.4,13,0.2,443,7.5,467,7.9,97,1.6,1044,17.6,38,0.6,216,3.6,3029,51.1,5,0.1,2032,34.3,479,8.1,122,2.1,1530,25.8,4624,78,22,6.4,272,79.5,3,0.9,2,0.6,0,0
'220916,2012,1206,82.8,251,17.2,1457,100,0,0,31,0.3,220,15.1,294,20.2,11,0.8,3941,18.7,4,3.2,2.8,2.6,1,0.5,1.6,1.5,3.7,8.6,1.9,4.9,1.2,1.7,0,4.1,0.6,17.2,21540,1581,7.3,2336,10.8,3383,15.7,221,1,11196,52,1687,7.8,1752,8.1,1563,7.3,1631,7.6,1593,7.4,1623,7.5,1571,7.3,1509,7,1584,7.4,1588,7.4,1516,7,1470,6.8,84,0.4,1385,6.4,1697,7.9,672,3.1,5970,27.7,161,0.7,2538,11.8,10344,48,487,2.3,7813,36.3,1947,9,438,2,3942,18.3,9520,44.2,87,6,759,52.1,34,2.3,103,7.1,36,2.5
'220917,2012,145,84.3,27,15.7,172,100,14,0.4,29,2,2,1.2,108,62.8,3,1.7,669,18.9,7.1,2.9,2,0.4,5.9,0.7,0.4,8,1.2,13.3,8.1,4.8,0,0,0,0,0,0,3660,15,0.4,1020,27.9,64,1.7,38,0.9,3147,86,304,8.3,312,8.5,302,8.3,275,7.5,315,8.6,305,8.3,291,8,272,7.4,251,6.9,229,6.3,199,5.4,161,4.4,4,0.1,221,6,283,7.7,157,4.3,2716,74.2,6,0.2,1032,28.2,513,14,1,0,2111,57.7,281,7.7,45,1.2,676,18.5,813,22.2,10,5.8,57,33.1,2,1.2,0,0,0,0
'220918,2012,725,81.2,168,18.8,893,100,19,0.1,41,0.6,93,10.4,320,35.8,7,0.8,2874,17.4,2.6,0.6,1.2,1.1,0.5,0.7,0.9,0.8,2,7.2,2.9,0.9,0,3.5,1,0,3.8,21.7,17108,631,3.7,1366,8,1559,9.1,235,1.3,6863,40.1,1368,8,1359,7.9,1390,8.1,1339,7.8,1288,7.5,1401,8.2,1332,7.8,1297,7.6,1280,7.5,1301,7.6,1056,6.2,833,4.9,37,0.2,1062,6.2,1384,8.1,443,2.6,5983,35,109,0.6,1338,7.8,10245,59.9,35,0.2,6425,37.6,1349,7.9,512,3,3774,22.1,8279,48.4,70,7.8,404,45.2,24,2.7,43,4.8,2,0.2
'220919,2012,540,95.6,25,4.4,565,100,17,0.2,47,1.2,9,1.6,34,6,4,0.7,292,4,0.7,0.2,0.2,0.6,0.2,0.3,0,0,2.9,2.1,0,0,0,0,0,0,0,17,7673,634,8.3,56,0.7,157,2,19,0.2,151,2,457,6,487,6.3,553,7.2,556,7.2,587,7.7,634,8.3,666,8.7,624,8.1,670,8.7,633,8.2,595,7.8,686,8.9,52,0.7,1619,21.1,440,5.7,33,0.4,544,7.1,42,0.5,56,0.7,7522,98,12,0.2,656,8.5,712,9.3,204,2.7,1293,16.9,6080,79.2,49,8.7,481,85.1,15,2.7,21,3.7,1,0.2
'220920,2012,227,59.3,156,40.7,383,100,0,0,1,0,36,9.4,105,27.4,3,0.8,1153,18.8,3.9,3.6,3.4,0.5,0.8,0,0,0.3,1.3,8.2,0,0,0,7.5,0,0,0,6.6,6384,105,1.6,699,10.9,433,6.8,131,1.9,3519,55.1,537,8.4,528,8.3,495,7.8,464,7.3,508,8,458,7.2,469,7.3,438,6.9,501,7.8,430,6.7,388,6.1,401,6.3,13,0.2,516,8.1,544,8.5,210,3.3,2167,33.9,24,0.4,520,8.1,2865,44.9,15,0.2,3090,48.4,575,9,240,3.8,1213,19,3400,53.3,28,7.3,225,58.7,3,0.8,11,2.9,0,0
'221801,2012,625,64.9,338,35.1,963,100,1,0,14,0.2,69,7.2,530,55,2,0.2,5510,57.1,3.9,3.4,1.9,2.4,2.8,4,6.8,8.1,3.8,5,6.5,2.3,0,0,2.8,20,17.9,28.9,7259,322,4.4,6,0.1,1093,15.1,0,0,2816,38.8,487,6.7,447,6.2,682,9.4,694,9.6,702,9.7,817,11.3,866,11.9,860,11.8,459,6.3,358,4.9,250,3.4,86,1.2,0,0,20,0.3,533,7.3,18,0.2,1608,22.2,47,0.6,6,0.1,4443,61.2,19,0.3,1401,19.3,529,7.3,276,3.8,131,1.8,3894,53.6,77,8,329,34.2,26,2.7,6,0.6,1,0.1
'221901,2012,618,60.2,409,39.8,1027,100,0,0,12,0.2,125,12.2,333,32.4,7,0.7,3749,22.3,7.6,3.2,1.8,1.2,1.3,1.4,1.2,0.7,6.5,8.2,9.2,1.7,1.6,2.9,2.6,1.2,6.2,21.7,16993,317,1.9,563,3.3,2050,12.1,690,3.7,11076,65.2,1476,8.7,1448,8.5,1270,7.5,1278,7.5,1210,7.1,1257,7.4,1202,7.1,1044,6.1,1247,7.3,1082,6.4,1042,6.1,932,5.5,36,0.2,931,5.5,1585,9.3,884,5.2,6891,40.6,73,0.4,582,3.4,5917,34.8,25,0.1,5915,34.8,2178,12.8,612,3.6,2859,16.8,7025,41.3,172,16.7,517,50.3,30,2.9,12,1.2,3,0.3
'221904,2012,57,87.7,8,12.3,65,100,0,0,0,0,1,1.5,10,15.4,2,3.1,200,18.3,12,0,0,0,0,5,0,0,12.2,0,0,0,0,0,0,0,10,16.7,1180,2,0.2,14,1.2,18,1.5,19,1.5,679,57.5,107,9.1,88,7.5,84,7.1,68,5.8,69,5.8,98,8.3,73,6.2,92,7.8,73,6.2,95,8.1,77,6.5,74,6.3,7,0.6,88,7.5,104,8.8,71,6,230,19.5,6,0.5,15,1.3,501,42.5,1,0.1,426,36.1,130,11,18,1.5,336,28.5,905,76.7,14,21.5,52,80,0,0,0,0,0,0
'221905,2012,9,100,0,0,9,100,0,0,0,0,0,0,1,11.1,0,0,38,21.2,0,0,0,0,0,6.7,0,0,0,.,.,.,0,0,.,0,.,0,181,0,0,3,1.7,3,1.7,0,0,83,45.9,17,9.4,5,2.8,16,8.8,15,8.3,15,8.3,15,8.3,9,5,14,7.7,11,6.1,14,7.7,13,7.2,14,7.7,0,0,6,3.3,14,7.7,9,5,27,14.9,0,0,3,1.7,98,54.1,0,0,63,34.8,12,6.6,3,1.7,61,33.7,148,81.8,1,11.1,8,88.9,0,0,0,0,0,0
'221911,2012,48,58.5,34,41.5,82,100,0,0,0,0,1,1.2,6,7.3,0,0,116,11.6,7.8,1.5,3.8,1.4,0,5.2,0,0,9.6,0,0,0,0,0,0,0,0,11.1,1023,5,0.5,3,0.3,2,0.2,6,0.5,286,28,81,7.9,60,5.9,81,7.9,74,7.2,83,8.1,82,8,72,7,97,9.5,78,7.6,76,7.4,91,8.9,69,6.7,1,0.1,68,6.6,60,5.9,18,1.8,107,10.5,4,0.4,3,0.3,737,72,0,0,239,23.4,97,9.5,9,0.9,346,33.8,896,87.6,11,13.4,75,91.5,0,0,0,0,0,0
'221912,2012,177,84.3,33,15.7,210,100,1,0,1,0.1,5,2.4,22,10.5,0,0,308,9.8,4.5,1.8,0.9,0,0,0,0,0.9,6.8,7.1,0,0,4.8,0,0,0,13,7.7,3391,81,2.4,17,0.5,113,3.3,4,0.1,559,16.5,272,8,235,6.9,263,7.8,248,7.3,263,7.8,280,8.3,266,7.8,256,7.5,263,7.8,232,6.8,218,6.4,214,6.3,7,0.2,99,2.9,281,8.3,93,2.7,423,12.5,11,0.3,19,0.6,2832,83.5,6,0.2,541,16,242,7.1,111,3.3,819,24.2,2646,78,18,8.6,169,80.5,8,3.8,6,2.9,0,0
'222901,2012,17,100,0,0,17,100,0,0,1,1.4,0,0,11,64.7,0,0,24,17.6,16.7,0,0,0,0,0,0,9.1,0,0,0,.,0,0,0,0,0,.,131,1,0.8,0,0,0,0,0,0,58,44.3,8,6.1,10,7.6,7,5.3,6,4.6,10,7.6,13,9.9,10,7.6,11,8.4,12,9.2,5,3.8,5,3.8,8,6.1,0,0,1,0.8,14,10.7,12,9.2,77,58.8,0,0,0,0,73,55.7,0,0,17,13,12,9.2,4,3.1,39,29.8,49,37.4,0,0,6,35.3,0,0,0,0,0,0
'223901,2012,100,82.6,21,17.4,121,100,0,0,15,2,11,9.1,73,60.3,0,0,269,16.2,2.4,1.4,2.7,0,0,0,0,0,4.6,18.2,0,0,0,0,0,0,0,0,1765,4,0.2,109,6.2,63,3.6,91,4.5,1275,72.2,130,7.4,136,7.7,142,8,118,6.7,128,7.3,128,7.3,126,7.1,123,7,123,7,102,5.8,104,5.9,90,5.1,2,0.1,108,6.1,154,8.7,159,9,1323,75,10,0.6,118,6.7,490,27.8,0,0,610,34.6,148,8.4,16,0.9,696,39.4,349,19.8,11,9.1,37,30.6,0,0,0,0,0,0
'223902,2012,17,100,0,0,17,100,0,0,1,0.8,0,0,14,82.4,0,0,39,14.7,0,0,13,0,4.3,5.3,5.3,6.3,0,0,0,.,0,0,0,0,0,0,302,0,0,15,5,2,0.7,2,0.6,212,70.2,33,10.9,24,7.9,26,8.6,22,7.3,17,5.6,25,8.3,24,7.9,22,7.3,17,5.6,16,5.3,19,6.3,18,6,0,0,17,5.6,20,6.6,19,6.3,205,67.9,1,0.3,15,5,90,29.8,0,0,102,33.8,22,7.3,3,1,92,30.5,91,30.1,1,5.9,3,17.6,0,0,0,0,0,0
'223904,2012,12,85.7,2,14.3,14,100,0,0,0,0,0,0,9,64.3,0,0,36,16.4,6.7,0,10.5,0,0,0,0,0,6.7,0,50,0,.,0,0,.,0,0,223,0,0,11,4.9,0,0,3,1.2,129,57.8,15,6.7,17,7.6,23,10.3,18,8.1,17,7.6,15,6.7,17,7.6,17,7.6,12,5.4,16,7.2,11,4.9,10,4.5,0,0,5,2.2,16,7.2,19,8.5,75,33.6,1,0.4,11,4.9,94,42.2,0,0,65,29.1,14,6.3,0,0,97,43.5,147,65.9,2,14.3,5,35.7,0,0,0,0,0,0
'224901,2012,16,100,0,0,16,100,0,0,0,0,0,0,4,25,0,0,14,7.3,9.1,0,0,0,0,0,0,0,7.7,.,0,.,0,0,.,.,0,0,208,0,0,0,0,0,0,1,0.4,106,51,14,6.7,12,5.8,10,4.8,22,10.6,11,5.3,16,7.7,15,7.2,13,6.3,16,7.7,14,6.7,17,8.2,18,8.7,1,0.5,23,11.1,17,8.2,12,5.8,38,18.3,0,0,0,0,102,49,0,0,73,35.1,13,6.3,3,1.4,64,30.8,167,80.3,1,6.3,12,75,0,0,0,0,0,0
'224902,2012,10,100,0,0,10,100,0,0,1,1.6,0,0,1,10,0,0,30,27,16.7,0,.,16.7,0,0,0,0,0,.,0,0,.,0,.,0,0,0,113,0,0,0,0,0,0,0,0,62,54.9,5,4.4,6,5.3,6,5.3,5,4.4,6,5.3,11,9.7,10,8.8,9,8,10,8.8,14,12.4,9,8,9,8,1,0.9,6,5.3,11,9.7,1,0.9,25,22.1,0,0,0,0,51,45.1,0,0,36,31.9,14,12.4,1,0.9,51,45.1,87,77,1,10,9,90,0,0,0,0,0,0
'225902,2012,252,74.6,86,25.4,338,100,0,0,0,0,38,11.2,200,59.2,2,0.6,794,16.3,6.6,4.6,2.4,0.9,3,0.3,0.3,0.6,4.4,14.3,14.7,2.5,0,0,0,4.1,5.7,14.3,5430,29,0.5,1638,30.2,667,12.3,72,1.2,4512,83.1,416,7.7,385,7.1,350,6.4,374,6.9,398,7.3,356,6.6,336,6.2,366,6.7,451,8.3,415,7.6,340,6.3,274,5,6,0.1,243,4.5,424,7.8,539,9.9,3515,64.7,19,0.3,1909,35.2,918,16.9,1,0,3501,64.5,606,11.2,70,1.3,1362,25.1,1129,20.8,38,11.2,90,26.6,6,1.8,2,0.6,0,0
'225905,2012,0,.,0,.,0,.,0,0,1,2.8,0,.,0,.,0,.,39,23.6,8.7,7.7,0,0,0,0,0,0,7.1,100,0,0,0,0,0,0,0,100,147,0,0,86,58.5,1,0.7,0,0,141,95.9,14,9.5,23,15.6,11,7.5,24,16.3,14,9.5,18,12.2,13,8.8,16,10.9,0,0,0,0,0,0,0,0,0,0,3,2,14,9.5,0,0,126,85.7,0,0,86,58.5,6,4.1,2,1.4,115,78.2,14,9.5,0,0,0,0,18,12.2,0,.,0,.,0,.,0,.,0,.
'225906,2012,56,86.2,9,13.8,65,100,1,0.1,9,1.8,2,3.1,23,35.4,1,1.5,102,11,3.5,3.3,1.7,1.7,0,0,0,0,5.4,16.7,0,0,0,0,0,14.3,0,28.6,968,11,1.1,134,13.8,20,2.1,4,0.4,433,44.7,76,7.9,67,6.9,68,7,67,6.9,75,7.7,56,5.8,72,7.4,59,6.1,92,9.5,82,8.5,78,8.1,74,7.6,0,0,71,7.3,72,7.4,30,3.1,307,31.7,5,0.5,138,14.3,535,55.3,0,0,329,34,95,9.8,18,1.9,294,30.4,607,62.7,6,9.2,39,60,0,0,0,0,0,0
'225907,2012,41,100,0,0,41,100,0,0,4,4.2,0,0,18,43.9,0,0,46,11,0,0,2.1,0,3.7,0,0,2.5,0,0,.,0,0,0,0,0,0,0,438,2,0.5,85,19.4,1,0.2,1,0.2,285,65.1,51,11.6,48,11,43,9.8,54,12.3,48,11,50,11.4,45,10.3,42,9.6,0,0,0,0,0,0,0,0,0,0,25,5.7,57,13,0,0,184,42,5,1.1,88,20.1,153,34.9,0,0,180,41.1,16,3.7,4,0.9,0,0,242,55.3,1,2.4,23,56.1,0,0,0,0,0,0
'226801,2012,9,81.8,2,18.2,11,100,0,0,0,0,2,18.2,4,36.4,0,0,169,23,3.3,0,3.9,6.5,2.7,1.6,0,2.6,7.1,0,0,0,0,0,0,0,0,50,836,14,1.7,10,1.2,32,3.8,0,0,385,46.1,106,12.7,96,11.5,69,8.3,61,7.3,52,6.2,58,6.9,68,8.1,80,9.6,40,4.8,57,6.8,27,3.2,21,2.5,0,0,0,0,101,12.1,0,0,393,47,0,0,10,1.2,451,53.9,0,0,328,39.2,52,6.2,27,3.2,84,10,370,44.3,1,9.1,3,27.3,2,18.2,0,0,0,0
'226901,2012,23,60.5,15,39.5,38,100,0,0,1,0.4,0,0,15,39.5,0,0,95,19.8,5.7,0,2.8,3.6,0,0,0,0,10,0,0,0,.,0,0,0,0,0,442,0,0,3,0.7,5,1.1,7,1.4,92,20.8,22,5,30,6.8,31,7,36,8.1,27,6.1,41,9.3,39,8.8,33,7.5,52,11.8,32,7.2,30,6.8,35,7.9,2,0.5,48,10.9,32,7.2,0,0,97,21.9,6,1.4,3,0.7,350,79.2,0,0,105,23.8,25,5.7,17,3.8,113,25.6,317,71.7,3,7.9,22,57.9,1,2.6,0,0,0,0
'226903,2012,643,68.8,292,31.2,935,100,0,0,54,0.8,48,5.1,484,51.8,3,0.3,3062,21.3,2.3,0.9,0.2,0.1,0.1,0.3,0.8,0.2,2.2,3.3,3.5,0,0,0,0.9,0,0.9,13.8,14147,138,1,638,4.5,626,4.4,415,2.6,8616,60.9,1205,8.5,1141,8.1,1151,8.1,1083,7.7,1057,7.5,1087,7.7,1001,7.1,1021,7.2,1034,7.3,959,6.8,920,6.5,952,6.7,120,0.8,559,4,1152,8.1,264,1.9,8089,57.2,51,0.4,641,4.5,5531,39.1,11,0.1,5830,41.2,1638,11.6,184,1.3,2502,17.7,5048,35.7,99,10.6,387,41.4,1,0.1,11,1.2,1,0.1
'226905,2012,20,83.3,4,16.7,24,100,0,0,1,0.6,0,0,4,16.7,0,0,70,21.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2,0.7,2,0.7,11,3.7,3,0.8,131,43.7,18,6,19,6.3,14,4.7,15,5,25,8.3,17,5.7,28,9.3,25,8.3,28,9.3,28,9.3,34,11.3,17,5.7,3,1,23,7.7,12,4,17,5.7,45,15,5,1.7,2,0.7,169,56.3,1,0.3,77,25.7,42,14,4,1.3,110,36.7,232,77.3,4,16.7,19,79.2,1,4.2,0,0,0,0
'226906,2012,68,77.3,20,22.7,88,100,0,0,1,0.2,0,0,20,22.7,0,0,89,8.6,0,6.3,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,50,1045,1,0.1,17,1.6,2,0.2,5,0.5,150,14.4,60,5.7,85,8.1,90,8.6,75,7.2,81,7.8,82,7.8,88,8.4,88,8.4,85,8.1,79,7.6,81,7.8,80,7.7,4,0.4,83,7.9,67,6.4,0,0,173,16.6,1,0.1,17,1.6,895,85.6,2,0.2,241,23.1,77,7.4,12,1.1,313,30,854,81.7,7,8,66,75,2,2.3,0,0,0,0
'226907,2012,61,85.9,10,14.1,71,100,0,0,2,0.4,1,1.4,21,29.6,0,0,229,21.1,10.8,15.8,1.5,5.4,0,0,1.6,0,7.3,0,0,12.5,0,0,0,14.3,0,15.4,1074,4,0.4,54,5,10,0.9,13,1.1,673,62.7,95,8.8,88,8.2,79,7.4,73,6.8,82,7.6,84,7.8,87,8.1,76,7.1,74,6.9,74,6.9,77,7.2,69,6.4,12,1.1,53,4.9,78,7.3,26,2.4,445,41.4,1,0.1,55,5.1,401,37.3,0,0,485,45.2,120,11.2,13,1.2,258,24,601,56,7,9.9,48,67.6,1,1.4,0,0,0,0
'226908,2012,16,88.9,2,11.1,18,100,0,0,1,0.8,0,0,8,44.4,0,0,36,14.2,0,7.1,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,.,258,3,1.2,10,3.9,0,0,1,0.3,132,51.2,14,5.4,19,7.4,17,6.6,21,8.1,23,8.9,18,7,27,10.5,22,8.5,22,8.5,13,5,17,6.6,14,5.4,1,0.4,15,5.8,17,6.6,13,5,94,36.4,0,0,10,3.9,126,48.8,0,0,70,27.1,30,11.6,2,0.8,114,44.2,159,61.6,2,11.1,10,55.6,0,0,0,0,0,0
