DISTRICT,YEAR,DA0GH11N,DA0GH11P,DA0GM11N,DA0GM11P,DA0GR11N,DA0GR11P,DAPID12N,DAPID12R,DAUND11C,DAUND11R,DB0GR11N,DB0GR11P,DH0GR11N,DH0GR11P,DI0GR11N,DI0GR11P,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR11N,DS0GR11P,DW0GR11N,DW0GR11P,D20GR11N,D20GR11P,D30GR11N,D30GR11P,D40GR11N,D40GR11P
'101903,2012,2038,79.7,519,20.3,2557,100,13,0,49,0.2,977,38.2,1047,40.9,2,0.1,10444,23.1,10.9,7.1,4.3,1.8,3.5,1.1,1.7,1.1,0.8,23.6,12.8,6.9,7.3,1.9,2,3.4,2,5,45341,5758,12.7,16050,35.4,14517,32,1408,2.8,36666,80.9,4015,8.9,3572,7.9,3459,7.6,3492,7.7,3353,7.4,3176,7,2987,6.6,3078,6.8,3635,8,3189,7,3022,6.7,2222,4.9,165,0.4,1722,3.8,3574,7.9,2402,5.3,22894,50.5,269,0.6,16284,35.9,8675,19.1,71,0.2,30222,66.7,3436,7.6,222,0.5,6990,15.4,1610,3.6,236,9.2,96,3.8,11,0.4,424,16.6,0,0
'101905,2012,421,85.7,70,14.3,491,100,0,0,8,0.2,65,13.2,325,66.2,1,0.2,1458,17.4,5.6,4.1,4.8,4.7,2.2,0.4,0.5,2,2.2,9.3,3.5,0,0,0,0,4.1,0,12.8,8714,94,1.1,2103,24.1,1138,13.1,343,3.6,6865,78.8,672,7.7,719,8.3,709,8.1,639,7.3,656,7.5,635,7.3,634,7.3,658,7.6,593,6.8,563,6.5,545,6.3,521,6,23,0.3,277,3.2,644,7.4,503,5.8,6482,74.4,32,0.4,2232,25.6,1849,21.2,4,0,5437,62.4,698,8,52,0.6,1827,21,912,10.5,44,9,80,16.3,9,1.8,9,1.8,2,0.4
'101906,2012,247,76.9,74,23.1,321,100,3,0.1,0,0,58,18.1,66,20.6,1,0.3,648,13.2,3,1.4,0.8,0.6,0.3,1.5,0.5,2.5,0.7,0,0,0,0,0,2.4,0,2.6,0,5028,17,0.3,215,4.3,910,18.1,130,2.4,2509,49.9,341,6.8,375,7.5,405,8.1,389,7.7,356,7.1,379,7.5,379,7.5,425,8.5,417,8.3,312,6.2,406,8.1,296,5.9,13,0.3,191,3.8,366,7.3,169,3.4,1465,29.1,30,0.6,397,7.9,2519,50.1,4,0.1,1743,34.7,391,7.8,122,2.4,809,16.1,2480,49.3,22,6.9,175,54.5,19,5.9,2,0.6,0,0
'101907,2012,4469,70.8,1841,29.2,6310,100,71,0.1,35,0.1,976,15.5,2207,35,13,0.2,13302,13,3.2,1.8,1.6,0.7,0.4,0.3,0.2,0.3,1.8,6.8,3.9,1.2,0.4,0.6,0.2,0.4,0.6,14.9,107660,8715,8.1,15403,14.3,17387,16.1,1449,1.3,52348,48.6,7946,7.4,8071,7.5,8268,7.7,8011,7.4,8101,7.5,8132,7.6,8148,7.6,8064,7.5,8708,8.1,7987,7.4,7472,6.9,6733,6.3,432,0.4,4821,4.5,7853,7.3,3734,3.5,46092,42.8,298,0.3,16189,15,55312,51.4,52,0,41788,38.8,7744,7.2,2833,2.6,28339,26.3,32283,30,389,6.2,2385,37.8,151,2.4,578,9.2,0,0
'101908,2012,645,74.7,219,25.3,864,100,0,0,40,0.6,14,1.6,340,39.4,8,0.9,1411,11.6,0.3,0,0,0,0.1,0,0,0,0.8,2.6,1.1,0,0.9,0,0,0,0,10,12786,193,1.5,1359,10.6,313,2.4,232,1.7,5741,44.9,876,6.9,898,7,931,7.3,952,7.4,914,7.1,1005,7.9,989,7.7,1090,8.5,1062,8.3,1093,8.5,888,6.9,855,6.7,67,0.5,782,6.1,866,6.8,300,2.3,5992,46.9,107,0.8,1301,10.2,7045,55.1,19,0.1,4327,33.8,1284,10,188,1.5,2032,15.9,5974,46.7,59,6.8,477,55.2,7,0.8,18,2.1,0,0
'101909,2012,194,74.3,67,25.7,261,100,5,0.1,20,0.7,201,77,58,22.2,1,0.4,1814,26.4,8.5,6.7,4.8,1.9,1.1,3.1,0.8,0.5,0.6,11.8,3.6,5.4,0,2.2,5.8,0,0,0,6916,7,0.1,1029,14.9,4481,64.8,289,3.3,6916,100,558,8.1,543,7.9,565,8.2,529,7.6,483,7,525,7.6,512,7.4,477,6.9,554,8,345,5,286,4.1,219,3.2,16,0.2,190,2.7,490,7.1,814,11.8,2320,33.5,48,0.7,1096,15.8,0,0,1,0,3942,57,599,8.7,5,0.1,1307,18.9,54,0.8,40,15.3,1,0.4,0,0,0,0,0,0
'101910,2012,1086,76.8,328,23.2,1414,100,13,0.1,7,0.1,316,22.3,973,68.8,2,0.1,2809,13.6,7.6,5.8,2.3,1,0.6,0.2,0.3,0.3,2.5,14.5,5.5,2.2,0.6,0,1.7,2,1.4,11.3,21780,182,0.8,5980,27.5,3634,16.7,252,1.1,17327,79.6,1609,7.4,1613,7.4,1525,7,1602,7.4,1563,7.2,1531,7,1671,7.7,1586,7.3,1839,8.4,1549,7.1,1717,7.9,1373,6.3,43,0.2,1225,5.6,1478,6.8,1081,5,16438,75.5,109,0.5,6045,27.8,4453,20.4,17,0.1,11305,51.9,1884,8.7,166,0.8,6296,28.9,1234,5.7,149,10.5,74,5.2,15,1.1,33,2.3,1,0.1
'101911,2012,1137,89.9,128,10.1,1265,100,2,0,15,0.2,232,18.3,595,47,5,0.4,3979,18.9,0.6,0.4,0.6,0.3,0.6,0,0.1,0.3,0.2,2,3.5,1.7,0,1.1,1.3,0,1.7,3.1,21511,283,1.3,2419,11.2,3517,16.3,269,1.2,13724,63.8,1642,7.6,1647,7.7,1694,7.9,1652,7.7,1588,7.4,1589,7.4,1546,7.2,1640,7.6,1560,7.3,1544,7.2,1726,8,1153,5.4,42,0.2,1467,6.8,1656,7.7,832,3.9,11923,55.4,85,0.4,2565,11.9,7787,36.2,31,0.1,10086,46.9,2047,9.5,319,1.5,4797,22.3,5353,24.9,103,8.1,400,31.6,24,1.9,8,0.6,1,0.1
'101912,2012,8073,81.1,1881,18.9,9954,100,43,0,443,0.5,3105,31.2,5332,53.6,22,0.2,38542,20.2,5.4,3.4,3.5,2,1.1,2,2.1,1.1,1,9.2,4,2,1,1,1.8,1.9,1.5,7.1,201594,6611,3.3,55080,27.3,50778,25.2,3475,1.6,162699,80.7,17228,8.5,16554,8.2,16702,8.3,15810,7.8,15577,7.7,13286,6.6,12727,6.3,12504,6.2,14623,7.3,11870,5.9,11077,5.5,10271,5.1,270,0.1,30587,15.2,16653,8.3,16442,8.2,126149,62.6,465,0.2,60546,30,38895,19.3,216,0.1,125224,62.1,15506,7.7,1496,0.7,32885,16.3,15879,7.9,877,8.8,1013,10.2,56,0.6,379,3.8,47,0.5
'101913,2012,1941,79.2,511,20.8,2452,100,50,0.1,70,0.4,432,17.6,506,20.6,22,0.9,4364,12.8,2.1,1.4,0.7,0.5,0.2,0.2,0.3,0.2,0.8,8.6,2.2,0,0.4,0.4,0,0,0,5.7,35824,1093,3.1,3050,8.5,6338,17.7,508,1.3,12564,35.1,2709,7.6,2655,7.4,2631,7.3,2665,7.4,2721,7.6,2771,7.7,2748,7.7,2742,7.7,3072,8.6,2720,7.6,2629,7.3,2521,7,94,0.3,2547,7.1,2461,6.9,685,1.9,10747,30,201,0.6,3091,8.6,23260,64.9,188,0.5,11281,31.5,3005,8.4,671,1.9,7294,20.4,16586,46.3,163,6.6,1354,55.2,37,1.5,89,3.6,12,0.5
'101914,2012,3368,82.6,710,17.4,4078,100,25,0,45,0.2,374,9.2,1250,30.7,17,0.4,6886,11.7,5,2.9,1.8,1.1,0.3,0.1,0.4,0.4,2.1,8.5,2.8,2,0.6,1.1,0,0.3,1.2,12.9,62153,6925,11.1,8342,13.4,5958,9.6,290,0.5,19442,31.3,4691,7.5,4699,7.6,4606,7.4,4685,7.5,4712,7.6,4904,7.9,4713,7.6,4784,7.7,5074,8.2,4714,7.6,4566,7.3,3974,6.4,324,0.5,4015,6.5,4318,6.9,1389,2.2,21320,34.3,173,0.3,8573,13.8,42711,68.7,40,0.1,23361,37.6,4966,8,1473,2.4,9854,15.9,26264,42.3,192,4.7,2007,49.2,70,1.7,356,8.7,4,0.1
'101915,2012,2396,78.2,669,21.8,3065,100,25,0,14,0.1,457,14.9,898,29.3,11,0.4,5867,13.3,1.9,1,0.8,0.5,0.4,0.3,0.5,0.7,1.3,4.2,2.7,0.4,0,0.3,0.6,1.1,1,6.1,45852,3860,8.4,5576,12.2,6401,14,623,1.3,19251,42,3305,7.2,3363,7.3,3398,7.4,3369,7.3,3437,7.5,3600,7.9,3510,7.7,3408,7.4,4175,9.1,3427,7.5,3328,7.3,3032,6.6,148,0.3,2743,6,3147,6.9,1205,2.6,16781,36.6,190,0.4,5849,12.8,26601,58,58,0.1,16904,36.9,3575,7.8,1262,2.8,10501,22.9,17300,37.7,219,7.1,1362,44.4,73,2.4,257,8.4,7,0.2
'101916,2012,361,68.8,164,31.2,525,100,6,0.1,4,0.1,40,7.6,205,39,1,0.2,1002,13.3,4.1,2.5,0.6,0,0.4,0,0.2,0,1.6,16.7,6.2,0,0,1.3,0,0,0,2.1,7739,82,1.1,588,7.6,537,6.9,95,1.1,3732,48.2,576,7.4,598,7.7,575,7.4,568,7.3,634,8.2,551,7.1,615,7.9,579,7.5,584,7.5,599,7.7,558,7.2,438,5.7,20,0.3,653,8.4,577,7.5,267,3.5,3348,43.3,47,0.6,609,7.9,4007,51.8,7,0.1,3214,41.5,742,9.6,195,2.5,1428,18.5,3523,45.5,47,9,266,50.7,10,1.9,3,0.6,0,0
'101917,2012,2115,73.6,759,26.4,2874,100,92,0.2,24,0.1,179,6.2,2188,76.1,7,0.2,8794,17.3,11.4,5.6,2.6,1.5,1.2,0.5,0.6,0.8,0.1,17.2,2.9,0.7,0.7,0,0,1.3,0.3,1.6,52708,1456,2.8,13007,24.7,3436,6.5,581,1,42141,80,4309,8.2,4245,8.1,3995,7.6,4071,7.7,3933,7.5,4059,7.7,3854,7.3,3870,7.3,4076,7.7,3503,6.6,3314,6.3,3055,5.8,113,0.2,2738,5.2,3966,7.5,2345,4.4,43126,81.8,112,0.2,14591,27.7,10567,20,42,0.1,30755,58.3,4301,8.2,361,0.7,9741,18.5,4175,7.9,165,5.7,368,12.8,39,1.4,88,3.1,5,0.2
'101919,2012,1605,84.9,286,15.1,1891,100,82,0.2,35,0.2,808,42.7,612,32.4,5,0.3,8284,22.6,2.4,1.3,0.9,0.4,0.2,0.3,0.6,0.5,1,3.7,3.9,0.5,0.4,0.8,0,0.8,1.2,1.7,36423,1504,4.1,6349,17.4,14696,40.3,411,1,26495,72.7,2836,7.8,2863,7.9,2823,7.8,2815,7.7,2855,7.8,2732,7.5,2729,7.5,2689,7.4,2825,7.8,2502,6.9,2136,5.9,2160,5.9,123,0.3,5175,14.2,2599,7.1,1736,4.8,15063,41.4,97,0.3,6576,18.1,9928,27.3,19,0.1,16868,46.3,2972,8.2,366,1,11513,31.6,4678,12.8,121,6.4,350,18.5,14,0.7,102,5.4,0,0
'101920,2012,1463,78.4,404,21.6,1867,100,5,0,43,0.3,100,5.4,792,42.4,40,2.1,4842,15.5,0.5,0.4,0.2,0.1,0.1,0.1,0.2,0.1,0.5,1.5,0,0.8,0,0.5,0,0,0.5,5.6,33599,2068,6.2,11232,33.4,1723,5.1,394,1.1,19725,58.7,2487,7.4,2579,7.7,2608,7.8,2572,7.7,2559,7.6,2437,7.3,2320,6.9,2346,7,2556,7.6,2364,7,2143,6.4,1932,5.8,51,0.2,1974,5.9,2535,7.5,2110,6.3,19603,58.3,270,0.8,11106,33.1,13874,41.3,21,0.1,17661,52.6,2603,7.7,463,1.4,5651,16.8,9451,28.1,124,6.6,778,41.7,21,1.1,134,7.2,2,0.1
'101921,2012,533,76.1,167,23.9,700,100,0,0,0,0,44,6.3,134,19.1,4,0.6,1035,10.2,3.4,2.7,2,0.6,0.9,0.8,0.1,0.1,2,3.6,2.9,1.5,0,1.3,0,1.7,2.7,3.1,11076,558,5,1142,10.3,583,5.3,181,1.6,2879,26,867,7.8,893,8.1,891,8,866,7.8,834,7.5,895,8.1,795,7.2,821,7.4,839,7.6,820,7.4,704,6.4,723,6.5,14,0.1,945,8.5,857,7.7,257,2.3,2917,26.3,70,0.6,1188,10.7,8197,74,10,0.1,3597,32.5,770,7,265,2.4,3007,27.1,6673,60.2,37,5.3,480,68.6,14,2,24,3.4,0,0
'101924,2012,272,77.1,81,22.9,353,100,8,0.1,23,0.8,105,29.7,200,56.7,1,0.3,1101,16.9,4.6,3.2,1.2,0.2,0.2,1.5,2.4,0.5,0.4,20.7,3.7,7.1,5.6,2.8,2.6,5.6,0,2.6,7119,34,0.5,2164,30.4,1524,21.4,129,1.7,5624,79,589,8.3,566,8,561,7.9,537,7.5,570,8,544,7.6,546,7.7,478,6.7,515,7.2,425,6,439,6.2,362,5.1,7,0.1,390,5.5,533,7.5,447,6.3,4333,60.9,257,3.6,2110,29.6,1495,21,7,0.1,4438,62.3,435,6.1,55,0.8,1217,17.1,909,12.8,22,6.2,47,13.3,0,0,0,0,0,0
'101925,2012,184,91.1,18,8.9,202,100,0,0,1,0.1,3,1.5,13,6.4,3,1.5,430,13.9,2.4,3.5,1.3,1.9,0,0.5,0.4,0.4,1,0,5.3,0,0,0,0,0,0,3.8,3278,18,0.5,121,3.7,69,2.1,66,1.9,1200,36.6,239,7.3,233,7.1,221,6.7,266,8.1,241,7.4,265,8.1,243,7.4,265,8.1,265,8.1,234,7.1,220,6.7,244,7.4,10,0.3,218,6.7,225,6.9,107,3.3,499,15.2,16,0.5,129,3.9,2078,63.4,4,0.1,971,29.6,256,7.8,42,1.3,886,27,2630,80.2,12,5.9,182,90.1,1,0.5,0,0,0,0
'102901,2012,3,42.9,4,57.1,7,100,0,0,1,1.3,7,100,0,0,0,0,43,23.6,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,.,0,0,200,0,0,17,8.5,122,61,9,3.8,192,96,12,6,11,5.5,17,8.5,12,6,18,9,12,6,12,6,11,5.5,15,7.5,10,5,11,5.5,8,4,0,0,23,11.5,15,7.5,36,18,26,13,0,0,17,8.5,8,4,0,0,100,50,23,11.5,9,4.5,43,21.5,43,21.5,4,57.1,0,0,0,0,0,0,0,0
'102902,2012,221,63.3,128,36.7,349,100,4,0.1,58,2.3,151,43.3,46,13.2,0,0,778,14.2,6.8,5.4,3.5,1.5,3.2,0.6,0.5,1.2,5.2,0,2.7,4.9,0,0,0,0,2.6,19,5774,30,0.5,1049,18.2,2213,38.3,141,2.2,4256,73.7,514,8.9,474,8.2,472,8.2,448,7.8,447,7.7,423,7.3,392,6.8,385,6.7,380,6.6,380,6.6,315,5.5,357,6.2,8,0.1,901,15.6,487,8.4,292,5.1,1649,28.6,23,0.4,832,14.4,1518,26.3,5,0.1,2958,51.2,425,7.4,97,1.7,1391,24.1,1757,30.4,54,15.5,138,39.5,8,2.3,6,1.7,0,0
'102903,2012,38,77.6,11,22.4,49,100,1,0.1,0,0,13,26.5,7,14.3,0,0,94,12.5,2.5,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,818,0,0,88,10.8,145,17.7,11,1.3,490,59.9,55,6.7,51,6.2,57,7,76,9.3,69,8.4,62,7.6,64,7.8,56,6.8,63,7.7,65,7.9,57,7,44,5.4,0,0,38,4.6,63,7.7,36,4.4,194,23.7,0,0,93,11.4,328,40.1,0,0,305,37.3,94,11.5,30,3.7,248,30.3,449,54.9,10,20.4,28,57.1,1,2,0,0,0,0
'102904,2012,249,85.6,42,14.4,291,100,2,0,18,0.9,18,6.2,27,9.3,3,1,704,16.3,4.3,4.2,1.5,1,0,0,0.3,0,3.4,14.3,7.7,4.9,4.2,0,2.4,0,0,16.1,4467,24,0.5,117,2.6,311,7,69,1.4,1785,40,339,7.6,362,8.1,310,6.9,314,7,359,8,328,7.3,363,8.1,351,7.9,353,7.9,333,7.5,292,6.5,292,6.5,5,0.1,362,8.1,334,7.5,132,3,487,10.9,33,0.7,118,2.6,2682,60,8,0.2,1223,27.4,436,9.8,85,1.9,1450,32.5,3519,78.8,16,5.5,234,80.4,7,2.4,1,0.3,1,0.3
'102905,2012,30,73.2,11,26.8,41,100,1,0.1,0,0,0,0,2,4.9,0,0,84,11.9,3.8,8.1,4.4,2.9,2.2,3.8,0,0,8.3,16.7,0,0,0,0,0,0,0,0,730,2,0.3,7,1,19,2.6,4,0.5,312,42.7,53,7.3,61,8.4,74,10.1,53,7.3,46,6.3,60,8.2,65,8.9,63,8.6,43,5.9,47,6.4,51,7,42,5.8,0,0,50,6.8,53,7.3,19,2.6,28,3.8,2,0.3,7,1,418,57.3,0,0,307,42.1,75,10.3,19,2.6,175,24,660,90.4,5,12.2,39,95.1,0,0,0,0,0,0
'102906,2012,50,80.6,12,19.4,62,100,0,0,1,0.2,11,17.7,2,3.2,0,0,109,11.1,6.6,2.7,6.6,8.1,2.7,5.3,2.8,5.1,1.5,0,0,0,0,0,0,0,0,0,1039,3,0.3,13,1.3,142,13.7,2,0.2,461,44.4,80,7.7,73,7,80,7.7,77,7.4,73,7,87,8.4,79,7.6,91,8.8,97,9.3,72,6.9,71,6.8,51,4.9,0,0,50,4.8,75,7.2,33,3.2,39,3.8,2,0.2,13,1.3,578,55.6,0,0,377,36.3,119,11.5,25,2.4,280,26.9,828,79.7,9,14.5,49,79,0,0,0,0,0,0
'103901,2012,10,83.3,2,16.7,12,100,0,0,0,0,0,0,0,0,0,0,26,16,8.3,7.7,16.7,0,0,0,0,0,0,.,0,0,.,0,0,0,0,0,157,0,0,3,1.9,0,0,0,0,71,45.2,10,6.4,11,7,15,9.6,12,7.6,15,9.6,13,8.3,18,11.5,17,10.8,10,6.4,5,3.2,17,10.8,7,4.5,0,0,6,3.8,7,4.5,0,0,23,14.6,1,0.6,3,1.9,86,54.8,0,0,41,26.1,9,5.7,0,0,53,33.8,133,84.7,1,8.3,12,100,0,0,0,0,0,0
'103902,2012,6,60,4,40,10,100,0,0,0,0,0,0,5,50,0,0,19,10.9,0,7.1,4.3,0,0,12.5,0,8.3,25,.,0,0,.,0,.,.,0,.,181,0,0,63,34.8,2,1.1,4,2,121,66.9,10,5.5,14,7.7,19,10.5,22,12.2,9,5,13,7.2,8,4.4,11,6.1,12,6.6,14,7.7,15,8.3,9,5,0,0,11,6.1,14,7.7,11,6.1,116,64.1,1,0.6,61,33.7,60,33.1,0,0,92,50.8,16,8.8,1,0.6,57,31.5,61,33.7,1,10,5,50,0,0,0,0,0,0
'104901,2012,44,78.6,12,21.4,56,100,0,0,0,0,1,1.8,21,37.5,0,0,100,16.5,8.9,7,2.3,0,5.4,0,0,3,24.4,20,0,0,0,0,0,10,0,57.1,669,2,0.3,13,1.9,25,3.7,2,0.3,474,70.9,38,5.7,50,7.5,47,7,53,7.9,47,7,42,6.3,50,7.5,39,5.8,45,6.7,46,6.9,50,7.5,31,4.6,2,0.3,21,3.1,54,8.1,75,11.2,262,39.2,8,1.2,13,1.9,195,29.1,0,0,266,39.8,80,12,18,2.7,203,30.3,354,52.9,8,14.3,34,60.7,0,0,0,0,0,0
'104903,2012,9,90,1,10,10,100,0,0,1,1.3,1,10,0,0,0,0,37,25.9,25,0,0,0,0,12.5,16.7,0,0,.,0,25,.,0,0,.,0,.,121,0,0,10,8.3,1,0.8,0,0,88,72.7,8,6.6,10,8.3,9,7.4,10,8.3,7,5.8,9,7.4,8,6.6,12,9.9,12,9.9,10,8.3,6,5,6,5,1,0.8,4,3.3,10,8.3,3,2.5,48,39.7,0,0,10,8.3,33,27.3,0,0,60,49.6,14,11.6,10,8.3,54,44.6,62,51.2,1,10,9,90,0,0,0,0,0,0
'104907,2012,6,75,2,25,8,100,0,0,0,0,0,0,0,0,0,0,14,9.1,10,0,0,0,0,0,0,0,11.1,.,0,0,.,0,0,0,.,0,159,0,0,2,1.3,1,0.6,1,0.6,107,67.3,13,8.2,9,5.7,15,9.4,8,5,12,7.5,12,7.5,10,6.3,11,6.9,17,10.7,16,10.1,11,6.9,13,8.2,0,0,8,5,7,4.4,5,3.1,43,27,1,0.6,2,1.3,52,32.7,0,0,47,29.6,13,8.2,6,3.8,68,42.8,108,67.9,1,12.5,8,100,0,0,0,0,0,0
'105801,2012,17,65.4,9,34.6,26,100,1,0.5,3,1.7,0,0,3,11.5,0,0,69,39.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,146,0,0,0,0,1,0.7,0,0,74,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21.9,40,27.4,35,24,39,26.7,0,0,0,0,0,0,0,0,22,15.1,0,0,0,0,72,49.3,0,0,59,40.4,12,8.2,3,2.1,91,62.3,120,82.2,2,7.7,22,84.6,1,3.8,0,0,0,0
'105802,2012,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,50,34.2,10.5,9.1,0,0,0,0,.,.,0,.,.,0,.,0,.,.,.,.,146,0,0,0,0,22,15.1,0,0,102,69.9,22,15.1,22,15.1,22,15.1,21,14.4,22,15.1,15,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15.1,0,0,89,61,2,1.4,0,0,44,30.1,0,0,70,47.9,11,7.5,2,1.4,0,0,31,21.2,0,.,0,.,0,.,0,.,0,.
'105902,2012,371,81.2,86,18.8,457,100,1,0,2,0.1,16,3.5,316,69.1,1,0.2,883,13,1.1,1.3,0.9,0.6,0,0,0.2,0,0.6,1.8,0,0,0,1.4,0,0,0,0,7461,59,0.8,598,8,350,4.7,169,2.2,5222,70,556,7.5,528,7.1,546,7.3,555,7.4,584,7.8,556,7.5,587,7.9,503,6.7,601,8.1,567,7.6,517,6.9,452,6.1,19,0.3,641,8.6,553,7.4,337,4.5,5403,72.4,18,0.2,623,8.4,2239,30,5,0.1,3224,43.2,720,9.7,77,1,1718,23,1549,20.8,33,7.2,113,24.7,5,1.1,6,1.3,0,0
'105904,2012,251,87.2,37,12.8,288,100,0,0,0,0,3,1,39,13.5,0,0,300,7.2,0.6,0,0.3,0,0.7,0.3,0,1,2,11.1,0,0,0,0,0,4,3.1,16.3,4571,61,1.3,194,4.2,24,0.5,66,1.4,673,14.7,366,8,337,7.4,365,8,352,7.7,351,7.7,351,7.7,379,8.3,344,7.5,360,7.9,354,7.7,315,6.9,273,6,18,0.4,311,6.8,311,6.8,95,2.1,855,18.7,17,0.4,195,4.3,3898,85.3,4,0.1,860,18.8,439,9.6,153,3.3,536,11.7,3457,75.6,22,7.6,239,83,3,1,4,1.4,0,0
'105905,2012,127,81.9,28,18.1,155,100,1,0,7,0.7,0,0,10,6.5,1,0.6,161,8.3,3.6,0,0,0,0.8,0.7,0.8,0.6,2.5,0,0,0,0,0,0,0,0,0,2015,12,0.6,142,7,10,0.5,37,1.7,609,30.2,133,6.6,147,7.3,135,6.7,124,6.2,140,6.9,152,7.5,173,8.6,147,7.3,190,9.4,166,8.2,160,7.9,181,9,2,0.1,111,5.5,132,6.6,33,1.6,382,19,22,1.1,144,7.1,1406,69.8,3,0.1,628,31.2,180,8.9,34,1.7,544,27,1552,77,12,7.7,140,90.3,4,2.6,0,0,0,0
'105906,2012,704,80.8,167,19.2,871,100,0,0,4,0.1,37,4.2,520,59.7,1,0.1,2481,16.5,2.8,0.8,0.6,0.7,0.8,0.3,0.1,0.3,1.1,10.8,0.8,1,0,0,0,0,0,7.1,15868,113,0.7,2215,14,534,3.4,369,2.2,7818,49.3,1302,8.2,1256,7.9,1256,7.9,1230,7.8,1271,8,1214,7.7,1205,7.6,1174,7.4,1201,7.6,1145,7.2,958,6,873,5.5,66,0.4,1403,8.8,1225,7.7,492,3.1,9666,60.9,34,0.2,2298,14.5,8050,50.7,9,0.1,6334,39.9,1404,8.8,272,1.7,2743,17.3,5240,33,82,9.4,295,33.9,12,1.4,6,0.7,0,0
'106901,2012,41,82,9,18,50,100,0,0,0,0,0,0,17,34,2,4,73,9.7,3.1,0,0,0,0,0,2,0,1.4,0,0,0,0,25,0,0,0,0,906,4,0.4,136,15,4,0.4,8,0.9,361,39.8,77,8.5,68,7.5,68,7.5,69,7.6,61,6.7,79,8.7,66,7.3,54,6,51,5.6,52,5.7,47,5.2,56,6.2,1,0.1,33,3.6,73,8.1,84,9.3,397,43.8,3,0.3,136,15,545,60.2,0,0,280,30.9,59,6.5,3,0.3,159,17.5,495,54.6,4,8,31,62,0,0,0,0,0,0
'107901,2012,166,88.3,22,11.7,188,100,7,0.2,3,0.2,28,14.9,68,36.2,2,1.1,440,13.6,5.1,1.3,0.4,0.5,1.9,0.8,1.8,0,2.7,7.1,0,0,6.3,0,0,0,0,20,3398,26,0.8,785,23.1,451,13.3,49,1.3,2412,71,273,8,247,7.3,248,7.3,263,7.7,243,7.2,274,8.1,275,8.1,249,7.3,251,7.4,246,7.2,218,6.4,186,5.5,4,0.1,170,5,245,7.2,176,5.2,1466,43.1,6,0.2,720,21.2,986,29,2,0.1,2270,66.8,278,8.2,85,2.5,802,23.6,1362,40.1,12,6.4,86,45.7,3,1.6,1,0.5,0,0
'107902,2012,147,70,63,30,210,100,2,0.1,0,0,15,7.1,18,8.6,0,0,507,17.5,4.4,1.1,1.2,1.1,0.5,0,0,0,4.2,0,0,0,0,0,0,0,0,20,2895,11,0.4,80,2.8,231,8,60,1.9,1619,55.9,210,7.3,214,7.4,211,7.3,195,6.7,219,7.6,212,7.3,216,7.5,238,8.2,237,8.2,258,8.9,184,6.4,186,6.4,5,0.2,141,4.9,240,8.3,70,2.4,358,12.4,16,0.6,80,2.8,1276,44.1,3,0.1,1086,37.5,280,9.7,48,1.7,828,28.6,2228,77,20,9.5,174,82.9,2,1,1,0.5,0,0
'107904,2012,50,79.4,13,20.6,63,100,1,0.1,0,0,0,0,3,4.8,0,0,105,16.8,6.3,2.6,0,0,2.1,0,0,0,7.9,28.6,0,0,0,0,0,0,0,0,617,0,0,7,1.1,10,1.6,9,1.3,291,47.2,46,7.5,39,6.3,42,6.8,50,8.1,41,6.6,58,9.4,45,7.3,55,8.9,39,6.3,51,8.3,50,8.1,44,7.1,0,0,27,4.4,42,6.8,15,2.4,25,4.1,3,0.5,5,0.8,326,52.8,1,0.2,191,31,69,11.2,8,1.3,182,29.5,570,92.4,13,20.6,60,95.2,0,0,0,0,0,0
