D20GR12N,D20GR12R,D30GR12N,D30GR12R,D40GR12N,D40GR12R,DA0GH12N,DA0GH12R,DA0GM12N,DA0GM12R,DA0GR12N,DA0GR12R,DAPID13N,DAPID13R,DAUND12C,DAUND12R,DB0GR12N,DB0GR12R,DH0GR12N,DH0GR12R,DI0GR12N,DI0GR12R,DISTRICT,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR12N,DS0GR12R,DW0GR12N,DW0GR12R,YEAR
1,1.6,0,0,0,0,56,90.3,6,9.7,62,100,0,0.0,3,0.6,0,0,14,22.6,1,1.6,'226907,259,23.4,4.9,9,2.9,8.6,0,0,2.6,1.5,10.9,16.7,0,0,9.1,0,0,0,0,0,1062,4,0.4,39,3.7,12,1.1,16,1.3,721,67.9,63,5.9,93,8.8,74,7.0,77,7.3,69,6.5,85,8.0,86,8.1,87,8.2,82,7.7,73,6.9,70,6.6,74,7.0,12,1.1,51,4.8,72,6.8,45,4.2,426,40.1,2,0.2,39,3.7,341,32.1,2,0.2,449,42.3,117,11.0,10,0.9,264,24.9,606,57.1,4,6.5,46,74.2,2013
0,0,0,0,0,0,13,92.9,1,7.1,14,100,0,0.0,0,0,0,0,6,42.9,0,0,'226908,30,12.3,0,0,0,0,0,0,0,0,12.5,.,0,0,0,0,0,0,0,.,251,3,1.2,13,5.2,0,0.0,2,0.7,116,46.2,17,6.8,12,4.8,16,6.4,15,6.0,20,8.0,28,11.2,20,8.0,23,9.2,24,9.6,20,8.0,12,4.8,15,6.0,0,0.0,17,6.8,15,6.0,14,5.6,100,39.8,1,0.4,13,5.2,135,53.8,0,0.0,63,25.1,29,11.6,2,0.8,60,23.9,145,57.8,2,14.3,8,57.1,2013
1,3.2,0,0,0,0,1,3.2,30,96.8,31,100,4,1.6,3,1.7,7,22.6,22,71,0,0,'227801,103,58.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,123,1,0.8,6,4.9,10,8.1,0,0,72,58.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.4,8,6.5,30,24.4,82,66.7,0,0.0,0,0.0,0,0.0,0,0.0,93,75.6,0,0.0,7,5.7,51,41.5,0,0.0,107,87.0,28,22.8,3,2.4,122,99.2,16,13.0,3,9.7,1,3.2,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'227803,16,7,0,0,3.7,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,.,653,12,1.8,79,12.1,32,4.9,0,0,366,56.0,100,15.3,104,15.9,88,13.5,27,4.1,22,3.4,33,5.1,20,3.1,19,2.9,16,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,113,17.3,111,17.0,374,57.3,2,0.3,81,12.4,287,44.0,1,0.2,285,43.6,37,5.7,16,2.5,0,0.0,216,33.1,0,.,0,.,2013
1,4,1,4,0,0,25,100,0,0,25,100,0,0.0,4,1.3,2,8,3,12,0,0,'227804,110,14.4,0,4.9,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,843,45,5.3,131,15.5,126,14.9,0,0,316,37.5,72,8.5,71,8.4,72,8.5,72,8.5,72,8.5,72,8.5,71,8.4,69,8.2,59,7.0,58,6.9,27,3.2,24,2.8,0,0.0,0,0.0,72,8.5,32,3.8,272,32.3,1,0.1,131,15.5,527,62.5,0,0.0,297,35.2,80,9.5,21,2.5,104,12.3,378,44.8,3,12,18,72,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,2,2,0,.,0,.,0,.,'227805,45,17.7,4.8,0,0,0,0,8,0,3.7,11.5,.,.,0,0,0,0,0,33.3,0,218,0,0.0,0,0.0,192,88.1,0,0,152,69.7,26,11.9,23,10.6,16,7.3,28,12.8,17,7.8,30,13.8,28,12.8,23,10.6,10,4.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,7.8,0,0.0,15,6.9,2,0.9,0,0.0,66,30.3,0,0.0,46,21.1,17,7.8,7,3.2,0,0.0,2,0.9,0,.,0,.,2013
0,0,2,3.4,1,1.7,22,37.9,36,62.1,58,100,0,0.0,4,0.2,21,36.2,10,17.2,0,0,'227806,1948,87.2,9.1,0,0,5,4.3,0,3.2,3.6,0,0,0,12.5,0,0,0,2.6,2,0,770,5,0.6,33,4.3,147,19.1,1,0,532,69.1,10,1.3,15,1.9,17,2.2,31,4.0,32,4.2,45,5.8,63,8.2,114,14.8,179,23.2,122,15.8,86,11.2,43,5.6,0,0.0,0,0.0,13,1.7,0,0.0,212,27.5,18,2.3,36,4.7,238,30.9,1,0.1,740,96.1,319,41.4,21,2.7,158,20.5,366,47.5,21,36.2,24,41.4,2013
1,8.3,0,0,0,0,10,83.3,2,16.7,12,100,1,0.2,2,1.3,0,0,1,8.3,0,0,'227814,73,20.4,0,0,0,0,0,0,0,3.3,3.4,.,.,.,.,.,0,0,.,.,365,25,6.8,0,0.0,16,4.4,0,0,1,0.3,30,8.2,30,8.2,30,8.2,30,8.2,30,8.2,30,8.2,30,8.2,28,7.7,32,8.8,21,5.8,22,6.0,22,6.0,0,0.0,0,0.0,30,8.2,0,0.0,86,23.6,2,0.5,0,0.0,364,99.7,0,0.0,18,4.9,10,2.7,7,1.9,0,0.0,229,62.7,0,0,10,83.3,2013
0,0,5,16.1,0,0,31,100,0,0,31,100,0,0.0,10,0.9,1,3.2,15,48.4,0,0,'227816,387,14.9,0.5,0.5,0.5,1.4,0.5,0.6,0,0.8,1.7,0,0,0,0,0,0,0,7.1,0,2960,601,20.3,500,16.9,336,11.4,0,0,1462,49.4,226,7.6,209,7.1,233,7.9,264,8.9,308,10.4,276,9.3,380,12.8,342,11.6,212,7.2,146,4.9,85,2.9,64,2.2,0,0.0,175,5.9,215,7.3,0,0.0,1424,48.1,6,0.2,520,17.6,1498,50.6,1,0.0,704,23.8,147,5.0,80,2.7,0,0.0,512,17.3,2,6.5,10,32.3,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,2.3,0,.,0,.,0,.,'227817,41,21,2.9,0,15.8,0,7.1,11.8,0,0,0,.,0,0,0,0,0,0,0,.,308,0,0.0,99,32.1,111,36.0,0,0,252,81.8,51,16.6,32,10.4,30,9.7,28,9.1,22,7.1,23,7.5,20,6.5,20,6.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,3.6,43,14.0,39,12.7,173,56.2,2,0.6,102,33.1,56,18.2,0,0.0,146,47.4,18,5.8,2,0.6,0,0.0,20,6.5,0,.,0,.,2013
3,3.2,0,0,0,0,25,26.3,70,73.7,95,100,0,0.0,5,0.7,31,32.6,56,58.9,0,0,'227818,627,83.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387,0,0.0,88,22.7,91,23.5,0,0,334,86.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,40.1,100,25.8,82,21.2,50,12.9,0,0.0,0,0.0,0,0.0,0,0.0,283,73.1,3,0.8,89,23.0,53,13.7,0,0.0,366,94.6,50,12.9,1,0.3,27,7.0,9,2.3,17,17.9,5,5.3,2013
0,.,0,.,0,.,0,.,0,.,0,.,3,1.0,0,.,0,.,0,.,0,.,'227819,12,5.5,2.6,0,0,0,0,.,.,.,0,0,0,0,0,0,.,.,.,0,298,2,0.7,60,20.1,40,13.4,0,0,193,64.8,44,14.8,44,14.8,44,14.8,41,13.8,41,13.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,4.7,44,14.8,40,13.4,192,64.4,0,0.0,60,20.1,105,35.2,1,0.3,135,45.3,28,9.4,7,2.3,0,0.0,56,18.8,0,.,0,.,2013
0,0,0,0,0,0,55,100,0,0,55,100,1,0.0,8,1.2,1,1.8,53,96.4,0,0,'227820,77,6.2,2.6,.,.,.,5.4,5.3,3,3.9,2.1,0,.,.,.,8.3,0,7.7,0,5.6,2081,4,0.2,913,43.9,121,5.8,0,0,1871,89.9,260,12.5,123,5.9,0,0.0,0,0.0,457,22.0,218,10.5,193,9.3,164,7.9,121,5.8,114,5.5,84,4.0,84,4.0,0,0.0,0,0.0,263,12.6,0,0.0,1912,91.9,0,0.0,962,46.2,210,10.1,0,0.0,1198,57.6,145,7.0,11,0.5,0,0.0,33,1.6,1,1.8,1,1.8,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'227821,53,14.8,5.2,5.3,1.9,2,7,0,.,.,1.7,25,0,0,14.3,0,0,.,.,50,395,7,1.8,13,3.3,23,5.8,0,0,84,21.3,70,17.7,66,16.7,61,15.4,52,13.2,44,11.1,33,8.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,69,17.5,0,0.0,91,23.0,1,0.3,14,3.5,311,78.7,0,0.0,154,39.0,30,7.6,17,4.3,0,0.0,256,64.8,0,.,0,.,2013
0,.,0,.,0,.,0,.,0,.,0,.,9,1.2,0,0,0,.,0,.,0,.,'227824,46,13.6,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,717,0,0.0,172,24.0,78,10.9,0,0,649,90.5,0,0.0,0,0.0,0,0.0,77,10.7,73,10.2,159,22.2,170,23.7,134,18.7,104,14.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,611,85.2,2,0.3,172,24.0,68,9.5,1,0.1,281,39.2,75,10.5,6,0.8,0,0.0,19,2.6,0,.,0,.,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'227825,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,2,1.7,43,36.4,17,14.4,0,.,111,94.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,118,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,94,79.7,1,0.8,43,36.4,7,5.9,0,0.0,49,41.5,9,7.6,1,0.8,0,0.0,3,2.5,0,.,0,.,2013
92,2.2,158,3.7,6,0.1,3153,74,1105,26,4258,100,11,0.0,37,0.1,479,11.2,2160,50.7,11,0.3,'227901,17284,20.7,4.2,2.1,1.9,0.7,0.3,0.4,0.9,0.4,2,6.3,3,0.6,0.7,1.1,1,1.5,1.9,8.7,86233,2965,3.4,23818,27.6,7485,8.7,1718,1.8,54313,63.0,7770,9.0,7293,8.5,7075,8.2,6762,7.8,6261,7.3,5839,6.8,5726,6.6,5492,6.4,6155,7.1,5171,6.0,4741,5.5,4517,5.2,359,0.4,5806,6.7,7968,9.2,5104,5.9,52077,60.4,197,0.2,23650,27.4,31920,37.0,60,0.1,45968,53.3,8597,10.0,2053,2.4,18373,21.3,21396,24.8,426,10,1352,31.8,2013
40,2.8,123,8.7,2,0.1,1136,80.1,282,19.9,1418,100,7,0.0,22,0.2,317,22.4,533,37.6,9,0.6,'227904,2860,12.9,2.1,0.9,0.9,0.4,0.1,0.2,0.1,0.3,1.2,4.2,1.1,0,0.5,0.4,0.9,0,1,4.2,23302,1800,7.7,4491,19.3,4390,18.8,463,1.9,12309,52.8,1726,7.4,1773,7.6,1814,7.8,1804,7.7,1732,7.4,1853,8.0,1720,7.4,1724,7.4,1683,7.2,1684,7.2,1663,7.1,1605,6.9,130,0.6,1800,7.7,1747,7.5,644,2.8,10450,44.8,93,0.4,4542,19.5,10993,47.2,42,0.2,11109,47.7,2309,9.9,785,3.4,5944,25.5,5742,24.6,115,8.1,394,27.8,2013
5,1.8,2,0.7,1,0.4,234,82.4,50,17.6,284,100,41,0.5,13,0.4,84,29.6,149,52.5,0,0,'227907,1299,18.7,5.5,2.5,2.9,0.2,0.2,0.6,1.6,0,2.1,0,1.9,2.7,0,1.9,1.9,2,0,6.8,8039,203,2.5,2495,31.0,1893,23.5,214,2.5,6399,79.6,664,8.3,624,7.8,649,8.1,570,7.1,583,7.3,544,6.8,535,6.7,481,6.0,590,7.3,506,6.3,433,5.4,380,4.7,11,0.1,531,6.6,632,7.9,837,10.4,4959,61.7,25,0.3,2496,31.0,1640,20.4,11,0.1,4600,57.2,652,8.1,128,1.6,1556,19.4,820,10.2,20,7,43,15.1,2013
19,3,51,8.1,0,0,591,94,38,6,629,100,74,0.8,15,0.4,6,1,73,11.6,2,0.3,'227909,307,4.1,0.6,0,0,0.2,0,0,0,0,2.9,5.3,0,0,0,0,0,0,0,10.3,7837,853,10.9,165,2.1,61,0.8,46,0.6,244,3.1,522,6.7,556,7.1,604,7.7,608,7.8,633,8.1,576,7.3,584,7.5,626,8.0,632,8.1,621,7.9,666,8.5,634,8.1,20,0.3,1006,12.8,555,7.1,0,0.0,994,12.7,20,0.3,173,2.2,7593,96.9,9,0.1,704,9.0,557,7.1,292,3.7,1285,16.4,5608,71.6,38,6,478,76,2013
12,1.9,3,0.5,1,0.2,520,84.4,96,15.6,616,100,15,0.1,71,1.5,78,12.7,473,76.8,1,0.2,'227910,2254,20.8,2.1,1.2,1.1,0.5,0.3,0.5,0.6,0.1,1.5,5.8,4.4,1.3,0,0,0,0,0,2.2,11317,69,0.6,3700,32.7,1122,9.9,349,2.8,10018,88.5,937,8.3,870,7.7,922,8.1,934,8.3,817,7.2,895,7.9,897,7.9,809,7.1,955,8.4,690,6.1,616,5.4,450,4.0,31,0.3,382,3.4,913,8.1,581,5.1,9295,82.1,24,0.2,3781,33.4,1299,11.5,5,0.0,7451,65.8,1017,9.0,128,1.1,3206,28.3,674,6.0,54,8.8,48,7.8,2013
2,2.6,1,1.3,0,0,72,94.7,4,5.3,76,100,3,0.2,4,0.6,1,1.3,13,17.1,1,1.3,'227912,138,10.9,1.3,0,0,0,0,2.1,0,0,3.8,0,0,0,0,7.7,0,0,0,20,1339,8,0.6,58,4.3,15,1.1,33,2.3,435,32.5,86,6.4,92,6.9,102,7.6,95,7.1,85,6.3,95,7.1,112,8.4,103,7.7,129,9.6,101,7.5,97,7.2,101,7.5,5,0.4,77,5.8,105,7.8,31,2.3,288,21.5,4,0.3,58,4.3,904,67.5,1,0.1,295,22.0,128,9.6,20,1.5,284,21.2,1003,74.9,3,3.9,58,76.3,2013
24,4.7,18,3.5,1,0.2,470,91.6,43,8.4,513,100,0,0.0,2,0.1,7,1.4,83,16.2,2,0.4,'227913,532,7.5,1.4,0.4,0.6,0.2,0,0.2,0,0,0.7,2.9,0,0,2.2,0,0,0,0,0,7779,298,3.8,435,5.6,75,1.0,74,1,958,12.3,565,7.3,606,7.8,599,7.7,615,7.9,593,7.6,628,8.1,641,8.2,589,7.6,647,8.3,589,7.6,564,7.3,507,6.5,10,0.1,942,12.1,544,7.0,82,1.1,1487,19.1,32,0.4,416,5.3,6821,87.7,3,0.0,1566,20.1,529,6.8,299,3.8,1709,22.0,5585,71.8,50,9.7,378,73.7,2013
7,15.2,0,0,0,0,35,76.1,11,23.9,46,100,0,0.0,2,0.6,2,4.3,3,6.5,1,2.2,'228901,123,17.1,2.8,7.3,0,0,2,0,2,3.5,2.4,11.1,12.5,0,0,0,0,0,0,50,748,3,0.4,19,2.5,52,7.0,5,0.6,446,59.6,44,5.9,54,7.2,49,6.6,59,7.9,52,7.0,51,6.8,58,7.8,54,7.2,58,7.8,59,7.9,54,7.2,47,6.3,15,2.0,67,9.0,51,6.8,43,5.7,81,10.8,2,0.3,19,2.5,302,40.4,0,0.0,258,34.5,74,9.9,35,4.7,183,24.5,575,76.9,3,6.5,33,71.7,2013
0,0,0,0,0,0,44,86.3,7,13.7,51,100,3,0.2,1,0.2,4,7.8,9,17.6,0,0,'228903,234,20.3,2.4,2.4,0,0,0,2.3,0,1.2,5.4,0,0,0,0,0,0,0,0,20,1260,6,0.5,86,6.8,221,17.5,36,2.6,991,78.7,107,8.5,92,7.3,100,7.9,94,7.5,95,7.5,110,8.7,104,8.3,79,6.3,97,7.7,83,6.6,67,5.3,71,5.6,5,0.4,68,5.4,90,7.1,66,5.2,260,20.6,3,0.2,86,6.8,269,21.3,0,0.0,671,53.3,112,8.9,33,2.6,372,29.5,737,58.5,6,11.8,38,74.5,2013
0,0,0,0,0,0,7,100,0,0,7,100,0,0.0,0,0,0,0,0,0,0,0,'228904,18,14.9,0,0,0,0,0,0,7.1,0,10,.,.,0,0,0,0,0,0,0,118,0,0.0,0,0.0,0,0.0,2,1.4,83,70.3,10,8.5,7,5.9,10,8.5,9,7.6,7,5.9,13,11.0,8,6.8,13,11.0,8,6.8,10,8.5,3,2.5,4,3.4,0,0.0,9,7.6,7,5.9,9,7.6,5,4.2,3,2.5,0,0.0,35,29.7,0,0.0,37,31.4,14,11.9,2,1.7,41,34.7,108,91.5,1,14.3,7,100,2013
0,0,0,0,0,0,15,93.8,1,6.3,16,100,0,0.0,2,1.7,3,18.8,0,0,0,0,'228905,19,10.3,12.5,0,0,0,0,0,0,0,9.1,0,0,0,.,0,0,0,0,0,209,0,0.0,0,0.0,15,7.2,0,0,129,61.7,14,6.7,7,3.3,15,7.2,16,7.7,16,7.7,9,4.3,11,5.3,19,9.1,17,8.1,21,10.0,22,10.5,17,8.1,0,0.0,24,11.5,11,5.3,14,6.7,11,5.3,1,0.5,1,0.5,80,38.3,0,0.0,67,32.1,28,13.4,3,1.4,102,48.8,179,85.6,2,12.5,13,81.3,2013
0,0,0,0,0,0,35,81.4,8,18.6,43,100,1,0.2,0,0,0,0,3,7,1,2.3,'229901,108,23,4,0,0,2.9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,418,2,0.5,3,0.7,11,2.6,2,0.4,232,55.5,28,6.7,28,6.7,24,5.7,33,7.9,34,8.1,35,8.4,32,7.7,32,7.7,32,7.7,30,7.2,41,9.8,36,8.6,1,0.2,8,1.9,32,7.7,0,0.0,14,3.3,2,0.5,3,0.7,186,44.5,0,0.0,139,33.3,39,9.3,7,1.7,156,37.3,382,91.4,7,16.3,39,90.7,2013
2,2.9,0,0,0,0,60,85.7,10,14.3,70,100,0,0.0,0,0,14,20,2,2.9,1,1.4,'229903,273,20.8,8.6,1.2,0,0,0,0,2.4,1.1,1.1,16.7,0,0,0,0,0,0,0,33.3,1315,5,0.4,22,1.7,326,24.8,28,1.9,875,66.5,100,7.6,105,8.0,106,8.1,90,6.8,118,9.0,108,8.2,103,7.8,88,6.7,101,7.7,92,7.0,67,5.1,83,6.3,7,0.5,48,3.7,97,7.4,50,3.8,77,5.9,30,2.3,22,1.7,440,33.5,0,0.0,627,47.7,177,13.5,44,3.3,322,24.5,833,63.3,7,10,51,72.9,2013
4,5.6,0,0,0,0,60,83.3,12,16.7,72,100,0,0.0,3,0.5,1,1.4,4,5.6,1,1.4,'229904,263,20.8,9.4,3.5,2.2,1.3,2.8,0,0,0,1.3,0,0,0,0,0,11.1,0,0,0,1228,4,0.3,7,0.6,15,1.2,10,0.7,612,49.8,103,8.4,96,7.8,90,7.3,90,7.3,87,7.1,76,6.2,99,8.1,106,8.6,99,8.1,79,6.4,83,6.8,81,6.6,0,0.0,31,2.5,90,7.3,49,4.0,57,4.6,8,0.7,7,0.6,616,50.2,0,0.0,304,24.8,98,8.0,23,1.9,338,27.5,1121,91.3,7,9.7,62,86.1,2013
0,0,0,0,0,0,8,61.5,5,38.5,13,100,0,0.0,0,0,0,0,0,0,0,0,'229905,81,21.6,3.8,5.7,3.7,0,7.4,0,0,0,2.2,0,.,0,0,0,0,0,0,0,421,0,0.0,0,0.0,4,1.0,18,4,242,57.5,46,10.9,27,6.4,31,7.4,33,7.8,37,8.8,32,7.6,29,6.9,25,5.9,30,7.1,29,6.9,25,5.9,23,5.5,0,0.0,14,3.3,31,7.4,23,5.5,15,3.6,6,1.4,0,0.0,179,42.5,0,0.0,138,32.8,47,11.2,4,1.0,98,23.3,392,93.1,6,46.2,13,100,2013
0,0,0,0,0,0,8,80,2,20,10,100,0,0.0,0,0,0,0,0,0,0,0,'229906,42,22,0,7.7,0,7.1,0,5,0,0,0,100,0,0,0,0,0,0,.,0,181,0,0.0,0,0.0,22,12.2,0,0,102,56.4,12,6.6,11,6.1,12,6.6,12,6.6,12,6.6,11,6.1,22,12.2,21,11.6,10,5.5,6,3.3,12,6.6,13,7.2,0,0.0,3,1.7,12,6.6,15,8.3,5,2.8,0,0.0,1,0.6,79,43.6,0,0.0,74,40.9,28,15.5,2,1.1,41,22.7,152,84.0,2,20,10,100,2013
0,0,0,0,0,0,38,88.4,5,11.6,43,100,0,0.0,0,0,6,14,3,7,0,0,'230901,135,19.5,4.3,8.1,7.3,0,0,1.8,0,4.9,4.5,0,0,0,0,0,33.3,12.5,0,14.3,716,7,1.0,16,2.2,92,12.8,13,1.6,487,68.0,56,7.8,48,6.7,46,6.4,50,7.0,57,8.0,61,8.5,56,7.8,53,7.4,49,6.8,52,7.3,48,6.7,49,6.8,0,0.0,45,6.3,53,7.4,38,5.3,48,6.7,3,0.4,16,2.2,229,32.0,1,0.1,296,41.3,85,11.9,30,4.2,173,24.2,535,74.7,4,9.3,34,79.1,2013
1,0.7,2,1.5,0,0,116,84.7,21,15.3,137,100,1,0.0,5,0.5,16,11.7,13,9.5,0,0,'230902,403,17.5,1.6,2.6,1.1,0.6,0.6,0,0.6,1.1,1.5,40,0,0,0,0,16.7,0,0,0,2390,16,0.7,123,5.1,368,15.4,51,1.9,1479,61.9,218,9.1,183,7.7,171,7.2,177,7.4,176,7.4,167,7.0,168,7.0,180,7.5,193,8.1,167,7.0,162,6.8,141,5.9,9,0.4,120,5.0,178,7.4,100,4.2,314,13.1,14,0.6,127,5.3,911,38.1,0,0.0,943,39.5,194,8.1,81,3.4,519,21.7,1597,66.8,16,11.7,105,76.6,2013
0,0,0,0,0,0,35,76.1,11,23.9,46,100,1,0.1,3,0.8,3,6.5,4,8.7,0,0,'230903,163,19.2,1.8,3.8,1.6,0,0,0,4.9,0,4.2,10,0,0,0,0,0,0,0,60,847,1,0.1,50,5.9,84,9.9,7,0.7,555,65.5,72,8.5,57,6.7,56,6.6,69,8.1,74,8.7,67,7.9,63,7.4,71,8.4,49,5.8,60,7.1,46,5.4,45,5.3,0,0.0,45,5.3,78,9.2,40,4.7,121,14.3,3,0.4,50,5.9,292,34.5,0,0.0,346,40.9,94,11.1,7,0.8,212,25.0,631,74.5,9,19.6,39,84.8,2013
2,6.1,0,0,0,0,29,87.9,4,12.1,33,100,0,0.0,0,0,3,9.1,5,15.2,0,0,'230904,51,17.2,0,4.5,0,0,0,0,5.3,0,0,.,0,0,0,0,0,0,0,.,284,1,0.4,19,6.7,34,12.0,1,0.3,181,63.7,13,4.6,24,8.5,20,7.0,30,10.6,15,5.3,17,6.0,27,9.5,19,6.7,20,7.0,18,6.3,22,7.7,21,7.4,0,0.0,20,7.0,14,4.9,24,8.5,46,16.2,1,0.4,20,7.0,103,36.3,1,0.4,125,44.0,14,4.9,10,3.5,107,37.7,191,67.3,1,3,23,69.7,2013
1,1.4,1,1.4,0,0,64,87.7,9,12.3,73,100,0,0.0,0,0,0,0,10,13.7,0,0,'230905,131,12.8,0,1.6,0,0,0,0,1.5,1.5,2.6,0,0,0,0,25,0,0,0,33.3,1098,6,0.5,55,5.0,6,0.5,13,1.1,553,50.4,87,7.9,77,7.0,70,6.4,83,7.6,75,6.8,86,7.8,69,6.3,81,7.4,77,7.0,97,8.8,95,8.7,86,7.8,3,0.3,81,7.4,83,7.6,29,2.6,175,15.9,8,0.7,55,5.0,545,49.6,0,0.0,398,36.2,77,7.0,17,1.5,385,35.1,886,80.7,6,8.2,61,83.6,2013
2,3.3,0,0,0,0,60,98.4,1,1.6,61,100,2,0.2,1,0.2,6,9.8,4,6.6,2,3.3,'230906,119,12.5,6,1.6,1.8,0,2.7,0,0,0,1.7,0,20,0,0,0,0,0,0,25,1024,5,0.5,35,3.4,86,8.4,9,0.8,385,37.6,74,7.2,71,6.9,72,7.0,68,6.6,88,8.6,81,7.9,90,8.8,70,6.8,83,8.1,77,7.5,60,5.9,73,7.1,0,0.0,79,7.7,92,9.0,25,2.4,104,10.2,6,0.6,36,3.5,639,62.4,0,0.0,289,28.2,69,6.7,58,5.7,276,27.0,765,74.7,6,9.8,47,77,2013
2,3.2,0,0,0,0,53,84.1,10,15.9,63,100,0,0.0,3,0.8,0,0,3,4.8,1,1.6,'230908,103,13.9,0,4.3,7.3,2.2,0,0,3.6,2,5.3,16.7,0,0,25,0,0,33.3,0,20,755,3,0.4,8,1.1,2,0.3,4,0.5,312,41.3,64,8.5,64,8.5,57,7.5,56,7.4,53,7.0,60,7.9,57,7.5,57,7.5,54,7.2,56,7.4,53,7.0,49,6.5,0,0.0,80,10.6,55,7.3,20,2.6,36,4.8,7,0.9,8,1.1,443,58.7,1,0.1,253,33.5,49,6.5,21,2.8,249,33.0,685,90.7,7,11.1,57,90.5,2013
1,4.8,0,0,0,0,16,76.2,5,23.8,21,100,0,0.0,4,1.7,0,0,14,66.7,0,0,'231901,74,14.8,6.3,5,16.3,6.1,0,0,0,0,0,.,25,0,0,0,0,.,0,0,534,0,0.0,16,3.0,9,1.7,0,0,271,50.7,39,7.3,50,9.4,47,8.8,38,7.1,34,6.4,35,6.6,36,6.7,39,7.3,46,8.6,40,7.5,35,6.6,32,6.0,0,0.0,39,7.3,31,5.8,32,6.0,371,69.5,3,0.6,20,3.7,263,49.3,0,0.0,188,35.2,35,6.6,5,0.9,96,18.0,146,27.3,3,14.3,6,28.6,2013
0,0,0,0,0,0,11,91.7,1,8.3,12,100,0,0.0,0,0,0,0,6,50,0,0,'231902,35,15,3.3,0,5,6.3,0,0,0,0,0,.,0,.,0,0,0,0,0,100,261,0,0.0,19,7.3,1,0.4,0,0,118,45.2,22,8.4,27,10.3,23,8.8,23,8.8,20,7.7,16,6.1,22,8.4,11,4.2,18,6.9,19,7.3,9,3.4,20,7.7,0,0.0,14,5.4,11,4.2,20,7.7,114,43.7,3,1.1,21,8.0,143,54.8,0,0.0,110,42.1,16,6.1,1,0.4,54,20.7,142,54.4,3,25,6,50,2013
