D20GR12N,D20GR12R,D30GR12N,D30GR12R,D40GR12N,D40GR12R,DA0GH12N,DA0GH12R,DA0GM12N,DA0GM12R,DA0GR12N,DA0GR12R,DAPID13N,DAPID13R,DAUND12C,DAUND12R,DB0GR12N,DB0GR12R,DH0GR12N,DH0GR12R,DI0GR12N,DI0GR12R,DISTRICT,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR12N,DS0GR12R,DW0GR12N,DW0GR12R,YEAR
13,1.1,37,3.1,0,0,921,76.6,281,23.4,1202,100,5,0.0,52,0.6,770,64.1,162,13.5,2,0.2,'123910,4142,21.4,3.6,2.6,1.5,0.8,0,0.4,0.6,1.1,1.9,3.2,1.1,2,1.6,0,0,0,2.5,6.3,19830,579,2.9,1502,7.6,12084,60.9,545,2.6,14720,74.2,1597,8.1,1477,7.4,1411,7.1,1452,7.3,1337,6.7,1347,6.8,1395,7.0,1320,6.7,1542,7.8,1340,6.8,1296,6.5,1213,6.1,98,0.5,1788,9.0,1543,7.8,1462,7.4,4035,20.3,39,0.2,1667,8.4,5110,25.8,19,0.1,6110,30.8,1530,7.7,408,2.1,4282,21.6,2666,13.4,104,8.7,218,18.1,2013
0,0,1,3.7,0,0,26,96.3,1,3.7,27,100,1,0.3,0,0,11,40.7,3,11.1,0,0,'123913,12,3.8,0,0,0,0,0,0,0,0,0,0,.,0,.,0,.,0,0,.,344,10,2.9,1,0.3,70,20.3,0,0,210,61.0,16,4.7,19,5.5,19,5.5,18,5.2,20,5.8,30,8.7,33,9.6,30,8.7,39,11.3,27,7.8,31,9.0,27,7.8,3,0.9,18,5.2,17,4.9,15,4.4,97,28.2,4,1.2,1,0.3,134,39.0,0,0.0,20,5.8,12,3.5,9,2.6,119,34.6,154,44.8,1,3.7,12,44.4,2013
0,0,1,0.8,0,0,115,90.6,12,9.4,127,100,0,0.0,20,2.4,6,4.7,17,13.4,0,0,'123914,126,7.7,1.7,0,0,0.8,2.5,0.8,4,0.8,2.5,25,8.3,0,0,0,0,0,0,25,1709,19,1.1,65,3.8,79,4.6,16,0.9,600,35.1,130,7.6,128,7.5,119,7.0,132,7.7,136,8.0,128,7.5,129,7.5,135,7.9,143,8.4,137,8.0,117,6.8,120,7.0,2,0.1,111,6.5,128,7.5,25,1.5,249,14.6,15,0.9,66,3.9,1109,64.9,1,0.1,453,26.5,119,7.0,14,0.8,426,24.9,1332,77.9,6,4.7,103,81.1,2013
0,0,0,0,0,0,37,69.8,16,30.2,53,100,1,0.1,0,0,0,0,48,90.6,0,0,'124901,88,8.8,12.5,5.2,3.7,0,3.9,0,1.4,0,10.3,0,0,0,0,0,0,11.1,0,0,1117,0,0.0,107,9.6,4,0.4,49,4.2,902,80.8,105,9.4,96,8.6,86,7.7,87,7.8,82,7.3,76,6.8,76,6.8,74,6.6,88,7.9,71,6.4,64,5.7,68,6.1,0,0.0,36,3.2,103,9.2,41,3.7,1075,96.2,4,0.4,110,9.8,215,19.2,0,0.0,516,46.2,83,7.4,0,0.0,227,20.3,34,3.0,5,9.4,5,9.4,2013
0,0,1,0.4,0,0,191,78,54,22,245,100,0,0.0,1,0,1,0.4,220,89.8,0,0,'125901,758,14.9,4.1,5,2.5,0,0,0,1.1,0.6,0.2,12.8,3.8,0,0,0,0,1.9,0,2.5,5472,22,0.4,202,3.7,22,0.4,147,2.5,4230,77.3,490,9.0,414,7.6,409,7.5,408,7.5,376,6.9,385,7.0,389,7.1,416,7.6,491,9.0,323,5.9,318,5.8,292,5.3,6,0.1,394,7.2,460,8.4,295,5.4,5111,93.4,3,0.1,230,4.2,1242,22.7,1,0.0,2260,41.3,506,9.2,9,0.2,1446,26.4,304,5.6,23,9.4,23,9.4,2013
0,0,0,0,0,0,31,77.5,9,22.5,40,100,0,0.0,0,0,0,0,35,87.5,0,0,'125902,88,14.4,0,13.3,0,2.3,4.7,2.4,0,0,3.4,0,0,0,0,0,0,0,0,0,619,0,0.0,46,7.4,2,0.3,9,1.3,484,78.2,34,5.5,44,7.1,31,5.0,30,4.8,50,8.1,50,8.1,54,8.7,54,8.7,63,10.2,47,7.6,54,8.7,50,8.1,2,0.3,4,0.6,32,5.2,24,3.9,550,88.9,6,1.0,37,6.0,135,21.8,0,0.0,248,40.1,73,11.8,1,0.2,131,21.2,60,9.7,6,15,5,12.5,2013
0,0,0,0,0,0,78,78.8,21,21.2,99,100,1,0.0,0,0,0,0,52,52.5,0,0,'125903,253,14.5,12.6,1.6,0,1,0.8,2.5,3.1,0,0.8,14.3,8.3,21.4,0,0,0,0,0,9.1,1880,1,0.1,30,1.6,0,0.0,36,1.8,1097,58.4,145,7.7,129,6.9,142,7.6,138,7.3,122,6.5,140,7.4,147,7.8,141,7.5,167,8.9,124,6.6,129,6.9,135,7.2,1,0.1,146,7.8,133,7.1,87,4.6,1104,58.7,1,0.1,32,1.7,783,41.6,1,0.1,697,37.1,170,9.0,15,0.8,685,36.4,758,40.3,6,6.1,47,47.5,2013
0,0,0,0,0,0,32,94.1,2,5.9,34,100,0,0.0,0,0,0,0,32,94.1,0,0,'125905,116,19.8,4.7,10.3,0,0,0,0,5.6,2.1,3.3,0,0,0,0,0,0,0,0,0,544,0,0.0,58,10.7,1,0.2,45,6.9,380,69.9,34,6.3,56,10.3,33,6.1,42,7.7,35,6.4,29,5.3,50,9.2,41,7.5,51,9.4,34,6.3,32,5.9,48,8.8,0,0.0,27,5.0,46,8.5,13,2.4,533,98.0,0,0.0,59,10.8,164,30.1,0,0.0,319,58.6,59,10.8,0,0.0,138,25.4,10,1.8,5,14.7,2,5.9,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'125906,9,9.6,0,0,0,0,0,0,.,.,0,0,0,0,.,0,0,.,.,.,106,3,2.8,2,1.9,0,0.0,0,0,47,44.3,13,12.3,15,14.2,15,14.2,15,14.2,18,17.0,10,9.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,10.4,16,15.1,4,3.8,93,87.7,2,1.9,2,1.9,59,55.7,0,0.0,12,11.3,5,4.7,2,1.9,0,0.0,6,5.7,0,.,0,.,2013
3,1.5,0,0,0,0,144,70.9,59,29.1,203,100,3,0.1,3,0.2,14,6.9,48,23.6,2,1,'126901,630,18.7,11.9,2.8,4.5,0,0,0,0,0.4,3.4,14.3,11.1,3.8,0,0,0,0,4.5,23.1,3452,13,0.4,355,10.3,110,3.2,45,1.2,2085,60.4,265,7.7,258,7.5,290,8.4,235,6.8,230,6.7,247,7.2,257,7.4,249,7.2,297,8.6,280,8.1,230,6.7,243,7.0,4,0.1,229,6.6,268,7.8,99,2.9,1071,31.0,29,0.8,362,10.5,1367,39.6,2,0.1,1542,44.7,271,7.9,86,2.5,807,23.4,2141,62.0,14,6.9,136,67,2013
14,2.3,8,1.3,2,0.3,453,74.6,154,25.4,607,100,18,0.2,13,0.3,24,4,98,16.1,6,1,'126902,1353,13.5,3.2,3.7,1.3,0.6,0.3,1,0,0.3,2.3,14.8,2.3,3.2,0,2.7,0,0,1.6,16.7,10545,78,0.7,379,3.6,547,5.2,229,2.1,3654,34.7,822,7.8,835,7.9,813,7.7,789,7.5,815,7.7,797,7.6,779,7.4,772,7.3,903,8.6,807,7.7,722,6.8,648,6.1,23,0.2,811,7.7,811,7.7,209,2.0,1870,17.7,98,0.9,390,3.7,6891,65.3,21,0.2,4160,39.4,932,8.8,256,2.4,1983,18.8,7675,72.8,40,6.6,455,75,2013
16,3.8,2,0.5,0,0,348,83.3,70,16.7,418,100,7,0.1,11,0.4,16,3.8,148,35.4,3,0.7,'126903,1451,21.6,5.2,4.1,1.3,0.7,0.9,0,0.2,0.4,1.9,6.5,12.1,2.6,0,2,2.6,0,0,4.9,6600,24,0.4,1221,18.5,247,3.7,113,1.5,4327,65.6,554,8.4,529,8.0,505,7.7,496,7.5,514,7.8,490,7.4,467,7.1,459,7.0,557,8.4,464,7.0,375,5.7,356,5.4,5,0.1,977,14.8,551,8.3,278,4.2,2831,42.9,32,0.5,1225,18.6,2273,34.4,53,0.8,3568,54.1,541,8.2,161,2.4,1570,23.8,3252,49.3,25,6,233,55.7,2013
3,4.1,0,0,0,0,53,72.6,20,27.4,73,100,0,0.0,2,0.4,2,2.7,18,24.7,2,2.7,'126904,108,10,6.1,4.8,1.4,0,1.3,0,0,2,1.7,16.7,0,0,0,0,0,0,0,0,1142,4,0.4,28,2.5,34,3.0,7,0.6,479,41.9,79,6.9,85,7.4,71,6.2,88,7.7,74,6.5,87,7.6,98,8.6,91,8.0,106,9.3,103,9.0,83,7.3,92,8.1,2,0.2,48,4.2,56,4.9,27,2.4,185,16.2,9,0.8,28,2.5,663,58.1,2,0.2,256,22.4,101,8.8,17,1.5,355,31.1,891,78.0,14,19.2,48,65.8,2013
11,3.8,1,0.3,1,0.3,237,82,52,18,289,100,3,0.1,55,2.4,5,1.7,57,19.7,2,0.7,'126905,915,19,5,3.7,1.6,0.3,0.3,0.6,2.7,0.6,4.2,15.4,0,0,0,2.9,0,12.1,19.2,23.3,4885,19,0.4,311,6.4,51,1.0,105,2,2509,51.4,390,8.0,355,7.3,342,7.0,349,7.1,378,7.7,377,7.7,369,7.6,372,7.6,379,7.8,383,7.8,343,7.0,283,5.8,6,0.1,219,4.5,369,7.6,190,3.9,1085,22.2,29,0.6,322,6.6,2376,48.6,4,0.1,1869,38.3,365,7.5,106,2.2,1282,26.2,3591,73.5,14,4.8,212,73.4,2013
0,0,0,0,10,20.8,26,54.2,22,45.8,48,100,1,0.1,1,0.2,2,4.2,20,41.7,0,0,'126906,246,27.3,5.2,8,11.1,0,0,4.1,0,0,10.5,0,0,0,0,0,0,0,0,40,902,10,1.1,204,22.6,32,3.5,14,1.4,718,79.6,59,6.5,72,8.0,76,8.4,65,7.2,61,6.8,70,7.8,62,6.9,76,8.4,68,7.5,72,8.0,62,6.9,47,5.2,0,0.0,19,2.1,66,7.3,46,5.1,332,36.8,3,0.3,205,22.7,184,20.4,179,19.8,501,55.5,79,8.8,31,3.4,177,19.6,315,34.9,6,12.5,16,33.3,2013
0,0,0,0,0,0,36,92.3,3,7.7,39,100,0,0.0,0,0,0,0,4,10.3,1,2.6,'126907,160,18.3,0,10.5,1.6,0,2.7,0,0,0,0,9.1,12.5,0,0,0,0,9.1,0,25,814,1,0.1,42,5.2,2,0.2,12,1.2,402,49.4,42,5.2,77,9.5,42,5.2,65,8.0,52,6.4,78,9.6,62,7.6,80,9.8,63,7.7,64,7.9,56,6.9,54,6.6,0,0.0,71,8.7,58,7.1,21,2.6,123,15.1,6,0.7,43,5.3,412,50.6,0,0.0,385,47.3,107,13.1,22,2.7,195,24.0,660,81.1,3,7.7,34,87.2,2013
1,0.9,2,1.8,0,0,88,79.3,23,20.7,111,100,5,0.2,6,0.7,9,8.1,44,39.6,0,0,'126908,290,15.6,7.7,6,1.5,2.6,0,0.7,2.2,0,4.4,8.3,0,7.1,0,0,8.3,0,0,10,1891,22,1.2,383,20.3,51,2.7,58,2.7,1326,70.1,134,7.1,158,8.4,146,7.7,145,7.7,120,6.3,155,8.2,148,7.8,142,7.5,131,6.9,136,7.2,131,6.9,114,6.0,4,0.2,141,7.5,157,8.3,70,3.7,890,47.1,23,1.2,388,20.5,565,29.9,2,0.1,989,52.3,139,7.4,28,1.5,522,27.6,875,46.3,17,15.3,55,49.5,2013
1,1.1,0,0,0,0,89,95.7,4,4.3,93,100,2,0.1,9,1.1,2,2.2,14,15.1,1,1.1,'126911,271,16.7,8.2,1.7,5.1,3.2,1.7,2.5,2.8,5.6,13.6,7.7,0,0,5,0,0,13.3,12.5,11.1,1667,4,0.2,104,6.2,24,1.4,20,1.1,916,54.9,122,7.3,106,6.4,140,8.4,120,7.2,111,6.7,135,8.1,142,8.5,130,7.8,138,8.3,132,7.9,105,6.3,84,5.0,0,0.0,55,3.3,130,7.8,72,4.3,309,18.5,37,2.2,104,6.2,751,45.1,1,0.1,806,48.4,178,10.7,39,2.3,461,27.7,1253,75.2,8,8.6,75,80.6,2013
1,2.1,0,0,0,0,29,60.4,19,39.6,48,100,0,0.0,0,0,0,0,18,37.5,0,0,'127901,80,12.8,3.3,2.5,7,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,25,698,6,0.9,25,3.6,13,1.9,7,0.9,437,62.6,67,9.6,69,9.9,51,7.3,48,6.9,46,6.6,52,7.4,62,8.9,39,5.6,44,6.3,40,5.7,48,6.9,48,6.9,0,0.0,35,5.0,41,5.9,43,6.2,337,48.3,1,0.1,25,3.6,261,37.4,0,0.0,251,36.0,72,10.3,15,2.1,148,21.2,326,46.7,12,25,29,60.4,2013
0,0,2,4.8,0,0,26,61.9,16,38.1,42,100,0,0.0,1,0.4,1,2.4,16,38.1,0,0,'127903,57,12.1,2.9,0,3.6,0,0,3.2,0,0,7.7,0,0,0,0,0,0,0,0,0,464,4,0.9,27,5.8,20,4.3,10,1.8,274,59.1,27,5.8,37,8.0,28,6.0,30,6.5,37,8.0,37,8.0,29,6.3,39,8.4,39,8.4,43,9.3,34,7.3,20,4.3,1,0.2,20,4.3,27,5.8,36,7.8,176,37.9,0,0.0,27,5.8,190,40.9,0,0.0,205,44.2,49,10.6,9,1.9,196,42.2,255,55.0,6,14.3,23,54.8,2013
0,0,1,2,0,0,39,76.5,12,23.5,51,100,0,0.0,0,0,1,2,7,13.7,0,0,'127904,95,13.8,4.9,2.2,2.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,720,0,0.0,0,0.0,3,0.4,9,1.2,340,47.2,40,5.6,48,6.7,53,7.4,54,7.5,50,6.9,57,7.9,63,8.8,53,7.4,60,8.3,60,8.3,49,6.8,53,7.4,0,0.0,77,10.7,59,8.2,21,2.9,103,14.3,0,0.0,0,0.0,380,52.8,1,0.1,328,45.6,67,9.3,8,1.1,242,33.6,605,84.0,9,17.6,42,82.4,2013
0,0,0,0,0,0,10,83.3,2,16.7,12,100,0,0.0,0,0,0,0,0,0,0,0,'127905,16,15.2,33.3,0,0,0,0,40,0,0,11.1,0,0,0,0,.,0,0,.,100,114,0,0.0,1,0.9,3,2.6,0,0,82,71.9,11,9.6,2,1.8,4,3.5,8,7.0,12,10.5,10,8.8,7,6.1,10,8.8,8,7.0,13,11.4,8,7.0,0,0.0,0,0.0,4,3.5,13,11.4,8,7.0,18,15.8,1,0.9,1,0.9,32,28.1,0,0.0,50,43.9,14,12.3,11,9.6,46,40.4,81,71.1,3,25,12,100,2013
0,0,0,0,0,0,28,80,7,20,35,100,0,0.0,2,0.7,0,0,23,65.7,0,0,'127906,100,16.7,5,2.3,2.6,0,0,3.2,0,2.7,14.5,0,0,0,0,0,0,0,16.7,33.3,673,2,0.3,19,2.8,56,8.3,14,2,471,70.0,49,7.3,61,9.1,51,7.6,40,5.9,41,6.1,55,8.2,37,5.5,40,5.9,40,5.9,43,6.4,45,6.7,55,8.2,0,0.0,27,4.0,54,8.0,62,9.2,326,48.4,2,0.3,19,2.8,202,30.0,0,0.0,267,39.7,65,9.7,18,2.7,252,37.4,269,40.0,4,11.4,12,34.3,2013
0,0,0,0,0,0,51,87.9,7,12.1,58,100,0,0.0,1,0.2,3,5.2,42,72.4,1,1.7,'128901,170,17.3,1.3,0,1.5,0,0,0,3.2,0,3.8,0,0,11.1,0,0,0,0,0,0,1060,2,0.2,22,2.1,20,1.9,29,2.6,682,64.3,82,7.7,89,8.4,73,6.9,69,6.5,83,7.8,78,7.4,91,8.6,66,6.2,80,7.5,84,7.9,64,6.0,66,6.2,0,0.0,127,12.0,84,7.9,51,4.8,733,69.2,3,0.3,22,2.1,378,35.7,0,0.0,326,30.8,91,8.6,6,0.6,204,19.2,296,27.9,6,10.3,12,20.7,2013
0,0,0,0,0,0,28,80,7,20,35,100,1,0.1,4,1.3,0,0,29,82.9,0,0,'128902,169,24.9,7.3,0,2,0,0,4.5,10.5,9.5,0,25,0,0,0,12.5,16.7,0,20,16.7,652,2,0.3,17,2.6,14,2.1,15,1.9,476,73.0,62,9.5,51,7.8,53,8.1,54,8.3,41,6.3,48,7.4,47,7.2,41,6.3,44,6.7,44,6.7,36,5.5,43,6.6,0,0.0,89,13.7,50,7.7,38,5.8,546,83.7,7,1.1,17,2.6,176,27.0,0,0.0,268,41.1,60,9.2,6,0.9,164,25.2,77,11.8,5,14.3,6,17.1,2013
0,0,0,0,0,0,15,100,0,0,15,100,0,0.0,2,1.3,0,0,12,80,1,6.7,'128903,82,25.3,16.7,4.8,0,0,9.1,0,0,8.3,4.3,40,0,0,0,0,0,.,0,0,302,0,0.0,0,0.0,1,0.3,7,1.9,229,75.8,28,9.3,26,8.6,22,7.3,18,6.0,19,6.3,25,8.3,23,7.6,17,5.6,22,7.3,25,8.3,24,7.9,21,7.0,0,0.0,20,6.6,23,7.6,9,3.0,254,84.1,0,0.0,0,0.0,73,24.2,1,0.3,129,42.7,26,8.6,0,0.0,120,39.7,46,15.2,1,6.7,2,13.3,2013
0,0,0,0,0,0,26,100,0,0,26,100,0,0.0,0,0,0,0,2,7.7,0,0,'128904,30,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,359,1,0.3,3,0.8,2,0.6,0,0,100,27.9,35,9.7,22,6.1,29,8.1,29,8.1,25,7.0,29,8.1,29,8.1,35,9.7,33,9.2,23,6.4,26,7.2,34,9.5,0,0.0,31,8.6,10,2.8,0,0.0,56,15.6,0,0.0,3,0.8,259,72.1,1,0.3,38,10.6,27,7.5,2,0.6,143,39.8,297,82.7,2,7.7,24,92.3,2013
3,1.6,1,0.5,0,0,159,83.2,32,16.8,191,100,3,0.1,18,1.3,16,8.4,35,18.3,2,1,'129901,341,11.9,7.9,2.7,4.3,1,2,0.5,0.5,1,9.7,11.1,7.7,8.3,0,2.9,4.8,2.9,3.1,30.8,3029,22,0.7,135,4.5,297,9.8,37,1.2,1226,40.5,213,7.0,218,7.2,220,7.3,224,7.4,229,7.6,239,7.9,248,8.2,235,7.8,252,8.3,217,7.2,232,7.7,184,6.1,2,0.1,90,3.0,223,7.4,93,3.1,581,19.2,22,0.7,139,4.6,1803,59.5,0,0.0,1081,35.7,246,8.1,63,2.1,749,24.7,2044,67.5,9,4.7,134,70.2,2013
9,1.9,3,0.6,1,0.2,433,90.6,45,9.4,478,100,0,0.0,2,0.1,70,14.6,92,19.2,4,0.8,'129902,807,10.1,0.9,0.2,0.4,0.2,0.2,0,0.2,0.3,2.4,8.7,4.9,1.4,1.7,0,0,0,0,12.2,8540,125,1.5,617,7.2,912,10.7,83,0.9,2395,28.0,629,7.4,636,7.4,641,7.5,674,7.9,654,7.7,702,8.2,707,8.3,650,7.6,644,7.5,678,7.9,592,6.9,539,6.3,16,0.2,393,4.6,650,7.6,128,1.5,1911,22.4,53,0.6,442,5.2,6145,72.0,6,0.1,2077,24.3,674,7.9,222,2.6,2160,25.3,5311,62.2,37,7.7,299,62.6,2013
8,2.9,0,0,0,0,194,69.5,85,30.5,279,100,0,0.0,14,0.8,12,4.3,108,38.7,7,2.5,'129903,550,15.1,9.7,5.1,0.4,0,1.4,1.7,0,0,5.8,14.3,0,0,0,0,0,0,0,12.5,3752,30,0.8,548,14.6,196,5.2,108,2.6,2459,65.5,313,8.3,298,7.9,253,6.7,273,7.3,271,7.2,329,8.8,250,6.7,257,6.8,287,7.6,258,6.9,248,6.6,222,5.9,12,0.3,172,4.6,314,8.4,167,4.5,1546,41.2,29,0.8,553,14.7,1293,34.5,2,0.1,1363,36.3,336,9.0,76,2.0,934,24.9,1873,49.9,33,11.8,144,51.6,2013
5,5.1,1,1,0,0,81,81.8,18,18.2,99,100,2,0.1,6,0.8,2,2,18,18.2,3,3,'129904,319,21.4,4.4,5.8,11.5,4.1,5.4,4.1,1.9,2.3,10.1,0,0,14.3,8.3,5.6,5.3,6.3,0,0,1457,6,0.4,72,4.9,30,2.1,50,2.9,1001,68.7,111,7.6,96,6.6,93,6.4,94,6.5,109,7.5,111,7.6,119,8.2,118,8.1,120,8.2,109,7.5,94,6.5,84,5.8,0,0.0,66,4.5,106,7.3,93,6.4,253,17.4,11,0.8,72,4.9,456,31.3,1,0.1,818,56.1,159,10.9,29,2.0,338,23.2,1127,77.4,7,7.1,70,70.7,2013
4,1.7,3,1.2,0,0,219,90.9,22,9.1,241,100,3,0.1,9,0.5,5,2.1,27,11.2,1,0.4,'129905,688,20.3,5.7,2,1.4,1.7,0,0,0.4,0,5.9,13.6,0,0,0,0,0,0,0,12,3384,24,0.7,71,2.1,56,1.7,78,2,2109,62.3,249,7.4,230,6.8,216,6.4,245,7.2,259,7.7,262,7.7,267,7.9,267,7.9,287,8.5,250,7.4,213,6.3,236,7.0,0,0.0,276,8.2,254,7.5,149,4.4,446,13.2,23,0.7,71,2.1,1275,37.7,2,0.1,1255,37.1,277,8.2,128,3.8,969,28.6,2705,79.9,16,6.6,201,83.4,2013
0,0,2,1,0,0,183,89.3,22,10.7,205,100,6,0.1,15,0.8,53,25.9,64,31.2,1,0.5,'129906,905,21.9,4.5,0.7,1.9,0,0.7,0.3,0,0.4,3.5,4.2,0,3.3,0,0,0,0,0,6.7,4218,35,0.8,937,22.2,1032,24.5,132,2.8,3307,78.4,349,8.3,300,7.1,306,7.3,305,7.2,328,7.8,305,7.2,323,7.7,306,7.3,326,7.7,299,7.1,247,5.9,215,5.1,4,0.1,266,6.3,350,8.3,255,6.0,1802,42.7,15,0.4,832,19.7,911,21.6,3,0.1,2257,53.5,372,8.8,88,2.1,1131,26.8,1243,29.5,14,6.8,85,41.5,2013
0,0,0,0,0,0,42,71.2,17,28.8,59,100,0,0.0,2,0.4,3,5.1,6,10.2,0,0,'129910,156,16.1,1.8,4.9,4.6,1.6,1.4,1.4,2.2,0,1.5,0,0,0,0,0,0,0,0,12.5,1005,1,0.1,6,0.6,33,3.3,10,0.9,418,41.6,77,7.7,67,6.7,69,6.9,75,7.5,75,7.5,78,7.8,93,9.3,92,9.2,93,9.3,77,7.7,77,7.7,55,5.5,2,0.2,42,4.2,61,6.1,14,1.4,108,10.7,7,0.7,6,0.6,587,58.4,1,0.1,317,31.5,102,10.1,12,1.2,356,35.4,843,83.9,11,18.6,50,84.7,2013
0,0,0,0,0,0,2,15.4,11,84.6,13,100,0,0.0,1,0.9,0,0,3,23.1,0,0,'130801,84,77.1,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,0,0,.,70,0,0.0,0,0.0,13,18.6,0,0,65,92.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,17.1,9,12.9,13,18.6,17,24.3,13,18.6,6,8.6,0,0.0,0,0.0,0,0.0,0,0.0,30,42.9,0,0.0,0,0.0,5,7.1,0,0.0,40,57.1,27,38.6,3,4.3,21,30.0,24,34.3,3,23.1,10,76.9,2013
12,2.3,4,0.8,0,0,423,80.6,102,19.4,525,100,0,0.0,0,0,2,0.4,126,24,3,0.6,'130901,621,9.3,3.6,1.2,1.7,1.2,1.1,0.2,0.7,0,4.5,10,4.2,0,0,0,0,0,0,21.1,7075,60,0.8,421,6.0,34,0.5,92,1.3,1434,20.3,444,6.3,480,6.8,523,7.4,486,6.9,544,7.7,557,7.9,605,8.6,603,8.5,622,8.8,575,8.1,572,8.1,556,7.9,19,0.3,334,4.7,452,6.4,37,0.5,1966,27.8,32,0.5,257,3.6,5641,79.7,11,0.2,1656,23.4,493,7.0,128,1.8,1950,27.6,4844,68.5,37,7,378,72,2013
0,0,0,0,0,0,54,85.7,9,14.3,63,100,0,0.0,1,0.2,0,0,36,57.1,0,0,'130902,119,11.2,10.8,12,2.6,1.4,0,0,0,0,6.7,12.5,0,0,0,0,0,0,0,11.1,1115,4,0.4,118,10.6,1,0.1,3,0.3,603,54.1,90,8.1,92,8.3,68,6.1,93,8.3,79,7.1,86,7.7,85,7.6,82,7.4,78,7.0,93,8.3,82,7.4,74,6.6,0,0.0,115,10.3,80,7.2,33,3.0,627,56.2,1,0.1,185,16.6,512,45.9,0,0.0,478,42.9,125,11.2,17,1.5,346,31.0,465,41.7,9,14.3,27,42.9,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'131001,7,10.8,0,0,0,0,0,0,.,.,0,.,0,.,0,0,0,.,.,0,83,0,0.0,6,7.2,0,0.0,0,0,58,69.9,10,12.0,10,12.0,13,15.7,8,9.6,9,10.8,10,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,10.8,12,14.5,11,13.3,68,81.9,0,0.0,6,7.2,25,30.1,0,0.0,43,51.8,3,3.6,1,1.2,0,0.0,14,16.9,0,.,0,.,2013
1,12.5,0,0,0,0,7,87.5,1,12.5,8,100,0,0.0,0,0,0,0,1,12.5,0,0,'132902,38,23.2,12.5,0,0,0,0,0,7.1,0,0,0,0,0,.,.,0,.,0,0,144,0,0.0,0,0.0,0,0.0,2,1.1,57,39.6,8,5.6,10,6.9,15,10.4,4,2.8,13,9.0,13,9.0,12,8.3,9,6.3,13,9.0,10,6.9,12,8.3,9,6.3,0,0.0,2,1.4,7,4.9,9,6.3,38,26.4,0,0.0,0,0.0,87,60.4,0,0.0,54,37.5,15,10.4,2,1.4,44,30.6,104,72.2,1,12.5,6,75,2013
0,0,0,0,0,0,32,80,8,20,40,100,0,0.0,0,0,0,0,22,55,0,0,'133901,217,30.6,4.9,5.6,2.5,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,50,642,2,0.3,86,13.4,6,0.9,9,1.1,458,71.3,41,6.4,46,7.2,48,7.5,45,7.0,50,7.8,45,7.0,41,6.4,49,7.6,54,8.4,46,7.2,37,5.8,50,7.8,3,0.5,25,3.9,58,9.0,29,4.5,319,49.7,0,0.0,88,13.7,184,28.7,0,0.0,256,39.9,55,8.6,8,1.2,175,27.3,307,47.8,1,2.5,18,45,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'133902,14,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,193,0,0.0,29,15.0,0,0.0,2,1,67,34.7,19,9.8,20,10.4,21,10.9,15,7.8,24,12.4,21,10.9,21,10.9,17,8.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,3.1,18,9.3,17,8.8,56,29.0,0,0.0,29,15.0,126,65.3,1,0.5,46,23.8,13,6.7,2,1.0,0,0.0,134,69.4,0,.,0,.,2013
