D20GR10N,D20GR10P,D30GR10N,D30GR10P,D40GR10N,D40GR10P,DA0GH10N,DA0GH10P,DA0GM10N,DA0GM10P,DA0GR10N,DA0GR10P,DAPID11N,DAPID11R,DAUND10C,DAUND10R,DB0GR10N,DB0GR10P,DH0GR10N,DH0GR10P,DI0GR10N,DI0GR10P,DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR10N,DS0GR10P,DW0GR10N,DW0GR10P,YEAR
2,1.2,0,0,0,0,124,72.9,46,27.1,170,100,0,0.0,4,0.3,0,0,34,20,4,2.4,'010902,3.6,3.1,3.2,0.7,0.7,0.5,0,0,0.8,0,0,3.6,0,0,0,0,0,4.5,2462,6,0.2,99,4.0,11,0.4,64,2.3,1208,49.1,161,6.5,170,6.9,156,6.3,175,7.1,171,6.9,178,7.2,208,8.4,175,7.1,208,8.4,210,8.5,177,7.2,194,7.9,3,0.1,206,8.4,159,6.5,117,4.8,678,27.5,19,0.8,99,4.0,0,0.0,1031,41.9,311,12.6,41,1.7,684,27.8,1707,69.3,13,7.6,130,76.5,2011
2,0.4,3,0.5,0,0,421,76.8,127,23.2,548,100,2,0.0,3,0.1,40,7.3,218,39.8,6,1.1,'011901,4.1,2.6,2.4,1,0.7,0.7,1.3,0.7,1.3,9.4,1.3,3.4,0,2.5,1.1,0,1.3,17.9,9043,52,0.6,1376,15.2,581,6.4,259,2.7,5886,65.1,710,7.9,676,7.5,683,7.6,680,7.5,726,8.0,694,7.7,713,7.9,648,7.2,752,8.3,645,7.1,549,6.1,521,5.8,17,0.2,785,8.7,663,7.3,366,4.0,4584,50.7,54,0.6,1541,17.0,8,0.1,4693,51.9,1009,11.2,215,2.4,1406,15.5,3549,39.2,55,10,279,50.9,2011
8,3.2,2,0.8,0,0,201,79.4,52,20.6,253,100,2,0.0,26,1.4,37,14.6,108,42.7,1,0.4,'011902,2.6,2.2,1.9,0.7,0.4,0.4,0,0.4,2.4,20,8.3,4.5,0,0,0,0,0,0,3943,15,0.4,725,18.4,510,12.9,124,2.9,2732,69.3,272,6.9,299,7.6,303,7.7,281,7.1,311,7.9,261,6.6,299,7.6,310,7.9,332,8.4,287,7.3,262,6.6,253,6.4,11,0.3,288,7.3,274,6.9,188,4.8,2059,52.2,13,0.3,747,18.9,3,0.1,1938,49.2,381,9.7,78,2.0,1150,29.2,1265,32.1,19,7.5,97,38.3,2011
4,3,0,0,0,0,93,68.9,42,31.1,135,100,2,0.1,2,0.2,17,12.6,17,12.6,0,0,'011904,2,0,0,0,0,0.9,0,0.8,2.1,0,5.6,0,0,0,0,6.7,0,0,1735,11,0.6,62,3.6,149,8.6,21,1.1,975,56.2,109,6.3,117,6.7,116,6.7,141,8.1,128,7.4,118,6.8,134,7.7,131,7.6,153,8.8,149,8.6,118,6.8,111,6.4,2,0.1,120,6.9,123,7.1,85,4.9,417,24.0,13,0.7,64,3.7,2,0.1,586,33.8,200,11.5,39,2.2,456,26.3,1104,63.6,20,14.8,97,71.9,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,2.8,0,.,0,.,0,.,'011905,0,0,0,0,5.6,11.1,0,0,0,.,0,0,0,0,0,0,0,50,186,0,0.0,43,23.1,3,1.6,0,0,120,64.5,31,16.7,19,10.2,16,8.6,17,9.1,19,10.2,17,9.1,13,7.0,12,6.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,2.7,18,9.7,24,12.9,89,47.8,0,0.0,46,24.7,0,0.0,128,68.8,17,9.1,0,0.0,0,0.0,94,50.5,0,.,0,.,2011
0,0,0,0,0,0,39,76.5,12,23.5,51,100,0,0.0,1,0.4,1,2,7,13.7,0,0,'012901,0,2.9,0,0,2,2.8,0,0,19.1,0,0,0,0,0,0,0,.,75,575,1,0.2,2,0.3,19,3.3,8,1.2,301,52.3,46,8.0,45,7.8,35,6.1,41,7.1,43,7.5,55,9.6,37,6.4,44,7.7,30,5.2,42,7.3,36,6.3,35,6.1,4,0.7,25,4.3,57,9.9,25,4.3,120,20.9,8,1.4,2,0.3,0,0.0,168,29.2,51,8.9,9,1.6,142,24.7,418,72.7,5,9.8,43,84.3,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'013801,7.7,0,2.6,0,2.6,0,.,.,17.2,0,0,25,0,0,0,.,.,0,361,13,3.6,5,1.4,8,2.2,0,0,274,75.9,67,18.6,44,12.2,48,13.3,44,12.2,50,13.9,45,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,3.3,63,17.5,0,0.0,289,80.1,0,0.0,5,1.4,0,0.0,152,42.1,32,8.9,0,0.0,0,0.0,51,14.1,0,.,0,.,2011
1,0.4,4,1.6,1,0.4,155,63.8,88,36.2,243,100,2,0.1,4,0.2,7,2.9,176,72.4,2,0.8,'013901,13.5,3.6,8.2,4.8,0,2.2,1.7,2.5,2.7,23.3,2.9,0,0,0,0,0,0,0,3525,10,0.3,86,2.4,71,2.0,68,1.8,2588,73.4,241,6.8,256,7.3,272,7.7,269,7.6,244,6.9,254,7.2,273,7.7,253,7.2,312,8.9,306,8.7,230,6.5,222,6.3,7,0.2,270,7.7,256,7.3,130,3.7,2898,82.2,6,0.2,98,2.8,3,0.1,1816,51.5,336,9.5,13,0.4,940,26.7,524,14.9,27,11.1,52,21.4,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'013902,0,0,0,0,0,0,0,0,5.6,0,0,0,0,.,.,0,.,50,162,0,0.0,0,0.0,0,0.0,0,0,129,79.6,17,10.5,23,14.2,18,11.1,19,11.7,19,11.7,13,8.0,13,8.0,7,4.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.5,18,11.1,15,9.3,124,76.5,0,0.0,1,0.6,0,0.0,66,40.7,13,8.0,2,1.2,0,0.0,36,22.2,0,.,0,.,2011
0,0,0,0,0,0,14,53.8,12,46.2,26,100,0,0.0,0,0,1,3.8,16,61.5,0,0,'013903,15.4,0,3.8,4,0,0,0,0,5.3,33.3,0,20,0,0,0,0,0,50,411,0,0.0,4,1.0,6,1.5,3,0.6,277,67.4,25,6.1,22,5.4,29,7.1,31,7.5,24,5.8,32,7.8,25,6.1,33,8.0,37,9.0,28,6.8,46,11.2,29,7.1,0,0.0,31,7.5,26,6.3,24,5.8,236,57.4,1,0.2,4,1.0,0,0.0,192,46.7,49,11.9,8,1.9,131,31.9,160,38.9,3,11.5,9,34.6,2011
0,0,0,0,1,1.6,51,82.3,11,17.7,62,100,0,0.0,0,0,1,1.6,35,56.5,1,1.6,'013905,16,8.2,1.5,1.8,0,0,0,1.9,9.5,0,16.7,0,0,0,0,0,0,25,814,0,0.0,18,2.2,8,1.0,5,0.5,526,64.6,54,6.6,57,7.0,51,6.3,74,9.1,63,7.7,65,8.0,61,7.5,68,8.4,71,8.7,72,8.8,64,7.9,42,5.2,3,0.4,49,6.0,54,6.6,15,1.8,537,66.0,3,0.4,18,2.2,0,0.0,259,31.8,77,9.5,5,0.6,240,29.5,261,32.1,6,9.7,24,38.7,2011
1,1.6,0,0,0,0,30,48.4,32,51.6,62,100,0,0.0,2,0.6,26,41.9,16,25.8,0,0,'014801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,152,2,1.3,0,0.0,75,49.3,0,0,102,67.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,18.4,39,25.7,62,40.8,23,15.1,0,0.0,0,0.0,0,0.0,0,0.0,33,21.7,3,2.0,0,0.0,2,1.3,124,81.6,29,19.1,4,2.6,61,40.1,33,21.7,7,11.3,19,30.6,2011
2,5,1,2.5,0,0,4,10,36,90,40,100,2,1.0,7,5,10,25,11,27.5,0,0,'014802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,2,2.7,0,0.0,39,52.0,0,0,46,61.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,22.7,10,13.3,17,22.7,31,41.3,0,0.0,0,0.0,0,0.0,0,0.0,15,20.0,1,1.3,0,0.0,0,0.0,75,100.0,4,5.3,3,4.0,11,14.7,15,20.0,2,5,16,40,2011
0,0,0,0,0,0,10,83.3,2,16.7,12,100,0,0.0,2,2,7,58.3,0,0,0,0,'014803,18.2,0,16.7,25,60,50,11.1,0,6.7,100,0,0,.,50,0,0,0,50,165,2,1.2,2,1.2,31,18.8,0,0,115,69.7,17,10.3,10,6.1,13,7.9,8,4.8,12,7.3,6,3.6,7,4.2,17,10.3,13,7.9,10,6.1,9,5.5,7,4.2,0,0.0,0,0.0,17,10.3,19,11.5,38,23.0,3,1.8,2,1.2,0,0.0,125,75.8,20,12.1,4,2.4,0,0.0,87,52.7,5,41.7,5,41.7,2011
0,0,0,0,0,0,0,0,15,100,15,100,2,0.3,12,2.4,3,20,2,13.3,0,0,'014804,.,.,0,0,0,0,0,0,.,.,0,0,0,25,0,0,15.8,.,395,2,0.5,0,0.0,23,5.8,0,0,141,35.7,0,0.0,2,0.5,4,1.0,3,0.8,12,3.0,52,13.2,49,12.4,40,10.1,80,20.3,76,19.2,49,12.4,27,6.8,0,0.0,0,0.0,1,0.3,0,0.0,76,19.2,0,0.0,0,0.0,0,0.0,187,47.3,90,22.8,11,2.8,0,0.0,283,71.6,3,20,10,66.7,2011
1,1.2,0,0,0,0,70,84.3,13,15.7,83,100,1,0.1,1,0.2,1,1.2,19,22.9,0,0,'014901,11.4,4.1,1.5,0,0,0,0,0,3.8,42.9,0,0,0,0,0,0,0,18.2,1103,5,0.5,30,2.7,11,1.0,18,1.5,386,35.0,80,7.3,70,6.3,84,7.6,85,7.7,79,7.2,88,8.0,88,8.0,102,9.2,91,8.3,80,7.3,76,6.9,72,6.5,1,0.1,94,8.5,79,7.2,28,2.5,223,20.2,10,0.9,30,2.7,0,0.0,311,28.2,99,9.0,23,2.1,240,21.8,831,75.3,8,9.6,62,74.7,2011
1,3.8,0,0,0,0,23,88.5,3,11.5,26,100,0,0.0,0,0,6,23.1,9,34.6,1,3.8,'014902,4.2,8,4.3,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,379,0,0.0,51,13.5,48,12.7,2,0.5,299,78.9,21,5.5,27,7.1,21,5.5,26,6.9,25,6.6,26,6.9,22,5.8,25,6.6,32,8.4,35,9.2,25,6.6,19,5.0,0,0.0,13,3.4,36,9.5,39,10.3,247,65.2,1,0.3,51,13.5,0,0.0,175,46.2,35,9.2,8,2.1,117,30.9,75,19.8,2,7.7,9,34.6,2011
5,0.9,8,1.4,0,0,415,71.8,163,28.2,578,100,0,0.0,1,0,46,8,158,27.3,5,0.9,'014903,1.6,0.3,1,0.5,0.4,0.5,0.2,0.4,3.4,9.2,5,2.3,0,1.3,1.2,1.3,3.9,6.8,9232,118,1.3,627,6.8,631,6.8,163,1.7,4427,48.0,721,7.8,696,7.5,718,7.8,699,7.6,672,7.3,681,7.4,742,8.0,689,7.5,705,7.6,612,6.6,617,6.7,548,5.9,23,0.2,634,6.9,737,8.0,372,4.0,2813,30.5,89,1.0,646,7.0,14,0.2,4119,44.6,977,10.6,247,2.7,1728,18.7,5320,57.6,70,12.1,356,61.6,2011
0,0,0,0,0,0,14,42.4,19,57.6,33,100,0,0.0,0,0,3,9.1,11,33.3,0,0,'014905,3.1,2.6,2.7,0,4.9,0,0,0,0,0,0,0,0,0,.,0,0,0,568,1,0.2,18,3.2,20,3.5,8,1.4,308,54.2,37,6.5,42,7.4,46,8.1,42,7.4,56,9.9,46,8.1,39,6.9,65,11.4,39,6.9,32,5.6,34,6.0,32,5.6,1,0.2,59,10.4,44,7.7,13,2.3,182,32.0,1,0.2,18,3.2,0,0.0,156,27.5,42,7.4,7,1.2,179,31.5,357,62.9,5,15.2,19,57.6,2011
53,2.8,89,4.7,8,0.4,1425,76,449,24,1874,100,1,0.0,25,0.2,754,40.2,371,19.8,9,0.5,'014906,6.1,2.3,2.5,2.6,1.4,2,2.7,1.6,2.1,11.7,3.3,3.2,3.8,3.5,1.9,2.3,3.8,8.3,40165,1148,2.9,2718,6.8,13663,34.0,1171,2.6,20829,51.9,3357,8.4,3405,8.5,3188,7.9,3102,7.7,2997,7.5,2811,7.0,2806,7.0,2532,6.3,2828,7.0,2443,6.1,2226,5.5,1874,4.7,73,0.2,1815,4.5,3483,8.7,3040,7.6,10245,25.5,338,0.8,2958,7.4,483,1.2,20586,51.3,4266,10.6,2190,5.5,5832,14.5,12098,30.1,196,10.5,590,31.5,2011
3,4.9,0,0,0,0,59,96.7,2,3.3,61,100,1,0.1,0,0,3,4.9,11,18,1,1.6,'014907,0,1.9,0,1.5,2,1.6,0,0,2.1,0,14.3,0,0,0,0,0,14.3,0,894,6,0.7,32,3.6,17,1.9,17,1.9,446,49.9,54,6.0,54,6.0,66,7.4,54,6.0,77,8.6,59,6.6,74,8.3,72,8.1,79,8.8,71,7.9,66,7.4,56,6.3,0,0.0,94,10.5,71,7.9,41,4.6,238,26.6,9,1.0,32,3.6,1,0.1,282,31.5,72,8.1,8,0.9,276,30.9,615,68.8,5,8.2,43,70.5,2011
2,2.2,0,0,1,1.1,80,88.9,10,11.1,90,100,0,0.0,2,0.3,0,0,16,17.8,2,2.2,'014908,3.5,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,1354,17,1.3,101,7.5,7,0.5,37,2.6,335,24.7,86,6.4,95,7.0,95,7.0,111,8.2,94,6.9,100,7.4,99,7.3,101,7.5,114,8.4,123,9.1,111,8.2,116,8.6,1,0.1,61,4.5,83,6.1,25,1.8,276,20.4,10,0.7,102,7.5,2,0.1,356,26.3,98,7.2,18,1.3,295,21.8,1024,75.6,5,5.6,69,76.7,2011
3,0.6,13,2.8,0,0,322,68.8,146,31.2,468,100,0,0.0,9,0.2,114,24.4,129,27.6,1,0.2,'014909,6.7,2.4,3.6,2,1.1,2.8,1.9,6.1,8.2,12.8,10.4,1.8,2.9,0,1.8,0,6,28.9,8840,144,1.6,660,7.5,2411,27.3,319,3.3,6440,72.9,746,8.4,711,8.0,717,8.1,666,7.5,635,7.2,610,6.9,559,6.3,594,6.7,680,7.7,582,6.6,474,5.4,372,4.2,93,1.1,755,8.5,755,8.5,646,7.3,3464,39.2,32,0.4,682,7.7,10,0.1,4631,52.4,713,8.1,260,2.9,1497,16.9,2519,28.5,69,14.7,208,44.4,2011
3,3.2,1,1.1,0,0,86,90.5,9,9.5,95,100,1,0.1,2,0.3,2,2.1,23,24.2,0,0,'014910,5.8,12.4,2.2,4.4,3.4,0,0,0,1.5,0,0,0,0,20,0,0,0,10,1284,5,0.4,40,3.1,29,2.3,8,0.6,594,46.3,79,6.2,104,8.1,88,6.9,105,8.2,103,8.0,100,7.8,111,8.6,92,7.2,100,7.8,84,6.5,99,7.7,90,7.0,6,0.5,113,8.8,90,7.0,33,2.6,309,24.1,13,1.0,40,3.1,3,0.2,386,30.1,122,9.5,13,1.0,320,24.9,912,71.0,12,12.6,66,69.5,2011
0,0,0,0,0,0,21,63.6,12,36.4,33,100,0,0.0,51,6.8,1,3,30,90.9,0,0,'015801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,339,2,0.6,1,0.3,12,3.5,0,0,254,74.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,28.0,92,27.1,75,22.1,77,22.7,0,0.0,0,0.0,0,0.0,0,0.0,291,85.8,1,0.3,1,0.3,0,0.0,234,69.0,63,18.6,0,0.0,209,61.7,33,9.7,6,18.2,2,6.1,2011
1,1.6,0,0,0,0,53,85.5,9,14.5,62,100,0,0.0,23,5.2,29,46.8,27,43.5,0,0,'015802,5.6,3,0,11.1,0,0,0,7.1,0,.,0,0,0,0,0,0,0,.,1327,26,2.0,111,8.4,435,32.8,0,0,1274,96.0,37,2.8,34,2.6,29,2.2,19,1.4,22,1.7,18,1.4,9,0.7,17,1.3,64,4.8,64,4.8,52,3.9,51,3.8,0,0.0,29,2.2,49,3.7,862,65.0,685,51.6,10,0.8,108,8.1,11,0.8,1201,90.5,32,2.4,24,1.8,147,11.1,136,10.2,5,8.1,5,8.1,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,1.5,0,.,0,.,0,.,'015803,1.7,0,11.8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0.0,42,6.0,74,10.6,0,0,679,97.7,53,7.6,58,8.3,47,6.8,37,5.3,21,3.0,19,2.7,24,3.5,11,1.6,10,1.4,6,0.9,3,0.4,5,0.7,0,0.0,0,0.0,58,8.3,343,49.4,559,80.4,1,0.1,42,6.0,0,0.0,67,9.6,30,4.3,13,1.9,0,0.0,48,6.9,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,5,2.7,0,.,0,.,0,.,'015805,2.1,10.9,1.8,0,8.3,7.8,1.8,4.4,8.8,11.1,20,0,0,11.1,0,0,0,20,616,0,0.0,57,9.3,17,2.8,1,0.1,584,94.8,67,10.9,64,10.4,65,10.6,64,10.4,74,12.0,78,12.7,70,11.4,67,10.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,10.9,0,0.0,581,94.3,0,0.0,61,9.9,0,0.0,428,69.5,58,9.4,1,0.2,0,0.0,17,2.8,0,.,0,.,2011
1,1.4,0,0,0,0,53,76.8,16,23.2,69,100,0,0.0,14,1.4,18,26.1,48,69.6,0,0,'015806,2.5,4.5,7.4,1.3,1.6,1.7,1.1,10.8,1.7,14.3,20,6.3,0,0,3.4,10,5.3,14.3,1624,2,0.1,167,10.3,595,36.6,0,0,1349,83.1,130,8.0,162,10.0,154,9.5,152,9.4,138,8.5,142,8.7,103,6.3,93,5.7,53,3.3,65,4.0,75,4.6,37,2.3,0,0.0,0,0.0,128,7.9,192,11.8,941,57.9,7,0.4,162,10.0,3,0.2,900,55.4,144,8.9,10,0.6,218,13.4,66,4.1,5,7.2,2,2.9,2011
1,0.5,2,1,0,0,124,62.3,75,37.7,199,100,0,0.0,2,0.2,39,19.6,123,61.8,0,0,'015807,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,772,5,0.6,5,0.6,143,18.5,20,1.7,532,68.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,194,25.1,51,6.6,222,28.8,305,39.5,0,0.0,0,0.0,0,0.0,0,0.0,539,69.8,0,0.0,10,1.3,3,0.4,706,91.5,105,13.6,8,1.0,443,57.4,74,9.6,15,7.5,34,17.1,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,57,5,0,.,0,.,0,.,'015808,.,.,.,.,0,0,5,7,.,.,.,.,.,0,0,9.1,0,.,581,1,0.2,10,1.7,146,25.1,0,0,581,100.0,0,0.0,3,0.5,3,0.5,4,0.7,10,1.7,18,3.1,45,7.7,84,14.5,218,37.5,140,24.1,42,7.2,14,2.4,0,0.0,0,0.0,0,0.0,0,0.0,214,36.8,15,2.6,18,3.1,3,0.5,581,100.0,247,42.5,10,1.7,0,0.0,192,33.0,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'015809,6.1,3.6,6.5,3.6,0,0,0,0,1.8,.,0,0,0,33.3,0,0,.,0,509,1,0.2,79,15.5,33,6.5,0,0,492,96.7,61,12.0,44,8.6,22,4.3,21,4.1,29,5.7,10,2.0,22,4.3,16,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,14.7,209,41.1,461,90.6,0,0.0,81,15.9,0,0.0,163,32.0,34,6.7,0,0.0,0,0.0,14,2.8,0,.,0,.,2011
0,0,0,0,0,0,15,83.3,3,16.7,18,100,0,0.0,2,0.7,0,0,17,94.4,0,0,'015812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197,0,0.0,17,8.6,16,8.1,0,0,96,48.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72,36.5,50,25.4,48,24.4,27,13.7,0,0.0,0,0.0,0,0.0,0,0.0,167,84.8,0,0.0,17,8.6,0,0.0,162,82.2,19,9.6,0,0.0,49,24.9,14,7.1,2,11.1,1,5.6,2011
0,0,0,0,0,0,16,64,9,36,25,100,0,0.0,30,9.9,1,4,24,96,0,0,'015814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,157,0,0.0,0,0.0,4,2.5,0,0,150,95.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,21.0,46,29.3,56,35.7,22,14.0,0,0.0,0,0.0,0,0.0,0,0.0,151,96.2,0,0.0,0,0.0,0,0.0,139,88.5,8,5.1,0,0.0,6,3.8,2,1.3,1,4,0,0,2011
0,0,0,0,0,0,10,71.4,4,28.6,14,100,0,0.0,3,1,1,7.1,11,78.6,0,0,'015815,4,2.1,2.1,2.1,8.5,2.2,0,0,1.8,0,0,0,0,0,0,0,0,0,857,0,0.0,96,11.2,60,7.0,0,0,654,76.3,58,6.8,52,6.1,47,5.5,61,7.1,53,6.2,107,12.5,101,11.8,70,8.2,55,6.4,36,4.2,38,4.4,29,3.4,0,0.0,0,0.0,71,8.3,79,9.2,708,82.6,0,0.0,96,11.2,0,0.0,647,75.5,56,6.5,4,0.5,110,12.8,85,9.9,4,28.6,2,14.3,2011
0,0,3,11.5,0,0,18,69.2,8,30.8,26,100,0,0.0,34,15.1,1,3.8,19,73.1,0,0,'015816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,162,1,0.6,4,2.5,10,6.2,0,0,82,50.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,17.9,31,19.1,22,13.6,80,49.4,0,0.0,3,1.9,0,0.0,0,0.0,131,80.9,0,0.0,4,2.5,0,0.0,162,100.0,21,13.0,0,0.0,162,100.0,20,12.3,9,34.6,3,11.5,2011
1,1.1,0,0,0,0,70,80.5,17,19.5,87,100,0,0.0,0,0,0,0,84,96.6,0,0,'015817,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,360,0,0.0,40,11.1,1,0.3,0,0,312,86.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,129,35.8,86,23.9,90,25.0,55,15.3,0,0.0,0,0.0,0,0.0,0,0.0,347,96.4,0,0.0,43,11.9,0,0.0,331,91.9,43,11.9,0,0.0,115,31.9,12,3.3,18,20.7,2,2.3,2011
0,0,0,0,0,0,26,72.2,10,27.8,36,100,0,0.0,8,2.1,8,22.2,11,30.6,0,0,'015819,3.8,4,1.1,0,4.5,3.5,0,4.3,2,33.3,14.3,0,0,0,0,0,0,0,1132,5,0.4,69,6.1,383,33.8,0,0,822,72.6,113,10.0,111,9.8,82,7.2,100,8.8,83,7.3,78,6.9,57,5.0,43,3.8,49,4.3,50,4.4,42,3.7,44,3.9,0,0.0,0,0.0,134,11.8,146,12.9,381,33.7,6,0.5,70,6.2,2,0.2,779,68.8,75,6.6,25,2.2,122,10.8,330,29.2,4,11.1,17,47.2,2011
0,0,0,0,0,0,42,60.9,27,39.1,69,100,0,0.0,3,1.2,4,5.8,59,85.5,0,0,'015820,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,20,0,0,16.7,383,1,0.3,0,0.0,16,4.2,0,0,348,90.9,43,11.2,34,8.9,26,6.8,23,6.0,24,6.3,25,6.5,22,5.7,24,6.3,22,5.7,15,3.9,63,16.4,39,10.2,0,0.0,0,0.0,23,6.0,0,0.0,297,77.5,2,0.5,0,0.0,0,0.0,360,94.0,53,13.8,3,0.8,97,25.3,64,16.7,12,17.4,6,8.7,2011
0,0,0,0,0,0,14,93.3,1,6.7,15,100,0,0.0,13,1.4,0,0,14,93.3,0,0,'015822,0,0,0,0,0,2.1,2.1,53.1,0,0,0,0,0,0,0,0,0,0,916,1,0.1,130,14.2,77,8.4,0,0,758,82.8,81,8.8,71,7.8,61,6.7,51,5.6,56,6.1,54,5.9,67,7.3,143,15.6,60,6.6,39,4.3,36,3.9,26,2.8,0,0.0,16,1.7,87,9.5,84,9.2,774,84.5,2,0.2,132,14.4,0,0.0,517,56.4,56,6.1,9,1.0,0,0.0,53,5.8,1,6.7,1,6.7,2011
0,0,0,0,0,0,23,76.7,7,23.3,30,100,0,0.0,8,4.8,1,3.3,26,86.7,0,0,'015823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,0,0.0,0,0.0,2,2.9,0,0,65,92.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,22.9,21,30.0,15,21.4,18,25.7,0,0.0,0,0.0,0,0.0,0,0.0,63,90.0,1,1.4,0,0.0,0,0.0,38,54.3,11,15.7,0,0.0,41,58.6,4,5.7,3,10,3,10,2011
0,0,0,0,0,0,13,100,0,0,13,100,0,0.0,1,0.4,0,0,12,92.3,0,0,'015824,3.7,4.5,3.3,1.6,4.1,0,0,2.6,1.4,0,50,0,0,.,0,0,0,0,683,4,0.6,42,6.1,26,3.8,0,0,613,89.8,70,10.2,64,9.4,66,9.7,60,8.8,57,8.3,52,7.6,58,8.5,49,7.2,24,3.5,30,4.4,19,2.8,22,3.2,0,0.0,0,0.0,63,9.2,49,7.2,602,88.1,0,0.0,70,10.2,1,0.1,318,46.6,22,3.2,2,0.3,20,2.9,48,7.0,0,0,1,7.7,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,3,8.1,0,.,0,.,0,.,'015825,9.7,0,0,0,7.7,0,0,0,0,.,.,0,.,0,0,0,0,.,221,0,0.0,30,13.6,21,9.5,0,0,205,92.8,24,10.9,27,12.2,26,11.8,21,9.5,18,8.1,20,9.0,17,7.7,13,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.9,25,11.3,30,13.6,182,82.4,0,0.0,30,13.6,0,0.0,33,14.9,16,7.2,5,2.3,0,0.0,13,5.9,0,.,0,.,2011
